word	Turkish-tr	emotion	emotion-intensity-score
lovemylife	NO TRANSLATION	joy	0.797
grateful	minnettar	joy	0.789
splendor	görkem	joy	0.788
amuse	eğlendirmek	joy	0.788
fun	eğlence	joy	0.788
happy	mutlu	joy	0.788
enchanted	büyülü	joy	0.781
glorify	övmek	joy	0.781
glad	memnun	joy	0.781
beautiful	güzel	joy	0.781
solucky	NO TRANSLATION	joy	0.781
giggling	kıkır kıkır gülme	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	Işıltılı	joy	0.781
heavens	gökler	joy	0.779
perfection	mükemmellik	joy	0.779
christmassy	Noel gibi	joy	0.779
romance	romantik	joy	0.779
thrilling	heyecan verici	joy	0.776
miraculous	mucizevi	joy	0.773
fiesta	şenlik	joy	0.773
entertain	eğlendirmek	joy	0.773
congrats	tebrikler	joy	0.773
cheers	şerefe	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	pozitiflik	joy	0.773
lovable	sevimli	joy	0.773
cheered	alkışladı	joy	0.773
funday	eğlenceli gün	joy	0.772
enjoying	keyfi	joy	0.771
cuddling	sarılma	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	eğlenerek	joy	0.766
lifeisgood	hayat güzel	joy	0.766
thebest	en iyisi	joy	0.766
sosweet	NO TRANSLATION	joy	0.766
smiles	gülümsüyor	joy	0.766
delight	zevk	joy	0.765
orgasm	orgazm	joy	0.765
party	Parti	joy	0.765
positive	pozitif	joy	0.761
cheerfulness	neşe	joy	0.758
miracles	mucizeler	joy	0.758
sweetheart	bir tanem	joy	0.758
enlighten	aydınlatmak	joy	0.758
christmastime	Noel zamanı	joy	0.757
giddy	sersem	joy	0.757
romantic	romantik	joy	0.750
gratify	sevindirmek	joy	0.750
friendliness	dostluk	joy	0.750
laughs	gülüyor	joy	0.750
greatness	büyüklük	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	hoş	joy	0.750
blessings	nimetler	joy	0.750
smile	gülümseme	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	eğlence	joy	0.748
jubilee	jübile	joy	0.742
enthusiasm	coşku	joy	0.742
triumph	zafer	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	büyülü	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	mucize	joy	0.742
rewarding	faydalı	joy	0.742
feelgood	iyi hissetmek	joy	0.736
prosperity	refah	joy	0.735
luxurious	lüks	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	canlı	joy	0.734
goodday	NO TRANSLATION	joy	0.734
passionate	tutkulu	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	büyülemek	joy	0.734
victory	zafer	joy	0.734
admiration	hayranlık	joy	0.734
tgif	tgif	joy	0.734
glorification	övme	joy	0.733
sing	şarkı söyle	joy	0.729
glowing	parıltılı	joy	0.729
breathtaking	nefes kesen	joy	0.728
fulfillment	yerine getirme	joy	0.728
yessss	yessss	joy	0.728
cheery	neşeli	joy	0.727
thankful	müteşekkir	joy	0.727
hurrah	hurra	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	Santa	joy	0.727
award	ödül	joy	0.727
atpeace	atpeace	joy	0.727
win	kazanmak	joy	0.727
merry	şen	joy	0.727
pleased	memnun	joy	0.725
radiance	ışıma	joy	0.725
inspiration	ilham	joy	0.725
uplift	iyileştirme	joy	0.723
optimistic	iyimser	joy	0.723
heaven	cennet	joy	0.721
lucky	şanslı	joy	0.721
thrill	heyecan	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	Bayram	joy	0.721
harmony	armoni	joy	0.719
brighten	aydınlatmak	joy	0.719
lover	sevgili	joy	0.719
heartfelt	yürekten	joy	0.719
utopian	ütopik	joy	0.719
xmas	Noel	joy	0.719
lovely	güzel	joy	0.719
amusement	eğlence	joy	0.719
congratulatory	tebrik	joy	0.719
praising	övme	joy	0.719
thriving	gelişen	joy	0.719
perfect	mükemmel	joy	0.719
magic	sihirli	joy	0.712
luckiest	şanslı	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	lüks	joy	0.712
bestfeeling	en iyi his	joy	0.712
treasures	hazineler	joy	0.712
achievement	başarı	joy	0.712
yay	yuppi	joy	0.712
holiday	tatil	joy	0.712
intimate	samimi	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	kıkırdama	joy	0.706
rave	rave	joy	0.706
proud	gururlu	joy	0.704
truelove	gerçek aşk	joy	0.703
fuckyeah	FuckYeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	inanılmaz	joy	0.703
goodnews	iyi haberler	joy	0.703
optimism	iyimserlik	joy	0.703
satisfying	doyurucu	joy	0.703
gooood	gooood	joy	0.703
sweetest	tatlı	joy	0.703
cherish	beslemek	joy	0.703
goodlife	iyi yaşam	joy	0.703
beautification	güzelleştirme	joy	0.703
appreciates	takdir	joy	0.703
winning	kazanan	joy	0.703
cuddled	Sarıldınız	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	ağırladı	joy	0.700
excite	heyecanlandırmak	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	doğum günü	joy	0.691
metime	metime	joy	0.688
favorite	favori	joy	0.688
honored	şerefli	joy	0.688
content	içerik	joy	0.688
godsend	devlet kuşu	joy	0.688
entertaining	eğlenceli	joy	0.688
angelic	melek gibi	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	tapınma	joy	0.688
exquisite	nefis	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	değerli	joy	0.682
majestic	görkemli	joy	0.682
appreciated	takdir	joy	0.682
luscious	tatlı	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	GÜLÜMSEDİ	joy	0.682
bestfriends	en yakın arkadaşlar	joy	0.682
exaltation	yüceltme	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	Parlaklığı	joy	0.682
tranquility	huzur	joy	0.679
marry	evlenmek	joy	0.676
embrace	kucaklamak	joy	0.676
positively	pozitif olarak	joy	0.676
dearest	gözbebeği	joy	0.672
relaxation	gevşeme	joy	0.672
accomplished	başarılı	joy	0.672
hug	sarılmak	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	yaşlar	joy	0.672
grin	sırıtış	joy	0.672
enliven	canlandırmak	joy	0.672
contentment	hoşnutluk	joy	0.672
hilarious	neşeli	joy	0.672
giggles	giggles	joy	0.672
bountiful	bol	joy	0.667
victor	galip	joy	0.667
adore	tapmak	joy	0.667
boisterous	fırtınalı	joy	0.667
fulfilled	yerine	joy	0.667
fulfill	yerine getirmek	joy	0.664
cuddles	cuddles	joy	0.662
prosperous	refah	joy	0.660
romanticism	romantizm	joy	0.656
humor	Mizah	joy	0.656
glow	parıltı	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	hoş	joy	0.656
appreciation	takdir	joy	0.656
encouraged	cesaretlendirmemişti	joy	0.656
satisfy	tatmin etmek	joy	0.656
serenity	huzur	joy	0.656
captivate	cezbetmek	joy	0.656
besties	besties	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	memnuniyet	joy	0.652
treasure	hazine	joy	0.652
engaged	nişanlı	joy	0.652
praises	övgü	joy	0.652
abundance	bolluk	joy	0.652
fortunes	servetleri	joy	0.652
relaxing	rahatlatıcı	joy	0.652
praised	övdü	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	Tamamlayıcı	joy	0.647
affection	sevgi	joy	0.647
relieved	rahatladım	joy	0.647
carnival	karnaval	joy	0.643
divine	ilahi	joy	0.641
saintly	aziz	joy	0.641
harmoniously	uyum	joy	0.641
achieve	başarmak	joy	0.641
thanksgiving	şükran Günü	joy	0.641
jackpot	büyük ikramiye	joy	0.641
priceless	paha biçilemez	joy	0.641
sensuality	duygusallık	joy	0.641
champion	şampiyon	joy	0.641
wedding	düğün	joy	0.641
uplifting	canlandırıcı	joy	0.641
climax	doruk	joy	0.636
yayy	yayy	joy	0.636
peaceful	huzurlu	joy	0.636
twinkle	pırıltı	joy	0.636
reverie	hülya	joy	0.636
exalt	heyecanlandırmak	joy	0.636
winner	kazanan	joy	0.636
felicity	mutluluk	joy	0.636
cuddle	sarılmak	joy	0.636
comforting	rahatlatıcı	joy	0.636
honeymoon	balayı	joy	0.636
xoxo	xoxo	joy	0.634
amusing	eğlenceli	joy	0.625
reward	ödül	joy	0.625
fondness	sevgi	joy	0.625
hearts	kalpler	joy	0.625
brighter	Daha parlak	joy	0.625
sweet	tatlı	joy	0.625
stargazing	alle	joy	0.625
festival	Festival	joy	0.625
snuggling	snuggling	joy	0.625
generosity	cömertlik	joy	0.625
gorgeous	muhteşem	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	seks	joy	0.622
parade	geçit töreni	joy	0.621
applause	alkış	joy	0.621
genial	güler yüzlü	joy	0.621
beauty	güzellik	joy	0.621
kind	tür	joy	0.621
newlife	yeni hayat	joy	0.618
aspiring	can atan	joy	0.618
fulfilling	yerine	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	erdemli	joy	0.613
kiss	öpücük	joy	0.610
winnings	kazanç	joy	0.609
praiseworthy	övülmeye değer	joy	0.609
rainbows	gökkuşakları	joy	0.609
generous	cömert	joy	0.609
enlightenment	aydınlatma	joy	0.609
playful	şakacı	joy	0.609
christmas	Noel	joy	0.609
super	Süper	joy	0.609
elegance	zarafet	joy	0.609
rekindle	alevlendirmek	joy	0.609
awards	ödülleri	joy	0.609
adorable	tapılası	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	bağımsızlık	joy	0.607
successful	başarılı	joy	0.606
onelove	One Love	joy	0.606
kindness	iyilik	joy	0.606
freely	serbestçe	joy	0.606
surprises	sürprizler	joy	0.606
inspired	yaratıcı	joy	0.606
hilarity	neşe	joy	0.606
wonder	merak etmek	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	eğlence	joy	0.603
whimsical	kaprisli	joy	0.603
passion	tutku	joy	0.603
beautify	güzelleştirmek	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	gündoğumu	joy	0.600
godisgood	Tanrı iyidir	joy	0.597
whoo	whoo	joy	0.594
angel	melek	joy	0.594
thankgod	tanrıya şükür	joy	0.594
accomplishment	başarı	joy	0.594
flirt	flört	joy	0.594
goodmusic	iyi müzik	joy	0.594
snuggled	snuggled	joy	0.594
revere	tapmak	joy	0.594
inspire	ilham vermek	joy	0.594
fanfare	tantana	joy	0.594
peacefully	barışçıl	joy	0.594
jesus	isa	joy	0.594
goodies	şekerleme	joy	0.594
heroic	kahraman	joy	0.591
fortune	servet	joy	0.591
friendship	dostluk	joy	0.591
singing	şan	joy	0.591
exalted	yüce	joy	0.591
summer	yaz	joy	0.591
highest	en yüksek	joy	0.591
overflowing	taşan	joy	0.588
contented	mutlu	joy	0.588
woot	woot	joy	0.588
rollicking	eğlenceli	joy	0.588
hope	umut	joy	0.586
accolade	rabıta	joy	0.586
cozy	Rahat	joy	0.583
delicious	lezzetli	joy	0.579
friendly	arkadaş canlısı	joy	0.578
sensuous	duyumsal	joy	0.578
darling	sevgilim	joy	0.578
picturesque	resmedilmeye değer	joy	0.578
raving	çılgın	joy	0.578
praise	övgü	joy	0.578
everlasting	ölümsüz	joy	0.578
ambition	hırs	joy	0.578
thelife	hayat	joy	0.578
sparkle	pırıltı	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	şanslı kız	joy	0.576
flattering	yaltaklanan	joy	0.576
sensual	şehvetli	joy	0.576
heroism	kahramanlık	joy	0.576
succeeding	başarılı	joy	0.576
grace	zarafet	joy	0.576
peace	Barış	joy	0.576
livelife	hayatı yaşa	joy	0.574
special	özel	joy	0.574
tantalizing	gösterip de vermeyen	joy	0.572
pumped	pompalanır	joy	0.567
worthwhile	değerli	joy	0.562
revels	revels	joy	0.562
prevail	hakim	joy	0.562
liking	sevme	joy	0.562
sunny	güneşli	joy	0.562
relax	Rahatlayın	joy	0.562
surprise	sürpriz	joy	0.562
hugs	sarılmalar	joy	0.562
admirable	takdire değer	joy	0.562
hero	kahraman	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	nükteli, komik	joy	0.562
sweets	şekerleme	joy	0.562
prosper	başarılı olmak	joy	0.562
superstar	süperstar	joy	0.562
favorable	olumlu	joy	0.561
bless	kutsamak	joy	0.561
tenderness	hassaslık	joy	0.561
freedom	özgürlük	joy	0.561
masterpiece	başyapıt	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	rüyalar	joy	0.559
hopeful	umutlu	joy	0.559
home	ev	joy	0.559
cruising	seyir	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	bağlılık	joy	0.553
closeness	yakınlık	joy	0.552
eagerness	şevk	joy	0.552
comfy	rahat	joy	0.551
sunshine	gunes isigi	joy	0.551
confidence	güven	joy	0.547
mistletoe	ökseotu	joy	0.547
elite	seçkinler	joy	0.547
celestial	gök	joy	0.547
heart	kalp	joy	0.547
completion	tamamlama	joy	0.547
good	iyi	joy	0.547
daughter	kız evlat	joy	0.547
gifts	Hediyeler	joy	0.547
astonishment	şaşkınlık	joy	0.547
bonus	bonus	joy	0.547
goodmorning	Günaydın	joy	0.547
lifted	kaldırdı	joy	0.547
zeal	heves	joy	0.547
illuminate	aydınlatmak	joy	0.547
gift	hediye	joy	0.547
vacation	tatil	joy	0.547
charmed	Charmed	joy	0.546
recreation	yeniden yaratma	joy	0.545
encouragement	teşvik	joy	0.545
gush	coşma	joy	0.545
sublime	yüce	joy	0.545
dance	dans	joy	0.545
god	Allah	joy	0.545
free	ücretsiz	joy	0.544
freshstart	taze başlangıç	joy	0.544
savior	kurtarıcı	joy	0.543
sanctuary	barınak	joy	0.541
grandchildren	torunlar	joy	0.540
wellness	Sağlık	joy	0.537
revel	cümbüş	joy	0.534
inspirational	ilham	joy	0.531
savor	lezzet	joy	0.531
matrimony	evlilik	joy	0.531
money	para	joy	0.531
rainbow	gökkuşağı	joy	0.531
confident	kendine güvenen	joy	0.531
bridal	gelin	joy	0.531
music	müzik	joy	0.531
fab	fab	joy	0.531
serene	sakin	joy	0.531
alive	canlı	joy	0.531
holiness	kutsallık	joy	0.531
vitality	dirilik	joy	0.531
liberation	kurtuluş	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	yatıştırıcı	joy	0.531
soar	yükselmek	joy	0.531
firstborn	ilk doğan	joy	0.531
elegant	zarif	joy	0.530
mastery	ustalık	joy	0.530
illumination	aydınlatma	joy	0.530
welcomed	karşıladı	joy	0.530
warmth	sıcaklık	joy	0.530
blossom	çiçek	joy	0.530
glimmer	hafif ışık	joy	0.530
faithful	sadık	joy	0.529
treat	tedavi etmek	joy	0.529
snuggles	Snuggles	joy	0.522
laurels	şöhret	joy	0.521
commendable	övgüye değer	joy	0.519
powerful	güçlü	joy	0.516
silly	saçma	joy	0.516
zest	lezzet	joy	0.516
presents	hediyeler	joy	0.516
succeed	başarılı olmak	joy	0.516
jingle	şıngırdamak	joy	0.516
remarkable	dikkat çekici	joy	0.516
greeted	karşıladı	joy	0.516
brotherly	kardeşçe	joy	0.516
pride	gurur	joy	0.516
strengthening	güçlendirme	joy	0.516
aspire	çok istemek	joy	0.516
abundant	bol	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	şaşaalı	joy	0.516
almighty	yüce	joy	0.516
fancy	fantezi	joy	0.516
zen	Zen	joy	0.515
coronation	taç giyme	joy	0.515
kudos	şeref	joy	0.515
vivid	canlı	joy	0.515
leisure	boş	joy	0.515
complete	tamamlayınız	joy	0.515
cutie	tatlı	joy	0.515
newme	Yeni ben	joy	0.515
familytime	aile zamanı	joy	0.515
animated	canlandırılmış	joy	0.515
spirit	ruh	joy	0.515
thanking	thanking	joy	0.515
kid	çocuk	joy	0.515
shining	parlıyor	joy	0.515
payday	maaş günü	joy	0.515
princely	soylu	joy	0.515
reunited	birleşmiş	joy	0.515
therapeutic	tedavi edici	joy	0.515
comfort	konfor	joy	0.515
godly	dindar	joy	0.514
marriage	evlilik	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	ilişki	joy	0.514
spouse	eş	joy	0.507
intimately	yakından	joy	0.507
accomplish	başarmak	joy	0.500
excel	excel	joy	0.500
inviting	çekici	joy	0.500
meritorious	değerli	joy	0.500
diamond	elmas	joy	0.500
nature	doğa	joy	0.500
dignity	haysiyet	joy	0.500
family	aile	joy	0.500
soulful	duygulu	joy	0.500
charitable	hayırsever	joy	0.500
encourage	teşvik etmek	joy	0.500
friends	Arkadaş	joy	0.500
satisfied	memnun	joy	0.500
welcoming	karşılama	joy	0.500
healthy	sağlıklı	joy	0.500
surreal	gerçeküstü	joy	0.500
refreshed	tazelenmiş	joy	0.500
beach	plaj	joy	0.500
motherhood	annelik	joy	0.500
respect	saygı	joy	0.500
gem	taş	joy	0.500
erotic	erotik	joy	0.500
visionary	düşsel	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	elde	joy	0.500
christ	İsa	joy	0.500
memorable	unutulmaz	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	bebek	joy	0.500
purr	mırlamak	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	gerçeklik	joy	0.500
bloom	Çiçek açmak	joy	0.500
carefree	kaygısız	joy	0.500
aura	atmosfer	joy	0.493
health	sağlık	joy	0.493
liberty	özgürlük	joy	0.486
approved	onaylı	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	vaha	joy	0.486
rapture	kendinden geçme	joy	0.485
engaging	çekici	joy	0.485
crowning	parlak	joy	0.485
aspiration	özlem	joy	0.485
prestige	prestij	joy	0.485
crescendo	kreşendo	joy	0.485
gentle	nazik	joy	0.485
liberate	kurtarmak	joy	0.485
betrothed	nişanlı	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	cömertlik	joy	0.485
privileged	ayrıcalıklı	joy	0.485
loyal	sadık	joy	0.485
inseparable	ayrılmaz	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	altın çağ	joy	0.484
trophy	ganimet	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	şans	joy	0.484
creativity	yaratıcılık	joy	0.484
destiny	Kader	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	deneyüstülük	joy	0.484
bouquet	buket	joy	0.484
chocolate	çikolata	joy	0.484
aloha	aloha	joy	0.484
yummy	nefis	joy	0.484
dream	rüya	joy	0.484
desire	arzu etmek	joy	0.484
boyfriend	erkek arkadaş	joy	0.480
commemoration	anma	joy	0.479
intelligence	zeka	joy	0.477
readiness	hazır olma	joy	0.473
friend	arkadaş	joy	0.471
enthusiast	hayran	joy	0.471
bride	gelin	joy	0.471
lush	bereketli	joy	0.470
calming	yatıştırıcı	joy	0.470
inheritance	miras	joy	0.470
kiddo	ufaklık	joy	0.470
massage	masaj	joy	0.470
tickle	gıdıklamak	joy	0.470
adventure	macera	joy	0.470
nostalgia	nostalji	joy	0.470
soothe	yatıştırmak	joy	0.470
goals	hedefleri	joy	0.469
luster	parıltı	joy	0.469
giving	vererek	joy	0.469
princess	prenses	joy	0.469
heartily	iştahla	joy	0.469
benevolence	yardımseverlik	joy	0.469
nurture	beslemek	joy	0.469
bridegroom	damat	joy	0.469
eternal	sonsuz	joy	0.469
pray	dua etmek	joy	0.469
getaway	kurtulmak	joy	0.469
humanitarian	insancıl	joy	0.469
bonding	yapıştırma	joy	0.469
rest	dinlenme	joy	0.469
amicable	dostane	joy	0.469
purring	hırıltı	joy	0.469
pretty	güzel	joy	0.469
child	çocuk	joy	0.466
salutary	sağlıklı	joy	0.465
invite	Davet et	joy	0.457
reminiscing	reminiscing	joy	0.456
beam	kiriş	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	tropikal	joy	0.455
aesthetics	estetik	joy	0.455
friday	Cuma	joy	0.455
elevation	yükseklik	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	tören	joy	0.455
mindfulness	dikkatlilik	joy	0.455
hee	hee	joy	0.455
kindred	akraba	joy	0.455
scholarship	burs	joy	0.455
befriend	arkadaş olmak	joy	0.455
commemorate	anmak	joy	0.453
allure	cazibe	joy	0.453
faith	inanç	joy	0.453
forgiveness	af	joy	0.453
scenery	manzara	joy	0.453
vindication	intikam	joy	0.453
waterfall	şelale	joy	0.453
birth	doğum	joy	0.453
noworries	telaşa gerek yok	joy	0.453
approve	onaylamak	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	seyahat	joy	0.447
meditation	meditasyon	joy	0.446
relaxed	rahatlamış	joy	0.442
tranquil	sakin	joy	0.441
weekend	hafta sonu	joy	0.441
present	mevcut	joy	0.441
tender	hassas	joy	0.441
nostalgic	nostaljik	joy	0.439
prayer	namaz	joy	0.439
sharing	paylaşım	joy	0.439
esteem	saygı	joy	0.439
lyrical	lirik tarzında	joy	0.439
righteousness	doğruluk	joy	0.439
share	pay	joy	0.438
husband	koca	joy	0.438
life	hayat	joy	0.438
sonnet	sone	joy	0.438
relief	kabartma	joy	0.438
unbeaten	dövülmemiş	joy	0.438
newday	Yeni gün	joy	0.438
meditate	düşünmek	joy	0.438
mighty	güçlü	joy	0.438
eager	istekli	joy	0.438
strength	kuvvet	joy	0.438
warm	Ilık, hafif sıcak	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	arkadaş	joy	0.427
oneness	birlik	joy	0.426
unsurpassed	eşsiz	joy	0.424
ejaculation	boşalma	joy	0.424
unconstrained	serbest	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	madalya	joy	0.424
amen	amin	joy	0.424
candlelight	mum ışığında	joy	0.424
reverence	hürmet	joy	0.424
healthful	sağlıklı	joy	0.424
carols	şarkıları	joy	0.424
sledding	kızakla taşıma	joy	0.422
wealth	servet	joy	0.422
graduation	mezuniyet	joy	0.422
frisky	oynak	joy	0.422
energy	enerji	joy	0.422
calmness	dinginlik	joy	0.422
beginnings	baş	joy	0.422
safe	kasa	joy	0.422
musical	müzikal	joy	0.422
symphony	senfoni	joy	0.422
lml	lml	joy	0.422
glitter	Parıltı	joy	0.422
ease	kolaylaştırmak	joy	0.422
helpful	faydalı	joy	0.422
soundness	sağlamlık	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	söz vermek	joy	0.415
reunite	barıştırmak	joy	0.414
salvation	kurtuluş	joy	0.412
mother	anne	joy	0.412
poems	şiirler	joy	0.412
inauguration	açılış	joy	0.409
immaculate	tertemiz	joy	0.409
lighten	hafifletmek	joy	0.409
aromatherapy	aromaterapi	joy	0.409
travel	seyahat	joy	0.409
lavender	lavanta	joy	0.409
purify	arındırmak	joy	0.409
clown	palyaço	joy	0.409
star	star	joy	0.406
cash	nakit	joy	0.406
heal	iyileşmek	joy	0.406
completing	tamamladıktan	joy	0.406
companion	Arkadaş	joy	0.406
live	canlı	joy	0.406
flowers	Çiçekler	joy	0.406
wishing	isteyen	joy	0.406
charity	sadaka	joy	0.406
opportune	elverişli	joy	0.406
income	Gelir	joy	0.403
soul	ruh	joy	0.401
munchies	munchies	joy	0.400
indescribable	tarifsiz	joy	0.397
progress	ilerleme	joy	0.397
emancipation	azat etme	joy	0.397
christian	Hristiyan	joy	0.397
hammock	hamak	joy	0.394
together	birlikte	joy	0.394
equality	eşitlik	joy	0.394
fullness	dolgunluk	joy	0.394
picnic	piknik	joy	0.394
calm	sakin	joy	0.394
childhood	çocukluk	joy	0.394
rhythmical	ritmik	joy	0.394
movies	filmler	joy	0.393
zealous	gayretli	joy	0.393
littlethings	küçük şeyler	joy	0.391
humanity	insanlık	joy	0.391
starry	yıldızlı	joy	0.391
playground	oyun alanı	joy	0.391
adventures	maceralar	joy	0.391
meaningful	anlamlı	joy	0.391
choir	koro	joy	0.391
affluence	bolluk	joy	0.391
warms	ısıtır	joy	0.391
goofy	aptal	joy	0.391
auspicious	hayırlı	joy	0.391
gesture	jest	joy	0.387
vow	yemin	joy	0.382
shopping	alışveriş yapmak	joy	0.382
witty	esprili	joy	0.382
communion	cemaat	joy	0.379
vibes	vibrafon	joy	0.379
worship	ibadet	joy	0.379
jump	atlama	joy	0.379
reverend	muhterem	joy	0.377
