word	Hmong-hmn	emotion	emotion-intensity-score
lovinlife	lovinlife	joy	0.797
magnificence	magnificence	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	xav thov ua tsaug	joy	0.789
splendor	splendor	joy	0.788
amuse	ua zoo	joy	0.788
fun	lom zem	joy	0.788
happy	zoo siab	joy	0.788
enchanted	enchanted	joy	0.781
glorify	yeeb koob	joy	0.781
glad	zoo siab	joy	0.781
beautiful	zoo nkauj	joy	0.781
solucky	kab laum	joy	0.781
giggling	giggling	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	radiant	joy	0.781
heavens	saum ntuj ceeb tsheej	joy	0.779
perfection	perfection	joy	0.779
christmassy	christmassy	joy	0.779
romance	romance	joy	0.779
thrilling	thrilling	joy	0.776
miraculous	miraculous	joy	0.773
fiesta	fiesta	joy	0.773
entertain	lom zem	joy	0.773
congrats	congrats	joy	0.773
cheers	cheers	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	positivity	joy	0.773
lovable	lovable	joy	0.773
cheered	cheered	joy	0.773
funday	funday	joy	0.772
enjoying	zoo siab	joy	0.771
cuddling	cuddling	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	amused	joy	0.766
lifeisgood	lub neej	joy	0.766
thebest	thebest	joy	0.766
sosweet	sosweet	joy	0.766
smiles	luag	joy	0.766
delight	zoo siab	joy	0.765
orgasm	orgasm	joy	0.765
party	tog	joy	0.765
positive	zoo	joy	0.761
cheerfulness	zoo siab	joy	0.758
miracles	txuj ci tseem ceeb	joy	0.758
sweetheart	sweetheart	joy	0.758
enlighten	enlighten	joy	0.758
christmastime	christmastime	joy	0.757
giddy	git	joy	0.757
romantic	romantic	joy	0.750
gratify	ua tsaug	joy	0.750
friendliness	phooj ywg	joy	0.750
laughs	luag	joy	0.750
greatness	greatness	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	zoo siab	joy	0.750
blessings	cov koob hmoov	joy	0.750
smile	luag nyav	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	frolic	joy	0.748
jubilee	jubilee	joy	0.742
enthusiasm	kev kub siab	joy	0.742
triumph	kov yeej	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	tej yam yees siv	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	txuj ci tseem ceeb	joy	0.742
rewarding	nqi zog	joy	0.742
feelgood	xav zoo	joy	0.736
prosperity	txoj kev vam meej	joy	0.735
luxurious	luxurious	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	vivacious	joy	0.734
goodday	zoo hnub	joy	0.734
passionate	passionate	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	enchant	joy	0.734
victory	yeej	joy	0.734
admiration	admiration	joy	0.734
tgif	tgif	joy	0.734
glorification	yeeb koob	joy	0.733
sing	hu nkauj	joy	0.729
glowing	glowing	joy	0.729
breathtaking	breathtaking	joy	0.728
fulfillment	ua tiav	joy	0.728
yessss	yessss	joy	0.728
cheery	cheery	joy	0.727
thankful	ua tsaug	joy	0.727
hurrah	hurray	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	santa	joy	0.727
award	tus nqi zog	joy	0.727
atpeace	atpeace	joy	0.727
win	yeej	joy	0.727
merry	zoo siab	joy	0.727
pleased	txaus siab	joy	0.725
radiance	radiance	joy	0.725
inspiration	kev tshoov siab	joy	0.725
uplift	uplift	joy	0.723
optimistic	optimistic	joy	0.723
heaven	saum ntuj ceeb tsheej	joy	0.721
lucky	muaj hmoo	joy	0.721
thrill	thrill	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	cov hnub caiv	joy	0.721
harmony	sib haum xeeb	joy	0.719
brighten	brighten	joy	0.719
lover	tus hlub	joy	0.719
heartfelt	heartfelt	joy	0.719
utopian	utopian	joy	0.719
xmas	xmas	joy	0.719
lovely	ntxim hlub	joy	0.719
amusement	kev lom zem	joy	0.719
congratulatory	congratulatory	joy	0.719
praising	qhuas	joy	0.719
thriving	thriving	joy	0.719
perfect	zoo meej	joy	0.719
magic	khawv koob	joy	0.712
luckiest	luckiest	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	khoom kim heev	joy	0.712
bestfeeling	zoo tshaj plaws	joy	0.712
treasures	treasures	joy	0.712
achievement	kev ua tiav	joy	0.712
yay	yay	joy	0.712
holiday	hnub so	joy	0.712
intimate	sib ze	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	chuckle	joy	0.706
rave	rave	joy	0.706
proud	txaus siab	joy	0.704
truelove	truelove	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	amazingly	joy	0.703
goodnews	goodnews	joy	0.703
optimism	kev zoo siab	joy	0.703
satisfying	txaus siab	joy	0.703
gooood	gooood	joy	0.703
sweetest	qab zib tshaj plaws	joy	0.703
cherish	hlub	joy	0.703
goodlife	zoo neej	joy	0.703
beautification	beautification	joy	0.703
appreciates	ua tsaug	joy	0.703
winning	yeej	joy	0.703
cuddled	cuddled	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	entertained	joy	0.700
excite	excite	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	hnub yug	joy	0.691
metime	metime	joy	0.688
favorite	nyiam	joy	0.688
honored	honored	joy	0.688
content	cov ntsiab lus	joy	0.688
godsend	godsend	joy	0.688
entertaining	lom zem	joy	0.688
angelic	tub txib	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	kev qhuas	joy	0.688
exquisite	exquisite	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	precious	joy	0.682
majestic	majestic	joy	0.682
appreciated	ua tsaug	joy	0.682
luscious	luscious	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	luag nyav	joy	0.682
bestfriends	bestfriends	joy	0.682
exaltation	kev tsa nto	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	ci ntsa iab	joy	0.682
tranquility	tranquility	joy	0.679
marry	yuav	joy	0.676
embrace	khawm	joy	0.676
positively	zoo	joy	0.676
dearest	dearest	joy	0.672
relaxation	so	joy	0.672
accomplished	ua tiav	joy	0.672
hug	puag	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	grin	joy	0.672
enliven	enliven	joy	0.672
contentment	txaus siab	joy	0.672
hilarious	lom zem heev	joy	0.672
giggles	giggles	joy	0.672
bountiful	bountiful	joy	0.667
victor	victor	joy	0.667
adore	nco txog	joy	0.667
boisterous	khoob khoob	joy	0.667
fulfilled	tiav	joy	0.667
fulfill	ua tiav	joy	0.664
cuddles	cuddles	joy	0.662
prosperous	vam meej	joy	0.660
romanticism	romanticism	joy	0.656
humor	lom zem	joy	0.656
glow	ci	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	qab ntxiag	joy	0.656
appreciation	kev txaus siab	joy	0.656
encouraged	txhawb nqa	joy	0.656
satisfy	los siav	joy	0.656
serenity	serenity	joy	0.656
captivate	captivate	joy	0.656
besties	zoo nkauj	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	txaus siab	joy	0.652
treasure	cov khoom muaj nqis	joy	0.652
engaged	koom	joy	0.652
praises	qhuas	joy	0.652
abundance	abundance	joy	0.652
fortunes	fortunes	joy	0.652
relaxing	relaxing	joy	0.652
praised	qhuas	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	txhawb ntxiv	joy	0.647
affection	kev hlub	joy	0.647
relieved	relieved	joy	0.647
carnival	carnival	joy	0.643
divine	divine	joy	0.641
saintly	saintly	joy	0.641
harmoniously	sib haum xeeb	joy	0.641
achieve	ua tiav	joy	0.641
thanksgiving	thanksgiving	joy	0.641
jackpot	jackpot	joy	0.641
priceless	priceless	joy	0.641
sensuality	sensuality	joy	0.641
champion	tus yeej	joy	0.641
wedding	tshoob	joy	0.641
uplifting	uplifting	joy	0.641
climax	climax	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	tiaj tus	joy	0.636
twinkle	twinkle	joy	0.636
reverie	reverie	joy	0.636
exalt	exalt	joy	0.636
winner	khiav	joy	0.636
felicity	felicity	joy	0.636
cuddle	hnyuv	joy	0.636
comforting	nplij siab	joy	0.636
honeymoon	honeymoon	joy	0.636
xoxo	xoxo	joy	0.634
amusing	txaus luag	joy	0.625
reward	nqi zog	joy	0.625
fondness	kev sib haum xeeb	joy	0.625
hearts	lub siab	joy	0.625
brighter	zog dua	joy	0.625
sweet	qab zib	joy	0.625
stargazing	stargazing	joy	0.625
festival	kev lom zem	joy	0.625
snuggling	snuggling	joy	0.625
generosity	siab dawb siab zoo	joy	0.625
gorgeous	gorgeous	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	poj niam txiv neej	joy	0.622
parade	parade	joy	0.621
applause	npuaj teg	joy	0.621
genial	genial	joy	0.621
beauty	kev zoo nkauj	joy	0.621
kind	zoo	joy	0.621
newlife	lub neej tshiab	joy	0.618
aspiring	aspiring	joy	0.618
fulfilling	ua kom tiav	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	virtuous	joy	0.613
kiss	hnia	joy	0.610
winnings	winnings	joy	0.609
praiseworthy	praiseworthy	joy	0.609
rainbows	zaj sawv	joy	0.609
generous	dav dav	joy	0.609
enlightenment	enlightenment	joy	0.609
playful	playful	joy	0.609
christmas	Christmas	joy	0.609
super	super	joy	0.609
elegance	elegance	joy	0.609
rekindle	rekindle	joy	0.609
awards	khoom plig	joy	0.609
adorable	adorable	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	kev ywj pheej	joy	0.607
successful	kev vam meej	joy	0.606
onelove	onelove	joy	0.606
kindness	ua siab zoo	joy	0.606
freely	dawb do	joy	0.606
surprises	surprises	joy	0.606
inspired	tshwm sim	joy	0.606
hilarity	hilarity	joy	0.606
wonder	xav tsis thoob	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	lom ze	joy	0.603
whimsical	whimsical	joy	0.603
passion	mob siab rau	joy	0.603
beautify	beautify	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	hnub tuaj	joy	0.600
godisgood	godisgood	joy	0.597
whoo	whoo	joy	0.594
angel	Angel	joy	0.594
thankgod	ua tsaug	joy	0.594
accomplishment	ua tiav	joy	0.594
flirt	flirt	joy	0.594
goodmusic	goodmusic	joy	0.594
snuggled	snuggled	joy	0.594
revere	Tshaj tawm	joy	0.594
inspire	txhawb nqa	joy	0.594
fanfare	kev sib tw	joy	0.594
peacefully	peacefully	joy	0.594
jesus	yawg	joy	0.594
goodies	goodies	joy	0.594
heroic	heroic	joy	0.591
fortune	hmoov zoo	joy	0.591
friendship	phooj ywg	joy	0.591
singing	hu nkauj	joy	0.591
exalted	tsa nto	joy	0.591
summer	lub caij ntuj sov	joy	0.591
highest	siab tshaj	joy	0.591
overflowing	xos phom	joy	0.588
contented	contented	joy	0.588
woot	woot	joy	0.588
rollicking	tawm	joy	0.588
hope	kev cia siab	joy	0.586
accolade	ua tsaug	joy	0.586
cozy	ntxias	joy	0.583
delicious	delicious	joy	0.579
friendly	tus phooj ywg	joy	0.578
sensuous	sensuous	joy	0.578
darling	darling	joy	0.578
picturesque	zoo nkauj	joy	0.578
raving	rawm	joy	0.578
praise	qhuas	joy	0.578
everlasting	mus ib txhis	joy	0.578
ambition	ambition	joy	0.578
thelife	thelife	joy	0.578
sparkle	sparkle	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	luckygirl	joy	0.576
flattering	ntxeev siab	joy	0.576
sensual	sensual	joy	0.576
heroism	heroism	joy	0.576
succeeding	ua tau zoo	joy	0.576
grace	kev hlub	joy	0.576
peace	peace	joy	0.576
livelife	livelife	joy	0.574
special	tshwj xeeb	joy	0.574
tantalizing	tantalizing	joy	0.572
pumped	pumped	joy	0.567
worthwhile	tseem ceeb	joy	0.562
revels	revels	joy	0.562
prevail	huas	joy	0.562
liking	nyiam	joy	0.562
sunny	tshav ntuj	joy	0.562
relax	so kom txaus	joy	0.562
surprise	surprise	joy	0.562
hugs	hugs	joy	0.562
admirable	qhuas	joy	0.562
hero	hero	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	humorous	joy	0.562
sweets	khoom qab zib	joy	0.562
prosper	huaj vam	joy	0.562
superstar	superstar	joy	0.562
favorable	zoo siab	joy	0.561
bless	foom koob hmoov	joy	0.561
tenderness	rhiab	joy	0.561
freedom	txoj kev ywj pheej	joy	0.561
masterpiece	masterpiece	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	npau suav	joy	0.559
hopeful	hopeful	joy	0.559
home	hauv tsev	joy	0.559
cruising	kev caij nkoj	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	kev ncaj ncees	joy	0.553
closeness	kev txi	joy	0.552
eagerness	eagerness	joy	0.552
comfy	comfy	joy	0.551
sunshine	hnub ci	joy	0.551
confidence	cog qoob loo	joy	0.547
mistletoe	mistletoe	joy	0.547
elite	cog neeg ntse	joy	0.547
celestial	xilethi-aus	joy	0.547
heart	lub plawv	joy	0.547
completion	tiav	joy	0.547
good	zoo	joy	0.547
daughter	ntxhais	joy	0.547
gifts	khoom plig	joy	0.547
astonishment	xav tsis thoob	joy	0.547
bonus	ntxiv	joy	0.547
goodmorning	goodmorning	joy	0.547
lifted	tsa	joy	0.547
zeal	zeal	joy	0.547
illuminate	illuminate	joy	0.547
gift	khoom plig	joy	0.547
vacation	so	joy	0.547
charmed	charmed	joy	0.546
recreation	kev lom zem	joy	0.545
encouragement	kev txhawb nqa	joy	0.545
gush	gush	joy	0.545
sublime	sublime	joy	0.545
dance	seev cev	joy	0.545
god	Vaj tswv	joy	0.545
free	dawb	joy	0.544
freshstart	freshstart	joy	0.544
savior	Cawm Seej	joy	0.543
sanctuary	sanctuary	joy	0.541
grandchildren	xeeb ntxwv	joy	0.540
wellness	kev nyab xeeb	joy	0.537
revel	revel	joy	0.534
inspirational	inspirational	joy	0.531
savor	savor	joy	0.531
matrimony	Matrimony	joy	0.531
money	nyiaj	joy	0.531
rainbow	zaj sawv	joy	0.531
confident	ntseeg siab	joy	0.531
bridal	sib txheeb	joy	0.531
music	suab paj nruag	joy	0.531
fab	fab	joy	0.531
serene	huam xeeb	joy	0.531
alive	ciaj sia	joy	0.531
holiness	kev dawb huv	joy	0.531
vitality	kev loj hlob	joy	0.531
liberation	kev tsim txom	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	soothing	joy	0.531
soar	soar	joy	0.531
firstborn	firstborn	joy	0.531
elegant	elegant	joy	0.530
mastery	kev paub	joy	0.530
illumination	illumination	joy	0.530
welcomed	txais tos	joy	0.530
warmth	kev sov siab	joy	0.530
blossom	blossom	joy	0.530
glimmer	glimmer	joy	0.530
faithful	ncaj ncees	joy	0.529
treat	kho	joy	0.529
snuggles	snuggles	joy	0.522
laurels	laurels	joy	0.521
commendable	commendable	joy	0.519
powerful	haib	joy	0.516
silly	ua dag	joy	0.516
zest	zest	joy	0.516
presents	pib	joy	0.516
succeed	vam meej	joy	0.516
jingle	jingle	joy	0.516
remarkable	zoo kawg li	joy	0.516
greeted	greeted	joy	0.516
brotherly	kwv tij	joy	0.516
pride	kev txaus siab	joy	0.516
strengthening	ntxiv dag zog	joy	0.516
aspire	cia siab	joy	0.516
abundant	tshaj	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	resplendent	joy	0.516
almighty	muaj hwjchim	joy	0.516
fancy	zoo nkauj	joy	0.516
zen	zen	joy	0.515
coronation	coronation	joy	0.515
kudos	kudos	joy	0.515
vivid	tiag tiag	joy	0.515
leisure	leisure	joy	0.515
complete	tiav	joy	0.515
cutie	cutie	joy	0.515
newme	tshiab	joy	0.515
familytime	tsev neeg	joy	0.515
animated	animated	joy	0.515
spirit	ntsuj plig	joy	0.515
thanking	ua tsaug	joy	0.515
kid	menyuam	joy	0.515
shining	ci ntsa iab	joy	0.515
payday	them nyiaj	joy	0.515
princely	princely	joy	0.515
reunited	rov tuaj sib ntsib	joy	0.515
therapeutic	kev kho mob	joy	0.515
comfort	kev nplij siab	joy	0.515
godly	godly	joy	0.514
marriage	sib yuav	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	kev sib raug zoo	joy	0.514
spouse	tus txij nkawm	joy	0.507
intimately	intimately	joy	0.507
accomplish	ua tiav	joy	0.500
excel	excel	joy	0.500
inviting	caw	joy	0.500
meritorious	meritorious	joy	0.500
diamond	pob zeb diamond	joy	0.500
nature	xwm	joy	0.500
dignity	meej mom	joy	0.500
family	tsev neeg	joy	0.500
soulful	soulful	joy	0.500
charitable	charitable	joy	0.500
encourage	txhawb nqa	joy	0.500
friends	phooj ywg	joy	0.500
satisfied	txaus siab	joy	0.500
welcoming	txais tos	joy	0.500
healthy	noj qab haus huv	joy	0.500
surreal	surreal	joy	0.500
refreshed	txhawb zog siab	joy	0.500
beach	puam	joy	0.500
motherhood	niam tsev	joy	0.500
respect	hwm	joy	0.500
gem	lub pov haum	joy	0.500
erotic	erotic	joy	0.500
visionary	visionary	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	tiav	joy	0.500
christ	Tswv Yexus	joy	0.500
memorable	nco	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	tus me nyuam	joy	0.500
purr	purr	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	tseeb tseeb	joy	0.500
bloom	Bloom	joy	0.500
carefree	carefree	joy	0.500
aura	aura	joy	0.493
health	kev noj qab haus huv	joy	0.493
liberty	kev ywj pheej	joy	0.486
approved	pom zoo	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	oasis	joy	0.486
rapture	rapture	joy	0.485
engaging	kauj ruam	joy	0.485
crowning	crowning	joy	0.485
aspiration	aspiration	joy	0.485
prestige	prestige	joy	0.485
crescendo	crescendo	joy	0.485
gentle	maj mam	joy	0.485
liberate	tso dim	joy	0.485
betrothed	betrothed	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	noj	joy	0.485
privileged	kev tsim nyog	joy	0.485
loyal	loyal	joy	0.485
inseparable	inseparable	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	heyday	joy	0.484
trophy	trophy	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	hmoov	joy	0.484
creativity	creativity	joy	0.484
destiny	destiny	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	hloov dua siab tshiab	joy	0.484
bouquet	pob paj	joy	0.484
chocolate	chocolate	joy	0.484
aloha	aloha	joy	0.484
yummy	yummy	joy	0.484
dream	npau suav	joy	0.484
desire	muaj siab	joy	0.484
boyfriend	tus hluas nraug	joy	0.480
commemoration	kev nco txog	joy	0.479
intelligence	txawj ntse	joy	0.477
readiness	npaj txhij	joy	0.473
friend	phooj ywg	joy	0.471
enthusiast	tus cwj pwm	joy	0.471
bride	nkauj nyab	joy	0.471
lush	lush	joy	0.470
calming	calming	joy	0.470
inheritance	qub txeeg qub teg	joy	0.470
kiddo	kiddo	joy	0.470
massage	zaws	joy	0.470
tickle	tickle	joy	0.470
adventure	taug txuj kev nyuaj	joy	0.470
nostalgia	nostalgia	joy	0.470
soothe	soothe	joy	0.470
goals	cov hom phiaj	joy	0.469
luster	lus	joy	0.469
giving	muab	joy	0.469
princess	ntxhais fuabtais	joy	0.469
heartily	heartily	joy	0.469
benevolence	benevolence	joy	0.469
nurture	nurture	joy	0.469
bridegroom	bridegroom	joy	0.469
eternal	nyob mus ib txhis	joy	0.469
pray	thov Vajtswv	joy	0.469
getaway	getaway	joy	0.469
humanitarian	humanitarian	joy	0.469
bonding	tsevneeg	joy	0.469
rest	so	joy	0.469
amicable	amicable	joy	0.469
purring	purring	joy	0.469
pretty	zoo nkauj	joy	0.469
child	tus me nyuam	joy	0.466
salutary	salutary	joy	0.465
invite	caw	joy	0.457
reminiscing	kev txhim kho	joy	0.456
beam	nqaj	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	chaw kub thiab muaj xyoob ntoo	joy	0.455
aesthetics	zoo nkauj	joy	0.455
friday	friday	joy	0.455
elevation	nce	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	ceremony	joy	0.455
mindfulness	mindfulness	joy	0.455
hee	hee	joy	0.455
kindred	tsev neeg	joy	0.455
scholarship	ntawv pov thawj	joy	0.455
befriend	befriend	joy	0.455
commemorate	commemorate	joy	0.453
allure	allure	joy	0.453
faith	txoj kev ntseeg	joy	0.453
forgiveness	kev zam txim	joy	0.453
scenery	scenery	joy	0.453
vindication	vindication	joy	0.453
waterfall	dej tsaws tsag	joy	0.453
birth	yug	joy	0.453
noworries	tam sim no	joy	0.453
approve	pom zoo	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	lus	joy	0.447
meditation	xav	joy	0.446
relaxed	so	joy	0.442
tranquil	tranquil	joy	0.441
weekend	lis xaus	joy	0.441
present	tam sim no	joy	0.441
tender	kev sib tw	joy	0.441
nostalgic	nostalgic	joy	0.439
prayer	thov Vajtswv	joy	0.439
sharing	sib koom	joy	0.439
esteem	hwm	joy	0.439
lyrical	lyrical	joy	0.439
righteousness	kev ncaj ncees	joy	0.439
share	sib qhia	joy	0.438
husband	tus txiv	joy	0.438
life	lub neej	joy	0.438
sonnet	sonnet	joy	0.438
relief	nyem	joy	0.438
unbeaten	unbeaten	joy	0.438
newday	tshiab	joy	0.438
meditate	ua tib zoo xav	joy	0.438
mighty	mighty	joy	0.438
eager	eager	joy	0.438
strength	lub zog	joy	0.438
warm	sov	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	phooj ywg	joy	0.427
oneness	oneness	joy	0.426
unsurpassed	unsurpassed	joy	0.424
ejaculation	ejaculation	joy	0.424
unconstrained	unconstrained	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	khoom plig	joy	0.424
amen	amen	joy	0.424
candlelight	taws tswm ciab	joy	0.424
reverence	kev tswm seeb	joy	0.424
healthful	noj qab haus huv	joy	0.424
carols	carols	joy	0.424
sledding	sledding	joy	0.422
wealth	wealth	joy	0.422
graduation	kawm tiav	joy	0.422
frisky	frisky	joy	0.422
energy	zog	joy	0.422
calmness	calmness	joy	0.422
beginnings	pib	joy	0.422
safe	muaj kev nyab xeeb	joy	0.422
musical	suab paj nruas	joy	0.422
symphony	Symphony	joy	0.422
lml	lml	joy	0.422
glitter	glitter	joy	0.422
ease	yooj yim	joy	0.422
helpful	pab tau	joy	0.422
soundness	soundness	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	cog lus	joy	0.415
reunite	koom ua ke	joy	0.414
salvation	txoj kev cawm seej	joy	0.412
mother	niam	joy	0.412
poems	kwv huam	joy	0.412
inauguration	kev tsa tes	joy	0.409
immaculate	immaculate	joy	0.409
lighten	qee	joy	0.409
aromatherapy	aromatherapy	joy	0.409
travel	taug kev	joy	0.409
lavender	lavender	joy	0.409
purify	ntxuav	joy	0.409
clown	clown	joy	0.409
star	lub hnub qub	joy	0.406
cash	nyiaj ntsuab	joy	0.406
heal	zoo	joy	0.406
completing	ua kom tiav	joy	0.406
companion	tus khub	joy	0.406
live	nyob	joy	0.406
flowers	paj	joy	0.406
wishing	xav tau	joy	0.406
charity	kev siab hlub	joy	0.406
opportune	lub sijhawm	joy	0.406
income	nyiaj tau	joy	0.403
soul	ntsuj	joy	0.401
munchies	munchies	joy	0.400
indescribable	indescribable	joy	0.397
progress	kev vam meej	joy	0.397
emancipation	emancipation	joy	0.397
christian	christian	joy	0.397
hammock	hma	joy	0.394
together	ua ke	joy	0.394
equality	sib luag	joy	0.394
fullness	fullness	joy	0.394
picnic	noj mov	joy	0.394
calm	nqig	joy	0.394
childhood	thaum yau	joy	0.394
rhythmical	rhythmical	joy	0.394
movies	yeeb yaj kiab	joy	0.393
zealous	zealous	joy	0.393
littlethings	littlethings	joy	0.391
humanity	tib neeg	joy	0.391
starry	starry	joy	0.391
playground	chaw ua si	joy	0.391
adventures	adventures	joy	0.391
meaningful	muaj txiaj ntsim	joy	0.391
choir	hu nkauj	joy	0.391
affluence	zoo siab	joy	0.391
warms	warms	joy	0.391
goofy	goofy	joy	0.391
auspicious	auspicious	joy	0.391
gesture	piav tes piav taw	joy	0.387
vow	cog lus	joy	0.382
shopping	khw	joy	0.382
witty	witty	joy	0.382
communion	kev cais	joy	0.379
vibes	vibes	joy	0.379
worship	pe hawm	joy	0.379
jump	dhia	joy	0.379
reverend	reverend	joy	0.377
advance	ua ntej	joy	0.375
