word	French-fr	emotion	emotion-intensity-score
bait	appât	fear	0.219
revelations	révélations	fear	0.219
blues	blues	fear	0.219
overtired	fatigué	fear	0.218
prognosis	pronostic	fear	0.217
alertness	vigilance	fear	0.216
hyped	hype	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	souhaite moi bonne chance	fear	0.212
tryouts	essais	fear	0.210
clowns	clowns	fear	0.207
fluctuation	fluctuation	fear	0.204
restless	agité	fear	0.204
examination	examen	fear	0.204
intimacy	intimité	fear	0.203
phew	phew	fear	0.203
quail	Caille	fear	0.203
hurry	se dépêcher	fear	0.203
uphill	montée	fear	0.203
mighty	puissant	fear	0.203
birth	naissance	fear	0.203
cross	traverser	fear	0.203
help	Aidez-moi	fear	0.203
overcome	surmonter	fear	0.203
recesses	recoins	fear	0.203
acceptances	acceptations	fear	0.203
fearless	sans peur	fear	0.200
ware	ware	fear	0.198
change	changement	fear	0.198
withstand	résister	fear	0.197
asap	au plus vite	fear	0.191
owing	dû	fear	0.188
gnome	gnome	fear	0.188
cautiously	avec prudence	fear	0.188
tract	tract	fear	0.188
deadlines	délais	fear	0.188
heighten	augmenter	fear	0.188
attorney	avocat	fear	0.188
bug	punaise	fear	0.188
knots	noeuds	fear	0.188
fragile	fragile	fear	0.188
rule	règle	fear	0.188
advance	avance	fear	0.188
intrigue	intrigue	fear	0.188
overcoming	surmonter	fear	0.188
stillness	immobilité	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	regarder	fear	0.188
unorganised	non organisé	fear	0.188
elf	elfe	fear	0.185
stillwaiting	toujours en attente	fear	0.184
lonely	solitaire	fear	0.183
slippery	glissant	fear	0.181
interview	entretien	fear	0.180
everyman	chaque homme	fear	0.178
speculation	spéculation	fear	0.176
needtoknow	dois savoir	fear	0.173
assessment	évaluation	fear	0.172
competition	compétition	fear	0.172
settlor	settlor	fear	0.172
rod	barre	fear	0.172
checkpoint	point de contrôle	fear	0.172
regulatory	réglementaire	fear	0.172
worship	culte	fear	0.172
shell	coquille	fear	0.172
readytogo	Prêt à partir	fear	0.172
uncertain	incertain	fear	0.172
unsure	incertain	fear	0.172
birch	bouleau	fear	0.172
surprise	surprise	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	balle	fear	0.172
composure	calme	fear	0.172
interviewer	interviewer	fear	0.172
less	Moins	fear	0.167
coy	timide	fear	0.162
iris	iris	fear	0.160
audition	audition	fear	0.156
sly	sournois	fear	0.156
legalized	légalisé	fear	0.156
intimately	intimement	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	compte à rebours	fear	0.156
hearing	audition	fear	0.156
bases	bases	fear	0.156
medication	des médicaments	fear	0.156
ceasefire	cessez-le-feu	fear	0.156
retirement	retraite	fear	0.156
courageous	courageux	fear	0.154
overthinker	débordeur	fear	0.153
backtrack	revenir en arrière	fear	0.151
dawned	aube	fear	0.150
censor	censurer	fear	0.149
bailiff	huissier	fear	0.147
syllabus	programme	fear	0.147
gent	gent	fear	0.141
caricature	caricature	fear	0.141
rationality	rationalité	fear	0.141
cove	crique	fear	0.141
newcomer	nouveau venu	fear	0.141
eventuality	éventualité	fear	0.141
imagination	imagination	fear	0.141
validity	validité	fear	0.141
waiting	attendre	fear	0.141
delay	retard	fear	0.141
shy	timide	fear	0.140
alreadyyyyy	NO TRANSLATION	fear	0.140
symptom	symptôme	fear	0.133
excite	exciter	fear	0.132
raccoon	raton laveur	fear	0.127
prevent	prévenir	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	pitre	fear	0.125
ahhh	ahhh	fear	0.125
hawk	faucon	fear	0.125
campaigning	faire campagne	fear	0.125
soready	si prêt	fear	0.125
tryout	Essaie	fear	0.125
marry	marier	fear	0.125
sprite	lutin	fear	0.125
swim	nager	fear	0.125
gameday	Jeudi	fear	0.125
sag	affaissement	fear	0.123
pharmacy	pharmacie	fear	0.123
policeman	policier	fear	0.121
lace	dentelle	fear	0.111
dreamt	rêvé	fear	0.111
holiness	sainteté	fear	0.109
pray	prier	fear	0.109
weight	poids	fear	0.109
incase	au cas où	fear	0.109
knot	nœud	fear	0.109
confidence	confiance	fear	0.109
notoriety	notoriété	fear	0.109
homework	devoirs	fear	0.109
destination	destination	fear	0.109
bigday	grand jour	fear	0.109
slender	mince	fear	0.100
undecided	indécis	fear	0.098
sympathetic	sympathique	fear	0.097
god	Dieu	fear	0.094
grades	grades	fear	0.094
loyal	fidèle	fear	0.094
poise	équilibre	fear	0.094
treat	traiter	fear	0.094
confident	sur de soi	fear	0.094
counsellor	conseiller	fear	0.094
helmet	casque	fear	0.094
case	Cas	fear	0.094
locate	Localiser	fear	0.094
northeast	nord est	fear	0.088
compassion	la compassion	fear	0.078
nurture	nourrir	fear	0.078
graduation	l'obtention du diplôme	fear	0.078
graded	classé	fear	0.075
mum	maman	fear	0.070
infant	bébé	fear	0.067
civilians	civils	fear	0.062
soulmate	âme sœur	fear	0.062
civilian	civil	fear	0.062
cloudiness	trouble	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	parade	fear	0.062
cash	en espèces	fear	0.062
journey	périple	fear	0.062
guidelines	des lignes directrices	fear	0.062
youth	jeunesse	fear	0.062
opera	opéra	fear	0.057
synonymous	synonyme	fear	0.056
praying	prier	fear	0.047
honest	honnête	fear	0.047
intelligence	intelligence	fear	0.038
romance	romance	fear	0.031
lines	lignes	fear	0.031
volunteer	bénévole	fear	0.031
obey	obéit	fear	0.016
happiest	le plus heureux	joy	0.986
happiness	bonheur	joy	0.984
bliss	félicité	joy	0.971
celebrating	célébrer	joy	0.970
jubilant	radieux	joy	0.969
ecstatic	en extase	joy	0.954
elation	allégresse	joy	0.944
bestdayever	Meilleur jour de ma vie	joy	0.938
beaming	radieux	joy	0.938
loveee	amoureux	joy	0.932
celebration	fête	joy	0.929
awesomeness	awesomeness	joy	0.926
joy	joie	joy	0.924
happily	Heureusement	joy	0.922
excitement	excitation	joy	0.922
euphoria	euphorie	joy	0.922
fabulous	fabuleux	joy	0.922
joyous	joyeux	joy	0.922
exuberance	exubérance	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	amoureux	joy	0.920
gratitude	Reconnaissance	joy	0.914
spectacular	spectaculaire	joy	0.912
merriment	gaieté	joy	0.912
happydance	danse joyeuse	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	fou de joie	joy	0.909
triumphant	triomphant	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	extase	joy	0.906
cheerful	de bonne humeur	joy	0.906
cheer	acclamation	joy	0.897
elated	exalté	joy	0.894
lovethis	aime ça	joy	0.891
laugh	rire	joy	0.891
jolly	gai	joy	0.891
pleasures	les plaisirs	joy	0.891
excitation	excitation	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	Enchanté	joy	0.891
exhilaration	euphorie	joy	0.891
marvelously	merveilleusement	joy	0.881
loving	aimant	joy	0.879
joyful	joyeux	joy	0.879
outstanding	exceptionnel	joy	0.879
blissful	bienheureux	joy	0.879
pleasurable	agréable	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	enthousiaste	joy	0.875
lovinglife	aimer la vie	joy	0.875
glee	joie	joy	0.875
happyplace	endroit heureux	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	tellement heureux	joy	0.868
woohoo	woohoo	joy	0.864
laughing	en riant	joy	0.864
superb	superbe	joy	0.864
wonderful	formidable	joy	0.863
brilliant	brillant	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	applaudissement	joy	0.859
hooray	hourra	joy	0.859
glory	gloire	joy	0.859
celebrated	célèbre	joy	0.859
loved	aimé	joy	0.859
magnificent	magnifique	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	Alléluia	joy	0.859
exciting	passionnant	joy	0.853
heavenly	céleste	joy	0.853
thrilled	ravi	joy	0.851
mademyday	mademyday	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	célébrer	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	bénédiction	joy	0.844
wonderfully	merveilleusement	joy	0.844
sweetness	douceur	joy	0.833
marvellous	merveilleux	joy	0.833
festive	de fête	joy	0.833
blessed	béni	joy	0.833
paradise	paradis	joy	0.833
celebrations	célébrations	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	souriant	joy	0.828
enchanting	enchanteur	joy	0.828
love	amour	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	La douceur du foyer	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	rire	joy	0.824
marvelous	merveilleux	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	célébration	joy	0.818
sensational	sensationnel	joy	0.818
delightful	délicieux	joy	0.818
happyheart	coeur heureux	joy	0.818
rejoicing	réjouissance	joy	0.818
joys	joies	joy	0.818
goodness	la bonté	joy	0.818
excited	excité	joy	0.818
excellence	excellence	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	jovial	joy	0.814
glorious	glorieux	joy	0.812
lovemaking	faire l'amour	joy	0.812
rejoice	réjouir	joy	0.812
victorious	victorieux	joy	0.812
excellent	excellent	joy	0.812
bonanza	aubaine	joy	0.812
smiley	smiley	joy	0.812
enjoy	prendre plaisir	joy	0.812
splendid	splendide	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	bon temps	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	heureux	joy	0.809
myfavorite	mon préféré	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	plaisir	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	joie	joy	0.803
giggle	Pouffer de rire	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	Succès	joy	0.797
happier	plus heureux	joy	0.797
dancing	dansant	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	magnificence	joy	0.797
lovemylife	lovemylife	joy	0.797
grateful	reconnaissant	joy	0.789
splendor	splendeur	joy	0.788
amuse	amuser	joy	0.788
fun	amusement	joy	0.788
happy	content	joy	0.788
enchanted	enchanté	joy	0.781
glorify	glorifier	joy	0.781
glad	content de	joy	0.781
beautiful	beau	joy	0.781
solucky	Tellement chanceux	joy	0.781
giggling	fou rire	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	radiant	joy	0.781
heavens	cieux	joy	0.779
perfection	la perfection	joy	0.779
christmassy	Noël	joy	0.779
romance	romance	joy	0.779
thrilling	palpitant	joy	0.776
miraculous	miraculeux	joy	0.773
fiesta	fiesta	joy	0.773
entertain	divertir	joy	0.773
congrats	félicitations	joy	0.773
cheers	à votre santé	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	positivité	joy	0.773
lovable	aimable	joy	0.773
cheered	acclamé	joy	0.773
funday	Funday	joy	0.772
enjoying	appréciant	joy	0.771
cuddling	câlins	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	amusé	joy	0.766
lifeisgood	la vie est belle	joy	0.766
thebest	le meilleur	joy	0.766
sosweet	Si charmant	joy	0.766
smiles	des sourires	joy	0.766
delight	délice	joy	0.765
orgasm	orgasme	joy	0.765
party	fête	joy	0.765
positive	positif	joy	0.761
cheerfulness	gaieté	joy	0.758
miracles	miracles	joy	0.758
sweetheart	amoureux	joy	0.758
enlighten	éclairer	joy	0.758
christmastime	période de Noël	joy	0.757
giddy	étourdi	joy	0.757
romantic	romantique	joy	0.750
gratify	satisfaire	joy	0.750
friendliness	la convivialité	joy	0.750
laughs	des rires	joy	0.750
greatness	grandeur	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	plaisant	joy	0.750
blessings	bénédictions	joy	0.750
smile	sourire	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	gambader	joy	0.748
jubilee	jubilé	joy	0.742
enthusiasm	enthousiasme	joy	0.742
triumph	triomphe	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	magique	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	miracle	joy	0.742
rewarding	récompense	joy	0.742
feelgood	se sentir bien	joy	0.736
prosperity	la prospérité	joy	0.735
luxurious	luxueux	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	vivace	joy	0.734
goodday	bonne journée	joy	0.734
passionate	passionné	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	enchanter	joy	0.734
victory	la victoire	joy	0.734
admiration	admiration	joy	0.734
tgif	tgif	joy	0.734
glorification	glorification	joy	0.733
sing	chanter	joy	0.729
glowing	embrasé	joy	0.729
breathtaking	Stupéfiant	joy	0.728
fulfillment	accomplissement	joy	0.728
yessss	yessss	joy	0.728
cheery	gai	joy	0.727
thankful	reconnaissant	joy	0.727
hurrah	Hourra	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	Père Noël	joy	0.727
award	prix	joy	0.727
atpeace	en paix	joy	0.727
win	gagner	joy	0.727
merry	joyeux	joy	0.727
pleased	heureux	joy	0.725
radiance	éclat	joy	0.725
inspiration	inspiration	joy	0.725
uplift	soulèvement	joy	0.723
optimistic	optimiste	joy	0.723
heaven	paradis	joy	0.721
lucky	chanceux	joy	0.721
thrill	frisson	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	vacances	joy	0.721
harmony	harmonie	joy	0.719
brighten	éclairer	joy	0.719
lover	amoureux	joy	0.719
heartfelt	sincère	joy	0.719
utopian	utopique	joy	0.719
xmas	Noël	joy	0.719
lovely	charmant	joy	0.719
amusement	amusement	joy	0.719
congratulatory	de félicitations	joy	0.719
praising	louer	joy	0.719
thriving	prospère	joy	0.719
perfect	parfait	joy	0.719
magic	la magie	joy	0.712
luckiest	plus chanceux	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	luxe	joy	0.712
bestfeeling	meilleur sentiment	joy	0.712
treasures	trésors	joy	0.712
achievement	réussite	joy	0.712
yay	Yay	joy	0.712
holiday	vacances	joy	0.712
intimate	intime	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	glousser	joy	0.706
rave	délirer	joy	0.706
proud	fier	joy	0.704
truelove	l'amour vrai	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	étonnamment	joy	0.703
goodnews	bonnes nouvelles	joy	0.703
optimism	optimisme	joy	0.703
satisfying	satisfaisant	joy	0.703
gooood	gooood	joy	0.703
sweetest	plus doux	joy	0.703
cherish	chérir	joy	0.703
goodlife	bonne vie	joy	0.703
beautification	embellissement	joy	0.703
appreciates	apprécie	joy	0.703
winning	gagnant	joy	0.703
cuddled	câliné	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	amusé	joy	0.700
excite	exciter	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	anniversaire	joy	0.691
metime	moi temps	joy	0.688
favorite	préféré	joy	0.688
honored	honoré	joy	0.688
content	contenu	joy	0.688
godsend	don du ciel	joy	0.688
entertaining	divertissant	joy	0.688
angelic	angélique	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	adoration	joy	0.688
exquisite	exquis	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	précieux	joy	0.682
majestic	majestueux	joy	0.682
appreciated	apprécié	joy	0.682
luscious	succulent	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	sourit	joy	0.682
bestfriends	meilleurs amis	joy	0.682
exaltation	exaltation	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	éclaircit	joy	0.682
tranquility	tranquillité	joy	0.679
marry	marier	joy	0.676
embrace	embrasse	joy	0.676
positively	positivement	joy	0.676
dearest	très cher	joy	0.672
relaxation	relaxation	joy	0.672
accomplished	accompli	joy	0.672
hug	étreinte	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	sourire	joy	0.672
enliven	animer	joy	0.672
contentment	contentement	joy	0.672
hilarious	hilarant	joy	0.672
giggles	rires	joy	0.672
bountiful	généreux	joy	0.667
victor	Victor	joy	0.667
adore	adorer	joy	0.667
boisterous	bruyant	joy	0.667
fulfilled	rempli	joy	0.667
fulfill	remplir	joy	0.664
cuddles	câlins	joy	0.662
prosperous	prospère	joy	0.660
romanticism	le romantisme	joy	0.656
humor	humour	joy	0.656
glow	lueur	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	agréable	joy	0.656
appreciation	appréciation	joy	0.656
encouraged	encouragé	joy	0.656
satisfy	satisfaire	joy	0.656
serenity	sérénité	joy	0.656
captivate	captiver	joy	0.656
besties	besties	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	la satisfaction	joy	0.652
treasure	Trésor	joy	0.652
engaged	engagé	joy	0.652
praises	louanges	joy	0.652
abundance	abondance	joy	0.652
fortunes	Fortunes	joy	0.652
relaxing	relaxant	joy	0.652
praised	loué	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	complément	joy	0.647
affection	affection	joy	0.647
relieved	soulagé	joy	0.647
carnival	carnaval	joy	0.643
divine	Divin	joy	0.641
saintly	saint	joy	0.641
harmoniously	harmonieusement	joy	0.641
achieve	atteindre	joy	0.641
thanksgiving	action de grâces	joy	0.641
jackpot	cagnotte	joy	0.641
priceless	inestimable	joy	0.641
sensuality	sensualité	joy	0.641
champion	champion	joy	0.641
wedding	mariage	joy	0.641
uplifting	édifiant	joy	0.641
climax	Climax	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	paisible	joy	0.636
twinkle	scintillement	joy	0.636
reverie	rêverie	joy	0.636
exalt	exalter	joy	0.636
winner	gagnant	joy	0.636
felicity	félicité	joy	0.636
cuddle	caresse	joy	0.636
comforting	réconfortant	joy	0.636
honeymoon	voyage de noces	joy	0.636
xoxo	bisous bisous	joy	0.634
amusing	amusant	joy	0.625
reward	récompense	joy	0.625
fondness	penchant	joy	0.625
hearts	cœurs	joy	0.625
brighter	plus lumineux	joy	0.625
sweet	doux	joy	0.625
stargazing	observation des étoiles	joy	0.625
festival	Festival	joy	0.625
snuggling	se blottir	joy	0.625
generosity	générosité	joy	0.625
gorgeous	magnifique	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	sexe	joy	0.622
parade	parade	joy	0.621
applause	applaudissements	joy	0.621
genial	génial	joy	0.621
beauty	beauté	joy	0.621
kind	gentil	joy	0.621
newlife	nouvelle vie	joy	0.618
aspiring	en herbe	joy	0.618
fulfilling	satisfaisant	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	vertueux	joy	0.613
kiss	baiser	joy	0.610
winnings	gains	joy	0.609
praiseworthy	louable	joy	0.609
rainbows	arcs en ciel	joy	0.609
generous	généreuse	joy	0.609
enlightenment	éclaircissement	joy	0.609
playful	espiègle	joy	0.609
christmas	Noël	joy	0.609
super	super	joy	0.609
elegance	élégance	joy	0.609
rekindle	raviver	joy	0.609
awards	prix	joy	0.609
adorable	adorable	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	indépendance	joy	0.607
successful	réussi	joy	0.606
onelove	One Love	joy	0.606
kindness	la gentillesse	joy	0.606
freely	librement	joy	0.606
surprises	des surprises	joy	0.606
inspired	inspiré	joy	0.606
hilarity	hilarité	joy	0.606
wonder	merveille	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	divertissement	joy	0.603
whimsical	capricieux	joy	0.603
passion	la passion	joy	0.603
beautify	embellir	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	lever du soleil	joy	0.600
godisgood	Dieu est bon	joy	0.597
whoo	whoo	joy	0.594
angel	ange	joy	0.594
thankgod	Dieu merci	joy	0.594
accomplishment	accomplissement	joy	0.594
flirt	flirter	joy	0.594
goodmusic	bonne musique	joy	0.594
snuggled	blotti	joy	0.594
revere	révérer	joy	0.594
inspire	inspirer	joy	0.594
fanfare	fanfare	joy	0.594
peacefully	pacifiquement	joy	0.594
jesus	Jésus	joy	0.594
goodies	goodies	joy	0.594
heroic	héroïque	joy	0.591
fortune	fortune	joy	0.591
friendship	relation amicale	joy	0.591
singing	en chantant	joy	0.591
exalted	exalté	joy	0.591
summer	été	joy	0.591
highest	le plus élevé	joy	0.591
overflowing	débordé	joy	0.588
contented	content	joy	0.588
woot	woot	joy	0.588
rollicking	joyeux	joy	0.588
hope	espérer	joy	0.586
accolade	accolade	joy	0.586
cozy	confortable	joy	0.583
delicious	délicieux	joy	0.579
friendly	amical	joy	0.578
sensuous	sensuel	joy	0.578
