word	Afrikaans-af	emotion	emotion-intensity-score
walking	loop	joy	0.188
craziness	gekte	joy	0.188
soppy	soppy	joy	0.188
tea	tee	joy	0.188
quiet	stil	joy	0.188
forefathers	voorvaders	joy	0.188
liquor	drank	joy	0.188
custom	persoonlike	joy	0.188
whiteness	witheid	joy	0.188
sympathetic	simpatieke	joy	0.188
patient	pasiënt	joy	0.186
dollhouse	poppenhuis	joy	0.182
bath	bad	joy	0.182
score	telling	joy	0.182
movingon	aanbeweeg	joy	0.182
supporter	ondersteuner	joy	0.180
accompaniment	begeleiding	joy	0.179
pursuit	strewe	joy	0.176
outburst	uitbarsting	joy	0.176
frosty	ysige	joy	0.174
workout	oefensessie	joy	0.172
closure	sluiting	joy	0.172
luncheon	middagete	joy	0.172
service	diens	joy	0.172
wintery	winterse	joy	0.172
wages	lone	joy	0.169
civilized	beskaafde	joy	0.169
fain	NO TRANSLATION	joy	0.167
december	Desember	joy	0.167
acrobat	akrobaat	joy	0.162
glide	gly	joy	0.162
finally	uiteindelik	joy	0.157
reproductive	reproduktiewe	joy	0.156
elf	elf	joy	0.156
organization	organisasie	joy	0.156
stroll	wandeling	joy	0.156
peppermint	peperment	joy	0.156
break	breek	joy	0.156
chai	chai	joy	0.156
obtainable	verkrygbaar	joy	0.156
bathtub	bad	joy	0.156
advent	koms	joy	0.152
scifi	Scifi	joy	0.152
balm	salf	joy	0.152
measured	gemeet	joy	0.152
spaniel	spaniel	joy	0.145
tan	Tan	joy	0.141
ditty	Ditty	joy	0.141
bubble	borrel	joy	0.141
simple	eenvoudige	joy	0.141
oils	olies	joy	0.141
beer	bier	joy	0.141
green	groen	joy	0.137
buss	Buss	joy	0.136
books	boeke	joy	0.136
makingdisciples	NO TRANSLATION	joy	0.136
chow	chow	joy	0.135
pitter	pitter	joy	0.134
flows	vloei	joy	0.130
silence	stilte	joy	0.127
roadster	roadster	joy	0.125
solitude	eensaamheid	joy	0.125
bookstore	boekwinkel	joy	0.125
wine	wyn	joy	0.125
circumstances	omstandighede	joy	0.125
japan	Japan	joy	0.121
soak	week	joy	0.121
wilderness	woestyn	joy	0.121
priesthood	priesterskap	joy	0.121
critical	kritiese	joy	0.116
neutral	neutrale	joy	0.114
untie	los te maak	joy	0.109
hunting	jag	joy	0.109
opera	opera	joy	0.109
weight	gewig	joy	0.109
white	wit	joy	0.109
sand	sand	joy	0.109
wind	wind	joy	0.109
labor	arbeid	joy	0.106
classical	klassieke	joy	0.106
affliction	ellende	joy	0.103
lake	meer	joy	0.103
organ	orrel	joy	0.094
dwelling	woning	joy	0.094
tree	boom	joy	0.090
pond	dam	joy	0.089
marrow	murg	joy	0.078
latte	latte	joy	0.078
sipping	genot	joy	0.076
benign	benigne	joy	0.074
majority	meerderheid	joy	0.073
leaf	blaar	joy	0.065
troubles	probleme	joy	0.062
basketball	basketbal	joy	0.062
explosions	ontploffings	joy	0.061
cream	room	joy	0.061
shepherd	skaapwagter	joy	0.058
tuesday	Dinsdag	joy	0.047
turbulence	onstuimigheid	joy	0.045
calf	kalf	joy	0.040
hardship	swaarkry	joy	0.031
sixty	sestig	joy	0.016
unhappiness	ongelukkigheid	joy	0.016
heartbreaking	hartverskeurende	sadness	0.969
mourning	rou	sadness	0.969
tragic	tragies	sadness	0.961
holocaust	holocaust	sadness	0.953
suicidal	selfmoord	sadness	0.941
misery	ellende	sadness	0.938
massacre	slagting	sadness	0.931
euthanasia	genadedood	sadness	0.927
depression	depressie	sadness	0.925
bereavement	beroof	sadness	0.922
grieving	bedroefde	sadness	0.922
fatal	noodlottige	sadness	0.922
bereaved	bedroefde	sadness	0.920
devastation	verwoesting	sadness	0.917
death	dood	sadness	0.915
devastated	verwoes	sadness	0.912
suicide	selfmoord	sadness	0.912
catastrophe	katastrofe	sadness	0.911
horrifying	gruwelike	sadness	0.907
tragedy	tragedie	sadness	0.906
depressing	depressiewe	sadness	0.906
died	gesterf	sadness	0.906
anguish	angs	sadness	0.902
agony	foltering	sadness	0.900
deadly	dodelike	sadness	0.898
weeping	gehuil	sadness	0.896
stillbirth	stilgeboorte	sadness	0.891
deceased	oorledene	sadness	0.891
murderer	moordenaar	sadness	0.877
devastating	verwoestende	sadness	0.875
rape	verkragting	sadness	0.875
cancer	Kanker	sadness	0.875
dying	sterf	sadness	0.875
sadness	hartseer	sadness	0.864
morbidity	morbiditeit	sadness	0.864
crucifixion	kruisiging	sadness	0.859
grief	hartseer	sadness	0.859
depressed	depressief	sadness	0.859
traumatic	traumatiese	sadness	0.859
atrocity	gruweldaad	sadness	0.859
execution	uitvoering	sadness	0.859
abandonment	verlating	sadness	0.859
perish	vergaan	sadness	0.859
cadaver	kadawer	sadness	0.853
treachery	verraad	sadness	0.848
betrayed	verraai	sadness	0.848
sad	hartseer	sadness	0.844
destroyed	vernietig	sadness	0.844
miserable	miserabel	sadness	0.844
persecution	vervolging	sadness	0.844
funeral	begrafnis	sadness	0.844
slaughtering	slag	sadness	0.844
horrific	gruwelike	sadness	0.844
homicide	moord	sadness	0.844
hopelessness	hopeloosheid	sadness	0.844
grieve	treur	sadness	0.844
sorrow	hartseer	sadness	0.844
suffering	ly	sadness	0.844
murderous	moordende	sadness	0.844
unhappiness	ongelukkigheid	sadness	0.839
crippled	kreupel	sadness	0.836
bloodshed	bloedvergieting	sadness	0.836
pained	angs	sadness	0.833
manslaughter	strafbare manslag	sadness	0.833
carnage	slagting	sadness	0.833
unbearable	ondraaglik	sadness	0.830
stillborn	doodgebore	sadness	0.830
slavery	slawerny	sadness	0.828
torment	marteling	sadness	0.828
sickness	siekte	sadness	0.828
enslaved	verslaaf	sadness	0.828
casualty	ongevalle	sadness	0.828
morbid	morbied	sadness	0.828
murder	moord	sadness	0.828
mourn	treur	sadness	0.828
helplessness	hulpeloosheid	sadness	0.828
annihilation	uitwissing	sadness	0.828
abandoned	verlate	sadness	0.828
horrors	gruwels	sadness	0.828
mutilation	verminking	sadness	0.828
annihilated	vernietig	sadness	0.828
miscarriage	miskraam	sadness	0.824
starvation	honger	sadness	0.819
killing	moord	sadness	0.812
failure	mislukking	sadness	0.812
famine	hongersnood	sadness	0.812
distraught	ontstelde	sadness	0.812
childloss	NO TRANSLATION	sadness	0.812
burial	begrafnis	sadness	0.812
disgrace	skande	sadness	0.812
cruelty	wreedheid	sadness	0.812
despair	wanhoop	sadness	0.812
saddens	hartseer	sadness	0.812
oppression	onderdrukking	sadness	0.812
sadly	ongelukkig	sadness	0.812
mournful	droewige	sadness	0.812
terrorism	terrorisme	sadness	0.812
heartache	hartseer	sadness	0.812
bloody	bloedige	sadness	0.806
perishing	vergaan	sadness	0.804
inhumanity	onmenslikheid	sadness	0.804
malignancy	maligniteit	sadness	0.803
mortification	tugtiging	sadness	0.802
sarcoma	sarkoom	sadness	0.797
lifeless	lewelose	sadness	0.797
perished	omgekom	sadness	0.797
dreadful	vreeslike	sadness	0.797
devastate	verwoes	sadness	0.797
dreadfully	vreeslik	sadness	0.797
gallows	galg	sadness	0.797
lethal	dodelike	sadness	0.797
desolation	verwoesting	sadness	0.797
kill	doodmaak	sadness	0.797
slave	slaaf	sadness	0.797
mortuary	lykshuis	sadness	0.797
assassination	sluipmoord	sadness	0.797
leukemia	leukemie	sadness	0.797
brokenheart	NO TRANSLATION	sadness	0.792
banishment	verbanning	sadness	0.790
afflict	bedroewe	sadness	0.789
disheartened	moedeloos	sadness	0.788
bury	begrawe	sadness	0.781
crying	huil	sadness	0.781
tumour	tumor	sadness	0.781
heartbreak	hartseer	sadness	0.781
desecration	ontheiliging	sadness	0.781
demoralized	gedemoraliseer	sadness	0.781
terrorize	terroriseer	sadness	0.781
die	NO TRANSLATION	sadness	0.773
lynch	Lynch	sadness	0.773
sufferer	lyer	sadness	0.770
loneliness	eensaamheid	sadness	0.766
cemetery	begraafplaas	sadness	0.766
destitute	haweloos	sadness	0.766
torture	marteling	sadness	0.766
abortion	aborsie	sadness	0.766
diseased	siek	sadness	0.766
condolence	meegevoel	sadness	0.766
fatality	doodmaak	sadness	0.766
dismemberment	verbrokkeling	sadness	0.766
doomed	gedoem	sadness	0.766
fearful	bang	sadness	0.766
slayer	'n doodslag begaan	sadness	0.766
painfully	pynlik	sadness	0.758
moribund	sieklike	sadness	0.758
disaster	ramp	sadness	0.758
depress	onderdruk	sadness	0.755
condemnation	veroordeling	sadness	0.754
desperation	desperaatheid	sadness	0.750
hemorrhage	bloeding	sadness	0.750
unhappy	ongelukkig	sadness	0.750
pandemic	pandemie	sadness	0.750
corpse	lyk	sadness	0.750
depressive	depressiewe	sadness	0.750
deplorable	betreurenswaardig	sadness	0.750
defeated	verslaan	sadness	0.750
doomsday	doem	sadness	0.750
cry	geroep	sadness	0.750
victimized	geviktimiseer	sadness	0.750
obliteration	uitwissing	sadness	0.750
damnation	verdoemenis	sadness	0.750
guilt	skuld	sadness	0.750
sickening	walglike	sadness	0.750
terrorist	terroriste	sadness	0.750
sorrowful	beswaard	sadness	0.750
incest	bloedskande	sadness	0.750
painful	pynlike	sadness	0.750
abduction	ontvoering	sadness	0.750
regretful	spyt	sadness	0.750
unfairness	onregverdigheid	sadness	0.745
molestation	molestering	sadness	0.744
exile	ballingskap	sadness	0.742
abysmal	onpeilbaar	sadness	0.742
hellish	helse	sadness	0.738
exterminate	uit te wis	sadness	0.736
earthquake	aardbewing	sadness	0.734
betrayal	verraad	sadness	0.734
orphan	weeskind	sadness	0.734
slaughter	slagting	sadness	0.734
disgraced	skande	sadness	0.734
battered	mishandelde	sadness	0.734
assassin	sluipmoordenaar	sadness	0.734
horrid	aaklige	sadness	0.734
miserably	klaaglik	sadness	0.734
lonesome	eensaam	sadness	0.734
morgue	lykshuis	sadness	0.734
disastrous	rampspoedige	sadness	0.734
warfare	oorlogvoering	sadness	0.734
destroying	vernietig	sadness	0.734
homeless	haweloses	sadness	0.734
listless	lusteloos	sadness	0.729
unfortunately	Ongelukkig	sadness	0.727
grave	graf	sadness	0.727
emptiness	leegheid	sadness	0.727
alienated	vervreemd	sadness	0.727
fraught	belaai	sadness	0.722
emaciated	uitgeteer	sadness	0.719
malicious	kwaadwillige	sadness	0.719
atrophy	atrofie	sadness	0.719
cripple	kreupel	sadness	0.719
ashamed	skaam	sadness	0.719
leprosy	melaatsheid	sadness	0.719
violently	geweld	sadness	0.719
disheartening	teleurstellend	sadness	0.719
cried	roep	sadness	0.719
woe	wee	sadness	0.719
horror	gruwel	sadness	0.719
heartless	harteloos	sadness	0.719
forsaken	verlate	sadness	0.719
paralysis	verlamming	sadness	0.719
missing	ontbreek	sadness	0.719
danger	gevaar	sadness	0.719
pain	pyn	sadness	0.719
demise	ondergang	sadness	0.717
disgruntled	ontevrede	sadness	0.712
rejected	verwerp	sadness	0.712
sickly	sieklike	sadness	0.712
violence	geweld	sadness	0.712
torn	geskeur	sadness	0.710
calamity	ondergang	sadness	0.709
grim	woede	sadness	0.708
grievous	swaar	sadness	0.704
disfigured	vermink	sadness	0.703
punishing	straf	sadness	0.703
extinct	uitgesterf	sadness	0.703
meltdown	ineenstorting	sadness	0.703
oppressor	onderdrukker	sadness	0.703
deformed	misvormde	sadness	0.703
slaughterhouse	slagpale	sadness	0.703
humiliate	verneder	sadness	0.703
inhuman	onmenslike	sadness	0.703
decomposition	ontbinding	sadness	0.703
suffocating	versmoor	sadness	0.703
hearse	lykswa	sadness	0.703
incurable	ongeneeslike	sadness	0.703
buried	begrawe	sadness	0.703
paralyzed	verlam	sadness	0.703
carcinoma	karsinoom	sadness	0.703
deformity	misvorming	sadness	0.703
crushed	gekneus	sadness	0.703
isolate	isoleer	sadness	0.703
tearful	betraand	sadness	0.703
abandon	verlaat	sadness	0.703
obit	dood boodskap	sadness	0.703
strangle	wurg	sadness	0.703
victim	slagoffer	sadness	0.703
isolation	isolasie	sadness	0.703
lifesucks	die lewe is swaar	sadness	0.700
hell	hel	sadness	0.700
ruinous	vervalle	sadness	0.698
widow	weduwee	sadness	0.697
banish	verban	sadness	0.697
accursed	vervloekte	sadness	0.697
ruined	verwoes	sadness	0.697
vanished	verdwyn	sadness	0.695
displaced	verplaas	sadness	0.691
poverty	armoede	sadness	0.690
hospice	hospice	sadness	0.688
insanity	waansin	sadness	0.688
depraved	verdorwe	sadness	0.688
shooting	skiet	sadness	0.688
stab	steek	sadness	0.688
pathetic	pateties	sadness	0.688
foreveralone	vir altyd alleen	sadness	0.688
dementia	demensie	sadness	0.688
travesty	bespotting	sadness	0.688
nohope	NO TRANSLATION	sadness	0.688
infidelity	ontrouheid	sadness	0.688
epidemic	epidemie	sadness	0.688
teary	tranerig	sadness	0.688
widower	wewenaar	sadness	0.688
terminal	terminale	sadness	0.688
neglected	verwaarloos	sadness	0.688
illness	siekte	sadness	0.688
regretting	betreur	sadness	0.688
imprisoned	gevange	sadness	0.688
hurtful	kwetsende	sadness	0.688
banished	verban	sadness	0.688
hurt	seer	sadness	0.688
deserted	verlate	sadness	0.688
hopeless	hopeloos	sadness	0.688
sob	NO TRANSLATION	sadness	0.688
loss	verlies	sadness	0.688
dismissal	ontslag	sadness	0.686
alienation	vervreemding	sadness	0.685
hardship	swaarkry	sadness	0.685
choke	verstik	sadness	0.682
kidnap	ontvoering	sadness	0.682
bleeding	bloeding	sadness	0.673
obituary	rou	sadness	0.672
missingyou	NO TRANSLATION	sadness	0.672
disabled	gestremde	sadness	0.672
outcast	uitgeworpene	sadness	0.672
poison	gif	sadness	0.672
abortive	mislukte	sadness	0.672
gory	bloedige	sadness	0.672
disparage	afkraak	sadness	0.672
wail	huil	sadness	0.672
malevolent	kwaadwillig	sadness	0.672
imprisonment	gevangenisstraf	sadness	0.672
wretch	ellendeling	sadness	0.672
feelingdown	NO TRANSLATION	sadness	0.672
wretched	ellendig	sadness	0.672
belittle	verkleineer	sadness	0.672
punished	gestraf	sadness	0.672
deprivation	ontneming	sadness	0.672
evil	kwaad	sadness	0.672
coffin	doodskis	sadness	0.672
woefully	hopeloos	sadness	0.672
decomposed	ontbinde	sadness	0.672
frightful	vreeslike	sadness	0.672
despairing	wanhopige	sadness	0.672
barren	dorre	sadness	0.670
poisoned	vergiftig	sadness	0.667
executioner	laksman	sadness	0.667
disease	siekte	sadness	0.665
oppress	onderdruk	sadness	0.664
disembodied	liggaamlose	sadness	0.660
tear	skeur	sadness	0.656
shitty	shitty	sadness	0.656
lamenting	besing	sadness	0.656
ruin	ondergang	sadness	0.656
weep	huil	sadness	0.656
lonely	eensaam	sadness	0.656
jail	tronk	sadness	0.656
steal	steel	sadness	0.656
mangle	mangel	sadness	0.656
hate	haat	sadness	0.656
ailing	sukkelende	sadness	0.656
dreary	somber	sadness	0.656
bleak	somber	sadness	0.656
polio	polio	sadness	0.656
blighted	verwoes	sadness	0.656
casket	kis	sadness	0.656
demonic	demoniese	sadness	0.656
peril	gevaar	sadness	0.656
carcass	karkas	sadness	0.653
beating	klop	sadness	0.652
regretted	betreur	sadness	0.652
cowardice	lafhartigheid	sadness	0.652
disability	gestremdheid	sadness	0.648
affliction	ellende	sadness	0.645
poisonous	giftige	sadness	0.641
emergency	nood	sadness	0.641
perilous	gevaarlik	sadness	0.641
awful	vreeslike	sadness	0.641
terribly	vreeslik	sadness	0.641
scourge	plaag	sadness	0.641
sinful	sondige	sadness	0.641
stricken	geteisterde	sadness	0.641
hatred	haat	sadness	0.641
powerless	magteloos	sadness	0.641
termination	beëindiging	sadness	0.641
exorcism	duiweluitdrywing	sadness	0.641
woeful	ongelukkige	sadness	0.641
drown	verdrink	sadness	0.641
inequality	ongelykheid	sadness	0.641
infertility	onvrugbaarheid	sadness	0.641
incarceration	opsluiting	sadness	0.641
failing	versuim	sadness	0.641
worry	bekommer	sadness	0.641
shroud	kleed	sadness	0.641
psychosis	psigose	sadness	0.638
demolish	sloop	sadness	0.636
lament	klaag	sadness	0.636
disappointed	teleurgesteld	sadness	0.636
dismay	ontsteltenis	sadness	0.636
burdensome	swaar	sadness	0.634
shattered	verpletter	sadness	0.630
mausoleum	mausoleum	sadness	0.630
gloom	somberheid	sadness	0.625
regret	spyt	sadness	0.625
cursed	vervloek	sadness	0.625
impotence	impotensie	sadness	0.625
terminate	beëindig	sadness	0.625
oppressive	onderdrukkende	sadness	0.625
insurmountable	onoorkomelike	sadness	0.625
abuse	misbruik	sadness	0.625
forlorn	hopeloos	sadness	0.625
tyrant	tiran	sadness	0.625
disappointing	teleurstellende	sadness	0.625
wound	wond	sadness	0.625
demolished	gesloop	sadness	0.625
palsy	gestremdheid	sadness	0.625
schizophrenia	skisofrenie	sadness	0.625
undesired	ongewenste	sadness	0.625
hurting	seer	sadness	0.625
lost	verloor	sadness	0.625
duress	dwang	sadness	0.625
bitterly	bitterlik	sadness	0.625
dishonor	oneer	sadness	0.625
posthumous	postuum	sadness	0.625
wrecked	vergaan	sadness	0.625
deteriorate	versleg	sadness	0.625
divorce	egskeiding	sadness	0.623
soulless	siellose	sadness	0.623
melancholy	melancholie	sadness	0.621
cremation	verassing	sadness	0.621
worried	bekommerd	sadness	0.621
plight	lot	sadness	0.621
forsake	verlaat	sadness	0.621
bomb	bom	sadness	0.621
unforgiving	onversoenlik	sadness	0.612
sepsis	sepsis	sadness	0.611
irreparable	onherstelbare	sadness	0.609
sacrifices	opofferings	sadness	0.609
cruel	wrede	sadness	0.609
dire	NO TRANSLATION	sadness	0.609
dilapidated	vervalle	sadness	0.609
overwhelmed	oorweldig	sadness	0.609
disparaging	neerhalende	sadness	0.609
gore	Gore	sadness	0.609
injured	beseer	sadness	0.609
shameful	skande	sadness	0.609
fearfully	vreeslik	sadness	0.609
worthless	waardeloos	sadness	0.609
injure	beseer	sadness	0.609
faithless	Ongelowige	sadness	0.609
shatter	breek	sadness	0.609
degrading	vernederende	sadness	0.609
ugliness	lelike	sadness	0.609
subjugation	onderwerping	sadness	0.609
debacle	debakel	sadness	0.609
shackle	boei	sadness	0.609
disappoint	teleurstel	sadness	0.609
derogatory	neerhalende	sadness	0.609
languishing	verwelk	sadness	0.609
breakup	op breek	sadness	0.609
alcoholism	alkoholisme	sadness	0.609
excluded	uitgesluit	sadness	0.609
sinner	sondaar	sadness	0.609
crushing	breek	sadness	0.609
bankrupt	bankrot	sadness	0.609
guilty	skuldig	sadness	0.609
curse	vloek	sadness	0.608
alone	alleen	sadness	0.600
robbery	roof	sadness	0.600
anthrax	antraks	sadness	0.600
angst	Vrees	sadness	0.598
vendetta	vendetta	sadness	0.594
remorse	berou	sadness	0.594
prison	gevangenis	sadness	0.594
condolences	meegevoel	sadness	0.594
chaos	chaos	sadness	0.594
demon	demoon	sadness	0.594
abyss	afgrond	sadness	0.594
contaminated	besmet	sadness	0.594
irreconcilable	onversoenbare	sadness	0.594
broken	gebroke	sadness	0.594
offender	oortreder	sadness	0.594
nothingness	nietigheid	sadness	0.594
distress	nood	sadness	0.594
ill	siek	sadness	0.594
violation	skending	sadness	0.594
bawl	joelen	sadness	0.594
shame	skande	sadness	0.594
disappointment	teleurstelling	sadness	0.594
captivity	ballingskap	sadness	0.594
deportation	deportasie	sadness	0.594
downfall	instorting	sadness	0.594
longing	verlange	sadness	0.594
obliterate	uitwis	sadness	0.594
crypt	grafkelder	sadness	0.594
martyrdom	martelaarskap	sadness	0.594
eviction	uitsetting	sadness	0.594
petloss	NO TRANSLATION	sadness	0.594
deprived	ontneem	sadness	0.594
losing	verloor	sadness	0.594
crumbling	verkrummel	sadness	0.594
poaching	stropery	sadness	0.594
betray	verraai	sadness	0.594
helpless	hulpeloos	sadness	0.594
somber	somber	sadness	0.594
dysentery	disenterie	sadness	0.593
melancholic	melancholiese	sadness	0.591
blight	roes	sadness	0.591
rupture	verbreking	sadness	0.588
traitor	verraaier	sadness	0.588
haggard	Haggard	sadness	0.587
lie	leuen	sadness	0.585
cholera	cholera	sadness	0.583
damage	skade	sadness	0.578
bully	boelie	sadness	0.578
harmful	skadelike	sadness	0.578
terrible	verskriklike	sadness	0.578
gloomy	somber	sadness	0.578
frighten	skrik	sadness	0.578
degeneracy	ontaarding	sadness	0.578
whine	geteem	sadness	0.578
sordid	ongure	sadness	0.578
undesirable	ongewenste	sadness	0.578
bitterness	bitterheid	sadness	0.578
humiliation	vernedering	sadness	0.578
unwell	ongesteld	sadness	0.578
discrimination	diskriminasie	sadness	0.578
denied	ontken	sadness	0.578
immoral	immoreel	sadness	0.578
turmoil	onrus	sadness	0.578
interment	begrafnis	sadness	0.578
damages	skadevergoeding	sadness	0.576
devil	duiwel	sadness	0.576
whimper	gedrein	sadness	0.576
captive	gevange	sadness	0.576
pessimism	pessimisme	sadness	0.576
delirium	delirium	sadness	0.576
deplore	betreur	sadness	0.576
disliked	nie gelaaik nie	sadness	0.576
hateful	haatlike	sadness	0.575
bigoted	bevooroordeelde	sadness	0.574
perdition	verderf	sadness	0.569
adultery	egbreuk	sadness	0.566
corrupting	onheil	sadness	0.565
runaway	hardloop weg	sadness	0.562
rheumatism	rumatiek	sadness	0.562
tyranny	tirannie	sadness	0.562
expire	verval	sadness	0.562
punitive	bestraffende	sadness	0.562
deceit	bedrog	sadness	0.562
injury	besering	sadness	0.562
autopsy	lykskouing	sadness	0.562
anathema	anathema	sadness	0.562
urn	urn	sadness	0.562
flog	slaan	sadness	0.562
endocarditis	endokarditis	sadness	0.562
worrying	kommerwekkende	sadness	0.562
pauper	armlastige	sadness	0.562
infliction	toediening	sadness	0.562
wallow	neerslaan	sadness	0.562
pessimist	pessimis	sadness	0.562
shipwreck	skeepswrak	sadness	0.562
worsening	verslegtende	sadness	0.562
rejection	verwerping	sadness	0.562
deceive	mislei	sadness	0.562
upset	omgekrap	sadness	0.562
sadday	NO TRANSLATION	sadness	0.562
comatose	koma	sadness	0.562
deceitful	bedrieglike	sadness	0.562
resentment	wrok	sadness	0.562
tomb	graf	sadness	0.562
dismal	somber	sadness	0.562
departed	vertrek	sadness	0.558
martyr	martelaar	sadness	0.556
smite	slaan	sadness	0.555
hanging	hang	sadness	0.547
bummed	bummed	sadness	0.547
hydrocephalus	hidrokefalie	sadness	0.547
pity	jammer	sadness	0.547
resignation	bedanking	sadness	0.547
shot	skoot	sadness	0.547
disillusionment	ontnugtering	sadness	0.547
surrendering	oorhandiging	sadness	0.547
glum	nors	sadness	0.547
isolated	geïsoleerde	sadness	0.547
unfulfilled	onvervulde	sadness	0.547
unkind	onvriendelike	sadness	0.547
plague	plaag	sadness	0.547
absence	afwesigheid	sadness	0.547
shun	Shun	sadness	0.547
imissyou	NO TRANSLATION	sadness	0.547
malaise	malaise	sadness	0.547
reject	verwerp	sadness	0.547
malaria	malaria	sadness	0.547
bomber	bomwerper	sadness	0.547
chagrin	hartseer	sadness	0.547
memorial	gedenkdiens	sadness	0.547
discourage	ontmoedig	sadness	0.547
nefarious	afstootlike	sadness	0.546
dark	donker	sadness	0.545
incrimination	verantwoording	sadness	0.545
concussion	harsingskudding	sadness	0.545
groan	sug	sadness	0.545
aching	seer	sadness	0.544
weakly	swak	sadness	0.544
discontent	ontevredenheid	sadness	0.543
undertaker	begrafnisondernemer	sadness	0.538
