word	Macedonian-mk	emotion	emotion-intensity-score
unforgettable	незаборавно	joy	0.375
baptismal	крштевка	joy	0.368
alliance	Алијанса	joy	0.368
grant	грант	joy	0.366
conciliation	помирување	joy	0.364
moonlight	месечината	joy	0.364
sanctification	осветување	joy	0.364
improves	се подобрува	joy	0.364
improve	да се подобри	joy	0.364
pure	чист	joy	0.364
authentic	автентична	joy	0.364
kitten	маче	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	малини	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	верност	joy	0.359
feeling	чувство	joy	0.359
devotional	благочестив	joy	0.359
proficiency	владеење	joy	0.359
tinsel	Штитник	joy	0.359
revival	преродба	joy	0.359
sanctify	посвети	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	независна	joy	0.359
cocoa	какао	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	делфин	joy	0.348
choral	хорски	joy	0.348
deliverance	избавување	joy	0.348
romp	romp	joy	0.348
roaring	громогласен	joy	0.348
melody	мелодија	joy	0.348
favor	корист	joy	0.348
unification	обединување	joy	0.348
exceed	надмине	joy	0.348
purpose	цел	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	нема работа	joy	0.344
voluptuous	сладострасно	joy	0.344
fruits	овошје	joy	0.344
thx	благодарам	joy	0.344
newstart	newstart	joy	0.344
manicure	маникир	joy	0.344
date	датум	joy	0.344
kiddos	Кидос	joy	0.344
roadtrip	Излет	joy	0.344
cookies	колачиња	joy	0.344
hedonism	хедонизам	joy	0.344
humble	смирен	joy	0.344
electric	електричен	joy	0.344
pledge	залог	joy	0.344
celebrity	славна личност	joy	0.342
rhythm	ритам	joy	0.338
bridesmaid	деверуша	joy	0.338
snowday	снег ден	joy	0.333
young	млад	joy	0.333
coffee	кафе	joy	0.333
edification	оформување	joy	0.333
obliging	обврзувачки	joy	0.333
renovation	реновирање	joy	0.333
familiarity	блискост	joy	0.333
garden	градина	joy	0.333
spa	спа	joy	0.333
dawn	зората	joy	0.333
connoisseur	познавач	joy	0.333
partner	партнер	joy	0.333
gazing	гледајќи	joy	0.333
foodie	храна	joy	0.331
synchronize	синхронизирај	joy	0.329
tribulation	неволја	joy	0.328
healing	лекување	joy	0.328
saint	светец	joy	0.328
chirping	chirping	joy	0.328
hobby	хоби	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	carol	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	псалм	joy	0.328
pedicure	педикир	joy	0.328
amnesty	амнестија	joy	0.328
respite	одмор	joy	0.324
mellow	весел	joy	0.318
lazyday	NO TRANSLATION	joy	0.318
recreational	рекреативни	joy	0.318
restorative	ресторативна	joy	0.318
cousins	роднини	joy	0.318
classics	класици	joy	0.318
reconciliation	помирување	joy	0.316
dove	гулаб	joy	0.312
living	живеат	joy	0.312
presto	престо	joy	0.312
crafts	занаети	joy	0.312
recovery	обновување	joy	0.312
woods	шуми	joy	0.312
sunset	зајдисонце	joy	0.312
fitness	фитнес	joy	0.312
playhouse	игралиште	joy	0.312
superman	супермен	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	мудрост	joy	0.312
deal	договор	joy	0.312
simplify	поедноставување	joy	0.312
lord	Господарот	joy	0.312
sterling	фунта	joy	0.312
progression	прогресија	joy	0.312
relight	релативно	joy	0.312
pony	Пони	joy	0.312
infant	бебе	joy	0.309
improvement	подобрување	joy	0.309
absolution	отпуштање	joy	0.306
gently	нежно	joy	0.303
established	основана	joy	0.303
honest	искрен	joy	0.303
decorating	украсување	joy	0.303
endless	бескрајни	joy	0.303
banquet	банкет	joy	0.303
providing	обезбедување	joy	0.300
mine	мое	joy	0.297
fraternal	братски	joy	0.297
notable	забележително	joy	0.297
feat	подвиг	joy	0.297
harvest	жетва	joy	0.297
quaint	необично	joy	0.297
softly	тивко	joy	0.297
spiritual	духовно	joy	0.297
morals	морал	joy	0.297
lounging	lounging	joy	0.297
light	светлина	joy	0.297
breeze	ветре	joy	0.297
strolling	шетање	joy	0.297
spending	трошење	joy	0.297
meditating	медитација	joy	0.297
joker	џокер	joy	0.297
yearning	копнеж	joy	0.297
growth	раст	joy	0.297
fervor	страст	joy	0.295
quotes	цитати	joy	0.294
volunteer	доброволец	joy	0.294
psalms	псалми	joy	0.288
hippie	хипи	joy	0.288
gain	добивка	joy	0.288
taoism	таоизмот	joy	0.288
midwife	бабица	joy	0.288
resources	ресурси	joy	0.288
create	креирај	joy	0.288
receiving	примање	joy	0.287
ocean	океан	joy	0.286
snowfall	снежни врнежи	joy	0.286
lsd	lsd	joy	0.286
hiking	пешачење	joy	0.283
chill	студ	joy	0.281
truce	примирје	joy	0.281
infinity	бесконечност	joy	0.281
toast	тост	joy	0.281
destination	дестинација	joy	0.281
buddhist	будист	joy	0.281
rested	се одмори	joy	0.281
candid	искрен	joy	0.281
evergreen	зимзелени	joy	0.281
unwind	развивам	joy	0.281
buzzing	зуењето	joy	0.281
venerable	преподобен	joy	0.279
balance	рамнотежа	joy	0.275
retirement	пензионирање	joy	0.275
compensate	компензира	joy	0.273
swim	пливаат	joy	0.273
drinks	пијалаци	joy	0.273
devout	благочестив	joy	0.273
buddha	buddha	joy	0.273
rapt	извалкан	joy	0.273
fireplace	камин	joy	0.273
snowing	врне снег	joy	0.271
sublimation	сублимација	joy	0.270
fruity	овошен	joy	0.268
humility	смирение	joy	0.266
paragon	парагон	joy	0.266
ministry	министерство	joy	0.266
sunday	недела	joy	0.266
salute	поздрав	joy	0.266
fortitude	цврстина	joy	0.266
whim	каприц	joy	0.266
sun	сонце	joy	0.266
sketching	скицирање	joy	0.266
waves	бранови	joy	0.266
buddhism	будизам	joy	0.266
cathedral	катедрала	joy	0.266
yoga	јога	joy	0.266
artwork	уметничко дело	joy	0.265
practiced	практикуваше	joy	0.264
clean	чист	joy	0.260
found	пронајден	joy	0.258
fitting	фитинг	joy	0.258
immerse	миеше	joy	0.258
running	трчање	joy	0.258
clarity	јасност	joy	0.258
food	храна	joy	0.258
exercise	вежба	joy	0.258
autumn	есен	joy	0.254
ardent	жесток	joy	0.250
fit	одговара	joy	0.250
mountain	планина	joy	0.250
expedient	целисходно	joy	0.250
diary	дневник	joy	0.250
candles	свеќи	joy	0.250
outdoors	надвор	joy	0.250
chilled	разладено	joy	0.250
clap	clap	joy	0.250
contagious	заразно	joy	0.250
chirp	chirp	joy	0.250
morning	утро	joy	0.250
visitor	посетител	joy	0.250
hardy	Харди	joy	0.250
countryside	село	joy	0.250
undying	бесмртни	joy	0.250
football	фудбал	joy	0.250
advocacy	застапување	joy	0.250
demonstrative	демонстративен	joy	0.250
cradle	лулка	joy	0.247
trance	транс	joy	0.246
breakfast	појадок	joy	0.242
grow	расте	joy	0.242
pay	плати	joy	0.242
preservative	конзерванс	joy	0.242
intense	интензивно	joy	0.242
supremacy	превласт	joy	0.242
church	црква	joy	0.242
procession	поворка	joy	0.242
consecration	осветување	joy	0.235
lifetime	живот	joy	0.234
nursery	расадник	joy	0.234
humbled	понизен	joy	0.234
vote	гласање	joy	0.234
incense	темјан	joy	0.234
lyre	лира	joy	0.234
candle	свеќа	joy	0.234
snowy	снег	joy	0.234
doll	кукла	joy	0.234
skiing	скијање	joy	0.234
ordination	координација	joy	0.234
art	art	joy	0.234
salary	плата	joy	0.234
pastry	тесто	joy	0.229
firefly	светулка	joy	0.227
chilling	застрашувачки	joy	0.227
remedy	лек	joy	0.227
rescue	спаси	joy	0.225
camping	кампување	joy	0.221
perspective	перспектива	joy	0.221
orchard	овоштарник	joy	0.221
orchestra	оркестар	joy	0.221
possess	поседуваат	joy	0.219
castle	замокот	joy	0.219
lamb	јагнешко	joy	0.219
gardens	градини	joy	0.219
breezy	ветер	joy	0.219
mucis	NO TRANSLATION	joy	0.212
bouttime	bouttime	joy	0.212
brisk	брзо	joy	0.212
countrymusic	NO TRANSLATION	joy	0.212
repay	отплати	joy	0.212
ribbon	лента	joy	0.212
pho	pho	joy	0.212
reggae	реге	joy	0.212
raindrops	дождовни капки	joy	0.212
listneing	NO TRANSLATION	joy	0.212
teach	учат	joy	0.212
nap	nap	joy	0.206
stillness	тишина	joy	0.203
chant	пеење	joy	0.203
hire	вработи	joy	0.203
vernal	верен	joy	0.203
cove	залив	joy	0.203
uncontrollable	неконтролирано	joy	0.203
legalized	легализиран	joy	0.203
unexpected	неочекувано	joy	0.203
lights	светла	joy	0.203
save	спаси	joy	0.200
atone	atone	joy	0.197
trees	дрвја	joy	0.197
pastor	пастор	joy	0.197
symmetry	симетрија	joy	0.197
oneday	NO TRANSLATION	joy	0.197
scripture	стих	joy	0.196
mountains	планини	joy	0.194
pathway	пат	joy	0.188
walking	одење	joy	0.188
craziness	лудост	joy	0.188
soppy	пупка	joy	0.188
tea	чај	joy	0.188
quiet	тивок	joy	0.188
forefathers	предци	joy	0.188
liquor	алкохол	joy	0.188
custom	обичај	joy	0.188
whiteness	белина	joy	0.188
sympathetic	симпатична	joy	0.188
patient	трпелив	joy	0.186
dollhouse	куклена куќа	joy	0.182
bath	бања	joy	0.182
score	резултат	joy	0.182
movingon	продолжува	joy	0.182
supporter	поддржувач	joy	0.180
accompaniment	придружба	joy	0.179
pursuit	извршување	joy	0.176
outburst	излив	joy	0.176
frosty	ладен	joy	0.174
workout	вежба	joy	0.172
closure	затворање	joy	0.172
luncheon	ручек	joy	0.172
service	Сервис	joy	0.172
wintery	зимски	joy	0.172
wages	плати	joy	0.169
civilized	цивилизиран	joy	0.169
fain	NO TRANSLATION	joy	0.167
december	декември	joy	0.167
acrobat	акробат	joy	0.162
glide	планирам	joy	0.162
finally	конечно	joy	0.157
reproductive	репродуктивно	joy	0.156
elf	елф	joy	0.156
organization	организација	joy	0.156
stroll	прошетај	joy	0.156
peppermint	Пеперминт	joy	0.156
break	пауза	joy	0.156
chai	чај	joy	0.156
obtainable	може да се добие	joy	0.156
bathtub	када	joy	0.156
advent	доаѓањето	joy	0.152
scifi	научна фантастика	joy	0.152
balm	мелем	joy	0.152
measured	мери	joy	0.152
spaniel	спаниел	joy	0.145
tan	тен	joy	0.141
ditty	духовито	joy	0.141
bubble	балон	joy	0.141
simple	едноставно	joy	0.141
oils	масла	joy	0.141
beer	пиво	joy	0.141
green	зелена	joy	0.137
buss	автобус	joy	0.136
books	книги	joy	0.136
makingdisciples	NO TRANSLATION	joy	0.136
chow	чау	joy	0.135
pitter	питтер	joy	0.134
flows	текови	joy	0.130
silence	тишина	joy	0.127
roadster	roadster	joy	0.125
solitude	осаменост	joy	0.125
bookstore	книжара	joy	0.125
wine	вино	joy	0.125
circumstances	околности	joy	0.125
japan	Јапонија	joy	0.121
soak	натопете	joy	0.121
wilderness	пустината	joy	0.121
priesthood	свештенството	joy	0.121
critical	критична	joy	0.116
neutral	неутрален	joy	0.114
untie	одврзете	joy	0.109
hunting	лов	joy	0.109
opera	опера	joy	0.109
weight	Тежина	joy	0.109
white	бела	joy	0.109
sand	песок	joy	0.109
wind	ветер	joy	0.109
labor	пороѓај	joy	0.106
classical	класична	joy	0.106
affliction	болка	joy	0.103
lake	езеро	joy	0.103
organ	орган	joy	0.094
dwelling	живеалиште	joy	0.094
tree	дрво	joy	0.090
pond	езерце	joy	0.089
marrow	срцевина	joy	0.078
latte	latte	joy	0.078
sipping	пиејќи	joy	0.076
benign	бенигни	joy	0.074
majority	мнозинство	joy	0.073
leaf	лист	joy	0.065
troubles	проблеми	joy	0.062
basketball	кошарка	joy	0.062
explosions	експлозии	joy	0.061
cream	крем	joy	0.061
shepherd	пастир	joy	0.058
tuesday	вторник	joy	0.047
turbulence	турбуленција	joy	0.045
calf	теле	joy	0.040
hardship	тешкотии	joy	0.031
sixty	шеесет	joy	0.016
unhappiness	несреќа	joy	0.016
heartbreaking	срцето	sadness	0.969
mourning	жалост	sadness	0.969
tragic	трагично	sadness	0.961
holocaust	холокауст	sadness	0.953
suicidal	самоубиство	sadness	0.941
misery	мизерија	sadness	0.938
massacre	масакр	sadness	0.931
euthanasia	евтаназија	sadness	0.927
depression	депресија	sadness	0.925
bereavement	жалост	sadness	0.922
grieving	тагува	sadness	0.922
fatal	фатално	sadness	0.922
bereaved	ужалените	sadness	0.920
devastation	уништување	sadness	0.917
death	смрт	sadness	0.915
devastated	уништени	sadness	0.912
suicide	самоубиство	sadness	0.912
catastrophe	катастрофа	sadness	0.911
horrifying	ужасно	sadness	0.907
tragedy	трагедија	sadness	0.906
depressing	депресивно	sadness	0.906
died	почина	sadness	0.906
anguish	болка	sadness	0.902
agony	агонија	sadness	0.900
deadly	смртоносна	sadness	0.898
weeping	плаче	sadness	0.896
stillbirth	мртвородено	sadness	0.891
deceased	починатиот	sadness	0.891
murderer	убиец	sadness	0.877
devastating	катастрофални	sadness	0.875
rape	силување	sadness	0.875
cancer	рак	sadness	0.875
dying	умирање	sadness	0.875
sadness	тага	sadness	0.864
morbidity	морбидитет	sadness	0.864
crucifixion	распнување	sadness	0.859
grief	тага	sadness	0.859
depressed	депресија	sadness	0.859
traumatic	трауматски	sadness	0.859
atrocity	злосторство	sadness	0.859
execution	извршување	sadness	0.859
abandonment	напуштање	sadness	0.859
perish	загине	sadness	0.859
cadaver	кадавер	sadness	0.853
treachery	предавство	sadness	0.848
betrayed	предаден	sadness	0.848
sad	тажно	sadness	0.844
destroyed	уништени	sadness	0.844
miserable	мизерни	sadness	0.844
persecution	прогон	sadness	0.844
funeral	погреб	sadness	0.844
