word	Swedish-sv	emotion	emotion-intensity-score
feeling	känsla	joy	0.359
devotional	hängiven	joy	0.359
proficiency	skicklighet	joy	0.359
tinsel	glitter	joy	0.359
revival	väckelse	joy	0.359
sanctify	helga	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	oberoende	joy	0.359
cocoa	kakao	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	delfin	joy	0.348
choral	kor-	joy	0.348
deliverance	befrielse	joy	0.348
romp	stoja	joy	0.348
roaring	rytande	joy	0.348
melody	melodi	joy	0.348
favor	förmån	joy	0.348
unification	enande	joy	0.348
exceed	överstiga	joy	0.348
purpose	syfte	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	inget arbete	joy	0.344
voluptuous	vällustig	joy	0.344
fruits	frukt	joy	0.344
thx	tack	joy	0.344
newstart	nystart	joy	0.344
manicure	manikyr	joy	0.344
date	datum	joy	0.344
kiddos	kiddos	joy	0.344
roadtrip	bilresa	joy	0.344
cookies	småkakor	joy	0.344
hedonism	hedonism	joy	0.344
humble	ödmjuk	joy	0.344
electric	elektrisk	joy	0.344
pledge	lova	joy	0.344
celebrity	kändis	joy	0.342
rhythm	rytm	joy	0.338
bridesmaid	tärna	joy	0.338
snowday	snödag	joy	0.333
young	ung	joy	0.333
coffee	kaffe	joy	0.333
edification	uppbyggelse	joy	0.333
obliging	tvinga	joy	0.333
renovation	renovering	joy	0.333
familiarity	förtrogenhet	joy	0.333
garden	trädgård	joy	0.333
spa	spa	joy	0.333
dawn	gryning	joy	0.333
connoisseur	kännare	joy	0.333
partner	partner	joy	0.333
gazing	gazing	joy	0.333
foodie	foodie	joy	0.331
synchronize	synkronisera	joy	0.329
tribulation	vedermöda	joy	0.328
healing	läkning	joy	0.328
saint	helgon	joy	0.328
chirping	kvitter	joy	0.328
hobby	hobby	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	Carol	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	psalm	joy	0.328
pedicure	pedikyr	joy	0.328
amnesty	amnesti	joy	0.328
respite	respit	joy	0.324
mellow	fyllig	joy	0.318
lazyday	NO TRANSLATION	joy	0.318
recreational	rekreations	joy	0.318
restorative	stärkande	joy	0.318
cousins	kusiner	joy	0.318
classics	klassiker	joy	0.318
reconciliation	försoning	joy	0.316
dove	duva	joy	0.312
living	levande	joy	0.312
presto	presto	joy	0.312
crafts	hantverk	joy	0.312
recovery	återhämtning	joy	0.312
woods	trän	joy	0.312
sunset	solnedgång	joy	0.312
fitness	kondition	joy	0.312
playhouse	lekstuga	joy	0.312
superman	stålman	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	visdom	joy	0.312
deal	handla	joy	0.312
simplify	förenkla	joy	0.312
lord	herre	joy	0.312
sterling	sterling-	joy	0.312
progression	progression	joy	0.312
relight	återtända	joy	0.312
pony	ponny	joy	0.312
infant	spädbarn	joy	0.309
improvement	förbättring	joy	0.309
absolution	absolution	joy	0.306
gently	försiktigt	joy	0.303
established	Etablerade	joy	0.303
honest	ärlig	joy	0.303
decorating	dekorera	joy	0.303
endless	ändlös	joy	0.303
banquet	bankett	joy	0.303
providing	tillhandahålla	joy	0.300
mine	mina	joy	0.297
fraternal	broderlig	joy	0.297
notable	anmärkningsvärd	joy	0.297
feat	bedrift	joy	0.297
harvest	skörda	joy	0.297
quaint	pittoresk	joy	0.297
softly	mjukt	joy	0.297
spiritual	andlig	joy	0.297
morals	moral	joy	0.297
lounging	slappa	joy	0.297
light	ljus	joy	0.297
breeze	bris	joy	0.297
strolling	promenader	joy	0.297
spending	utgifterna	joy	0.297
meditating	mediterar	joy	0.297
joker	joker	joy	0.297
yearning	längtan	joy	0.297
growth	tillväxt	joy	0.297
fervor	glöd	joy	0.295
quotes	citat	joy	0.294
volunteer	volontär-	joy	0.294
psalms	psalms	joy	0.288
hippie	hippie	joy	0.288
gain	få	joy	0.288
taoism	taoism	joy	0.288
midwife	barnmorska	joy	0.288
resources	Medel	joy	0.288
create	skapa	joy	0.288
receiving	tar emot	joy	0.287
ocean	hav	joy	0.286
snowfall	snöfall	joy	0.286
lsd	lsd	joy	0.286
hiking	vandring	joy	0.283
chill	kyla	joy	0.281
truce	stillestånd	joy	0.281
infinity	oändlighet	joy	0.281
toast	rostat bröd	joy	0.281
destination	destination	joy	0.281
buddhist	buddhist	joy	0.281
rested	utvilad	joy	0.281
candid	uppriktig	joy	0.281
evergreen	vintergröna	joy	0.281
unwind	koppla av	joy	0.281
buzzing	surrande	joy	0.281
venerable	ärevördig	joy	0.279
balance	balans	joy	0.275
retirement	pensionering	joy	0.275
compensate	kompensera	joy	0.273
swim	simma	joy	0.273
drinks	drycker	joy	0.273
devout	from	joy	0.273
buddha	buddha	joy	0.273
rapt	försjunken	joy	0.273
fireplace	öppen spis	joy	0.273
snowing	snöar	joy	0.271
sublimation	sublime	joy	0.270
fruity	fruktig	joy	0.268
humility	ödmjukhet	joy	0.266
paragon	förebild	joy	0.266
ministry	departement	joy	0.266
sunday	söndag	joy	0.266
salute	honnör	joy	0.266
fortitude	mod	joy	0.266
whim	infall	joy	0.266
sun	Sol	joy	0.266
sketching	skissa	joy	0.266
waves	vågor	joy	0.266
buddhism	buddhism	joy	0.266
cathedral	katedral	joy	0.266
yoga	yoga	joy	0.266
artwork	konstverk	joy	0.265
practiced	tränad	joy	0.264
clean	rena	joy	0.260
found	hittades	joy	0.258
fitting	passande	joy	0.258
immerse	fördjupa	joy	0.258
running	löpning	joy	0.258
clarity	klarhet	joy	0.258
food	mat	joy	0.258
exercise	träning	joy	0.258
autumn	höst	joy	0.254
ardent	ivrig	joy	0.250
fit	passa	joy	0.250
mountain	Berg	joy	0.250
expedient	ändamålsenlig	joy	0.250
diary	dagbok	joy	0.250
candles	ljus	joy	0.250
outdoors	utomhus	joy	0.250
chilled	kyld	joy	0.250
clap	klappa	joy	0.250
contagious	smittosam	joy	0.250
chirp	kvittra	joy	0.250
morning	morgon-	joy	0.250
visitor	besökare	joy	0.250
hardy	härdig	joy	0.250
countryside	landsbygden	joy	0.250
undying	odödlig	joy	0.250
football	fotboll	joy	0.250
advocacy	försvar	joy	0.250
demonstrative	demonstrativ	joy	0.250
cradle	vagga	joy	0.247
trance	Trans	joy	0.246
breakfast	frukost	joy	0.242
grow	växa	joy	0.242
pay	betala	joy	0.242
preservative	konserveringsmedel	joy	0.242
intense	intensiv	joy	0.242
supremacy	överlägsenhet	joy	0.242
church	kyrka	joy	0.242
procession	procession	joy	0.242
consecration	invigning	joy	0.235
lifetime	livstid	joy	0.234
nursery	barnkammare	joy	0.234
humbled	ödmjuk	joy	0.234
vote	rösta	joy	0.234
incense	rökelse	joy	0.234
lyre	lyra	joy	0.234
candle	ljus	joy	0.234
snowy	snöig	joy	0.234
doll	docka	joy	0.234
skiing	skidåkning	joy	0.234
ordination	prästvigning	joy	0.234
art	konst	joy	0.234
salary	lön	joy	0.234
pastry	bakverk	joy	0.229
firefly	eldfluga	joy	0.227
chilling	kylning	joy	0.227
remedy	avhjälpa	joy	0.227
rescue	rädda	joy	0.225
camping	camping	joy	0.221
perspective	perspektiv	joy	0.221
orchard	fruktträdgård	joy	0.221
orchestra	orkester	joy	0.221
possess	besitter	joy	0.219
castle	slott	joy	0.219
lamb	lamm	joy	0.219
gardens	trädgårdar	joy	0.219
breezy	blåsig	joy	0.219
mucis	NO TRANSLATION	joy	0.212
bouttime	på tiden	joy	0.212
brisk	rask	joy	0.212
countrymusic	NO TRANSLATION	joy	0.212
repay	återbetala	joy	0.212
ribbon	band	joy	0.212
pho	pho	joy	0.212
reggae	reggae	joy	0.212
raindrops	regndroppar	joy	0.212
listneing	NO TRANSLATION	joy	0.212
teach	lära	joy	0.212
nap	tupplur	joy	0.206
stillness	stillhet	joy	0.203
chant	sång	joy	0.203
hire	hyra	joy	0.203
vernal	vårlig	joy	0.203
cove	cove	joy	0.203
uncontrollable	okontrollerbar	joy	0.203
legalized	legaliserade	joy	0.203
unexpected	oväntat	joy	0.203
lights	lampor	joy	0.203
save	spara	joy	0.200
atone	sona	joy	0.197
trees	träd	joy	0.197
pastor	pastor	joy	0.197
symmetry	symmetri	joy	0.197
oneday	NO TRANSLATION	joy	0.197
scripture	skriften	joy	0.196
mountains	bergen	joy	0.194
pathway	väg	joy	0.188
walking	gående	joy	0.188
craziness	craziness	joy	0.188
soppy	soppy	joy	0.188
tea	te	joy	0.188
quiet	tyst	joy	0.188
forefathers	förfäder	joy	0.188
liquor	sprit	joy	0.188
custom	beställnings-	joy	0.188
whiteness	vithet	joy	0.188
sympathetic	sympatisk	joy	0.188
patient	patient	joy	0.186
dollhouse	dockhus	joy	0.182
bath	bad	joy	0.182
score	Göra	joy	0.182
movingon	gå vidare	joy	0.182
supporter	anhängare	joy	0.180
accompaniment	ackompanjemang	joy	0.179
pursuit	jakt	joy	0.176
outburst	utbrott	joy	0.176
frosty	frostig	joy	0.174
workout	träna	joy	0.172
closure	stängning	joy	0.172
luncheon	lunch	joy	0.172
service	service	joy	0.172
wintery	wintry	joy	0.172
wages	lön	joy	0.169
civilized	civiliserad	joy	0.169
fain	NO TRANSLATION	joy	0.167
december	december	joy	0.167
acrobat	akrobat	joy	0.162
glide	glida	joy	0.162
finally	till sist	joy	0.157
reproductive	reproduktiv	joy	0.156
elf	älva	joy	0.156
organization	organisation	joy	0.156
stroll	promenad	joy	0.156
peppermint	pepparmynta	joy	0.156
break	ha sönder	joy	0.156
chai	chai	joy	0.156
obtainable	erhållas	joy	0.156
bathtub	badkar	joy	0.156
advent	första advent	joy	0.152
scifi	scifi	joy	0.152
balm	balsam	joy	0.152
measured	mätt	joy	0.152
spaniel	spaniel	joy	0.145
tan	solbränna	joy	0.141
ditty	ditty	joy	0.141
bubble	bubbla	joy	0.141
simple	enkel	joy	0.141
oils	oljor	joy	0.141
beer	öl	joy	0.141
green	grön	joy	0.137
buss	buss	joy	0.136
books	böcker	joy	0.136
makingdisciples	NO TRANSLATION	joy	0.136
chow	käk	joy	0.135
pitter	pitter	joy	0.134
flows	strömmar	joy	0.130
silence	tystnad	joy	0.127
roadster	sportbil	joy	0.125
solitude	ensamhet	joy	0.125
bookstore	bokhandel	joy	0.125
wine	vin	joy	0.125
circumstances	omständigheter	joy	0.125
japan	japan	joy	0.121
soak	blöta	joy	0.121
wilderness	vildmark	joy	0.121
priesthood	prästadömet	joy	0.121
critical	kritisk	joy	0.116
neutral	neutral	joy	0.114
untie	avbinda	joy	0.109
hunting	jakt	joy	0.109
opera	opera	joy	0.109
weight	vikt	joy	0.109
white	vit	joy	0.109
sand	sand	joy	0.109
wind	vind	joy	0.109
labor	arbetskraft	joy	0.106
classical	klassisk	joy	0.106
affliction	lidande	joy	0.103
lake	sjö	joy	0.103
organ	organ	joy	0.094
dwelling	bostad	joy	0.094
tree	träd	joy	0.090
pond	damm	joy	0.089
marrow	märg	joy	0.078
latte	latte	joy	0.078
sipping	sipping	joy	0.076
benign	godartad	joy	0.074
majority	majoritet	joy	0.073
leaf	blad	joy	0.065
troubles	bekymmer	joy	0.062
basketball	basketboll	joy	0.062
explosions	explosioner	joy	0.061
cream	grädde	joy	0.061
shepherd	herde	joy	0.058
tuesday	tisdag	joy	0.047
turbulence	turbulens	joy	0.045
calf	kalv	joy	0.040
hardship	strapats	joy	0.031
sixty	sextio	joy	0.016
unhappiness	olycka	joy	0.016
heartbreaking	förkrossande	sadness	0.969
mourning	sorg-	sadness	0.969
tragic	tragisk	sadness	0.961
holocaust	förintelse	sadness	0.953
suicidal	suicidal	sadness	0.941
misery	elände	sadness	0.938
massacre	massaker	sadness	0.931
euthanasia	dödshjälp	sadness	0.927
depression	depression	sadness	0.925
bereavement	förlust	sadness	0.922
grieving	sörjande	sadness	0.922
fatal	dödlig	sadness	0.922
bereaved	berövad	sadness	0.920
devastation	förödelse	sadness	0.917
death	död	sadness	0.915
devastated	förkrossad	sadness	0.912
suicide	självmord	sadness	0.912
catastrophe	katastrof	sadness	0.911
horrifying	skräckinjagande	sadness	0.907
tragedy	tragedi	sadness	0.906
depressing	deprimerande	sadness	0.906
died	dog	sadness	0.906
anguish	ångest	sadness	0.902
agony	vånda	sadness	0.900
deadly	dödligt	sadness	0.898
weeping	gråtande	sadness	0.896
stillbirth	dödfödsel	sadness	0.891
deceased	den avlidne	sadness	0.891
murderer	mördare	sadness	0.877
devastating	förödande	sadness	0.875
rape	våldta	sadness	0.875
cancer	cancer	sadness	0.875
dying	döende	sadness	0.875
sadness	sorg	sadness	0.864
morbidity	sjuklighet	sadness	0.864
crucifixion	crucifixion	sadness	0.859
grief	sorg	sadness	0.859
depressed	deprimerad	sadness	0.859
traumatic	traumatisk	sadness	0.859
atrocity	illdåd	sadness	0.859
execution	avrättning	sadness	0.859
abandonment	övergivenhet	sadness	0.859
perish	förgås	sadness	0.859
cadaver	kadaver	sadness	0.853
treachery	förräderi	sadness	0.848
betrayed	svikit	sadness	0.848
sad	ledsen	sadness	0.844
destroyed	förstörd	sadness	0.844
miserable	eländig	sadness	0.844
persecution	förföljelse	sadness	0.844
funeral	begravning	sadness	0.844
slaughtering	slakt	sadness	0.844
horrific	fruktansvärda	sadness	0.844
homicide	dråp	sadness	0.844
hopelessness	hopplöshet	sadness	0.844
grieve	sörja	sadness	0.844
sorrow	sorg	sadness	0.844
suffering	lidande	sadness	0.844
murderous	mördande	sadness	0.844
unhappiness	olycka	sadness	0.839
crippled	lam	sadness	0.836
bloodshed	blodsutgjutelse	sadness	0.836
pained	plågad	sadness	0.833
manslaughter	dråp	sadness	0.833
carnage	blodbad	sadness	0.833
unbearable	outhärdlig	sadness	0.830
stillborn	dödfödd	sadness	0.830
slavery	slaveri	sadness	0.828
torment	plåga	sadness	0.828
sickness	sjukdom	sadness	0.828
enslaved	enslaved	sadness	0.828
casualty	skadade	sadness	0.828
morbid	sjuklig	sadness	0.828
murder	mörda	sadness	0.828
mourn	sörja	sadness	0.828
helplessness	hjälplöshet	sadness	0.828
annihilation	förintelse	sadness	0.828
abandoned	övergiven	sadness	0.828
horrors	fasor	sadness	0.828
mutilation	stympning	sadness	0.828
annihilated	förintas	sadness	0.828
miscarriage	missfall	sadness	0.824
starvation	svält	sadness	0.819
killing	dödande	sadness	0.812
failure	fel	sadness	0.812
famine	svält	sadness	0.812
distraught	upprörd	sadness	0.812
childloss	NO TRANSLATION	sadness	0.812
burial	begravning	sadness	0.812
disgrace	skam	sadness	0.812
cruelty	grymhet	sadness	0.812
despair	förtvivlan	sadness	0.812
saddens	saddens	sadness	0.812
oppression	förtryck	sadness	0.812
sadly	tyvärr	sadness	0.812
mournful	sorgsen	sadness	0.812
terrorism	terrorism	sadness	0.812
heartache	sorg	sadness	0.812
bloody	blodig	sadness	0.806
perishing	förgås	sadness	0.804
inhumanity	omänsklighet	sadness	0.804
malignancy	malignitet	sadness	0.803
mortification	förödmjukelse	sadness	0.802
sarcoma	sarkom	sadness	0.797
lifeless	livlös	sadness	0.797
perished	dog	sadness	0.797
dreadful	hemsk	sadness	0.797
devastate	ödelägga	sadness	0.797
dreadfully	fruktansvärt	sadness	0.797
gallows	galge	sadness	0.797
lethal	dödlig	sadness	0.797
desolation	ödslighet	sadness	0.797
kill	döda	sadness	0.797
slave	slav	sadness	0.797
mortuary	bårhus	sadness	0.797
assassination	lönnmord	sadness	0.797
leukemia	leukemi	sadness	0.797
brokenheart	NO TRANSLATION	sadness	0.792
banishment	förvisning	sadness	0.790
afflict	plåga	sadness	0.789
disheartened	nedslagen	sadness	0.788
bury	begrava	sadness	0.781
crying	gråt	sadness	0.781
tumour	tumör	sadness	0.781
heartbreak	sorg	sadness	0.781
desecration	vanhelgande	sadness	0.781
demoralized	demoraliserade	sadness	0.781
terrorize	terrorisera	sadness	0.781
die	NO TRANSLATION	sadness	0.773
lynch	lyncha	sadness	0.773
sufferer	lidande person	sadness	0.770
loneliness	ensamhet	sadness	0.766
cemetery	kyrkogård	sadness	0.766
destitute	utblottad	sadness	0.766
torture	tortyr	sadness	0.766
abortion	abort	sadness	0.766
diseased	sjuklig	sadness	0.766
condolence	beklagande	sadness	0.766
fatality	dödsoffer	sadness	0.766
dismemberment	stympningen	sadness	0.766
doomed	dömd	sadness	0.766
fearful	rädd	sadness	0.766
slayer	baneman	sadness	0.766
painfully	plågsamt	sadness	0.758
moribund	döende	sadness	0.758
disaster	katastrof	sadness	0.758
depress	sänka	sadness	0.755
condemnation	fördömelse	sadness	0.754
desperation	desperation	sadness	0.750
hemorrhage	blödning	sadness	0.750
unhappy	olycklig	sadness	0.750
pandemic	pandemi	sadness	0.750
corpse	lik	sadness	0.750
depressive	depressiv	sadness	0.750
deplorable	beklaglig	sadness	0.750
defeated	besegras	sadness	0.750
doomsday	domedag	sadness	0.750
cry	gråta	sadness	0.750
victimized	offer	sadness	0.750
obliteration	utplånande	sadness	0.750
damnation	fördömelse	sadness	0.750
guilt	skuld	sadness	0.750
sickening	kväljande	sadness	0.750
terrorist	terrorist	sadness	0.750
sorrowful	sorgsen	sadness	0.750
incest	incest	sadness	0.750
painful	smärtsam	sadness	0.750
abduction	bortförande	sadness	0.750
regretful	beklagande	sadness	0.750
unfairness	orättvisa	sadness	0.745
molestation	ofredande	sadness	0.744
exile	exil	sadness	0.742
abysmal	bottenlös	sadness	0.742
hellish	helvetisk	sadness	0.738
exterminate	utrota	sadness	0.736
earthquake	jordbävning	sadness	0.734
betrayal	svek	sadness	0.734
orphan	föräldralös	sadness	0.734
slaughter	slakt	sadness	0.734
disgraced	disgraced	sadness	0.734
battered	slagna	sadness	0.734
assassin	mördare	sadness	0.734
horrid	otäck	sadness	0.734
miserably	eländigt	sadness	0.734
lonesome	ensam	sadness	0.734
morgue	bårhus	sadness	0.734
disastrous	katastrofal	sadness	0.734
warfare	krigföring	sadness	0.734
destroying	förstöra	sadness	0.734
homeless	hemlös	sadness	0.734
listless	håglös	sadness	0.729
unfortunately	tyvärr	sadness	0.727
grave	grav	sadness	0.727
emptiness	tomhet	sadness	0.727
alienated	aliene	sadness	0.727
fraught	fylld	sadness	0.722
emaciated	utmärglad	sadness	0.719
malicious	illvillig	sadness	0.719
atrophy	atrofi	sadness	0.719
cripple	krympling	sadness	0.719
ashamed	skamsen	sadness	0.719
leprosy	spetälska	sadness	0.719
violently	våldsamt	sadness	0.719
disheartening	nedslående	sadness	0.719
cried	ropade	sadness	0.719
woe	ve	sadness	0.719
horror	Skräck	sadness	0.719
heartless	hjärtlös	sadness	0.719
forsaken	övergiven	sadness	0.719
paralysis	förlamning	sadness	0.719
missing	saknas	sadness	0.719
danger	fara	sadness	0.719
pain	smärta	sadness	0.719
demise	frånfälle	sadness	0.717
disgruntled	missnöjd	sadness	0.712
rejected	avvisade	sadness	0.712
sickly	sjuklig	sadness	0.712
violence	våld	sadness	0.712
torn	trasig	sadness	0.710
calamity	katastrof	sadness	0.709
grim	bister	sadness	0.708
grievous	svår	sadness	0.704
disfigured	vanställd	sadness	0.703
punishing	straffa	sadness	0.703
extinct	utdöd	sadness	0.703
meltdown	härdsmälta	sadness	0.703
oppressor	förtryckare	sadness	0.703
deformed	deformerad	sadness	0.703
slaughterhouse	slakteri	sadness	0.703
humiliate	förödmjuka	sadness	0.703
inhuman	omänsklig	sadness	0.703
decomposition	sönderfall	sadness	0.703
suffocating	kvävande	sadness	0.703
hearse	likvagn	sadness	0.703
incurable	obotlig	sadness	0.703
buried	begravd	sadness	0.703
paralyzed	lam	sadness	0.703
carcinoma	carcinom	sadness	0.703
deformity	deformitet	sadness	0.703
crushed	krossad	sadness	0.703
isolate	isolera	sadness	0.703
tearful	tårfylld	sadness	0.703
abandon	överge	sadness	0.703
obit	obit	sadness	0.703
strangle	strypa	sadness	0.703
victim	offer	sadness	0.703
isolation	isolering	sadness	0.703
lifesucks	livet suger	sadness	0.700
hell	Helvete	sadness	0.700
ruinous	ödeläggande	sadness	0.698
widow	änka	sadness	0.697
banish	förvisa	sadness	0.697
accursed	förbannad	sadness	0.697
ruined	förstörd	sadness	0.697
vanished	försvann	sadness	0.695
displaced	förskjuten	sadness	0.691
poverty	fattigdom	sadness	0.690
hospice	härbärge	sadness	0.688
insanity	vansinne	sadness	0.688
depraved	depraverad	sadness	0.688
shooting	skytte	sadness	0.688
stab	hugg	sadness	0.688
pathetic	patetisk	sadness	0.688
foreveralone	för evigt ensam	sadness	0.688
dementia	demens	sadness	0.688
travesty	travesti	sadness	0.688
nohope	NO TRANSLATION	sadness	0.688
infidelity	otrohet	sadness	0.688
epidemic	epidemi	sadness	0.688
teary	rinnande	sadness	0.688
widower	änkling	sadness	0.688
terminal	terminal	sadness	0.688
neglected	försummad	sadness	0.688
illness	sjukdom	sadness	0.688
regretting	beklagligt	sadness	0.688
imprisoned	fången	sadness	0.688
hurtful	sårande	sadness	0.688
banished	förvisat	sadness	0.688
hurt	ont	sadness	0.688
deserted	folktom	sadness	0.688
hopeless	hopplös	sadness	0.688
sob	NO TRANSLATION	sadness	0.688
loss	förlust	sadness	0.688
dismissal	uppsägning	sadness	0.686
alienation	alienation	sadness	0.685
hardship	strapats	sadness	0.685
choke	sätta i halsen	sadness	0.682
kidnap	kidnappa	sadness	0.682
bleeding	blödning	sadness	0.673
obituary	dödsruna	sadness	0.672
missingyou	NO TRANSLATION	sadness	0.672
disabled	Inaktiverad	sadness	0.672
outcast	utstött	sadness	0.672
poison	förgifta	sadness	0.672
abortive	misslyckad	sadness	0.672
gory	blodig	sadness	0.672
disparage	nedvärdera	sadness	0.672
wail	jämra sig	sadness	0.672
malevolent	illvillig	sadness	0.672
imprisonment	fängelse	sadness	0.672
wretch	usling	sadness	0.672
feelingdown	NO TRANSLATION	sadness	0.672
wretched	usel	sadness	0.672
belittle	förringa	sadness	0.672
punished	straffad	sadness	0.672
deprivation	berövande	sadness	0.672
evil	ondska	sadness	0.672
coffin	Kista	sadness	0.672
woefully	bedrövligt	sadness	0.672
decomposed	sönderdelas	sadness	0.672
frightful	förskräcklig	sadness	0.672
despairing	förtvivlad	sadness	0.672
barren	karg	sadness	0.670
poisoned	förgiftad	sadness	0.667
executioner	bödel	sadness	0.667
disease	sjukdom	sadness	0.665
oppress	förtrycka	sadness	0.664
disembodied	disembodied	sadness	0.660
tear	riva	sadness	0.656
shitty	shitty	sadness	0.656
lamenting	beklaga	sadness	0.656
ruin	ruin	sadness	0.656
weep	gråta	sadness	0.656
lonely	ensam	sadness	0.656
jail	fängelse	sadness	0.656
steal	stjäla	sadness	0.656
mangle	NO TRANSLATION	sadness	0.656
hate	hata	sadness	0.656
ailing	sjuklig	sadness	0.656
dreary	trist	sadness	0.656
bleak	dyster	sadness	0.656
polio	polio	sadness	0.656
blighted	fördärvat	sadness	0.656
casket	skrin	sadness	0.656
demonic	demonisk	sadness	0.656
peril	fara	sadness	0.656
carcass	kadaver	sadness	0.653
beating	stryk	sadness	0.652
regretted	beklagade	sadness	0.652
cowardice	feghet	sadness	0.652
disability	handikapp	sadness	0.648
affliction	lidande	sadness	0.645
poisonous	giftig	sadness	0.641
emergency	nödsituation	sadness	0.641
perilous	farlig	sadness	0.641
awful	förfärlig	sadness	0.641
terribly	fruktansvärt	sadness	0.641
