word	Japanese-ja	emotion	emotion-intensity-score
sympathetic	同情的な	joy	0.188
patient	患者	joy	0.186
dollhouse	ドールハウス	joy	0.182
bath	浴	joy	0.182
score	スコア	joy	0.182
movingon	モンスーン	joy	0.182
supporter	サポーター	joy	0.180
accompaniment	伴奏	joy	0.179
pursuit	追求	joy	0.176
outburst	爆発	joy	0.176
frosty	冷たい	joy	0.174
workout	いい結果になる	joy	0.172
closure	閉鎖	joy	0.172
luncheon	ランチョン	joy	0.172
service	サービス	joy	0.172
wintery	冬	joy	0.172
wages	賃金	joy	0.169
civilized	文明化された	joy	0.169
fain	NO TRANSLATION	joy	0.167
december	12月	joy	0.167
acrobat	アクロバット	joy	0.162
glide	滑る	joy	0.162
finally	最後に	joy	0.157
reproductive	生殖	joy	0.156
elf	エルフ	joy	0.156
organization	組織	joy	0.156
stroll	散歩	joy	0.156
peppermint	ペパーミント	joy	0.156
break	ブレーク	joy	0.156
chai	チャイ	joy	0.156
obtainable	入手可能な	joy	0.156
bathtub	バスタブ	joy	0.156
advent	出現	joy	0.152
scifi	SF	joy	0.152
balm	香ばしい	joy	0.152
measured	測定された	joy	0.152
spaniel	スパニエル	joy	0.145
tan	タン	joy	0.141
ditty	ちょっとした	joy	0.141
bubble	バブル	joy	0.141
simple	単純	joy	0.141
oils	油	joy	0.141
beer	ビール	joy	0.141
green	緑	joy	0.137
buss	バス	joy	0.136
books	本	joy	0.136
makingdisciples	NO TRANSLATION	joy	0.136
chow	チョウ	joy	0.135
pitter	ピッタ	joy	0.134
flows	流れ	joy	0.130
silence	沈黙	joy	0.127
roadster	ロードスター	joy	0.125
solitude	孤独	joy	0.125
bookstore	書店	joy	0.125
wine	ワイン	joy	0.125
circumstances	状況	joy	0.125
japan	日本	joy	0.121
soak	浸す	joy	0.121
wilderness	荒野	joy	0.121
priesthood	神権	joy	0.121
critical	クリティカルな	joy	0.116
neutral	中性	joy	0.114
untie	アンティ	joy	0.109
hunting	狩猟	joy	0.109
opera	オペラ	joy	0.109
weight	重量	joy	0.109
white	白	joy	0.109
sand	砂	joy	0.109
wind	風	joy	0.109
labor	労働	joy	0.106
classical	クラシック	joy	0.106
affliction	苦しみ	joy	0.103
lake	湖	joy	0.103
organ	器官	joy	0.094
dwelling	住居	joy	0.094
tree	木	joy	0.090
pond	池	joy	0.089
marrow	骨髄	joy	0.078
latte	ラテ	joy	0.078
sipping	傷つける	joy	0.076
benign	良性	joy	0.074
majority	多数	joy	0.073
leaf	葉	joy	0.065
troubles	トラブル	joy	0.062
basketball	バスケットボール	joy	0.062
explosions	爆発	joy	0.061
cream	クリーム	joy	0.061
shepherd	羊飼い	joy	0.058
tuesday	火曜日	joy	0.047
turbulence	乱気流	joy	0.045
calf	カーフ	joy	0.040
hardship	苦難	joy	0.031
sixty	60歳	joy	0.016
unhappiness	不幸	joy	0.016
heartbreaking	悲惨な	sadness	0.969
mourning	嘆く	sadness	0.969
tragic	悲劇的な	sadness	0.961
holocaust	ホロコースト	sadness	0.953
suicidal	自殺	sadness	0.941
misery	不幸	sadness	0.938
massacre	虐殺	sadness	0.931
euthanasia	安楽死	sadness	0.927
depression	うつ病	sadness	0.925
bereavement	死別	sadness	0.922
grieving	悲しみ	sadness	0.922
fatal	致命的な	sadness	0.922
bereaved	遺族	sadness	0.920
devastation	荒廃	sadness	0.917
death	死	sadness	0.915
devastated	荒廃した	sadness	0.912
suicide	自殺	sadness	0.912
catastrophe	災害	sadness	0.911
horrifying	恐ろしい	sadness	0.907
tragedy	悲劇	sadness	0.906
depressing	落ち込む	sadness	0.906
died	死亡しました	sadness	0.906
anguish	苦悩	sadness	0.902
agony	苦しみ	sadness	0.900
deadly	致命的	sadness	0.898
weeping	泣く	sadness	0.896
stillbirth	死産	sadness	0.891
deceased	故人	sadness	0.891
murderer	殺人犯	sadness	0.877
devastating	壊滅的な	sadness	0.875
rape	レイプ	sadness	0.875
cancer	癌	sadness	0.875
dying	死んでいる	sadness	0.875
sadness	悲しみ	sadness	0.864
morbidity	罹患率	sadness	0.864
crucifixion	十字架	sadness	0.859
grief	悲しみ	sadness	0.859
depressed	落ち込んだ	sadness	0.859
traumatic	外傷性の	sadness	0.859
atrocity	残虐行為	sadness	0.859
execution	実行	sadness	0.859
abandonment	放棄	sadness	0.859
perish	滅びる	sadness	0.859
cadaver	死体	sadness	0.853
treachery	裏切り	sadness	0.848
betrayed	裏切られた	sadness	0.848
sad	悲しい	sadness	0.844
destroyed	破壊されました	sadness	0.844
miserable	悲惨な	sadness	0.844
persecution	迫害	sadness	0.844
funeral	葬儀	sadness	0.844
slaughtering	屠殺	sadness	0.844
horrific	恐ろしい	sadness	0.844
homicide	殺人	sadness	0.844
hopelessness	絶望	sadness	0.844
grieve	悲しむ	sadness	0.844
sorrow	悲しみ	sadness	0.844
suffering	苦しみ	sadness	0.844
murderous	殺人的な	sadness	0.844
unhappiness	不幸	sadness	0.839
crippled	不自由な	sadness	0.836
bloodshed	流血	sadness	0.836
pained	痛い	sadness	0.833
manslaughter	殺害	sadness	0.833
carnage	大虐殺	sadness	0.833
unbearable	耐え難い	sadness	0.830
stillborn	胎児	sadness	0.830
slavery	奴隷	sadness	0.828
torment	苦しめる	sadness	0.828
sickness	病気	sadness	0.828
enslaved	奴隷にされた	sadness	0.828
casualty	犠牲者	sadness	0.828
morbid	病的な	sadness	0.828
murder	殺人	sadness	0.828
mourn	嘆く	sadness	0.828
helplessness	無力	sadness	0.828
annihilation	消滅	sadness	0.828
abandoned	放棄された	sadness	0.828
horrors	恐怖	sadness	0.828
mutilation	切除	sadness	0.828
annihilated	絶滅した	sadness	0.828
miscarriage	流産	sadness	0.824
starvation	餓死	sadness	0.819
killing	殺す	sadness	0.812
failure	失敗	sadness	0.812
famine	飢饉	sadness	0.812
distraught	びっくりする	sadness	0.812
childloss	NO TRANSLATION	sadness	0.812
burial	埋葬	sadness	0.812
disgrace	恥ずべき	sadness	0.812
cruelty	残酷	sadness	0.812
despair	絶望	sadness	0.812
saddens	悲しい	sadness	0.812
oppression	抑圧	sadness	0.812
sadly	悲しいことに	sadness	0.812
mournful	悲しみの	sadness	0.812
terrorism	テロ	sadness	0.812
heartache	心痛	sadness	0.812
bloody	血まみれの	sadness	0.806
perishing	滅びる	sadness	0.804
inhumanity	非人道的な	sadness	0.804
malignancy	悪性腫瘍	sadness	0.803
mortification	苦行	sadness	0.802
sarcoma	肉腫	sadness	0.797
lifeless	生命のない	sadness	0.797
perished	死んだ	sadness	0.797
dreadful	恐ろしい	sadness	0.797
devastate	荒廃する	sadness	0.797
dreadfully	恐ろしい	sadness	0.797
gallows	教授	sadness	0.797
lethal	致死	sadness	0.797
desolation	荒廃	sadness	0.797
kill	殺します	sadness	0.797
slave	スレーブ	sadness	0.797
mortuary	葬儀屋	sadness	0.797
assassination	暗殺	sadness	0.797
leukemia	白血病	sadness	0.797
brokenheart	NO TRANSLATION	sadness	0.792
banishment	追放	sadness	0.790
afflict	苦しめる	sadness	0.789
disheartened	落胆した	sadness	0.788
bury	埋め込む	sadness	0.781
crying	泣く	sadness	0.781
tumour	腫瘍	sadness	0.781
heartbreak	悲しみ	sadness	0.781
desecration	冒涜	sadness	0.781
demoralized	腐った	sadness	0.781
terrorize	恐れる	sadness	0.781
die	NO TRANSLATION	sadness	0.773
lynch	リンチ	sadness	0.773
sufferer	苦しむ人	sadness	0.770
loneliness	孤独	sadness	0.766
cemetery	墓地	sadness	0.766
destitute	貧しい	sadness	0.766
torture	拷問	sadness	0.766
abortion	中絶	sadness	0.766
diseased	病気の	sadness	0.766
condolence	弔慰	sadness	0.766
fatality	死亡	sadness	0.766
dismemberment	断頭	sadness	0.766
doomed	運命の	sadness	0.766
fearful	恐ろしい	sadness	0.766
slayer	殺人者	sadness	0.766
painfully	痛い	sadness	0.758
moribund	瀕死の	sadness	0.758
disaster	災害	sadness	0.758
depress	落ち込む	sadness	0.755
condemnation	非難	sadness	0.754
desperation	絶望	sadness	0.750
hemorrhage	出血	sadness	0.750
unhappy	不幸	sadness	0.750
pandemic	パンデミック	sadness	0.750
corpse	死体	sadness	0.750
depressive	抑うつ	sadness	0.750
deplorable	嘆かわしい	sadness	0.750
defeated	敗北した	sadness	0.750
doomsday	最悪の日	sadness	0.750
cry	泣く	sadness	0.750
victimized	被害者	sadness	0.750
obliteration	閉塞	sadness	0.750
damnation	間違い	sadness	0.750
guilt	罪悪感	sadness	0.750
sickening	嫌な	sadness	0.750
terrorist	テロリスト	sadness	0.750
sorrowful	悲しい	sadness	0.750
incest	近親相姦	sadness	0.750
painful	痛い	sadness	0.750
abduction	拉致	sadness	0.750
regretful	残念な	sadness	0.750
unfairness	不公平	sadness	0.745
molestation	虐待	sadness	0.744
exile	亡命	sadness	0.742
abysmal	深刻な	sadness	0.742
hellish	地獄	sadness	0.738
exterminate	駆除する	sadness	0.736
earthquake	地震	sadness	0.734
betrayal	裏切り	sadness	0.734
orphan	孤児	sadness	0.734
slaughter	虐殺	sadness	0.734
disgraced	恥ずべき	sadness	0.734
battered	殴られた	sadness	0.734
assassin	暗殺者	sadness	0.734
horrid	恐ろしい	sadness	0.734
miserably	惨めな	sadness	0.734
lonesome	寂しい	sadness	0.734
morgue	死体安置所	sadness	0.734
disastrous	悲惨な	sadness	0.734
warfare	戦争	sadness	0.734
destroying	破壊	sadness	0.734
homeless	ホームレス	sadness	0.734
listless	無情な	sadness	0.729
unfortunately	残念ながら	sadness	0.727
grave	墓	sadness	0.727
emptiness	空虚	sadness	0.727
alienated	疎外された	sadness	0.727
fraught	恐るべき	sadness	0.722
emaciated	衰弱した	sadness	0.719
malicious	悪意のある	sadness	0.719
atrophy	萎縮	sadness	0.719
cripple	窮屈な	sadness	0.719
ashamed	恥ずかしい	sadness	0.719
leprosy	ハンセン病	sadness	0.719
violently	激しく	sadness	0.719
disheartening	気を失う	sadness	0.719
cried	泣いた	sadness	0.719
woe	悲惨	sadness	0.719
horror	ホラー	sadness	0.719
heartless	無情な	sadness	0.719
forsaken	忘れ去られた	sadness	0.719
paralysis	麻痺	sadness	0.719
missing	行方不明	sadness	0.719
danger	危険	sadness	0.719
pain	痛み	sadness	0.719
demise	没する	sadness	0.717
disgruntled	不満	sadness	0.712
rejected	拒否された	sadness	0.712
sickly	病気	sadness	0.712
violence	暴力	sadness	0.712
torn	引き裂かれた	sadness	0.710
calamity	災害	sadness	0.709
grim	恐るべき	sadness	0.708
grievous	悲しい	sadness	0.704
disfigured	醜い	sadness	0.703
punishing	罰する	sadness	0.703
extinct	絶滅した	sadness	0.703
meltdown	崩壊	sadness	0.703
oppressor	抑圧者	sadness	0.703
deformed	変形した	sadness	0.703
slaughterhouse	屠殺場	sadness	0.703
humiliate	屈辱的な	sadness	0.703
inhuman	非人道的な	sadness	0.703
decomposition	分解	sadness	0.703
suffocating	窒息する	sadness	0.703
hearse	霊柩車	sadness	0.703
incurable	不治の	sadness	0.703
buried	埋葬された	sadness	0.703
paralyzed	麻痺した	sadness	0.703
carcinoma	癌腫	sadness	0.703
deformity	変形	sadness	0.703
crushed	破砕されました	sadness	0.703
isolate	分離する	sadness	0.703
tearful	涙	sadness	0.703
abandon	放棄する	sadness	0.703
obit	出る	sadness	0.703
strangle	絞首刑	sadness	0.703
victim	犠牲者	sadness	0.703
isolation	隔離	sadness	0.703
lifesucks	ライフサック	sadness	0.700
hell	地獄	sadness	0.700
ruinous	破滅的な	sadness	0.698
widow	未亡人	sadness	0.697
banish	追い払う	sadness	0.697
accursed	呪われた	sadness	0.697
ruined	台無し	sadness	0.697
vanished	消えた	sadness	0.695
displaced	失踪した	sadness	0.691
poverty	貧困	sadness	0.690
hospice	ホスピス	sadness	0.688
insanity	狂気	sadness	0.688
depraved	堕落した	sadness	0.688
shooting	射撃	sadness	0.688
stab	刺す	sadness	0.688
pathetic	哀れな	sadness	0.688
foreveralone	いつまでも一人ぼっち	sadness	0.688
dementia	痴呆	sadness	0.688
travesty	駄作	sadness	0.688
nohope	NO TRANSLATION	sadness	0.688
infidelity	不倫	sadness	0.688
epidemic	流行	sadness	0.688
teary	涙	sadness	0.688
widower	男やもめ	sadness	0.688
terminal	ターミナル	sadness	0.688
neglected	無視された	sadness	0.688
illness	病気	sadness	0.688
regretting	後悔する	sadness	0.688
imprisoned	投獄された	sadness	0.688
hurtful	傷つける	sadness	0.688
banished	追放された	sadness	0.688
hurt	傷つける	sadness	0.688
deserted	捨てられた	sadness	0.688
hopeless	絶望的な	sadness	0.688
sob	NO TRANSLATION	sadness	0.688
loss	損失	sadness	0.688
dismissal	解任	sadness	0.686
alienation	疎外	sadness	0.685
hardship	苦難	sadness	0.685
choke	チョーク	sadness	0.682
kidnap	誘拐する	sadness	0.682
bleeding	出血	sadness	0.673
obituary	死亡記事	sadness	0.672
missingyou	NO TRANSLATION	sadness	0.672
disabled	無効	sadness	0.672
outcast	流出した	sadness	0.672
poison	毒	sadness	0.672
abortive	不完全な	sadness	0.672
gory	深刻な	sadness	0.672
disparage	卑劣な	sadness	0.672
wail	うめき声	sadness	0.672
malevolent	悪質な	sadness	0.672
imprisonment	投獄	sadness	0.672
wretch	惨めな	sadness	0.672
feelingdown	NO TRANSLATION	sadness	0.672
wretched	悲惨な	sadness	0.672
belittle	卑劣な	sadness	0.672
punished	処罰された	sadness	0.672
deprivation	剥奪	sadness	0.672
evil	悪の	sadness	0.672
coffin	棺	sadness	0.672
woefully	悲惨に	sadness	0.672
decomposed	分解された	sadness	0.672
frightful	恐ろしい	sadness	0.672
despairing	絶望する	sadness	0.672
barren	不毛	sadness	0.670
poisoned	中毒	sadness	0.667
executioner	実行者	sadness	0.667
disease	疾患	sadness	0.665
oppress	抑圧する	sadness	0.664
disembodied	体外	sadness	0.660
tear	涙	sadness	0.656
shitty	おっぱい	sadness	0.656
lamenting	嘆く	sadness	0.656
ruin	台無し	sadness	0.656
weep	泣く	sadness	0.656
lonely	寂しい	sadness	0.656
jail	刑務所	sadness	0.656
steal	スチール	sadness	0.656
mangle	マングル	sadness	0.656
hate	嫌い	sadness	0.656
ailing	病気の	sadness	0.656
dreary	荒々しい	sadness	0.656
bleak	荒涼	sadness	0.656
polio	ポリオ	sadness	0.656
blighted	荒れた	sadness	0.656
casket	棺	sadness	0.656
demonic	悪魔的な	sadness	0.656
peril	危険	sadness	0.656
carcass	カーカス	sadness	0.653
beating	打つ	sadness	0.652
regretted	後悔した	sadness	0.652
cowardice	臆病	sadness	0.652
disability	障害	sadness	0.648
affliction	苦しみ	sadness	0.645
poisonous	有毒	sadness	0.641
emergency	緊急	sadness	0.641
perilous	危険な	sadness	0.641
awful	ひどい	sadness	0.641
terribly	ひどく	sadness	0.641
scourge	惨めさ	sadness	0.641
sinful	罪深い	sadness	0.641
stricken	殴られた	sadness	0.641
hatred	憎しみ	sadness	0.641
powerless	力のない	sadness	0.641
termination	終了	sadness	0.641
exorcism	エクソシズム	sadness	0.641
woeful	悲惨な	sadness	0.641
drown	溺れる	sadness	0.641
inequality	不平等	sadness	0.641
infertility	不妊	sadness	0.641
incarceration	投獄	sadness	0.641
failing	失敗する	sadness	0.641
worry	心配	sadness	0.641
shroud	シュラウド	sadness	0.641
psychosis	精神病	sadness	0.638
demolish	解体する	sadness	0.636
lament	嘆く	sadness	0.636
disappointed	失望した	sadness	0.636
dismay	うんざりする	sadness	0.636
burdensome	負担	sadness	0.634
shattered	砕けた	sadness	0.630
mausoleum	霊廟	sadness	0.630
gloom	憂鬱	sadness	0.625
regret	後悔	sadness	0.625
cursed	呪われた	sadness	0.625
impotence	インポテンス	sadness	0.625
terminate	終了する	sadness	0.625
oppressive	抑圧的な	sadness	0.625
insurmountable	忍耐強い	sadness	0.625
abuse	乱用	sadness	0.625
forlorn	忘れ去られた	sadness	0.625
tyrant	暴君	sadness	0.625
disappointing	失望する	sadness	0.625
wound	創傷	sadness	0.625
demolished	破壊された	sadness	0.625
palsy	麻痺	sadness	0.625
schizophrenia	統合失調症	sadness	0.625
undesired	望ましくない	sadness	0.625
hurting	傷つける	sadness	0.625
lost	失われた	sadness	0.625
duress	強迫	sadness	0.625
bitterly	激しく	sadness	0.625
dishonor	不名誉	sadness	0.625
posthumous	死後の	sadness	0.625
wrecked	壊れた	sadness	0.625
deteriorate	劣化する	sadness	0.625
divorce	離婚	sadness	0.623
soulless	魂のない	sadness	0.623
melancholy	憂鬱	sadness	0.621
cremation	火葬	sadness	0.621
worried	心配している	sadness	0.621
plight	窮地	sadness	0.621
forsake	見捨てる	sadness	0.621
bomb	爆弾	sadness	0.621
unforgiving	容赦のない	sadness	0.612
sepsis	敗血症	sadness	0.611
irreparable	修復不可能な	sadness	0.609
sacrifices	犠牲	sadness	0.609
cruel	残酷な	sadness	0.609
dire	NO TRANSLATION	sadness	0.609
dilapidated	荒廃した	sadness	0.609
overwhelmed	圧倒される	sadness	0.609
disparaging	卑劣な	sadness	0.609
gore	ゴア	sadness	0.609
injured	負傷した	sadness	0.609
shameful	恥ずべき	sadness	0.609
fearfully	恐ろしい	sadness	0.609
worthless	役に立たない	sadness	0.609
injure	けがをする	sadness	0.609
faithless	信じられない	sadness	0.609
shatter	粉砕する	sadness	0.609
degrading	劣化する	sadness	0.609
ugliness	醜さ	sadness	0.609
subjugation	征服	sadness	0.609
debacle	大失敗	sadness	0.609
shackle	足かせ	sadness	0.609
disappoint	失望する	sadness	0.609
derogatory	侮辱的な	sadness	0.609
languishing	衰弱する	sadness	0.609
breakup	別れる	sadness	0.609
alcoholism	アルコール依存症	sadness	0.609
excluded	除外された	sadness	0.609
sinner	罪人	sadness	0.609
crushing	粉砕する	sadness	0.609
bankrupt	破産	sadness	0.609
guilty	有罪	sadness	0.609
curse	呪い	sadness	0.608
alone	単独で	sadness	0.600
robbery	強盗	sadness	0.600
anthrax	炭疽	sadness	0.600
angst	怒り	sadness	0.598
vendetta	復讐	sadness	0.594
remorse	後悔する	sadness	0.594
prison	刑務所	sadness	0.594
condolences	お悔やみ	sadness	0.594
chaos	混沌	sadness	0.594
demon	悪魔	sadness	0.594
abyss	深淵	sadness	0.594
contaminated	汚染された	sadness	0.594
irreconcilable	和解できない	sadness	0.594
broken	壊れた	sadness	0.594
offender	違反者	sadness	0.594
nothingness	無実	sadness	0.594
distress	苦痛	sadness	0.594
ill	病気	sadness	0.594
violation	違反	sadness	0.594
bawl	ボウル	sadness	0.594
shame	恥	sadness	0.594
disappointment	失望	sadness	0.594
captivity	捕虜	sadness	0.594
deportation	追放	sadness	0.594
downfall	落ちる	sadness	0.594
longing	憧れ	sadness	0.594
obliterate	抹消する	sadness	0.594
crypt	陰謀	sadness	0.594
martyrdom	殉教	sadness	0.594
eviction	追放	sadness	0.594
petloss	NO TRANSLATION	sadness	0.594
deprived	奪われた	sadness	0.594
losing	負け	sadness	0.594
crumbling	崩壊する	sadness	0.594
poaching	密猟	sadness	0.594
betray	裏切る	sadness	0.594
helpless	無力	sadness	0.594
somber	憂鬱な	sadness	0.594
dysentery	赤痢	sadness	0.593
melancholic	メランコリック	sadness	0.591
blight	疫病	sadness	0.591
rupture	破裂	sadness	0.588
traitor	裏切り者	sadness	0.588
haggard	皮肉な	sadness	0.587
lie	嘘つき	sadness	0.585
cholera	コレラ	sadness	0.583
damage	損傷	sadness	0.578
bully	いじめ	sadness	0.578
harmful	有害な	sadness	0.578
terrible	ひどい	sadness	0.578
gloomy	暗い	sadness	0.578
frighten	怖がる	sadness	0.578
degeneracy	縮退	sadness	0.578
whine	泣き叫ぶ	sadness	0.578
sordid	ソーダイド	sadness	0.578
undesirable	望ましくない	sadness	0.578
bitterness	苦味	sadness	0.578
humiliation	屈辱	sadness	0.578
unwell	不気味な	sadness	0.578
discrimination	差別	sadness	0.578
denied	否定された	sadness	0.578
immoral	不道徳な	sadness	0.578
turmoil	混乱	sadness	0.578
