word	Latvian-lv	emotion	emotion-intensity-score
birch	bērzs	fear	0.172
surprise	pārsteigums	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	pelavas	fear	0.172
composure	mierinājums	fear	0.172
interviewer	intervētājs	fear	0.172
less	mazāk	fear	0.167
coy	coy	fear	0.162
iris	iris	fear	0.160
audition	klausīšanās	fear	0.156
sly	viltīgs	fear	0.156
legalized	legalizēta	fear	0.156
intimately	cieši	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	atpakaļskaitīšana	fear	0.156
hearing	uzklausīšana	fear	0.156
bases	bāzes	fear	0.156
medication	zāles	fear	0.156
ceasefire	pamieru	fear	0.156
retirement	pensionēšanās	fear	0.156
courageous	drosmīgs	fear	0.154
overthinker	pārdomātājs	fear	0.153
backtrack	backtrack	fear	0.151
dawned	sasniedza	fear	0.150
censor	cenzūra	fear	0.149
bailiff	tiesu izpildītājs	fear	0.147
syllabus	mācību programma	fear	0.147
gent	Gent	fear	0.141
caricature	karikatūra	fear	0.141
rationality	racionalitāte	fear	0.141
cove	kārta	fear	0.141
newcomer	jaunpienācējs	fear	0.141
eventuality	iespējamība	fear	0.141
imagination	iztēle	fear	0.141
validity	derīguma termiņš	fear	0.141
waiting	gaida	fear	0.141
delay	kavēšanās	fear	0.141
shy	kautrīgs	fear	0.140
alreadyyyyy	jau yyyy	fear	0.140
symptom	simptoms	fear	0.133
excite	satraukt	fear	0.132
raccoon	jenots	fear	0.127
prevent	novērst	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	klauns	fear	0.125
ahhh	ahhh	fear	0.125
hawk	vanags	fear	0.125
campaigning	kampaņas	fear	0.125
soready	soready	fear	0.125
tryout	izmēģini	fear	0.125
marry	precēties	fear	0.125
sprite	sprite	fear	0.125
swim	peldēt	fear	0.125
gameday	Gameday	fear	0.125
sag	sag	fear	0.123
pharmacy	aptieka	fear	0.123
policeman	policists	fear	0.121
lace	mežģīnes	fear	0.111
dreamt	sapņoju	fear	0.111
holiness	svētums	fear	0.109
pray	lūdzieties	fear	0.109
weight	svars	fear	0.109
incase	gadījumā	fear	0.109
knot	mezgls	fear	0.109
confidence	uzticība	fear	0.109
notoriety	slavenība	fear	0.109
homework	mājasdarbs	fear	0.109
destination	galamērķis	fear	0.109
bigday	liela diena	fear	0.109
slender	tievs	fear	0.100
undecided	nav izlemts	fear	0.098
sympathetic	simpātisks	fear	0.097
god	dievs	fear	0.094
grades	pakāpes	fear	0.094
loyal	lojāls	fear	0.094
poise	uzņemt	fear	0.094
treat	ārstēt	fear	0.094
confident	pārliecināts	fear	0.094
counsellor	padomdevējs	fear	0.094
helmet	ķivere	fear	0.094
case	gadījums	fear	0.094
locate	atrodiet	fear	0.094
northeast	ziemeļaustrumiem	fear	0.088
compassion	līdzjūtība	fear	0.078
nurture	audzināt	fear	0.078
graduation	izlaidums	fear	0.078
graded	šķiroti	fear	0.075
mum	mamma	fear	0.070
infant	zīdainis	fear	0.067
civilians	civiliedzīvotāji	fear	0.062
soulmate	soulmate	fear	0.062
civilian	civilā	fear	0.062
cloudiness	mākoņainums	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	parāde	fear	0.062
cash	nauda	fear	0.062
journey	ceļojums	fear	0.062
guidelines	vadlīnijas	fear	0.062
youth	jaunatne	fear	0.062
opera	opera	fear	0.057
synonymous	sinonīms	fear	0.056
praying	lūgšanas	fear	0.047
honest	godīgi	fear	0.047
intelligence	izlūkdati	fear	0.038
romance	romantika	fear	0.031
lines	līnijas	fear	0.031
volunteer	brīvprātīgais	fear	0.031
obey	pakļauties	fear	0.016
happiest	laimīgākais	joy	0.986
happiness	laime	joy	0.984
bliss	svētlaime	joy	0.971
celebrating	svinēt	joy	0.970
jubilant	brīnišķīgs	joy	0.969
ecstatic	ekstāze	joy	0.954
elation	cildināšana	joy	0.944
bestdayever	vislabākais laiks	joy	0.938
beaming	starojošs	joy	0.938
loveee	loveee	joy	0.932
celebration	svinības	joy	0.929
awesomeness	prieks	joy	0.926
joy	prieks	joy	0.924
happily	laimīgi	joy	0.922
excitement	uztraukums	joy	0.922
euphoria	eiforija	joy	0.922
fabulous	pasakains	joy	0.922
joyous	priecīgs	joy	0.922
exuberance	pārpilnība	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	lovee	joy	0.920
gratitude	pateicība	joy	0.914
spectacular	iespaidīgs	joy	0.912
merriment	jautrība	joy	0.912
happydance	laimīgums	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	ļoti priecīgs	joy	0.909
triumphant	triumfējošs	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	ekstazī	joy	0.906
cheerful	jautrs	joy	0.906
cheer	uzmundrināt	joy	0.897
elated	pacēlies	joy	0.894
lovethis	mīlu šo	joy	0.891
laugh	smieties	joy	0.891
jolly	jautrs	joy	0.891
pleasures	baudas	joy	0.891
excitation	uzbudinājums	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	priecīgs	joy	0.891
exhilaration	uzmundrinājums	joy	0.891
marvelously	brīnišķīgi	joy	0.881
loving	mīlošs	joy	0.879
joyful	dzīvespriecīgs	joy	0.879
outstanding	izcili	joy	0.879
blissful	svētlaimīgs	joy	0.879
pleasurable	patīkams	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	entuziasts	joy	0.875
lovinglife	loveinglife	joy	0.875
glee	glee	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	tik laimīgs	joy	0.868
woohoo	woohoo	joy	0.864
laughing	smejies	joy	0.864
superb	lielisks	joy	0.864
wonderful	brīnišķīgs	joy	0.863
brilliant	izcili	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	uzmundrināšana	joy	0.859
hooray	vainags	joy	0.859
glory	godība	joy	0.859
celebrated	svinēja	joy	0.859
loved	mīlēja	joy	0.859
magnificent	lielisks	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	hallelujah	joy	0.859
exciting	aizraujoša	joy	0.853
heavenly	debesu	joy	0.853
thrilled	saviļņots	joy	0.851
mademyday	Ieprecināja uz visu dienu	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	svinēt	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	svētība	joy	0.844
wonderfully	lieliski	joy	0.844
sweetness	saldums	joy	0.833
marvellous	brīnišķīgs	joy	0.833
festive	svētku	joy	0.833
blessed	svētīts	joy	0.833
paradise	paradīze	joy	0.833
celebrations	svinības	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	smaidot	joy	0.828
enchanting	burvīgs	joy	0.828
love	mīlestība	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	mājas, mīļās mājas	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	smiekli	joy	0.824
marvelous	brīnišķīgs	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	svinīgs	joy	0.818
sensational	sensacionāls	joy	0.818
delightful	apburošs	joy	0.818
happyheart	laimīgais sirds	joy	0.818
rejoicing	priecāties	joy	0.818
joys	prieki	joy	0.818
goodness	labums	joy	0.818
excited	satraukti	joy	0.818
excellence	izcilība	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	neveikls	joy	0.814
glorious	krāšņs	joy	0.812
lovemaking	mīlēšanās	joy	0.812
rejoice	priecāties	joy	0.812
victorious	uzvarošs	joy	0.812
excellent	teicami	joy	0.812
bonanza	bonanza	joy	0.812
smiley	smaidiņš	joy	0.812
enjoy	Izbaudi	joy	0.812
splendid	lielisks	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	labi laiki	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	priecīga diena	joy	0.809
myfavorite	Mans mīļākais	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	prieks	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	prieks	joy	0.803
giggle	ķiķināšana	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	panākumi	joy	0.797
happier	laimīgāki	joy	0.797
dancing	dejot	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	krāšņums	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	pateicīgs	joy	0.789
splendor	krāšņums	joy	0.788
amuse	izklaidēt	joy	0.788
fun	jautri	joy	0.788
happy	laimīgs	joy	0.788
enchanted	enchanted	joy	0.781
glorify	slavēt	joy	0.781
glad	priecīgs	joy	0.781
beautiful	skaists	joy	0.781
solucky	tik veiksmīgs	joy	0.781
giggling	giggling	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	starojuma avots	joy	0.781
heavens	debesis	joy	0.779
perfection	pilnība	joy	0.779
christmassy	christmassy	joy	0.779
romance	romantika	joy	0.779
thrilling	aizraujošs	joy	0.776
miraculous	brīnumains	joy	0.773
fiesta	fiesta	joy	0.773
entertain	izklaidēt	joy	0.773
congrats	apsveicu	joy	0.773
cheers	priekā	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	pozitīvs	joy	0.773
lovable	mīļš	joy	0.773
cheered	uzmundrināja	joy	0.773
funday	jautra diena	joy	0.772
enjoying	bauda	joy	0.771
cuddling	cuddling	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	izklaidēja	joy	0.766
lifeisgood	dzīve ir laba	joy	0.766
thebest	vislabākais	joy	0.766
sosweet	tik salds	joy	0.766
smiles	smaidi	joy	0.766
delight	prieks	joy	0.765
orgasm	orgasma	joy	0.765
party	ballīte	joy	0.765
positive	pozitīvs	joy	0.761
cheerfulness	jautrība	joy	0.758
miracles	brīnumi	joy	0.758
sweetheart	mīļotā	joy	0.758
enlighten	apgaismo	joy	0.758
christmastime	Ziemassvētku laiks	joy	0.757
giddy	giddy	joy	0.757
romantic	romantisks	joy	0.750
gratify	apmierināt	joy	0.750
friendliness	draudzīgums	joy	0.750
laughs	smejas	joy	0.750
greatness	diženums	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	patīkami	joy	0.750
blessings	svētības	joy	0.750
smile	smaids	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	sagriezties	joy	0.748
jubilee	jubilejas	joy	0.742
enthusiasm	entuziasms	joy	0.742
triumph	triumfs	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	burvju	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	brīnums	joy	0.742
rewarding	atalgojot	joy	0.742
feelgood	justies labi	joy	0.736
prosperity	labklājība	joy	0.735
luxurious	grezns	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	dzīva	joy	0.734
goodday	laba diena	joy	0.734
passionate	kaislīgs	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	enchant	joy	0.734
victory	uzvaru	joy	0.734
admiration	apbrīna	joy	0.734
tgif	tgif	joy	0.734
glorification	pagodināšana	joy	0.733
sing	dzied	joy	0.729
glowing	kvēlojošs	joy	0.729
breathtaking	aizraujošs	joy	0.728
fulfillment	izpildījums	joy	0.728
yessss	yessss	joy	0.728
cheery	jautrs	joy	0.727
thankful	pateicīgs	joy	0.727
hurrah	viesuļvētra	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	santa	joy	0.727
award	balvu	joy	0.727
atpeace	atpeace	joy	0.727
win	uzvarēt	joy	0.727
merry	prieks	joy	0.727
pleased	apmierināts	joy	0.725
radiance	spožums	joy	0.725
inspiration	iedvesma	joy	0.725
uplift	pacelšana	joy	0.723
optimistic	optimistisks	joy	0.723
heaven	debesis	joy	0.721
lucky	laimīgs	joy	0.721
thrill	aizraušanās	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	brīvdienas	joy	0.721
harmony	harmonija	joy	0.719
brighten	atdzīvoties	joy	0.719
lover	mīļākais	joy	0.719
heartfelt	sirsnīgi	joy	0.719
utopian	utopisks	joy	0.719
xmas	xmas	joy	0.719
lovely	jauki	joy	0.719
amusement	izklaide	joy	0.719
congratulatory	apsveikums	joy	0.719
praising	slavē	joy	0.719
thriving	plaukstoša	joy	0.719
perfect	ideāls	joy	0.719
magic	maģija	joy	0.712
luckiest	laimīgākais	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	greznība	joy	0.712
bestfeeling	vislabākā izjūta	joy	0.712
treasures	dārgumi	joy	0.712
achievement	sasniegums	joy	0.712
yay	yay	joy	0.712
holiday	svētki	joy	0.712
intimate	intīms	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	mocīt	joy	0.706
rave	rave	joy	0.706
proud	lepns	joy	0.704
truelove	īsta mīlestība	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	pārsteidzoši	joy	0.703
goodnews	labas ziņas	joy	0.703
optimism	optimisms	joy	0.703
satisfying	atbilst	joy	0.703
gooood	goouda	joy	0.703
sweetest	saldākais	joy	0.703
cherish	lolot	joy	0.703
goodlife	laba dzīve	joy	0.703
beautification	beautification	joy	0.703
appreciates	novērtē	joy	0.703
winning	uzvarot	joy	0.703
cuddled	cuddled	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	izklaidēja	joy	0.700
excite	satraukt	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	dzimšanas diena	joy	0.691
metime	metime	joy	0.688
favorite	mīļākais	joy	0.688
honored	cienījams	joy	0.688
content	saturs	joy	0.688
godsend	nelaimes gadījums	joy	0.688
entertaining	izklaidējošs	joy	0.688
angelic	angelisks	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	pielūgšana	joy	0.688
exquisite	izsmalcināts	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	dārgakmeņi	joy	0.682
majestic	majestātisks	joy	0.682
appreciated	novērtēts	joy	0.682
luscious	salds	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	pasmaidīja	joy	0.682
bestfriends	labākie draugi	joy	0.682
exaltation	paaugstināšana	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	spilgtāk	joy	0.682
tranquility	miers	joy	0.679
marry	precēties	joy	0.676
embrace	apņemt	joy	0.676
positively	pozitīvi	joy	0.676
dearest	mīļākais	joy	0.672
relaxation	relaksācija	joy	0.672
accomplished	paveikts	joy	0.672
hug	ķēriens	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	smaida	joy	0.672
enliven	atdzīvināt	joy	0.672
contentment	apmierinājums	joy	0.672
hilarious	jautrs	joy	0.672
giggles	giggles	joy	0.672
bountiful	bountiful	joy	0.667
victor	uzvarētājs	joy	0.667
adore	adore	joy	0.667
boisterous	satriecošs	joy	0.667
fulfilled	izpildīts	joy	0.667
fulfill	izpildīt	joy	0.664
cuddles	cuddles	joy	0.662
prosperous	pārtikusi	joy	0.660
romanticism	romantisms	joy	0.656
humor	humors	joy	0.656
glow	svelme	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	patīkams	joy	0.656
appreciation	atzinību	joy	0.656
encouraged	ieteicams	joy	0.656
satisfy	apmierināt	joy	0.656
serenity	mierīgums	joy	0.656
captivate	aizraut	joy	0.656
besties	besties	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	apmierinātība	joy	0.652
treasure	dārgums	joy	0.652
engaged	iesaistīts	joy	0.652
praises	slavē	joy	0.652
abundance	pārpilnība	joy	0.652
fortunes	liktenis	joy	0.652
relaxing	relaksējoša	joy	0.652
praised	slavēja	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	papildināt	joy	0.647
affection	pieķeršanās	joy	0.647
relieved	atbrīvots	joy	0.647
carnival	karnevāls	joy	0.643
divine	dievišķa	joy	0.641
saintly	svētais	joy	0.641
harmoniously	harmoniski	joy	0.641
achieve	sasniegt	joy	0.641
thanksgiving	pateicība	joy	0.641
jackpot	džekpots	joy	0.641
priceless	nenovērtējams	joy	0.641
sensuality	jutekliskums	joy	0.641
champion	čempions	joy	0.641
wedding	kāzas	joy	0.641
uplifting	pacelšana	joy	0.641
climax	kulminācija	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	miermīlīgs	joy	0.636
twinkle	mirgot	joy	0.636
reverie	dusmas	joy	0.636
exalt	paātrināt	joy	0.636
winner	uzvarētājs	joy	0.636
felicity	svētums	joy	0.636
cuddle	cuddle	joy	0.636
comforting	mierinājums	joy	0.636
honeymoon	medusmēnesis	joy	0.636
xoxo	bučas un apskāvieni	joy	0.634
amusing	smieklīgi	joy	0.625
reward	atlīdzība	joy	0.625
fondness	mīlestība	joy	0.625
hearts	sirdis	joy	0.625
brighter	gaišāks	joy	0.625
sweet	salds	joy	0.625
stargazing	stargazing	joy	0.625
festival	festivāls	joy	0.625
snuggling	atslābināties	joy	0.625
generosity	dāsnums	joy	0.625
gorgeous	krāšņs	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	sekss	joy	0.622
parade	parāde	joy	0.621
applause	aplausi	joy	0.621
genial	ģeniāls	joy	0.621
beauty	skaistums	joy	0.621
kind	laipns	joy	0.621
newlife	jauna dzīve	joy	0.618
aspiring	centieni	joy	0.618
fulfilling	izpildot	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	tikumīgs	joy	0.613
kiss	skūpsts	joy	0.610
winnings	laimesti	joy	0.609
praiseworthy	slavējams	joy	0.609
rainbows	varavīksnes	joy	0.609
generous	dāsna	joy	0.609
enlightenment	apgaismība	joy	0.609
playful	rotaļīgs	joy	0.609
christmas	Ziemassvētki	joy	0.609
super	super	joy	0.609
elegance	elegance	joy	0.609
rekindle	atbaidīt	joy	0.609
awards	balvas	joy	0.609
adorable	burvīgs	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	neatkarība	joy	0.607
successful	veiksmīga	joy	0.606
onelove	viena mīlestība	joy	0.606
kindness	laipnība	joy	0.606
freely	brīvi	joy	0.606
surprises	pārsteigumi	joy	0.606
inspired	iedvesmoja	joy	0.606
hilarity	jautrība	joy	0.606
wonder	brīnums	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	izklaide	joy	0.603
whimsical	dīvains	joy	0.603
passion	kaislība	joy	0.603
beautify	izdaiļot	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	saullēkts	joy	0.600
godisgood	Dievs ir labs	joy	0.597
whoo	whoo	joy	0.594
angel	eņģelis	joy	0.594
thankgod	Paldies Dievam	joy	0.594
accomplishment	sasniegums	joy	0.594
flirt	flirts	joy	0.594
goodmusic	laba mūzika	joy	0.594
snuggled	snuggled	joy	0.594
revere	revere	joy	0.594
inspire	iedvesmot	joy	0.594
fanfare	fanfare	joy	0.594
peacefully	mierīgi	joy	0.594
jesus	Jēzus	joy	0.594
goodies	labumi	joy	0.594
heroic	varonīgs	joy	0.591
fortune	laime	joy	0.591
friendship	draudzība	joy	0.591
singing	dziedāšana	joy	0.591
exalted	paaugstināts	joy	0.591
summer	vasara	joy	0.591
highest	visaugstākais	joy	0.591
overflowing	pārpildīts	joy	0.588
contented	apmierināts	joy	0.588
woot	woot	joy	0.588
rollicking	aplaupīšana	joy	0.588
hope	ceru	joy	0.586
accolade	accolade	joy	0.586
cozy	mājīgs	joy	0.583
delicious	garšīgi	joy	0.579
friendly	draudzīgs	joy	0.578
sensuous	juteklisks	joy	0.578
darling	dārgais	joy	0.578
picturesque	gleznaini	joy	0.578
raving	trakojošs	joy	0.578
praise	slavēt	joy	0.578
everlasting	mūžīgs	joy	0.578
ambition	ambīcijas	joy	0.578
thelife	dzīve	joy	0.578
sparkle	dzirksti	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	laimīgā meitene	joy	0.576
flattering	glaimojošs	joy	0.576
sensual	juteklīgs	joy	0.576
heroism	varonība	joy	0.576
succeeding	panākumi	joy	0.576
grace	žēlastība	joy	0.576
peace	miers	joy	0.576
livelife	dzīvo dzīvi	joy	0.574
special	īpašs	joy	0.574
tantalizing	tantalizing	joy	0.572
pumped	sūknēts	joy	0.567
worthwhile	vērts	joy	0.562
revels	revels	joy	0.562
prevail	dominē	joy	0.562
liking	patīk	joy	0.562
sunny	saulains	joy	0.562
relax	atpūsties	joy	0.562
surprise	pārsteigums	joy	0.562
hugs	hugs	joy	0.562
admirable	apbrīnojams	joy	0.562
hero	varonis	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	humoristisks	joy	0.562
sweets	saldumi	joy	0.562
prosper	plaukt	joy	0.562
superstar	superzvaigzne	joy	0.562
favorable	labvēlīgs	joy	0.561
bless	svētī	joy	0.561
tenderness	maigums	joy	0.561
freedom	brīvība	joy	0.561
masterpiece	meistardarbs	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	sapņi	joy	0.559
hopeful	cerams	joy	0.559
home	mājas	joy	0.559
cruising	kreisēšanas	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	uzticība	joy	0.553
closeness	tuvums	joy	0.552
eagerness	aizrautība	joy	0.552
comfy	ērts	joy	0.551
sunshine	saule	joy	0.551
confidence	uzticība	joy	0.547
mistletoe	āmuļi	joy	0.547
elite	elite	joy	0.547
celestial	debess	joy	0.547
heart	sirds	joy	0.547
completion	pabeigšana	joy	0.547
good	labi	joy	0.547
daughter	meita	joy	0.547
gifts	dāvanas	joy	0.547
astonishment	pārsteigums	joy	0.547
bonus	bonuss	joy	0.547
goodmorning	Labrīt	joy	0.547
lifted	atcelts	joy	0.547
zeal	centība	joy	0.547
illuminate	apgaismot	joy	0.547
gift	dāvana	joy	0.547
vacation	brīvdienas	joy	0.547
charmed	sajūsmināts	joy	0.546
recreation	atpūta	joy	0.545
encouragement	iedrošinājums	joy	0.545
gush	gush	joy	0.545
sublime	cildens	joy	0.545
dance	dejot	joy	0.545
god	dievs	joy	0.545
free	bez maksas	joy	0.544
freshstart	jauns sākums	joy	0.544
savior	glābējs	joy	0.543
sanctuary	svētnīca	joy	0.541
grandchildren	mazbērni	joy	0.540
wellness	labsajūta	joy	0.537
revel	priecāties	joy	0.534
inspirational	iedvesmojošs	joy	0.531
savor	izbaudīt	joy	0.531
matrimony	laulība	joy	0.531
money	nauda	joy	0.531
rainbow	varavīksne	joy	0.531
confident	pārliecināts	joy	0.531
bridal	līgavas	joy	0.531
music	mūzika	joy	0.531
fab	fab	joy	0.531
serene	mierīgs	joy	0.531
alive	dzīvs	joy	0.531
holiness	svētums	joy	0.531
vitality	vitalitāte	joy	0.531
liberation	atbrīvošana	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	nomierinoša	joy	0.531
soar	planēt	joy	0.531
firstborn	pirmdzimtais	joy	0.531
elegant	elegants	joy	0.530
mastery	meistarība	joy	0.530
illumination	apgaismojums	joy	0.530
welcomed	apsveicams	joy	0.530
warmth	siltums	joy	0.530
blossom	ziedēt	joy	0.530
glimmer	mirdzums	joy	0.530
faithful	uzticīgs	joy	0.529
treat	ārstēt	joy	0.529
snuggles	snuggles	joy	0.522
laurels	lauvas	joy	0.521
commendable	slavējams	joy	0.519
powerful	spēcīgs	joy	0.516
silly	muļķīgi	joy	0.516
