word	Nyanja (Chichewa)-ny	emotion	emotion-intensity-score
approve	kuvomereza	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	ulendo	joy	0.447
meditation	kusinkhasinkha	joy	0.446
relaxed	omasuka	joy	0.442
tranquil	mtendere	joy	0.441
weekend	Lamlungu	joy	0.441
present	panopa	joy	0.441
tender	zachifundo	joy	0.441
nostalgic	nostalgic	joy	0.439
prayer	pemphero	joy	0.439
sharing	kugawa	joy	0.439
esteem	ulemu	joy	0.439
lyrical	nyimbo	joy	0.439
righteousness	chilungamo	joy	0.439
share	agawana	joy	0.438
husband	mwamuna	joy	0.438
life	moyo	joy	0.438
sonnet	sonnet	joy	0.438
relief	mpumulo	joy	0.438
unbeaten	osadziwika	joy	0.438
newday	tsiku latsopano	joy	0.438
meditate	sinkhasinkha	joy	0.438
mighty	wamphamvu	joy	0.438
eager	mwachidwi	joy	0.438
strength	mphamvu	joy	0.438
warm	kutentha	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	mzanga	joy	0.427
oneness	umodzi	joy	0.426
unsurpassed	osadalirika	joy	0.424
ejaculation	kuthamangitsidwa	joy	0.424
unconstrained	osagwirizana	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	medal	joy	0.424
amen	ameni	joy	0.424
candlelight	kandulo	joy	0.424
reverence	kulemekeza	joy	0.424
healthful	wathanzi	joy	0.424
carols	carols	joy	0.424
sledding	kusunthira	joy	0.422
wealth	chuma	joy	0.422
graduation	kumaliza maphunziro	joy	0.422
frisky	frisky	joy	0.422
energy	mphamvu	joy	0.422
calmness	kukhazikika	joy	0.422
beginnings	zoyambira	joy	0.422
safe	otetezeka	joy	0.422
musical	nyimbo	joy	0.422
symphony	symphony	joy	0.422
lml	lml	joy	0.422
glitter	glitter	joy	0.422
ease	kumasuka	joy	0.422
helpful	zothandiza	joy	0.422
soundness	kumveka	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	lonjezo	joy	0.415
reunite	kubwerezananso	joy	0.414
salvation	chipulumutso	joy	0.412
mother	mayi	joy	0.412
poems	ndakatulo	joy	0.412
inauguration	kutsegulira	joy	0.409
immaculate	osayera	joy	0.409
lighten	kuyatsa	joy	0.409
aromatherapy	aromatherapy	joy	0.409
travel	kuyenda	joy	0.409
lavender	lavender	joy	0.409
purify	kuyeretsa	joy	0.409
clown	osayankhula	joy	0.409
star	nyenyezi	joy	0.406
cash	ndalama	joy	0.406
heal	kuchiza	joy	0.406
completing	kukwaniritsa	joy	0.406
companion	mnzanga	joy	0.406
live	khalani	joy	0.406
flowers	maluwa	joy	0.406
wishing	akulakalaka	joy	0.406
charity	chikondi	joy	0.406
opportune	yoyenera	joy	0.406
income	ndalama	joy	0.403
soul	moyo	joy	0.401
munchies	munchies	joy	0.400
indescribable	zosawerengeka	joy	0.397
progress	kupita patsogolo	joy	0.397
emancipation	kumasulidwa	joy	0.397
christian	christian	joy	0.397
hammock	nyundo	joy	0.394
together	pamodzi	joy	0.394
equality	kulingana	joy	0.394
fullness	chidzalo	joy	0.394
picnic	zojambulajambula	joy	0.394
calm	khalani chete	joy	0.394
childhood	ubwana	joy	0.394
rhythmical	zizindikiro	joy	0.394
movies	mafilimu	joy	0.393
zealous	achangu	joy	0.393
littlethings	zinthu zazing'ono	joy	0.391
humanity	umunthu	joy	0.391
starry	nyenyezi	joy	0.391
playground	malo ochitira masewera	joy	0.391
adventures	masewera	joy	0.391
meaningful	zopindulitsa	joy	0.391
choir	choyimba	joy	0.391
affluence	chuma	joy	0.391
warms	zimasokoneza	joy	0.391
goofy	goofy	joy	0.391
auspicious	zosavuta	joy	0.391
gesture	chizindikiro	joy	0.387
vow	lumbiro	joy	0.382
shopping	kugula	joy	0.382
witty	wochenjera	joy	0.382
communion	mgonero	joy	0.379
vibes	imamveka	joy	0.379
worship	kupembedza	joy	0.379
jump	dumpha	joy	0.379
reverend	reverend	joy	0.377
advance	kupita patsogolo	joy	0.375
beaches	mabombe	joy	0.375
youth	achinyamata	joy	0.375
spirits	mizimu	joy	0.375
simplicity	kuphweka	joy	0.375
full	wodzaza	joy	0.375
rising	kukwera	joy	0.375
hymn	nyimbo	joy	0.375
unique	wapadera	joy	0.375
redeemed	anawomboledwa	joy	0.375
scenic	zooneka bwino	joy	0.375
mirth	kusangalala	joy	0.375
courtship	chibwenzi	joy	0.375
experience	chidziwitso	joy	0.375
reunion	kuphatikiza	joy	0.375
sonorous	sonorous	joy	0.375
unforgettable	chosakumbukika	joy	0.375
baptismal	kubatizidwa	joy	0.368
alliance	mgwirizano	joy	0.368
grant	perekani	joy	0.366
conciliation	chiyanjano	joy	0.364
moonlight	kuwala kwa mwezi	joy	0.364
sanctification	kuyeretsedwa	joy	0.364
improves	bwino	joy	0.364
improve	kusintha	joy	0.364
pure	choyera	joy	0.364
authentic	zenizeni	joy	0.364
kitten	chipewa	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	raspberries	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	kukhulupirika	joy	0.359
feeling	kumverera	joy	0.359
devotional	zopembedza	joy	0.359
proficiency	luso	joy	0.359
tinsel	tinsel	joy	0.359
revival	chitsitsimutso	joy	0.359
sanctify	kuyeretsani	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	odziimira okha	joy	0.359
cocoa	kakala	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	dolphin	joy	0.348
choral	chola	joy	0.348
deliverance	chiwombolo	joy	0.348
romp	kupweteka	joy	0.348
roaring	akubangula	joy	0.348
melody	nyimbo	joy	0.348
favor	chisomo	joy	0.348
unification	mgwirizano	joy	0.348
exceed	kudutsa	joy	0.348
purpose	cholinga	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	chochita	joy	0.344
voluptuous	voluptuous	joy	0.344
fruits	zipatso	joy	0.344
thx	THX	joy	0.344
newstart	chipinda chatsopano	joy	0.344
manicure	manicure	joy	0.344
date	tsiku	joy	0.344
kiddos	kiddos	joy	0.344
roadtrip	msewu	joy	0.344
cookies	cookies	joy	0.344
hedonism	hedonism	joy	0.344
humble	wodzichepetsa	joy	0.344
electric	magetsi	joy	0.344
pledge	chikole	joy	0.344
celebrity	wotchuka	joy	0.342
rhythm	rhythm	joy	0.338
bridesmaid	wokwatiwa	joy	0.338
snowday	chisanu	joy	0.333
young	wamng'ono	joy	0.333
coffee	khofi	joy	0.333
edification	kumangiriza	joy	0.333
obliging	chokakamiza	joy	0.333
renovation	kukonzanso	joy	0.333
familiarity	chidziwitso	joy	0.333
garden	munda	joy	0.333
spa	spa	joy	0.333
dawn	m'maŵa	joy	0.333
connoisseur	wosangalatsa	joy	0.333
partner	mnzanga	joy	0.333
gazing	kuyang'ana	joy	0.333
foodie	chimadyo	joy	0.331
synchronize	synchronize	joy	0.329
tribulation	chisautso	joy	0.328
healing	machiritso	joy	0.328
saint	woyera	joy	0.328
chirping	kuimba	joy	0.328
hobby	zosangalatsa	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	carol	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	salimo	joy	0.328
pedicure	pedicure	joy	0.328
amnesty	chikhululuko	joy	0.328
respite	mpumulo	joy	0.324
mellow	wodekha	joy	0.318
lazyday	NO TRANSLATION	joy	0.318
recreational	zosangalatsa	joy	0.318
restorative	kubwezeretsa	joy	0.318
cousins	azibale ake	joy	0.318
classics	zojambulajambula	joy	0.318
reconciliation	chiyanjanitso	joy	0.316
dove	nkhunda	joy	0.312
living	kukhala moyo	joy	0.312
presto	presto	joy	0.312
crafts	zamisiri	joy	0.312
recovery	kuchira	joy	0.312
woods	mitengo	joy	0.312
sunset	dzuwa litalowa	joy	0.312
fitness	thupi	joy	0.312
playhouse	nyumba ya masewera	joy	0.312
superman	superman	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	nzeru	joy	0.312
deal	kuchita	joy	0.312
simplify	khalani osavuta	joy	0.312
lord	mbuye	joy	0.312
sterling	sterling	joy	0.312
progression	kupita patsogolo	joy	0.312
relight	wodalirika	joy	0.312
pony	ponyoni	joy	0.312
infant	khanda	joy	0.309
improvement	kusintha	joy	0.309
absolution	kusinthika	joy	0.306
gently	modzichepetsa	joy	0.303
established	atakhazikitsidwa	joy	0.303
honest	owona mtima	joy	0.303
decorating	zokongoletsera	joy	0.303
endless	zosatha	joy	0.303
banquet	phwando	joy	0.303
providing	kupereka	joy	0.300
mine	zanga	joy	0.297
fraternal	abale	joy	0.297
notable	zochititsa chidwi	joy	0.297
feat	feat	joy	0.297
harvest	zokolola	joy	0.297
quaint	zochepa	joy	0.297
softly	mopepuka	joy	0.297
spiritual	zauzimu	joy	0.297
morals	makhalidwe	joy	0.297
lounging	kupempha	joy	0.297
light	kuwala	joy	0.297
breeze	mphepo	joy	0.297
strolling	kuyenda	joy	0.297
spending	kugwiritsa ntchito	joy	0.297
meditating	kusinkhasinkha	joy	0.297
joker	joker	joy	0.297
yearning	ndikulakalaka	joy	0.297
growth	kukula	joy	0.297
fervor	mwamphamvu	joy	0.295
quotes	ndemanga	joy	0.294
volunteer	kudzipereka	joy	0.294
psalms	masalmo	joy	0.288
hippie	hippie	joy	0.288
gain	phindu	joy	0.288
taoism	taoism	joy	0.288
midwife	mzamba	joy	0.288
resources	zothandizira	joy	0.288
create	Pangani	joy	0.288
receiving	kulandira	joy	0.287
ocean	nyanja	joy	0.286
snowfall	chisanu	joy	0.286
lsd	lsd	joy	0.286
hiking	kuyenda	joy	0.283
chill	chill	joy	0.281
truce	chisokonezo	joy	0.281
infinity	zopanda malire	joy	0.281
toast	toast	joy	0.281
destination	kupita kopita	joy	0.281
buddhist	Buddhist	joy	0.281
rested	apumula	joy	0.281
candid	ofuna	joy	0.281
evergreen	zobiriwira	joy	0.281
unwind	sungani	joy	0.281
buzzing	kuthamanga	joy	0.281
venerable	olemekezeka	joy	0.279
balance	malire	joy	0.275
retirement	pantchito	joy	0.275
compensate	malipiro	joy	0.273
swim	kusambira	joy	0.273
drinks	zakumwa	joy	0.273
devout	wodzipatulira	joy	0.273
buddha	buddha	joy	0.273
rapt	chiwonongeke	joy	0.273
fireplace	moto	joy	0.273
snowing	chisanu	joy	0.271
sublimation	sublimation	joy	0.270
fruity	fruity	joy	0.268
humility	kudzichepetsa	joy	0.266
paragon	paragon	joy	0.266
ministry	utumiki	joy	0.266
sunday	dzuwa	joy	0.266
salute	landirani moni	joy	0.266
fortitude	kulimba mtima	joy	0.266
whim	ndikuwombera	joy	0.266
sun	dzuwa	joy	0.266
sketching	zojambulajambula	joy	0.266
waves	mafunde	joy	0.266
buddhism	budha	joy	0.266
cathedral	katolika	joy	0.266
yoga	yoga	joy	0.266
artwork	zithunzi	joy	0.265
practiced	ankachita	joy	0.264
clean	zoyera	joy	0.260
found	apezeka	joy	0.258
fitting	zoyenera	joy	0.258
immerse	kumiza	joy	0.258
running	akuthamanga	joy	0.258
clarity	chidziwitso	joy	0.258
food	chakudya	joy	0.258
exercise	zolimbitsa thupi	joy	0.258
autumn	m'dzinja	joy	0.254
ardent	mwamphamvu	joy	0.250
fit	zoyenera	joy	0.250
mountain	phiri	joy	0.250
expedient	zothandiza	joy	0.250
diary	diary	joy	0.250
candles	makandulo	joy	0.250
outdoors	kunja	joy	0.250
chilled	chilled	joy	0.250
clap	kuomba	joy	0.250
contagious	wothandizira	joy	0.250
chirp	chirp	joy	0.250
morning	m'mawa	joy	0.250
visitor	mlendo	joy	0.250
hardy	olimba	joy	0.250
countryside	kumidzi	joy	0.250
undying	kusokoneza	joy	0.250
football	mpira	joy	0.250
advocacy	kulengeza	joy	0.250
demonstrative	zosonyeza	joy	0.250
cradle	mwambo	joy	0.247
trance	masewero	joy	0.246
breakfast	kadzutsa	joy	0.242
grow	kukula	joy	0.242
pay	kulipira	joy	0.242
preservative	zosungira	joy	0.242
intense	kwambiri	joy	0.242
supremacy	ukulu	joy	0.242
church	tchalitchi	joy	0.242
procession	maulendo	joy	0.242
consecration	kudzipatulira	joy	0.235
lifetime	moyo wonse	joy	0.234
nursery	mazala	joy	0.234
humbled	adanyozedwa	joy	0.234
vote	kuvota	joy	0.234
incense	zofukiza	joy	0.234
lyre	lyre	joy	0.234
candle	kandulo	joy	0.234
snowy	chisanu	joy	0.234
doll	chidole	joy	0.234
skiing	kusambira	joy	0.234
ordination	kukonzedwa	joy	0.234
art	zojambulajambula	joy	0.234
salary	malipiro	joy	0.234
pastry	machira	joy	0.229
firefly	ntchentche	joy	0.227
chilling	kudandaula	joy	0.227
remedy	mankhwala	joy	0.227
rescue	kupulumutsa	joy	0.225
camping	msasa	joy	0.221
perspective	maganizo	joy	0.221
orchard	munda wobzala	joy	0.221
orchestra	orchestra	joy	0.221
possess	atenge	joy	0.219
castle	nsanja	joy	0.219
lamb	nkhosa	joy	0.219
gardens	minda	joy	0.219
breezy	mpweya wozizira	joy	0.219
mucis	NO TRANSLATION	joy	0.212
bouttime	nthawi yomaliza	joy	0.212
brisk	mwamsanga	joy	0.212
countrymusic	NO TRANSLATION	joy	0.212
repay	kubwezera	joy	0.212
ribbon	riboni	joy	0.212
pho	pho	joy	0.212
reggae	reggae	joy	0.212
raindrops	mvula yamvula	joy	0.212
listneing	NO TRANSLATION	joy	0.212
teach	dziwani	joy	0.212
nap	pita	joy	0.206
stillness	bata	joy	0.203
chant	nyimbo	joy	0.203
hire	kubwereka	joy	0.203
vernal	zamkati	joy	0.203
cove	khala	joy	0.203
uncontrollable	osasintha	joy	0.203
legalized	inalembedwa mwalamulo	joy	0.203
unexpected	mosayembekezera	joy	0.203
lights	magetsi	joy	0.203
save	sungani	joy	0.200
atone	zonyansa	joy	0.197
trees	mitengo	joy	0.197
pastor	abusa	joy	0.197
symmetry	kusakanikirana	joy	0.197
oneday	NO TRANSLATION	joy	0.197
scripture	malembo	joy	0.196
mountains	mapiri	joy	0.194
pathway	njira	joy	0.188
walking	kuyenda	joy	0.188
craziness	ulesi	joy	0.188
soppy	soppy	joy	0.188
tea	tiyi	joy	0.188
quiet	chete	joy	0.188
forefathers	makolo	joy	0.188
liquor	mowa	joy	0.188
custom	mwambo	joy	0.188
whiteness	zoyera	joy	0.188
sympathetic	wachifundo	joy	0.188
patient	wodwala	joy	0.186
dollhouse	chidole	joy	0.182
bath	kusamba	joy	0.182
score	Chogoli	joy	0.182
movingon	movingon	joy	0.182
supporter	wothandizira	joy	0.180
accompaniment	pamodzi	joy	0.179
pursuit	kutsatira	joy	0.176
outburst	kupsa mtima	joy	0.176
frosty	chisanu	joy	0.174
workout	kulimbitsa thupi	joy	0.172
closure	kutseka	joy	0.172
luncheon	chakudya chamadzulo	joy	0.172
service	utumiki	joy	0.172
wintery	kupambana	joy	0.172
wages	malipiro	joy	0.169
civilized	wotukuka	joy	0.169
fain	NO TRANSLATION	joy	0.167
december	December	joy	0.167
acrobat	acrobat	joy	0.162
glide	glide	joy	0.162
finally	potsiriza	joy	0.157
reproductive	kubereka	joy	0.156
elf	elf	joy	0.156
organization	bungwe	joy	0.156
stroll	kuyenda	joy	0.156
peppermint	peppermint	joy	0.156
break	kuswa	joy	0.156
chai	chai	joy	0.156
obtainable	zopezeka	joy	0.156
bathtub	bafa	joy	0.156
advent	kubwera	joy	0.152
scifi	zovuta	joy	0.152
balm	mafuta	joy	0.152
measured	kuyeza	joy	0.152
spaniel	spaniel	joy	0.145
tan	tani	joy	0.141
ditty	zolemba	joy	0.141
bubble	kuvuta	joy	0.141
simple	zosavuta	joy	0.141
oils	mafuta	joy	0.141
beer	mowa	joy	0.141
green	zobiriwira	joy	0.137
buss	buss	joy	0.136
books	mabuku	joy	0.136
makingdisciples	NO TRANSLATION	joy	0.136
chow	chow	joy	0.135
pitter	pitter	joy	0.134
flows	akuyenda	joy	0.130
silence	chete	joy	0.127
roadster	roadster	joy	0.125
solitude	kusungulumwa	joy	0.125
bookstore	yosungiramo mabuku	joy	0.125
wine	vinyo	joy	0.125
circumstances	zochitika	joy	0.125
japan	japan	joy	0.121
soak	soak	joy	0.121
wilderness	m'chipululu	joy	0.121
priesthood	unsembe	joy	0.121
critical	zovuta	joy	0.116
neutral	kulowerera ndale	joy	0.114
untie	kumasula	joy	0.109
hunting	kusaka	joy	0.109
opera	opera	joy	0.109
weight	kulemera	joy	0.109
white	zoyera	joy	0.109
sand	mchenga	joy	0.109
wind	mphepo	joy	0.109
labor	ntchito	joy	0.106
classical	zapamwamba	joy	0.106
affliction	nsautso	joy	0.103
lake	nyanja	joy	0.103
organ	organ	joy	0.094
dwelling	kukhala	joy	0.094
tree	mtengo	joy	0.090
pond	dziwe	joy	0.089
marrow	mafuta	joy	0.078
latte	khofi wa late	joy	0.078
sipping	kupuma	joy	0.076
benign	benign	joy	0.074
majority	ambiri	joy	0.073
leaf	tsamba	joy	0.065
troubles	mavuto	joy	0.062
basketball	basketball	joy	0.062
explosions	ziphuphu	joy	0.061
cream	kirimu	joy	0.061
shepherd	mbusa	joy	0.058
tuesday	Lachiwiri	joy	0.047
turbulence	chisokonezo	joy	0.045
calf	ng'ombe	joy	0.040
hardship	mavuto	joy	0.031
sixty	makumi asanu ndi limodzi	joy	0.016
unhappiness	chisangalalo	joy	0.016
heartbreaking	zowawa	sadness	0.969
mourning	kulira	sadness	0.969
tragic	zovuta	sadness	0.961
holocaust	zopsereza	sadness	0.953
suicidal	kudzipha	sadness	0.941
misery	zowawa	sadness	0.938
massacre	kupha	sadness	0.931
euthanasia	euthanasia	sadness	0.927
depression	kudandaula	sadness	0.925
bereavement	kumwalira	sadness	0.922
grieving	chisoni	sadness	0.922
fatal	amafa	sadness	0.922
bereaved	omwalira	sadness	0.920
devastation	kuwonongeka	sadness	0.917
death	imfa	sadness	0.915
devastated	yawonongeka	sadness	0.912
suicide	kudzipha	sadness	0.912
catastrophe	masautso	sadness	0.911
horrifying	zoopsa	sadness	0.907
tragedy	tsoka	sadness	0.906
depressing	kukhumudwitsa	sadness	0.906
died	anamwalira	sadness	0.906
anguish	zowawa	sadness	0.902
agony	zowawa	sadness	0.900
deadly	chakupha	sadness	0.898
weeping	kulira	sadness	0.896
stillbirth	kubereka	sadness	0.891
deceased	wamwalira	sadness	0.891
murderer	wakupha	sadness	0.877
devastating	zopweteka	sadness	0.875
rape	kugwirira	sadness	0.875
cancer	khansa	sadness	0.875
dying	kufa	sadness	0.875
sadness	chisoni	sadness	0.864
morbidity	matenda	sadness	0.864
crucifixion	kupachikidwa	sadness	0.859
grief	chisoni	sadness	0.859
depressed	wovutika maganizo	sadness	0.859
traumatic	zowawa	sadness	0.859
atrocity	nkhanza	sadness	0.859
execution	kuphedwa	sadness	0.859
abandonment	kusiya	sadness	0.859
perish	kufa	sadness	0.859
cadaver	cadaver	sadness	0.853
treachery	chinyengo	sadness	0.848
betrayed	woperekedwa	sadness	0.848
sad	zomvetsa chisoni	sadness	0.844
destroyed	kuwonongedwa	sadness	0.844
miserable	zomvetsa chisoni	sadness	0.844
persecution	kuzunzidwa	sadness	0.844
funeral	maliro	sadness	0.844
slaughtering	kupha	sadness	0.844
horrific	zoopsa	sadness	0.844
homicide	kudzipha	sadness	0.844
hopelessness	kusowa chiyembekezo	sadness	0.844
grieve	zomvetsa chisoni	sadness	0.844
sorrow	chisoni	sadness	0.844
suffering	kuvutika	sadness	0.844
murderous	wakupha	sadness	0.844
unhappiness	chisangalalo	sadness	0.839
crippled	olumala	sadness	0.836
bloodshed	kukhetsa mwazi	sadness	0.836
pained	zowawa	sadness	0.833
manslaughter	kupha anthu	sadness	0.833
carnage	kukupha	sadness	0.833
unbearable	chosakhululukidwa	sadness	0.830
stillborn	anabadwa	sadness	0.830
slavery	ukapolo	sadness	0.828
torment	kuzunzika	sadness	0.828
sickness	matenda	sadness	0.828
enslaved	akapolo	sadness	0.828
casualty	kuwonongeka	sadness	0.828
morbid	zovuta	sadness	0.828
murder	kupha	sadness	0.828
mourn	kulira	sadness	0.828
helplessness	kusowa thandizo	sadness	0.828
annihilation	chiwonongeko	sadness	0.828
abandoned	anasiya	sadness	0.828
horrors	zoopsa	sadness	0.828
mutilation	kudulidwa	sadness	0.828
annihilated	anawonongedwa	sadness	0.828
miscarriage	kutaya padera	sadness	0.824
starvation	njala	sadness	0.819
killing	kupha	sadness	0.812
failure	kulephera	sadness	0.812
famine	njala	sadness	0.812
distraught	kusokonezeka	sadness	0.812
childloss	NO TRANSLATION	sadness	0.812
burial	kuikidwa mmanda	sadness	0.812
disgrace	manyazi	sadness	0.812
cruelty	nkhanza	sadness	0.812
despair	kukhumudwa	sadness	0.812
saddens	chisoni	sadness	0.812
oppression	kuponderezedwa	sadness	0.812
sadly	chisoni	sadness	0.812
mournful	olira	sadness	0.812
terrorism	uchigawenga	sadness	0.812
heartache	kupwetekedwa mtima	sadness	0.812
bloody	magazi	sadness	0.806
perishing	kuwonongeka	sadness	0.804
inhumanity	muumunthu	sadness	0.804
malignancy	malignancy	sadness	0.803
mortification	kusokoneza	sadness	0.802
sarcoma	sarcoma	sadness	0.797
lifeless	wopanda moyo	sadness	0.797
perished	anawonongeka	sadness	0.797
dreadful	zoopsa	sadness	0.797
devastate	kuwononga	sadness	0.797
dreadfully	moopsa	sadness	0.797
gallows	akugwedeza	sadness	0.797
lethal	zoopsa	sadness	0.797
desolation	chiwonongeko	sadness	0.797
kill	kupha	sadness	0.797
slave	kapolo	sadness	0.797
mortuary	malo osungira	sadness	0.797
assassination	kuphedwa	sadness	0.797
leukemia	khansa ya m'magazi	sadness	0.797
brokenheart	NO TRANSLATION	sadness	0.792
banishment	kuchotsedwa	sadness	0.790
afflict	kuzunzika	sadness	0.789
disheartened	ataya mtima	sadness	0.788
bury	kumanda	sadness	0.781
crying	kulira	sadness	0.781
tumour	chotupa	sadness	0.781
heartbreak	kupwetekedwa mtima	sadness	0.781
desecration	kusokoneza	sadness	0.781
demoralized	kuwonongeka	sadness	0.781
terrorize	kuopseza	sadness	0.781
die	NO TRANSLATION	sadness	0.773
lynch	lynch	sadness	0.773
sufferer	wodwalayo	sadness	0.770
loneliness	kusungulumwa	sadness	0.766
cemetery	manda	sadness	0.766
destitute	osauka	sadness	0.766
torture	kuzunza	sadness	0.766
abortion	kuchotsa mimba	sadness	0.766
diseased	matenda	sadness	0.766
condolence	chitonthozo	sadness	0.766
fatality	kupha	sadness	0.766
dismemberment	kuvomereza	sadness	0.766
doomed	adzawonongedwa	sadness	0.766
fearful	mantha	sadness	0.766
slayer	wakupha	sadness	0.766
painfully	zowawa	sadness	0.758
moribund	zovuta	sadness	0.758
disaster	tsoka	sadness	0.758
depress	kudandaula	sadness	0.755
condemnation	kutsutsidwa	sadness	0.754
desperation	kusimidwa	sadness	0.750
hemorrhage	Kuchepetsa magazi	sadness	0.750
unhappy	osasangalala	sadness	0.750
pandemic	mliri	sadness	0.750
corpse	mtembo	sadness	0.750
depressive	zowawa	sadness	0.750
deplorable	zovuta	sadness	0.750
defeated	kugonjetsedwa	sadness	0.750
doomsday	doomsday	sadness	0.750
cry	kulira	sadness	0.750
victimized	ozunzidwa	sadness	0.750
obliteration	kuwonongedwa	sadness	0.750
damnation	chiwonongeko	sadness	0.750
guilt	kudziimba mlandu	sadness	0.750
sickening	odwala	sadness	0.750
terrorist	zigawenga	sadness	0.750
sorrowful	chisoni	sadness	0.750
incest	achibale	sadness	0.750
painful	zowawa	sadness	0.750
abduction	kutenga	sadness	0.750
regretful	ndikudandaula	sadness	0.750
unfairness	kupanda chilungamo	sadness	0.745
molestation	chiwonongeko	sadness	0.744
exile	ukapolo	sadness	0.742
abysmal	zovuta	sadness	0.742
hellish	hellish	sadness	0.738
exterminate	kuwononga	sadness	0.736
earthquake	chivomerezi	sadness	0.734
betrayal	kusakhulupirika	sadness	0.734
orphan	mwana wamasiye	sadness	0.734
slaughter	kuphedwa	sadness	0.734
disgraced	manyazi	sadness	0.734
battered	anamenyedwa	sadness	0.734
assassin	wakupha	sadness	0.734
horrid	zovuta	sadness	0.734
miserably	zomvetsa chisoni	sadness	0.734
lonesome	zokhazokha	sadness	0.734
morgue	chisokonezo	sadness	0.734
disastrous	zoopsa	sadness	0.734
warfare	nkhondo	sadness	0.734
destroying	kuwononga	sadness	0.734
homeless	opanda pokhala	sadness	0.734
listless	osawerengeka	sadness	0.729
unfortunately	mwatsoka	sadness	0.727
grave	manda	sadness	0.727
emptiness	zopanda pake	sadness	0.727
alienated	osiyana	sadness	0.727
fraught	zowonongeka	sadness	0.722
emaciated	emaciated	sadness	0.719
malicious	zoipa	sadness	0.719
atrophy	atrophy	sadness	0.719
cripple	wolumala	sadness	0.719
ashamed	manyazi	sadness	0.719
leprosy	khate	sadness	0.719
violently	mwachiwawa	sadness	0.719
disheartening	kukhumudwitsa	sadness	0.719
cried	adafuula	sadness	0.719
woe	tsoka	sadness	0.719
horror	mantha	sadness	0.719
heartless	wopanda mtima	sadness	0.719
forsaken	atasiyidwa	sadness	0.719
paralysis	Kufa ziwalo	sadness	0.719
missing	akusowa	sadness	0.719
danger	Ngozi	sadness	0.719
pain	ululu	sadness	0.719
demise	chiwonongeke	sadness	0.717
disgruntled	osakondwera	sadness	0.712
rejected	anakanidwa	sadness	0.712
sickly	odwala	sadness	0.712
violence	chiwawa	sadness	0.712
torn	atang'ambika	sadness	0.710
calamity	tsoka	sadness	0.709
grim	zowawa	sadness	0.708
grievous	zowawa	sadness	0.704
disfigured	osasintha	sadness	0.703
