word	Lithuanian-lt	emotion	emotion-intensity-score
case	atvejis	fear	0.094
locate	surask	fear	0.094
northeast	šiaurės rytuose	fear	0.088
compassion	užuojauta	fear	0.078
nurture	ugdyti	fear	0.078
graduation	baigimas	fear	0.078
graded	rūšiuojami	fear	0.075
mum	mama	fear	0.070
infant	kūdikis	fear	0.067
civilians	civiliai gyventojai	fear	0.062
soulmate	sielos draugas	fear	0.062
civilian	civilinis	fear	0.062
cloudiness	debesuotumas	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	paradas	fear	0.062
cash	pinigai	fear	0.062
journey	kelionė	fear	0.062
guidelines	Gairės	fear	0.062
youth	jaunimas	fear	0.062
opera	opera	fear	0.057
synonymous	sinonimas	fear	0.056
praying	meldžiasi	fear	0.047
honest	nuoširdus	fear	0.047
intelligence	žvalgyba	fear	0.038
romance	romantika	fear	0.031
lines	linijos	fear	0.031
volunteer	savanoris	fear	0.031
obey	paklusk	fear	0.016
happiest	laimingiausias	joy	0.986
happiness	laimė	joy	0.984
bliss	palaima	joy	0.971
celebrating	šventė	joy	0.970
jubilant	linksmas	joy	0.969
ecstatic	ekstazinis	joy	0.954
elation	pagyvėjimas	joy	0.944
bestdayever	geriausia diena	joy	0.938
beaming	spinduliuojantis	joy	0.938
loveee	loveee	joy	0.932
celebration	šventė	joy	0.929
awesomeness	malonumas	joy	0.926
joy	džiaugsmas	joy	0.924
happily	laimingai	joy	0.922
excitement	jaudulys	joy	0.922
euphoria	euforija	joy	0.922
fabulous	nuostabus	joy	0.922
joyous	džiaugsmingas	joy	0.922
exuberance	pasipiktinimas	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	meilė	joy	0.920
gratitude	dėkingumas	joy	0.914
spectacular	įspūdingas	joy	0.912
merriment	linksmas	joy	0.912
happydance	laimingumas	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	labai džiaugėsi	joy	0.909
triumphant	triumfuoja	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	ekstazis	joy	0.906
cheerful	linksmas	joy	0.906
cheer	nudžiuginti	joy	0.897
elated	išaukštintas	joy	0.894
lovethis	myliu tai	joy	0.891
laugh	juoktis	joy	0.891
jolly	linksmas	joy	0.891
pleasures	malonumai	joy	0.891
excitation	sužadinimas	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	malonu	joy	0.891
exhilaration	linksmas	joy	0.891
marvelously	stebuklingai	joy	0.881
loving	myliu	joy	0.879
joyful	džiaugsmingas	joy	0.879
outstanding	išskirtinis	joy	0.879
blissful	palaimingas	joy	0.879
pleasurable	malonus	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	entuziastingas	joy	0.875
lovinglife	mylintis gyvenimą	joy	0.875
glee	linksma	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	labai laimingas	joy	0.868
woohoo	woohoo	joy	0.864
laughing	juokiasi	joy	0.864
superb	puikiai	joy	0.864
wonderful	nuostabus	joy	0.863
brilliant	puikus	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	linksmas	joy	0.859
hooray	vooray	joy	0.859
glory	šlovė	joy	0.859
celebrated	švenčiamas	joy	0.859
loved	myliu	joy	0.859
magnificent	puikus	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	hallelujah	joy	0.859
exciting	įdomus	joy	0.853
heavenly	dangus	joy	0.853
thrilled	sužavėtas	joy	0.851
mademyday	pralinksmino visai dienai	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	švesti	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	palaiminimas	joy	0.844
wonderfully	nuostabiai	joy	0.844
sweetness	saldumas	joy	0.833
marvellous	nuostabus	joy	0.833
festive	šventinis	joy	0.833
blessed	palaimintas	joy	0.833
paradise	rojus	joy	0.833
celebrations	šventės	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	šypsosi	joy	0.828
enchanting	enchanting	joy	0.828
love	meilė	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	namai namučiai	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	juokas	joy	0.824
marvelous	nuostabus	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	šventinis	joy	0.818
sensational	sensacingas	joy	0.818
delightful	puikūs	joy	0.818
happyheart	laiminga siela	joy	0.818
rejoicing	džiaugsmas	joy	0.818
joys	džiaugsmai	joy	0.818
goodness	gerumas	joy	0.818
excited	susijaudinęs	joy	0.818
excellence	kompetencija	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	Jovial	joy	0.814
glorious	šlovingas	joy	0.812
lovemaking	mylėtis	joy	0.812
rejoice	džiaugtis	joy	0.812
victorious	pergalingas	joy	0.812
excellent	puikiai	joy	0.812
bonanza	bonanza	joy	0.812
smiley	smiley	joy	0.812
enjoy	mėgautis	joy	0.812
splendid	nuostabus	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	geri laikai	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	laiminga diena	joy	0.809
myfavorite	Mano mėgstamiausias	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	malonumas	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	džiaugsmas	joy	0.803
giggle	giggle	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	sėkmė	joy	0.797
happier	laimingesnis	joy	0.797
dancing	šokiai	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	didybė	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	dėkingas	joy	0.789
splendor	didybė	joy	0.788
amuse	linksmintis	joy	0.788
fun	linksma	joy	0.788
happy	laimingas	joy	0.788
enchanted	enchanted	joy	0.781
glorify	šlovink	joy	0.781
glad	malonu	joy	0.781
beautiful	grazus	joy	0.781
solucky	toks laimingas	joy	0.781
giggling	giggling	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	spinduliavimas	joy	0.781
heavens	dangus	joy	0.779
perfection	tobulumas	joy	0.779
christmassy	christmassy	joy	0.779
romance	romantika	joy	0.779
thrilling	jaudinantis	joy	0.776
miraculous	stebuklingas	joy	0.773
fiesta	fiesta	joy	0.773
entertain	pramogauti	joy	0.773
congrats	Sveikinimai	joy	0.773
cheers	sveikinimai	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	pozityvumas	joy	0.773
lovable	patraukli	joy	0.773
cheered	pasveikino	joy	0.773
funday	linksma diena	joy	0.772
enjoying	mėgaujuosi	joy	0.771
cuddling	cuddling	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	linksma	joy	0.766
lifeisgood	gyvenimas yra geras	joy	0.766
thebest	geriausias	joy	0.766
sosweet	sosweet	joy	0.766
smiles	šypsosi	joy	0.766
delight	malonumas	joy	0.765
orgasm	orgazmas	joy	0.765
party	vakarėlis	joy	0.765
positive	teigiamas	joy	0.761
cheerfulness	linksmas	joy	0.758
miracles	stebuklai	joy	0.758
sweetheart	brangioji	joy	0.758
enlighten	apšviesti	joy	0.758
christmastime	Kalėdų laikas	joy	0.757
giddy	giddy	joy	0.757
romantic	romantiškas	joy	0.750
gratify	patenkinti	joy	0.750
friendliness	patogumas	joy	0.750
laughs	juokiasi	joy	0.750
greatness	didybė	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	malonus	joy	0.750
blessings	palaiminimai	joy	0.750
smile	šypsena	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	susižavėti	joy	0.748
jubilee	jubiliejus	joy	0.742
enthusiasm	entuziazmas	joy	0.742
triumph	triumfas	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	stebuklinga	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	stebuklas	joy	0.742
rewarding	apdovanojimas	joy	0.742
feelgood	jaustis gerai	joy	0.736
prosperity	gerovė	joy	0.735
luxurious	prabangus	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	linksmas	joy	0.734
goodday	gera diena	joy	0.734
passionate	aistringas	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	enchant	joy	0.734
victory	pergalė	joy	0.734
admiration	susižavėjimas	joy	0.734
tgif	tgif	joy	0.734
glorification	šlovinimas	joy	0.733
sing	dainuoti	joy	0.729
glowing	žėrintis	joy	0.729
breathtaking	kvapą gniaužianti	joy	0.728
fulfillment	įvykdymas	joy	0.728
yessss	yessss	joy	0.728
cheery	linksmas	joy	0.727
thankful	dėkingas	joy	0.727
hurrah	hurray	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	santa	joy	0.727
award	apdovanojimas	joy	0.727
atpeace	taikoje	joy	0.727
win	laimėk	joy	0.727
merry	linksmas	joy	0.727
pleased	malonu	joy	0.725
radiance	spinduliavimas	joy	0.725
inspiration	įkvėpimas	joy	0.725
uplift	pakilimas	joy	0.723
optimistic	optimistiškas	joy	0.723
heaven	dangus	joy	0.721
lucky	laimingas	joy	0.721
thrill	jaudulys	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	atostogos	joy	0.721
harmony	harmonija	joy	0.719
brighten	ryškesni	joy	0.719
lover	meilužis	joy	0.719
heartfelt	nuoširdus	joy	0.719
utopian	utopinis	joy	0.719
xmas	xmas	joy	0.719
lovely	mielas	joy	0.719
amusement	pramogos	joy	0.719
congratulatory	sveikinu	joy	0.719
praising	giria	joy	0.719
thriving	klesti	joy	0.719
perfect	puikus	joy	0.719
magic	magija	joy	0.712
luckiest	laimingiausias	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	prabanga	joy	0.712
bestfeeling	geriausias jausmas	joy	0.712
treasures	lobiai	joy	0.712
achievement	pasiekimas	joy	0.712
yay	Valio	joy	0.712
holiday	šventė	joy	0.712
intimate	intymus	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	siautėti	joy	0.706
rave	rave	joy	0.706
proud	didžiuojasi	joy	0.704
truelove	tikra meilė	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	nuostabiai	joy	0.703
goodnews	geros naujienos	joy	0.703
optimism	optimizmas	joy	0.703
satisfying	patenkinti	joy	0.703
gooood	gooood	joy	0.703
sweetest	Sweetest	joy	0.703
cherish	puoselėti	joy	0.703
goodlife	geras gyvenimas	joy	0.703
beautification	grožis	joy	0.703
appreciates	vertina	joy	0.703
winning	laimėti	joy	0.703
cuddled	apsivilkęs	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	pramogauti	joy	0.700
excite	sužadinti	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	gimtadienis	joy	0.691
metime	metime	joy	0.688
favorite	mėgstamiausia	joy	0.688
honored	pagerbtas	joy	0.688
content	turinys	joy	0.688
godsend	pasiaukojimas	joy	0.688
entertaining	linksmas	joy	0.688
angelic	angeliškas	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	adoracija	joy	0.688
exquisite	puikūs	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	brangioji	joy	0.682
majestic	didingas	joy	0.682
appreciated	vertinamas	joy	0.682
luscious	saldus	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	šypsosi	joy	0.682
bestfriends	Geriausi draugai	joy	0.682
exaltation	išaukštinimas	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	šviesina	joy	0.682
tranquility	ramybė	joy	0.679
marry	tuoktis	joy	0.676
embrace	apsirengti	joy	0.676
positively	teigiamai	joy	0.676
dearest	dearest	joy	0.672
relaxation	atsipalaidavimas	joy	0.672
accomplished	įvykdytas	joy	0.672
hug	apkabinti	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	šypsnys	joy	0.672
enliven	pagyvinti	joy	0.672
contentment	pasitenkinimas	joy	0.672
hilarious	linksmas	joy	0.672
giggles	giggles	joy	0.672
bountiful	puikus	joy	0.667
victor	nugalėtojas	joy	0.667
adore	garbinti	joy	0.667
boisterous	audringas	joy	0.667
fulfilled	įvykdė	joy	0.667
fulfill	įvykdyti	joy	0.664
cuddles	cuddles	joy	0.662
prosperous	klestintis	joy	0.660
romanticism	romantizmas	joy	0.656
humor	humoras	joy	0.656
glow	švyti	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	malonus	joy	0.656
appreciation	dėkingi	joy	0.656
encouraged	skatinamas	joy	0.656
satisfy	Patenkinti	joy	0.656
serenity	ramybė	joy	0.656
captivate	patraukti	joy	0.656
besties	besties	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	pasitenkinimas	joy	0.652
treasure	lobis	joy	0.652
engaged	užsiima	joy	0.652
praises	giria	joy	0.652
abundance	gausa	joy	0.652
fortunes	likimas	joy	0.652
relaxing	atsipalaiduoti	joy	0.652
praised	gyrė	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	papildyti	joy	0.647
affection	meilė	joy	0.647
relieved	atleistas	joy	0.647
carnival	karnavalas	joy	0.643
divine	dieviška	joy	0.641
saintly	šventasis	joy	0.641
harmoniously	harmoningai	joy	0.641
achieve	pasiekti	joy	0.641
thanksgiving	padėka	joy	0.641
jackpot	jackpota	joy	0.641
priceless	neįkainojamas	joy	0.641
sensuality	jausmingumas	joy	0.641
champion	čempionas	joy	0.641
wedding	Vestuvės	joy	0.641
uplifting	pakilimas	joy	0.641
climax	kulminacija	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	taikus	joy	0.636
twinkle	mirkčioti	joy	0.636
reverie	Reverie	joy	0.636
exalt	pagirti	joy	0.636
winner	nugalėtojas	joy	0.636
felicity	felicity	joy	0.636
cuddle	apsiausti	joy	0.636
comforting	jaudinantis	joy	0.636
honeymoon	medaus mėnuo	joy	0.636
xoxo	xoxo	joy	0.634
amusing	juokinga	joy	0.625
reward	atlygis	joy	0.625
fondness	malonumas	joy	0.625
hearts	širdis	joy	0.625
brighter	šviesesnė	joy	0.625
sweet	saldus	joy	0.625
stargazing	stargazing	joy	0.625
festival	festivalis	joy	0.625
snuggling	pabėgimas	joy	0.625
generosity	dosnumas	joy	0.625
gorgeous	spalvingas	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	seksas	joy	0.622
parade	paradas	joy	0.621
applause	plojimai	joy	0.621
genial	gilus	joy	0.621
beauty	grožis	joy	0.621
kind	malonus	joy	0.621
newlife	naujas gyvenimas	joy	0.618
aspiring	siekiantis	joy	0.618
fulfilling	įvykdymas	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	dorybingas	joy	0.613
kiss	pabučiuoti	joy	0.610
winnings	laimėjimai	joy	0.609
praiseworthy	pagirtinas	joy	0.609
rainbows	vaivorykštės	joy	0.609
generous	turtinga	joy	0.609
enlightenment	apšvietimas	joy	0.609
playful	žaismingas	joy	0.609
christmas	Kalėdos	joy	0.609
super	super	joy	0.609
elegance	elegancija	joy	0.609
rekindle	atgaivinti	joy	0.609
awards	apdovanojimai	joy	0.609
adorable	žavinga	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	nepriklausomybė	joy	0.607
successful	sėkmingas	joy	0.606
onelove	viena meilė	joy	0.606
kindness	gerumas	joy	0.606
freely	laisvai	joy	0.606
surprises	siurprizai	joy	0.606
inspired	Įkvėptas	joy	0.606
hilarity	linksmas	joy	0.606
wonder	stebuklas	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	pramogos	joy	0.603
whimsical	įpročiai	joy	0.603
passion	aistra	joy	0.603
beautify	pagražinti	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	saulėtekis	joy	0.600
godisgood	Dievas yra geras	joy	0.597
whoo	whoo	joy	0.594
angel	angelas	joy	0.594
thankgod	ačiū Dievui	joy	0.594
accomplishment	pasiekimas	joy	0.594
flirt	flirtuoti	joy	0.594
goodmusic	gera muzika	joy	0.594
snuggled	prisirišęs	joy	0.594
revere	gerbti	joy	0.594
inspire	įkvėpti	joy	0.594
fanfare	fanfare	joy	0.594
peacefully	ramiai	joy	0.594
jesus	Jėzus	joy	0.594
goodies	gėrybės	joy	0.594
heroic	herojiškas	joy	0.591
fortune	likimas	joy	0.591
friendship	Draugystė	joy	0.591
singing	dainuoti	joy	0.591
exalted	išaukštintas	joy	0.591
summer	vasara	joy	0.591
highest	aukščiausias	joy	0.591
overflowing	perpildyta	joy	0.588
contented	patenkintas	joy	0.588
woot	woot	joy	0.588
rollicking	ritulys	joy	0.588
hope	tikiuosi	joy	0.586
accolade	apdovanojimas	joy	0.586
cozy	jaukus	joy	0.583
delicious	skanus	joy	0.579
friendly	draugiškas	joy	0.578
sensuous	jausmingas	joy	0.578
darling	brangioji	joy	0.578
picturesque	vaizdingas	joy	0.578
raving	ravingas	joy	0.578
praise	pagirti	joy	0.578
everlasting	amžinai	joy	0.578
ambition	ambicija	joy	0.578
thelife	gyvenimas	joy	0.578
sparkle	spindesys	joy	0.577
yeahhh	taip	joy	0.576
luckygirl	laiminga mergina	joy	0.576
flattering	glostantis	joy	0.576
sensual	jausmingas	joy	0.576
heroism	herojiškumas	joy	0.576
succeeding	sėkmingai	joy	0.576
grace	malonė	joy	0.576
peace	ramybė	joy	0.576
livelife	Gyvenk gyvenimą	joy	0.574
special	ypatingas	joy	0.574
tantalizing	tantalizing	joy	0.572
pumped	pumpuojamas	joy	0.567
worthwhile	verta	joy	0.562
revels	revels	joy	0.562
prevail	vyrauti	joy	0.562
liking	patiko	joy	0.562
sunny	saulėtas	joy	0.562
relax	atsipalaiduoti	joy	0.562
surprise	siurprizas	joy	0.562
hugs	susitinka	joy	0.562
admirable	žavisi	joy	0.562
hero	herojus	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	humoristinis	joy	0.562
sweets	saldumynai	joy	0.562
prosper	klestėti	joy	0.562
superstar	superžvaigždė	joy	0.562
favorable	palankus	joy	0.561
bless	palaiminti	joy	0.561
tenderness	švelnumas	joy	0.561
freedom	laisvė	joy	0.561
masterpiece	šedevras	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	svajones	joy	0.559
hopeful	viltis	joy	0.559
home	namai	joy	0.559
cruising	kreiserinis	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	ištikimybė	joy	0.553
closeness	artimas	joy	0.552
eagerness	troškimas	joy	0.552
comfy	patogus	joy	0.551
sunshine	saulės šviesa	joy	0.551
confidence	pasitikėjimas	joy	0.547
mistletoe	omarai	joy	0.547
elite	elitas	joy	0.547
celestial	dangus	joy	0.547
heart	širdis	joy	0.547
completion	užbaigimas	joy	0.547
good	Gerai	joy	0.547
daughter	dukra	joy	0.547
gifts	dovanos	joy	0.547
astonishment	nuostaba	joy	0.547
bonus	premija	joy	0.547
goodmorning	Labas rytas	joy	0.547
lifted	pakeltas	joy	0.547
zeal	uolumas	joy	0.547
illuminate	apšviesti	joy	0.547
gift	dovana	joy	0.547
vacation	atostogos	joy	0.547
charmed	susižavėjo	joy	0.546
recreation	poilsis	joy	0.545
encouragement	skatinimas	joy	0.545
gush	gush	joy	0.545
sublime	didingas	joy	0.545
dance	šokis	joy	0.545
god	dievas	joy	0.545
free	Laisvas	joy	0.544
freshstart	nauja pradžia	joy	0.544
savior	gelbėtojas	joy	0.543
sanctuary	šventykla	joy	0.541
grandchildren	anūkai	joy	0.540
wellness	sveikata	joy	0.537
revel	atsipalaiduoti	joy	0.534
inspirational	įkvepiantis	joy	0.531
savor	išgirsti	joy	0.531
matrimony	santuoka	joy	0.531
money	pinigai	joy	0.531
rainbow	vaivorykštė	joy	0.531
confident	įsitikinęs	joy	0.531
bridal	vestuvės	joy	0.531
music	muzika	joy	0.531
fab	Fab	joy	0.531
serene	ramus	joy	0.531
alive	gyvas	joy	0.531
holiness	šventumas	joy	0.531
vitality	gyvybingumas	joy	0.531
liberation	išlaisvinimas	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	raminantis	joy	0.531
soar	pakilti	joy	0.531
firstborn	pirmagimis	joy	0.531
elegant	elegantiškas	joy	0.530
mastery	meistriškumas	joy	0.530
illumination	apšvietimas	joy	0.530
welcomed	pasveikino	joy	0.530
warmth	šiluma	joy	0.530
blossom	žiedas	joy	0.530
glimmer	žvilgsnis	joy	0.530
faithful	Ištikimas	joy	0.529
treat	gydyk	joy	0.529
snuggles	snuggles	joy	0.522
laurels	laurus	joy	0.521
commendable	pagirtinas	joy	0.519
powerful	galingas	joy	0.516
silly	kvailas	joy	0.516
zest	zest	joy	0.516
presents	dovanos	joy	0.516
succeed	pasisekė	joy	0.516
jingle	skamba	joy	0.516
remarkable	nuostabus	joy	0.516
greeted	pasveikino	joy	0.516
brotherly	broliai	joy	0.516
pride	pasididžiavimas	joy	0.516
strengthening	stiprinti	joy	0.516
aspire	aspira	joy	0.516
abundant	gausu	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	blizgantis	joy	0.516
almighty	visagalis	joy	0.516
fancy	išgalvotas	joy	0.516
zen	zen	joy	0.515
coronation	karūnavimas	joy	0.515
kudos	Kudos	joy	0.515
vivid	ryškus	joy	0.515
leisure	laisvalaikis	joy	0.515
complete	baigti	joy	0.515
cutie	cutie	joy	0.515
newme	naujiena	joy	0.515
familytime	seimos laikas	joy	0.515
animated	animacinis	joy	0.515
spirit	dvasia	joy	0.515
thanking	ačiū	joy	0.515
kid	vaikas	joy	0.515
shining	spindi	joy	0.515
payday	darbo užmokesčio diena	joy	0.515
princely	princis	joy	0.515
reunited	vėl susivienijo	joy	0.515
therapeutic	terapinis	joy	0.515
comfort	komfortas	joy	0.515
godly	dievobaimingas	joy	0.514
marriage	santuoka	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	santykiai	joy	0.514
spouse	sutuoktinis	joy	0.507
intimately	glaudžiai	joy	0.507
accomplish	įvykdyti	joy	0.500
excel	puikiai	joy	0.500
inviting	kviečiantis	joy	0.500
meritorious	nusipelnęs	joy	0.500
diamond	deimantas	joy	0.500
nature	gamta	joy	0.500
dignity	orumas	joy	0.500
family	šeima	joy	0.500
soulful	sielos	joy	0.500
charitable	labdaros	joy	0.500
encourage	paskatinti	joy	0.500
friends	draugai	joy	0.500
satisfied	patenkintas	joy	0.500
welcoming	pasveikinti	joy	0.500
healthy	sveikas	joy	0.500
surreal	sirrealas	joy	0.500
refreshed	atnaujintas	joy	0.500
beach	papludimys	joy	0.500
motherhood	motinystė	joy	0.500
respect	pagarba	joy	0.500
gem	perlas	joy	0.500
erotic	erotika	joy	0.500
visionary	vizionierius	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	pasiekti	joy	0.500
christ	krikščionis	joy	0.500
memorable	įsimintinas	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	kūdikis	joy	0.500
purr	purr	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	teisingumas	joy	0.500
bloom	žydi	joy	0.500
carefree	be rūpesčių	joy	0.500
aura	aura	joy	0.493
health	sveikata	joy	0.493
liberty	laisvė	joy	0.486
approved	patvirtintas	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	oazė	joy	0.486
rapture	pasipiktinimas	joy	0.485
engaging	patrauklus	joy	0.485
crowning	vainikuoja	joy	0.485
aspiration	aspiracija	joy	0.485
prestige	prestižas	joy	0.485
crescendo	crescendo	joy	0.485
gentle	švelnus	joy	0.485
liberate	išlaisvinti	joy	0.485
