word	Danish-da	emotion	emotion-intensity-score
helpful	nyttig	joy	0.422
soundness	soliditet	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	løfte	joy	0.415
reunite	genforene	joy	0.414
salvation	frelse	joy	0.412
mother	mor	joy	0.412
poems	digte	joy	0.412
inauguration	indvielse	joy	0.409
immaculate	ulastelig	joy	0.409
lighten	lysne	joy	0.409
aromatherapy	aromaterapi	joy	0.409
travel	rejse	joy	0.409
lavender	lavendel	joy	0.409
purify	rense	joy	0.409
clown	klovn	joy	0.409
star	stjerne	joy	0.406
cash	kontanter	joy	0.406
heal	hele	joy	0.406
completing	færdiggøre	joy	0.406
companion	ledsager	joy	0.406
live	Direkte	joy	0.406
flowers	blomster	joy	0.406
wishing	ønsker	joy	0.406
charity	velgørenhed	joy	0.406
opportune	opportunt	joy	0.406
income	indkomst	joy	0.403
soul	sjæl	joy	0.401
munchies	munchies	joy	0.400
indescribable	ubeskrivelig	joy	0.397
progress	fremskridt	joy	0.397
emancipation	frigørelse	joy	0.397
christian	kristen	joy	0.397
hammock	hængekøje	joy	0.394
together	sammen	joy	0.394
equality	lighed	joy	0.394
fullness	fylde	joy	0.394
picnic	picnic	joy	0.394
calm	berolige	joy	0.394
childhood	barndom	joy	0.394
rhythmical	rytmisk	joy	0.394
movies	film	joy	0.393
zealous	ivrig	joy	0.393
littlethings	små ting	joy	0.391
humanity	menneskelighed	joy	0.391
starry	stjerneklar	joy	0.391
playground	legeplads	joy	0.391
adventures	eventyr	joy	0.391
meaningful	meningsfuld	joy	0.391
choir	kor	joy	0.391
affluence	overflod	joy	0.391
warms	varmer	joy	0.391
goofy	Fedtmule	joy	0.391
auspicious	lovende	joy	0.391
gesture	gestus	joy	0.387
vow	løfte	joy	0.382
shopping	handle ind	joy	0.382
witty	vittig	joy	0.382
communion	fællesskab	joy	0.379
vibes	vibes	joy	0.379
worship	tilbede	joy	0.379
jump	hoppe	joy	0.379
reverend	ærværdige	joy	0.377
advance	rykke	joy	0.375
beaches	strande	joy	0.375
youth	ungdom	joy	0.375
spirits	spiritus	joy	0.375
simplicity	enkelhed	joy	0.375
full	fuld	joy	0.375
rising	stigende	joy	0.375
hymn	salme	joy	0.375
unique	enestående	joy	0.375
redeemed	indløst	joy	0.375
scenic	naturskøn	joy	0.375
mirth	munterhed	joy	0.375
courtship	frieri	joy	0.375
experience	erfaring	joy	0.375
reunion	genforening	joy	0.375
sonorous	klangfuld	joy	0.375
unforgettable	uforglemmelig	joy	0.375
baptismal	dåb	joy	0.368
alliance	alliance	joy	0.368
grant	give	joy	0.366
conciliation	forlig	joy	0.364
moonlight	måneskin	joy	0.364
sanctification	helliggørelse	joy	0.364
improves	forbedrer	joy	0.364
improve	forbedre	joy	0.364
pure	ren	joy	0.364
authentic	autentisk	joy	0.364
kitten	killing	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	hindbær	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	Troskab	joy	0.359
feeling	følelse	joy	0.359
devotional	andægtig	joy	0.359
proficiency	sprogfærdighed	joy	0.359
tinsel	lametta	joy	0.359
revival	genoplivning	joy	0.359
sanctify	helliggøre	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	uafhængig	joy	0.359
cocoa	kakao	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	delfin	joy	0.348
choral	kor	joy	0.348
deliverance	udfrielse	joy	0.348
romp	tumle	joy	0.348
roaring	brølende	joy	0.348
melody	melodi	joy	0.348
favor	favorisere	joy	0.348
unification	forening	joy	0.348
exceed	overstige	joy	0.348
purpose	formål	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	intet arbejde	joy	0.344
voluptuous	vellystig	joy	0.344
fruits	frugter	joy	0.344
thx	thx	joy	0.344
newstart	ny start	joy	0.344
manicure	manicure	joy	0.344
date	dato	joy	0.344
kiddos	kiddos	joy	0.344
roadtrip	tur	joy	0.344
cookies	småkager	joy	0.344
hedonism	hedonisme	joy	0.344
humble	ydmyg	joy	0.344
electric	elektrisk	joy	0.344
pledge	løfte	joy	0.344
celebrity	berømthed	joy	0.342
rhythm	rytme	joy	0.338
bridesmaid	brudepige	joy	0.338
snowday	sne dag	joy	0.333
young	ung	joy	0.333
coffee	kaffe	joy	0.333
edification	opbyggelse	joy	0.333
obliging	imødekommende	joy	0.333
renovation	renovation	joy	0.333
familiarity	fortrolighed	joy	0.333
garden	have	joy	0.333
spa	spa	joy	0.333
dawn	daggry	joy	0.333
connoisseur	feinschmecker	joy	0.333
partner	partner	joy	0.333
gazing	stirrede	joy	0.333
foodie	foodie	joy	0.331
synchronize	synkronisere	joy	0.329
tribulation	trængsel	joy	0.328
healing	healing	joy	0.328
saint	helgen	joy	0.328
chirping	kvidren	joy	0.328
hobby	hobby	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	carol	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	salme	joy	0.328
pedicure	pedicure	joy	0.328
amnesty	amnesti	joy	0.328
respite	pusterum	joy	0.324
mellow	mild	joy	0.318
lazyday	doven dag	joy	0.318
recreational	rekreative	joy	0.318
restorative	genoprettende	joy	0.318
cousins	fætre	joy	0.318
classics	klassikere	joy	0.318
reconciliation	forsoning	joy	0.316
dove	due	joy	0.312
living	levende	joy	0.312
presto	presto	joy	0.312
crafts	kunsthåndværk	joy	0.312
recovery	genopretning	joy	0.312
woods	skov	joy	0.312
sunset	solnedgang	joy	0.312
fitness	fitness	joy	0.312
playhouse	legehus	joy	0.312
superman	superman	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	visdom	joy	0.312
deal	del	joy	0.312
simplify	forenkle	joy	0.312
lord	herre	joy	0.312
sterling	pund	joy	0.312
progression	progression	joy	0.312
relight	relight	joy	0.312
pony	pony	joy	0.312
infant	spædbarn	joy	0.309
improvement	forbedring	joy	0.309
absolution	syndsforladelse	joy	0.306
gently	forsigtigt	joy	0.303
established	etableret	joy	0.303
honest	ærlig	joy	0.303
decorating	pynter op	joy	0.303
endless	endeløs	joy	0.303
banquet	banket	joy	0.303
providing	at sørge for	joy	0.300
mine	mine	joy	0.297
fraternal	broderlige	joy	0.297
notable	bemærkelsesværdig	joy	0.297
feat	bedrift	joy	0.297
harvest	høst	joy	0.297
quaint	maleriske	joy	0.297
softly	blidt	joy	0.297
spiritual	åndelig	joy	0.297
morals	moral	joy	0.297
lounging	lounging	joy	0.297
light	lys	joy	0.297
breeze	brise	joy	0.297
strolling	slentrer	joy	0.297
spending	udgifter	joy	0.297
meditating	meditere	joy	0.297
joker	joker	joy	0.297
yearning	længsel	joy	0.297
growth	vækst	joy	0.297
fervor	iver	joy	0.295
quotes	citater	joy	0.294
volunteer	frivillig	joy	0.294
psalms	salmer	joy	0.288
hippie	hippie	joy	0.288
gain	gevinst	joy	0.288
taoism	Taoisme	joy	0.288
midwife	jordemoder	joy	0.288
resources	ressourcer	joy	0.288
create	skab	joy	0.288
receiving	modtager	joy	0.287
ocean	ocean	joy	0.286
snowfall	snefald	joy	0.286
lsd	lsd	joy	0.286
hiking	vandring	joy	0.283
chill	chill	joy	0.281
truce	våbenstilstand	joy	0.281
infinity	uendelighed	joy	0.281
toast	ristet brød	joy	0.281
destination	bestemmelsessted	joy	0.281
buddhist	buddhist	joy	0.281
rested	udhvilet	joy	0.281
candid	oprigtig	joy	0.281
evergreen	stedsegrønne	joy	0.281
unwind	slappe af	joy	0.281
buzzing	summende	joy	0.281
venerable	ærværdige	joy	0.279
balance	balance	joy	0.275
retirement	pensionering	joy	0.275
compensate	kompensere	joy	0.273
swim	svømme	joy	0.273
drinks	drikkevarer	joy	0.273
devout	fromme	joy	0.273
buddha	buddha	joy	0.273
rapt	åndeløs	joy	0.273
fireplace	ildsted	joy	0.273
snowing	sner	joy	0.271
sublimation	sublimering	joy	0.270
fruity	frugtagtig	joy	0.268
humility	ydmyghed	joy	0.266
paragon	dydsmønster	joy	0.266
ministry	ministerium	joy	0.266
sunday	Søndag	joy	0.266
salute	salut	joy	0.266
fortitude	fatning	joy	0.266
whim	indfald	joy	0.266
sun	sol	joy	0.266
sketching	skitsering	joy	0.266
waves	bølger	joy	0.266
buddhism	buddhisme	joy	0.266
cathedral	katedral	joy	0.266
yoga	yoga	joy	0.266
artwork	kunstværk	joy	0.265
practiced	praktiseres	joy	0.264
clean	ren	joy	0.260
found	fundet	joy	0.258
fitting	montering	joy	0.258
immerse	fordybe	joy	0.258
running	løb	joy	0.258
clarity	klarhed	joy	0.258
food	mad	joy	0.258
exercise	dyrke motion	joy	0.258
autumn	efterår	joy	0.254
ardent	glødende	joy	0.250
fit	passe	joy	0.250
mountain	bjerg	joy	0.250
expedient	formålstjenligt	joy	0.250
diary	dagbog	joy	0.250
candles	stearinlys	joy	0.250
outdoors	udendørs	joy	0.250
chilled	afkølet	joy	0.250
clap	klappe	joy	0.250
contagious	smitsom	joy	0.250
chirp	pippe	joy	0.250
morning	morgen	joy	0.250
visitor	besøgende	joy	0.250
hardy	hårdfør	joy	0.250
countryside	landskabet	joy	0.250
undying	udødelige	joy	0.250
football	fodbold	joy	0.250
advocacy	fortalervirksomhed	joy	0.250
demonstrative	demonstrativ	joy	0.250
cradle	vugge	joy	0.247
trance	trance	joy	0.246
breakfast	morgenmad	joy	0.242
grow	dyrke	joy	0.242
pay	betale	joy	0.242
preservative	konserveringsmiddel	joy	0.242
intense	intens	joy	0.242
supremacy	overhøjhed	joy	0.242
church	kirke	joy	0.242
procession	procession	joy	0.242
consecration	indvielse	joy	0.235
lifetime	livstid	joy	0.234
nursery	planteskole	joy	0.234
humbled	ydmyget	joy	0.234
vote	stemme	joy	0.234
incense	røgelse	joy	0.234
lyre	lyre	joy	0.234
candle	lys	joy	0.234
snowy	snedækket	joy	0.234
doll	dukke	joy	0.234
skiing	stå på ski	joy	0.234
ordination	ordination	joy	0.234
art	kunst	joy	0.234
salary	løn	joy	0.234
pastry	bagværk	joy	0.229
firefly	ildflue	joy	0.227
chilling	nedkøling	joy	0.227
remedy	afhjælpe	joy	0.227
rescue	redde	joy	0.225
camping	Camping	joy	0.221
perspective	perspektiv	joy	0.221
orchard	frugthave	joy	0.221
orchestra	orkester	joy	0.221
possess	have	joy	0.219
castle	slot	joy	0.219
lamb	lam	joy	0.219
gardens	haver	joy	0.219
breezy	breezy	joy	0.219
mucis	NO TRANSLATION	joy	0.212
bouttime	NO TRANSLATION	joy	0.212
brisk	rask	joy	0.212
countrymusic	NO TRANSLATION	joy	0.212
repay	tilbagebetale	joy	0.212
ribbon	bånd	joy	0.212
pho	pho	joy	0.212
reggae	reggae	joy	0.212
raindrops	regndråber	joy	0.212
listneing	NO TRANSLATION	joy	0.212
teach	underviser	joy	0.212
nap	lur	joy	0.206
stillness	Stilhed	joy	0.203
chant	chant	joy	0.203
hire	leje	joy	0.203
vernal	Vernal	joy	0.203
cove	bugt	joy	0.203
uncontrollable	ustyrlig	joy	0.203
legalized	legaliseret	joy	0.203
unexpected	uventet	joy	0.203
lights	lys	joy	0.203
save	Gemme	joy	0.200
atone	sone	joy	0.197
trees	træer	joy	0.197
pastor	pastor	joy	0.197
symmetry	symmetri	joy	0.197
oneday	en dag	joy	0.197
scripture	skriften	joy	0.196
mountains	bjerge	joy	0.194
pathway	pathway	joy	0.188
walking	gå	joy	0.188
craziness	vanvid	joy	0.188
soppy	sentimental	joy	0.188
tea	te	joy	0.188
quiet	rolige	joy	0.188
forefathers	forfædre	joy	0.188
liquor	spiritus	joy	0.188
custom	brugerdefinerede	joy	0.188
whiteness	hvidhed	joy	0.188
sympathetic	sympatisk	joy	0.188
patient	patient	joy	0.186
dollhouse	dukkehus	joy	0.182
bath	bad	joy	0.182
score	score	joy	0.182
movingon	komme videre	joy	0.182
supporter	supporter	joy	0.180
accompaniment	akkompagnement	joy	0.179
pursuit	forfølgelse	joy	0.176
outburst	udbrud	joy	0.176
frosty	frost-	joy	0.174
workout	træning	joy	0.172
closure	lukning	joy	0.172
luncheon	forretningsfrokost	joy	0.172
service	service	joy	0.172
wintery	wintery	joy	0.172
wages	løn	joy	0.169
civilized	civiliseret	joy	0.169
fain	NO TRANSLATION	joy	0.167
december	december	joy	0.167
acrobat	akrobat	joy	0.162
glide	svæve	joy	0.162
finally	endelig	joy	0.157
reproductive	reproduktive	joy	0.156
elf	nisse	joy	0.156
organization	organisation	joy	0.156
stroll	spadseretur	joy	0.156
peppermint	pebermynte	joy	0.156
break	pause	joy	0.156
chai	chai	joy	0.156
obtainable	opnåelig	joy	0.156
bathtub	badekar	joy	0.156
advent	advent	joy	0.152
scifi	scifi	joy	0.152
balm	balsam	joy	0.152
measured	målt	joy	0.152
spaniel	spaniel	joy	0.145
tan	tan	joy	0.141
ditty	Vise	joy	0.141
bubble	boble	joy	0.141
simple	enkel	joy	0.141
oils	olier	joy	0.141
beer	øl	joy	0.141
green	grøn	joy	0.137
buss	buss	joy	0.136
books	bøger	joy	0.136
makingdisciples	NO TRANSLATION	joy	0.136
chow	chow	joy	0.135
pitter	pitter	joy	0.134
flows	strømmer	joy	0.130
silence	stilhed	joy	0.127
roadster	roadster	joy	0.125
solitude	ensomhed	joy	0.125
bookstore	boghandel	joy	0.125
wine	vin	joy	0.125
circumstances	omstændigheder	joy	0.125
japan	japan	joy	0.121
soak	suge	joy	0.121
wilderness	ødemark	joy	0.121
priesthood	præstedømme	joy	0.121
critical	kritisk	joy	0.116
neutral	neutral	joy	0.114
untie	løsne	joy	0.109
hunting	jagt	joy	0.109
opera	opera	joy	0.109
weight	vægt	joy	0.109
white	hvid	joy	0.109
sand	sand	joy	0.109
wind	vind	joy	0.109
labor	arbejdskraft	joy	0.106
classical	klassisk	joy	0.106
affliction	lidelse	joy	0.103
lake	sø	joy	0.103
organ	organ	joy	0.094
dwelling	bolig	joy	0.094
tree	træ	joy	0.090
pond	Dam	joy	0.089
marrow	marv	joy	0.078
latte	latte	joy	0.078
sipping	nipper	joy	0.076
benign	godartet	joy	0.074
majority	flertal	joy	0.073
leaf	blad	joy	0.065
troubles	urolighederne	joy	0.062
basketball	basketball	joy	0.062
explosions	eksplosioner	joy	0.061
cream	fløde	joy	0.061
shepherd	fårehyrde	joy	0.058
tuesday	tirsdag	joy	0.047
turbulence	turbulens	joy	0.045
calf	kalv	joy	0.040
hardship	trængsler	joy	0.031
sixty	tres	joy	0.016
unhappiness	ulykkelighed	joy	0.016
heartbreaking	hjerteskærende	sadness	0.969
mourning	sorg	sadness	0.969
tragic	tragisk	sadness	0.961
holocaust	holocaust	sadness	0.953
suicidal	selvmordstanker	sadness	0.941
misery	elendighed	sadness	0.938
massacre	massakre	sadness	0.931
euthanasia	aktiv dødshjælp	sadness	0.927
depression	depression	sadness	0.925
bereavement	dødsfald	sadness	0.922
grieving	sørgende	sadness	0.922
fatal	fatal	sadness	0.922
bereaved	efterladte	sadness	0.920
devastation	ødelæggelser	sadness	0.917
death	død	sadness	0.915
devastated	knust	sadness	0.912
suicide	selvmord	sadness	0.912
catastrophe	katastrofe	sadness	0.911
horrifying	gruopvækkende	sadness	0.907
tragedy	tragedie	sadness	0.906
depressing	deprimerende	sadness	0.906
died	døde	sadness	0.906
anguish	kvaler	sadness	0.902
agony	smerte	sadness	0.900
deadly	dødelig	sadness	0.898
weeping	grædende	sadness	0.896
stillbirth	dødfødsel	sadness	0.891
deceased	afdød	sadness	0.891
murderer	morder	sadness	0.877
devastating	ødelæggende	sadness	0.875
rape	voldtage	sadness	0.875
cancer	Kræft	sadness	0.875
dying	døende	sadness	0.875
sadness	sorg	sadness	0.864
morbidity	sygelighed	sadness	0.864
crucifixion	korsfæstelse	sadness	0.859
grief	sorg	sadness	0.859
depressed	deprimeret	sadness	0.859
traumatic	traumatisk	sadness	0.859
atrocity	grusomhed	sadness	0.859
execution	udførelse	sadness	0.859
abandonment	opgivelse	sadness	0.859
perish	Forsvinde	sadness	0.859
cadaver	kadaver	sadness	0.853
treachery	forræderi	sadness	0.848
betrayed	bedraget	sadness	0.848
sad	trist	sadness	0.844
destroyed	ødelagt	sadness	0.844
miserable	elendig	sadness	0.844
persecution	forfølgelse	sadness	0.844
funeral	begravelse	sadness	0.844
slaughtering	slagtning	sadness	0.844
horrific	rædselsvækkende	sadness	0.844
homicide	drab	sadness	0.844
hopelessness	håbløshed	sadness	0.844
grieve	sørge over	sadness	0.844
sorrow	sorg	sadness	0.844
suffering	lidelse	sadness	0.844
murderous	morderiske	sadness	0.844
unhappiness	ulykkelighed	sadness	0.839
crippled	forkrøblede	sadness	0.836
bloodshed	blodsudgydelse	sadness	0.836
pained	forpint	sadness	0.833
manslaughter	manddrab	sadness	0.833
carnage	blodbad	sadness	0.833
unbearable	uudholdelig	sadness	0.830
stillborn	dødfødt	sadness	0.830
slavery	slaveri	sadness	0.828
torment	pine	sadness	0.828
sickness	sygdom	sadness	0.828
enslaved	gjort til slaver	sadness	0.828
casualty	tilskadekomne	sadness	0.828
morbid	morbid	sadness	0.828
murder	mord	sadness	0.828
mourn	sørge over	sadness	0.828
helplessness	hjælpeløshed	sadness	0.828
annihilation	tilintetgørelse	sadness	0.828
abandoned	forladt	sadness	0.828
horrors	rædsler	sadness	0.828
mutilation	lemlæstelse	sadness	0.828
annihilated	tilintetgjort	sadness	0.828
miscarriage	abort	sadness	0.824
starvation	sult	sadness	0.819
killing	drab	sadness	0.812
failure	fiasko	sadness	0.812
famine	hungersnød	sadness	0.812
distraught	fortvivlet	sadness	0.812
childloss	NO TRANSLATION	sadness	0.812
burial	begravelse	sadness	0.812
disgrace	vanære	sadness	0.812
cruelty	grusomhed	sadness	0.812
despair	fortvivlelse	sadness	0.812
saddens	bedrøver	sadness	0.812
oppression	undertrykkelse	sadness	0.812
sadly	desværre	sadness	0.812
mournful	vemodigt	sadness	0.812
terrorism	terrorisme	sadness	0.812
heartache	hjertesorg	sadness	0.812
bloody	blodig	sadness	0.806
perishing	omkom	sadness	0.804
inhumanity	umenneskelighed	sadness	0.804
malignancy	malignitet	sadness	0.803
mortification	selvfornægtelse	sadness	0.802
sarcoma	sarkom	sadness	0.797
lifeless	livløs	sadness	0.797
perished	omkom	sadness	0.797
dreadful	forfærdelig	sadness	0.797
devastate	ødelægge	sadness	0.797
dreadfully	frygtelig	sadness	0.797
gallows	galger	sadness	0.797
lethal	dødbringende	sadness	0.797
desolation	trøstesløshed	sadness	0.797
kill	dræbe	sadness	0.797
slave	slave	sadness	0.797
mortuary	lighus	sadness	0.797
assassination	snigmord	sadness	0.797
leukemia	leukæmi	sadness	0.797
brokenheart	NO TRANSLATION	sadness	0.792
banishment	landsforvisning	sadness	0.790
afflict	plage	sadness	0.789
disheartened	modløs	sadness	0.788
bury	begrave	sadness	0.781
crying	græder	sadness	0.781
tumour	svulst	sadness	0.781
heartbreak	hjertesorg	sadness	0.781
desecration	vanhelligelse	sadness	0.781
demoralized	demoraliseret	sadness	0.781
terrorize	terrorisere	sadness	0.781
die	NO TRANSLATION	sadness	0.773
lynch	Lynch	sadness	0.773
sufferer	patient	sadness	0.770
loneliness	ensomhed	sadness	0.766
cemetery	kirkegård	sadness	0.766
destitute	nødlidende	sadness	0.766
torture	tortur	sadness	0.766
abortion	abort	sadness	0.766
diseased	syge	sadness	0.766
condolence	kondolence	sadness	0.766
fatality	dødsulykke	sadness	0.766
dismemberment	sønderlemmelse	sadness	0.766
doomed	dømt	sadness	0.766
fearful	frygtsomme	sadness	0.766
slayer	slayer	sadness	0.766
painfully	smerteligt	sadness	0.758
moribund	døende	sadness	0.758
disaster	katastrofe	sadness	0.758
depress	trykke	sadness	0.755
condemnation	fordømmelse	sadness	0.754
desperation	desperation	sadness	0.750
hemorrhage	blødning	sadness	0.750
unhappy	ulykkelig	sadness	0.750
pandemic	pandemi	sadness	0.750
corpse	lig	sadness	0.750
depressive	depressive	sadness	0.750
deplorable	beklageligt	sadness	0.750
defeated	besejret	sadness	0.750
doomsday	dommedag	sadness	0.750
cry	skrig	sadness	0.750
victimized	offer	sadness	0.750
obliteration	udslettelse	sadness	0.750
damnation	forbandelse	sadness	0.750
guilt	skyld	sadness	0.750
sickening	kvalmende	sadness	0.750
terrorist	terrorist	sadness	0.750
sorrowful	sorgfuld	sadness	0.750
incest	blodskam	sadness	0.750
painful	smertefuld	sadness	0.750
abduction	bortførelse	sadness	0.750
regretful	beklagende	sadness	0.750
unfairness	urimelighed	sadness	0.745
molestation	forulempelse	sadness	0.744
exile	eksil	sadness	0.742
abysmal	afgrundsdyb	sadness	0.742
hellish	helvedes	sadness	0.738
exterminate	udrydde	sadness	0.736
earthquake	jordskælv	sadness	0.734
betrayal	forræderi	sadness	0.734
orphan	sjældne	sadness	0.734
slaughter	slagte	sadness	0.734
disgraced	vanærede	sadness	0.734
battered	voldsramte	sadness	0.734
assassin	snigmorder	sadness	0.734
horrid	fælt	sadness	0.734
miserably	ynkeligt	sadness	0.734
lonesome	ensom	sadness	0.734
morgue	lighus	sadness	0.734
disastrous	katastrofal	sadness	0.734
warfare	krigsførelse	sadness	0.734
destroying	ødelægge	sadness	0.734
homeless	hjemløs	sadness	0.734
listless	sløv	sadness	0.729
unfortunately	desværre	sadness	0.727
grave	grav	sadness	0.727
emptiness	tomhed	sadness	0.727
alienated	fremmedgjorte	sadness	0.727
fraught	fyldt	sadness	0.722
emaciated	afmagret	sadness	0.719
malicious	ondsindet	sadness	0.719
atrophy	atrofi	sadness	0.719
cripple	krøbling	sadness	0.719
ashamed	skamme sig	sadness	0.719
leprosy	spedalskhed	sadness	0.719
violently	voldsomt	sadness	0.719
disheartening	nedslående	sadness	0.719
cried	råbte	sadness	0.719
woe	ve	sadness	0.719
horror	rædsel	sadness	0.719
heartless	hjerteløs	sadness	0.719
forsaken	forladt	sadness	0.719
paralysis	lammelse	sadness	0.719
missing	mangler	sadness	0.719
danger	fare	sadness	0.719
pain	smerte	sadness	0.719
demise	død	sadness	0.717
disgruntled	utilfredse	sadness	0.712
rejected	afvist	sadness	0.712
sickly	sygelig	sadness	0.712
violence	vold	sadness	0.712
torn	revet i stykker	sadness	0.710
calamity	ulykke	sadness	0.709
grim	barsk	sadness	0.708
grievous	grov	sadness	0.704
disfigured	vansiret	sadness	0.703
punishing	straffe	sadness	0.703
extinct	uddød	sadness	0.703
meltdown	nedsmeltning	sadness	0.703
oppressor	undertrykkeren	sadness	0.703
deformed	deform	sadness	0.703
slaughterhouse	slagteri	sadness	0.703
humiliate	ydmyge	sadness	0.703
inhuman	umenneskelig	sadness	0.703
decomposition	nedbrydning	sadness	0.703
suffocating	kvælende	sadness	0.703
hearse	rustvogn	sadness	0.703
incurable	uhelbredelig	sadness	0.703
buried	begravet	sadness	0.703
paralyzed	lammet	sadness	0.703
carcinoma	carcinom	sadness	0.703
deformity	deformitet	sadness	0.703
crushed	knust	sadness	0.703
isolate	isolere	sadness	0.703
tearful	tårevædet	sadness	0.703
abandon	opgive	sadness	0.703
obit	obit	sadness	0.703
strangle	kvæle	sadness	0.703
victim	offer	sadness	0.703
isolation	isolation	sadness	0.703
lifesucks	livet stinker	sadness	0.700
hell	helvede	sadness	0.700
ruinous	ruinerende	sadness	0.698
widow	enke	sadness	0.697
banish	forjage	sadness	0.697
accursed	forbandede	sadness	0.697
ruined	ødelagt	sadness	0.697
vanished	forsvundet	sadness	0.695
displaced	forskudt	sadness	0.691
poverty	fattigdom	sadness	0.690
hospice	hospice	sadness	0.688
insanity	sindssyge	sadness	0.688
depraved	fordærvet	sadness	0.688
