word	Irish-ga	emotion	emotion-intensity-score
oasis	oasis	joy	0.486
rapture	rapture	joy	0.485
engaging	páirt a ghlacadh	joy	0.485
crowning	coróiniú	joy	0.485
aspiration	aspiration	joy	0.485
prestige	gradam	joy	0.485
crescendo	crescendo	joy	0.485
gentle	milis	joy	0.485
liberate	saoirse	joy	0.485
betrothed	geallta	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	bounty	joy	0.485
privileged	pribhléidí	joy	0.485
loyal	dílis	joy	0.485
inseparable	doscartha	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	lá	joy	0.484
trophy	trófaí	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	Ádh mór oraibh!	joy	0.484
creativity	cruthaitheacht	joy	0.484
destiny	cinniúint	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	tarchur	joy	0.484
bouquet	bouquet	joy	0.484
chocolate	seacláid	joy	0.484
aloha	aloha	joy	0.484
yummy	deamach	joy	0.484
dream	aisling	joy	0.484
desire	dúil	joy	0.484
boyfriend	buachaill	joy	0.480
commemoration	comóradh	joy	0.479
intelligence	faisnéis	joy	0.477
readiness	ullmhacht	joy	0.473
friend	cara	joy	0.471
enthusiast	díograiseach	joy	0.471
bride	bride	joy	0.471
lush	lush	joy	0.470
calming	suaimhneas	joy	0.470
inheritance	oidhreacht	joy	0.470
kiddo	kiddo	joy	0.470
massage	massage	joy	0.470
tickle	cuir tic	joy	0.470
adventure	eachtra	joy	0.470
nostalgia	cumha	joy	0.470
soothe	soothe	joy	0.470
goals	spriocanna	joy	0.469
luster	luster	joy	0.469
giving	ag tabhairt	joy	0.469
princess	banphrionsa	joy	0.469
heartily	croí	joy	0.469
benevolence	buíochas	joy	0.469
nurture	a chothú	joy	0.469
bridegroom	seomra breá	joy	0.469
eternal	síoraí	joy	0.469
pray	guí	joy	0.469
getaway	getaway	joy	0.469
humanitarian	daonnúil	joy	0.469
bonding	nascadh	joy	0.469
rest	chuid eile	joy	0.469
amicable	go héasca	joy	0.469
purring	purring	joy	0.469
pretty	deas	joy	0.469
child	leanbh	joy	0.466
salutary	salutary	joy	0.465
invite	cuireadh a thabhairt	joy	0.457
reminiscing	ag cuimhneamh	joy	0.456
beam	beam	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	trópaiceach	joy	0.455
aesthetics	aeistéitic	joy	0.455
friday	Dé hAoine	joy	0.455
elevation	ingearchló	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	searmanas	joy	0.455
mindfulness	aireach	joy	0.455
hee	hee	joy	0.455
kindred	comhchineáil	joy	0.455
scholarship	scoláireacht	joy	0.455
befriend	cairdeas	joy	0.455
commemorate	comóradh	joy	0.453
allure	allure	joy	0.453
faith	Creideamh	joy	0.453
forgiveness	maithiúnas	joy	0.453
scenery	radharcra	joy	0.453
vindication	díograis	joy	0.453
waterfall	eas	joy	0.453
birth	breithe	joy	0.453
noworries	ná bí buartha	joy	0.453
approve	cheadú	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	turas	joy	0.447
meditation	mothúchán	joy	0.446
relaxed	relaxed	joy	0.442
tranquil	tranquil	joy	0.441
weekend	deireadh seachtaine	joy	0.441
present	i láthair	joy	0.441
tender	tairisceana	joy	0.441
nostalgic	cumhachrach	joy	0.439
prayer	paidir	joy	0.439
sharing	a roinnt	joy	0.439
esteem	meas	joy	0.439
lyrical	lyrical	joy	0.439
righteousness	righteousness	joy	0.439
share	sciar	joy	0.438
husband	fear céile	joy	0.438
life	saol	joy	0.438
sonnet	sonnet	joy	0.438
relief	faoiseamh	joy	0.438
unbeaten	neamhshóisialta	joy	0.438
newday	newday	joy	0.438
meditate	meditate	joy	0.438
mighty	mighty	joy	0.438
eager	fonnmhar	joy	0.438
strength	neart	joy	0.438
warm	te	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	cara	joy	0.427
oneness	oneness	joy	0.426
unsurpassed	unsurpassed	joy	0.424
ejaculation	ejaculation	joy	0.424
unconstrained	neamhcheangailte	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	bonn	joy	0.424
amen	amen	joy	0.424
candlelight	candlelight	joy	0.424
reverence	urram	joy	0.424
healthful	sláinteach	joy	0.424
carols	caróil	joy	0.424
sledding	sledding	joy	0.422
wealth	saibhreas	joy	0.422
graduation	céim	joy	0.422
frisky	frisky	joy	0.422
energy	fuinneamh	joy	0.422
calmness	ciúin	joy	0.422
beginnings	tús	joy	0.422
safe	sábháilte	joy	0.422
musical	ceoil	joy	0.422
symphony	siansaíocht	joy	0.422
lml	lml	joy	0.422
glitter	glitter	joy	0.422
ease	éasca	joy	0.422
helpful	Cabhrach	joy	0.422
soundness	fuaimeacht	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	gealltanas	joy	0.415
reunite	teacht le chéile	joy	0.414
salvation	slánú	joy	0.412
mother	Máthair	joy	0.412
poems	dánta	joy	0.412
inauguration	tionscnamh	joy	0.409
immaculate	neamhghlactha	joy	0.409
lighten	éadroma	joy	0.409
aromatherapy	cumhartheiripe	joy	0.409
travel	taisteal	joy	0.409
lavender	lavender	joy	0.409
purify	purify	joy	0.409
clown	clown	joy	0.409
star	réalta	joy	0.406
cash	airgead	joy	0.406
heal	leigheas	joy	0.406
completing	ag críochnú	joy	0.406
companion	companion	joy	0.406
live	beo	joy	0.406
flowers	bláthanna	joy	0.406
wishing	ar mian leo	joy	0.406
charity	carthanas	joy	0.406
opportune	tráthúil	joy	0.406
income	ioncam	joy	0.403
soul	anam	joy	0.401
munchies	munchies	joy	0.400
indescribable	neamh-inléite	joy	0.397
progress	dul chun cinn	joy	0.397
emancipation	imscrúdú	joy	0.397
christian	Críostaí	joy	0.397
hammock	hammock	joy	0.394
together	le chéile	joy	0.394
equality	comhionannas	joy	0.394
fullness	iomláine	joy	0.394
picnic	picnic	joy	0.394
calm	calma	joy	0.394
childhood	óige	joy	0.394
rhythmical	rhythmical	joy	0.394
movies	scannáin	joy	0.393
zealous	díograiseach	joy	0.393
littlethings	rudaí beaga	joy	0.391
humanity	daonnacht	joy	0.391
starry	starry	joy	0.391
playground	clós súgartha	joy	0.391
adventures	eachtraí	joy	0.391
meaningful	brí	joy	0.391
choir	cóir	joy	0.391
affluence	saibhreas	joy	0.391
warms	warms	joy	0.391
goofy	goofy	joy	0.391
auspicious	auspicious	joy	0.391
gesture	gesture	joy	0.387
vow	vow	joy	0.382
shopping	siopadóireacht	joy	0.382
witty	scéalta	joy	0.382
communion	comaoineach	joy	0.379
vibes	vibes	joy	0.379
worship	adhradh	joy	0.379
jump	léim	joy	0.379
reverend	reverend	joy	0.377
advance	roimh ré	joy	0.375
beaches	tránna	joy	0.375
youth	óige	joy	0.375
spirits	biotáille	joy	0.375
simplicity	simplíocht	joy	0.375
full	iomlán	joy	0.375
rising	ag ardú	joy	0.375
hymn	hymn	joy	0.375
unique	uathúil	joy	0.375
redeemed	fhuascailt	joy	0.375
scenic	radhairc	joy	0.375
mirth	mirth	joy	0.375
courtship	cúirtéireachta	joy	0.375
experience	taithí	joy	0.375
reunion	le chéile	joy	0.375
sonorous	sonorous	joy	0.375
unforgettable	unforgettable	joy	0.375
baptismal	baisteadh	joy	0.368
alliance	Comhar	joy	0.368
grant	deontas	joy	0.366
conciliation	comhréiteach	joy	0.364
moonlight	solas na gealaí	joy	0.364
sanctification	sanctification	joy	0.364
improves	feabhsaíonn	joy	0.364
improve	feabhas a chur	joy	0.364
pure	íon	joy	0.364
authentic	barántúil	joy	0.364
kitten	kitten	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	sútha craobh	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	dílis	joy	0.359
feeling	mothú	joy	0.359
devotional	devóideach	joy	0.359
proficiency	inniúlacht	joy	0.359
tinsel	tinsel	joy	0.359
revival	athbheochan	joy	0.359
sanctify	sanctify	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	neamhspleách	joy	0.359
cocoa	cócó	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	Deilf	joy	0.348
choral	córúil	joy	0.348
deliverance	saoirseacht	joy	0.348
romp	romp	joy	0.348
roaring	roaring	joy	0.348
melody	melody	joy	0.348
favor	bhfabhar	joy	0.348
unification	aontú	joy	0.348
exceed	dul thar	joy	0.348
purpose	cuspóir	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	nowork	joy	0.344
voluptuous	voluptuous	joy	0.344
fruits	torthaí	joy	0.344
thx	thx	joy	0.344
newstart	newstart	joy	0.344
manicure	lámh	joy	0.344
date	dáta	joy	0.344
kiddos	kiddos	joy	0.344
roadtrip	turas bóthair	joy	0.344
cookies	fianáin	joy	0.344
hedonism	hedonachas	joy	0.344
humble	humble	joy	0.344
electric	Leictreach	joy	0.344
pledge	gealltanas	joy	0.344
celebrity	celebrity	joy	0.342
rhythm	rithim	joy	0.338
bridesmaid	bridesmaid	joy	0.338
snowday	snowday	joy	0.333
young	óg	joy	0.333
coffee	caife	joy	0.333
edification	athchóiriú	joy	0.333
obliging	oibleagáid	joy	0.333
renovation	athchóiriú	joy	0.333
familiarity	eolas	joy	0.333
garden	gairdín	joy	0.333
spa	Spa	joy	0.333
dawn	dawn	joy	0.333
connoisseur	connoisseur	joy	0.333
partner	comhpháirtí	joy	0.333
gazing	gazing	joy	0.333
foodie	foodie	joy	0.331
synchronize	sioncrónú	joy	0.329
tribulation	tribulation	joy	0.328
healing	leigheas	joy	0.328
saint	naomh	joy	0.328
chirping	chirping	joy	0.328
hobby	caitheamh aimsire	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	carol	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	Salm	joy	0.328
pedicure	pedicure	joy	0.328
amnesty	amnesty	joy	0.328
respite	faoisimh	joy	0.324
mellow	mellow	joy	0.318
lazyday	NO TRANSLATION	joy	0.318
recreational	caitheamh aimsire	joy	0.318
restorative	athshlánaithe	joy	0.318
cousins	col ceathracha	joy	0.318
classics	clasaiceach	joy	0.318
reconciliation	athmhuintearas	joy	0.316
dove	col	joy	0.312
living	maireachtáil	joy	0.312
presto	presto	joy	0.312
crafts	Ceardaíocht	joy	0.312
recovery	aisghabháil	joy	0.312
woods	coillte	joy	0.312
sunset	luí na gréine	joy	0.312
fitness	folláine	joy	0.312
playhouse	teach súgartha	joy	0.312
superman	superman	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	eagna	joy	0.312
deal	déileáil	joy	0.312
simplify	simpligh	joy	0.312
lord	tiarna	joy	0.312
sterling	steirling	joy	0.312
progression	dul chun cinn	joy	0.312
relight	athlonnú	joy	0.312
pony	chapaillíní	joy	0.312
infant	naíonán	joy	0.309
improvement	feabhsúcháin	joy	0.309
absolution	absolution	joy	0.306
gently	go réidh	joy	0.303
established	bunaithe	joy	0.303
honest	macánta	joy	0.303
decorating	maisiú	joy	0.303
endless	gan deireadh	joy	0.303
banquet	féasta	joy	0.303
providing	ag soláthar	joy	0.300
mine	mianach	joy	0.297
fraternal	fraternal	joy	0.297
notable	suntasach	joy	0.297
feat	feat	joy	0.297
harvest	fómhar	joy	0.297
quaint	ciallmhar	joy	0.297
softly	go bog	joy	0.297
spiritual	spioradálta	joy	0.297
morals	moral	joy	0.297
lounging	lounging	joy	0.297
light	solas	joy	0.297
breeze	Breeze	joy	0.297
strolling	strolláil	joy	0.297
spending	caiteachas	joy	0.297
meditating	smaointeoireacht	joy	0.297
joker	joker	joy	0.297
yearning	slánú	joy	0.297
growth	fás	joy	0.297
fervor	fervor	joy	0.295
quotes	Sleachta	joy	0.294
volunteer	deonach	joy	0.294
psalms	saoil	joy	0.288
hippie	hippie	joy	0.288
gain	gnóthachan	joy	0.288
taoism	taoism	joy	0.288
midwife	cnáimhseach	joy	0.288
resources	acmhainní	joy	0.288
create	a chruthú	joy	0.288
receiving	ag fáil	joy	0.287
ocean	farraige	joy	0.286
snowfall	sneachta	joy	0.286
lsd	lsd	joy	0.286
hiking	fánaíocht	joy	0.283
chill	chill	joy	0.281
truce	tosaíocht	joy	0.281
infinity	éigríoch	joy	0.281
toast	toast	joy	0.281
destination	ceann scríbe	joy	0.281
buddhist	buddhist	joy	0.281
rested	rested	joy	0.281
candid	candid	joy	0.281
evergreen	síorghlas	joy	0.281
unwind	unwind	joy	0.281
buzzing	buzzing	joy	0.281
venerable	venerable	joy	0.279
balance	cothromaíocht	joy	0.275
retirement	scoir	joy	0.275
compensate	cúiteamh	joy	0.273
swim	snámh	joy	0.273
drinks	deochanna	joy	0.273
devout	devout	joy	0.273
buddha	buddha	joy	0.273
rapt	rapt	joy	0.273
fireplace	teallach	joy	0.273
snowing	sneachta	joy	0.271
sublimation	sublimation	joy	0.270
fruity	fruity	joy	0.268
humility	humility	joy	0.266
paragon	paragon	joy	0.266
ministry	aireacht	joy	0.266
sunday	Dé Máirt	joy	0.266
salute	taitneamhach	joy	0.266
fortitude	fortitude	joy	0.266
whim	whim	joy	0.266
sun	ghrian	joy	0.266
sketching	sceitseáil	joy	0.266
waves	dtonnta	joy	0.266
buddhism	buddhism	joy	0.266
cathedral	ardeaglais	joy	0.266
yoga	yoga	joy	0.266
artwork	saothar ealaíne	joy	0.265
practiced	chleachtadh	joy	0.264
clean	glan	joy	0.260
found	fuair	joy	0.258
fitting	feistiú	joy	0.258
immerse	tumtha	joy	0.258
running	ag rith	joy	0.258
clarity	soiléireacht	joy	0.258
food	bia	joy	0.258
exercise	cleachtadh	joy	0.258
autumn	fómhar	joy	0.254
ardent	ardent	joy	0.250
fit	oiriúnach	joy	0.250
mountain	sliabh	joy	0.250
expedient	fóirsteanach	joy	0.250
diary	dialann	joy	0.250
candles	coinnle	joy	0.250
outdoors	lasmuigh	joy	0.250
chilled	fuaraithe	joy	0.250
clap	bualadh	joy	0.250
contagious	tógálach	joy	0.250
chirp	chirp	joy	0.250
morning	maidin	joy	0.250
visitor	cuairteoir	joy	0.250
hardy	crua	joy	0.250
countryside	tuath	joy	0.250
undying	undying	joy	0.250
football	peile	joy	0.250
advocacy	Abhcóideacht	joy	0.250
demonstrative	léiritheach	joy	0.250
cradle	cradle	joy	0.247
trance	trance	joy	0.246
breakfast	bricfeasta	joy	0.242
grow	ag fás	joy	0.242
pay	pá	joy	0.242
preservative	leasaitheach	joy	0.242
intense	dian	joy	0.242
supremacy	ceannasacht	joy	0.242
church	eaglais	joy	0.242
procession	próiseas	joy	0.242
consecration	consecration	joy	0.235
lifetime	feadh an tsaoil	joy	0.234
nursery	naíolann	joy	0.234
humbled	humbled	joy	0.234
vote	vótáil	joy	0.234
incense	incense	joy	0.234
lyre	lyre	joy	0.234
candle	coinneal	joy	0.234
snowy	sneachta	joy	0.234
doll	doll	joy	0.234
skiing	sciáil	joy	0.234
ordination	comhordú	joy	0.234
art	ealaín	joy	0.234
salary	tuarastal	joy	0.234
pastry	taosráin	joy	0.229
firefly	firefly	joy	0.227
chilling	fuarú	joy	0.227
remedy	leigheas	joy	0.227
rescue	tarrthála	joy	0.225
camping	campáil	joy	0.221
perspective	peirspictíocht	joy	0.221
orchard	úlloird	joy	0.221
orchestra	ceolfhoireann	joy	0.221
possess	seilbh	joy	0.219
castle	caisleán	joy	0.219
lamb	uan	joy	0.219
gardens	gairdíní	joy	0.219
breezy	Dé hAoine	joy	0.219
mucis	NO TRANSLATION	joy	0.212
bouttime	bouttime	joy	0.212
brisk	brisk	joy	0.212
countrymusic	NO TRANSLATION	joy	0.212
repay	aisíoc	joy	0.212
ribbon	ribín	joy	0.212
pho	pho	joy	0.212
reggae	reggae	joy	0.212
raindrops	raidrops	joy	0.212
listneing	NO TRANSLATION	joy	0.212
teach	mhúineadh	joy	0.212
nap	nap	joy	0.206
stillness	seasmhacht	joy	0.203
chant	chant	joy	0.203
hire	ar cíos	joy	0.203
vernal	vernal	joy	0.203
cove	cove	joy	0.203
uncontrollable	neamhrialaithe	joy	0.203
legalized	dlíthiúil	joy	0.203
unexpected	gan choinne	joy	0.203
lights	soilse	joy	0.203
save	sábháil	joy	0.200
atone	atone	joy	0.197
trees	crainn	joy	0.197
pastor	sagart	joy	0.197
symmetry	siméadracht	joy	0.197
oneday	NO TRANSLATION	joy	0.197
scripture	scripture	joy	0.196
mountains	sléibhte	joy	0.194
pathway	cosán	joy	0.188
walking	ag siúl	joy	0.188
craziness	craziness	joy	0.188
soppy	soppy	joy	0.188
tea	tae	joy	0.188
quiet	ciúin	joy	0.188
forefathers	seanathair	joy	0.188
liquor	deoch	joy	0.188
custom	saincheaptha	joy	0.188
whiteness	bháine	joy	0.188
sympathetic	báúil	joy	0.188
patient	othar	joy	0.186
dollhouse	dollhouse	joy	0.182
bath	folctha	joy	0.182
score	scór	joy	0.182
movingon	ag leanuint ar aghaidh	joy	0.182
supporter	Tacaitheoir	joy	0.180
accompaniment	tionlacan	joy	0.179
pursuit	tóir	joy	0.176
outburst	toradh	joy	0.176
frosty	frosty	joy	0.174
workout	oibriú amach	joy	0.172
closure	dúnadh	joy	0.172
luncheon	cón	joy	0.172
service	seirbhís	joy	0.172
wintery	gheimhridh	joy	0.172
wages	pá	joy	0.169
civilized	sibhialta	joy	0.169
fain	NO TRANSLATION	joy	0.167
december	Nollaig	joy	0.167
acrobat	acrobat	joy	0.162
glide	Sleamhnaigh	joy	0.162
finally	ar deireadh	joy	0.157
reproductive	atáirgthe	joy	0.156
elf	elf	joy	0.156
organization	eagraíocht	joy	0.156
stroll	stroll	joy	0.156
peppermint	miobair	joy	0.156
break	briseadh	joy	0.156
chai	chai	joy	0.156
obtainable	a fháil	joy	0.156
bathtub	bathtub	joy	0.156
advent	teacht	joy	0.152
scifi	scifi	joy	0.152
balm	balm	joy	0.152
measured	tomhaiste	joy	0.152
spaniel	spaniel	joy	0.145
tan	tan	joy	0.141
ditty	ditty	joy	0.141
bubble	mboilgeog	joy	0.141
simple	simplí	joy	0.141
oils	olaí	joy	0.141
beer	beoir	joy	0.141
green	glas	joy	0.137
buss	buss	joy	0.136
books	leabhair	joy	0.136
makingdisciples	NO TRANSLATION	joy	0.136
chow	chow	joy	0.135
pitter	pitter	joy	0.134
flows	sreafaí	joy	0.130
silence	tost	joy	0.127
roadster	roadster	joy	0.125
solitude	uaigneas	joy	0.125
bookstore	siopa leabhar	joy	0.125
wine	fíon	joy	0.125
circumstances	imthosca	joy	0.125
japan	an tSeapáin	joy	0.121
soak	soak	joy	0.121
wilderness	wilderness	joy	0.121
priesthood	sagartacht	joy	0.121
critical	criticiúil	joy	0.116
neutral	neodrach	joy	0.114
untie	untie	joy	0.109
hunting	fiach	joy	0.109
opera	ceoldráma	joy	0.109
weight	meáchan	joy	0.109
white	bán	joy	0.109
sand	gaineamh	joy	0.109
wind	gaoth	joy	0.109
labor	saothair	joy	0.106
classical	clasaiceach	joy	0.106
affliction	mothú	joy	0.103
lake	loch	joy	0.103
organ	orgán	joy	0.094
dwelling	teaghais	joy	0.094
tree	crann	joy	0.090
pond	lochán	joy	0.089
marrow	smior	joy	0.078
latte	latte	joy	0.078
sipping	sipping	joy	0.076
benign	neamhurchóideach	joy	0.074
majority	tromlach	joy	0.073
leaf	duilleog	joy	0.065
troubles	Trioblóidí	joy	0.062
basketball	cispheile	joy	0.062
explosions	pléascanna	joy	0.061
cream	uachtar	joy	0.061
shepherd	aoire	joy	0.058
tuesday	Dé Luain	joy	0.047
turbulence	suaiteacht	joy	0.045
calf	lao	joy	0.040
hardship	cruatan	joy	0.031
sixty	seasca	joy	0.016
unhappiness	míshásta	joy	0.016
heartbreaking	brónach	sadness	0.969
mourning	caoineadh	sadness	0.969
tragic	tragóideach	sadness	0.961
holocaust	holocaust	sadness	0.953
suicidal	féinmharú	sadness	0.941
misery	trua	sadness	0.938
massacre	maisreabhra	sadness	0.931
euthanasia	euthanasia	sadness	0.927
depression	dúlagar	sadness	0.925
bereavement	mealladh	sadness	0.922
grieving	gráin	sadness	0.922
fatal	marfach	sadness	0.922
bereaved	caillte	sadness	0.920
devastation	tubaiste	sadness	0.917
death	bás	sadness	0.915
devastated	tubaisteach	sadness	0.912
suicide	féinmharú	sadness	0.912
catastrophe	tubaiste	sadness	0.911
horrifying	uafásach	sadness	0.907
tragedy	tragóid	sadness	0.906
depressing	depressing	sadness	0.906
died	fuair bás	sadness	0.906
anguish	anguish	sadness	0.902
agony	agony	sadness	0.900
deadly	deadly	sadness	0.898
weeping	ag caoineadh	sadness	0.896
stillbirth	marbh	sadness	0.891
deceased	éagtha	sadness	0.891
murderer	murtóir	sadness	0.877
devastating	tubaisteach	sadness	0.875
rape	éigniú	sadness	0.875
cancer	ailse	sadness	0.875
dying	ag fáil bháis	sadness	0.875
sadness	brón	sadness	0.864
morbidity	morbacht	sadness	0.864
crucifixion	crucifixion	sadness	0.859
grief	dólás	sadness	0.859
depressed	depressed	sadness	0.859
traumatic	traumatic	sadness	0.859
atrocity	atrocity	sadness	0.859
execution	forghníomhú	sadness	0.859
abandonment	tréigean	sadness	0.859
perish	crith	sadness	0.859
cadaver	cábhán	sadness	0.853
treachery	tuile	sadness	0.848
betrayed	braitheadh	sadness	0.848
sad	brónach	sadness	0.844
destroyed	scriosta	sadness	0.844
miserable	olc	sadness	0.844
persecution	géarleanúint	sadness	0.844
funeral	sochraide	sadness	0.844
slaughtering	marú	sadness	0.844
horrific	uafásach	sadness	0.844
homicide	homicide	sadness	0.844
hopelessness	neamhspleáchas	sadness	0.844
grieve	grieve	sadness	0.844
sorrow	brón	sadness	0.844
suffering	fulaingt	sadness	0.844
murderous	dúnmharfach	sadness	0.844
unhappiness	míshásta	sadness	0.839
crippled	crippled	sadness	0.836
bloodshed	fola fuaite	sadness	0.836
pained	pained	sadness	0.833
manslaughter	dúnorgain	sadness	0.833
carnage	carnage	sadness	0.833
unbearable	neamh-inbhuanaithe	sadness	0.830
stillborn	nuabheirthe	sadness	0.830
slavery	sclábhaíocht	sadness	0.828
torment	torment	sadness	0.828
sickness	breoiteachta	sadness	0.828
enslaved	slabhra	sadness	0.828
casualty	taisme	sadness	0.828
morbid	morbid	sadness	0.828
murder	dúnmharú	sadness	0.828
mourn	brón	sadness	0.828
helplessness	neamhchiontach	sadness	0.828
annihilation	annihilation	sadness	0.828
abandoned	tréigthe	sadness	0.828
horrors	uafáis	sadness	0.828
mutilation	milleadh	sadness	0.828
annihilated	annihilated	sadness	0.828
miscarriage	neamhbhras	sadness	0.824
starvation	galar	sadness	0.819
killing	marú	sadness	0.812
failure	teip	sadness	0.812
famine	gorta	sadness	0.812
distraught	díograiseach	sadness	0.812
childloss	NO TRANSLATION	sadness	0.812
burial	adhlacadh	sadness	0.812
disgrace	náire	sadness	0.812
cruelty	cruálacht	sadness	0.812
despair	éadóchas	sadness	0.812
saddens	saddens	sadness	0.812
oppression	brú	sadness	0.812
sadly	go brónach	sadness	0.812
mournful	brónach	sadness	0.812
terrorism	sceimhlitheoireacht	sadness	0.812
heartache	croí	sadness	0.812
bloody	fuilteach	sadness	0.806
perishing	ag fulaingt	sadness	0.804
inhumanity	míchumais	sadness	0.804
malignancy	malignancy	sadness	0.803
mortification	morghnú	sadness	0.802
sarcoma	sarcoma	sadness	0.797
lifeless	gan saol	sadness	0.797
perished	go maireann	sadness	0.797
dreadful	aisteach	sadness	0.797
devastate	tubaiste	sadness	0.797
dreadfully	go dreadfully	sadness	0.797
gallows	gallows	sadness	0.797
lethal	marfach	sadness	0.797
desolation	desolation	sadness	0.797
kill	mharú	sadness	0.797
slave	daor	sadness	0.797
mortuary	mortuary	sadness	0.797
assassination	muinín	sadness	0.797
leukemia	leucemia	sadness	0.797
brokenheart	NO TRANSLATION	sadness	0.792
banishment	banishment	sadness	0.790
afflict	afflict	sadness	0.789
disheartened	díghásta	sadness	0.788
bury	adhlacadh	sadness	0.781
crying	ag caoineadh	sadness	0.781
tumour	meall	sadness	0.781
heartbreak	briseadh	sadness	0.781
desecration	desecration	sadness	0.781
demoralized	demoralized	sadness	0.781
terrorize	sceimhlitheoireacht	sadness	0.781
die	NO TRANSLATION	sadness	0.773
