word	Bosnian-bs	emotion	emotion-intensity-score
heavenly	nebesko	joy	0.853
thrilled	uzbuđeni	joy	0.851
mademyday	mademyday	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	slaviti	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	blagoslov	joy	0.844
wonderfully	prekrasno	joy	0.844
sweetness	sladakost	joy	0.833
marvellous	divno	joy	0.833
festive	svečano	joy	0.833
blessed	blagosloven	joy	0.833
paradise	raj	joy	0.833
celebrations	proslave	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	nasmejan	joy	0.828
enchanting	očaravajuće	joy	0.828
love	ljubav	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	dome slatki dome	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	smeh	joy	0.824
marvelous	divno	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	proslavljen	joy	0.818
sensational	senzacionalno	joy	0.818
delightful	divno	joy	0.818
happyheart	happyheart	joy	0.818
rejoicing	raduje se	joy	0.818
joys	radosti	joy	0.818
goodness	dobrota	joy	0.818
excited	uzbuđeni	joy	0.818
excellence	izvrsnost	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	jovial	joy	0.814
glorious	slavno	joy	0.812
lovemaking	vođenje ljubavi	joy	0.812
rejoice	radujte se	joy	0.812
victorious	pobedio	joy	0.812
excellent	odličan	joy	0.812
bonanza	bonanza	joy	0.812
smiley	smešak	joy	0.812
enjoy	uživaj	joy	0.812
splendid	sjajan	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	dobra vremena	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	sretan dan	joy	0.809
myfavorite	moj najdraži	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	zadovoljstvo	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	veselje	joy	0.803
giggle	giggle	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	uspeh	joy	0.797
happier	sretniji	joy	0.797
dancing	plesanja	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	veličanstvenost	joy	0.797
lovemylife	volim svoj zivot	joy	0.797
grateful	zahvalni	joy	0.789
splendor	sjajan	joy	0.788
amuse	zabavite se	joy	0.788
fun	zabava	joy	0.788
happy	srećan	joy	0.788
enchanted	očaran	joy	0.781
glorify	slaviti	joy	0.781
glad	drago mi je	joy	0.781
beautiful	prelepo	joy	0.781
solucky	solucky	joy	0.781
giggling	giggling	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	sjajno	joy	0.781
heavens	nebesa	joy	0.779
perfection	savršenstvo	joy	0.779
christmassy	Kristijan	joy	0.779
romance	romansa	joy	0.779
thrilling	uzbudljivo	joy	0.776
miraculous	čudesan	joy	0.773
fiesta	fiesta	joy	0.773
entertain	zabaviti	joy	0.773
congrats	congrats	joy	0.773
cheers	uzbuđenja	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	pozitivnost	joy	0.773
lovable	ljubazan	joy	0.773
cheered	veseli	joy	0.773
funday	zabavan dan	joy	0.772
enjoying	uživajući	joy	0.771
cuddling	cuddling	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	zabavno	joy	0.766
lifeisgood	život je dobar	joy	0.766
thebest	najbolji	joy	0.766
sosweet	tako slatko	joy	0.766
smiles	nasmeši se	joy	0.766
delight	oduševljenje	joy	0.765
orgasm	orgazam	joy	0.765
party	party	joy	0.765
positive	pozitivno	joy	0.761
cheerfulness	vedro	joy	0.758
miracles	čuda	joy	0.758
sweetheart	duljo	joy	0.758
enlighten	prosvetliti	joy	0.758
christmastime	Bozicno vrijeme	joy	0.757
giddy	grizli	joy	0.757
romantic	romantično	joy	0.750
gratify	zadovoljiti	joy	0.750
friendliness	prijateljstvo	joy	0.750
laughs	se smeje	joy	0.750
greatness	veličanstvenost	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	prijatan	joy	0.750
blessings	blagoslovi	joy	0.750
smile	osmeh	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	frolic	joy	0.748
jubilee	jubilej	joy	0.742
enthusiasm	entuzijazam	joy	0.742
triumph	trijumf	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	magičan	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	čudo	joy	0.742
rewarding	nagrađivanje	joy	0.742
feelgood	osjećati se dobro	joy	0.736
prosperity	prosperitet	joy	0.735
luxurious	luksuzno	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	živahno	joy	0.734
goodday	dobar dan	joy	0.734
passionate	strastveno	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	očaravajući	joy	0.734
victory	pobjeda	joy	0.734
admiration	divljenje	joy	0.734
tgif	tgif	joy	0.734
glorification	glorifikacija	joy	0.733
sing	pevati	joy	0.729
glowing	užaren	joy	0.729
breathtaking	prekrasno	joy	0.728
fulfillment	ispunjenje	joy	0.728
yessss	yessss	joy	0.728
cheery	veselo	joy	0.727
thankful	hvala	joy	0.727
hurrah	hura	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	santa	joy	0.727
award	nagrada	joy	0.727
atpeace	atpeace	joy	0.727
win	pobijediti	joy	0.727
merry	vesel	joy	0.727
pleased	zadovoljan	joy	0.725
radiance	sjaj	joy	0.725
inspiration	inspiracija	joy	0.725
uplift	podizanje	joy	0.723
optimistic	optimističan	joy	0.723
heaven	raj	joy	0.721
lucky	Srećno	joy	0.721
thrill	uzbuđenje	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	praznici	joy	0.721
harmony	harmonija	joy	0.719
brighten	prosvetliti	joy	0.719
lover	ljubavnik	joy	0.719
heartfelt	iskreno	joy	0.719
utopian	utopijski	joy	0.719
xmas	xmas	joy	0.719
lovely	divno	joy	0.719
amusement	zabava	joy	0.719
congratulatory	čestitam	joy	0.719
praising	pohvaliti	joy	0.719
thriving	prosperitet	joy	0.719
perfect	savršeno	joy	0.719
magic	magija	joy	0.712
luckiest	najsretniji	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	luksuz	joy	0.712
bestfeeling	bestfeeling	joy	0.712
treasures	blaga	joy	0.712
achievement	postignuće	joy	0.712
yay	jej	joy	0.712
holiday	odmor	joy	0.712
intimate	intimni	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	smešno	joy	0.706
rave	rave	joy	0.706
proud	ponosan	joy	0.704
truelove	prava ljubav	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	Neverovatno	joy	0.703
goodnews	dobre vijesti	joy	0.703
optimism	optimizam	joy	0.703
satisfying	zadovoljavajući	joy	0.703
gooood	gooood	joy	0.703
sweetest	najslađe	joy	0.703
cherish	negovati	joy	0.703
goodlife	dobar zivot	joy	0.703
beautification	beautification	joy	0.703
appreciates	ceni	joy	0.703
winning	pobjeda	joy	0.703
cuddled	zbunjen	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	zabavljali	joy	0.700
excite	uzbuđuje	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	rođendan	joy	0.691
metime	metime	joy	0.688
favorite	omiljeni	joy	0.688
honored	počastvovan	joy	0.688
content	sadržaj	joy	0.688
godsend	godsend	joy	0.688
entertaining	zabavan	joy	0.688
angelic	angelski	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	obožavanje	joy	0.688
exquisite	izvrsna	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	dragocen	joy	0.682
majestic	veličanstven	joy	0.682
appreciated	cijenjen	joy	0.682
luscious	sjajan	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	nasmešio se	joy	0.682
bestfriends	najbolji prijatelji	joy	0.682
exaltation	exaltacija	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	olakšava	joy	0.682
tranquility	spokojstvo	joy	0.679
marry	oženiti se	joy	0.676
embrace	zagrli	joy	0.676
positively	pozitivno	joy	0.676
dearest	najdraži	joy	0.672
relaxation	opuštanje	joy	0.672
accomplished	ispunjeno	joy	0.672
hug	zagrli	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	grin	joy	0.672
enliven	enliven	joy	0.672
contentment	zadovoljstvo	joy	0.672
hilarious	smiješno	joy	0.672
giggles	giggles	joy	0.672
bountiful	bogat	joy	0.667
victor	pobjednik	joy	0.667
adore	obožavam	joy	0.667
boisterous	bujni	joy	0.667
fulfilled	ispunjeno	joy	0.667
fulfill	ispuniti	joy	0.664
cuddles	cuddles	joy	0.662
prosperous	prosperitetno	joy	0.660
romanticism	romanticizam	joy	0.656
humor	humor	joy	0.656
glow	sjaj	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	prijatan	joy	0.656
appreciation	apresijacija	joy	0.656
encouraged	podstaknuta	joy	0.656
satisfy	zadovoljiti	joy	0.656
serenity	spokojstvo	joy	0.656
captivate	uhvatiti	joy	0.656
besties	besties	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	zadovoljstvo	joy	0.652
treasure	blago	joy	0.652
engaged	angažovana	joy	0.652
praises	hvali	joy	0.652
abundance	obilje	joy	0.652
fortunes	sreće	joy	0.652
relaxing	opuštajuće	joy	0.652
praised	hvaljen	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	komplement	joy	0.647
affection	naklonost	joy	0.647
relieved	olakšano	joy	0.647
carnival	karneval	joy	0.643
divine	božanstveno	joy	0.641
saintly	sveto	joy	0.641
harmoniously	harmonično	joy	0.641
achieve	postići	joy	0.641
thanksgiving	zahvalnost	joy	0.641
jackpot	jackpot	joy	0.641
priceless	neprocenjivo	joy	0.641
sensuality	senzualnost	joy	0.641
champion	šampion	joy	0.641
wedding	venčanje	joy	0.641
uplifting	Uplifting	joy	0.641
climax	vrhunac	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	mirno	joy	0.636
twinkle	treperi	joy	0.636
reverie	sanjarenje	joy	0.636
exalt	exalt	joy	0.636
winner	pobjednik	joy	0.636
felicity	felicity	joy	0.636
cuddle	mazim se	joy	0.636
comforting	ugodno	joy	0.636
honeymoon	medeni mesec	joy	0.636
xoxo	xoxo	joy	0.634
amusing	zabavno	joy	0.625
reward	nagrada	joy	0.625
fondness	ljubaznost	joy	0.625
hearts	srca	joy	0.625
brighter	svetlije	joy	0.625
sweet	slatko	joy	0.625
stargazing	stargazing	joy	0.625
festival	festival	joy	0.625
snuggling	snuggling	joy	0.625
generosity	velikodušnost	joy	0.625
gorgeous	prekrasno	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	sex	joy	0.622
parade	parada	joy	0.621
applause	aplauz	joy	0.621
genial	genijalno	joy	0.621
beauty	ljepota	joy	0.621
kind	kind	joy	0.621
newlife	novi zivot	joy	0.618
aspiring	težak	joy	0.618
fulfilling	ispunjavajući	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	virtuozno	joy	0.613
kiss	poljubac	joy	0.610
winnings	dobitke	joy	0.609
praiseworthy	pohvalno	joy	0.609
rainbows	rainbows	joy	0.609
generous	velikodušan	joy	0.609
enlightenment	prosvetljenje	joy	0.609
playful	igriv	joy	0.609
christmas	Božić	joy	0.609
super	Super	joy	0.609
elegance	elegancija	joy	0.609
rekindle	rekindle	joy	0.609
awards	nagrade	joy	0.609
adorable	neobično	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	nezavisnost	joy	0.607
successful	uspješno	joy	0.606
onelove	jedna ljubav	joy	0.606
kindness	ljubaznost	joy	0.606
freely	slobodno	joy	0.606
surprises	iznenađenja	joy	0.606
inspired	inspirisana	joy	0.606
hilarity	hilarnost	joy	0.606
wonder	čudno	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	zabava	joy	0.603
whimsical	mudro	joy	0.603
passion	strast	joy	0.603
beautify	ukrašavanje	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	sunrise	joy	0.600
godisgood	Bog je dobar	joy	0.597
whoo	whoo	joy	0.594
angel	anđeo	joy	0.594
thankgod	hvala bogu	joy	0.594
accomplishment	dostignuća	joy	0.594
flirt	flertuj	joy	0.594
goodmusic	goodmusic	joy	0.594
snuggled	uhvatio se	joy	0.594
revere	revere	joy	0.594
inspire	inspirisati	joy	0.594
fanfare	fanfare	joy	0.594
peacefully	mirno	joy	0.594
jesus	jesus	joy	0.594
goodies	dobrote	joy	0.594
heroic	herojski	joy	0.591
fortune	bogatstvo	joy	0.591
friendship	prijateljstvo	joy	0.591
singing	pjevati	joy	0.591
exalted	exalted	joy	0.591
summer	leto	joy	0.591
highest	najviše	joy	0.591
overflowing	preplavljen	joy	0.588
contented	zadovoljan	joy	0.588
woot	woot	joy	0.588
rollicking	valjanje	joy	0.588
hope	nadam se	joy	0.586
accolade	priznanje	joy	0.586
cozy	udoban	joy	0.583
delicious	ukusno	joy	0.579
friendly	prijateljski	joy	0.578
sensuous	senzualan	joy	0.578
darling	dragi	joy	0.578
picturesque	živopisno	joy	0.578
raving	bijelo	joy	0.578
praise	pohvale	joy	0.578
everlasting	večno	joy	0.578
ambition	ambicija	joy	0.578
thelife	život	joy	0.578
sparkle	iskrica	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	sretnica	joy	0.576
flattering	laskavo	joy	0.576
sensual	senzualno	joy	0.576
heroism	heroizam	joy	0.576
succeeding	uspješno	joy	0.576
grace	milost	joy	0.576
peace	mir	joy	0.576
livelife	živi život	joy	0.574
special	poseban	joy	0.574
tantalizing	tantalizing	joy	0.572
pumped	pumpa	joy	0.567
worthwhile	vredno	joy	0.562
revels	revels	joy	0.562
prevail	prevlada	joy	0.562
liking	liking	joy	0.562
sunny	sunčano	joy	0.562
relax	opusti se	joy	0.562
surprise	iznenađenje	joy	0.562
hugs	zagrljaj	joy	0.562
admirable	divno	joy	0.562
hero	heroj	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	šaljiv	joy	0.562
sweets	slatkiši	joy	0.562
prosper	prosper	joy	0.562
superstar	superstar	joy	0.562
favorable	povoljan	joy	0.561
bless	blagoslovi	joy	0.561
tenderness	nežnost	joy	0.561
freedom	sloboda	joy	0.561
masterpiece	remek-djelo	joy	0.561
newyear	Nova godina	joy	0.561
dreams	snove	joy	0.559
hopeful	nadati se	joy	0.559
home	Dom	joy	0.559
cruising	krstarenje	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	vernost	joy	0.553
closeness	bliskost	joy	0.552
eagerness	radost	joy	0.552
comfy	udoban	joy	0.551
sunshine	sunce	joy	0.551
confidence	samopouzdanje	joy	0.547
mistletoe	imela	joy	0.547
elite	elita	joy	0.547
celestial	nebeska	joy	0.547
heart	srce	joy	0.547
completion	završetak	joy	0.547
good	dobro	joy	0.547
daughter	ćerka	joy	0.547
gifts	pokloni	joy	0.547
astonishment	iznenađenje	joy	0.547
bonus	bonus	joy	0.547
goodmorning	dobro jutro	joy	0.547
lifted	podignuta	joy	0.547
zeal	zeal	joy	0.547
illuminate	osvetliti	joy	0.547
gift	poklon	joy	0.547
vacation	odmor	joy	0.547
charmed	šarmantan	joy	0.546
recreation	rekreacija	joy	0.545
encouragement	ohrabrenje	joy	0.545
gush	gurati	joy	0.545
sublime	sublimno	joy	0.545
dance	ples	joy	0.545
god	Bog	joy	0.545
free	besplatno	joy	0.544
freshstart	novi pocetak	joy	0.544
savior	spasitelj	joy	0.543
sanctuary	svetilište	joy	0.541
grandchildren	unuci	joy	0.540
wellness	wellness	joy	0.537
revel	revel	joy	0.534
inspirational	inspirativno	joy	0.531
savor	savor	joy	0.531
matrimony	brak	joy	0.531
money	novac	joy	0.531
rainbow	rainbow	joy	0.531
confident	samouveren	joy	0.531
bridal	svadba	joy	0.531
music	muzika	joy	0.531
fab	fab	joy	0.531
serene	spokojno	joy	0.531
alive	živ	joy	0.531
holiness	svetosti	joy	0.531
vitality	vitalnost	joy	0.531
liberation	oslobođenje	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	umirujuće	joy	0.531
soar	rasturi	joy	0.531
firstborn	prvorođeni	joy	0.531
elegant	elegantno	joy	0.530
mastery	majstorstvo	joy	0.530
illumination	osvjetljenje	joy	0.530
welcomed	dobrodošao	joy	0.530
warmth	toplina	joy	0.530
blossom	cvet	joy	0.530
glimmer	sjaj	joy	0.530
faithful	verni	joy	0.529
treat	liječiti	joy	0.529
snuggles	gnjavi	joy	0.522
laurels	lovorike	joy	0.521
commendable	pohvalno	joy	0.519
powerful	moćno	joy	0.516
silly	blesavo	joy	0.516
zest	zest	joy	0.516
presents	predstavlja	joy	0.516
succeed	uspjeti	joy	0.516
jingle	jingle	joy	0.516
remarkable	izuzetna	joy	0.516
greeted	pozdravio	joy	0.516
brotherly	bratski	joy	0.516
pride	ponos	joy	0.516
strengthening	jačanje	joy	0.516
aspire	težiti	joy	0.516
abundant	obilno	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	sjajan	joy	0.516
almighty	Svemoguci	joy	0.516
fancy	fancy	joy	0.516
zen	zen	joy	0.515
coronation	krunisanje	joy	0.515
kudos	kudos	joy	0.515
vivid	živopisno	joy	0.515
leisure	slobodno vrijeme	joy	0.515
complete	kompletno	joy	0.515
cutie	cutie	joy	0.515
newme	newme	joy	0.515
familytime	porodično vrijeme	joy	0.515
animated	animirani	joy	0.515
spirit	duh	joy	0.515
thanking	zahvaljujući	joy	0.515
kid	klinac	joy	0.515
shining	sjajan	joy	0.515
payday	payday	joy	0.515
princely	princely	joy	0.515
reunited	ponovo se udružuje	joy	0.515
therapeutic	terapeutski	joy	0.515
comfort	udobnost	joy	0.515
godly	božanstveno	joy	0.514
marriage	brak	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	veza	joy	0.514
spouse	supružnik	joy	0.507
intimately	intimno	joy	0.507
accomplish	postići	joy	0.500
excel	excel	joy	0.500
inviting	inviting	joy	0.500
meritorious	meritorious	joy	0.500
diamond	dijamant	joy	0.500
nature	priroda	joy	0.500
dignity	dostojanstvo	joy	0.500
family	porodica	joy	0.500
soulful	duševno	joy	0.500
charitable	dobrotvorna	joy	0.500
encourage	ohrabri	joy	0.500
friends	prijatelji	joy	0.500
satisfied	zadovoljan	joy	0.500
welcoming	dobrodošao	joy	0.500
healthy	zdrav	joy	0.500
surreal	surreal	joy	0.500
refreshed	osvežena	joy	0.500
beach	plaža	joy	0.500
motherhood	materinstvo	joy	0.500
respect	poštovanje	joy	0.500
gem	dragulj	joy	0.500
erotic	erotski	joy	0.500
visionary	vizionar	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	postignut	joy	0.500
christ	hrist	joy	0.500
memorable	nezaboravno	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	beba	joy	0.500
purr	purr	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	istinitost	joy	0.500
bloom	cvet	joy	0.500
carefree	bezbrižno	joy	0.500
aura	aura	joy	0.493
health	zdravlje	joy	0.493
liberty	sloboda	joy	0.486
approved	odobrena	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	oaza	joy	0.486
rapture	zanos	joy	0.485
engaging	angažovanje	joy	0.485
crowning	krunisanje	joy	0.485
aspiration	aspiracija	joy	0.485
prestige	prestiž	joy	0.485
crescendo	crescendo	joy	0.485
gentle	nježan	joy	0.485
liberate	osloboditi	joy	0.485
betrothed	oženjen	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	bounty	joy	0.485
privileged	privilegovan	joy	0.485
loyal	lojalni	joy	0.485
inseparable	neodvojiv	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	vrhunac	joy	0.484
trophy	trofej	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	sreća	joy	0.484
creativity	kreativnost	joy	0.484
destiny	sudbina	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	transcendencija	joy	0.484
bouquet	buket	joy	0.484
chocolate	čokolada	joy	0.484
aloha	aloha	joy	0.484
yummy	yummy	joy	0.484
dream	san	joy	0.484
desire	želja	joy	0.484
boyfriend	dečko	joy	0.480
commemoration	komemoracija	joy	0.479
intelligence	inteligencija	joy	0.477
readiness	spremnost	joy	0.473
friend	prijatelju	joy	0.471
enthusiast	entuzijasta	joy	0.471
bride	mlada	joy	0.471
lush	bujna	joy	0.470
calming	smirujuće	joy	0.470
inheritance	nasleđivanje	joy	0.470
kiddo	kiddo	joy	0.470
massage	masaža	joy	0.470
tickle	gurati	joy	0.470
adventure	avantura	joy	0.470
nostalgia	nostalgija	joy	0.470
soothe	smiri	joy	0.470
goals	ciljevi	joy	0.469
luster	sjaj	joy	0.469
giving	davanje	joy	0.469
princess	princeza	joy	0.469
heartily	srce	joy	0.469
benevolence	benevolence	joy	0.469
nurture	negovati	joy	0.469
bridegroom	mladoženja	joy	0.469
eternal	večno	joy	0.469
pray	molite	joy	0.469
getaway	bijeg	joy	0.469
humanitarian	humanitarni	joy	0.469
bonding	vezivanje	joy	0.469
rest	odmor	joy	0.469
amicable	prijateljski	joy	0.469
purring	purring	joy	0.469
pretty	lepo	joy	0.469
child	dete	joy	0.466
salutary	pozdravi	joy	0.465
invite	pozovite	joy	0.457
reminiscing	reminiscing	joy	0.456
beam	greda	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	tropski	joy	0.455
aesthetics	estetika	joy	0.455
friday	petak	joy	0.455
elevation	elevation	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	ceremonija	joy	0.455
mindfulness	mindfulness	joy	0.455
hee	Hee	joy	0.455
kindred	rodbina	joy	0.455
scholarship	stipendija	joy	0.455
befriend	sprijateljiti se	joy	0.455
commemorate	komemoracija	joy	0.453
allure	privlačnost	joy	0.453
faith	vjera	joy	0.453
forgiveness	Oproštaj	joy	0.453
scenery	scenografija	joy	0.453
vindication	opravdanje	joy	0.453
waterfall	vodopad	joy	0.453
birth	rođenje	joy	0.453
noworries	bez brige	joy	0.453
approve	odobri	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	putovanje	joy	0.447
meditation	meditacija	joy	0.446
relaxed	opušten	joy	0.442
tranquil	mirno	joy	0.441
weekend	vikend	joy	0.441
present	prisutan	joy	0.441
tender	tender	joy	0.441
nostalgic	nostalgično	joy	0.439
prayer	molitvu	joy	0.439
sharing	deljenje	joy	0.439
esteem	esteem	joy	0.439
lyrical	lirski	joy	0.439
righteousness	pravednost	joy	0.439
share	podeliti	joy	0.438
husband	muž	joy	0.438
life	život	joy	0.438
sonnet	Sonnet	joy	0.438
relief	reljef	joy	0.438
unbeaten	nepobediv	joy	0.438
newday	novi dan	joy	0.438
meditate	meditirati	joy	0.438
mighty	moćan	joy	0.438
eager	željan	joy	0.438
strength	snaga	joy	0.438
warm	toplo	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	drugar	joy	0.427
oneness	Jedinstvenost	joy	0.426
unsurpassed	neprevaziđen	joy	0.424
ejaculation	ejakulacija	joy	0.424
unconstrained	neograničeno	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	medalja	joy	0.424
amen	amen	joy	0.424
candlelight	sveća	joy	0.424
reverence	poštovanje	joy	0.424
healthful	Zdravstveno	joy	0.424
