word	Korean-ko	emotion	emotion-intensity-score
tranquility	평온	joy	0.679
marry	얻다	joy	0.676
embrace	포옹	joy	0.676
positively	전적으로	joy	0.676
dearest	소중한	joy	0.672
relaxation	기분 전환	joy	0.672
accomplished	뛰어난	joy	0.672
hug	포옹	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	이를 드러내고 웃다	joy	0.672
enliven	활기 있게 만들다	joy	0.672
contentment	만족	joy	0.672
hilarious	들뜬	joy	0.672
giggles	낄낄 거림	joy	0.672
bountiful	풍부한	joy	0.667
victor	승리자	joy	0.667
adore	경앙하다	joy	0.667
boisterous	거친	joy	0.667
fulfilled	성취 된	joy	0.667
fulfill	다하다	joy	0.664
cuddles	껴안다	joy	0.662
prosperous	번영하는	joy	0.660
romanticism	낭만주의	joy	0.656
humor	기분	joy	0.656
glow	불타는 듯한 빛깔	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	쾌적한	joy	0.656
appreciation	감사	joy	0.656
encouraged	격려의	joy	0.656
satisfy	풀다	joy	0.656
serenity	평온	joy	0.656
captivate	사로 잡다	joy	0.656
besties	besties	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	만족함	joy	0.652
treasure	보물	joy	0.652
engaged	바쁜	joy	0.652
praises	칭찬	joy	0.652
abundance	풍부	joy	0.652
fortunes	운	joy	0.652
relaxing	편안한	joy	0.652
praised	칭찬받는	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	보어	joy	0.647
affection	애정	joy	0.647
relieved	안도의	joy	0.647
carnival	사육제	joy	0.643
divine	신성한	joy	0.641
saintly	신성한	joy	0.641
harmoniously	조화롭게	joy	0.641
achieve	이루다	joy	0.641
thanksgiving	추수 감사절	joy	0.641
jackpot	공동 자금	joy	0.641
priceless	아주 재미있는	joy	0.641
sensuality	호색	joy	0.641
champion	챔피언	joy	0.641
wedding	혼례	joy	0.641
uplifting	들어 올리기	joy	0.641
climax	클라이맥스	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	평화로운	joy	0.636
twinkle	눈빛	joy	0.636
reverie	환상	joy	0.636
exalt	높이다	joy	0.636
winner	우승자	joy	0.636
felicity	지복	joy	0.636
cuddle	포옹	joy	0.636
comforting	위안을주는	joy	0.636
honeymoon	신흔 여행	joy	0.636
xoxo	여우	joy	0.634
amusing	즐거움	joy	0.625
reward	보상	joy	0.625
fondness	기호	joy	0.625
hearts	마음	joy	0.625
brighter	더 밝은	joy	0.625
sweet	단	joy	0.625
stargazing	별을 바라 보는 것	joy	0.625
festival	제전	joy	0.625
snuggling	안락한	joy	0.625
generosity	관대	joy	0.625
gorgeous	화려한	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	섹스	joy	0.622
parade	축제	joy	0.621
applause	박수 갈채	joy	0.621
genial	온화한	joy	0.621
beauty	아름다움	joy	0.621
kind	종류	joy	0.621
newlife	새로운 삶	joy	0.618
aspiring	열망하는	joy	0.618
fulfilling	이행	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	덕 있는	joy	0.613
kiss	키스	joy	0.610
winnings	위닝	joy	0.609
praiseworthy	기특한	joy	0.609
rainbows	무지개	joy	0.609
generous	풍부한	joy	0.609
enlightenment	계발	joy	0.609
playful	장난이 심하다	joy	0.609
christmas	크리스마스	joy	0.609
super	감독자	joy	0.609
elegance	우아	joy	0.609
rekindle	다시 휘젓다	joy	0.609
awards	상	joy	0.609
adorable	홀딱 반할 만한	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	독립	joy	0.607
successful	성공한	joy	0.606
onelove	온 로브	joy	0.606
kindness	친절	joy	0.606
freely	자유로이	joy	0.606
surprises	놀라움	joy	0.606
inspired	영감을 얻은	joy	0.606
hilarity	환희	joy	0.606
wonder	경이	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	환대	joy	0.603
whimsical	이상한	joy	0.603
passion	열정	joy	0.603
beautify	아름답게 하다	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	해돋이	joy	0.600
godisgood	하나님은 좋은	joy	0.597
whoo	우우	joy	0.594
angel	천사	joy	0.594
thankgod	thankgod	joy	0.594
accomplishment	성취	joy	0.594
flirt	바람둥이	joy	0.594
goodmusic	좋은 음악	joy	0.594
snuggled	껴안는	joy	0.594
revere	숭배하다	joy	0.594
inspire	일으키게 하다	joy	0.594
fanfare	과시	joy	0.594
peacefully	평화롭게	joy	0.594
jesus	예수	joy	0.594
goodies	좋은	joy	0.594
heroic	과장된 어조	joy	0.591
fortune	재산	joy	0.591
friendship	우정	joy	0.591
singing	명음	joy	0.591
exalted	고귀한	joy	0.591
summer	여름	joy	0.591
highest	제일 높은	joy	0.591
overflowing	범람	joy	0.588
contented	만족하다	joy	0.588
woot	우뚝 솟다	joy	0.588
rollicking	들떠 떠들어 대는	joy	0.588
hope	기대	joy	0.586
accolade	영예	joy	0.586
cozy	기분 좋은	joy	0.583
delicious	맛있는	joy	0.579
friendly	친한	joy	0.578
sensuous	감각적 인	joy	0.578
darling	가장 사랑하는	joy	0.578
picturesque	그림 같은	joy	0.578
raving	미쳐 날뛰는	joy	0.578
praise	칭찬	joy	0.578
everlasting	영구	joy	0.578
ambition	큰 뜻	joy	0.578
thelife	생활	joy	0.578
sparkle	불꽃	joy	0.577
yeahhh	네	joy	0.576
luckygirl	운이 좋은 소녀	joy	0.576
flattering	유망한	joy	0.576
sensual	관능적 인	joy	0.576
heroism	영웅적 자질	joy	0.576
succeeding	성공하는	joy	0.576
grace	은혜	joy	0.576
peace	평화	joy	0.576
livelife	생계 유지	joy	0.574
special	특별한	joy	0.574
tantalizing	탄탈	joy	0.572
pumped	펌핑 된	joy	0.567
worthwhile	할 보람 있는	joy	0.562
revels	계시	joy	0.562
prevail	흐르다	joy	0.562
liking	기호	joy	0.562
sunny	맑은	joy	0.562
relax	편하게 하다	joy	0.562
surprise	놀람	joy	0.562
hugs	포옹	joy	0.562
admirable	훌륭한	joy	0.562
hero	영웅	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	해학적 인	joy	0.562
sweets	과자	joy	0.562
prosper	번영하다	joy	0.562
superstar	슈퍼 스타	joy	0.562
favorable	유리한	joy	0.561
bless	신을 하다	joy	0.561
tenderness	유연함	joy	0.561
freedom	자유	joy	0.561
masterpiece	걸작	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	꿈	joy	0.559
hopeful	유망한	joy	0.559
home	집	joy	0.559
cruising	항속	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	충실	joy	0.553
closeness	근사	joy	0.552
eagerness	열의	joy	0.552
comfy	안락한	joy	0.551
sunshine	햇빛	joy	0.551
confidence	자신	joy	0.547
mistletoe	겨우살이	joy	0.547
elite	엘리트	joy	0.547
celestial	중국인	joy	0.547
heart	심장	joy	0.547
completion	완성	joy	0.547
good	좋은	joy	0.547
daughter	딸	joy	0.547
gifts	선물	joy	0.547
astonishment	놀람	joy	0.547
bonus	보너스	joy	0.547
goodmorning	좋은 아침	joy	0.547
lifted	들어 올린	joy	0.547
zeal	열성	joy	0.547
illuminate	비추다	joy	0.547
gift	선물	joy	0.547
vacation	휴가	joy	0.547
charmed	매혹적인	joy	0.546
recreation	휴양	joy	0.545
encouragement	격려	joy	0.545
gush	찌르다	joy	0.545
sublime	숭고한	joy	0.545
dance	댄스	joy	0.545
god	하나님	joy	0.545
free	비어 있는	joy	0.544
freshstart	신선한 시작	joy	0.544
savior	구조자	joy	0.543
sanctuary	성역	joy	0.541
grandchildren	손자	joy	0.540
wellness	건강	joy	0.537
revel	술잔치	joy	0.534
inspirational	영감을주는	joy	0.531
savor	맛	joy	0.531
matrimony	결혼	joy	0.531
money	돈	joy	0.531
rainbow	무지개	joy	0.531
confident	자신감	joy	0.531
bridal	신부	joy	0.531
music	음악	joy	0.531
fab	팹	joy	0.531
serene	고요한	joy	0.531
alive	살아 있는	joy	0.531
holiness	신성한 것	joy	0.531
vitality	활력	joy	0.531
liberation	해방	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	달래는	joy	0.531
soar	날기	joy	0.531
firstborn	맏이	joy	0.531
elegant	우아한	joy	0.530
mastery	지배	joy	0.530
illumination	조명	joy	0.530
welcomed	환영했다	joy	0.530
warmth	따뜻함	joy	0.530
blossom	꽃	joy	0.530
glimmer	희미한 빛	joy	0.530
faithful	충실한	joy	0.529
treat	턱	joy	0.529
snuggles	껴안다	joy	0.522
laurels	명예	joy	0.521
commendable	훌륭한	joy	0.519
powerful	강한	joy	0.516
silly	바보	joy	0.516
zest	풍미	joy	0.516
presents	선물	joy	0.516
succeed	성공하다	joy	0.516
jingle	징글 마차	joy	0.516
remarkable	주목할 만한	joy	0.516
greeted	인사	joy	0.516
brotherly	형제	joy	0.516
pride	자부심	joy	0.516
strengthening	강하게 하는 것	joy	0.516
aspire	열망하는	joy	0.516
abundant	풍부한	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	빛나는	joy	0.516
almighty	전능자	joy	0.516
fancy	공상	joy	0.516
zen	선	joy	0.515
coronation	대관식	joy	0.515
kudos	명성	joy	0.515
vivid	생생한	joy	0.515
leisure	여가	joy	0.515
complete	완전한	joy	0.515
cutie	귀염둥이	joy	0.515
newme	뉴 메	joy	0.515
familytime	가족 시간	joy	0.515
animated	생기 있는	joy	0.515
spirit	정신	joy	0.515
thanking	감사	joy	0.515
kid	아이	joy	0.515
shining	빛나는	joy	0.515
payday	월급 날	joy	0.515
princely	왕자 다운	joy	0.515
reunited	재결합 된	joy	0.515
therapeutic	학의	joy	0.515
comfort	위로	joy	0.515
godly	경건한	joy	0.514
marriage	결혼	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	관계	joy	0.514
spouse	배우자	joy	0.507
intimately	친밀하게	joy	0.507
accomplish	달하다	joy	0.500
excel	뛰어나다	joy	0.500
inviting	초대하다	joy	0.500
meritorious	가치 있는	joy	0.500
diamond	다이아몬드	joy	0.500
nature	자연	joy	0.500
dignity	존엄	joy	0.500
family	가족	joy	0.500
soulful	충만한	joy	0.500
charitable	자비로운	joy	0.500
encourage	북돋우다	joy	0.500
friends	친구	joy	0.500
satisfied	만족 한	joy	0.500
welcoming	환영하는	joy	0.500
healthy	건강한	joy	0.500
surreal	초현실적 인	joy	0.500
refreshed	상쾌한	joy	0.500
beach	바닷가	joy	0.500
motherhood	어머니	joy	0.500
respect	존경	joy	0.500
gem	보석	joy	0.500
erotic	에로틱 한	joy	0.500
visionary	공상가	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	달성 된	joy	0.500
christ	그리스도	joy	0.500
memorable	기억에 남는	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	아가	joy	0.500
purr	푸르르	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	정확성	joy	0.500
bloom	꽃	joy	0.500
carefree	평온한	joy	0.500
aura	영기	joy	0.493
health	건강	joy	0.493
liberty	자유	joy	0.486
approved	승인 된	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	오아시스	joy	0.486
rapture	황홀경	joy	0.485
engaging	매력적인	joy	0.485
crowning	더할 나위 없는	joy	0.485
aspiration	포부	joy	0.485
prestige	명성	joy	0.485
crescendo	진전	joy	0.485
gentle	부드러운	joy	0.485
liberate	자유롭게 하다	joy	0.485
betrothed	약혼자	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	하사품	joy	0.485
privileged	특권이있는	joy	0.485
loyal	충성스러운	joy	0.485
inseparable	나눌 수 없는	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	전성기	joy	0.484
trophy	트로피	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	운	joy	0.484
creativity	독창성	joy	0.484
destiny	운명	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	초월	joy	0.484
bouquet	꽃다발	joy	0.484
chocolate	초콜릿	joy	0.484
aloha	알로하	joy	0.484
yummy	맛있는	joy	0.484
dream	꿈	joy	0.484
desire	염원	joy	0.484
boyfriend	남자 친구	joy	0.480
commemoration	기념	joy	0.479
intelligence	지성	joy	0.477
readiness	준비	joy	0.473
friend	친구	joy	0.471
enthusiast	열성가	joy	0.471
bride	신부	joy	0.471
lush	풍부한	joy	0.470
calming	진정시키는	joy	0.470
inheritance	계승	joy	0.470
kiddo	키드	joy	0.470
massage	마사지	joy	0.470
tickle	간지럼	joy	0.470
adventure	모험	joy	0.470
nostalgia	노스탤지어	joy	0.470
soothe	달래다	joy	0.470
goals	목표	joy	0.469
luster	광택	joy	0.469
giving	주는	joy	0.469
princess	공주님	joy	0.469
heartily	기운차게	joy	0.469
benevolence	자비심	joy	0.469
nurture	양육	joy	0.469
bridegroom	신랑	joy	0.469
eternal	영원한	joy	0.469
pray	빌다	joy	0.469
getaway	도주	joy	0.469
humanitarian	인도 주의적	joy	0.469
bonding	결합	joy	0.469
rest	휴식	joy	0.469
amicable	우호적 인	joy	0.469
purring	치다	joy	0.469
pretty	예쁜	joy	0.469
child	어린이	joy	0.466
salutary	유익한	joy	0.465
invite	초대	joy	0.457
reminiscing	회상	joy	0.456
beam	빔	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	열렬한	joy	0.455
aesthetics	미학	joy	0.455
friday	금요일	joy	0.455
elevation	높이	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	의식	joy	0.455
mindfulness	마음가짐	joy	0.455
hee	희	joy	0.455
kindred	혈연	joy	0.455
scholarship	장학금	joy	0.455
befriend	돕다	joy	0.455
commemorate	기념하다	joy	0.453
allure	매력	joy	0.453
faith	신앙	joy	0.453
forgiveness	용서	joy	0.453
scenery	풍경	joy	0.453
vindication	옹호	joy	0.453
waterfall	폭포	joy	0.453
birth	출생	joy	0.453
noworries	걱정 마	joy	0.453
approve	승인하다	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	여행	joy	0.447
meditation	심사 숙고	joy	0.446
relaxed	여유있는	joy	0.442
tranquil	조용한	joy	0.441
weekend	주말	joy	0.441
present	선물	joy	0.441
tender	부드러운	joy	0.441
nostalgic	노스탤지어의	joy	0.439
prayer	기도	joy	0.439
sharing	나누는	joy	0.439
esteem	존중	joy	0.439
lyrical	서정적 인	joy	0.439
righteousness	정당성	joy	0.439
share	몫	joy	0.438
husband	남편	joy	0.438
life	생명	joy	0.438
sonnet	소네트	joy	0.438
relief	구조	joy	0.438
unbeaten	매 맞지 않은	joy	0.438
newday	새로운 날	joy	0.438
meditate	꾀하다	joy	0.438
mighty	거대한	joy	0.438
eager	심한	joy	0.438
strength	힘	joy	0.438
warm	따뜻한	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	동료	joy	0.427
oneness	단일성	joy	0.426
unsurpassed	이겨낼 사람 없는	joy	0.424
ejaculation	사정	joy	0.424
unconstrained	무제한의	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	메달	joy	0.424
amen	아멘	joy	0.424
candlelight	촛불	joy	0.424
reverence	숭경	joy	0.424
healthful	건강에 좋은	joy	0.424
carols	캐롤	joy	0.424
sledding	진행 상태	joy	0.422
wealth	부	joy	0.422
graduation	눈금	joy	0.422
frisky	유쾌한	joy	0.422
energy	에너지	joy	0.422
calmness	평온	joy	0.422
beginnings	시작	joy	0.422
safe	안전한	joy	0.422
musical	뮤지컬	joy	0.422
symphony	교향곡	joy	0.422
lml	1ml	joy	0.422
glitter	반짝임	joy	0.422
ease	용이함	joy	0.422
helpful	도움이되는	joy	0.422
soundness	건강	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	약속	joy	0.415
reunite	재회하다	joy	0.414
salvation	구원	joy	0.412
mother	어머니	joy	0.412
poems	시	joy	0.412
inauguration	취임	joy	0.409
immaculate	더럽지 않은	joy	0.409
lighten	가볍게 하다	joy	0.409
aromatherapy	아로마 테라피	joy	0.409
travel	여행	joy	0.409
lavender	라벤더	joy	0.409
purify	정화하다	joy	0.409
clown	시골뜨기	joy	0.409
star	별	joy	0.406
cash	현금	joy	0.406
heal	고치다	joy	0.406
completing	완료	joy	0.406
companion	동반자	joy	0.406
live	살고 있다	joy	0.406
flowers	꽃들	joy	0.406
wishing	원하는	joy	0.406
charity	자선	joy	0.406
opportune	기회	joy	0.406
income	수입	joy	0.403
soul	영혼	joy	0.401
munchies	깡패들	joy	0.400
indescribable	형언 할 수없는	joy	0.397
progress	진행	joy	0.397
emancipation	해방	joy	0.397
christian	신자	joy	0.397
hammock	해먹	joy	0.394
together	함께	joy	0.394
equality	평등	joy	0.394
fullness	비만	joy	0.394
picnic	피크닉	joy	0.394
calm	고요한	joy	0.394
childhood	어린 시절	joy	0.394
rhythmical	리드 미칼 한	joy	0.394
movies	영화 산업	joy	0.393
zealous	열정적 인	joy	0.393
littlethings	작은 것들	joy	0.391
humanity	인류	joy	0.391
starry	별이 빛나는	joy	0.391
playground	운동장	joy	0.391
adventures	모험	joy	0.391
meaningful	의미있는	joy	0.391
choir	성가대	joy	0.391
affluence	풍부	joy	0.391
warms	따뜻하게하다	joy	0.391
goofy	바보 같은	joy	0.391
auspicious	길조	joy	0.391
gesture	몸짓	joy	0.387
vow	맹세	joy	0.382
shopping	쇼핑	joy	0.382
witty	재치 있는	joy	0.382
communion	친교	joy	0.379
vibes	진동	joy	0.379
worship	예배	joy	0.379
jump	도약	joy	0.379
reverend	목사	joy	0.377
advance	전진	joy	0.375
beaches	해변들	joy	0.375
youth	청소년	joy	0.375
spirits	주정	joy	0.375
simplicity	간단	joy	0.375
full	완전한	joy	0.375
rising	상승	joy	0.375
hymn	찬송가	joy	0.375
unique	독특한	joy	0.375
redeemed	구속 된	joy	0.375
scenic	풍경화	joy	0.375
mirth	환락	joy	0.375
courtship	구애	joy	0.375
experience	경험	joy	0.375
reunion	재결합	joy	0.375
sonorous	격조 높은	joy	0.375
unforgettable	잊을 수 없는	joy	0.375
baptismal	침례의	joy	0.368
alliance	동맹	joy	0.368
grant	부여	joy	0.366
conciliation	화해	joy	0.364
moonlight	월광	joy	0.364
sanctification	신성화	joy	0.364
improves	개선하다	joy	0.364
improve	돌리다	joy	0.364
pure	순수한	joy	0.364
authentic	진정한	joy	0.364
kitten	고양이 새끼	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	라즈베리	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	충실도	joy	0.359
feeling	감각	joy	0.359
devotional	경건의	joy	0.359
proficiency	진보	joy	0.359
tinsel	싸고 야한 것	joy	0.359
revival	회복	joy	0.359
sanctify	거룩하게하다	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	독립적 인	joy	0.359
cocoa	코코아	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	돌고래	joy	0.348
choral	합창	joy	0.348
deliverance	구출	joy	0.348
romp	말괄량이	joy	0.348
roaring	활발한	joy	0.348
melody	멜로디	joy	0.348
favor	호의	joy	0.348
unification	통일	joy	0.348
exceed	넘다	joy	0.348
purpose	목적	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	아무 일 없다	joy	0.344
voluptuous	기분 좋은	joy	0.344
fruits	과일	joy	0.344
thx	고마워	joy	0.344
newstart	새로운 시작	joy	0.344
manicure	매니큐어	joy	0.344
date	날짜	joy	0.344
kiddos	키드	joy	0.344
roadtrip	로드 트립	joy	0.344
cookies	쿠키	joy	0.344
hedonism	쾌락주의	joy	0.344
humble	겸손한	joy	0.344
electric	전기 같은	joy	0.344
pledge	서약	joy	0.344
celebrity	명성	joy	0.342
rhythm	율	joy	0.338
bridesmaid	신부 들러리	joy	0.338
snowday	눈이 오는 날	joy	0.333
young	젊은	joy	0.333
coffee	커피	joy	0.333
edification	교화	joy	0.333
obliging	기꺼이 남을 돌봐 주는	joy	0.333
renovation	혁신	joy	0.333
familiarity	정통	joy	0.333
garden	정원	joy	0.333
spa	온천	joy	0.333
dawn	새벽	joy	0.333
connoisseur	감정가	joy	0.333
partner	파트너	joy	0.333
gazing	응시	joy	0.333
foodie	음식	joy	0.331
synchronize	동기화하다	joy	0.329
tribulation	간난	joy	0.328
healing	치료	joy	0.328
saint	성자	joy	0.328
chirping	짹짹 울기	joy	0.328
hobby	취미	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	축가	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	찬송가	joy	0.328
pedicure	페디큐어	joy	0.328
amnesty	특사	joy	0.328
respite	유예	joy	0.324
mellow	부드러운	joy	0.318
lazyday	NO TRANSLATION	joy	0.318
recreational	레크리에이션	joy	0.318
restorative	강장제	joy	0.318
cousins	사촌	joy	0.318
classics	고전	joy	0.318
reconciliation	화해	joy	0.316
dove	비둘기	joy	0.312
living	생활	joy	0.312
presto	프레스토 악장	joy	0.312
crafts	공예	joy	0.312
recovery	회복	joy	0.312
woods	숲	joy	0.312
sunset	일몰	joy	0.312
fitness	적합	joy	0.312
playhouse	극장	joy	0.312
superman	초인	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	지혜	joy	0.312
deal	거래	joy	0.312
simplify	단순화하다	joy	0.312
lord	지배자	joy	0.312
sterling	영화	joy	0.312
progression	진행	joy	0.312
relight	다시 태어나다	joy	0.312
