word	Kazakh-kk	emotion	emotion-intensity-score
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	сондай бақытты	joy	0.868
woohoo	woohoo	joy	0.864
laughing	күледі	joy	0.864
superb	керемет	joy	0.864
wonderful	тамаша	joy	0.863
brilliant	тамаша	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	риза	joy	0.859
hooray	хиорай	joy	0.859
glory	даңқ	joy	0.859
celebrated	мерекеленді	joy	0.859
loved	сүйікті	joy	0.859
magnificent	керемет	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	аллилуйя	joy	0.859
exciting	қызықты	joy	0.853
heavenly	аспанға	joy	0.853
thrilled	қуанды	joy	0.851
mademyday	mademyday	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	тойлаңыз	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	баталар	joy	0.844
wonderfully	керемет	joy	0.844
sweetness	тәттілік	joy	0.833
marvellous	керемет	joy	0.833
festive	мерекелік	joy	0.833
blessed	бақытты	joy	0.833
paradise	жұмақ	joy	0.833
celebrations	мерекелер	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	жымиып	joy	0.828
enchanting	таң қалдырады	joy	0.828
love	сүйіспеншілік	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	жылы ұя	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	күлкі	joy	0.824
marvelous	керемет	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	мерекелік іс	joy	0.818
sensational	сезімтал	joy	0.818
delightful	ғажайып	joy	0.818
happyheart	бақытты	joy	0.818
rejoicing	қуанышты	joy	0.818
joys	қуаныш	joy	0.818
goodness	жақсылық	joy	0.818
excited	қозғалған	joy	0.818
excellence	артықшылық	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	қызықты	joy	0.814
glorious	даңқты	joy	0.812
lovemaking	сүйкімділік	joy	0.812
rejoice	қуанамыз	joy	0.812
victorious	жеңіске жетті	joy	0.812
excellent	тамаша	joy	0.812
bonanza	бонанза	joy	0.812
smiley	смайлик	joy	0.812
enjoy	ләззат алыңыз	joy	0.812
splendid	керемет	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	жақсы уақыт	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	бақытты күн	joy	0.809
myfavorite	менің сүйікті	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	ләззат	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	қуаныш	joy	0.803
giggle	қытырлақ	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	жетістік	joy	0.797
happier	бақытты	joy	0.797
dancing	би	joy	0.797
lovinlife	сүйетін өмір	joy	0.797
magnificence	әдемілік	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	ризамын	joy	0.789
splendor	әдемілік	joy	0.788
amuse	көңіл көтеру	joy	0.788
fun	көңілді	joy	0.788
happy	бақытты	joy	0.788
enchanted	сиқырлы	joy	0.781
glorify	даңқ	joy	0.781
glad	қуаныштымын	joy	0.781
beautiful	әдемі	joy	0.781
solucky	solucky	joy	0.781
giggling	қытырлақ	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	жарқын	joy	0.781
heavens	аспан	joy	0.779
perfection	жетілдіру	joy	0.779
christmassy	христиандық	joy	0.779
romance	романс	joy	0.779
thrilling	қызықты	joy	0.776
miraculous	ғажайып	joy	0.773
fiesta	Fiesta	joy	0.773
entertain	көңіл көтеру	joy	0.773
congrats	құттықтаулар	joy	0.773
cheers	көңіл көтеру	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	позитивтілік	joy	0.773
lovable	сүйкімді	joy	0.773
cheered	көңілді болды	joy	0.773
funday	жоқ	joy	0.772
enjoying	ләззат алу	joy	0.771
cuddling	қытырлақ	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	таң қалдырды	joy	0.766
lifeisgood	өмірлік ұғым	joy	0.766
thebest	ең жақсы	joy	0.766
sosweet	тәп-тәтті	joy	0.766
smiles	күледі	joy	0.766
delight	қуаныш	joy	0.765
orgasm	оргазм	joy	0.765
party	партия	joy	0.765
positive	оң	joy	0.761
cheerfulness	көңілділік	joy	0.758
miracles	ғажайыптар	joy	0.758
sweetheart	сүйкімділік	joy	0.758
enlighten	ағарту	joy	0.758
christmastime	Кристмаста	joy	0.757
giddy	қыдыру	joy	0.757
romantic	романтикалық	joy	0.750
gratify	рақмет	joy	0.750
friendliness	достық	joy	0.750
laughs	күледі	joy	0.750
greatness	ұлылық	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	жағымды	joy	0.750
blessings	баталар	joy	0.750
smile	Улыбка	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	ермек	joy	0.748
jubilee	мерейтойы	joy	0.742
enthusiasm	ынта	joy	0.742
triumph	жеңіс	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	сиқырлы	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	ғажайып	joy	0.742
rewarding	марапаттау	joy	0.742
feelgood	жақсы сезіну	joy	0.736
prosperity	өркендеу	joy	0.735
luxurious	сәнді	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	жанұялық	joy	0.734
goodday	Қайырлы күн	joy	0.734
passionate	құмарлық	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	әзіл-оспақ	joy	0.734
victory	жеңіс	joy	0.734
admiration	таңырқау	joy	0.734
tgif	tgif	joy	0.734
glorification	даңқ	joy	0.733
sing	ән айту	joy	0.729
glowing	жарқырайды	joy	0.729
breathtaking	таңғажайып	joy	0.728
fulfillment	орындау	joy	0.728
yessss	yessss	joy	0.728
cheery	қуанышты	joy	0.727
thankful	рахмет	joy	0.727
hurrah	асығыңыз	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	Санта	joy	0.727
award	марапаттау	joy	0.727
atpeace	atpeace	joy	0.727
win	жеңу	joy	0.727
merry	көңілді	joy	0.727
pleased	қуанды	joy	0.725
radiance	жарқырау	joy	0.725
inspiration	шабыт	joy	0.725
uplift	көтерілу	joy	0.723
optimistic	оптимистік	joy	0.723
heaven	аспан	joy	0.721
lucky	бақытты	joy	0.721
thrill	қуаныш	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	мерекелер	joy	0.721
harmony	үйлесім	joy	0.719
brighten	ағарту	joy	0.719
lover	любовник	joy	0.719
heartfelt	шын жүректен	joy	0.719
utopian	утопиялық	joy	0.719
xmas	xmas	joy	0.719
lovely	сүйкімді	joy	0.719
amusement	ойын-сауық	joy	0.719
congratulatory	құттықтау	joy	0.719
praising	мақтауға	joy	0.719
thriving	гүлденген	joy	0.719
perfect	мінсіз	joy	0.719
magic	магия	joy	0.712
luckiest	ең бақытты	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	Салтанат	joy	0.712
bestfeeling	мұқият тыңдау	joy	0.712
treasures	қазыналар	joy	0.712
achievement	жетістік	joy	0.712
yay	алақай	joy	0.712
holiday	демалыс	joy	0.712
intimate	жақын	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	күледі	joy	0.706
rave	сүңгу	joy	0.706
proud	мақтаныш	joy	0.704
truelove	нағыз махаббат	joy	0.703
fuckyeah	қарғыс	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	таңқаларлықтай	joy	0.703
goodnews	жақсы жаңалықтар	joy	0.703
optimism	оптимизм	joy	0.703
satisfying	қанағаттандыру	joy	0.703
gooood	году	joy	0.703
sweetest	тәтті	joy	0.703
cherish	бағалаңыз	joy	0.703
goodlife	жақсы өмір	joy	0.703
beautification	абаттандыру	joy	0.703
appreciates	жоғары бағалайды	joy	0.703
winning	жеңіске жету	joy	0.703
cuddled	қапталған	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	көңіл көтерді	joy	0.700
excite	еліктіру	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	туған күн	joy	0.691
metime	метамәлім	joy	0.688
favorite	сүйікті	joy	0.688
honored	құрметті	joy	0.688
content	мазмұны	joy	0.688
godsend	құдай	joy	0.688
entertaining	ойын-сауық	joy	0.688
angelic	періште	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	адалдық	joy	0.688
exquisite	талғамды	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	қымбат	joy	0.682
majestic	ұлы	joy	0.682
appreciated	бағалады	joy	0.682
luscious	керемет	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	улыбнулся	joy	0.682
bestfriends	ең жақын достар	joy	0.682
exaltation	қудалау	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	жарықтандырады	joy	0.682
tranquility	тыныштық	joy	0.679
marry	үйлену	joy	0.676
embrace	қамту	joy	0.676
positively	оң	joy	0.676
dearest	қымбаттым	joy	0.672
relaxation	Демалыс	joy	0.672
accomplished	орындады	joy	0.672
hug	құшақтасу	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	күн	joy	0.672
grin	грин	joy	0.672
enliven	жандандыру	joy	0.672
contentment	қанағаттандыру	joy	0.672
hilarious	көңілді	joy	0.672
giggles	кикілжіңдер	joy	0.672
bountiful	мол	joy	0.667
victor	жеңімпаз	joy	0.667
adore	сүйетін	joy	0.667
boisterous	шулы	joy	0.667
fulfilled	орындады	joy	0.667
fulfill	орындаңыз	joy	0.664
cuddles	әшекейлер	joy	0.662
prosperous	гүлденген	joy	0.660
romanticism	романтизм	joy	0.656
humor	юмор	joy	0.656
glow	жарқылдайды	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	жағымды	joy	0.656
appreciation	алғыс	joy	0.656
encouraged	ынталандырды	joy	0.656
satisfy	қанағаттандыру	joy	0.656
serenity	тыныштық	joy	0.656
captivate	тұтқындау	joy	0.656
besties	besties	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	қанағаттану	joy	0.652
treasure	қазына	joy	0.652
engaged	айналысады	joy	0.652
praises	мақтан тұтады	joy	0.652
abundance	молшылық	joy	0.652
fortunes	сәттілік	joy	0.652
relaxing	демалу	joy	0.652
praised	мақтады	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	қосымша	joy	0.647
affection	махаббат	joy	0.647
relieved	босатылды	joy	0.647
carnival	карнавал	joy	0.643
divine	Құдайдың	joy	0.641
saintly	қасиетті	joy	0.641
harmoniously	үйлесімді	joy	0.641
achieve	жету	joy	0.641
thanksgiving	рахмет	joy	0.641
jackpot	джекпот	joy	0.641
priceless	баға жетпес	joy	0.641
sensuality	сезімталдық	joy	0.641
champion	чемпионы	joy	0.641
wedding	үйлену той	joy	0.641
uplifting	көтерілу	joy	0.641
climax	шыңы	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	бейбітшілік	joy	0.636
twinkle	жарқырау	joy	0.636
reverie	ревери	joy	0.636
exalt	көрнекті	joy	0.636
winner	жеңімпаз	joy	0.636
felicity	бақыт	joy	0.636
cuddle	қылқалам	joy	0.636
comforting	жайландыратын	joy	0.636
honeymoon	медовый айы	joy	0.636
xoxo	xoxo	joy	0.634
amusing	көңілді	joy	0.625
reward	сыйақы	joy	0.625
fondness	сүйіспеншілік	joy	0.625
hearts	жүректер	joy	0.625
brighter	жарқын	joy	0.625
sweet	тәтті	joy	0.625
stargazing	ашкөздік	joy	0.625
festival	фестиваль	joy	0.625
snuggling	құтылу	joy	0.625
generosity	жомарттық	joy	0.625
gorgeous	керемет	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	секс	joy	0.622
parade	шеру	joy	0.621
applause	шапалақ	joy	0.621
genial	гениальды	joy	0.621
beauty	сұлулық	joy	0.621
kind	мейірімді	joy	0.621
newlife	жаңа өмір	joy	0.618
aspiring	ұмтылу	joy	0.618
fulfilling	орындау	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	ізгі	joy	0.613
kiss	сүйіс	joy	0.610
winnings	ұтыстар	joy	0.609
praiseworthy	мақтауға лайық	joy	0.609
rainbows	жаңбырлар	joy	0.609
generous	жомарт	joy	0.609
enlightenment	ағарту	joy	0.609
playful	көңілді	joy	0.609
christmas	Рождество	joy	0.609
super	тамаша	joy	0.609
elegance	талғампаздығы	joy	0.609
rekindle	жаңалық	joy	0.609
awards	марапаттар	joy	0.609
adorable	көрікті	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	тәуелсіздік	joy	0.607
successful	табысты	joy	0.606
onelove	бір махаббат	joy	0.606
kindness	мейірімділік	joy	0.606
freely	еркін	joy	0.606
surprises	тосын сыйлар	joy	0.606
inspired	шабыт берді	joy	0.606
hilarity	қуаныш	joy	0.606
wonder	таң қаларлық	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	ойын-сауық	joy	0.603
whimsical	қызықты	joy	0.603
passion	құмарлықты	joy	0.603
beautify	әсемдеу	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	күннің шығуы	joy	0.600
godisgood	құдайшылдық	joy	0.597
whoo	кім	joy	0.594
angel	періште	joy	0.594
thankgod	Құдайға шүкір	joy	0.594
accomplishment	жетістік	joy	0.594
flirt	флирт	joy	0.594
goodmusic	goodmusic	joy	0.594
snuggled	соқтығысқан	joy	0.594
revere	ренжіту	joy	0.594
inspire	шабыттандырады	joy	0.594
fanfare	фантастика	joy	0.594
peacefully	бейбіт түрде	joy	0.594
jesus	Иса	joy	0.594
goodies	сәттілік	joy	0.594
heroic	ерлік	joy	0.591
fortune	бақыт	joy	0.591
friendship	достық	joy	0.591
singing	ән айту	joy	0.591
exalted	жоғары болды	joy	0.591
summer	жаз	joy	0.591
highest	ең жоғары	joy	0.591
overflowing	толып кетеді	joy	0.588
contented	қанағаттандырылды	joy	0.588
woot	woot	joy	0.588
rollicking	айналдыру	joy	0.588
hope	үміт	joy	0.586
accolade	аккредиттеу	joy	0.586
cozy	ыңғайлы	joy	0.583
delicious	дәмді	joy	0.579
friendly	достық	joy	0.578
sensuous	сезімтал	joy	0.578
darling	сүйіктім	joy	0.578
picturesque	көркем	joy	0.578
raving	ренжіту	joy	0.578
praise	мақтау	joy	0.578
everlasting	мәңгі	joy	0.578
ambition	амбиция	joy	0.578
thelife	өмір	joy	0.578
sparkle	ұшқын	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	бақытты әйел	joy	0.576
flattering	жалтырау	joy	0.576
sensual	сезімтал	joy	0.576
heroism	ерлік	joy	0.576
succeeding	табысты	joy	0.576
grace	әсемдік	joy	0.576
peace	бейбітшілік	joy	0.576
livelife	өмір сүру	joy	0.574
special	арнайы	joy	0.574
tantalizing	Талант	joy	0.572
pumped	сорғытады	joy	0.567
worthwhile	құнды	joy	0.562
revels	ризамын	joy	0.562
prevail	басым	joy	0.562
liking	ұнату	joy	0.562
sunny	күн шуақты	joy	0.562
relax	босаңсыңыз	joy	0.562
surprise	таң қалдырады	joy	0.562
hugs	құшақтар	joy	0.562
admirable	таңғажайып	joy	0.562
hero	батыр	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	әзіл-оспақ	joy	0.562
sweets	тәттілер	joy	0.562
prosper	сәттілік	joy	0.562
superstar	супер-жұлдыз	joy	0.562
favorable	қолайлы	joy	0.561
bless	батасын беріңіз	joy	0.561
