word	Latin-la	emotion	emotion-intensity-score
elevation	elevation	fear	0.266
shanghai	shanghai	fear	0.266
hood	cucullo	fear	0.266
problem	quaestio	fear	0.266
skid	LABOR	fear	0.266
insomnia	insomnia	fear	0.266
newjob	NO TRANSLATION	fear	0.266
acrobat	acrobat	fear	0.266
flurries	flurries	fear	0.266
force	impetu	fear	0.266
spur	et aculeos subdiderunt	fear	0.262
defense	defensionis	fear	0.258
mortgagor	mortgagor	fear	0.258
impatiently	NO TRANSLATION	fear	0.250
run	Curre	fear	0.250
rascal	nequam	fear	0.250
standstill	iustitium	fear	0.250
doubt	dubium	fear	0.250
cataract	suffusio	fear	0.250
repent	poenitet	fear	0.250
unfamiliar	incognita	fear	0.250
delusional	delusional	fear	0.250
obliging	commode scripta	fear	0.250
hag	anus	fear	0.250
defend	defendere	fear	0.250
guard	praesidio	fear	0.250
scapegoat	piaculum	fear	0.250
swampy	palustribus	fear	0.250
react	pugnat	fear	0.250
breakingnews	BreakingNews	fear	0.250
foul	turpi	fear	0.250
spinster	spinster	fear	0.250
indifference	aequo animo	fear	0.250
sunk	submersi	fear	0.250
picket	Milites aegre id	fear	0.250
insect	insectum	fear	0.250
rating	rating	fear	0.250
forewarned	arsurum praemonuisse	fear	0.250
indecisive	signis conlatis ancipiti proelio	fear	0.250
stealthy	furtim,	fear	0.250
jobinterview	NO TRANSLATION	fear	0.250
grounded	fundati	fear	0.242
badhabit	NO TRANSLATION	fear	0.242
highest	summa	fear	0.236
inequality	omnes pares sumus	fear	0.234
rekindle	Illum cupimus	fear	0.234
shrink	subtraxerim utilium	fear	0.234
scaffold	pulpitum	fear	0.234
discontent	tristitia	fear	0.234
verge	paene	fear	0.234
psychiatrist	mentis,	fear	0.234
overdrive	ambulando fecero laborare	fear	0.234
thatmoment	NO TRANSLATION	fear	0.234
intercede	intercede	fear	0.234
pinion	pinna caballL	fear	0.234
finalized	tinentibus consummantur	fear	0.234
shelters	tegminibus	fear	0.234
sleepless	insomnia	fear	0.234
dependence	dependentiam	fear	0.234
chicken	pullum	fear	0.234
instinctive	insita;	fear	0.234
buzz	Buzz	fear	0.234
difficulty	difficultas	fear	0.234
bee	apes,	fear	0.234
insomniac	tudines vigiliarum sibi	fear	0.234
aaaah	NO TRANSLATION	fear	0.234
buck	hircum	fear	0.234
rushing	multorum currentium	fear	0.233
overslept	overslept	fear	0.226
default	default	fear	0.226
confessional	nempe confessionis	fear	0.225
impatient	debeam contristari	fear	0.224
immigrant	aduenam,	fear	0.219
heft	librare conor	fear	0.219
sweat	sudore	fear	0.219
waver	fluctuate	fear	0.219
fingerscrossed	NO TRANSLATION	fear	0.219
stingy	tenacis	fear	0.219
thrill	Horruit	fear	0.219
cane	ferula	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	quid si	fear	0.219
tactics	rATIO	fear	0.219
veer	quorundam	fear	0.219
unequal	inaequale	fear	0.219
lastminute	novissimo minute	fear	0.219
jungle	saltu,	fear	0.219
bait	cibus	fear	0.219
revelations	assumptiones falsas,	fear	0.219
blues	agnus Dei	fear	0.219
overtired	overtired	fear	0.218
prognosis	deploratae	fear	0.217
alertness	posset decipi	fear	0.216
hyped	hyped	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	mihi fortunam spera	fear	0.212
tryouts	tryouts	fear	0.210
clowns	pugnandum idoneis se induerunt	fear	0.207
fluctuation	fluctuatio,	fear	0.204
restless	profugus	fear	0.204
examination	examen	fear	0.204
intimacy	familiarius	fear	0.203
phew	phew	fear	0.203
quail	et ascendens coturnix	fear	0.203
hurry	festina	fear	0.203
uphill	totiens luditur saxo	fear	0.203
mighty	forti	fear	0.203
birth	peperit	fear	0.203
cross	traicere	fear	0.203
help	auxilium	fear	0.203
overcome	superare	fear	0.203
recesses	anfractus	fear	0.203
acceptances	acceptationibus	fear	0.203
fearless	timere	fear	0.200
ware	ware	fear	0.198
change	mutatio	fear	0.198
withstand	sustinere	fear	0.197
asap	asap	fear	0.191
owing	RELICUS	fear	0.188
gnome	gnome,	fear	0.188
cautiously	temperate	fear	0.188
tract	tractus	fear	0.188
deadlines	deadlines	fear	0.188
heighten	praemissi cumulant	fear	0.188
attorney	advocatus	fear	0.188
bug	cimex	fear	0.188
knots	rudem nodis	fear	0.188
fragile	fragili	fear	0.188
rule	lex	fear	0.188
advance	proficiscentur	fear	0.188
intrigue	fraudulentia	fear	0.188
overcoming	vi superare gloriosius	fear	0.188
stillness	silentium	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	vigilate	fear	0.188
unorganised	incompositi	fear	0.188
elf	dryadalis	fear	0.185
stillwaiting	NO TRANSLATION	fear	0.184
lonely	solum	fear	0.183
slippery	lubricam	fear	0.181
interview	colloquium	fear	0.180
everyman	everyman	fear	0.178
speculation	speculationis	fear	0.176
needtoknow	needtoknow	fear	0.173
assessment	census	fear	0.172
competition	competition	fear	0.172
settlor	settlor	fear	0.172
rod	virga	fear	0.172
checkpoint	LAPIS	fear	0.172
regulatory	regulatory	fear	0.172
worship	cultum	fear	0.172
shell	testa	fear	0.172
readytogo	paratus ad ire	fear	0.172
uncertain	incertum	fear	0.172
unsure	incerta	fear	0.172
birch	betula	fear	0.172
surprise	mirum	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	pulvis	fear	0.172
composure	securitate	fear	0.172
interviewer	Interviewer	fear	0.172
less	minus	fear	0.167
coy	delicatae sciscitator	fear	0.162
iris	iridis Illuricae,	fear	0.160
audition	audition	fear	0.156
sly	noctu clanculum devenit	fear	0.156
legalized	CONCESSUS	fear	0.156
intimately	familiarius	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	countdown	fear	0.156
hearing	audiunt	fear	0.156
bases	et bases totidem	fear	0.156
medication	medicamen	fear	0.156
ceasefire	ceasefire	fear	0.156
retirement	retirement	fear	0.156
courageous	audax	fear	0.154
overthinker	overthinker	fear	0.153
backtrack	LATEBRA	fear	0.151
dawned	simulque coeptus	fear	0.150
censor	censor	fear	0.149
bailiff	baiulus	fear	0.147
syllabus	Syllabus	fear	0.147
gent	gent,	fear	0.141
caricature	duae galeae totae	fear	0.141
rationality	ratio	fear	0.141
cove	cove	fear	0.141
newcomer	advena	fear	0.141
eventuality	fortunam,	fear	0.141
imagination	imagination	fear	0.141
validity	validitatem	fear	0.141
waiting	exspectans	fear	0.141
delay	mora	fear	0.141
shy	fugax	fear	0.140
alreadyyyyy	alreadyyyyy	fear	0.140
symptom	indicium	fear	0.133
excite	minus	fear	0.132
raccoon	raccoon	fear	0.127
prevent	ne	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	Corydon	fear	0.125
ahhh	ahhh	fear	0.125
hawk	accipiter	fear	0.125
campaigning	bellum	fear	0.125
soready	soready	fear	0.125
tryout	experiri	fear	0.125
marry	nubere	fear	0.125
sprite	assuetus faunus	fear	0.125
swim	natare	fear	0.125
gameday	gameday	fear	0.125
sag	dicent	fear	0.123
pharmacy	pharmacopolium	fear	0.123
policeman	LICTOR	fear	0.121
lace	licio plexueris	fear	0.111
dreamt	somnium	fear	0.111
holiness	sanctus	fear	0.109
pray	tandem	fear	0.109
weight	pondus	fear	0.109
incase	in casu	fear	0.109
knot	nodum	fear	0.109
confidence	fiduciam	fear	0.109
notoriety	notoriety	fear	0.109
homework	Duis congue sem	fear	0.109
destination	destination	fear	0.109
bigday	bigday	fear	0.109
slender	tenui meditabor	fear	0.100
undecided	ambiguas actitata stetit fixa	fear	0.098
sympathetic	sympathetici	fear	0.097
god	Deus	fear	0.094
grades	grades	fear	0.094
loyal	loyal	fear	0.094
poise	status rigidus	fear	0.094
treat	tractare,	fear	0.094
confident	audentes	fear	0.094
counsellor	consilium	fear	0.094
helmet	galeati	fear	0.094
case	apud	fear	0.094
locate	locate	fear	0.094
northeast	africum	fear	0.088
compassion	misericordia	fear	0.078
nurture	educate	fear	0.078
graduation	graduatio	fear	0.078
graded	Adiutatum	fear	0.075
mum	mum	fear	0.070
infant	infans	fear	0.067
civilians	togatos	fear	0.062
soulmate	soulmate	fear	0.062
civilian	civilian	fear	0.062
cloudiness	discindens nubilum	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	agnitio vultus	fear	0.062
cash	cash	fear	0.062
journey	iter	fear	0.062
guidelines	guidelines	fear	0.062
youth	puer	fear	0.062
opera	opera	fear	0.057
synonymous	idem	fear	0.056
praying	orantes	fear	0.047
honest	honestus	fear	0.047
intelligence	intelligentia,	fear	0.038
romance	romance	fear	0.031
lines	lineae	fear	0.031
volunteer	voluntarius	fear	0.031
obey	parere	fear	0.016
happiest	laetissimus	joy	0.986
happiness	beatitudinem	joy	0.984
bliss	beatitudine	joy	0.971
celebrating	celebrabantur	joy	0.970
jubilant	jubilant	joy	0.969
ecstatic	supermentales excessus	joy	0.954
elation	gloria regnantibus impiis ruinae	joy	0.944
bestdayever	Dies optimus semper	joy	0.938
beaming	collucentibus facibus	joy	0.938
loveee	loveee	joy	0.932
celebration	celebrationem	joy	0.929
awesomeness	terror	joy	0.926
joy	gaudium	joy	0.924
happily	feliciter	joy	0.922
excitement	excitement	joy	0.922
euphoria	euphoria	joy	0.922
fabulous	fabulosa	joy	0.922
joyous	MPR vertere	joy	0.922
exuberance	pereat luxuriosa	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	lovee	joy	0.920
gratitude	gratia cantantes	joy	0.914
spectacular	spectacular	joy	0.912
merriment	Merlucius bilinearis	joy	0.912
happydance	happydance	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	gaudeatis exultantes	joy	0.909
triumphant	triumphantes;	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	excessus:	joy	0.906
cheerful	hilari	joy	0.906
cheer	animaequiores	joy	0.897
elated	magnitudo revelationum extollat	joy	0.894
lovethis	lovethis	joy	0.891
laugh	risu	joy	0.891
jolly	tum iocosa	joy	0.891
pleasures	gloria	joy	0.891
excitation	excitatio	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	laetus	joy	0.891
exhilaration	HILARITAS	joy	0.891
marvelously	gaudio magno	joy	0.881
loving	amandi	joy	0.879
joyful	laetantem alleluia	joy	0.879
outstanding	outstanding	joy	0.879
blissful	beatum	joy	0.879
pleasurable	volupe	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	studere	joy	0.875
lovinglife	lovinglife	joy	0.875
glee	glee	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	laetissimus	joy	0.868
woohoo	woohoo	joy	0.864
laughing	ridens	joy	0.864
superb	superbus	joy	0.864
wonderful	mirum	joy	0.863
brilliant	praeclarum	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	adortos;	joy	0.859
hooray	Euax	joy	0.859
glory	gloria	joy	0.859
celebrated	Notissima	joy	0.859
loved	dilexit	joy	0.859
magnificent	magnifico	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	alleluia	joy	0.859
exciting	excitando	joy	0.853
heavenly	caelesti	joy	0.853
thrilled	adfici	joy	0.851
mademyday	dies meus factus	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	celebramus	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	beneficium	joy	0.844
wonderfully	mirum in modum	joy	0.844
sweetness	dulcedo	joy	0.833
marvellous	mirandum	joy	0.833
festive	festum	joy	0.833
blessed	beatus	joy	0.833
paradise	paradisum	joy	0.833
celebrations	celebrationibus,	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	Olli subridens	joy	0.828
enchanting	lepidus	joy	0.828
love	amare	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	domum dulce domum	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	risus	joy	0.824
marvelous	mirandum	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	celebrem	joy	0.818
sensational	sensational	joy	0.818
delightful	aspectuque delectabile	joy	0.818
happyheart	happyheart	joy	0.818
rejoicing	gaudens	joy	0.818
joys	gaudia	joy	0.818
goodness	bonitatem	joy	0.818
excited	concitatae	joy	0.818
excellence	uirtus	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	Annae	joy	0.814
glorious	gloriosum	joy	0.812
lovemaking	ut diligatis	joy	0.812
rejoice	exsultate	joy	0.812
victorious	vicit	joy	0.812
excellent	praeclarus	joy	0.812
bonanza	bonanza	joy	0.812
smiley	amet	joy	0.812
enjoy	fruor	joy	0.812
splendid	praeclarum	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	bona tempora	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	happyday	joy	0.809
myfavorite	mei beneficium	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	voluptatem	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	ingenti gaudio	joy	0.803
giggle	cachinnant	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	victoria	joy	0.797
happier	beatior	joy	0.797
dancing	dancing	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	gloria	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	gratus	joy	0.789
splendor	claritate	joy	0.788
amuse	oblectare	joy	0.788
fun	amet	joy	0.788
happy	felix	joy	0.788
enchanted	cantata	joy	0.781
glorify	glorificamus	joy	0.781
glad	gaudeo	joy	0.781
beautiful	pulchra	joy	0.781
solucky	solucky	joy	0.781
giggling	risu inepto	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	quod candidos	joy	0.781
heavens	caelum	joy	0.779
perfection	perfectum	joy	0.779
christmassy	Christmassy	joy	0.779
romance	romance	joy	0.779
thrilling	PERICULOSUS	joy	0.776
miraculous	mirabilis Manducat	joy	0.773
fiesta	Fusce ut	joy	0.773
entertain	hospitium	joy	0.773
congrats	congrats	joy	0.773
cheers	iubentium	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	positivity	joy	0.773
lovable	amabilis esto	joy	0.773
cheered	bono animo estote	joy	0.773
funday	Funday	joy	0.772
enjoying	enjoying	joy	0.771
cuddling	cuddling	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	re verboque moveatur	joy	0.766
lifeisgood	vita bona est	joy	0.766
thebest	thebest	joy	0.766
sosweet	tam dulcis	joy	0.766
smiles	risum	joy	0.766
delight	jucundum	joy	0.765
orgasm	gaudens	joy	0.765
party	pars	joy	0.765
positive	positive	joy	0.761
cheerfulness	hilaritate	joy	0.758
miracles	mirabilia	joy	0.758
sweetheart	puella	joy	0.758
enlighten	Illumináre	joy	0.758
christmastime	Christmastime	joy	0.757
giddy	Stephanus Colbertus	joy	0.757
romantic	venereum	joy	0.750
gratify	perficietis	joy	0.750
friendliness	benivolentia	joy	0.750
laughs	attrita ridet plebecula	joy	0.750
greatness	magnitudo	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	placitum	joy	0.750
blessings	beneficia	joy	0.750
smile	risus	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	nunc ludite	joy	0.748
jubilee	iubileum	joy	0.742
enthusiasm	studium	joy	0.742
triumph	triumphi	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	magicis	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	miraculum	joy	0.742
rewarding	lucra	joy	0.742
feelgood	feelgood	joy	0.736
prosperity	felicitatem	joy	0.735
luxurious	alba	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	concitatus	joy	0.734
goodday	Goodday	joy	0.734
passionate	flagranti	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	fascinare	joy	0.734
victory	victoria	joy	0.734
admiration	quaestus	joy	0.734
tgif	TGIF	joy	0.734
glorification	glorificatio	joy	0.733
sing	cantabo	joy	0.729
glowing	candentis	joy	0.729
breathtaking	stupendo	joy	0.728
fulfillment	plenitudo	joy	0.728
yessss	yessss	joy	0.728
cheery	GAUDENS	joy	0.727
thankful	gratias ago Deo	joy	0.727
hurrah	eia	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	santa	joy	0.727
award	award	joy	0.727
atpeace	atpeace	joy	0.727
win	win	joy	0.727
merry	epulari	joy	0.727
pleased	ipsum audite	joy	0.725
radiance	radium	joy	0.725
inspiration	inspirante,	joy	0.725
uplift	ad altiora animos alliciant	joy	0.723
optimistic	eu	joy	0.723
heaven	coelum	joy	0.721
lucky	felix	joy	0.721
thrill	Horruit	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	feriae	joy	0.721
harmony	concordia	joy	0.719
brighten	Clara serenatis	joy	0.719
lover	amans	joy	0.719
heartfelt	ex animo	joy	0.719
utopian	utopian	joy	0.719
xmas	Class aptent taciti	joy	0.719
lovely	amabilia	joy	0.719
amusement	Delectationis	joy	0.719
congratulatory	gratulabundos	joy	0.719
praising	laudantium	joy	0.719
thriving	sime convalescit	joy	0.719
perfect	perfectus	joy	0.719
magic	magicae	joy	0.712
luckiest	nocentium felicissimus	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	deliciae	joy	0.712
bestfeeling	bestfeeling	joy	0.712
treasures	thesauri	joy	0.712
achievement	factum	joy	0.712
yay	Euge	joy	0.712
holiday	ferias	joy	0.712
intimate	familiarius	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	CACHINNO	joy	0.706
rave	flexanima	joy	0.706
proud	superbus	joy	0.704
truelove	Truluf	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	mirum dictu	joy	0.703
goodnews	nuntiae bonae	joy	0.703
optimism	in optimam partem interpretantes	joy	0.703
satisfying	satisfaceret inveniebam	joy	0.703
gooood	gooood	joy	0.703
sweetest	suavissimo deliniant	joy	0.703
cherish	foveam	joy	0.703
goodlife	vita bona	joy	0.703
beautification	MEDICAMENTUM	joy	0.703
appreciates	intelligit	joy	0.703
winning	winning	joy	0.703
cuddled	cuddled	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	gratanter	joy	0.700
excite	minus	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	natalem	joy	0.691
metime	nimbis	joy	0.688
favorite	ventus	joy	0.688
honored	honored	joy	0.688
content	contentus	joy	0.688
godsend	munere amplecteretur	joy	0.688
entertaining	delectabiles	joy	0.688
angelic	angelica	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	sacris institútis	joy	0.688
exquisite	summa	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	pretiosum,	joy	0.682
majestic	sublimis	joy	0.682
appreciated	id gratum	joy	0.682
luscious	PRAEDULCIS	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	Smiled	joy	0.682
bestfriends	amici optimi	joy	0.682
exaltation	exaltatione sua:	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	hilaritate	joy	0.682
tranquility	tranquillum	joy	0.679
marry	nubere	joy	0.676
embrace	embrace	joy	0.676
positively	compendiat positivo	joy	0.676
dearest	carissime	joy	0.672
relaxation	requiesque curarum	joy	0.672
accomplished	complevit	joy	0.672
hug	amplexus	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	RICTUM	joy	0.672
enliven	inflamment acumina	joy	0.672
contentment	aequo	joy	0.672
hilarious	hilares	joy	0.672
giggles	giggles	joy	0.672
bountiful	exclude:	joy	0.667
victor	victor	joy	0.667
adore	adorant	joy	0.667
boisterous	truces	joy	0.667
fulfilled	adimpletur	joy	0.667
fulfill	impleat	joy	0.664
cuddles	cuddles	joy	0.662
prosperous	cunctis prospere agens habitabatque	joy	0.660
romanticism	romanticism	joy	0.656
humor	humor	joy	0.656
glow	meridiem	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	iucundum	joy	0.656
appreciation	appreciation	joy	0.656
encouraged	animarentur	joy	0.656
satisfy	SATULLO	joy	0.656
serenity	serenitatem	joy	0.656
captivate	captarent	joy	0.656
besties	besties	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	satisfactio	joy	0.652
treasure	fortitudo	joy	0.652
engaged	versantur	joy	0.652
praises	laudat	joy	0.652
abundance	abundantia	joy	0.652
fortunes	fortunae	joy	0.652
relaxing	ruptis disciplinae vinculis	joy	0.652
praised	laudatur	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	complement	joy	0.647
affection	affectio	joy	0.647
relieved	relevabor	joy	0.647
carnival	FESTUM	joy	0.643
divine	Divinus	joy	0.641
saintly	sanctus	joy	0.641
harmoniously	repetito concordem	joy	0.641
achieve	consequi	joy	0.641
thanksgiving	gratiarum actione percipitur	joy	0.641
jackpot	jackpot	joy	0.641
priceless	divérsis speciébus	joy	0.641
sensuality	sensualitas	joy	0.641
champion	champion	joy	0.641
wedding	nuptialem	joy	0.641
uplifting	elevationem	joy	0.641
climax	novissime acutam	joy	0.636
yayy	NO TRANSLATION	joy	0.636
