word	Portuguese (Portugal, Brazil)-pt	emotion	emotion-intensity-score
hearing	audição	fear	0.156
bases	bases	fear	0.156
medication	medicação	fear	0.156
ceasefire	cessar fogo	fear	0.156
retirement	aposentadoria	fear	0.156
courageous	corajoso	fear	0.154
overthinker	overthinker	fear	0.153
backtrack	voltar atrás	fear	0.151
dawned	amanheceu	fear	0.150
censor	censurar	fear	0.149
bailiff	oficial de justiça	fear	0.147
syllabus	programa de Estudos	fear	0.147
gent	gent	fear	0.141
caricature	caricatura	fear	0.141
rationality	racionalidade	fear	0.141
cove	enseada	fear	0.141
newcomer	recém-chegado	fear	0.141
eventuality	eventualidade	fear	0.141
imagination	imaginação	fear	0.141
validity	validade	fear	0.141
waiting	esperando	fear	0.141
delay	demora	fear	0.141
shy	tímido	fear	0.140
alreadyyyyy	jáyyyyy	fear	0.140
symptom	sintoma	fear	0.133
excite	excitar	fear	0.132
raccoon	guaxinim	fear	0.127
prevent	evita	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	palhaço	fear	0.125
ahhh	Ahhh	fear	0.125
hawk	Falcão	fear	0.125
campaigning	campanha	fear	0.125
soready	tão pronto	fear	0.125
tryout	Tente	fear	0.125
marry	casar	fear	0.125
sprite	sprite	fear	0.125
swim	nadar	fear	0.125
gameday	Dia de jogo	fear	0.125
sag	sag	fear	0.123
pharmacy	farmacia	fear	0.123
policeman	policial	fear	0.121
lace	rendas	fear	0.111
dreamt	sonhou	fear	0.111
holiness	santidade	fear	0.109
pray	orar	fear	0.109
weight	peso	fear	0.109
incase	em caso	fear	0.109
knot	nó	fear	0.109
confidence	confiança	fear	0.109
notoriety	notoriedade	fear	0.109
homework	dever de casa	fear	0.109
destination	destino	fear	0.109
bigday	Grande dia	fear	0.109
slender	delgado	fear	0.100
undecided	indeciso	fear	0.098
sympathetic	simpático	fear	0.097
god	Deus	fear	0.094
grades	notas	fear	0.094
loyal	fiel	fear	0.094
poise	equilíbrio	fear	0.094
treat	tratar	fear	0.094
confident	confiante	fear	0.094
counsellor	conselheiro	fear	0.094
helmet	capacete	fear	0.094
case	caso	fear	0.094
locate	localizar	fear	0.094
northeast	nordeste	fear	0.088
compassion	compaixão	fear	0.078
nurture	nutrir	fear	0.078
graduation	graduação	fear	0.078
graded	graduado	fear	0.075
mum	mãe	fear	0.070
infant	infantil	fear	0.067
civilians	civis	fear	0.062
soulmate	alma gêmea	fear	0.062
civilian	civil	fear	0.062
cloudiness	nebulosidade	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	parada	fear	0.062
cash	dinheiro	fear	0.062
journey	viagem	fear	0.062
guidelines	diretrizes	fear	0.062
youth	juventude	fear	0.062
opera	ópera	fear	0.057
synonymous	sinônimo	fear	0.056
praying	Rezar	fear	0.047
honest	honesto	fear	0.047
intelligence	inteligência	fear	0.038
romance	romance	fear	0.031
lines	linhas	fear	0.031
volunteer	voluntário	fear	0.031
obey	obedecer	fear	0.016
happiest	feliz	joy	0.986
happiness	felicidade	joy	0.984
bliss	felicidade	joy	0.971
celebrating	a comemorar	joy	0.970
jubilant	jubilante	joy	0.969
ecstatic	em êxtase	joy	0.954
elation	euforia	joy	0.944
bestdayever	melhor dia de todos	joy	0.938
beaming	irradiando	joy	0.938
loveee	loveee	joy	0.932
celebration	celebração	joy	0.929
awesomeness	grandiosidade	joy	0.926
joy	alegria	joy	0.924
happily	alegremente	joy	0.922
excitement	excitação	joy	0.922
euphoria	euforia	joy	0.922
fabulous	fabuloso	joy	0.922
joyous	feliz	joy	0.922
exuberance	exuberância	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	lovee	joy	0.920
gratitude	gratidão	joy	0.914
spectacular	espetacular	joy	0.912
merriment	alegria	joy	0.912
happydance	dança feliz	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	muito feliz	joy	0.909
triumphant	triunfante	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	êxtase	joy	0.906
cheerful	alegre	joy	0.906
cheer	alegria	joy	0.897
elated	exaltado	joy	0.894
lovethis	amo isso	joy	0.891
laugh	rir	joy	0.891
jolly	alegre	joy	0.891
pleasures	prazeres	joy	0.891
excitation	excitação	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	Deleitado	joy	0.891
exhilaration	alegria	joy	0.891
marvelously	maravilhosamente	joy	0.881
loving	amoroso	joy	0.879
joyful	alegre	joy	0.879
outstanding	excepcional	joy	0.879
blissful	feliz	joy	0.879
pleasurable	agradável	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	entusiasmado	joy	0.875
lovinglife	vida amorosa	joy	0.875
glee	alegria	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	tão feliz	joy	0.868
woohoo	woohoo	joy	0.864
laughing	rindo	joy	0.864
superb	soberba	joy	0.864
wonderful	Maravilhoso	joy	0.863
brilliant	brilhante	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	torcendo	joy	0.859
hooray	hooray	joy	0.859
glory	glória	joy	0.859
celebrated	célebre	joy	0.859
loved	Amado	joy	0.859
magnificent	magnífico	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	Aleluia	joy	0.859
exciting	emocionante	joy	0.853
heavenly	celestial	joy	0.853
thrilled	emocionados	joy	0.851
mademyday	fez o meu dia	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	comemoro	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	bênção	joy	0.844
wonderfully	maravilhosamente	joy	0.844
sweetness	Doçura	joy	0.833
marvellous	maravilhoso	joy	0.833
festive	festivo	joy	0.833
blessed	abençoado	joy	0.833
paradise	paraíso	joy	0.833
celebrations	celebrações	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	sorridente	joy	0.828
enchanting	encantador	joy	0.828
love	amor	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	lar Doce Lar	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	riso	joy	0.824
marvelous	maravilhoso	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	comemorativo	joy	0.818
sensational	sensacional	joy	0.818
delightful	delicioso	joy	0.818
happyheart	coração feliz	joy	0.818
rejoicing	alegria	joy	0.818
joys	alegrias	joy	0.818
goodness	bondade	joy	0.818
excited	animado	joy	0.818
excellence	excelência	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	jovial	joy	0.814
glorious	glorioso	joy	0.812
lovemaking	fazer amor	joy	0.812
rejoice	alegrar	joy	0.812
victorious	vitorioso	joy	0.812
excellent	excelente	joy	0.812
bonanza	bonança	joy	0.812
smiley	risonho	joy	0.812
enjoy	apreciar	joy	0.812
splendid	esplêndido	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	bons tempos	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	dia feliz	joy	0.809
myfavorite	meu favorito	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	prazer	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	alegria	joy	0.803
giggle	risadinha	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	sucesso	joy	0.797
happier	mais feliz	joy	0.797
dancing	dançando	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	magnificência	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	grato	joy	0.789
splendor	esplendor	joy	0.788
amuse	divertir	joy	0.788
fun	Diversão	joy	0.788
happy	feliz	joy	0.788
enchanted	encantado	joy	0.781
glorify	glorificar	joy	0.781
glad	feliz	joy	0.781
beautiful	bonita	joy	0.781
solucky	sortudo	joy	0.781
giggling	rindo	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	radiante	joy	0.781
heavens	céus	joy	0.779
perfection	perfeição	joy	0.779
christmassy	natalino	joy	0.779
romance	romance	joy	0.779
thrilling	emocionante	joy	0.776
miraculous	miraculoso	joy	0.773
fiesta	fiesta	joy	0.773
entertain	entreter	joy	0.773
congrats	Parabéns	joy	0.773
cheers	Felicidades	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	positividade	joy	0.773
lovable	adorável	joy	0.773
cheered	aplaudido	joy	0.773
funday	dia divertido	joy	0.772
enjoying	desfrutando	joy	0.771
cuddling	afago	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	divertido	joy	0.766
lifeisgood	a vida é boa	joy	0.766
thebest	ao melhor	joy	0.766
sosweet	tão doce	joy	0.766
smiles	sorrisos	joy	0.766
delight	deleite	joy	0.765
orgasm	orgasmo	joy	0.765
party	festa	joy	0.765
positive	positivo	joy	0.761
cheerfulness	alegria	joy	0.758
miracles	milagres	joy	0.758
sweetheart	amada	joy	0.758
enlighten	ilumine	joy	0.758
christmastime	época de Natal	joy	0.757
giddy	vertiginoso	joy	0.757
romantic	romântico	joy	0.750
gratify	satisfazer	joy	0.750
friendliness	simpatia	joy	0.750
laughs	ri	joy	0.750
greatness	grandeza	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	agradável	joy	0.750
blessings	bênçãos	joy	0.750
smile	sorrir	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	brincar	joy	0.748
jubilee	jubileu	joy	0.742
enthusiasm	entusiasmo	joy	0.742
triumph	triunfo	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	mágico	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	milagre	joy	0.742
rewarding	recompensador	joy	0.742
feelgood	se sentir bem	joy	0.736
prosperity	prosperidade	joy	0.735
luxurious	luxuoso	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	vivaz	joy	0.734
goodday	dia bom	joy	0.734
passionate	apaixonado	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	encantar	joy	0.734
victory	vitória	joy	0.734
admiration	admiração	joy	0.734
tgif	tgif	joy	0.734
glorification	glorificação	joy	0.733
sing	cantar	joy	0.729
glowing	brilhando	joy	0.729
breathtaking	tirar o fôlego	joy	0.728
fulfillment	cumprimento	joy	0.728
yessss	Yessss	joy	0.728
cheery	alegre	joy	0.727
thankful	grato	joy	0.727
hurrah	hurrah	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	santa	joy	0.727
award	prêmio	joy	0.727
atpeace	em paz	joy	0.727
win	ganhar	joy	0.727
merry	alegre	joy	0.727
pleased	satisfeito	joy	0.725
radiance	esplendor	joy	0.725
inspiration	inspiração	joy	0.725
uplift	elevar	joy	0.723
optimistic	otimista	joy	0.723
heaven	céu	joy	0.721
lucky	por sorte	joy	0.721
thrill	emoção	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	feriados	joy	0.721
harmony	harmonia	joy	0.719
brighten	iluminar	joy	0.719
lover	amante	joy	0.719
heartfelt	sincero	joy	0.719
utopian	utópico	joy	0.719
xmas	natal	joy	0.719
lovely	adorável	joy	0.719
amusement	diversão	joy	0.719
congratulatory	congratulatório	joy	0.719
praising	louvando	joy	0.719
thriving	prosperando	joy	0.719
perfect	perfeito	joy	0.719
magic	Magia	joy	0.712
luckiest	mais sortudas	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	luxo	joy	0.712
bestfeeling	melhor sentimento	joy	0.712
treasures	tesouros	joy	0.712
achievement	realização	joy	0.712
yay	yay	joy	0.712
holiday	feriado	joy	0.712
intimate	íntimo	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	risada	joy	0.706
rave	delírio	joy	0.706
proud	orgulhoso	joy	0.704
truelove	o amor verdadeiro	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	Surpreendentemente	joy	0.703
goodnews	boas notícias	joy	0.703
optimism	otimismo	joy	0.703
satisfying	satisfazendo	joy	0.703
gooood	gooood	joy	0.703
sweetest	mais doce	joy	0.703
cherish	acalentar	joy	0.703
goodlife	boa vida	joy	0.703
beautification	embelezamento	joy	0.703
appreciates	aprecia	joy	0.703
winning	ganhando	joy	0.703
cuddled	afagado	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	entretido	joy	0.700
excite	excitar	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	aniversário	joy	0.691
metime	metime	joy	0.688
favorite	favorito	joy	0.688
honored	honrado	joy	0.688
content	conteúdo	joy	0.688
godsend	dádiva de Deus	joy	0.688
entertaining	divertido	joy	0.688
angelic	angélico	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	adoração	joy	0.688
exquisite	requintado	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	precioso	joy	0.682
majestic	majestoso	joy	0.682
appreciated	estimado	joy	0.682
luscious	gostoso	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	sorriu	joy	0.682
bestfriends	melhores amigos	joy	0.682
exaltation	exaltação	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	ilumina	joy	0.682
tranquility	tranqüilidade	joy	0.679
marry	casar	joy	0.676
embrace	abraço	joy	0.676
positively	positivamente	joy	0.676
dearest	mais querido	joy	0.672
relaxation	relaxamento	joy	0.672
accomplished	realizado	joy	0.672
hug	abraço	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	aniversário	joy	0.672
grin	sorriso	joy	0.672
enliven	animar	joy	0.672
contentment	contentamento	joy	0.672
hilarious	Hilário	joy	0.672
giggles	risos	joy	0.672
bountiful	abundante	joy	0.667
victor	vencedor	joy	0.667
adore	adoro	joy	0.667
boisterous	turbulento	joy	0.667
fulfilled	realizada	joy	0.667
fulfill	Preencha	joy	0.664
cuddles	afagos	joy	0.662
prosperous	próspero	joy	0.660
romanticism	romantismo	joy	0.656
humor	humor	joy	0.656
glow	brilho	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	agradável	joy	0.656
appreciation	apreciação	joy	0.656
encouraged	encorajado	joy	0.656
satisfy	satisfazer	joy	0.656
serenity	serenidade	joy	0.656
captivate	cativar	joy	0.656
besties	besties	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	satisfação	joy	0.652
treasure	Tesouro	joy	0.652
engaged	acionado	joy	0.652
praises	louvores	joy	0.652
abundance	abundância	joy	0.652
fortunes	fortunas	joy	0.652
relaxing	relaxante	joy	0.652
praised	louvado	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	complemento	joy	0.647
affection	afeição	joy	0.647
relieved	aliviado	joy	0.647
carnival	carnaval	joy	0.643
divine	divino	joy	0.641
saintly	santo	joy	0.641
harmoniously	harmoniosamente	joy	0.641
achieve	conquistar	joy	0.641
thanksgiving	Ação de graças	joy	0.641
jackpot	bolada	joy	0.641
priceless	impagável	joy	0.641
sensuality	sensualidade	joy	0.641
champion	campeão	joy	0.641
wedding	Casamento	joy	0.641
uplifting	inspirador	joy	0.641
climax	clímax	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	calmo	joy	0.636
twinkle	cintilação	joy	0.636
reverie	devaneio	joy	0.636
exalt	exaltar	joy	0.636
winner	vencedora	joy	0.636
felicity	felicidade	joy	0.636
cuddle	abraço	joy	0.636
comforting	reconfortante	joy	0.636
honeymoon	lua de mel	joy	0.636
xoxo	Xoxo	joy	0.634
amusing	divertido	joy	0.625
reward	recompensa	joy	0.625
fondness	carinho	joy	0.625
hearts	corações	joy	0.625
brighter	mais brilhante	joy	0.625
sweet	doce	joy	0.625
stargazing	observação de estrelas	joy	0.625
festival	festival	joy	0.625
snuggling	aconchegar	joy	0.625
generosity	generosidade	joy	0.625
gorgeous	linda	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	sexo	joy	0.622
parade	parada	joy	0.621
applause	aplauso	joy	0.621
genial	genial	joy	0.621
beauty	beleza	joy	0.621
kind	tipo	joy	0.621
newlife	vida nova	joy	0.618
aspiring	aspirando	joy	0.618
fulfilling	cumprindo	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	virtuoso	joy	0.613
kiss	beijo	joy	0.610
winnings	ganhos	joy	0.609
praiseworthy	louvável	joy	0.609
rainbows	arco-íris	joy	0.609
generous	generoso	joy	0.609
enlightenment	iluminação	joy	0.609
playful	brincalhão	joy	0.609
christmas	Natal	joy	0.609
super	super	joy	0.609
elegance	elegância	joy	0.609
rekindle	reavivar	joy	0.609
awards	prêmios	joy	0.609
adorable	adorável	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	independência	joy	0.607
successful	bem sucedido	joy	0.606
onelove	um amor	joy	0.606
kindness	bondade	joy	0.606
freely	livremente	joy	0.606
surprises	surpresas	joy	0.606
inspired	inspirado	joy	0.606
hilarity	hilaridade	joy	0.606
wonder	maravilha	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	entretenimento	joy	0.603
whimsical	caprichoso	joy	0.603
passion	paixão	joy	0.603
beautify	embelezar	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	nascer do sol	joy	0.600
godisgood	Deus é bom	joy	0.597
whoo	whoo	joy	0.594
angel	anjo	joy	0.594
thankgod	graças a Deus	joy	0.594
accomplishment	realização	joy	0.594
flirt	flerte	joy	0.594
goodmusic	boa música	joy	0.594
snuggled	aconchegado	joy	0.594
revere	reverenciar	joy	0.594
inspire	inspirar	joy	0.594
fanfare	fanfarra	joy	0.594
peacefully	pacificamente	joy	0.594
jesus	Jesus	joy	0.594
goodies	guloseimas	joy	0.594
heroic	heróico	joy	0.591
fortune	fortuna	joy	0.591
friendship	amizade	joy	0.591
singing	cantando	joy	0.591
exalted	exaltado	joy	0.591
summer	verão	joy	0.591
highest	maior	joy	0.591
overflowing	transbordante	joy	0.588
contented	contente	joy	0.588
woot	woot	joy	0.588
rollicking	brincando	joy	0.588
hope	esperança	joy	0.586
accolade	elogio	joy	0.586
cozy	acolhedor	joy	0.583
delicious	delicioso	joy	0.579
friendly	amigáveis	joy	0.578
sensuous	sensual	joy	0.578
darling	querida	joy	0.578
picturesque	pitoresco	joy	0.578
raving	delirante	joy	0.578
praise	elogio	joy	0.578
everlasting	eterno	joy	0.578
ambition	ambição	joy	0.578
thelife	a vida	joy	0.578
sparkle	brilhar	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	luckygirl	joy	0.576
flattering	lisonjeiro	joy	0.576
sensual	sensual	joy	0.576
heroism	heroísmo	joy	0.576
succeeding	sucedendo	joy	0.576
grace	graça	joy	0.576
peace	Paz	joy	0.576
livelife	viver a Vida	joy	0.574
special	especial	joy	0.574
tantalizing	tentadora	joy	0.572
pumped	bombeado	joy	0.567
worthwhile	que vale a pena	joy	0.562
revels	revels	joy	0.562
prevail	prevalecer	joy	0.562
liking	gosto	joy	0.562
sunny	ensolarado	joy	0.562
relax	relaxar	joy	0.562
surprise	surpresa	joy	0.562
hugs	abraços	joy	0.562
admirable	admirável	joy	0.562
hero	herói	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	cómico	joy	0.562
sweets	doces	joy	0.562
prosper	prosperar	joy	0.562
superstar	Super estrela	joy	0.562
favorable	favorável	joy	0.561
bless	abençoe	joy	0.561
tenderness	ternura	joy	0.561
freedom	liberdade	joy	0.561
masterpiece	obra-prima	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	sonhos	joy	0.559
hopeful	esperançoso	joy	0.559
home	casa	joy	0.559
cruising	cruzeiro	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	fidelidade	joy	0.553
closeness	proximidade	joy	0.552
eagerness	ansiedade	joy	0.552
comfy	confortável	joy	0.551
sunshine	brilho do sol	joy	0.551
confidence	confiança	joy	0.547
mistletoe	visco	joy	0.547
elite	elite	joy	0.547
celestial	celestial	joy	0.547
heart	coração	joy	0.547
completion	conclusão	joy	0.547
good	Boa	joy	0.547
daughter	filha	joy	0.547
gifts	presentes	joy	0.547
astonishment	espanto	joy	0.547
bonus	bônus	joy	0.547
goodmorning	bom Dia	joy	0.547
lifted	levantado	joy	0.547
zeal	zelo	joy	0.547
illuminate	iluminar	joy	0.547
gift	presente	joy	0.547
vacation	período de férias	joy	0.547
charmed	Encantado	joy	0.546
recreation	lazer	joy	0.545
encouragement	encorajamento	joy	0.545
gush	jorrar	joy	0.545
sublime	sublime	joy	0.545
dance	dança	joy	0.545
god	Deus	joy	0.545
free	livre	joy	0.544
freshstart	novo começo	joy	0.544
savior	salvador	joy	0.543
sanctuary	santuário	joy	0.541
grandchildren	netos	joy	0.540
wellness	bem estar	joy	0.537
revel	revelar	joy	0.534
inspirational	inspirador	joy	0.531
savor	saborear	joy	0.531
matrimony	matrimônio	joy	0.531
money	dinheiro	joy	0.531
rainbow	arco Iris	joy	0.531
confident	confiante	joy	0.531
bridal	nupcial	joy	0.531
music	música	joy	0.531
fab	fabulosos	joy	0.531
serene	sereno	joy	0.531
alive	vivo	joy	0.531
holiness	santidade	joy	0.531
vitality	vitalidade	joy	0.531
liberation	libertação	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	calmante	joy	0.531
soar	planar	joy	0.531
firstborn	primogênito	joy	0.531
elegant	elegante	joy	0.530
mastery	domínio	joy	0.530
illumination	iluminação	joy	0.530
welcomed	congratulou-se com	joy	0.530
