word	Samoan-sm	emotion	emotion-intensity-score
silly	valea	joy	0.516
zest	zest	joy	0.516
presents	meaalofa	joy	0.516
succeed	manuia	joy	0.516
jingle	togi	joy	0.516
remarkable	ofoofogia	joy	0.516
greeted	faʻafeiloai	joy	0.516
brotherly	tuagane	joy	0.516
pride	faamaualuga	joy	0.516
strengthening	faamalosia	joy	0.516
aspire	manaʻo	joy	0.516
abundant	tele	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	faʻaleleia	joy	0.516
almighty	tagata silisili ese	joy	0.516
fancy	lalelei	joy	0.516
zen	zen	joy	0.515
coronation	faʻamaopoopoina	joy	0.515
kudos	kudos	joy	0.515
vivid	manino	joy	0.515
leisure	taimi paganoa	joy	0.515
complete	maeʻa	joy	0.515
cutie	tipi	joy	0.515
newme	fou fou	joy	0.515
familytime	taimi faaleaiga	joy	0.515
animated	fiafia	joy	0.515
spirit	agaga	joy	0.515
thanking	faʻafetai	joy	0.515
kid	tamaitiiti	joy	0.515
shining	susulu	joy	0.515
payday	aso totogi	joy	0.515
princely	pule	joy	0.515
reunited	toe faʻafouina	joy	0.515
therapeutic	togafiti	joy	0.515
comfort	faamafanafanaga	joy	0.515
godly	amio Atua	joy	0.514
marriage	faaipoipoga	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	mafutaga	joy	0.514
spouse	toalua	joy	0.507
intimately	i totonu	joy	0.507
accomplish	ausia	joy	0.500
excel	sili atu	joy	0.500
inviting	valaauliaina	joy	0.500
meritorious	faʻamaoni	joy	0.500
diamond	taimane	joy	0.500
nature	natura	joy	0.500
dignity	mamalu	joy	0.500
family	aiga	joy	0.500
soulful	agaga faʻamaoni	joy	0.500
charitable	agaalofa	joy	0.500
encourage	faʻamalosia	joy	0.500
friends	uo	joy	0.500
satisfied	faamalieina	joy	0.500
welcoming	faʻafeiloaʻi	joy	0.500
healthy	soifua maloloina	joy	0.500
surreal	luga	joy	0.500
refreshed	toe faafouina	joy	0.500
beach	matafaga	joy	0.500
motherhood	tulaga faatina	joy	0.500
respect	faaaloalo	joy	0.500
gem	togi	joy	0.500
erotic	leaga	joy	0.500
visionary	faʻaaliga	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	ausia	joy	0.500
christ	Keriso	joy	0.500
memorable	manatua pea	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	pepe	joy	0.500
purr	purr	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	amio saʻo	joy	0.500
bloom	fuga	joy	0.500
carefree	leai se popole	joy	0.500
aura	aura	joy	0.493
health	soifua maloloina	joy	0.493
liberty	saolotoga	joy	0.486
approved	faʻamaonia	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	oasis	joy	0.486
rapture	Folafolaga	joy	0.485
engaging	auai	joy	0.485
crowning	palealii	joy	0.485
aspiration	aspiration	joy	0.485
prestige	mamalu	joy	0.485
crescendo	crescendo	joy	0.485
gentle	agamalu	joy	0.485
liberate	saoloto	joy	0.485
betrothed	faʻaipoipo	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	tupe maua	joy	0.485
privileged	avanoa	joy	0.485
loyal	faamaoni	joy	0.485
inseparable	e le mavavaeeseina	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	talofa	joy	0.484
trophy	togi	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	manuia	joy	0.484
creativity	fatufatuaʻi	joy	0.484
destiny	taunuuga	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	maualuga	joy	0.484
bouquet	bouquet	joy	0.484
chocolate	sukalati	joy	0.484
aloha	alofa	joy	0.484
yummy	uila	joy	0.484
dream	miti	joy	0.484
desire	naunau	joy	0.484
boyfriend	tama tama	joy	0.480
commemoration	faamanatu	joy	0.479
intelligence	atamai	joy	0.477
readiness	sauniuni	joy	0.473
friend	uo	joy	0.471
enthusiast	naunautai	joy	0.471
bride	tamaʻitaʻi	joy	0.471
lush	lush	joy	0.470
calming	filemu	joy	0.470
inheritance	tofi	joy	0.470
kiddo	faʻatau	joy	0.470
massage	massage	joy	0.470
tickle	logoleleia	joy	0.470
adventure	malaga	joy	0.470
nostalgia	leai se faʻanoanoa	joy	0.470
soothe	faamafanafana	joy	0.470
goals	sini	joy	0.469
luster	luster	joy	0.469
giving	tuʻuina atu	joy	0.469
princess	princess	joy	0.469
heartily	loto fiafia	joy	0.469
benevolence	agalelei	joy	0.469
nurture	faafailele	joy	0.469
bridegroom	tane faaipoipo	joy	0.469
eternal	faavavau	joy	0.469
pray	tatalo	joy	0.469
getaway	alu ese	joy	0.469
humanitarian	fesoasoani agaalofa	joy	0.469
bonding	fusi	joy	0.469
rest	malolo	joy	0.469
amicable	faʻalelei	joy	0.469
purring	fufuluina	joy	0.469
pretty	aulelei	joy	0.469
child	tamaitiiti	joy	0.466
salutary	alofa	joy	0.465
invite	valaaulia	joy	0.457
reminiscing	toe mafaufau	joy	0.456
beam	laʻau	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	vevela	joy	0.455
aesthetics	aesthetics	joy	0.455
friday	Aso Faralie	joy	0.455
elevation	maualuga	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	sauniga	joy	0.455
mindfulness	mafaufau	joy	0.455
hee	ia	joy	0.455
kindred	ituaiga	joy	0.455
scholarship	sikolasipi	joy	0.455
befriend	faauo	joy	0.455
commemorate	faamanatu	joy	0.453
allure	fiafia	joy	0.453
faith	faatuatua	joy	0.453
forgiveness	faʻamagaloga	joy	0.453
scenery	vaaiga	joy	0.453
vindication	faʻamaonia	joy	0.453
waterfall	afu	joy	0.453
birth	fanau mai	joy	0.453
noworries	aua popole	joy	0.453
approve	faamaonia	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	faigamalaga	joy	0.447
meditation	mafaufau loloto	joy	0.446
relaxed	malolo	joy	0.442
tranquil	filemu	joy	0.441
weekend	faaiuga o le vaiaso	joy	0.441
present	auai	joy	0.441
tender	vaivai	joy	0.441
nostalgic	leai	joy	0.439
prayer	tatalo	joy	0.439
sharing	faʻasoa	joy	0.439
esteem	taua	joy	0.439
lyrical	pese	joy	0.439
righteousness	amiotonu	joy	0.439
share	faʻasoa	joy	0.438
husband	tane	joy	0.438
life	ola	joy	0.438
sonnet	Sonnet	joy	0.438
relief	toomaga	joy	0.438
unbeaten	lē faʻaleagaina	joy	0.438
newday	aso fou	joy	0.438
meditate	mafaufau loloto	joy	0.438
mighty	malosi	joy	0.438
eager	naunau	joy	0.438
strength	malosi	joy	0.438
warm	mafanafana	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	uo	joy	0.427
oneness	tasi	joy	0.426
unsurpassed	e le mafaamatalaina	joy	0.424
ejaculation	ejaculation	joy	0.424
unconstrained	lē faʻasalaina	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	pine	joy	0.424
amen	Amene	joy	0.424
candlelight	moligao	joy	0.424
reverence	faaaloalo	joy	0.424
healthful	soifua maloloina	joy	0.424
carols	pese	joy	0.424
sledding	selu	joy	0.422
wealth	tamaoaiga	joy	0.422
graduation	faauuga	joy	0.422
frisky	fisa	joy	0.422
energy	malosi	joy	0.422
calmness	toafilemu	joy	0.422
beginnings	amataga	joy	0.422
safe	saogalemu	joy	0.422
musical	musika	joy	0.422
symphony	faʻalogo	joy	0.422
lml	lml	joy	0.422
glitter	le pupula	joy	0.422
ease	faigofie	joy	0.422
helpful	fesoasoani	joy	0.422
soundness	lelei	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	folafolaga	joy	0.415
reunite	toe faʻaopoopo	joy	0.414
salvation	faaolataga	joy	0.412
mother	tina	joy	0.412
poems	solo	joy	0.412
inauguration	faʻaiuga	joy	0.409
immaculate	faʻamaonia	joy	0.409
lighten	faʻamalamalama	joy	0.409
aromatherapy	aromatherapy	joy	0.409
travel	malaga	joy	0.409
lavender	lavender	joy	0.409
purify	faamama	joy	0.409
clown	sulu	joy	0.409
star	fetu	joy	0.406
cash	tinoitupe	joy	0.406
heal	faʻamalolo	joy	0.406
completing	faʻauma	joy	0.406
companion	soa	joy	0.406
live	ola	joy	0.406
flowers	fugalaau	joy	0.406
wishing	manaʻoga	joy	0.406
charity	alofa moni	joy	0.406
opportune	avanoa	joy	0.406
income	tupe maua	joy	0.403
soul	agaga	joy	0.401
munchies	munchies	joy	0.400
indescribable	lē faʻamatalaina	joy	0.397
progress	alualu i luma	joy	0.397
emancipation	faʻasalaga	joy	0.397
christian	Kerisiano	joy	0.397
hammock	sopo	joy	0.394
together	faatasi	joy	0.394
equality	tutusa	joy	0.394
fullness	atoatoa	joy	0.394
picnic	tafaoga	joy	0.394
calm	toʻafilemu	joy	0.394
childhood	tamaitiiti	joy	0.394
rhythmical	vailaʻau	joy	0.394
movies	tifaga	joy	0.393
zealous	maelega	joy	0.393
littlethings	tama'i mea	joy	0.391
humanity	tagata	joy	0.391
starry	faʻanoanoa	joy	0.391
playground	malae taʻavale	joy	0.391
adventures	mea tutupu	joy	0.391
meaningful	taua	joy	0.391
choir	aufaipese	joy	0.391
affluence	tamaoaiga	joy	0.391
warms	mafanafana	joy	0.391
goofy	goofy	joy	0.391
auspicious	manuia	joy	0.391
gesture	taga	joy	0.387
vow	tautoga	joy	0.382
shopping	faatau	joy	0.382
witty	faʻamaoni	joy	0.382
communion	fesoʻotaʻiga	joy	0.379
vibes	vibes	joy	0.379
worship	tapuai	joy	0.379
jump	oso	joy	0.379
reverend	Faʻaaliga	joy	0.377
advance	muamua	joy	0.375
beaches	matafaga	joy	0.375
youth	talavou	joy	0.375
spirits	agaga	joy	0.375
simplicity	faigofie	joy	0.375
full	atoa	joy	0.375
rising	tulaʻi	joy	0.375
hymn	pese	joy	0.375
unique	tulaga ese	joy	0.375
redeemed	togiolaina	joy	0.375
scenic	vaaiga	joy	0.375
mirth	faʻata	joy	0.375
courtship	faigauo tumau	joy	0.375
experience	poto masani	joy	0.375
reunion	faʻapotopotoga	joy	0.375
sonorous	fiafia	joy	0.375
unforgettable	le galo	joy	0.375
baptismal	papatisoga	joy	0.368
alliance	fealofani	joy	0.368
grant	faʻataga	joy	0.366
conciliation	faaleleiga	joy	0.364
moonlight	masina masina	joy	0.364
sanctification	faamamaina	joy	0.364
improves	faaleleia	joy	0.364
improve	faʻaleleia	joy	0.364
pure	mama	joy	0.364
authentic	moni	joy	0.364
kitten	pusi	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	fugalaau	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	faamaoni	joy	0.359
feeling	lagona	joy	0.359
devotional	faigalotu	joy	0.359
proficiency	tomai	joy	0.359
tinsel	tinsel	joy	0.359
revival	faʻafouina	joy	0.359
sanctify	faapaia	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	tutoatasi	joy	0.359
cocoa	koko	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	dolphin	joy	0.348
choral	aufaipese	joy	0.348
deliverance	laveaʻi	joy	0.348
romp	toso	joy	0.348
roaring	alaga	joy	0.348
melody	fati	joy	0.348
favor	fiafia	joy	0.348
unification	faʻatasi	joy	0.348
exceed	sili atu	joy	0.348
purpose	faamoemoega	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	nei	joy	0.344
voluptuous	voluptuous	joy	0.344
fruits	fualaau suamalie	joy	0.344
thx	f	joy	0.344
newstart	newstart	joy	0.344
manicure	faʻamalosi	joy	0.344
date	aso	joy	0.344
kiddos	kiddos	joy	0.344
roadtrip	alatele	joy	0.344
cookies	kuki	joy	0.344
hedonism	faʻauʻu	joy	0.344
humble	lotomaualalo	joy	0.344
electric	eletise	joy	0.344
pledge	tautoga	joy	0.344
celebrity	tagata lauiloa	joy	0.342
rhythm	paʻu	joy	0.338
bridesmaid	teine ​​tamaitai	joy	0.338
snowday	snow snow	joy	0.333
young	talavou	joy	0.333
coffee	kofe	joy	0.333
edification	faʻamalosia	joy	0.333
obliging	faʻamalosia	joy	0.333
renovation	toe faafou	joy	0.333
familiarity	masani	joy	0.333
garden	togalaau	joy	0.333
spa	spa	joy	0.333
dawn	taeao	joy	0.333
connoisseur	faʻasalalauga	joy	0.333
partner	paaga	joy	0.333
gazing	matamata	joy	0.333
foodie	meaai	joy	0.331
synchronize	faʻafetaui	joy	0.329
tribulation	puapuaga	joy	0.328
healing	faamalologa	joy	0.328
saint	tagata paia	joy	0.328
chirping	tagi	joy	0.328
hobby	fiafiaga	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	pese	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	salamo	joy	0.328
pedicure	vili	joy	0.328
amnesty	faʻamaoni	joy	0.328
respite	malologa	joy	0.324
mellow	mellow	joy	0.318
lazyday	NO TRANSLATION	joy	0.318
recreational	mea faafiafia	joy	0.318
restorative	toe faʻaleleia	joy	0.318
cousins	tausoga	joy	0.318
classics	vasega	joy	0.318
reconciliation	faaleleiga	joy	0.316
dove	lupe	joy	0.312
living	ola	joy	0.312
presto	muamua	joy	0.312
crafts	tufuga	joy	0.312
recovery	toe faʻaleleia	joy	0.312
woods	laupapa	joy	0.312
sunset	goto le la	joy	0.312
fitness	malosi	joy	0.312
playhouse	fale taʻalo	joy	0.312
superman	alii sili	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	poto	joy	0.312
deal	taulimaina	joy	0.312
simplify	faʻafaigofie	joy	0.312
lord	alii	joy	0.312
sterling	faʻamaonia	joy	0.312
progression	alualu i luma	joy	0.312
relight	tausi lelei	joy	0.312
pony	solofanua	joy	0.312
infant	pepe	joy	0.309
improvement	faʻaleleia	joy	0.309
absolution	toesea	joy	0.306
gently	filemu	joy	0.303
established	faavaeina	joy	0.303
honest	faamaoni	joy	0.303
decorating	teuteu	joy	0.303
endless	leai se gataaga	joy	0.303
banquet	taumafataga	joy	0.303
providing	saunia	joy	0.300
mine	laʻu	joy	0.297
fraternal	fraternal	joy	0.297
notable	iloga	joy	0.297
feat	faʻaalia	joy	0.297
harvest	seleselega	joy	0.297
quaint	maofa	joy	0.297
softly	vaivai	joy	0.297
spiritual	faaleagaga	joy	0.297
morals	amio lelei	joy	0.297
lounging	lounging	joy	0.297
light	malamalama	joy	0.297
breeze	savili	joy	0.297
strolling	savalivali	joy	0.297
spending	faaaluina	joy	0.297
meditating	mafaufau loloto	joy	0.297
joker	tuai	joy	0.297
yearning	faanaunauga	joy	0.297
growth	tuputupu aʻe	joy	0.297
fervor	malosi	joy	0.295
quotes	upusii	joy	0.294
volunteer	volenitia	joy	0.294
psalms	salamo	joy	0.288
hippie	hippie	joy	0.288
gain	maua	joy	0.288
taoism	taoʻaga	joy	0.288
midwife	faatosaga	joy	0.288
resources	punaoa	joy	0.288
create	foafoa	joy	0.288
receiving	mauaina	joy	0.287
ocean	vasa	joy	0.286
snowfall	kiona	joy	0.286
lsd	lsd	joy	0.286
hiking	sopo	joy	0.283
chill	toso	joy	0.281
truce	moni	joy	0.281
infinity	leai se aoga	joy	0.281
toast	toso	joy	0.281
destination	malaga	joy	0.281
buddhist	tamaʻitaʻi	joy	0.281
rested	malolo	joy	0.281
candid	saʻo	joy	0.281
evergreen	faʻaaloalo	joy	0.281
unwind	faʻaumatia	joy	0.281
buzzing	faʻanoanoa	joy	0.281
venerable	mamalu	joy	0.279
balance	paleni	joy	0.275
retirement	litaea	joy	0.275
compensate	taui	joy	0.273
swim	aau	joy	0.273
drinks	mea inu	joy	0.273
devout	faamaoni	joy	0.273
buddha	buddha	joy	0.273
rapt	fapt	joy	0.273
fireplace	fafie	joy	0.273
snowing	kiona	joy	0.271
sublimation	faʻailoga	joy	0.270
fruity	fua	joy	0.268
humility	lotomaualalo	joy	0.266
paragon	paʻu	joy	0.266
ministry	faiva	joy	0.266
sunday	Aso Sa	joy	0.266
salute	faʻafeiloaʻi	joy	0.266
fortitude	malosi	joy	0.266
whim	faʻailoga	joy	0.266
sun	la	joy	0.266
sketching	tusitusi	joy	0.266
waves	galu	joy	0.266
buddhism	talitonuga faa Buddhism	joy	0.266
cathedral	falesa	joy	0.266
yoga	yoga	joy	0.266
artwork	tusiata	joy	0.265
practiced	faia	joy	0.264
clean	mama	joy	0.260
found	maua	joy	0.258
fitting	talafeagai	joy	0.258
immerse	faatofu	joy	0.258
running	tamoe	joy	0.258
clarity	manino	joy	0.258
food	meaai	joy	0.258
exercise	faamalositino	joy	0.258
autumn	autumn	joy	0.254
ardent	faʻailoa	joy	0.250
fit	talafeagai	joy	0.250
mountain	mauga	joy	0.250
expedient	vave	joy	0.250
diary	tusi tala	joy	0.250
candles	moligao	joy	0.250
outdoors	i fafo	joy	0.250
chilled	faʻafiafia	joy	0.250
clap	patipati	joy	0.250
contagious	pipisi	joy	0.250
chirp	tagi	joy	0.250
morning	taeao	joy	0.250
visitor	asiasi	joy	0.250
hardy	faigata	joy	0.250
countryside	atunuʻu	joy	0.250
undying	leai	joy	0.250
football	lakapi	joy	0.250
advocacy	faufautua	joy	0.250
demonstrative	faʻataʻitaʻiga	joy	0.250
cradle	pepe	joy	0.247
trance	tifaga	joy	0.246
breakfast	aiga o le taeao	joy	0.242
grow	tupu	joy	0.242
pay	totogi	joy	0.242
preservative	puipuia	joy	0.242
intense	malosi	joy	0.242
supremacy	supavaisa	joy	0.242
church	falesa	joy	0.242
procession	faasologa	joy	0.242
consecration	faapaiaga	joy	0.235
lifetime	olaga atoa	joy	0.234
nursery	vasega pepe	joy	0.234
humbled	faamaualalo	joy	0.234
vote	palota	joy	0.234
incense	mea manogi	joy	0.234
lyre	lyre	joy	0.234
candle	moligao	joy	0.234
snowy	kiona	joy	0.234
doll	pepe taalo	joy	0.234
skiing	faaseʻe	joy	0.234
ordination	faauuga	joy	0.234
art	faatufugaga	joy	0.234
salary	totogi	joy	0.234
pastry	falaoamata	joy	0.229
firefly	uila	joy	0.227
chilling	taufaalili	joy	0.227
remedy	fofo	joy	0.227
rescue	laveai	joy	0.225
camping	tolauapiga	joy	0.221
perspective	vaaiga	joy	0.221
orchard	togavao	joy	0.221
orchestra	aufaʻaili	joy	0.221
possess	maua	joy	0.219
castle	fale	joy	0.219
lamb	tamai mamoe	joy	0.219
gardens	togalaau	joy	0.219
breezy	matagi	joy	0.219
mucis	NO TRANSLATION	joy	0.212
bouttime	taliga	joy	0.212
brisk	faʻailoga	joy	0.212
countrymusic	NO TRANSLATION	joy	0.212
repay	taui	joy	0.212
ribbon	lipine	joy	0.212
pho	pho	joy	0.212
reggae	reggae	joy	0.212
raindrops	toso	joy	0.212
listneing	NO TRANSLATION	joy	0.212
teach	aʻoaʻo	joy	0.212
nap	toso	joy	0.206
stillness	filemu	joy	0.203
chant	pese	joy	0.203
hire	totogi	joy	0.203
vernal	vernal	joy	0.203
cove	mata	joy	0.203
uncontrollable	lē mafai ona faʻalogo	joy	0.203
legalized	faʻatagaina	joy	0.203
unexpected	faʻafuaseʻi	joy	0.203
lights	moli	joy	0.203
save	sefe	joy	0.200
atone	togiola	joy	0.197
trees	laau	joy	0.197
pastor	faifeʻau	joy	0.197
symmetry	foliga tutusa	joy	0.197
oneday	NO TRANSLATION	joy	0.197
scripture	mau	joy	0.196
mountains	mauga	joy	0.194
pathway	auala	joy	0.188
walking	savavali	joy	0.188
craziness	valea	joy	0.188
soppy	soppy	joy	0.188
tea	lauti	joy	0.188
quiet	filemu	joy	0.188
forefathers	tuaa	joy	0.188
liquor	ava malosi	joy	0.188
custom	masani	joy	0.188
whiteness	papaʻe	joy	0.188
sympathetic	alofagia	joy	0.188
patient	onosai	joy	0.186
dollhouse	pepe taalo	joy	0.182
bath	taele	joy	0.182
score	sikoa	joy	0.182
movingon	feoai	joy	0.182
supporter	lagolago	joy	0.180
accompaniment	taʻavale	joy	0.179
pursuit	tuliloa	joy	0.176
outburst	ita	joy	0.176
frosty	sulu	joy	0.174
workout	galue ane	joy	0.172
closure	tapunia	joy	0.172
luncheon	'aiga o le aoauli	joy	0.172
service	auaunaga	joy	0.172
wintery	manumalo	joy	0.172
wages	totogi	joy	0.169
civilized	malamalama	joy	0.169
fain	NO TRANSLATION	joy	0.167
december	Tesema	joy	0.167
acrobat	faʻataʻitaʻiga	joy	0.162
glide	tafe	joy	0.162
finally	mulimuli ane	joy	0.157
reproductive	gaosia	joy	0.156
elf	elf	joy	0.156
organization	faalapotopotoga	joy	0.156
stroll	savalivali	joy	0.156
peppermint	moli pepa	joy	0.156
break	malologa	joy	0.156
chai	chai	joy	0.156
obtainable	maua	joy	0.156
bathtub	taele	joy	0.156
advent	afio mai	joy	0.152
scifi	sikiki	joy	0.152
balm	pulu	joy	0.152
measured	fuaina	joy	0.152
spaniel	faʻavaʻa	joy	0.145
tan	tan	joy	0.141
ditty	tala	joy	0.141
bubble	afifi	joy	0.141
simple	faigofie	joy	0.141
oils	suauu	joy	0.141
beer	pia	joy	0.141
green	lanu meamata	joy	0.137
buss	au	joy	0.136
books	tusi	joy	0.136
makingdisciples	NO TRANSLATION	joy	0.136
chow	au	joy	0.135
pitter	pitter	joy	0.134
flows	tafe	joy	0.130
silence	filemu	joy	0.127
roadster	alatele	joy	0.125
solitude	nofo toatasi	joy	0.125
bookstore	faletusi	joy	0.125
wine	uaina	joy	0.125
circumstances	tulaga	joy	0.125
japan	Iapani	joy	0.121
soak	sook	joy	0.121
wilderness	vao	joy	0.121
priesthood	perisitua	joy	0.121
critical	taua	joy	0.116
neutral	le faʻaituau	joy	0.114
untie	tatalaina	joy	0.109
hunting	tulimanu	joy	0.109
opera	opera	joy	0.109
weight	mamafa	joy	0.109
white	lanu pa'epa'e	joy	0.109
sand	oneone	joy	0.109
wind	matagi	joy	0.109
labor	galuega	joy	0.106
classical	masani	joy	0.106
affliction	puapuaga	joy	0.103
lake	vaituloto	joy	0.103
organ	okeni	joy	0.094
dwelling	nofo	joy	0.094
tree	laau	joy	0.090
pond	vaituloto	joy	0.089
marrow	gaʻo	joy	0.078
latte	latte	joy	0.078
sipping	sasaina	joy	0.076
benign	faʻapitoa	joy	0.074
majority	tele	joy	0.073
leaf	lau	joy	0.065
troubles	faafitauli	joy	0.062
basketball	pasiketipolo	joy	0.062
explosions	faʻalavelave	joy	0.061
cream	kulimi	joy	0.061
shepherd	leoleo mamoe	joy	0.058
tuesday	Aso Lua	joy	0.047
turbulence	faʻalavelave	joy	0.045
calf	tamaʻi povi	joy	0.040
hardship	faigata	joy	0.031
sixty	ono sefulu	joy	0.016
unhappiness	le fiafia	joy	0.016
heartbreaking	loto nutimomoia	sadness	0.969
mourning	faanoanoaga	sadness	0.969
tragic	mala	sadness	0.961
holocaust	taulaga mu	sadness	0.953
suicidal	suicidal	sadness	0.941
misery	faanoanoa	sadness	0.938
massacre	fasioti tagata	sadness	0.931
euthanasia	euthanasia	sadness	0.927
depression	faanoanoaga	sadness	0.925
bereavement	faʻanoanoa	sadness	0.922
grieving	faanoanoa	sadness	0.922
fatal	mataʻutia	sadness	0.922
bereaved	faʻanoanoa	sadness	0.920
devastation	faʻaleagaga	sadness	0.917
death	maliu	sadness	0.915
devastated	faʻanoanoa	sadness	0.912
suicide	pule ola	sadness	0.912
catastrophe	faʻalavelave	sadness	0.911
horrifying	taufaamatau	sadness	0.907
tragedy	mala	sadness	0.906
depressing	faanoanoaga	sadness	0.906
died	maliu	sadness	0.906
anguish	mafatiaga	sadness	0.902
agony	tiga	sadness	0.900
deadly	oti	sadness	0.898
weeping	tagi	sadness	0.896
stillbirth	faʻanofo	sadness	0.891
deceased	ua maliu	sadness	0.891
murderer	fasioti tagata	sadness	0.877
devastating	faʻalavelave	sadness	0.875
rape	faʻailoga	sadness	0.875
cancer	kanesa	sadness	0.875
dying	oti	sadness	0.875
sadness	faanoanoa	sadness	0.864
morbidity	maʻi	sadness	0.864
crucifixion	faasatauroga	sadness	0.859
grief	faanoanoaga	sadness	0.859
depressed	faanoanoa	sadness	0.859
traumatic	faʻalavelave	sadness	0.859
atrocity	toilalo	sadness	0.859
execution	fasioti tagata	sadness	0.859
abandonment	lafoaia	sadness	0.859
perish	fano	sadness	0.859
cadaver	tagata faʻatau	sadness	0.853
treachery	fouvale	sadness	0.848
betrayed	faalataina	sadness	0.848
sad	fa'anoanoa	sadness	0.844
destroyed	faʻaumatia	sadness	0.844
miserable	faanoanoa	sadness	0.844
persecution	sauaga	sadness	0.844
funeral	falelauasiga	sadness	0.844
slaughtering	fasiotia	sadness	0.844
horrific	mataʻutia	sadness	0.844
homicide	fasioti tagata	sadness	0.844
hopelessness	leai se faamoemoe	sadness	0.844
grieve	faanoanoa	sadness	0.844
sorrow	faanoanoaga	sadness	0.844
suffering	mafatiaga	sadness	0.844
murderous	fasioti tagata	sadness	0.844
unhappiness	le fiafia	sadness	0.839
crippled	pipili	sadness	0.836
bloodshed	toto masaa	sadness	0.836
pained	tiga	sadness	0.833
manslaughter	fasioti tagata	sadness	0.833
carnage	tagata oti	sadness	0.833
unbearable	lē mafai ona faʻafitia	sadness	0.830
stillborn	fanau mai	sadness	0.830
slavery	pologa	sadness	0.828
torment	mafatiaga	sadness	0.828
sickness	maʻi	sadness	0.828
enslaved	pologa	sadness	0.828
casualty	faʻanoanoa	sadness	0.828
morbid	leaga	sadness	0.828
murder	fasioti tagata	sadness	0.828
mourn	faanoanoa	sadness	0.828
helplessness	leai se aoga	sadness	0.828
annihilation	faʻaumatia	sadness	0.828
abandoned	tuulafoaiina	sadness	0.828
horrors	mataʻutia	sadness	0.828
mutilation	faʻamaʻi	sadness	0.828
annihilated	faʻaumatia	sadness	0.828
miscarriage	faʻanoanoa	sadness	0.824
starvation	matelaina	sadness	0.819
killing	fasiotia	sadness	0.812
failure	toilalo	sadness	0.812
famine	oge	sadness	0.812
distraught	faʻalavelave	sadness	0.812
childloss	NO TRANSLATION	sadness	0.812
