word	Spanish-es	emotion	emotion-intensity-score
fun	divertido	joy	0.788
happy	contento	joy	0.788
enchanted	encantado	joy	0.781
glorify	glorificar	joy	0.781
glad	alegre	joy	0.781
beautiful	hermosa	joy	0.781
solucky	muy afortunado	joy	0.781
giggling	riendo	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	radiante	joy	0.781
heavens	Cielos	joy	0.779
perfection	perfección	joy	0.779
christmassy	navideño	joy	0.779
romance	romance	joy	0.779
thrilling	emocionante	joy	0.776
miraculous	milagroso	joy	0.773
fiesta	fiesta	joy	0.773
entertain	entretener	joy	0.773
congrats	felicitaciones	joy	0.773
cheers	aclamaciones	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	positividad	joy	0.773
lovable	amable	joy	0.773
cheered	animado	joy	0.773
funday	día divertido	joy	0.772
enjoying	disfrutando	joy	0.771
cuddling	caricias	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	divertido	joy	0.766
lifeisgood	la vida es buena	joy	0.766
thebest	el mejor	joy	0.766
sosweet	tan dulce	joy	0.766
smiles	sonrisas	joy	0.766
delight	deleite	joy	0.765
orgasm	orgasmo	joy	0.765
party	fiesta	joy	0.765
positive	positivo	joy	0.761
cheerfulness	alegría	joy	0.758
miracles	milagros	joy	0.758
sweetheart	novio	joy	0.758
enlighten	iluminar	joy	0.758
christmastime	tiempo de Navidad	joy	0.757
giddy	mareado	joy	0.757
romantic	romántico	joy	0.750
gratify	satisfacer	joy	0.750
friendliness	amabilidad	joy	0.750
laughs	risas	joy	0.750
greatness	grandeza	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	agradable	joy	0.750
blessings	bendiciones	joy	0.750
smile	sonreír	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	fiesta	joy	0.748
jubilee	aniversario	joy	0.742
enthusiasm	entusiasmo	joy	0.742
triumph	triunfo	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	mágico	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	milagro	joy	0.742
rewarding	gratificante	joy	0.742
feelgood	sentirse bien	joy	0.736
prosperity	prosperidad	joy	0.735
luxurious	lujoso	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	vivaz	joy	0.734
goodday	buen día	joy	0.734
passionate	apasionado	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	encantar	joy	0.734
victory	victoria	joy	0.734
admiration	admiración	joy	0.734
tgif	tgif	joy	0.734
glorification	glorificación	joy	0.733
sing	canta	joy	0.729
glowing	brillante	joy	0.729
breathtaking	asombroso	joy	0.728
fulfillment	cumplimiento	joy	0.728
yessss	yessss	joy	0.728
cheery	alegre	joy	0.727
thankful	agradecido	joy	0.727
hurrah	Hurra	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	santa	joy	0.727
award	premio	joy	0.727
atpeace	en paz	joy	0.727
win	ganar	joy	0.727
merry	alegre	joy	0.727
pleased	satisfecho	joy	0.725
radiance	resplandor	joy	0.725
inspiration	inspiración	joy	0.725
uplift	edificación	joy	0.723
optimistic	optimista	joy	0.723
heaven	cielo	joy	0.721
lucky	suerte	joy	0.721
thrill	emoción	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	vacaciones	joy	0.721
harmony	armonía	joy	0.719
brighten	aclarar	joy	0.719
lover	amante	joy	0.719
heartfelt	sentido	joy	0.719
utopian	utópico	joy	0.719
xmas	Navidad	joy	0.719
lovely	encantador	joy	0.719
amusement	diversión	joy	0.719
congratulatory	congratulatorio	joy	0.719
praising	alabando	joy	0.719
thriving	próspero	joy	0.719
perfect	Perfecto	joy	0.719
magic	magia	joy	0.712
luckiest	más afortunado	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	lujo	joy	0.712
bestfeeling	El mejor sentimiento	joy	0.712
treasures	tesoros	joy	0.712
achievement	logro	joy	0.712
yay	Hurra	joy	0.712
holiday	fiesta	joy	0.712
intimate	íntimo	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	risita	joy	0.706
rave	delirio	joy	0.706
proud	orgulloso	joy	0.704
truelove	amor verdadero	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	espantosamente	joy	0.703
goodnews	buenas noticias	joy	0.703
optimism	optimismo	joy	0.703
satisfying	satisfactorio	joy	0.703
gooood	gooood	joy	0.703
sweetest	más dulce	joy	0.703
cherish	apreciar	joy	0.703
goodlife	buena vida	joy	0.703
beautification	embellecimiento	joy	0.703
appreciates	aprecia	joy	0.703
winning	victorioso	joy	0.703
cuddled	abrazados	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	entretenido	joy	0.700
excite	excitar	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	cumpleaños	joy	0.691
metime	tiempo personal	joy	0.688
favorite	favorito	joy	0.688
honored	honrado	joy	0.688
content	contenido	joy	0.688
godsend	bendición	joy	0.688
entertaining	entretenido	joy	0.688
angelic	angelical	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	adoración	joy	0.688
exquisite	Exquisito	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	precioso	joy	0.682
majestic	majestuoso	joy	0.682
appreciated	apreciado	joy	0.682
luscious	delicioso	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	Sonrió	joy	0.682
bestfriends	mejores amigos	joy	0.682
exaltation	exaltación	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	ilumina	joy	0.682
tranquility	tranquilidad	joy	0.679
marry	casar	joy	0.676
embrace	abrazo	joy	0.676
positively	afirmativamente	joy	0.676
dearest	querido	joy	0.672
relaxation	relajación	joy	0.672
accomplished	consumado	joy	0.672
hug	abrazo	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	mueca	joy	0.672
enliven	animar	joy	0.672
contentment	contentamiento	joy	0.672
hilarious	divertidísimo	joy	0.672
giggles	risitas	joy	0.672
bountiful	abundante	joy	0.667
victor	Víctor	joy	0.667
adore	adorar	joy	0.667
boisterous	bullicioso	joy	0.667
fulfilled	cumplido	joy	0.667
fulfill	cumplir	joy	0.664
cuddles	abrazos	joy	0.662
prosperous	próspero	joy	0.660
romanticism	romanticismo	joy	0.656
humor	humor	joy	0.656
glow	brillo	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	agradable	joy	0.656
appreciation	apreciación	joy	0.656
encouraged	alentado	joy	0.656
satisfy	satisfacer	joy	0.656
serenity	serenidad	joy	0.656
captivate	cautivar	joy	0.656
besties	besties	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	satisfacción	joy	0.652
treasure	tesoro	joy	0.652
engaged	comprometido	joy	0.652
praises	alabanzas	joy	0.652
abundance	abundancia	joy	0.652
fortunes	fortunas	joy	0.652
relaxing	relajante	joy	0.652
praised	alabado	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	complemento	joy	0.647
affection	afecto	joy	0.647
relieved	aliviado	joy	0.647
carnival	carnaval	joy	0.643
divine	adivinar	joy	0.641
saintly	santo	joy	0.641
harmoniously	armoniosamente	joy	0.641
achieve	lograr	joy	0.641
thanksgiving	acción de gracias	joy	0.641
jackpot	bote	joy	0.641
priceless	no tiene precio	joy	0.641
sensuality	sensualidad	joy	0.641
champion	campeón	joy	0.641
wedding	Boda	joy	0.641
uplifting	edificante	joy	0.641
climax	clímax	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	pacífico	joy	0.636
twinkle	centelleo	joy	0.636
reverie	ensueño	joy	0.636
exalt	exaltar	joy	0.636
winner	ganador	joy	0.636
felicity	felicidad	joy	0.636
cuddle	abrazo	joy	0.636
comforting	consolador	joy	0.636
honeymoon	Luna de miel	joy	0.636
xoxo	xoxo	joy	0.634
amusing	divertido	joy	0.625
reward	recompensa	joy	0.625
fondness	cariño	joy	0.625
hearts	copas	joy	0.625
brighter	más brillante	joy	0.625
sweet	dulce	joy	0.625
stargazing	estudio de las estrellas	joy	0.625
festival	festival	joy	0.625
snuggling	acurrucarse	joy	0.625
generosity	generosidad	joy	0.625
gorgeous	maravilloso	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	sexo	joy	0.622
parade	desfile	joy	0.621
applause	aplausos	joy	0.621
genial	genial	joy	0.621
beauty	belleza	joy	0.621
kind	tipo	joy	0.621
newlife	nueva vida	joy	0.618
aspiring	ambicioso	joy	0.618
fulfilling	cumpliendo	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	virtuoso	joy	0.613
kiss	Beso	joy	0.610
winnings	ganancias	joy	0.609
praiseworthy	loable	joy	0.609
rainbows	arco iris	joy	0.609
generous	generoso	joy	0.609
enlightenment	ilustración	joy	0.609
playful	juguetón	joy	0.609
christmas	Navidad	joy	0.609
super	súper	joy	0.609
elegance	elegancia	joy	0.609
rekindle	reavivar	joy	0.609
awards	premios	joy	0.609
adorable	adorable	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	independencia	joy	0.607
successful	exitoso	joy	0.606
onelove	un amor	joy	0.606
kindness	amabilidad	joy	0.606
freely	libremente	joy	0.606
surprises	sorpresas	joy	0.606
inspired	inspirado	joy	0.606
hilarity	hilaridad	joy	0.606
wonder	preguntarse	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	entretenimiento	joy	0.603
whimsical	caprichoso	joy	0.603
passion	pasión	joy	0.603
beautify	embellecer	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	amanecer	joy	0.600
godisgood	Dios es bueno	joy	0.597
whoo	whoo	joy	0.594
angel	ángel	joy	0.594
thankgod	gracias a Dios	joy	0.594
accomplishment	logro	joy	0.594
flirt	Ligar	joy	0.594
goodmusic	buena música	joy	0.594
snuggled	acurrucado	joy	0.594
revere	reverenciar	joy	0.594
inspire	inspirar	joy	0.594
fanfare	trompeteo	joy	0.594
peacefully	pacíficamente	joy	0.594
jesus	Jesús	joy	0.594
goodies	golosinas	joy	0.594
heroic	heroico	joy	0.591
fortune	fortuna	joy	0.591
friendship	amistad	joy	0.591
singing	canto	joy	0.591
exalted	exaltado	joy	0.591
summer	verano	joy	0.591
highest	más alto	joy	0.591
overflowing	desbordante	joy	0.588
contented	contento	joy	0.588
woot	woot	joy	0.588
rollicking	alegre	joy	0.588
hope	esperanza	joy	0.586
accolade	espaldarazo	joy	0.586
cozy	acogedor	joy	0.583
delicious	delicioso	joy	0.579
friendly	amistoso	joy	0.578
sensuous	sensual	joy	0.578
darling	querido	joy	0.578
picturesque	pintoresco	joy	0.578
raving	delirante	joy	0.578
praise	alabanza	joy	0.578
everlasting	eterno	joy	0.578
ambition	ambición	joy	0.578
thelife	la vida	joy	0.578
sparkle	brillar	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	chica con suerte	joy	0.576
flattering	halagüeño	joy	0.576
sensual	sensual	joy	0.576
heroism	heroísmo	joy	0.576
succeeding	subsiguiente	joy	0.576
grace	gracia	joy	0.576
peace	paz	joy	0.576
livelife	Vive la vida	joy	0.574
special	especial	joy	0.574
tantalizing	tentador	joy	0.572
pumped	bombeado	joy	0.567
worthwhile	vale la pena	joy	0.562
revels	fiestas	joy	0.562
prevail	prevalecer	joy	0.562
liking	gusto	joy	0.562
sunny	soleado	joy	0.562
relax	relajarse	joy	0.562
surprise	sorpresa	joy	0.562
hugs	abrazos	joy	0.562
admirable	admirable	joy	0.562
hero	héroe	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	humorístico	joy	0.562
sweets	dulces	joy	0.562
prosper	prosperar	joy	0.562
superstar	superestrella	joy	0.562
favorable	favorable	joy	0.561
bless	bendecir	joy	0.561
tenderness	sensibilidad	joy	0.561
freedom	libertad	joy	0.561
masterpiece	obra maestra	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	Sueños	joy	0.559
hopeful	esperanzado	joy	0.559
home	casa	joy	0.559
cruising	crucero	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	fidelidad	joy	0.553
closeness	cercanía	joy	0.552
eagerness	afán	joy	0.552
comfy	confortable	joy	0.551
sunshine	sol	joy	0.551
confidence	confianza	joy	0.547
mistletoe	muérdago	joy	0.547
elite	élite	joy	0.547
celestial	celestial	joy	0.547
heart	corazón	joy	0.547
completion	terminación	joy	0.547
good	bueno	joy	0.547
daughter	hija	joy	0.547
gifts	regalos	joy	0.547
astonishment	asombro	joy	0.547
bonus	prima	joy	0.547
goodmorning	Buenos días	joy	0.547
lifted	levantado	joy	0.547
zeal	celo	joy	0.547
illuminate	iluminar	joy	0.547
gift	regalo	joy	0.547
vacation	vacaciones	joy	0.547
charmed	Encantado	joy	0.546
recreation	recreación	joy	0.545
encouragement	ánimo	joy	0.545
gush	chorro	joy	0.545
sublime	sublime	joy	0.545
dance	baile	joy	0.545
god	Dios	joy	0.545
free	gratis	joy	0.544
freshstart	nuevo comienzo	joy	0.544
savior	salvador	joy	0.543
sanctuary	santuario	joy	0.541
grandchildren	nietos	joy	0.540
wellness	bienestar	joy	0.537
revel	jaranear	joy	0.534
inspirational	inspirador	joy	0.531
savor	saborear	joy	0.531
matrimony	matrimonio	joy	0.531
money	dinero	joy	0.531
rainbow	arco iris	joy	0.531
confident	confidente	joy	0.531
bridal	nupcial	joy	0.531
music	música	joy	0.531
fab	fab	joy	0.531
serene	sereno	joy	0.531
alive	viva	joy	0.531
holiness	santidad	joy	0.531
vitality	vitalidad	joy	0.531
liberation	liberación	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	calmante	joy	0.531
soar	remontarse	joy	0.531
firstborn	Primogénito	joy	0.531
elegant	elegante	joy	0.530
mastery	maestría	joy	0.530
illumination	iluminación	joy	0.530
welcomed	bienvenida	joy	0.530
warmth	calor	joy	0.530
blossom	flor	joy	0.530
glimmer	luz tenue	joy	0.530
faithful	fiel	joy	0.529
treat	tratar	joy	0.529
snuggles	acurrucarse	joy	0.522
laurels	laureles	joy	0.521
commendable	recomendable	joy	0.519
powerful	poderoso	joy	0.516
silly	tonto	joy	0.516
zest	ánimo	joy	0.516
presents	presenta	joy	0.516
succeed	tener éxito	joy	0.516
jingle	tintineo	joy	0.516
remarkable	notable	joy	0.516
greeted	saludado	joy	0.516
brotherly	fraternal	joy	0.516
pride	orgullo	joy	0.516
strengthening	fortalecimiento	joy	0.516
aspire	aspirar	joy	0.516
abundant	abundante	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	resplandeciente	joy	0.516
almighty	todopoderoso	joy	0.516
fancy	lujoso	joy	0.516
zen	zen	joy	0.515
coronation	coronación	joy	0.515
kudos	prestigio	joy	0.515
vivid	vívido	joy	0.515
leisure	ocio	joy	0.515
complete	completar	joy	0.515
cutie	chica	joy	0.515
newme	Nuevo yo	joy	0.515
familytime	tiempo familiar	joy	0.515
animated	animado	joy	0.515
spirit	espíritu	joy	0.515
thanking	agradeciendo	joy	0.515
kid	niño	joy	0.515
shining	brillante	joy	0.515
payday	día de paga	joy	0.515
princely	principesco	joy	0.515
reunited	reunido	joy	0.515
therapeutic	terapéutico	joy	0.515
comfort	comodidad	joy	0.515
godly	piadoso	joy	0.514
marriage	matrimonio	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	relación	joy	0.514
spouse	esposa	joy	0.507
intimately	íntimamente	joy	0.507
accomplish	realizar	joy	0.500
excel	sobresalir	joy	0.500
inviting	atractivo	joy	0.500
meritorious	meritorio	joy	0.500
diamond	diamante	joy	0.500
nature	naturaleza	joy	0.500
dignity	dignidad	joy	0.500
family	familia	joy	0.500
soulful	conmovedor	joy	0.500
charitable	Caritativo	joy	0.500
encourage	alentar	joy	0.500
friends	amigos	joy	0.500
satisfied	satisfecho	joy	0.500
welcoming	bienvenida	joy	0.500
healthy	saludable	joy	0.500
surreal	surrealista	joy	0.500
refreshed	refrescado	joy	0.500
beach	playa	joy	0.500
motherhood	maternidad	joy	0.500
respect	el respeto	joy	0.500
gem	joya	joy	0.500
erotic	erótico	joy	0.500
visionary	visionario	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	logrado	joy	0.500
christ	Cristo	joy	0.500
memorable	memorable	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	bebé	joy	0.500
purr	ronroneo	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	veracidad	joy	0.500
bloom	florecer	joy	0.500
carefree	despreocupado	joy	0.500
aura	aura	joy	0.493
health	salud	joy	0.493
liberty	libertad	joy	0.486
approved	aprobado	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	oasis	joy	0.486
rapture	rapto	joy	0.485
engaging	atractivo	joy	0.485
crowning	coronamiento	joy	0.485
aspiration	aspiración	joy	0.485
prestige	prestigio	joy	0.485
crescendo	crescendo	joy	0.485
gentle	amable	joy	0.485
liberate	liberar	joy	0.485
betrothed	prometido	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	generosidad	joy	0.485
privileged	privilegiado	joy	0.485
loyal	leal	joy	0.485
inseparable	inseparable	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	apogeo	joy	0.484
trophy	trofeo	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	suerte	joy	0.484
creativity	creatividad	joy	0.484
destiny	destino	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	trascendencia	joy	0.484
bouquet	ramo	joy	0.484
chocolate	chocolate	joy	0.484
aloha	aloha	joy	0.484
yummy	sabroso	joy	0.484
dream	sueño	joy	0.484
desire	deseo	joy	0.484
boyfriend	novio	joy	0.480
commemoration	conmemoración	joy	0.479
intelligence	inteligencia	joy	0.477
readiness	preparación	joy	0.473
friend	amigo	joy	0.471
enthusiast	entusiasta	joy	0.471
bride	novia	joy	0.471
lush	lozano	joy	0.470
calming	calmante	joy	0.470
inheritance	herencia	joy	0.470
kiddo	kiddo	joy	0.470
massage	masaje	joy	0.470
tickle	cosquillas	joy	0.470
adventure	aventuras	joy	0.470
nostalgia	nostalgia	joy	0.470
soothe	calmar	joy	0.470
goals	metas	joy	0.469
luster	lustre	joy	0.469
giving	dando	joy	0.469
princess	princesa	joy	0.469
heartily	sinceramente	joy	0.469
benevolence	benevolencia	joy	0.469
nurture	nutrir	joy	0.469
bridegroom	novio	joy	0.469
eternal	eterno	joy	0.469
pray	orar	joy	0.469
getaway	Aléjate	joy	0.469
humanitarian	humanitario	joy	0.469
bonding	vinculación	joy	0.469
rest	descanso	joy	0.469
amicable	amistoso	joy	0.469
purring	ronroneo	joy	0.469
pretty	bonita	joy	0.469
child	niño	joy	0.466
salutary	saludable	joy	0.465
invite	invitación	joy	0.457
reminiscing	recordando	joy	0.456
beam	haz	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	tropical	joy	0.455
aesthetics	estética	joy	0.455
friday	viernes	joy	0.455
elevation	elevación	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	ceremonia	joy	0.455
mindfulness	atención plena	joy	0.455
hee	hee	joy	0.455
kindred	parientes	joy	0.455
scholarship	beca	joy	0.455
befriend	ofrecer amistad	joy	0.455
commemorate	conmemorar	joy	0.453
allure	seducir	joy	0.453
faith	fe	joy	0.453
forgiveness	perdón	joy	0.453
scenery	paisaje	joy	0.453
vindication	vindicación	joy	0.453
waterfall	cascada	joy	0.453
birth	nacimiento	joy	0.453
noworries	sin preocupaciones	joy	0.453
approve	aprobar	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	viaje	joy	0.447
meditation	meditación	joy	0.446
relaxed	relajado	joy	0.442
tranquil	tranquilo	joy	0.441
weekend	fin de semana	joy	0.441
present	presente	joy	0.441
tender	oferta	joy	0.441
nostalgic	nostálgico	joy	0.439
prayer	oración	joy	0.439
sharing	compartiendo	joy	0.439
esteem	estima	joy	0.439
lyrical	lírico	joy	0.439
righteousness	justicia	joy	0.439
share	compartir	joy	0.438
husband	marido	joy	0.438
life	vida	joy	0.438
sonnet	soneto	joy	0.438
relief	alivio	joy	0.438
unbeaten	invicto	joy	0.438
newday	nuevo día	joy	0.438
meditate	meditar	joy	0.438
mighty	poderoso	joy	0.438
eager	ansioso	joy	0.438
strength	fuerza	joy	0.438
warm	calentar	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	compañero	joy	0.427
oneness	unidad	joy	0.426
unsurpassed	insuperado	joy	0.424
ejaculation	eyaculación	joy	0.424
unconstrained	sin restricciones	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	medalla	joy	0.424
amen	Amén	joy	0.424
candlelight	luz de una vela	joy	0.424
reverence	reverencia	joy	0.424
healthful	sano	joy	0.424
carols	Villancicos	joy	0.424
sledding	trineo	joy	0.422
wealth	riqueza	joy	0.422
graduation	graduación	joy	0.422
frisky	retozón	joy	0.422
energy	energía	joy	0.422
calmness	calma	joy	0.422
beginnings	principios	joy	0.422
safe	seguro	joy	0.422
musical	musical	joy	0.422
symphony	sinfonía	joy	0.422
lml	lml	joy	0.422
glitter	resplandecer	joy	0.422
ease	facilitar	joy	0.422
helpful	servicial	joy	0.422
soundness	solvencia	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	promesa	joy	0.415
reunite	reunir	joy	0.414
salvation	salvación	joy	0.412
mother	madre	joy	0.412
poems	poemas	joy	0.412
inauguration	inauguración	joy	0.409
immaculate	inmaculado	joy	0.409
lighten	aligerar	joy	0.409
aromatherapy	aromaterapia	joy	0.409
travel	viaje	joy	0.409
lavender	lavanda	joy	0.409
purify	purificar	joy	0.409
clown	payaso	joy	0.409
star	estrella	joy	0.406
cash	efectivo	joy	0.406
heal	sanar	joy	0.406
completing	completando	joy	0.406
companion	compañero	joy	0.406
