word	Tagalog (Filipino)-tl	emotion	emotion-intensity-score
romance	pagmamahalan	fear	0.031
lines	mga linya	fear	0.031
volunteer	boluntaryo	fear	0.031
obey	sundin	fear	0.016
happiest	pinakamadalas	joy	0.986
happiness	kaligayahan	joy	0.984
bliss	kaligayahan	joy	0.971
celebrating	pagdiriwang	joy	0.970
jubilant	masayang-masaya	joy	0.969
ecstatic	kalugud-lugod	joy	0.954
elation	kasiyahan	joy	0.944
bestdayever	bestdayever	joy	0.938
beaming	lumalaki	joy	0.938
loveee	loveee	joy	0.932
celebration	pagdiriwang	joy	0.929
awesomeness	awesomeness	joy	0.926
joy	kagalakan	joy	0.924
happily	maligaya	joy	0.922
excitement	kaguluhan	joy	0.922
euphoria	makaramdam ng sobrang tuwa	joy	0.922
fabulous	hindi kapani-paniwala	joy	0.922
joyous	masayang-masaya	joy	0.922
exuberance	sobrang saya	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	lovee	joy	0.920
gratitude	pasasalamat	joy	0.914
spectacular	kamangha-manghang	joy	0.912
merriment	pagsasaya	joy	0.912
happydance	happydance	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	napakasaya	joy	0.909
triumphant	matagumpay	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	lubos na kaligayahan	joy	0.906
cheerful	masayang	joy	0.906
cheer	magsaya	joy	0.897
elated	masaya	joy	0.894
lovethis	mahal ko ito	joy	0.891
laugh	tumawa	joy	0.891
jolly	masaya	joy	0.891
pleasures	kasiyahan	joy	0.891
excitation	paggulo	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	Nagagalak	joy	0.891
exhilaration	kagalakan	joy	0.891
marvelously	kahanga-hanga	joy	0.881
loving	mapagmahal	joy	0.879
joyful	masaya	joy	0.879
outstanding	natitirang	joy	0.879
blissful	napakaligaya	joy	0.879
pleasurable	kasiya-siya	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	masigasig	joy	0.875
lovinglife	lovinglife	joy	0.875
glee	kagalakan	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	masayang masaya	joy	0.868
woohoo	woohoo	joy	0.864
laughing	tumatawa	joy	0.864
superb	napakagaling	joy	0.864
wonderful	kahanga-hanga	joy	0.863
brilliant	napakatalino	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	pagpalakpak	joy	0.859
hooray	hooray	joy	0.859
glory	kaluwalhatian	joy	0.859
celebrated	ipinagdiriwang	joy	0.859
loved	minamahal	joy	0.859
magnificent	kahanga-hanga	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	hallelujah	joy	0.859
exciting	kapanapanabik	joy	0.853
heavenly	langit	joy	0.853
thrilled	nanginginig	joy	0.851
mademyday	mademyday	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	ipagdiwang	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	pagpapala	joy	0.844
wonderfully	kamangha-mangha	joy	0.844
sweetness	tamis	joy	0.833
marvellous	kahanga-hanga	joy	0.833
festive	maligaya	joy	0.833
blessed	pinagpala	joy	0.833
paradise	paraiso	joy	0.833
celebrations	pagdiriwang	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	ngumingiti	joy	0.828
enchanting	kaakit-akit	joy	0.828
love	ibig	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	homeweethome	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	tawa	joy	0.824
marvelous	kahanga-hanga	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	celebratory	joy	0.818
sensational	kagila-gilalas	joy	0.818
delightful	kasiya-siya	joy	0.818
happyheart	masaya	joy	0.818
rejoicing	pagsasaya	joy	0.818
joys	kagalakan	joy	0.818
goodness	kabutihan	joy	0.818
excited	nasasabik	joy	0.818
excellence	kahusayan	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	masaya	joy	0.814
glorious	maluwalhati	joy	0.812
lovemaking	pagtatalik	joy	0.812
rejoice	magalak	joy	0.812
victorious	matagumpay	joy	0.812
excellent	mahusay	joy	0.812
bonanza	bonanza	joy	0.812
smiley	smiley	joy	0.812
enjoy	tamasahin	joy	0.812
splendid	kahanga-hanga	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	goodtimes	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	masayang araw	joy	0.809
myfavorite	Paborito ko	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	kasiyahan	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	kagalakan	joy	0.803
giggle	bumungis	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	tagumpay	joy	0.797
happier	mas masaya	joy	0.797
dancing	sayawan	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	kadakilaan	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	nagpapasalamat	joy	0.789
splendor	kaluwalhatian	joy	0.788
amuse	magpatawa	joy	0.788
fun	masaya	joy	0.788
happy	masaya	joy	0.788
enchanted	enchanted	joy	0.781
glorify	luwalhatiin	joy	0.781
glad	masaya	joy	0.781
beautiful	maganda	joy	0.781
solucky	NO TRANSLATION	joy	0.781
giggling	dumudugo	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	nagliliwanag	joy	0.781
heavens	langit	joy	0.779
perfection	pagiging perpekto	joy	0.779
christmassy	christmassy	joy	0.779
romance	pagmamahalan	joy	0.779
thrilling	kapanapanabik	joy	0.776
miraculous	kahanga-hanga	joy	0.773
fiesta	fiesta	joy	0.773
entertain	aliwin	joy	0.773
congrats	congrats	joy	0.773
cheers	tagahanga	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	positibo	joy	0.773
lovable	kagiliw-giliw	joy	0.773
cheered	nagalak	joy	0.773
funday	Masayang araw	joy	0.772
enjoying	tinatangkilik	joy	0.771
cuddling	cuddling	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	nilibang	joy	0.766
lifeisgood	maganda ang buhay	joy	0.766
thebest	thebest	joy	0.766
sosweet	NO TRANSLATION	joy	0.766
smiles	ngiti	joy	0.766
delight	galak	joy	0.765
orgasm	orgasm	joy	0.765
party	partido	joy	0.765
positive	positibo	joy	0.761
cheerfulness	kagalakan	joy	0.758
miracles	mga himala	joy	0.758
sweetheart	sweetheart	joy	0.758
enlighten	maliwanagan	joy	0.758
christmastime	christmastime	joy	0.757
giddy	nahihiya	joy	0.757
romantic	romantikong	joy	0.750
gratify	magbigay ng kasiyahan	joy	0.750
friendliness	pagkamagiliw	joy	0.750
laughs	laughs	joy	0.750
greatness	kadakilaan	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	kasiya-siya	joy	0.750
blessings	pagpapala	joy	0.750
smile	ngumiti	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	nagsasaya	joy	0.748
jubilee	jubilee	joy	0.742
enthusiasm	sigasig	joy	0.742
triumph	pagtatagumpay	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	mahiwagang	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	himala	joy	0.742
rewarding	kapakipakinabang	joy	0.742
feelgood	masarap sa pakiramdam	joy	0.736
prosperity	kasaganaan	joy	0.735
luxurious	maluho	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	masigla	joy	0.734
goodday	NO TRANSLATION	joy	0.734
passionate	madamdamin	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	magayuma	joy	0.734
victory	tagumpay	joy	0.734
admiration	paghanga	joy	0.734
tgif	tgif	joy	0.734
glorification	pagkaluwalhati	joy	0.733
sing	kumanta	joy	0.729
glowing	kumikinang	joy	0.729
breathtaking	kapansin-pansin	joy	0.728
fulfillment	katuparan	joy	0.728
yessss	yessss	joy	0.728
cheery	masigla	joy	0.727
thankful	mapagpasalamat	joy	0.727
hurrah	hurray	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	santa	joy	0.727
award	award	joy	0.727
atpeace	atpeace	joy	0.727
win	manalo	joy	0.727
merry	maligaya	joy	0.727
pleased	nalulugod	joy	0.725
radiance	ningning	joy	0.725
inspiration	inspirasyon	joy	0.725
uplift	magpataas	joy	0.723
optimistic	maasahin sa mabuti	joy	0.723
heaven	langit	joy	0.721
lucky	masuwerte	joy	0.721
thrill	kiligin	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	pista opisyal	joy	0.721
harmony	pagkakaisa	joy	0.719
brighten	magpasaya	joy	0.719
lover	magkasintahan	joy	0.719
heartfelt	taos-puso	joy	0.719
utopian	utopian	joy	0.719
xmas	Pasko	joy	0.719
lovely	kaibig-ibig	joy	0.719
amusement	libangan	joy	0.719
congratulatory	pagbati	joy	0.719
praising	pagpuri	joy	0.719
thriving	maunlad	joy	0.719
perfect	perpekto	joy	0.719
magic	magic	joy	0.712
luckiest	luckiest	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	luho	joy	0.712
bestfeeling	bestfeeling	joy	0.712
treasures	mga kayamanan	joy	0.712
achievement	tagumpay	joy	0.712
yay	yay	joy	0.712
holiday	holiday	joy	0.712
intimate	kilalang-kilala	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	tumawa nang marahan	joy	0.706
rave	magmagaling	joy	0.706
proud	mapagmataas	joy	0.704
truelove	tunay na pag-ibig	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	amazingly	joy	0.703
goodnews	magandang balita	joy	0.703
optimism	optimismo	joy	0.703
satisfying	kasiya-siya	joy	0.703
gooood	gooood	joy	0.703
sweetest	sweetest	joy	0.703
cherish	mahalin	joy	0.703
goodlife	magandang buhay	joy	0.703
beautification	kagandahan	joy	0.703
appreciates	Pinahahalagahan	joy	0.703
winning	nanalo	joy	0.703
cuddled	cuddled	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	naaaliw	joy	0.700
excite	gumising	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	kaarawan	joy	0.691
metime	metime	joy	0.688
favorite	paborito	joy	0.688
honored	pinarangalan	joy	0.688
content	nilalaman	joy	0.688
godsend	kaloob ng diyos	joy	0.688
entertaining	kawili-wili	joy	0.688
angelic	anghel	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	pagsamba	joy	0.688
exquisite	magandang-maganda	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	mahalaga	joy	0.682
majestic	marilag	joy	0.682
appreciated	pinapahalagahan	joy	0.682
luscious	masarap	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	ngumiti	joy	0.682
bestfriends	bestfriends	joy	0.682
exaltation	pagpaparangal	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	lumiwanag	joy	0.682
tranquility	katahimikan	joy	0.679
marry	mag-asawa	joy	0.676
embrace	yakapin	joy	0.676
positively	positibo	joy	0.676
dearest	pinakamamahal	joy	0.672
relaxation	pagpapahinga	joy	0.672
accomplished	natapos na	joy	0.672
hug	yakap	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	ngumiti	joy	0.672
enliven	pasiglahin	joy	0.672
contentment	kaligayahan	joy	0.672
hilarious	masayang-maingay	joy	0.672
giggles	giggles	joy	0.672
bountiful	mapagbigay	joy	0.667
victor	manalo	joy	0.667
adore	sambahin	joy	0.667
boisterous	maingay	joy	0.667
fulfilled	natupad	joy	0.667
fulfill	tuparin	joy	0.664
cuddles	cuddles	joy	0.662
prosperous	umuunlad	joy	0.660
romanticism	romantiko	joy	0.656
humor	katatawanan	joy	0.656
glow	mamula	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	maayang	joy	0.656
appreciation	pagpapahalaga	joy	0.656
encouraged	hinimok	joy	0.656
satisfy	masiyahan	joy	0.656
serenity	katahimikan	joy	0.656
captivate	makibalita	joy	0.656
besties	besties	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	kasiyahan	joy	0.652
treasure	kayamanan	joy	0.652
engaged	nakikibahagi	joy	0.652
praises	papuri	joy	0.652
abundance	kasaganaan	joy	0.652
fortunes	kayamanan	joy	0.652
relaxing	nakakarelaks	joy	0.652
praised	pinuri	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	umakma	joy	0.647
affection	pagmamahal	joy	0.647
relieved	hinalinhan	joy	0.647
carnival	karnabal	joy	0.643
divine	banal	joy	0.641
saintly	saintly	joy	0.641
harmoniously	magkakasuwato	joy	0.641
achieve	makamit	joy	0.641
thanksgiving	pasasalamat	joy	0.641
jackpot	dyekpot	joy	0.641
priceless	hindi mabibili	joy	0.641
sensuality	kahalayan	joy	0.641
champion	kampeon	joy	0.641
wedding	kasal	joy	0.641
uplifting	mapasigla	joy	0.641
climax	rurok	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	mapayapa	joy	0.636
twinkle	kumikislap	joy	0.636
reverie	reverie	joy	0.636
exalt	itaas	joy	0.636
winner	nagwagi	joy	0.636
felicity	kaligayahan	joy	0.636
cuddle	yakap	joy	0.636
comforting	kumportable	joy	0.636
honeymoon	hanimun	joy	0.636
xoxo	xoxo	joy	0.634
amusing	nakakatawa	joy	0.625
reward	gantimpala	joy	0.625
fondness	pagmamahal	joy	0.625
hearts	puso	joy	0.625
brighter	mas maliwanag	joy	0.625
sweet	matamis	joy	0.625
stargazing	pagninilay	joy	0.625
festival	pagdiriwang	joy	0.625
snuggling	snuggling	joy	0.625
generosity	kabutihang-loob	joy	0.625
gorgeous	napakarilag	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	kasarian	joy	0.622
parade	parada	joy	0.621
applause	palakpakan	joy	0.621
genial	magiliw	joy	0.621
beauty	kagandahan	joy	0.621
kind	uri	joy	0.621
newlife	bagong buhay	joy	0.618
aspiring	naghahangad	joy	0.618
fulfilling	tuparin	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	walang bahid	joy	0.613
kiss	halik	joy	0.610
winnings	panalo	joy	0.609
praiseworthy	kapuri-puri	joy	0.609
rainbows	mga ulan	joy	0.609
generous	mapagbigay	joy	0.609
enlightenment	paliwanag	joy	0.609
playful	mapaglarong	joy	0.609
christmas	pasko	joy	0.609
super	sobrang	joy	0.609
elegance	kagandahan	joy	0.609
rekindle	rekindle	joy	0.609
awards	Mga parangal	joy	0.609
adorable	kaibig-ibig	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	pagsasarili	joy	0.607
successful	matagumpay	joy	0.606
onelove	onelove	joy	0.606
kindness	kabaitan	joy	0.606
freely	malaya	joy	0.606
surprises	sorpresa	joy	0.606
inspired	inspirasyon	joy	0.606
hilarity	hilarity	joy	0.606
wonder	magtaka	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	Aliwan	joy	0.603
whimsical	kakatuwa	joy	0.603
passion	pagkahilig	joy	0.603
beautify	pagandahin	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	pagsikat ng araw	joy	0.600
godisgood	Diyos ay mabuti	joy	0.597
whoo	whoo	joy	0.594
angel	anghel	joy	0.594
thankgod	Salamat sa Diyos	joy	0.594
accomplishment	katuparan	joy	0.594
flirt	lumandi	joy	0.594
goodmusic	Magandang musika	joy	0.594
snuggled	snuggled	joy	0.594
revere	sumasampalataya	joy	0.594
inspire	magbigay ng inspirasyon	joy	0.594
fanfare	panoorin	joy	0.594
peacefully	pati na rin	joy	0.594
jesus	jesus	joy	0.594
goodies	goodies	joy	0.594
heroic	kabayanihan	joy	0.591
fortune	kapalaran	joy	0.591
friendship	pagkakaibigan	joy	0.591
singing	kumanta	joy	0.591
exalted	mataas	joy	0.591
summer	tag-araw	joy	0.591
highest	pinakamataas	joy	0.591
overflowing	umaapaw	joy	0.588
contented	nasisiyahan	joy	0.588
woot	woot	joy	0.588
rollicking	rollicking	joy	0.588
hope	pag-asa	joy	0.586
accolade	parangalan	joy	0.586
cozy	maginhawa	joy	0.583
delicious	masarap	joy	0.579
friendly	friendly	joy	0.578
sensuous	sensuous	joy	0.578
darling	sinta	joy	0.578
picturesque	parang larawan	joy	0.578
raving	nagsisisigaw	joy	0.578
praise	papuri	joy	0.578
everlasting	walang hanggan	joy	0.578
ambition	ambisyon	joy	0.578
thelife	ang buhay	joy	0.578
sparkle	brilyo	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	mapalad na babae	joy	0.576
flattering	nakakabigay-puri	joy	0.576
sensual	animal	joy	0.576
heroism	kabayanihan	joy	0.576
succeeding	kasunod	joy	0.576
grace	biyaya	joy	0.576
peace	kapayapaan	joy	0.576
livelife	Mamuhay	joy	0.574
special	espesyal	joy	0.574
tantalizing	tantalizing	joy	0.572
pumped	pumped	joy	0.567
worthwhile	kapaki-pakinabang	joy	0.562
revels	pagsasaya	joy	0.562
prevail	mananaig	joy	0.562
liking	gustuhin	joy	0.562
sunny	maaraw	joy	0.562
relax	magpahinga	joy	0.562
surprise	sorpresa	joy	0.562
hugs	hugs	joy	0.562
admirable	kahanga-hanga	joy	0.562
hero	bayani	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	nakakatawa	joy	0.562
sweets	Matamis	joy	0.562
prosper	umunlad	joy	0.562
superstar	superstar	joy	0.562
favorable	kanais-nais	joy	0.561
bless	pagpalain	joy	0.561
tenderness	lambing	joy	0.561
freedom	kalayaan	joy	0.561
masterpiece	obra maestra	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	mga pangarap	joy	0.559
hopeful	umaasa	joy	0.559
home	bahay	joy	0.559
cruising	cruising	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	katapatan	joy	0.553
closeness	malapit na	joy	0.552
eagerness	pagkasabik	joy	0.552
comfy	kumportable	joy	0.551
sunshine	sikat ng araw	joy	0.551
confidence	kumpiyansa	joy	0.547
mistletoe	mistletoe	joy	0.547
elite	piling tao	joy	0.547
celestial	celestial	joy	0.547
heart	puso	joy	0.547
completion	pagkumpleto	joy	0.547
good	mabuti	joy	0.547
daughter	anak na babae	joy	0.547
gifts	mga regalo	joy	0.547
astonishment	pagkamangha	joy	0.547
bonus	bonus	joy	0.547
goodmorning	magandang umaga	joy	0.547
lifted	itinaas	joy	0.547
zeal	sigasig	joy	0.547
illuminate	nagpapailaw	joy	0.547
gift	regalo	joy	0.547
vacation	bakasyon	joy	0.547
charmed	kaakit-akit	joy	0.546
recreation	libangan	joy	0.545
encouragement	bigyan ng lakas ng loob	joy	0.545
gush	bulubundukin	joy	0.545
sublime	kahanga-hanga	joy	0.545
dance	sayaw	joy	0.545
god	diyos	joy	0.545
free	libre	joy	0.544
freshstart	bagong simula	joy	0.544
savior	tagapagligtas	joy	0.543
sanctuary	santuwaryo	joy	0.541
grandchildren	mga apo	joy	0.540
wellness	Kaayusan	joy	0.537
revel	pagsasaya	joy	0.534
inspirational	Pampasigla	joy	0.531
savor	lasa	joy	0.531
matrimony	kasal	joy	0.531
money	pera	joy	0.531
rainbow	bahaghari	joy	0.531
confident	tiwala	joy	0.531
bridal	pangkasal	joy	0.531
music	musika	joy	0.531
fab	fab	joy	0.531
serene	tahimik	joy	0.531
alive	buhay	joy	0.531
holiness	kabanalan	joy	0.531
vitality	sigla	joy	0.531
liberation	pagpapalaya	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	nakapapawi	joy	0.531
soar	pumailanglang	joy	0.531
firstborn	panganay	joy	0.531
elegant	matikas	joy	0.530
mastery	pagwawagi	joy	0.530
illumination	pag-iilaw	joy	0.530
welcomed	tinatanggap	joy	0.530
warmth	init	joy	0.530
blossom	mamulaklak	joy	0.530
glimmer	glimmer	joy	0.530
faithful	tapat	joy	0.529
treat	gamutin	joy	0.529
snuggles	snuggles	joy	0.522
laurels	mga laurels	joy	0.521
commendable	kapuri-puri	joy	0.519
powerful	malakas	joy	0.516
silly	hangal	joy	0.516
zest	zest	joy	0.516
presents	regalo	joy	0.516
succeed	magtagumpay	joy	0.516
jingle	jingle	joy	0.516
remarkable	kapansin-pansin	joy	0.516
greeted	binati	joy	0.516
brotherly	kapatid	joy	0.516
pride	pagmamataas	joy	0.516
strengthening	pagpapalakas	joy	0.516
aspire	maghangad	joy	0.516
abundant	masagana	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	magaganda	joy	0.516
almighty	makapangyarihan	joy	0.516
fancy	magarbong	joy	0.516
zen	zen	joy	0.515
coronation	koronasyon	joy	0.515
kudos	kudos	joy	0.515
vivid	matingkad	joy	0.515
leisure	paglilibang	joy	0.515
complete	kumpleto	joy	0.515
cutie	cutie	joy	0.515
newme	bagong ako	joy	0.515
familytime	oras ng pamilya	joy	0.515
animated	animated	joy	0.515
spirit	espiritu	joy	0.515
thanking	nagpapasalamat	joy	0.515
kid	bata	joy	0.515
shining	nagniningning	joy	0.515
payday	payday	joy	0.515
princely	prinsipe	joy	0.515
reunited	reunited	joy	0.515
therapeutic	therapeutic	joy	0.515
comfort	kaginhawahan	joy	0.515
godly	makadiyos	joy	0.514
marriage	kasal	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	relasyon	joy	0.514
spouse	asawa	joy	0.507
intimately	intimately	joy	0.507
accomplish	tuparin	joy	0.500
excel	excel	joy	0.500
inviting	pag-anyaya	joy	0.500
meritorious	mapagkakatiwalaan	joy	0.500
diamond	brilyante	joy	0.500
nature	kalikasan	joy	0.500
dignity	dignidad	joy	0.500
family	pamilya	joy	0.500
soulful	kaluluwa	joy	0.500
charitable	kawanggawa	joy	0.500
encourage	hikayatin	joy	0.500
friends	mga kaibigan	joy	0.500
satisfied	nasiyahan	joy	0.500
welcoming	welcoming	joy	0.500
healthy	malusog	joy	0.500
surreal	surreal	joy	0.500
refreshed	nai-refresh	joy	0.500
beach	beach	joy	0.500
motherhood	pagiging ina	joy	0.500
respect	paggalang	joy	0.500
gem	perlas	joy	0.500
erotic	erotika	joy	0.500
visionary	pangitain	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	nakamit	joy	0.500
christ	christ	joy	0.500
memorable	di-malilimutang	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	sanggol	joy	0.500
purr	purr	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	katotohanan	joy	0.500
bloom	namumulaklak	joy	0.500
carefree	maligaya	joy	0.500
aura	aura	joy	0.493
health	kalusugan	joy	0.493
liberty	kalayaan	joy	0.486
approved	naaprubahan	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	oasis	joy	0.486
rapture	masidhing kagalakan	joy	0.485
engaging	makatawag pansin	joy	0.485
crowning	pagpaparangal	joy	0.485
aspiration	hangad	joy	0.485
prestige	prestihiyo	joy	0.485
crescendo	crescendo	joy	0.485
gentle	magiliw	joy	0.485
liberate	palayain	joy	0.485
betrothed	katipan	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	kapagbigayan	joy	0.485
privileged	pribilehiyo	joy	0.485
loyal	tapat	joy	0.485
inseparable	hindi maaaring paghiwalayin	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	heyday	joy	0.484
trophy	tropeo	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	luck	joy	0.484
creativity	pagkamalikhain	joy	0.484
destiny	tadhana	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	transcendence	joy	0.484
bouquet	palumpon	joy	0.484
chocolate	tsokolate	joy	0.484
aloha	aloha	joy	0.484
yummy	masarap	joy	0.484
dream	panaginip	joy	0.484
desire	pagnanais	joy	0.484
