word	Urdu-ur	emotion	emotion-intensity-score
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	خوشی	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	یائی	joy	0.803
gladness	خوشی	joy	0.803
giggle	گگگل	joy	0.802
yesss	یس	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	کامیابی	joy	0.797
happier	خوش	joy	0.797
dancing	رقص	joy	0.797
lovinlife	محبت	joy	0.797
magnificence	عظمت	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	شکر گزار	joy	0.789
splendor	شان	joy	0.788
amuse	استعمال کرنا	joy	0.788
fun	مزہ	joy	0.788
happy	خوش ہوں	joy	0.788
enchanted	جادوگر	joy	0.781
glorify	تعریف کرو	joy	0.781
glad	خوش ہوں	joy	0.781
beautiful	خوبصورت	joy	0.781
solucky	NO TRANSLATION	joy	0.781
giggling	گگنگ	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	منور	joy	0.781
heavens	آسمانوں	joy	0.779
perfection	کمال	joy	0.779
christmassy	کرسمس	joy	0.779
romance	رومانوی	joy	0.779
thrilling	زبردست	joy	0.776
miraculous	معجزہ	joy	0.773
fiesta	فیسٹا	joy	0.773
entertain	تفریح	joy	0.773
congrats	مبارک ہو	joy	0.773
cheers	خوشبو	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	مثبتیت	joy	0.773
lovable	پیارا	joy	0.773
cheered	خوشگوار	joy	0.773
funday	لطف اندوز	joy	0.772
enjoying	لطف اندوز	joy	0.771
cuddling	کڑھائی	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	آمیز	joy	0.766
lifeisgood	زندگی اچھی ہے	joy	0.766
thebest	بہترین	joy	0.766
sosweet	NO TRANSLATION	joy	0.766
smiles	مسکراہٹ	joy	0.766
delight	خوشی	joy	0.765
orgasm	orgasm کے	joy	0.765
party	پارٹی	joy	0.765
positive	مثبت	joy	0.761
cheerfulness	خوشگوار	joy	0.758
miracles	معجزات	joy	0.758
sweetheart	عزیز	joy	0.758
enlighten	روشن خیال	joy	0.758
christmastime	مسیحی	joy	0.757
giddy	بولی	joy	0.757
romantic	رومانوی	joy	0.750
gratify	خوش آمدید	joy	0.750
friendliness	دوستی	joy	0.750
laughs	ہنسی	joy	0.750
greatness	عظمت	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	خوشگوار	joy	0.750
blessings	برکتیں	joy	0.750
smile	مسکراہٹ	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	frolic	joy	0.748
jubilee	جولی	joy	0.742
enthusiasm	حوصلہ افزائی	joy	0.742
triumph	فتح	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	جادو	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	معجزہ	joy	0.742
rewarding	ثواب	joy	0.742
feelgood	اچھا محسوس کرنا	joy	0.736
prosperity	خوشحالی	joy	0.735
luxurious	عیش و آرام	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	ویوچار	joy	0.734
goodday	اچھا دن	joy	0.734
passionate	پرجوش	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	جادوگر	joy	0.734
victory	فتح	joy	0.734
admiration	تعریف	joy	0.734
tgif	tgif	joy	0.734
glorification	تعریف	joy	0.733
sing	گانا	joy	0.729
glowing	چمکتا	joy	0.729
breathtaking	سانس لینے	joy	0.728
fulfillment	تکمیل	joy	0.728
yessss	yessss	joy	0.728
cheery	دھوکہ / فشنگ	joy	0.727
thankful	شکر گزار	joy	0.727
hurrah	ہریے	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	سنتا	joy	0.727
award	ایوارڈ	joy	0.727
atpeace	اچانک	joy	0.727
win	جیت	joy	0.727
merry	مبارک ہو	joy	0.727
pleased	خوش ہوں	joy	0.725
radiance	افادیت	joy	0.725
inspiration	انتشار	joy	0.725
uplift	اٹلانٹ	joy	0.723
optimistic	امید مند	joy	0.723
heaven	جنت	joy	0.721
lucky	خوش قسمت	joy	0.721
thrill	پریشان	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	تعطیلات	joy	0.721
harmony	ہم آہنگی	joy	0.719
brighten	روشن	joy	0.719
lover	عاشق	joy	0.719
heartfelt	دلکش	joy	0.719
utopian	یوٹپین	joy	0.719
xmas	کرسمس	joy	0.719
lovely	خوبصورت	joy	0.719
amusement	تفریحی	joy	0.719
congratulatory	مبارک ہو	joy	0.719
praising	کی تعریف	joy	0.719
thriving	خوشگوار	joy	0.719
perfect	کامل	joy	0.719
magic	جادو	joy	0.712
luckiest	خوش قسمت	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	عیش و آرام	joy	0.712
bestfeeling	بہترین فیلنگ	joy	0.712
treasures	خزانے	joy	0.712
achievement	کامیابی	joy	0.712
yay	یے	joy	0.712
holiday	چھٹی	joy	0.712
intimate	مباحثہ	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	منہ دبا ہنسنا	joy	0.706
rave	بڑھانا	joy	0.706
proud	فخر ہے	joy	0.704
truelove	سچا پیار	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	حیرت انگیز	joy	0.703
goodnews	اچھی خبر	joy	0.703
optimism	امید ہے	joy	0.703
satisfying	مطمئن	joy	0.703
gooood	گوج	joy	0.703
sweetest	سب سے پیاری	joy	0.703
cherish	شیرش	joy	0.703
goodlife	اچھی زندگی	joy	0.703
beautification	خوبصورتی	joy	0.703
appreciates	تعریف کرتا ہے	joy	0.703
winning	جیتنا	joy	0.703
cuddled	cuddled	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	تفریح	joy	0.700
excite	حوصلہ افزائی	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	سالگرہ	joy	0.691
metime	میٹیم	joy	0.688
favorite	پسندیدہ	joy	0.688
honored	قابل قدر	joy	0.688
content	مواد	joy	0.688
godsend	godsend	joy	0.688
entertaining	دل لگی	joy	0.688
angelic	فرشتہ	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	سجاوٹ	joy	0.688
exquisite	شاندار	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	قیمتی	joy	0.682
majestic	شاندار	joy	0.682
appreciated	تعریف	joy	0.682
luscious	خوشگوار	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	مسکرایا	joy	0.682
bestfriends	بہترین دوست	joy	0.682
exaltation	تعظیم	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	چمکتا ہے	joy	0.682
tranquility	آرام	joy	0.679
marry	شادی کرو	joy	0.676
embrace	گلے لگانا	joy	0.676
positively	مثبت	joy	0.676
dearest	سب سے پیاری	joy	0.672
relaxation	آرام	joy	0.672
accomplished	کامیاب	joy	0.672
hug	گلے	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	بڈ	joy	0.672
grin	گرین	joy	0.672
enliven	enliven	joy	0.672
contentment	اطمینان	joy	0.672
hilarious	مزاحیہ	joy	0.672
giggles	گلگت	joy	0.672
bountiful	فضل	joy	0.667
victor	فاتح	joy	0.667
adore	پسند ہے	joy	0.667
boisterous	اجنبی	joy	0.667
fulfilled	پوری	joy	0.667
fulfill	پورا کرو	joy	0.664
cuddles	cuddles	joy	0.662
prosperous	خوشگوار	joy	0.660
romanticism	رومانٹکزم	joy	0.656
humor	مزاح	joy	0.656
glow	چمک	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	خوشگوار	joy	0.656
appreciation	تعریف	joy	0.656
encouraged	حوصلہ افزائی	joy	0.656
satisfy	مطمئن	joy	0.656
serenity	امن	joy	0.656
captivate	قبضہ	joy	0.656
besties	بہترین	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	اطمینان	joy	0.652
treasure	خزانہ	joy	0.652
engaged	مصروف	joy	0.652
praises	تعریف	joy	0.652
abundance	کثرت	joy	0.652
fortunes	خوش قسمت	joy	0.652
relaxing	آرام دہ	joy	0.652
praised	تعریف کی	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	تکمیل	joy	0.647
affection	افسوس	joy	0.647
relieved	سکون	joy	0.647
carnival	کارنیوال	joy	0.643
divine	الہی	joy	0.641
saintly	سنتری	joy	0.641
harmoniously	ہم آہنگی سے	joy	0.641
achieve	حاصل کریں	joy	0.641
thanksgiving	یوم تشکر	joy	0.641
jackpot	جیکٹ	joy	0.641
priceless	بے باک	joy	0.641
sensuality	سنجیدگی	joy	0.641
champion	چیمپئن	joy	0.641
wedding	شادی	joy	0.641
uplifting	اٹھاؤ	joy	0.641
climax	پہلو	joy	0.636
yayy	یائی	joy	0.636
peaceful	پرامن	joy	0.636
twinkle	جڑواں بچے	joy	0.636
reverie	ریوریا	joy	0.636
exalt	بڑھانا	joy	0.636
winner	فاتح	joy	0.636
felicity	جھوٹی	joy	0.636
cuddle	کڑھائی	joy	0.636
comforting	آرام دہ اور پرسکون	joy	0.636
honeymoon	ہنیمون	joy	0.636
xoxo	xoxo	joy	0.634
amusing	دلکش	joy	0.625
reward	انعام	joy	0.625
fondness	شوق	joy	0.625
hearts	دلوں	joy	0.625
brighter	روشن	joy	0.625
sweet	میٹھی	joy	0.625
stargazing	stargazing	joy	0.625
festival	تہوار	joy	0.625
snuggling	سمگلنگ	joy	0.625
generosity	سخاوت	joy	0.625
gorgeous	خوبصورت	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	جنسی	joy	0.622
parade	پریڈ	joy	0.621
applause	آلات	joy	0.621
genial	جینیاتی	joy	0.621
beauty	خوبصورتی	joy	0.621
kind	قسمت	joy	0.621
newlife	نئی زندگی	joy	0.618
aspiring	خواہش مند	joy	0.618
fulfilling	پورا کرنا	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	سچا	joy	0.613
kiss	بوسہ	joy	0.610
winnings	جیت	joy	0.609
praiseworthy	قابل قدر	joy	0.609
rainbows	برسات	joy	0.609
generous	بے لوث	joy	0.609
enlightenment	روشنی	joy	0.609
playful	چنانچہ	joy	0.609
christmas	کرسمس	joy	0.609
super	سپر	joy	0.609
elegance	خوبصورتی	joy	0.609
rekindle	دوبارہ بازو	joy	0.609
awards	ایوارڈز	joy	0.609
adorable	پیارا	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	آزادی	joy	0.607
successful	کامیاب	joy	0.606
onelove	ایک محبت	joy	0.606
kindness	رحم	joy	0.606
freely	آزادانہ طور پر	joy	0.606
surprises	حیرت	joy	0.606
inspired	حوصلہ افزائی	joy	0.606
hilarity	خوشحالی	joy	0.606
wonder	تعجب	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	تفریح	joy	0.603
whimsical	سنجیدہ	joy	0.603
passion	جذبہ	joy	0.603
beautify	خوبصورت	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	طلوع آفتاب	joy	0.600
godisgood	خدا اچھا ہے	joy	0.597
whoo	کون	joy	0.594
angel	فرشتہ	joy	0.594
thankgod	خدا کا شکر ہے	joy	0.594
accomplishment	کامیابی	joy	0.594
flirt	اشارہ	joy	0.594
goodmusic	اچھی موسیقی	joy	0.594
snuggled	گمشدہ	joy	0.594
revere	احترام	joy	0.594
inspire	حوصلہ افزائی	joy	0.594
fanfare	پرستار	joy	0.594
peacefully	امن سے	joy	0.594
jesus	یسوع	joy	0.594
goodies	اچھییاں	joy	0.594
heroic	ہیرو	joy	0.591
fortune	قسمت	joy	0.591
friendship	دوستی	joy	0.591
singing	گانا	joy	0.591
exalted	بلند	joy	0.591
summer	موسم گرما	joy	0.591
highest	سب سے زیادہ	joy	0.591
overflowing	بہاؤ	joy	0.588
contented	متفق	joy	0.588
woot	واٹ	joy	0.588
rollicking	رولنگ	joy	0.588
hope	امید ہے	joy	0.586
accolade	آلودہ	joy	0.586
cozy	آرام دہ	joy	0.583
delicious	مزیدار	joy	0.579
friendly	دوستانہ	joy	0.578
sensuous	فحش	joy	0.578
darling	عزیز	joy	0.578
picturesque	شاندار	joy	0.578
raving	بڑھ رہا ہے	joy	0.578
praise	تعریف	joy	0.578
everlasting	ہمیشہ کے لئے	joy	0.578
ambition	امتیاز	joy	0.578
thelife	زندگی	joy	0.578
sparkle	چمک	joy	0.577
yeahhh	ہاں	joy	0.576
luckygirl	خوش قسمت لڑکی	joy	0.576
flattering	چومنا	joy	0.576
sensual	جنسی	joy	0.576
heroism	ہیروزم	joy	0.576
succeeding	کامیاب	joy	0.576
grace	فضل	joy	0.576
peace	امن	joy	0.576
livelife	زندگی جیو	joy	0.574
special	خصوصی	joy	0.574
tantalizing	tantalizing	joy	0.572
pumped	پمپ	joy	0.567
worthwhile	قابل قدر	joy	0.562
revels	وحی	joy	0.562
prevail	غالب	joy	0.562
liking	پسند ہے	joy	0.562
sunny	دھوپ	joy	0.562
relax	آرام کرو	joy	0.562
surprise	تعجب	joy	0.562
hugs	hugs	joy	0.562
admirable	قابل اطمینان	joy	0.562
hero	ہیرو	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	مزاحیہ	joy	0.562
sweets	مٹھائی	joy	0.562
prosper	خوشگوار	joy	0.562
superstar	سپر اسٹار	joy	0.562
favorable	مناسب	joy	0.561
bless	برکت	joy	0.561
tenderness	ادویات	joy	0.561
freedom	آزادی	joy	0.561
masterpiece	شاہکار	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	خواب	joy	0.559
hopeful	امید ہے	joy	0.559
home	گھر	joy	0.559
cruising	پریشان	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	وفاداری	joy	0.553
closeness	قربت	joy	0.552
eagerness	چیلنج	joy	0.552
comfy	آرام دہ اور پرسکون	joy	0.551
sunshine	دھوپ	joy	0.551
confidence	اعتماد	joy	0.547
mistletoe	غلطی	joy	0.547
elite	اشرافیہ	joy	0.547
celestial	آسمانی	joy	0.547
heart	دل	joy	0.547
completion	تکمیل	joy	0.547
good	اچھی	joy	0.547
daughter	بیٹی	joy	0.547
gifts	تحائف	joy	0.547
astonishment	تعجب	joy	0.547
bonus	بونس	joy	0.547
goodmorning	صبح بخیر	joy	0.547
lifted	اٹھایا	joy	0.547
zeal	حوصلہ افزائی	joy	0.547
illuminate	روشن کرنا	joy	0.547
gift	تحفہ	joy	0.547
vacation	چھٹی	joy	0.547
charmed	دلکش	joy	0.546
recreation	تفریح	joy	0.545
encouragement	حوصلہ افزائی	joy	0.545
gush	جلدی	joy	0.545
sublime	ہمیشہ	joy	0.545
dance	رقص	joy	0.545
god	خدا	joy	0.545
free	مفت	joy	0.544
freshstart	تازہ اسٹارٹ	joy	0.544
savior	نجات دہندہ	joy	0.543
sanctuary	مقدس	joy	0.541
grandchildren	پوتے	joy	0.540
wellness	صحت مند	joy	0.537
revel	وحی	joy	0.534
inspirational	متاثر کن	joy	0.531
savor	ذائقہ	joy	0.531
matrimony	زچگی	joy	0.531
money	پیسہ	joy	0.531
rainbow	قوس قزح	joy	0.531
confident	اعتماد	joy	0.531
bridal	دلہن	joy	0.531
music	موسیقی	joy	0.531
fab	فاب	joy	0.531
serene	سیرین	joy	0.531
alive	زندہ	joy	0.531
holiness	پاکیزگی	joy	0.531
vitality	وحدت	joy	0.531
liberation	آزادی	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	آرام دہ اور پرسکون	joy	0.531
soar	اضافہ	joy	0.531
firstborn	پہلی بار	joy	0.531
elegant	خوبصورت	joy	0.530
mastery	ماسٹر	joy	0.530
illumination	الیومینیشن	joy	0.530
welcomed	خیر مقدم کیا	joy	0.530
warmth	گرمی	joy	0.530
blossom	کھلنا	joy	0.530
glimmer	چمک	joy	0.530
faithful	وفادار	joy	0.529
treat	علاج کرو	joy	0.529
snuggles	snuggles	joy	0.522
laurels	لالچ	joy	0.521
commendable	قابل اعتماد	joy	0.519
powerful	طاقتور	joy	0.516
silly	پاگل	joy	0.516
zest	زیز	joy	0.516
presents	پیشکش	joy	0.516
succeed	کامیاب	joy	0.516
jingle	جینگل	joy	0.516
remarkable	قابل ذکر	joy	0.516
greeted	مبارک ہو	joy	0.516
brotherly	بھائی	joy	0.516
pride	فخر	joy	0.516
strengthening	مضبوط کرنا	joy	0.516
aspire	خواہش	joy	0.516
abundant	بہت زیادہ	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	پیشکش	joy	0.516
almighty	زبردست	joy	0.516
fancy	پسند	joy	0.516
zen	زین	joy	0.515
coronation	ورزش	joy	0.515
kudos	کوڈو	joy	0.515
vivid	وشد	joy	0.515
leisure	تفریح	joy	0.515
complete	مکمل	joy	0.515
cutie	پیاری	joy	0.515
newme	newme	joy	0.515
familytime	خاندان کے لئے وقت	joy	0.515
animated	متحرک	joy	0.515
spirit	روح	joy	0.515
thanking	شکریہ	joy	0.515
kid	بچہ	joy	0.515
shining	چمک	joy	0.515
payday	payday	joy	0.515
princely	پرنسپل	joy	0.515
reunited	دوبارہ ملا	joy	0.515
therapeutic	علاج	joy	0.515
comfort	آرام	joy	0.515
godly	خدای	joy	0.514
marriage	شادی	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	رشتہ	joy	0.514
spouse	شریک حیات	joy	0.507
intimately	انٹرفیس	joy	0.507
accomplish	پورا	joy	0.500
excel	ایکسل	joy	0.500
inviting	مدعو کرنا	joy	0.500
meritorious	مہاراشٹر	joy	0.500
diamond	ہیرے	joy	0.500
nature	فطرت	joy	0.500
dignity	وقار	joy	0.500
family	خاندان	joy	0.500
soulful	روحانی	joy	0.500
charitable	صدقہ	joy	0.500
encourage	حوصلہ افزائی	joy	0.500
friends	دوستوں	joy	0.500
satisfied	مطمئن	joy	0.500
welcoming	خوش آمدید	joy	0.500
healthy	صحت مند	joy	0.500
surreal	حقیقی	joy	0.500
refreshed	تازہ ہوا	joy	0.500
beach	ساحل سمندر	joy	0.500
motherhood	بھائی	joy	0.500
respect	احترام	joy	0.500
gem	منی	joy	0.500
erotic	شہوانی، شہوت انگیز	joy	0.500
visionary	بصیرت	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	حاصل کیا	joy	0.500
christ	مسیح	joy	0.500
memorable	یادگار	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	بچه	joy	0.500
purr	پیرا	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	سچائی	joy	0.500
bloom	کھلنا	joy	0.500
carefree	لاپرواہ	joy	0.500
aura	منظر	joy	0.493
health	صحت	joy	0.493
liberty	آزادی	joy	0.486
approved	منظورشدہ	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	اویسس	joy	0.486
rapture	اپنانا	joy	0.485
engaging	مشغول	joy	0.485
crowning	کنواری	joy	0.485
aspiration	اطمینان	joy	0.485
prestige	وقار	joy	0.485
crescendo	crescendo	joy	0.485
gentle	نرم	joy	0.485
liberate	آزادی	joy	0.485
betrothed	دھوکہ / فشنگ	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	فضل	joy	0.485
privileged	امتیازی سلوک	joy	0.485
loyal	وفاداری	joy	0.485
inseparable	ناقابل یقین	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	ارے	joy	0.484
trophy	ٹرافی	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	قسمت	joy	0.484
creativity	تخلیقی	joy	0.484
destiny	قسمت	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	ٹرانسمیشن	joy	0.484
bouquet	گلدستگی	joy	0.484
chocolate	چاکلیٹ	joy	0.484
aloha	الہہ	joy	0.484
yummy	سوادج	joy	0.484
dream	خواب	joy	0.484
desire	خواہش	joy	0.484
boyfriend	پریمی	joy	0.480
commemoration	یادگار	joy	0.479
intelligence	انٹیلی جنس	joy	0.477
readiness	تیاری	joy	0.473
friend	دوست	joy	0.471
enthusiast	حوصلہ افزائی	joy	0.471
bride	دلہن	joy	0.471
lush	سرسبز	joy	0.470
calming	پرسکون	joy	0.470
inheritance	وراثت	joy	0.470
kiddo	کیڈو	joy	0.470
massage	مساج	joy	0.470
tickle	ٹائل	joy	0.470
adventure	مہم جوئی	joy	0.470
nostalgia	دوستی	joy	0.470
soothe	خوشگوار	joy	0.470
goals	مقاصد	joy	0.469
luster	چراغ	joy	0.469
giving	دینا	joy	0.469
princess	شہزادی	joy	0.469
heartily	دل سے	joy	0.469
benevolence	بقایا	joy	0.469
nurture	کھانا پکانا	joy	0.469
bridegroom	دلہن	joy	0.469
eternal	ابدی	joy	0.469
pray	دعا کرو	joy	0.469
getaway	دور ہو جاو	joy	0.469
humanitarian	انسانی حقوق	joy	0.469
bonding	تعلقات	joy	0.469
rest	باقی	joy	0.469
amicable	خوشگوار	joy	0.469
purring	پنگنگ	joy	0.469
pretty	خوبصورت	joy	0.469
child	بچہ	joy	0.466
salutary	سلامتی	joy	0.465
invite	مدعو کریں	joy	0.457
reminiscing	یاد رکھنا	joy	0.456
beam	بیم	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	اشنکٹبندیی	joy	0.455
aesthetics	جمالیاتیات	joy	0.455
friday	جمعہ	joy	0.455
elevation	ترقی	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	تقریب	joy	0.455
mindfulness	ذہنیت	joy	0.455
hee	ہاں	joy	0.455
kindred	بدقسمتی	joy	0.455
scholarship	اسکالرشپ	joy	0.455
befriend	دوستی	joy	0.455
commemorate	یاد رکھیں	joy	0.453
