word	Hausa-ha	emotion	emotion-intensity-score
accomplishment	cika	joy	0.594
flirt	flirt	joy	0.594
goodmusic	goodmusic	joy	0.594
snuggled	snuggled	joy	0.594
revere	girmama	joy	0.594
inspire	yin wahayi	joy	0.594
fanfare	fanfare	joy	0.594
peacefully	da salama	joy	0.594
jesus	jesus	joy	0.594
goodies	Goodies	joy	0.594
heroic	heroic	joy	0.591
fortune	arziki	joy	0.591
friendship	abota	joy	0.591
singing	singing	joy	0.591
exalted	ɗaukaka	joy	0.591
summer	rani	joy	0.591
highest	mafi girma	joy	0.591
overflowing	ambaliya	joy	0.588
contented	abun ciki	joy	0.588
woot	layo	joy	0.588
rollicking	mirgina	joy	0.588
hope	fata	joy	0.586
accolade	karɓa	joy	0.586
cozy	jin dadi	joy	0.583
delicious	dadi	joy	0.579
friendly	abokantaka	joy	0.578
sensuous	m	joy	0.578
darling	ƙauna	joy	0.578
picturesque	hotuna	joy	0.578
raving	raving	joy	0.578
praise	yabo	joy	0.578
everlasting	har abada	joy	0.578
ambition	kishi	joy	0.578
thelife	dalife	joy	0.578
sparkle	sparkle	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	luckygirl	joy	0.576
flattering	fahariya	joy	0.576
sensual	m	joy	0.576
heroism	heroism	joy	0.576
succeeding	nasara	joy	0.576
grace	alheri	joy	0.576
peace	zaman lafiya	joy	0.576
livelife	livelife	joy	0.574
special	musamman	joy	0.574
tantalizing	tantalizing	joy	0.572
pumped	dafa	joy	0.567
worthwhile	dace	joy	0.562
revels	raye-raye	joy	0.562
prevail	rinjaye	joy	0.562
liking	so	joy	0.562
sunny	rana	joy	0.562
relax	Huta	joy	0.562
surprise	mamaki	joy	0.562
hugs	hugs	joy	0.562
admirable	m	joy	0.562
hero	jarumi	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	m	joy	0.562
sweets	Sweets	joy	0.562
prosper	ci nasara	joy	0.562
superstar	superstar	joy	0.562
favorable	m	joy	0.561
bless	albarka	joy	0.561
tenderness	taushi	joy	0.561
freedom	'yanci	joy	0.561
masterpiece	babba	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	mafarkai	joy	0.559
hopeful	fatan	joy	0.559
home	gida	joy	0.559
cruising	cruising	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	amincin	joy	0.553
closeness	kusanci	joy	0.552
eagerness	sha'awa	joy	0.552
comfy	comfy	joy	0.551
sunshine	Sunshine	joy	0.551
confidence	amincewa	joy	0.547
mistletoe	farfadowa	joy	0.547
elite	sarauta	joy	0.547
celestial	sama	joy	0.547
heart	zuciya	joy	0.547
completion	kammala	joy	0.547
good	kyau	joy	0.547
daughter	yar	joy	0.547
gifts	kyautai	joy	0.547
astonishment	mamaki	joy	0.547
bonus	bonus	joy	0.547
goodmorning	kyakkyawa	joy	0.547
lifted	tashi	joy	0.547
zeal	yin himma	joy	0.547
illuminate	haskaka	joy	0.547
gift	Kyauta	joy	0.547
vacation	hutu	joy	0.547
charmed	camed	joy	0.546
recreation	wasan kwaikwayo	joy	0.545
encouragement	ƙarfafawa	joy	0.545
gush	gush	joy	0.545
sublime	sublime	joy	0.545
dance	dancing	joy	0.545
god	allah	joy	0.545
free	free	joy	0.544
freshstart	freshstart	joy	0.544
savior	mai ceto	joy	0.543
sanctuary	wuri mai tsarki	joy	0.541
grandchildren	jikoki	joy	0.540
wellness	lafiya	joy	0.537
revel	yi murna	joy	0.534
inspirational	wahayi	joy	0.531
savor	savor	joy	0.531
matrimony	matrimony	joy	0.531
money	kudi	joy	0.531
rainbow	bakan gizo	joy	0.531
confident	m	joy	0.531
bridal	amarya	joy	0.531
music	kiɗa	joy	0.531
fab	fab	joy	0.531
serene	serene	joy	0.531
alive	da rai	joy	0.531
holiness	tsarki	joy	0.531
vitality	muhimmanci	joy	0.531
liberation	sassauci	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	soothing	joy	0.531
soar	soar	joy	0.531
firstborn	ɗan fari	joy	0.531
elegant	m	joy	0.530
mastery	rinjaye	joy	0.530
illumination	haske	joy	0.530
welcomed	maraba	joy	0.530
warmth	zafi	joy	0.530
blossom	fure	joy	0.530
glimmer	glimmer	joy	0.530
faithful	aminci	joy	0.529
treat	bi da	joy	0.529
snuggles	snuggles	joy	0.522
laurels	laurels	joy	0.521
commendable	kyakkyawa	joy	0.519
powerful	iko	joy	0.516
silly	wauta	joy	0.516
zest	zest	joy	0.516
presents	bugawa	joy	0.516
succeed	nasara	joy	0.516
jingle	jingle	joy	0.516
remarkable	mamaki	joy	0.516
greeted	gaishe	joy	0.516
brotherly	yan'uwa	joy	0.516
pride	girman kai	joy	0.516
strengthening	ƙarfafa	joy	0.516
aspire	fata	joy	0.516
abundant	m	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	m	joy	0.516
almighty	Mabuwayi	joy	0.516
fancy	zato	joy	0.516
zen	zen	joy	0.515
coronation	coronation	joy	0.515
kudos	kudos	joy	0.515
vivid	m	joy	0.515
leisure	dama	joy	0.515
complete	cikakke	joy	0.515
cutie	cutie	joy	0.515
newme	newme	joy	0.515
familytime	lokacin iyali	joy	0.515
animated	m	joy	0.515
spirit	ruhu	joy	0.515
thanking	godiya	joy	0.515
kid	yaro	joy	0.515
shining	haske	joy	0.515
payday	ranar biya	joy	0.515
princely	shugabanci	joy	0.515
reunited	sake komawa	joy	0.515
therapeutic	warkewa	joy	0.515
comfort	ta'aziyya	joy	0.515
godly	Allahntaka	joy	0.514
marriage	aure	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	dangantaka	joy	0.514
spouse	matar	joy	0.507
intimately	intimately	joy	0.507
accomplish	cika	joy	0.500
excel	mafi kyau	joy	0.500
inviting	kiran	joy	0.500
meritorious	m	joy	0.500
diamond	lu'u-lu'u	joy	0.500
nature	yanayi	joy	0.500
dignity	mutunci	joy	0.500
family	iyali	joy	0.500
soulful	soulful	joy	0.500
charitable	sadaka	joy	0.500
encourage	ƙarfafawa	joy	0.500
friends	abokai	joy	0.500
satisfied	gamsu	joy	0.500
welcoming	maraba	joy	0.500
healthy	lafiya	joy	0.500
surreal	surreal	joy	0.500
refreshed	sabunta	joy	0.500
beach	rairayin bakin teku	joy	0.500
motherhood	iyaye	joy	0.500
respect	girmamawa	joy	0.500
gem	dutse mai daraja	joy	0.500
erotic	m	joy	0.500
visionary	mai gani	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	cimma	joy	0.500
christ	Almasihu	joy	0.500
memorable	abin tunawa	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	baby	joy	0.500
purr	purr	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	gaskiya	joy	0.500
bloom	Bloom	joy	0.500
carefree	ba tare da saninsa ba	joy	0.500
aura	aura	joy	0.493
health	kiwon lafiya	joy	0.493
liberty	yanci	joy	0.486
approved	amince	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	oasis	joy	0.486
rapture	fyaucewa	joy	0.485
engaging	shiga	joy	0.485
crowning	daukaka	joy	0.485
aspiration	fata	joy	0.485
prestige	daraja	joy	0.485
crescendo	crescendo	joy	0.485
gentle	m	joy	0.485
liberate	yanci	joy	0.485
betrothed	wajaba	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	falala	joy	0.485
privileged	dama	joy	0.485
loyal	aminci	joy	0.485
inseparable	ba za a iya raba shi ba	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	heyday	joy	0.484
trophy	ganima	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	arziki	joy	0.484
creativity	kerawa	joy	0.484
destiny	makoma	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	matsakaici	joy	0.484
bouquet	bouquet	joy	0.484
chocolate	cakulan	joy	0.484
aloha	ƙauna	joy	0.484
yummy	yummy	joy	0.484
dream	mafarki	joy	0.484
desire	sha'awar	joy	0.484
boyfriend	saurayi	joy	0.480
commemoration	bikin tunawa	joy	0.479
intelligence	hankali	joy	0.477
readiness	shiri	joy	0.473
friend	abokin	joy	0.471
enthusiast	mai goyon baya	joy	0.471
bride	amarya	joy	0.471
lush	lush	joy	0.470
calming	calming	joy	0.470
inheritance	gado	joy	0.470
kiddo	kiddo	joy	0.470
massage	tausa	joy	0.470
tickle	karami	joy	0.470
adventure	kasada	joy	0.470
nostalgia	nostalgia	joy	0.470
soothe	soothe	joy	0.470
goals	burin	joy	0.469
luster	luster	joy	0.469
giving	bada	joy	0.469
princess	yarima	joy	0.469
heartily	zuciya	joy	0.469
benevolence	benevolence	joy	0.469
nurture	kulawa	joy	0.469
bridegroom	ango	joy	0.469
eternal	har abada	joy	0.469
pray	yi addu'a	joy	0.469
getaway	Getaway	joy	0.469
humanitarian	agaji	joy	0.469
bonding	haɗi	joy	0.469
rest	huta	joy	0.469
amicable	m	joy	0.469
purring	tsawa	joy	0.469
pretty	kyakkyawa	joy	0.469
child	yaro	joy	0.466
salutary	salutary	joy	0.465
invite	kira	joy	0.457
reminiscing	sake tunatarwa	joy	0.456
beam	katako	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	na wurare masu zafi	joy	0.455
aesthetics	aesthetics	joy	0.455
friday	rana	joy	0.455
elevation	matsayi	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	bikin	joy	0.455
mindfulness	hankali	joy	0.455
hee	hee	joy	0.455
kindred	dangi	joy	0.455
scholarship	sikolashi	joy	0.455
befriend	abokance	joy	0.455
commemorate	tunawa	joy	0.453
allure	farawa	joy	0.453
faith	bangaskiya	joy	0.453
forgiveness	gafara	joy	0.453
scenery	shimfidar wuri	joy	0.453
vindication	vindication	joy	0.453
waterfall	ruwan sama	joy	0.453
birth	haihuwa	joy	0.453
noworries	ba damuwa	joy	0.453
approve	amince da	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	tafiya	joy	0.447
meditation	tunani	joy	0.446
relaxed	shakatawa	joy	0.442
tranquil	natsuwa	joy	0.441
weekend	karshen mako	joy	0.441
present	yanzu	joy	0.441
tender	m	joy	0.441
nostalgic	nostalgic	joy	0.439
prayer	addu'a	joy	0.439
sharing	raba	joy	0.439
esteem	daraja	joy	0.439
lyrical	lyrical	joy	0.439
righteousness	adalci	joy	0.439
share	raba	joy	0.438
husband	miji	joy	0.438
life	rai	joy	0.438
sonnet	sonnet	joy	0.438
relief	taimako	joy	0.438
unbeaten	unbeaten	joy	0.438
newday	sabuwar rana	joy	0.438
meditate	yi tunani	joy	0.438
mighty	mai girma	joy	0.438
eager	marmarin	joy	0.438
strength	ƙarfi	joy	0.438
warm	dumi	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	buddy	joy	0.427
oneness	Daidai	joy	0.426
unsurpassed	ba a yi ba	joy	0.424
ejaculation	ejaculation	joy	0.424
unconstrained	unconstrained	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	lambar yabo	joy	0.424
amen	Amin	joy	0.424
candlelight	fitilu	joy	0.424
reverence	girmamawa	joy	0.424
healthful	lafiya	joy	0.424
carols	carols	joy	0.424
sledding	sledding	joy	0.422
wealth	dũkiya	joy	0.422
graduation	samun digiri	joy	0.422
frisky	kunya	joy	0.422
energy	makamashi	joy	0.422
calmness	kwanciyar hankali	joy	0.422
beginnings	farkon	joy	0.422
safe	lafiya	joy	0.422
musical	m	joy	0.422
symphony	sauti	joy	0.422
lml	lml	joy	0.422
glitter	kyalkyali	joy	0.422
ease	sauƙi	joy	0.422
helpful	taimako	joy	0.422
soundness	sauti	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	alkawari	joy	0.415
reunite	sake haɗuwa	joy	0.414
salvation	ceto	joy	0.412
mother	uwar	joy	0.412
poems	waƙa	joy	0.412
inauguration	inauguration	joy	0.409
immaculate	m	joy	0.409
lighten	haske	joy	0.409
aromatherapy	aromatherapy	joy	0.409
travel	tafiya	joy	0.409
lavender	Lavender	joy	0.409
purify	tsarkake	joy	0.409
clown	clown	joy	0.409
star	star	joy	0.406
cash	tsabar kudi	joy	0.406
heal	warkar	joy	0.406
completing	kammala	joy	0.406
companion	abokin	joy	0.406
live	rayuwa	joy	0.406
flowers	furanni	joy	0.406
wishing	fata	joy	0.406
charity	sadaka	joy	0.406
opportune	dace	joy	0.406
income	samun kudin shiga	joy	0.403
soul	rai	joy	0.401
munchies	munchies	joy	0.400
indescribable	indescribable	joy	0.397
progress	ci gaba	joy	0.397
emancipation	emancipation	joy	0.397
christian	Kiristanci	joy	0.397
hammock	hammock	joy	0.394
together	tare	joy	0.394
equality	daidaito	joy	0.394
fullness	cikakke	joy	0.394
picnic	pikinik	joy	0.394
calm	kwantar da hankali	joy	0.394
childhood	yara	joy	0.394
rhythmical	rhythmical	joy	0.394
movies	fina-finai	joy	0.393
zealous	m	joy	0.393
littlethings	kananan abubuwa	joy	0.391
humanity	Adam	joy	0.391
starry	starry	joy	0.391
playground	filin wasa	joy	0.391
adventures	al'ada	joy	0.391
meaningful	ma'ana	joy	0.391
choir	choir	joy	0.391
affluence	wadata	joy	0.391
warms	warms	joy	0.391
goofy	goofy	joy	0.391
auspicious	m	joy	0.391
gesture	gesture	joy	0.387
vow	alwashi	joy	0.382
shopping	cin kasuwa	joy	0.382
witty	m	joy	0.382
communion	tarayya	joy	0.379
vibes	vibes	joy	0.379
worship	bauta	joy	0.379
jump	tsalle	joy	0.379
reverend	majalisa	joy	0.377
advance	gaba	joy	0.375
beaches	rairayin bakin teku masu	joy	0.375
youth	matasa	joy	0.375
spirits	ruhohi	joy	0.375
simplicity	sauki	joy	0.375
full	cike	joy	0.375
rising	tashi	joy	0.375
hymn	yabo	joy	0.375
unique	musamman	joy	0.375
redeemed	karbi tuba	joy	0.375
scenic	wasan kwaikwayo	joy	0.375
mirth	dariya	joy	0.375
courtship	kaddamarwa	joy	0.375
experience	kwarewa	joy	0.375
reunion	gamuwa	joy	0.375
sonorous	sauti	joy	0.375
unforgettable	wanda ba a iya mantawa da shi ba	joy	0.375
baptismal	baftisma	joy	0.368
alliance	alliance	joy	0.368
grant	kyauta	joy	0.366
conciliation	sulhu	joy	0.364
moonlight	moonlight	joy	0.364
sanctification	tsarkakewa	joy	0.364
improves	inganta	joy	0.364
improve	inganta	joy	0.364
pure	tsarki	joy	0.364
authentic	gaskiya	joy	0.364
kitten	kitta	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	raspberries	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	aminci	joy	0.359
feeling	ji	joy	0.359
devotional	sadaukarwa	joy	0.359
proficiency	ƙwarewa	joy	0.359
tinsel	tinsel	joy	0.359
revival	farkawa	joy	0.359
sanctify	tsarkakewa	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	mai zaman kansa	joy	0.359
cocoa	koko	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	dabbar dolfin	joy	0.348
choral	choral	joy	0.348
deliverance	kubuta	joy	0.348
romp	karya	joy	0.348
roaring	rawar	joy	0.348
melody	karin waƙa	joy	0.348
favor	ni'ima	joy	0.348
unification	unification	joy	0.348
exceed	wuce	joy	0.348
purpose	manufa	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	yanzu	joy	0.344
voluptuous	voluptuous	joy	0.344
fruits	'ya'yan itatuwa	joy	0.344
thx	thx	joy	0.344
newstart	newstart	joy	0.344
manicure	manicure	joy	0.344
date	kwanan wata	joy	0.344
kiddos	kiddos	joy	0.344
roadtrip	hanya	joy	0.344
cookies	cookies	joy	0.344
hedonism	hedonism	joy	0.344
humble	kaskantar da kai	joy	0.344
electric	lantarki	joy	0.344
pledge	jingina	joy	0.344
celebrity	sanannu	joy	0.342
rhythm	rhythm	joy	0.338
bridesmaid	yarinya	joy	0.338
snowday	snowday	joy	0.333
young	matasa	joy	0.333
coffee	kofi	joy	0.333
edification	ingantawa	joy	0.333
obliging	dashi	joy	0.333
renovation	sake gyara	joy	0.333
familiarity	sanannu	joy	0.333
garden	lambu	joy	0.333
spa	spa	joy	0.333
dawn	alfijir	joy	0.333
connoisseur	connoisseur	joy	0.333
partner	abokin tarayya	joy	0.333
gazing	gazing	joy	0.333
foodie	abinci	joy	0.331
synchronize	aiki tare	joy	0.329
tribulation	tsanani	joy	0.328
healing	warkar	joy	0.328
saint	saint	joy	0.328
chirping	chirping	joy	0.328
hobby	sha'awa	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	carol	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	Zabura	joy	0.328
pedicure	pedicure	joy	0.328
amnesty	amnesty	joy	0.328
respite	jinkiri	joy	0.324
mellow	mellow	joy	0.318
lazyday	NO TRANSLATION	joy	0.318
recreational	wasanni	joy	0.318
restorative	restorative	joy	0.318
cousins	uwan	joy	0.318
classics	tsofaffi	joy	0.318
reconciliation	sulhu	joy	0.316
dove	kurciya	joy	0.312
living	rayuwa	joy	0.312
presto	presto	joy	0.312
crafts	sana'a	joy	0.312
recovery	dawo da	joy	0.312
woods	Woods	joy	0.312
sunset	faɗuwar rana	joy	0.312
fitness	dacewa	joy	0.312
playhouse	playhouse	joy	0.312
superman	superman	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	hikima	joy	0.312
deal	yarjejeniyar	joy	0.312
simplify	sauƙaƙe	joy	0.312
lord	ubangiji	joy	0.312
sterling	bakara	joy	0.312
progression	ci gaba	joy	0.312
relight	dogara	joy	0.312
pony	pony	joy	0.312
infant	jariri	joy	0.309
improvement	inganta	joy	0.309
absolution	absolution	joy	0.306
gently	a hankali	joy	0.303
established	kafa	joy	0.303
honest	gaskiya	joy	0.303
decorating	yi ado	joy	0.303
endless	marar iyaka	joy	0.303
banquet	biki	joy	0.303
providing	samarwa	joy	0.300
mine	mine	joy	0.297
fraternal	fraternal	joy	0.297
notable	sananne	joy	0.297
feat	feat	joy	0.297
harvest	girbi	joy	0.297
quaint	zane	joy	0.297
softly	a hankali	joy	0.297
spiritual	ruhaniya	joy	0.297
morals	halin kirki	joy	0.297
lounging	lounging	joy	0.297
light	haske	joy	0.297
breeze	iska	joy	0.297
strolling	yawo	joy	0.297
spending	ciyarwa	joy	0.297
meditating	yin tunani	joy	0.297
joker	joker	joy	0.297
yearning	kuna so	joy	0.297
growth	girma	joy	0.297
fervor	fervor	joy	0.295
quotes	quotes	joy	0.294
volunteer	aikin sa kai	joy	0.294
psalms	zabura	joy	0.288
hippie	hippie	joy	0.288
gain	sami	joy	0.288
taoism	tao	joy	0.288
midwife	ungozoma	joy	0.288
resources	albarkatun	joy	0.288
create	ƙirƙirar	joy	0.288
receiving	samun	joy	0.287
ocean	teku	joy	0.286
snowfall	snowfall	joy	0.286
lsd	lsd	joy	0.286
hiking	hiking	joy	0.283
chill	sanyi	joy	0.281
truce	amincewa	joy	0.281
infinity	infinity	joy	0.281
toast	abin yabo	joy	0.281
destination	manufa	joy	0.281
buddhist	buddhist	joy	0.281
rested	ya huta	joy	0.281
candid	takara	joy	0.281
evergreen	Evergreen	joy	0.281
unwind	ƙi	joy	0.281
buzzing	buzzing	joy	0.281
venerable	maras kyau	joy	0.279
balance	daidaitawa	joy	0.275
retirement	ritaya	joy	0.275
compensate	biya	joy	0.273
swim	yin iyo	joy	0.273
drinks	sha	joy	0.273
devout	m	joy	0.273
buddha	buddha	joy	0.273
rapt	rapt	joy	0.273
fireplace	makami	joy	0.273
snowing	snowing	joy	0.271
sublimation	sublimation	joy	0.270
fruity	fruity	joy	0.268
humility	tawali'u	joy	0.266
paragon	alamar	joy	0.266
ministry	hidima	joy	0.266
sunday	sunday	joy	0.266
salute	gaishe	joy	0.266
fortitude	ƙarfin zuciya	joy	0.266
whim	whim	joy	0.266
sun	rana	joy	0.266
sketching	zane	joy	0.266
waves	taguwar ruwa	joy	0.266
buddhism	buddhism	joy	0.266
cathedral	babban coci	joy	0.266
yoga	yoga	joy	0.266
artwork	zane-zane	joy	0.265
practiced	yi	joy	0.264
clean	tsabta	joy	0.260
found	samu	joy	0.258
fitting	dacewa	joy	0.258
immerse	nutsar	joy	0.258
running	gudu	joy	0.258
clarity	tsabta	joy	0.258
food	abinci	joy	0.258
exercise	motsa jiki	joy	0.258
autumn	kaka	joy	0.254
ardent	ardent	joy	0.250
fit	dace	joy	0.250
mountain	dutse	joy	0.250
expedient	expedient	joy	0.250
diary	diary	joy	0.250
candles	kyandirori	joy	0.250
outdoors	a waje	joy	0.250
chilled	chilled	joy	0.250
clap	san	joy	0.250
contagious	m	joy	0.250
chirp	chirp	joy	0.250
morning	safiya	joy	0.250
visitor	baƙo	joy	0.250
hardy	Hardy	joy	0.250
countryside	yankunan karkara	joy	0.250
undying	bace	joy	0.250
football	kwallon kafa	joy	0.250
advocacy	tallafi	joy	0.250
demonstrative	zanga-zanga	joy	0.250
cradle	shimfiɗar jariri	joy	0.247
trance	trance	joy	0.246
breakfast	karin kumallo	joy	0.242
grow	girma	joy	0.242
pay	biya	joy	0.242
preservative	mai kiyayewa	joy	0.242
intense	tsanani	joy	0.242
supremacy	girma	joy	0.242
church	coci	joy	0.242
procession	tsari	joy	0.242
consecration	tsararwa	joy	0.235
lifetime	rayuwa	joy	0.234
nursery	gandun daji	joy	0.234
humbled	ƙasƙanci	joy	0.234
vote	zabe	joy	0.234
incense	turare	joy	0.234
lyre	lyre	joy	0.234
candle	kyandir	joy	0.234
snowy	snowy	joy	0.234
doll	yar tsana	joy	0.234
skiing	skiing	joy	0.234
ordination	tsarawa	joy	0.234
art	art	joy	0.234
salary	albashi	joy	0.234
pastry	fashewa	joy	0.229
firefly	harshe	joy	0.227
chilling	chilling	joy	0.227
remedy	magani	joy	0.227
rescue	ceto	joy	0.225
camping	zango	joy	0.221
perspective	hangen zaman gaba	joy	0.221
orchard	Orchard	joy	0.221
orchestra	orchestra	joy	0.221
possess	mallaki	joy	0.219
castle	castle	joy	0.219
lamb	dan tunkiya	joy	0.219
gardens	gidãjen Aljanna	joy	0.219
breezy	iska	joy	0.219
mucis	NO TRANSLATION	joy	0.212
bouttime	timetime	joy	0.212
brisk	brisk	joy	0.212
countrymusic	NO TRANSLATION	joy	0.212
repay	biya	joy	0.212
ribbon	kintinkiri	joy	0.212
pho	pho	joy	0.212
reggae	reggae	joy	0.212
raindrops	raindrops	joy	0.212
listneing	NO TRANSLATION	joy	0.212
teach	koyar	joy	0.212
nap	daina	joy	0.206
stillness	zaman lafiya	joy	0.203
chant	gira	joy	0.203
hire	haya	joy	0.203
vernal	vernal	joy	0.203
cove	cove	joy	0.203
uncontrollable	wanda ba a iya lura da shi ba	joy	0.203
legalized	halatta	joy	0.203
unexpected	m	joy	0.203
lights	hasken wuta	joy	0.203
save	ajiye	joy	0.200
atone	saka	joy	0.197
trees	itatuwa	joy	0.197
pastor	fasto	joy	0.197
symmetry	Daidaitawa	joy	0.197
oneday	NO TRANSLATION	joy	0.197
scripture	nassi	joy	0.196
mountains	duwatsu	joy	0.194
pathway	hanya	joy	0.188
walking	tafiya	joy	0.188
craziness	craziness	joy	0.188
soppy	soppy	joy	0.188
tea	shayi	joy	0.188
quiet	shiru	joy	0.188
forefathers	kakanninmu	joy	0.188
liquor	giya	joy	0.188
custom	al'ada	joy	0.188
whiteness	fari	joy	0.188
sympathetic	tausayi	joy	0.188
patient	haƙuri	joy	0.186
dollhouse	dollhouse	joy	0.182
bath	wanka	joy	0.182
score	Ci	joy	0.182
movingon	motsi	joy	0.182
supporter	goyon bayan	joy	0.180
accompaniment	kunnawa	joy	0.179
pursuit	bi	joy	0.176
outburst	busa	joy	0.176
frosty	sanyi	joy	0.174
workout	motsa jiki	joy	0.172
closure	ƙulli	joy	0.172
luncheon	lunchon	joy	0.172
service	sabis	joy	0.172
wintery	ƙwaƙwalwa	joy	0.172
wages	Hakkin	joy	0.169
civilized	waye	joy	0.169
fain	NO TRANSLATION	joy	0.167
december	yaudara	joy	0.167
acrobat	acrobat	joy	0.162
glide	gudura	joy	0.162
finally	ƙarshe	joy	0.157
reproductive	haihuwa	joy	0.156
elf	elf	joy	0.156
organization	kungiyar	joy	0.156
stroll	stroll	joy	0.156
peppermint	ruhun nana	joy	0.156
break	karya	joy	0.156
chai	chai	joy	0.156
obtainable	iya samuwa	joy	0.156
bathtub	bathtub	joy	0.156
advent	zuwan	joy	0.152
scifi	scifi	joy	0.152
balm	balm	joy	0.152
measured	auna	joy	0.152
spaniel	spaniel	joy	0.145
tan	tan	joy	0.141
ditty	ditty	joy	0.141
bubble	kumfa	joy	0.141
simple	sauki	joy	0.141
oils	mai	joy	0.141
beer	giya	joy	0.141
green	kore	joy	0.137
buss	buss	joy	0.136
books	littattafai	joy	0.136
makingdisciples	NO TRANSLATION	joy	0.136
chow	chow	joy	0.135
pitter	pitter	joy	0.134
flows	gudana	joy	0.130
silence	shiru	joy	0.127
roadster	roadster	joy	0.125
solitude	ƙarewa	joy	0.125
bookstore	kantin sayar da littattafai	joy	0.125
wine	giya	joy	0.125
circumstances	yanayi	joy	0.125
japan	japan	joy	0.121
soak	jiƙa	joy	0.121
wilderness	jeji	joy	0.121
priesthood	firist	joy	0.121
critical	m	joy	0.116
neutral	tsaka tsaki	joy	0.114
untie	kwance	joy	0.109
hunting	farauta	joy	0.109
opera	wasan kwaikwayo	joy	0.109
weight	nauyi	joy	0.109
white	fararen	joy	0.109
sand	yashi	joy	0.109
wind	iska	joy	0.109
labor	aiki	joy	0.106
classical	na gargajiya	joy	0.106
affliction	cũta	joy	0.103
lake	lake	joy	0.103
organ	kwaya	joy	0.094
dwelling	zama	joy	0.094
tree	itace	joy	0.090
pond	kandami	joy	0.089
marrow	marrow	joy	0.078
latte	latte	joy	0.078
sipping	sipping	joy	0.076
