word	Pashto-ps	emotion	emotion-intensity-score
pho	pho	joy	0.212
reggae	ریګا	joy	0.212
raindrops	بارانونه	joy	0.212
listneing	NO TRANSLATION	joy	0.212
teach	ښوونه	joy	0.212
nap	نپ	joy	0.206
stillness	نوښت	joy	0.203
chant	خندا	joy	0.203
hire	کرايه	joy	0.203
vernal	وینه	joy	0.203
cove	کوو	joy	0.203
uncontrollable	نانګول شوی	joy	0.203
legalized	قانوني	joy	0.203
unexpected	ناڅاپه	joy	0.203
lights	څراغونه	joy	0.203
save	ساتل	joy	0.200
atone	د	joy	0.197
trees	ونه	joy	0.197
pastor	پادری	joy	0.197
symmetry	سمه	joy	0.197
oneday	NO TRANSLATION	joy	0.197
scripture	کتاب	joy	0.196
mountains	غرونه	joy	0.194
pathway	لاره	joy	0.188
walking	چلن	joy	0.188
craziness	سپیڅلي	joy	0.188
soppy	ساپي	joy	0.188
tea	چاى	joy	0.188
quiet	خاموش	joy	0.188
forefathers	پلرونه	joy	0.188
liquor	شراب	joy	0.188
custom	دود	joy	0.188
whiteness	سپیڅلیتوب	joy	0.188
sympathetic	زړه پورې	joy	0.188
patient	ناروغ	joy	0.186
dollhouse	د ګيګور کور	joy	0.182
bath	غسل	joy	0.182
score	سکور	joy	0.182
movingon	مخته تلل	joy	0.182
supporter	ملاتړي	joy	0.180
accompaniment	ملګرتیا	joy	0.179
pursuit	تعقیب	joy	0.176
outburst	غلا	joy	0.176
frosty	ژمي	joy	0.174
workout	تمرین کول	joy	0.172
closure	تړل	joy	0.172
luncheon	غوټۍ	joy	0.172
service	خدمت	joy	0.172
wintery	ژمي	joy	0.172
wages	معاشونه	joy	0.169
civilized	مدني	joy	0.169
fain	NO TRANSLATION	joy	0.167
december	دسمبر	joy	0.167
acrobat	اکروب	joy	0.162
glide	ډک کړئ	joy	0.162
finally	بالاخره	joy	0.157
reproductive	تناسب	joy	0.156
elf	ایلف	joy	0.156
organization	سازمان	joy	0.156
stroll	ټکول	joy	0.156
peppermint	مرچ	joy	0.156
break	ماتول	joy	0.156
chai	چا	joy	0.156
obtainable	ترلاسه کول	joy	0.156
bathtub	غسل	joy	0.156
advent	راغلی	joy	0.152
scifi	سکفي	joy	0.152
balm	بلم	joy	0.152
measured	اندازه شوې	joy	0.152
spaniel	سپینيیل	joy	0.145
tan	ټان	joy	0.141
ditty	ډیری	joy	0.141
bubble	بلبل	joy	0.141
simple	ساده	joy	0.141
oils	غوړي	joy	0.141
beer	بير	joy	0.141
green	شین	joy	0.137
buss	بکس	joy	0.136
books	کتابونه	joy	0.136
makingdisciples	NO TRANSLATION	joy	0.136
chow	چوت	joy	0.135
pitter	کڅوړه	joy	0.134
flows	وهل	joy	0.130
silence	خاموش	joy	0.127
roadster	سړک جوړونکی	joy	0.125
solitude	یووالي	joy	0.125
bookstore	کتابچه	joy	0.125
wine	دانګورو شراب	joy	0.125
circumstances	حالتونه	joy	0.125
japan	جاپان	joy	0.121
soak	ژړا	joy	0.121
wilderness	ونې	joy	0.121
priesthood	کښتۍ	joy	0.121
critical	نازک	joy	0.116
neutral	بې طرفه	joy	0.114
untie	ناڅاپي	joy	0.109
hunting	ښکار	joy	0.109
opera	اوپرا	joy	0.109
weight	وزن	joy	0.109
white	سپین	joy	0.109
sand	شګه	joy	0.109
wind	باد	joy	0.109
labor	کار	joy	0.106
classical	ټولګي	joy	0.106
affliction	تاوان	joy	0.103
lake	تاګ	joy	0.103
organ	سازمان	joy	0.094
dwelling	استوګنې	joy	0.094
tree	ونه	joy	0.090
pond	تالاب	joy	0.089
marrow	میرو	joy	0.078
latte	لټۍ	joy	0.078
sipping	کښته کول	joy	0.076
benign	بکسونه	joy	0.074
majority	اکثریت	joy	0.073
leaf	پاڼه	joy	0.065
troubles	ستونزې	joy	0.062
basketball	باسکیټبال	joy	0.062
explosions	چاودیدونکي توکي	joy	0.061
cream	کریم	joy	0.061
shepherd	شپې	joy	0.058
tuesday	سه شنبه	joy	0.047
turbulence	ناڅاپه	joy	0.045
calf	خوسکی	joy	0.040
hardship	سختۍ	joy	0.031
sixty	شپیته	joy	0.016
unhappiness	ناخوښۍ	joy	0.016
heartbreaking	زړورتیا	sadness	0.969
mourning	ماتم	sadness	0.969
tragic	غمجن	sadness	0.961
holocaust	هالوکوست	sadness	0.953
suicidal	ځان وژونکی	sadness	0.941
misery	بدبختۍ	sadness	0.938
massacre	وژنې	sadness	0.931
euthanasia	اتیتانیا	sadness	0.927
depression	خپګان	sadness	0.925
bereavement	خفه کول	sadness	0.922
grieving	غمونه	sadness	0.922
fatal	وژنه	sadness	0.922
bereaved	ژغورل شوی	sadness	0.920
devastation	تباه	sadness	0.917
death	مړینه	sadness	0.915
devastated	ویجاړ شوی	sadness	0.912
suicide	ځان وژنه	sadness	0.912
catastrophe	آفت وژونکی	sadness	0.911
horrifying	ډارونکی	sadness	0.907
tragedy	غم	sadness	0.906
depressing	خپګان	sadness	0.906
died	مړ شو	sadness	0.906
anguish	سختۍ	sadness	0.902
agony	ظلم	sadness	0.900
deadly	وژنه	sadness	0.898
weeping	ژړل	sadness	0.896
stillbirth	زیږون	sadness	0.891
deceased	مړ شوی	sadness	0.891
murderer	قاتل	sadness	0.877
devastating	ویجاړونکی	sadness	0.875
rape	جنسي تیري	sadness	0.875
cancer	سرطان	sadness	0.875
dying	مړه کيږي	sadness	0.875
sadness	غم	sadness	0.864
morbidity	ناروغۍ	sadness	0.864
crucifixion	مصرف	sadness	0.859
grief	غم	sadness	0.859
depressed	خپګان	sadness	0.859
traumatic	دردناک	sadness	0.859
atrocity	ظلم	sadness	0.859
execution	اعدام	sadness	0.859
abandonment	پرېښودل	sadness	0.859
perish	ويجاړ شئ	sadness	0.859
cadaver	کډوال	sadness	0.853
treachery	خیانت	sadness	0.848
betrayed	خيانت شوی	sadness	0.848
sad	خفه	sadness	0.844
destroyed	ویجاړ شوی	sadness	0.844
miserable	بدبخته	sadness	0.844
persecution	ځورونې	sadness	0.844
funeral	جنازه	sadness	0.844
slaughtering	وژنه	sadness	0.844
horrific	افسوس	sadness	0.844
homicide	وژنه	sadness	0.844
hopelessness	نا امیدۍ	sadness	0.844
grieve	غم	sadness	0.844
sorrow	غم	sadness	0.844
suffering	درد	sadness	0.844
murderous	وژنه	sadness	0.844
unhappiness	ناخوښۍ	sadness	0.839
crippled	ناڅاپه	sadness	0.836
bloodshed	وینې وینې	sadness	0.836
pained	درد	sadness	0.833
manslaughter	لاسي	sadness	0.833
carnage	غصب	sadness	0.833
unbearable	بې بنسټه	sadness	0.830
stillborn	زیږون	sadness	0.830
slavery	غلامۍ	sadness	0.828
torment	عذاب	sadness	0.828
sickness	ناروغۍ	sadness	0.828
enslaved	غلا شوی	sadness	0.828
casualty	مصطفی	sadness	0.828
morbid	مورد	sadness	0.828
murder	وژنه	sadness	0.828
mourn	ماتم	sadness	0.828
helplessness	بې وزلي	sadness	0.828
annihilation	تخفیف	sadness	0.828
abandoned	پرېښودل شوی	sadness	0.828
horrors	وحشتونه	sadness	0.828
mutilation	تنفس کول	sadness	0.828
annihilated	ضیاع شوی	sadness	0.828
miscarriage	ناراضۍ	sadness	0.824
starvation	وږې	sadness	0.819
killing	وژنه	sadness	0.812
failure	ناکامي	sadness	0.812
famine	قحط	sadness	0.812
distraught	ناڅاپه	sadness	0.812
childloss	NO TRANSLATION	sadness	0.812
burial	دفن	sadness	0.812
disgrace	خفه کول	sadness	0.812
cruelty	ظلم	sadness	0.812
despair	ناڅاپه	sadness	0.812
saddens	سیډن	sadness	0.812
oppression	ظلم	sadness	0.812
sadly	په خواشینۍ سره	sadness	0.812
mournful	ماتم	sadness	0.812
terrorism	ترهګري	sadness	0.812
heartache	د زړه درد	sadness	0.812
bloody	وینې	sadness	0.806
perishing	خرابول	sadness	0.804
inhumanity	غیر انساني	sadness	0.804
malignancy	بې رحمه	sadness	0.803
mortification	مړینه	sadness	0.802
sarcoma	سریمه	sadness	0.797
lifeless	بې وزله	sadness	0.797
perished	خراب شوی	sadness	0.797
dreadful	ډارونکی	sadness	0.797
devastate	ویجاړونکی	sadness	0.797
dreadfully	په زړه پورې	sadness	0.797
gallows	غوړونه	sadness	0.797
lethal	وژونکی	sadness	0.797
desolation	ويجاړتيا	sadness	0.797
kill	وژنه	sadness	0.797
slave	غلام	sadness	0.797
mortuary	هاوان	sadness	0.797
assassination	وژنه	sadness	0.797
leukemia	لیوکیمیا	sadness	0.797
brokenheart	NO TRANSLATION	sadness	0.792
banishment	جلاوطنۍ	sadness	0.790
afflict	زیان رسوي	sadness	0.789
disheartened	پرېښودل	sadness	0.788
bury	غلا کول	sadness	0.781
crying	ژړل	sadness	0.781
tumour	تومور	sadness	0.781
heartbreak	د زړه وهنه	sadness	0.781
desecration	توپان	sadness	0.781
demoralized	بې ځایه شوی	sadness	0.781
terrorize	تروریزم کول	sadness	0.781
die	NO TRANSLATION	sadness	0.773
lynch	لینچ	sadness	0.773
sufferer	ځورونکی	sadness	0.770
loneliness	نیکمرغي	sadness	0.766
cemetery	قبرستان	sadness	0.766
destitute	بې وزله	sadness	0.766
torture	شکنجې	sadness	0.766
abortion	سقط	sadness	0.766
diseased	ناروغ	sadness	0.766
condolence	خواخوږۍ	sadness	0.766
fatality	وژنه	sadness	0.766
dismemberment	ټوټه ټوټه	sadness	0.766
doomed	مات شوی	sadness	0.766
fearful	ویره	sadness	0.766
slayer	لرې	sadness	0.766
painfully	دردناک	sadness	0.758
moribund	موربند	sadness	0.758
disaster	ناورین	sadness	0.758
depress	خپګان	sadness	0.755
condemnation	غندنه	sadness	0.754
desperation	ناراض	sadness	0.750
hemorrhage	هډوکي	sadness	0.750
unhappy	ناخوښه	sadness	0.750
pandemic	پانډیمیک	sadness	0.750
corpse	مرکه	sadness	0.750
depressive	ناڅاپه	sadness	0.750
deplorable	ناڅاپه	sadness	0.750
defeated	مات شو	sadness	0.750
doomsday	قیامت	sadness	0.750
cry	رڼا	sadness	0.750
victimized	قربانی شوی	sadness	0.750
obliteration	لغوه کول	sadness	0.750
damnation	اختطاف	sadness	0.750
guilt	جرم	sadness	0.750
sickening	ناروغی	sadness	0.750
terrorist	ترهګر	sadness	0.750
sorrowful	غمجن	sadness	0.750
incest	انسټیټیوټ	sadness	0.750
painful	دردناک	sadness	0.750
abduction	اختطاف	sadness	0.750
regretful	افسوس	sadness	0.750
unfairness	ناپوهۍ	sadness	0.745
molestation	تاوان	sadness	0.744
exile	جلاوطني	sadness	0.742
abysmal	بې وزله	sadness	0.742
hellish	هیلوش	sadness	0.738
exterminate	ړنګول	sadness	0.736
earthquake	زلزلې	sadness	0.734
betrayal	خيانت	sadness	0.734
orphan	يتيم	sadness	0.734
slaughter	وژنه	sadness	0.734
disgraced	خپه شوی	sadness	0.734
battered	ويجاړ شوي	sadness	0.734
assassin	وژنه	sadness	0.734
horrid	خندا	sadness	0.734
miserably	په بده توګه	sadness	0.734
lonesome	نسکوره	sadness	0.734
morgue	مورګی	sadness	0.734
disastrous	ناورین	sadness	0.734
warfare	جګړه	sadness	0.734
destroying	تباه کول	sadness	0.734
homeless	بې کوره	sadness	0.734
listless	بې سارې	sadness	0.729
unfortunately	له بده مرغه	sadness	0.727
grave	قبر	sadness	0.727
emptiness	خفه	sadness	0.727
alienated	پاتې شوی	sadness	0.727
fraught	بې وزله	sadness	0.722
emaciated	ناجائز	sadness	0.719
malicious	ناوړه	sadness	0.719
atrophy	هوایی	sadness	0.719
cripple	نښې	sadness	0.719
ashamed	شرم	sadness	0.719
leprosy	تنفس	sadness	0.719
violently	سرغړونه	sadness	0.719
disheartening	له مینځه وړل	sadness	0.719
cried	ژړل	sadness	0.719
woe	خرابي	sadness	0.719
horror	ډار	sadness	0.719
heartless	بې زړه	sadness	0.719
forsaken	له منځه وړل	sadness	0.719
paralysis	پارلسيز	sadness	0.719
missing	ورک دی	sadness	0.719
danger	خطر	sadness	0.719
pain	درد	sadness	0.719
demise	مړینه	sadness	0.717
disgruntled	ناخوښه	sadness	0.712
rejected	رد کړه	sadness	0.712
sickly	ناروغ	sadness	0.712
violence	تاوتریخوالی	sadness	0.712
torn	ټوټه شوه	sadness	0.710
calamity	مصیبت	sadness	0.709
grim	ګرانه	sadness	0.708
grievous	غمجن	sadness	0.704
disfigured	بېلې شوې	sadness	0.703
punishing	سزا ورکول	sadness	0.703
extinct	ناڅاپي	sadness	0.703
meltdown	خټکی	sadness	0.703
oppressor	ظالمانه	sadness	0.703
deformed	ککړ شوی	sadness	0.703
slaughterhouse	وژنه	sadness	0.703
humiliate	سپکاوی وکړئ	sadness	0.703
inhuman	غیر انساني	sadness	0.703
decomposition	تخریب	sadness	0.703
suffocating	ماتول	sadness	0.703
hearse	واوره	sadness	0.703
incurable	مناسب	sadness	0.703
buried	ښخ شوی	sadness	0.703
paralyzed	ټوټه ټوټه شوه	sadness	0.703
carcinoma	کارکوما	sadness	0.703
deformity	ککړتیا	sadness	0.703
crushed	کښته شوی	sadness	0.703
isolate	جلا کول	sadness	0.703
tearful	خندا	sadness	0.703
abandon	پرېښودل	sadness	0.703
obit	د	sadness	0.703
strangle	اجنډا	sadness	0.703
victim	قرباني	sadness	0.703
isolation	جلا کول	sadness	0.703
lifesucks	ژوندۍ	sadness	0.700
hell	دوزخ	sadness	0.700
ruinous	ویجاړونکی	sadness	0.698
widow	کونډه	sadness	0.697
banish	بندیز	sadness	0.697
accursed	تکرار شوی	sadness	0.697
ruined	ویجاړ شوی	sadness	0.697
vanished	ویجاړ شوی	sadness	0.695
displaced	بې ځایه شوی	sadness	0.691
poverty	بې وزلۍ	sadness	0.690
hospice	هسپانوی	sadness	0.688
insanity	بې شرمۍ	sadness	0.688
depraved	خراب شوی	sadness	0.688
shooting	ډزې	sadness	0.688
stab	پټه	sadness	0.688
pathetic	زړه نازړه	sadness	0.688
foreveralone	د تل لپاره یوازې	sadness	0.688
dementia	ډمونډیا	sadness	0.688
travesty	تاوان	sadness	0.688
nohope	NO TRANSLATION	sadness	0.688
infidelity	بدبختۍ	sadness	0.688
epidemic	ایډیدیمیک	sadness	0.688
teary	تیري	sadness	0.688
widower	کونډه	sadness	0.688
terminal	ترمینځ	sadness	0.688
neglected	غفلت شوی	sadness	0.688
illness	ناروغۍ	sadness	0.688
regretting	خواړه	sadness	0.688
imprisoned	بندي شوی	sadness	0.688
hurtful	زیان رسوي	sadness	0.688
banished	منع شوي	sadness	0.688
hurt	ژوبل	sadness	0.688
deserted	ښخ شوي	sadness	0.688
hopeless	نا امیده	sadness	0.688
sob	NO TRANSLATION	sadness	0.688
loss	زیان	sadness	0.688
dismissal	رد کول	sadness	0.686
alienation	جغرافیه	sadness	0.685
hardship	سختۍ	sadness	0.685
choke	غلا	sadness	0.682
kidnap	تښتول	sadness	0.682
bleeding	وینې وینې	sadness	0.673
obituary	هټۍ	sadness	0.672
missingyou	NO TRANSLATION	sadness	0.672
disabled	معیوب	sadness	0.672
outcast	جلا کړئ	sadness	0.672
poison	زهر	sadness	0.672
abortive	بدبختی	sadness	0.672
gory	ګوری	sadness	0.672
disparage	توپیر	sadness	0.672
wail	ولې	sadness	0.672
malevolent	کمزوری	sadness	0.672
imprisonment	حبس	sadness	0.672
wretch	وریچ	sadness	0.672
feelingdown	NO TRANSLATION	sadness	0.672
wretched	خراب شوی	sadness	0.672
belittle	بېړه	sadness	0.672
punished	سزا ورکول	sadness	0.672
deprivation	محرومیت	sadness	0.672
evil	بد	sadness	0.672
coffin	کافین	sadness	0.672
woefully	په زړه پورې	sadness	0.672
decomposed	خراب شوي	sadness	0.672
frightful	ډارونکی	sadness	0.672
despairing	ناڅاپه	sadness	0.672
barren	بډره	sadness	0.670
poisoned	زه زهر شوی يم	sadness	0.667
executioner	اعدامونکی	sadness	0.667
disease	ناروغۍ	sadness	0.665
oppress	ظلم	sadness	0.664
disembodied	جلا شوي	sadness	0.660
tear	خوله	sadness	0.656
shitty	shitty	sadness	0.656
lamenting	خوله	sadness	0.656
ruin	ړنګول	sadness	0.656
weep	ژړل	sadness	0.656
lonely	يواځې	sadness	0.656
jail	زندان	sadness	0.656
steal	غلا کول	sadness	0.656
mangle	منګل	sadness	0.656
hate	نفرت	sadness	0.656
ailing	تاو	sadness	0.656
dreary	ډیری	sadness	0.656
bleak	خوله	sadness	0.656
polio	ګوزڼ	sadness	0.656
blighted	بده مرغه	sadness	0.656
casket	کاکیټ	sadness	0.656
demonic	شیطان	sadness	0.656
peril	خطر	sadness	0.656
carcass	غصب	sadness	0.653
beating	وهل	sadness	0.652
regretted	خواشین شوی	sadness	0.652
cowardice	بې وزله	sadness	0.652
disability	معلولیت لري	sadness	0.648
affliction	تاوان	sadness	0.645
poisonous	زهرجن	sadness	0.641
emergency	بیړني حالت	sadness	0.641
perilous	خطرناکه	sadness	0.641
awful	ډارونکی	sadness	0.641
terribly	ډیره	sadness	0.641
scourge	خفه کول	sadness	0.641
sinful	ګناهګار	sadness	0.641
stricken	سخت شوی	sadness	0.641
hatred	نفرت	sadness	0.641
powerless	بې وسه	sadness	0.641
termination	ختمول	sadness	0.641
exorcism	بهرنیزم	sadness	0.641
woeful	ناڅاپه	sadness	0.641
drown	ډوب	sadness	0.641
inequality	نابرابری	sadness	0.641
infertility	کمښت	sadness	0.641
incarceration	بندیز	sadness	0.641
failing	ناکامۍ	sadness	0.641
worry	اندیښنه	sadness	0.641
shroud	کفن	sadness	0.641
psychosis	رواني ناروغۍ	sadness	0.638
demolish	ړنګول	sadness	0.636
lament	ژمن	sadness	0.636
disappointed	ناڅاپه	sadness	0.636
dismay	ویره	sadness	0.636
burdensome	اوږد مهاله	sadness	0.634
shattered	ټوټه شوې ده	sadness	0.630
mausoleum	مقصود	sadness	0.630
gloom	ژړا	sadness	0.625
regret	افسوس	sadness	0.625
cursed	لعنت	sadness	0.625
impotence	بې خوبۍ	sadness	0.625
terminate	ختم کړئ	sadness	0.625
oppressive	ظالمانه	sadness	0.625
insurmountable	بې باوري	sadness	0.625
abuse	ناوړه ګټه اخیستنه	sadness	0.625
forlorn	ځنګل	sadness	0.625
tyrant	ظالم	sadness	0.625
disappointing	ناڅاپه	sadness	0.625
wound	زخم	sadness	0.625
demolished	ویجاړ شوی	sadness	0.625
palsy	پينځه	sadness	0.625
schizophrenia	schizophrenia	sadness	0.625
undesired	بې ځایه شوی	sadness	0.625
hurting	ژوبل	sadness	0.625
lost	ورک شوی	sadness	0.625
duress	پیوستون	sadness	0.625
bitterly	تیریږي	sadness	0.625
dishonor	بې شرمه	sadness	0.625
posthumous	په زړه پورې	sadness	0.625
wrecked	ټوټه شوې	sadness	0.625
deteriorate	خراب دی	sadness	0.625
divorce	طلاق	sadness	0.623
soulless	بده مرغه	sadness	0.623
melancholy	خټکی	sadness	0.621
cremation	وژنه	sadness	0.621
worried	اندیښنه	sadness	0.621
plight	سختۍ	sadness	0.621
forsake	ځنډول	sadness	0.621
bomb	بم	sadness	0.621
unforgiving	ناڅاپه	sadness	0.612
sepsis	سیپسس	sadness	0.611
irreparable	ناببره	sadness	0.609
sacrifices	قربانۍ	sadness	0.609
cruel	ظالمانه	sadness	0.609
dire	NO TRANSLATION	sadness	0.609
dilapidated	خراب وي	sadness	0.609
overwhelmed	غصب شوی	sadness	0.609
disparaging	توپیر	sadness	0.609
gore	ډوډۍ	sadness	0.609
injured	ټپیان	sadness	0.609
shameful	شرمنده	sadness	0.609
fearfully	له ډار سره	sadness	0.609
worthless	بې ارزښته	sadness	0.609
injure	ټپی کول	sadness	0.609
faithless	بې باوره	sadness	0.609
shatter	ټوټه ټوټه	sadness	0.609
degrading	خرابیدل	sadness	0.609
ugliness	غصب	sadness	0.609
subjugation	ضمیمه	sadness	0.609
debacle	مباحثه	sadness	0.609
shackle	ټوټه	sadness	0.609
disappoint	ناڅاپه	sadness	0.609
derogatory	ناڅاپه	sadness	0.609
languishing	ښکته	sadness	0.609
breakup	ماتول	sadness	0.609
alcoholism	شراب	sadness	0.609
excluded	بې برخې شوي	sadness	0.609
sinner	ګناهکار	sadness	0.609
crushing	کرشنگ	sadness	0.609
bankrupt	مباحثه	sadness	0.609
guilty	مجرم	sadness	0.609
curse	لعنت	sadness	0.608
alone	یوازې	sadness	0.600
robbery	غلا	sadness	0.600
anthrax	انټراکس	sadness	0.600
angst	زاویه	sadness	0.598
vendetta	ویډیټا	sadness	0.594
remorse	ځړول	sadness	0.594
prison	زندان	sadness	0.594
condolences	خواخوږۍ	sadness	0.594
chaos	ګډوډي	sadness	0.594
demon	شیطان	sadness	0.594
abyss	اوړه	sadness	0.594
contaminated	ککړ شوی	sadness	0.594
irreconcilable	ناقانونه کول	sadness	0.594
broken	مات شوی	sadness	0.594
offender	مجرم	sadness	0.594
nothingness	ننه	sadness	0.594
distress	مصیبت	sadness	0.594
ill	ناروغ	sadness	0.594
violation	سرغړونه	sadness	0.594
bawl	بایل	sadness	0.594
shame	شرم	sadness	0.594
disappointment	مايوسي	sadness	0.594
captivity	بندیز	sadness	0.594
