word	Igbo-ig	emotion	emotion-intensity-score
greeted	kelere	joy	0.516
brotherly	nwanne	joy	0.516
pride	mpako	joy	0.516
strengthening	ike	joy	0.516
aspire	chọọ	joy	0.516
abundant	otutu	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	obi ụtọ	joy	0.516
almighty	onye pụrụ ime ihe nile	joy	0.516
fancy	fancy	joy	0.516
zen	zen	joy	0.515
coronation	nyocha	joy	0.515
kudos	kudos	joy	0.515
vivid	doro anya	joy	0.515
leisure	ezumike	joy	0.515
complete	zuru	joy	0.515
cutie	ebipu	joy	0.515
newme	ọhụrụ	joy	0.515
familytime	oge ezinụlọ	joy	0.515
animated	agba ọsọ	joy	0.515
spirit	mmụọ	joy	0.515
thanking	ekele	joy	0.515
kid	nwa	joy	0.515
shining	enwu	joy	0.515
payday	ụbọchị ịkwụ ụgwọ	joy	0.515
princely	onyeisi	joy	0.515
reunited	weghachite	joy	0.515
therapeutic	ọgwụgwọ	joy	0.515
comfort	nkasi obi	joy	0.515
godly	Chineke	joy	0.514
marriage	alụmdi na nwunye	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	mmekọrịta	joy	0.514
spouse	nwunye	joy	0.507
intimately	nke ọma	joy	0.507
accomplish	mezuo	joy	0.500
excel	excel	joy	0.500
inviting	na-akpọ òkù	joy	0.500
meritorious	meritorious	joy	0.500
diamond	diamond	joy	0.500
nature	ọdịdị	joy	0.500
dignity	ebube	joy	0.500
family	ezinụlọ	joy	0.500
soulful	mkpụrụ obi	joy	0.500
charitable	ebere	joy	0.500
encourage	gbaa ume	joy	0.500
friends	ndị enyi	joy	0.500
satisfied	afọ ojuju	joy	0.500
welcoming	anabata	joy	0.500
healthy	ike	joy	0.500
surreal	surreal	joy	0.500
refreshed	nweta ume	joy	0.500
beach	osimiri	joy	0.500
motherhood	nne	joy	0.500
respect	nkwanye ùgwù	joy	0.500
gem	gem	joy	0.500
erotic	emetụ	joy	0.500
visionary	ọhụụ	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	nweta	joy	0.500
christ	Kris	joy	0.500
memorable	echefu echefu	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	nwa	joy	0.500
purr	purr	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	eziokwu	joy	0.500
bloom	oge ntoju	joy	0.500
carefree	enweghị nchegbu	joy	0.500
aura	Aga	joy	0.493
health	ahụ ike	joy	0.493
liberty	nnwere onwe	joy	0.486
approved	kwadoro	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	oasis	joy	0.486
rapture	owuwe	joy	0.485
engaging	arụ ọrụ	joy	0.485
crowning	okpueze	joy	0.485
aspiration	ọchịchọ	joy	0.485
prestige	ugwu	joy	0.485
crescendo	crescendo	joy	0.485
gentle	nwayọọ	joy	0.485
liberate	tọhapụ	joy	0.485
betrothed	mara ya	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	bounty	joy	0.485
privileged	ohere	joy	0.485
loyal	eguzosi ike n'ihe	joy	0.485
inseparable	enweghị ike	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	heyday	joy	0.484
trophy	agha	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	chioma	joy	0.484
creativity	creativity	joy	0.484
destiny	akara aka	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	transcendence	joy	0.484
bouquet	bouquet	joy	0.484
chocolate	chocolate	joy	0.484
aloha	ima	joy	0.484
yummy	yummy	joy	0.484
dream	nrọ	joy	0.484
desire	ọchịchọ	joy	0.484
boyfriend	enyi nwoke	joy	0.480
commemoration	ememe ncheta	joy	0.479
intelligence	ọgụgụ isi	joy	0.477
readiness	njikere	joy	0.473
friend	enyi	joy	0.471
enthusiast	obi ụtọ	joy	0.471
bride	nwunye	joy	0.471
lush	lush	joy	0.470
calming	na-egwu	joy	0.470
inheritance	nketa	joy	0.470
kiddo	kiddo	joy	0.470
massage	ịhịa aka n'ahụ	joy	0.470
tickle	akọrọ	joy	0.470
adventure	njem	joy	0.470
nostalgia	na-enweghị ọhụụ	joy	0.470
soothe	kwụsie ike	joy	0.470
goals	ihe mgbaru ọsọ	joy	0.469
luster	luster	joy	0.469
giving	inye	joy	0.469
princess	nwa eze	joy	0.469
heartily	obi	joy	0.469
benevolence	obiọma	joy	0.469
nurture	zụlite	joy	0.469
bridegroom	nwoke na-alụ nwanyị ọhụrụ	joy	0.469
eternal	ruo mgbe ebighị ebi	joy	0.469
pray	kpee ekpere	joy	0.469
getaway	pụọ	joy	0.469
humanitarian	ndi mmadu	joy	0.469
bonding	njikota	joy	0.469
rest	ezumike	joy	0.469
amicable	mma	joy	0.469
purring	ọcha	joy	0.469
pretty	mara mma	joy	0.469
child	nwa	joy	0.466
salutary	salutary	joy	0.465
invite	kpọọ	joy	0.457
reminiscing	na-echeta	joy	0.456
beam	osisi	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	ebe okpomọkụ	joy	0.455
aesthetics	aesthetics	joy	0.455
friday	friday	joy	0.455
elevation	elu	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	ememe	joy	0.455
mindfulness	uche	joy	0.455
hee	ya	joy	0.455
kindred	agbụrụ	joy	0.455
scholarship	agụmakwụkwọ	joy	0.455
befriend	bụrụ enyi	joy	0.455
commemorate	eme ememe ncheta	joy	0.453
allure	achọ	joy	0.453
faith	okwukwe	joy	0.453
forgiveness	mgbaghara	joy	0.453
scenery	ihe ngosi	joy	0.453
vindication	nkwenye	joy	0.453
waterfall	mmiri mmiri	joy	0.453
birth	amụ nwa	joy	0.453
noworries	enweghị nchekasị	joy	0.453
approve	kwado	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	njem	joy	0.447
meditation	ntụgharị uche	joy	0.446
relaxed	ezumike	joy	0.442
tranquil	udo	joy	0.441
weekend	izu ụka	joy	0.441
present	ugbu a	joy	0.441
tender	obi	joy	0.441
nostalgic	enweghị nsogbu	joy	0.439
prayer	ekpere	joy	0.439
sharing	ịkekọrịta	joy	0.439
esteem	dị mma	joy	0.439
lyrical	dị egwu	joy	0.439
righteousness	ezi omume	joy	0.439
share	ịkekọrịta	joy	0.438
husband	di	joy	0.438
life	ndụ	joy	0.438
sonnet	sonnet	joy	0.438
relief	enyemaka	joy	0.438
unbeaten	unbeaten	joy	0.438
newday	ụbọchị ọhụrụ	joy	0.438
meditate	tụgharịa uche	joy	0.438
mighty	dike	joy	0.438
eager	chọsie ike	joy	0.438
strength	ike	joy	0.438
warm	ọkụ	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	enyi	joy	0.427
oneness	ịdị n'otu	joy	0.426
unsurpassed	enweghị atụ	joy	0.424
ejaculation	ejaculation	joy	0.424
unconstrained	unconstrained	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	nrite	joy	0.424
amen	Amin	joy	0.424
candlelight	kandụl	joy	0.424
reverence	nsọpụrụ	joy	0.424
healthful	ahụ ike	joy	0.424
carols	carols	joy	0.424
sledding	sledding	joy	0.422
wealth	akụnụba	joy	0.422
graduation	ngụsị akwụkwọ	joy	0.422
frisky	ike	joy	0.422
energy	ike	joy	0.422
calmness	udo	joy	0.422
beginnings	mmalite	joy	0.422
safe	nchekwa	joy	0.422
musical	egwu	joy	0.422
symphony	nchịkọta	joy	0.422
lml	lml	joy	0.422
glitter	ewute	joy	0.422
ease	mfe	joy	0.422
helpful	aka	joy	0.422
soundness	soundness	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	nkwa	joy	0.415
reunite	zukọta	joy	0.414
salvation	nzọpụta	joy	0.412
mother	nne	joy	0.412
poems	ede uri	joy	0.412
inauguration	nraranye	joy	0.409
immaculate	edoghi oke	joy	0.409
lighten	mechie	joy	0.409
aromatherapy	aromatherapy	joy	0.409
travel	njem	joy	0.409
lavender	lavender	joy	0.409
purify	kpochapu	joy	0.409
clown	ncha	joy	0.409
star	kpakpando	joy	0.406
cash	ego	joy	0.406
heal	agwọ	joy	0.406
completing	emecha	joy	0.406
companion	enyi	joy	0.406
live	ndụ	joy	0.406
flowers	okooko osisi	joy	0.406
wishing	achọrọ	joy	0.406
charity	ọrụ ebere	joy	0.406
opportune	ekwesighi	joy	0.406
income	ego	joy	0.403
soul	mkpụrụ obi	joy	0.401
munchies	munchies	joy	0.400
indescribable	enweghị atụ	joy	0.397
progress	ọganihu	joy	0.397
emancipation	emancipation	joy	0.397
christian	Kraịst	joy	0.397
hammock	nkwutọ	joy	0.394
together	ọnụ	joy	0.394
equality	nha	joy	0.394
fullness	zuru	joy	0.394
picnic	ihe nkiri	joy	0.394
calm	udo	joy	0.394
childhood	n'oge nwata	joy	0.394
rhythmical	ihe omimi	joy	0.394
movies	ihe nkiri	joy	0.393
zealous	anụ ọkụ n'obi	joy	0.393
littlethings	ntakịrị ihe	joy	0.391
humanity	ndi mmadu	joy	0.391
starry	kpakpando	joy	0.391
playground	ebe egwuregwu	joy	0.391
adventures	ihe omimi	joy	0.391
meaningful	bara uru	joy	0.391
choir	choir	joy	0.391
affluence	ọgaranya	joy	0.391
warms	ọkụ	joy	0.391
goofy	goofy	joy	0.391
auspicious	enwe obi ụtọ	joy	0.391
gesture	mmegharị	joy	0.387
vow	nkwa	joy	0.382
shopping	ịzụ ahịa	joy	0.382
witty	isi	joy	0.382
communion	udo	joy	0.379
vibes	vibes	joy	0.379
worship	efe ofufe	joy	0.379
jump	nwuo	joy	0.379
reverend	Reverend	joy	0.377
advance	aga n'ihu	joy	0.375
beaches	osimiri	joy	0.375
youth	eto eto	joy	0.375
spirits	mmụọ	joy	0.375
simplicity	mfe	joy	0.375
full	zuru	joy	0.375
rising	ebili	joy	0.375
hymn	abụ	joy	0.375
unique	pụrụ iche	joy	0.375
redeemed	gbapụtara	joy	0.375
scenic	ihe nkiri	joy	0.375
mirth	ọchị	joy	0.375
courtship	emekọrita	joy	0.375
experience	ahụmahụ	joy	0.375
reunion	ezukọta	joy	0.375
sonorous	egwu	joy	0.375
unforgettable	echefughi	joy	0.375
baptismal	baptism	joy	0.368
alliance	mmekọrịta niile	joy	0.368
grant	nye	joy	0.366
conciliation	nkwekọrịta	joy	0.364
moonlight	ọnwa ìhè	joy	0.364
sanctification	ido nsọ	joy	0.364
improves	meziwanye	joy	0.364
improve	meziwanye	joy	0.364
pure	dị ọcha	joy	0.364
authentic	ezigbo	joy	0.364
kitten	nwa nwa	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	raspberries	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	ikwesị ntụkwasị obi	joy	0.359
feeling	mmetụta	joy	0.359
devotional	nraranye	joy	0.359
proficiency	ogo	joy	0.359
tinsel	tinsel	joy	0.359
revival	mmalite	joy	0.359
sanctify	doo nsọ	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	onwe	joy	0.359
cocoa	koko	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	dolphin	joy	0.348
choral	choral	joy	0.348
deliverance	nnapụta	joy	0.348
romp	romp	joy	0.348
roaring	na-eti mkpu	joy	0.348
melody	abụ olu ụtọ	joy	0.348
favor	ihu ọma	joy	0.348
unification	ịdị n'otu	joy	0.348
exceed	gafere	joy	0.348
purpose	nzube	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	ugbu a	joy	0.344
voluptuous	elu	joy	0.344
fruits	mkpụrụ osisi	joy	0.344
thx	t	joy	0.344
newstart	newstart	joy	0.344
manicure	ịkpụ aka	joy	0.344
date	ụbọchị	joy	0.344
kiddos	kiddos	joy	0.344
roadtrip	okporo ụzọ	joy	0.344
cookies	kuki	joy	0.344
hedonism	hedonism	joy	0.344
humble	dị umeala n'obi	joy	0.344
electric	eletrik	joy	0.344
pledge	nkwa	joy	0.344
celebrity	ama ama	joy	0.342
rhythm	ụda	joy	0.338
bridesmaid	nwa agbọghọ	joy	0.338
snowday	snowday	joy	0.333
young	eto eto	joy	0.333
coffee	kọfị	joy	0.333
edification	edozi	joy	0.333
obliging	iwu	joy	0.333
renovation	mmeghari ohuru	joy	0.333
familiarity	maara ihe	joy	0.333
garden	ubi	joy	0.333
spa	spa	joy	0.333
dawn	ụtụtụ	joy	0.333
connoisseur	connoisseur	joy	0.333
partner	enyi	joy	0.333
gazing	anya	joy	0.333
foodie	nri	joy	0.331
synchronize	mekọrịta	joy	0.329
tribulation	mkpagbu	joy	0.328
healing	agwọ ọrịa	joy	0.328
saint	saint	joy	0.328
chirping	chirping	joy	0.328
hobby	ihe omume ntụrụndụ	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	carol	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	Abụ ọma	joy	0.328
pedicure	ịkpụ ụkwụ	joy	0.328
amnesty	ntinye obi	joy	0.328
respite	oge	joy	0.324
mellow	mellow	joy	0.318
lazyday	NO TRANSLATION	joy	0.318
recreational	ntụrụndụ	joy	0.318
restorative	Ndozi	joy	0.318
cousins	ụmụ nwanne	joy	0.318
classics	akarị	joy	0.318
reconciliation	mmekorita	joy	0.316
dove	nduru	joy	0.312
living	ndụ	joy	0.312
presto	ebe obibi	joy	0.312
crafts	nkà	joy	0.312
recovery	mgbake	joy	0.312
woods	osisi	joy	0.312
sunset	ọdịda anyanwụ	joy	0.312
fitness	mma	joy	0.312
playhouse	ụlọ egwu	joy	0.312
superman	oke	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	amamihe	joy	0.312
deal	eme	joy	0.312
simplify	mee mfe	joy	0.312
lord	onyenwe	joy	0.312
sterling	ọ bụ	joy	0.312
progression	ọganihu	joy	0.312
relight	ndabere	joy	0.312
pony	pony	joy	0.312
infant	nwa	joy	0.309
improvement	mma	joy	0.309
absolution	ezighi ezi	joy	0.306
gently	jiri nwayọọ	joy	0.303
established	guzobere	joy	0.303
honest	eme ihe n'eziokwu	joy	0.303
decorating	adọrọ mma	joy	0.303
endless	adịghị agwụ agwụ	joy	0.303
banquet	oriri	joy	0.303
providing	inye	joy	0.300
mine	m	joy	0.297
fraternal	fraternal	joy	0.297
notable	ọwọrọiso	joy	0.297
feat	feat	joy	0.297
harvest	owuwe ihe ubi	joy	0.297
quaint	dị mma	joy	0.297
softly	nwayọ	joy	0.297
spiritual	nke ime mmụọ	joy	0.297
morals	omume ọma	joy	0.297
lounging	na-emechi ọnụ	joy	0.297
light	ìhè	joy	0.297
breeze	ikuku	joy	0.297
strolling	na-agagharị	joy	0.297
spending	emefu	joy	0.297
meditating	ịtụgharị uche	joy	0.297
joker	joker	joy	0.297
yearning	agụụ	joy	0.297
growth	eto	joy	0.297
fervor	ike	joy	0.295
quotes	okwu nko	joy	0.294
volunteer	wepụtara onwe ya	joy	0.294
psalms	Abụ ọma	joy	0.288
hippie	hippie	joy	0.288
gain	uru	joy	0.288
taoism	tao	joy	0.288
midwife	midwife	joy	0.288
resources	ihe onwunwe	joy	0.288
create	mepụta	joy	0.288
receiving	inweta	joy	0.287
ocean	oké osimiri	joy	0.286
snowfall	snowfall	joy	0.286
lsd	lsd	joy	0.286
hiking	njem	joy	0.283
chill	kpakpando	joy	0.281
truce	agha	joy	0.281
infinity	ebighi ebi	joy	0.281
toast	toast	joy	0.281
destination	ebe	joy	0.281
buddhist	buddhist	joy	0.281
rested	zuru ike	joy	0.281
candid	eziokwu	joy	0.281
evergreen	mgbe ọ bụla	joy	0.281
unwind	zoo	joy	0.281
buzzing	buzzing	joy	0.281
venerable	mara mma	joy	0.279
balance	edozi	joy	0.275
retirement	ezumike nká	joy	0.275
compensate	kwụọ ụgwọ	joy	0.273
swim	igwu mmiri	joy	0.273
drinks	ihe ọṅụṅụ	joy	0.273
devout	obi ebere	joy	0.273
buddha	buddha	joy	0.273
rapt	rapt	joy	0.273
fireplace	ọkụ ọkụ	joy	0.273
snowing	snowing	joy	0.271
sublimation	sublimation	joy	0.270
fruity	mkpụrụ	joy	0.268
humility	ịdị umeala n'obi	joy	0.266
paragon	paragon	joy	0.266
ministry	ozi	joy	0.266
sunday	sunday	joy	0.266
salute	kelee	joy	0.266
fortitude	obi ike	joy	0.266
whim	whim	joy	0.266
sun	anyanwụ	joy	0.266
sketching	nyocha	joy	0.266
waves	ebili mmiri	joy	0.266
buddhism	buddhism	joy	0.266
cathedral	katidral	joy	0.266
yoga	yoga	joy	0.266
artwork	arụ ọrụ	joy	0.265
practiced	eme	joy	0.264
clean	dị ọcha	joy	0.260
found	chọtara	joy	0.258
fitting	kwesịrị ekwesị	joy	0.258
immerse	mikpuo	joy	0.258
running	agba ọsọ	joy	0.258
clarity	doo anya	joy	0.258
food	nri	joy	0.258
exercise	mmega ahụ	joy	0.258
autumn	ụbịa	joy	0.254
ardent	ike	joy	0.250
fit	kwesịrị	joy	0.250
mountain	ugwu	joy	0.250
expedient	ngwa ngwa	joy	0.250
diary	ederede	joy	0.250
candles	kandụl	joy	0.250
outdoors	n'èzí	joy	0.250
chilled	chilled	joy	0.250
clap	kpoo	joy	0.250
contagious	na-efe efe	joy	0.250
chirp	chi	joy	0.250
morning	ụtụtụ	joy	0.250
visitor	ọbịa	joy	0.250
hardy	siri ike	joy	0.250
countryside	obodo	joy	0.250
undying	enweghị	joy	0.250
football	football	joy	0.250
advocacy	ntinye	joy	0.250
demonstrative	egosi	joy	0.250
cradle	nwa	joy	0.247
trance	ọhụụ	joy	0.246
breakfast	nri ụtụtụ	joy	0.242
grow	eto eto	joy	0.242
pay	akwụ ụgwọ	joy	0.242
preservative	onye nche	joy	0.242
intense	ike	joy	0.242
supremacy	elu	joy	0.242
church	ụka	joy	0.242
procession	nhazi	joy	0.242
consecration	nhazi	joy	0.235
lifetime	ndụ niile	joy	0.234
nursery	akwalite akwụkwọ	joy	0.234
humbled	eweda ala	joy	0.234
vote	ntuli aka	joy	0.234
incense	incense	joy	0.234
lyre	lyre	joy	0.234
candle	kandụl	joy	0.234
snowy	snowy	joy	0.234
doll	nwa bebi	joy	0.234
skiing	skiing	joy	0.234
ordination	nhazi	joy	0.234
art	nka	joy	0.234
salary	ụgwọ	joy	0.234
pastry	Nri	joy	0.229
firefly	ọkụfly	joy	0.227
chilling	chilling	joy	0.227
remedy	Ngwọta	joy	0.227
rescue	nnaputa	joy	0.225
camping	maa ụlọikwuu	joy	0.221
perspective	anya	joy	0.221
orchard	ubi ubi	joy	0.221
orchestra	igwe egwu	joy	0.221
possess	nwere	joy	0.219
castle	ụlọ	joy	0.219
lamb	nwa Atụrụ	joy	0.219
gardens	ubi	joy	0.219
breezy	ikuku	joy	0.219
mucis	NO TRANSLATION	joy	0.212
bouttime	mbido	joy	0.212
brisk	brisk	joy	0.212
countrymusic	NO TRANSLATION	joy	0.212
repay	kwụọ ụgwọ	joy	0.212
ribbon	mpempe akwụkwọ	joy	0.212
pho	pho	joy	0.212
reggae	reggae	joy	0.212
raindrops	raindrops	joy	0.212
listneing	NO TRANSLATION	joy	0.212
teach	akụzi	joy	0.212
nap	nap	joy	0.206
stillness	ịdị jụụ	joy	0.203
chant	abụ	joy	0.203
hire	akwụ ụgwọ	joy	0.203
vernal	vernal	joy	0.203
cove	anya	joy	0.203
uncontrollable	enweghị ike ịchịkwa	joy	0.203
legalized	iwu akwadoro	joy	0.203
unexpected	atụghị anya ya	joy	0.203
lights	ọkụ	joy	0.203
save	zọpụta	joy	0.200
atone	atone	joy	0.197
trees	osisi	joy	0.197
pastor	pastọ	joy	0.197
symmetry	ihe ngosi	joy	0.197
oneday	NO TRANSLATION	joy	0.197
scripture	Akwụkwọ Nsọ	joy	0.196
mountains	ugwu	joy	0.194
pathway	ụzọ	joy	0.188
walking	na-eje ije	joy	0.188
craziness	craziness	joy	0.188
soppy	soppy	joy	0.188
tea	tii	joy	0.188
quiet	jụụ	joy	0.188
forefathers	nna nna	joy	0.188
liquor	mmanya	joy	0.188
custom	omenala	joy	0.188
whiteness	ọcha	joy	0.188
sympathetic	enwe ọmịiko	joy	0.188
patient	ndidi	joy	0.186
dollhouse	ụlọ bebii	joy	0.182
bath	bat	joy	0.182
score	Akara	joy	0.182
movingon	mbugharị	joy	0.182
supporter	akwado	joy	0.180
accompaniment	egwu egwu	joy	0.179
pursuit	ịchụso	joy	0.176
outburst	iwe	joy	0.176
frosty	oyi	joy	0.174
workout	rụpụta	joy	0.172
closure	mmechi	joy	0.172
luncheon	nri ehihie	joy	0.172
service	ọrụ	joy	0.172
wintery	emeri	joy	0.172
wages	ụgwọ ọrụ	joy	0.169
civilized	mepere anya	joy	0.169
fain	NO TRANSLATION	joy	0.167
december	ọnwa	joy	0.167
acrobat	acrobat	joy	0.162
glide	na-agba ọsọ	joy	0.162
finally	n'ikpeazụ	joy	0.157
reproductive	ịmụ nwa	joy	0.156
elf	elf	joy	0.156
organization	nzukọ	joy	0.156
stroll	agbagharị	joy	0.156
peppermint	peppermint	joy	0.156
break	agbaji	joy	0.156
chai	chai	joy	0.156
obtainable	nweta	joy	0.156
bathtub	bathtub	joy	0.156
advent	abịa	joy	0.152
scifi	nyocha	joy	0.152
balm	balm	joy	0.152
measured	tụọ	joy	0.152
spaniel	spaniel	joy	0.145
tan	tan	joy	0.141
ditty	sịty	joy	0.141
bubble	afụ	joy	0.141
simple	dị mfe	joy	0.141
oils	mmanụ	joy	0.141
beer	biya	joy	0.141
green	akwụkwọ ndụ akwụkwọ ndụ	joy	0.137
buss	buss	joy	0.136
books	akwụkwọ	joy	0.136
makingdisciples	NO TRANSLATION	joy	0.136
chow	chow	joy	0.135
pitter	na-egbu egbu	joy	0.134
flows	na-asọ	joy	0.130
silence	gbachi nkịtị	joy	0.127
roadster	roadster	joy	0.125
solitude	ịnọ naanị	joy	0.125
bookstore	ụlọ ahịa akwụkwọ	joy	0.125
wine	mmanya	joy	0.125
circumstances	ọnọdụ	joy	0.125
japan	Japan	joy	0.121
soak	sook	joy	0.121
wilderness	ala ịkpa	joy	0.121
priesthood	ndị nchụàjà	joy	0.121
critical	dị egwu	joy	0.116
neutral	anọpụ iche	joy	0.114
untie	wepụ	joy	0.109
hunting	ịchụ nta	joy	0.109
opera	opera	joy	0.109
weight	arọ	joy	0.109
white	ọcha	joy	0.109
sand	ájá	joy	0.109
wind	ifufe	joy	0.109
labor	arụ ọrụ	joy	0.106
classical	oge gboo	joy	0.106
affliction	nsogbu	joy	0.103
lake	ọdọ	joy	0.103
organ	ngwa	joy	0.094
dwelling	obibi	joy	0.094
tree	osisi	joy	0.090
pond	ọdọ mmiri	joy	0.089
marrow	ụba	joy	0.078
latte	latté	joy	0.078
sipping	sipping	joy	0.076
benign	benign	joy	0.074
majority	ọtụtụ	joy	0.073
leaf	akwukwo	joy	0.065
troubles	nsogbu	joy	0.062
basketball	basketball	joy	0.062
explosions	mgbawa	joy	0.061
cream	ude	joy	0.061
shepherd	onye ọzụzụ atụrụ	joy	0.058
tuesday	mpụ	joy	0.047
turbulence	ọgba aghara	joy	0.045
calf	nwa ehi	joy	0.040
hardship	ihe isi ike	joy	0.031
sixty	iri isii	joy	0.016
unhappiness	enweghị obi ụtọ	joy	0.016
heartbreaking	obi mgbawa	sadness	0.969
mourning	iru uju	sadness	0.969
tragic	ọdachi	sadness	0.961
holocaust	ịchụ àjà	sadness	0.953
suicidal	igbu onwe ya	sadness	0.941
misery	nhụsianya	sadness	0.938
massacre	mgbuchapụ	sadness	0.931
euthanasia	euthanasia	sadness	0.927
depression	ịda mbà n'obi	sadness	0.925
bereavement	ọnwụ mmadụ	sadness	0.922
grieving	na-eru uju	sadness	0.922
fatal	egbu egbu	sadness	0.922
bereaved	ndị mmadụ nwụnahụrụ	sadness	0.920
devastation	mbibi	sadness	0.917
death	ọnwụ	sadness	0.915
devastated	bibiri	sadness	0.912
suicide	igbu onwe ya	sadness	0.912
catastrophe	ọdachi	sadness	0.911
horrifying	egwu	sadness	0.907
tragedy	ọdachi	sadness	0.906
depressing	enwe mwute	sadness	0.906
died	nwụrụ	sadness	0.906
anguish	nhụjuanya	sadness	0.902
agony	ahụhụ	sadness	0.900
deadly	egbu egbu	sadness	0.898
weeping	akwa ákwá	sadness	0.896
stillbirth	ị na-anwụ	sadness	0.891
deceased	onye nwụrụ	sadness	0.891
murderer	onye na-egbu ọchụ	sadness	0.877
devastating	ihe ojoo	sadness	0.875
rape	mmeko nwoke	sadness	0.875
cancer	cancer	sadness	0.875
dying	ọnwụ	sadness	0.875
sadness	mwute	sadness	0.864
morbidity	ezighi ezi	sadness	0.864
crucifixion	crucifixion	sadness	0.859
grief	iru újú	sadness	0.859
depressed	dara mbà n'obi	sadness	0.859
traumatic	traumatic	sadness	0.859
atrocity	atrocity	sadness	0.859
execution	egbu egbu	sadness	0.859
abandonment	agbahapụ	sadness	0.859
perish	bibie	sadness	0.859
cadaver	cadaver	sadness	0.853
treachery	aghụghọ	sadness	0.848
betrayed	raara onwe ya nye	sadness	0.848
sad	mwute	sadness	0.844
destroyed	ebibi	sadness	0.844
miserable	enweghi nsogbu	sadness	0.844
persecution	mkpagbu	sadness	0.844
funeral	olili	sadness	0.844
slaughtering	igbu egbu	sadness	0.844
horrific	egwu	sadness	0.844
homicide	igbu ọchụ	sadness	0.844
hopelessness	enweghị olileanya	sadness	0.844
grieve	na-eru újú	sadness	0.844
sorrow	iru uju	sadness	0.844
suffering	ahụhụ	sadness	0.844
murderous	igbu ọchụ	sadness	0.844
unhappiness	enweghị obi ụtọ	sadness	0.839
crippled	ndị dara mbà	sadness	0.836
bloodshed	ịwụfu ọbara	sadness	0.836
pained	iwe	sadness	0.833
manslaughter	igbu mmadu	sadness	0.833
carnage	mmebi	sadness	0.833
unbearable	egwu	sadness	0.830
stillborn	stillborn	sadness	0.830
slavery	ịgba ohu	sadness	0.828
torment	mmekpa ahụ	sadness	0.828
sickness	ọrịa	sadness	0.828
enslaved	ohu	sadness	0.828
casualty	enwe nsogbu	sadness	0.828
morbid	ihe ọjọọ	sadness	0.828
murder	igbu ọchụ	sadness	0.828
mourn	kwaa ákwá	sadness	0.828
helplessness	enweghị enyemaka	sadness	0.828
annihilation	mbibi	sadness	0.828
abandoned	agbahapụ	sadness	0.828
horrors	ihe egwu	sadness	0.828
mutilation	nbibi	sadness	0.828
annihilated	kpochapuru	sadness	0.828
miscarriage	ime ọpụpụ	sadness	0.824
starvation	agụụ	sadness	0.819
killing	igbu	sadness	0.812
failure	okpu	sadness	0.812
