word	Yoruba-yo	emotion	emotion-intensity-score
excel	tayo	joy	0.500
inviting	pe pe	joy	0.500
meritorious	ti o dara	joy	0.500
diamond	Diamond	joy	0.500
nature	iseda	joy	0.500
dignity	iyì	joy	0.500
family	ebi	joy	0.500
soulful	ọkàn ọkàn	joy	0.500
charitable	alaafia	joy	0.500
encourage	iwuri fun	joy	0.500
friends	awọn ọrẹ	joy	0.500
satisfied	itelorun	joy	0.500
welcoming	teabọ	joy	0.500
healthy	ni ilera	joy	0.500
surreal	lorireal	joy	0.500
refreshed	itura	joy	0.500
beach	eti okun	joy	0.500
motherhood	iya	joy	0.500
respect	ọwọ	joy	0.500
gem	Tiodaralopolopo	joy	0.500
erotic	ero	joy	0.500
visionary	iranran	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	ti ṣe	joy	0.500
christ	Kristi	joy	0.500
memorable	to ṣe iranti	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	Ọmọ	joy	0.500
purr	purr	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	otitọ	joy	0.500
bloom	Bloom	joy	0.500
carefree	alaigbọran	joy	0.500
aura	aura	joy	0.493
health	ilera	joy	0.493
liberty	ominira	joy	0.486
approved	ti a fọwọsi	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	oasis	joy	0.486
rapture	Igbasoke	joy	0.485
engaging	mimu	joy	0.485
crowning	crowning	joy	0.485
aspiration	aspiration	joy	0.485
prestige	ti o niyi	joy	0.485
crescendo	crescendo	joy	0.485
gentle	Onírẹlẹ	joy	0.485
liberate	ominira	joy	0.485
betrothed	ti gba ẹjọ	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	Aanu	joy	0.485
privileged	anfani	joy	0.485
loyal	otitọ	joy	0.485
inseparable	ti a ko le pin	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	heyday	joy	0.484
trophy	olowoiyebiye	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	orire	joy	0.484
creativity	àtinúdá	joy	0.484
destiny	Kadara	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	transcendence	joy	0.484
bouquet	oorun didun	joy	0.484
chocolate	chocolate	joy	0.484
aloha	alaafia	joy	0.484
yummy	yummy	joy	0.484
dream	ala	joy	0.484
desire	ifẹ	joy	0.484
boyfriend	ọmọkunrin	joy	0.480
commemoration	iranti isinmi	joy	0.479
intelligence	itetisi	joy	0.477
readiness	imurasilẹ	joy	0.473
friend	ore	joy	0.471
enthusiast	alakikanju	joy	0.471
bride	iyawo	joy	0.471
lush	ọti	joy	0.470
calming	calming	joy	0.470
inheritance	ogún	joy	0.470
kiddo	kiddo	joy	0.470
massage	ifọwọra	joy	0.470
tickle	ami-ami	joy	0.470
adventure	adventure	joy	0.470
nostalgia	nostalgia	joy	0.470
soothe	soothe	joy	0.470
goals	awọn afojusun	joy	0.469
luster	luster	joy	0.469
giving	fifun	joy	0.469
princess	Ọmọ-binrin ọba	joy	0.469
heartily	laanu	joy	0.469
benevolence	rere-rere	joy	0.469
nurture	ntọju	joy	0.469
bridegroom	ọkọ iyawo	joy	0.469
eternal	ayeraye	joy	0.469
pray	gbadura	joy	0.469
getaway	lọ kuro	joy	0.469
humanitarian	omoniyan eniyan	joy	0.469
bonding	imuduro	joy	0.469
rest	isinmi	joy	0.469
amicable	alaafia	joy	0.469
purring	purring	joy	0.469
pretty	lẹwa	joy	0.469
child	ọmọ	joy	0.466
salutary	salutary	joy	0.465
invite	pe	joy	0.457
reminiscing	mimujuto	joy	0.456
beam	tan ina	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	Tropical	joy	0.455
aesthetics	aesthetics	joy	0.455
friday	ọjọ oni	joy	0.455
elevation	igbega	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	ayeye	joy	0.455
mindfulness	mindfulness	joy	0.455
hee	gboo	joy	0.455
kindred	ibatan	joy	0.455
scholarship	sikolashipu	joy	0.455
befriend	jẹ ọrẹ	joy	0.455
commemorate	ṣe iranti	joy	0.453
allure	alara	joy	0.453
faith	igbagbọ	joy	0.453
forgiveness	idariji	joy	0.453
scenery	iwoye	joy	0.453
vindication	iṣeduro	joy	0.453
waterfall	isosile omi	joy	0.453
birth	ibimọ	joy	0.453
noworries	ko si wahala	joy	0.453
approve	fi ọwọ si	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	irin ajo	joy	0.447
meditation	iṣaro	joy	0.446
relaxed	ni ihuwasi	joy	0.442
tranquil	alaafia	joy	0.441
weekend	ìparí	joy	0.441
present	bayi	joy	0.441
tender	tutu	joy	0.441
nostalgic	nostalgic	joy	0.439
prayer	adura	joy	0.439
sharing	pinpin	joy	0.439
esteem	niyi	joy	0.439
lyrical	lyrical	joy	0.439
righteousness	ododo	joy	0.439
share	ipin	joy	0.438
husband	ọkọ	joy	0.438
life	aye	joy	0.438
sonnet	sonnet	joy	0.438
relief	iderun	joy	0.438
unbeaten	unbeaten	joy	0.438
newday	ọjọ tuntun	joy	0.438
meditate	ṣe àṣàrò	joy	0.438
mighty	alagbara	joy	0.438
eager	ni itara	joy	0.438
strength	agbara	joy	0.438
warm	loworo	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	ore	joy	0.427
oneness	isokan	joy	0.426
unsurpassed	unurpassed	joy	0.424
ejaculation	ejaculation	joy	0.424
unconstrained	unconstrained	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	agbalagba	joy	0.424
amen	Amin	joy	0.424
candlelight	abẹla	joy	0.424
reverence	ibowo	joy	0.424
healthful	ilera	joy	0.424
carols	awọn carols	joy	0.424
sledding	sledding	joy	0.422
wealth	oro	joy	0.422
graduation	ipari ẹkọ	joy	0.422
frisky	frisky	joy	0.422
energy	agbara	joy	0.422
calmness	alaafia	joy	0.422
beginnings	ibẹrẹ	joy	0.422
safe	ailewu	joy	0.422
musical	orin orin	joy	0.422
symphony	tẹnumọ	joy	0.422
lml	lml	joy	0.422
glitter	didi	joy	0.422
ease	irorun	joy	0.422
helpful	wulo	joy	0.422
soundness	didun	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	ileri	joy	0.415
reunite	igbimọ	joy	0.414
salvation	igbala	joy	0.412
mother	iya	joy	0.412
poems	awọn ewi	joy	0.412
inauguration	ipilẹṣẹ	joy	0.409
immaculate	immaculate	joy	0.409
lighten	lighten	joy	0.409
aromatherapy	aromatherapy	joy	0.409
travel	ajo	joy	0.409
lavender	Lafenda	joy	0.409
purify	wẹ wẹ	joy	0.409
clown	apanilerin	joy	0.409
star	Star	joy	0.406
cash	owo	joy	0.406
heal	larada	joy	0.406
completing	ipari	joy	0.406
companion	alabaṣepọ	joy	0.406
live	gbe	joy	0.406
flowers	awọn ododo	joy	0.406
wishing	O fẹ	joy	0.406
charity	alaafia	joy	0.406
opportune	nigbakugba	joy	0.406
income	owo oya	joy	0.403
soul	ọkàn	joy	0.401
munchies	munchies	joy	0.400
indescribable	ti ko le kọ	joy	0.397
progress	ilọsiwaju	joy	0.397
emancipation	emancipation	joy	0.397
christian	Kristiẹni	joy	0.397
hammock	Hammock	joy	0.394
together	papọ	joy	0.394
equality	Equality	joy	0.394
fullness	kikun	joy	0.394
picnic	pikiniki	joy	0.394
calm	tunu	joy	0.394
childhood	igba ewe	joy	0.394
rhythmical	rhythmical	joy	0.394
movies	sinima	joy	0.393
zealous	itara	joy	0.393
littlethings	awọn oṣuwọn	joy	0.391
humanity	eda eniyan	joy	0.391
starry	Starry	joy	0.391
playground	ibi-idaraya	joy	0.391
adventures	Awọn iworo	joy	0.391
meaningful	ti o ni itumọ	joy	0.391
choir	akorin	joy	0.391
affluence	affluence	joy	0.391
warms	warms	joy	0.391
goofy	goofy	joy	0.391
auspicious	aṣeyọri	joy	0.391
gesture	idari	joy	0.387
vow	ẹjẹ jẹ	joy	0.382
shopping	ohun tio wa	joy	0.382
witty	alatako	joy	0.382
communion	communion	joy	0.379
vibes	gbigbọn	joy	0.379
worship	ijosin	joy	0.379
jump	fo	joy	0.379
reverend	reverend	joy	0.377
advance	ilosiwaju	joy	0.375
beaches	etikun	joy	0.375
youth	ọdọ	joy	0.375
spirits	awọn ẹmi	joy	0.375
simplicity	ayedero	joy	0.375
full	kun	joy	0.375
rising	nyara	joy	0.375
hymn	orin orin	joy	0.375
unique	oto	joy	0.375
redeemed	rà pada	joy	0.375
scenic	iho-ilẹ	joy	0.375
mirth	didùn	joy	0.375
courtship	ajọṣepọ	joy	0.375
experience	iriri	joy	0.375
reunion	isopọpọ	joy	0.375
sonorous	alarinrin	joy	0.375
unforgettable	ailegbagbe	joy	0.375
baptismal	baptisi	joy	0.368
alliance	alakan	joy	0.368
grant	fifun	joy	0.366
conciliation	conciliation	joy	0.364
moonlight	moonlight	joy	0.364
sanctification	is] dimimü	joy	0.364
improves	ṣe	joy	0.364
improve	ṣatunṣe	joy	0.364
pure	funfun	joy	0.364
authentic	nile	joy	0.364
kitten	ọmọ ologbo	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	raspberries	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	ifaramọ	joy	0.359
feeling	rilara	joy	0.359
devotional	isinmi	joy	0.359
proficiency	pipe	joy	0.359
tinsel	tinsel	joy	0.359
revival	isoji	joy	0.359
sanctify	sọ di mimọ	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	ominira	joy	0.359
cocoa	koko	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	ẹja	joy	0.348
choral	choral	joy	0.348
deliverance	igbala	joy	0.348
romp	romp	joy	0.348
roaring	ró	joy	0.348
melody	orin aladun	joy	0.348
favor	ojurere	joy	0.348
unification	unification	joy	0.348
exceed	koja	joy	0.348
purpose	idi	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	Atilẹyin	joy	0.344
voluptuous	voluptuous	joy	0.344
fruits	unrẹrẹ	joy	0.344
thx	thx	joy	0.344
newstart	newstart	joy	0.344
manicure	eekanna	joy	0.344
date	ọjọ	joy	0.344
kiddos	kiddos	joy	0.344
roadtrip	opopona ọna	joy	0.344
cookies	kukisi	joy	0.344
hedonism	hedonism	joy	0.344
humble	onírẹlẹ	joy	0.344
electric	ina	joy	0.344
pledge	ògo	joy	0.344
celebrity	Amuludun	joy	0.342
rhythm	ilu	joy	0.338
bridesmaid	iyawobinrin	joy	0.338
snowday	ojo isinmi	joy	0.333
young	ọdọ	joy	0.333
coffee	kọfi	joy	0.333
edification	idasilẹ	joy	0.333
obliging	rọwọ	joy	0.333
renovation	atunṣe	joy	0.333
familiarity	imamọ	joy	0.333
garden	ọgba	joy	0.333
spa	Sipaa	joy	0.333
dawn	owurọ	joy	0.333
connoisseur	connoisseur	joy	0.333
partner	alabaṣepọ	joy	0.333
gazing	gazing	joy	0.333
foodie	ounje	joy	0.331
synchronize	muṣiṣẹ pọ	joy	0.329
tribulation	ipọnju	joy	0.328
healing	iwosan	joy	0.328
saint	mimo	joy	0.328
chirping	chirping	joy	0.328
hobby	ifisere	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	kọlu	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	Orin	joy	0.328
pedicure	pedicure	joy	0.328
amnesty	ifarada	joy	0.328
respite	isinmi	joy	0.324
mellow	mellow	joy	0.318
lazyday	NO TRANSLATION	joy	0.318
recreational	ohun idaraya	joy	0.318
restorative	isọdọtun	joy	0.318
cousins	awọn ibatan	joy	0.318
classics	Alailẹgbẹ	joy	0.318
reconciliation	ijaja	joy	0.316
dove	Eye Adaba	joy	0.312
living	ngbe	joy	0.312
presto	akọkọ	joy	0.312
crafts	iṣẹ ọnà	joy	0.312
recovery	imularada	joy	0.312
woods	igi	joy	0.312
sunset	Iwọoorun	joy	0.312
fitness	amọdaju	joy	0.312
playhouse	playhouse	joy	0.312
superman	Superman	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	ọgbọn	joy	0.312
deal	iṣowo	joy	0.312
simplify	simplify	joy	0.312
lord	oluwa	joy	0.312
sterling	ọdun mẹta	joy	0.312
progression	ilosiwaju	joy	0.312
relight	relight	joy	0.312
pony	pony	joy	0.312
infant	ìkókó	joy	0.309
improvement	ilọsiwaju	joy	0.309
absolution	absolution	joy	0.306
gently	rọra	joy	0.303
established	ti iṣeto	joy	0.303
honest	ooto	joy	0.303
decorating	Ṣiṣẹda	joy	0.303
endless	ailopin	joy	0.303
banquet	aseye	joy	0.303
providing	pese	joy	0.300
mine	mi	joy	0.297
fraternal	fraternal	joy	0.297
notable	ohun akiyesi	joy	0.297
feat	pẹlu	joy	0.297
harvest	ikore	joy	0.297
quaint	quaint	joy	0.297
softly	jẹun	joy	0.297
spiritual	ẹmí	joy	0.297
morals	awọn iwa	joy	0.297
lounging	lounging	joy	0.297
light	ina	joy	0.297
breeze	afẹfẹ	joy	0.297
strolling	lilọ kiri	joy	0.297
spending	lilo	joy	0.297
meditating	iṣaro	joy	0.297
joker	joker	joy	0.297
yearning	iponju	joy	0.297
growth	Idagba	joy	0.297
fervor	fervor	joy	0.295
quotes	awin	joy	0.294
volunteer	iyọọda	joy	0.294
psalms	psalmu	joy	0.288
hippie	hippie	joy	0.288
gain	ere	joy	0.288
taoism	idaniloju	joy	0.288
midwife	agbẹbi	joy	0.288
resources	awọn ohun elo	joy	0.288
create	ṣẹda	joy	0.288
receiving	gba	joy	0.287
ocean	omi okun	joy	0.286
snowfall	snowfall	joy	0.286
lsd	lsd	joy	0.286
hiking	irin-ajo	joy	0.283
chill	eru biba	joy	0.281
truce	ẹda	joy	0.281
infinity	ailopin	joy	0.281
toast	tositi	joy	0.281
destination	ibi ti nlo	joy	0.281
buddhist	buddhist	joy	0.281
rested	jẹ isinmi	joy	0.281
candid	olootu	joy	0.281
evergreen	evergreen	joy	0.281
unwind	aifọwọyi	joy	0.281
buzzing	buzzing	joy	0.281
venerable	ti o pọju	joy	0.279
balance	iwontunwonsi	joy	0.275
retirement	feyinti	joy	0.275
compensate	san owo san	joy	0.273
swim	we	joy	0.273
drinks	awọn ohun mimu	joy	0.273
devout	olufokansin	joy	0.273
buddha	buddha	joy	0.273
rapt	rapt	joy	0.273
fireplace	ibudana	joy	0.273
snowing	sno	joy	0.271
sublimation	igbasilẹ	joy	0.270
fruity	fruity	joy	0.268
humility	irẹlẹ	joy	0.266
paragon	paragon	joy	0.266
ministry	Ihinrere	joy	0.266
sunday	sunday	joy	0.266
salute	O ṣeun	joy	0.266
fortitude	igboya	joy	0.266
whim	whim	joy	0.266
sun	oorun	joy	0.266
sketching	sita	joy	0.266
waves	igbi omi	joy	0.266
buddhism	buddhism	joy	0.266
cathedral	Katidira	joy	0.266
yoga	yoga	joy	0.266
artwork	iṣẹ-ọnà	joy	0.265
practiced	ti a ṣe	joy	0.264
clean	o mọ	joy	0.260
found	ri	joy	0.258
fitting	yẹ	joy	0.258
immerse	tẹmi	joy	0.258
running	nṣiṣẹ	joy	0.258
clarity	wípé	joy	0.258
food	ounjẹ	joy	0.258
exercise	ere idaraya	joy	0.258
autumn	Igba Irẹdanu Ewe	joy	0.254
ardent	alaafia	joy	0.250
fit	dada	joy	0.250
mountain	oke	joy	0.250
expedient	ṣafani	joy	0.250
diary	iwe ito iṣẹlẹ	joy	0.250
candles	awọn abẹla	joy	0.250
outdoors	ni awọn gbagede	joy	0.250
chilled	chilled	joy	0.250
clap	pipin	joy	0.250
contagious	ran	joy	0.250
chirp	tẹ	joy	0.250
morning	owurọ	joy	0.250
visitor	alejo	joy	0.250
hardy	hardy	joy	0.250
countryside	igberiko	joy	0.250
undying	laisi	joy	0.250
football	bọọlu	joy	0.250
advocacy	agbero	joy	0.250
demonstrative	afihan	joy	0.250
cradle	jojolo	joy	0.247
trance	Tiran	joy	0.246
breakfast	ounjẹ owurọ	joy	0.242
grow	dagba	joy	0.242
pay	sanwo	joy	0.242
preservative	aṣoju	joy	0.242
intense	intense	joy	0.242
supremacy	iṣeduro	joy	0.242
church	ijo	joy	0.242
procession	ilọsiwaju	joy	0.242
consecration	ifi-ara-mimọ	joy	0.235
lifetime	igbesi aye	joy	0.234
nursery	nọsìrì	joy	0.234
humbled	silẹ	joy	0.234
vote	Idibo	joy	0.234
incense	turari	joy	0.234
lyre	lyre	joy	0.234
candle	abẹla	joy	0.234
snowy	sno	joy	0.234
doll	omolankidi	joy	0.234
skiing	sikiini	joy	0.234
ordination	igbasilẹ	joy	0.234
art	aworan	joy	0.234
salary	oya	joy	0.234
pastry	àkàrà	joy	0.229
firefly	firefly	joy	0.227
chilling	chilling	joy	0.227
remedy	atunṣe	joy	0.227
rescue	igbala	joy	0.225
camping	ipago	joy	0.221
perspective	irisi	joy	0.221
orchard	Orchard	joy	0.221
orchestra	Ẹgbẹ onilu	joy	0.221
possess	gba	joy	0.219
castle	kasulu	joy	0.219
lamb	ọdọ aguntan	joy	0.219
gardens	Ọgba	joy	0.219
breezy	afẹfẹ	joy	0.219
mucis	NO TRANSLATION	joy	0.212
bouttime	akoko idojukọ	joy	0.212
brisk	brisk	joy	0.212
countrymusic	NO TRANSLATION	joy	0.212
repay	san	joy	0.212
ribbon	ribbon	joy	0.212
pho	pho	joy	0.212
reggae	reggae	joy	0.212
raindrops	raindrops	joy	0.212
listneing	NO TRANSLATION	joy	0.212
teach	kọ ẹkọ	joy	0.212
nap	nap	joy	0.206
stillness	isinmi	joy	0.203
chant	korin	joy	0.203
hire	ọwẹ	joy	0.203
vernal	vernal	joy	0.203
cove	ṣojukokoro	joy	0.203
uncontrollable	alailopanibajẹ	joy	0.203
legalized	ti ṣe ofin	joy	0.203
unexpected	airotẹlẹ	joy	0.203
lights	imọlẹ	joy	0.203
save	fi	joy	0.200
atone	atone	joy	0.197
trees	igi	joy	0.197
pastor	Aguntan	joy	0.197
symmetry	iṣeduro	joy	0.197
oneday	NO TRANSLATION	joy	0.197
scripture	mimọ	joy	0.196
mountains	awọn oke-nla	joy	0.194
pathway	ọna ọna	joy	0.188
walking	rinrin	joy	0.188
craziness	craziness	joy	0.188
soppy	soppy	joy	0.188
tea	tii	joy	0.188
quiet	idakẹjẹ	joy	0.188
forefathers	awọn baba	joy	0.188
liquor	ọti-lile	joy	0.188
custom	aṣa	joy	0.188
whiteness	funfun	joy	0.188
sympathetic	alaafia	joy	0.188
patient	alaisan	joy	0.186
dollhouse	dollhouse	joy	0.182
bath	wẹ	joy	0.182
score	O wole	joy	0.182
movingon	ontesiwaju	joy	0.182
supporter	alatilẹyin	joy	0.180
accompaniment	igbasilẹ	joy	0.179
pursuit	ifojusi	joy	0.176
outburst	outburst	joy	0.176
frosty	frosty	joy	0.174
workout	ṣee ṣe	joy	0.172
closure	Bíbo	joy	0.172
luncheon	luncheon	joy	0.172
service	iṣẹ	joy	0.172
wintery	wintery	joy	0.172
wages	owo-owo	joy	0.169
civilized	ọlaju	joy	0.169
fain	NO TRANSLATION	joy	0.167
december	ọjọ aṣalẹ	joy	0.167
acrobat	acrobat	joy	0.162
glide	Gidun	joy	0.162
finally	nipari	joy	0.157
reproductive	ibisi	joy	0.156
elf	elf	joy	0.156
organization	agbari	joy	0.156
stroll	stroll	joy	0.156
peppermint	atamint	joy	0.156
break	adehun	joy	0.156
chai	NO TRANSLATION	joy	0.156
obtainable	ti o gba	joy	0.156
bathtub	yara iwẹ	joy	0.156
advent	dide	joy	0.152
scifi	scifi	joy	0.152
balm	balm	joy	0.152
measured	tiwọn	joy	0.152
spaniel	spaniel	joy	0.145
tan	Tan	joy	0.141
ditty	sọty	joy	0.141
bubble	o ti nkuta	joy	0.141
simple	rọrun	joy	0.141
oils	epo	joy	0.141
beer	Oti bia	joy	0.141
green	alawọ ewe	joy	0.137
buss	buss	joy	0.136
books	awọn iwe	joy	0.136
makingdisciples	NO TRANSLATION	joy	0.136
chow	chow	joy	0.135
pitter	faramọ	joy	0.134
flows	ṣiṣan	joy	0.130
silence	ipalọlọ	joy	0.127
roadster	roadster	joy	0.125
solitude	ailewu	joy	0.125
bookstore	ile-iwe ipamọ	joy	0.125
wine	waini	joy	0.125
circumstances	awọn ayidayida	joy	0.125
japan	Japan	joy	0.121
soak	Sook	joy	0.121
wilderness	aginjù	joy	0.121
priesthood	alufaa	joy	0.121
critical	pataki	joy	0.116
neutral	didoju	joy	0.114
untie	tú	joy	0.109
hunting	sode	joy	0.109
opera	opera	joy	0.109
weight	iwuwo	joy	0.109
white	funfun	joy	0.109
sand	iyanrin	joy	0.109
wind	afẹfẹ	joy	0.109
labor	laala	joy	0.106
classical	kilasika	joy	0.106
affliction	ipọnju	joy	0.103
lake	lake	joy	0.103
organ	eto ara	joy	0.094
dwelling	n gbe	joy	0.094
tree	igi	joy	0.090
pond	omi ikudu	joy	0.089
marrow	ọra	joy	0.078
latte	latte	joy	0.078
sipping	sipping	joy	0.076
benign	alaafia	joy	0.074
majority	topoju	joy	0.073
leaf	bunkun	joy	0.065
troubles	awọn iṣoro	joy	0.062
basketball	bọọlu inu agbọn	joy	0.062
explosions	bugbamu	joy	0.061
cream	ipara	joy	0.061
shepherd	oluṣọ-agutan	joy	0.058
tuesday	ọjọ-ọjọ	joy	0.047
turbulence	ipọnju	joy	0.045
calf	Oníwúrà	joy	0.040
hardship	wahala	joy	0.031
sixty	ọgọta	joy	0.016
unhappiness	aibanujẹ	joy	0.016
heartbreaking	ibanujẹ	sadness	0.969
mourning	ọfọ	sadness	0.969
tragic	iṣẹlẹ	sadness	0.961
holocaust	iworo	sadness	0.953
suicidal	suicidal	sadness	0.941
misery	ibanujẹ	sadness	0.938
massacre	ipakupa	sadness	0.931
euthanasia	euthanasia	sadness	0.927
depression	şuga	sadness	0.925
bereavement	bereavement	sadness	0.922
grieving	ibanujẹ	sadness	0.922
fatal	apani	sadness	0.922
bereaved	ti o ku	sadness	0.920
devastation	iparun	sadness	0.917
death	iku	sadness	0.915
devastated	ti papọ	sadness	0.912
suicide	igbẹmi ara ẹni	sadness	0.912
catastrophe	iparun	sadness	0.911
horrifying	ẹru	sadness	0.907
tragedy	ajalu	sadness	0.906
depressing	depressing	sadness	0.906
died	kú	sadness	0.906
anguish	irora	sadness	0.902
agony	irora	sadness	0.900
deadly	oloro	sadness	0.898
weeping	ẹkun	sadness	0.896
stillbirth	tunbirin	sadness	0.891
deceased	ti ku	sadness	0.891
murderer	apaniyan	sadness	0.877
devastating	ipanu pupo	sadness	0.875
rape	ifipabanilopo	sadness	0.875
cancer	akàn	sadness	0.875
dying	ku	sadness	0.875
sadness	ibanuje	sadness	0.864
morbidity	idaabobo	sadness	0.864
crucifixion	agbelebu	sadness	0.859
grief	ibinujẹ	sadness	0.859
depressed	nre	sadness	0.859
traumatic	ipalara	sadness	0.859
atrocity	atrocity	sadness	0.859
execution	ipaniyan	sadness	0.859
abandonment	abandonment	sadness	0.859
perish	ṣegbe	sadness	0.859
cadaver	ipalara	sadness	0.853
treachery	ẹtan	sadness	0.848
betrayed	fifun	sadness	0.848
sad	ibanujẹ	sadness	0.844
destroyed	run	sadness	0.844
miserable	ibanujẹ	sadness	0.844
persecution	inunibini	sadness	0.844
funeral	isinku	sadness	0.844
slaughtering	ipaniyan	sadness	0.844
horrific	ẹru	sadness	0.844
homicide	homicide	sadness	0.844
hopelessness	ireti	sadness	0.844
grieve	ṣe ibanujẹ	sadness	0.844
sorrow	ibanuje	sadness	0.844
suffering	ijiya	sadness	0.844
murderous	apaniyan	sadness	0.844
unhappiness	aibanujẹ	sadness	0.839
crippled	ti rọ	sadness	0.836
bloodshed	ẹjẹ	sadness	0.836
pained	irora	sadness	0.833
manslaughter	apaniyan	sadness	0.833
carnage	awọn oniroyin	sadness	0.833
unbearable	alaafia	sadness	0.830
stillborn	stillborn	sadness	0.830
slavery	ifiwo	sadness	0.828
torment	ibanujẹ	sadness	0.828
sickness	aisan	sadness	0.828
enslaved	ṣe ẹrú	sadness	0.828
casualty	idaniloju	sadness	0.828
morbid	morbid	sadness	0.828
murder	ipaniyan	sadness	0.828
mourn	ṣọfọ	sadness	0.828
helplessness	aidlessness	sadness	0.828
annihilation	annihilation	sadness	0.828
abandoned	abandoned	sadness	0.828
horrors	awọn ibanujẹ	sadness	0.828
mutilation	ipalara	sadness	0.828
annihilated	annihilated	sadness	0.828
miscarriage	aiṣedede	sadness	0.824
starvation	ebi	sadness	0.819
killing	pipa	sadness	0.812
failure	ikuna	sadness	0.812
famine	iyan	sadness	0.812
distraught	distraught	sadness	0.812
childloss	NO TRANSLATION	sadness	0.812
burial	isinku	sadness	0.812
disgrace	itiju	sadness	0.812
cruelty	ìkà	sadness	0.812
despair	ibanujẹ	sadness	0.812
saddens	saddens	sadness	0.812
oppression	irẹjẹ	sadness	0.812
sadly	ibanuje	sadness	0.812
mournful	ṣọfọ	sadness	0.812
terrorism	ipanilaya	sadness	0.812
heartache	ibanujẹ	sadness	0.812
bloody	itajesile	sadness	0.806
perishing	sisun	sadness	0.804
inhumanity	inhumanity	sadness	0.804
malignancy	malignancy	sadness	0.803
mortification	mortification	sadness	0.802
sarcoma	sarcoma	sadness	0.797
lifeless	ailopin	sadness	0.797
perished	ti ṣègbé	sadness	0.797
dreadful	ẹru	sadness	0.797
devastate	apaniyan	sadness	0.797
dreadfully	ẹru	sadness	0.797
gallows	gala	sadness	0.797
lethal	apaniyan	sadness	0.797
desolation	iparun	sadness	0.797
kill	pa	sadness	0.797
slave	ẹrú	sadness	0.797
mortuary	Ile-igbọran	sadness	0.797
assassination	ipaniyan	sadness	0.797
leukemia	aisan lukimia	sadness	0.797
brokenheart	NO TRANSLATION	sadness	0.792
banishment	gbigbe oko	sadness	0.790
afflict	ni ipọnju	sadness	0.789
disheartened	aibanujẹ	sadness	0.788
bury	sin	sadness	0.781
crying	kigbe	sadness	0.781
tumour	tumọ	sadness	0.781
heartbreak	ibanujẹ	sadness	0.781
desecration	desecration	sadness	0.781
demoralized	ti iṣan	sadness	0.781
terrorize	terrize	sadness	0.781
die	NO TRANSLATION	sadness	0.773
lynch	Lynch	sadness	0.773
sufferer	to wa	sadness	0.770
loneliness	loneliness	sadness	0.766
cemetery	itẹ oku	sadness	0.766
destitute	alaini	sadness	0.766
torture	iwa ipọnju	sadness	0.766
abortion	iṣẹyun	sadness	0.766
diseased	ailera	sadness	0.766
condolence	alaafia	sadness	0.766
fatality	fatality	sadness	0.766
dismemberment	aiṣedeede	sadness	0.766
