word	Hawaiian-haw	emotion	emotion-intensity-score
dawn	kakahiaka	joy	0.333
connoisseur	ka meaʻike	joy	0.333
partner	hoa	joy	0.333
gazing	e nānā ana	joy	0.333
foodie	foodie	joy	0.331
synchronize	hoʻolālā	joy	0.329
tribulation	pilikia	joy	0.328
healing	ho'ōla	joy	0.328
saint	hemolele	joy	0.328
chirping	ke kaniʻana	joy	0.328
hobby	mea hoʻokipa	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	mele	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	oli	joy	0.328
pedicure	ke pihi	joy	0.328
amnesty	hoʻomalu	joy	0.328
respite	hoʻomaha	joy	0.324
mellow	mellow	joy	0.318
lazyday	NO TRANSLATION	joy	0.318
recreational	pāʻani	joy	0.318
restorative	hoʻoponopono hou	joy	0.318
cousins	nā hoahānau	joy	0.318
classics	nā papa	joy	0.318
reconciliation	hana hou	joy	0.316
dove	ka manu nūnū	joy	0.312
living	ola	joy	0.312
presto	mua	joy	0.312
crafts	ʻoihana	joy	0.312
recovery	hoʻopakele	joy	0.312
woods	hale	joy	0.312
sunset	hāʻule	joy	0.312
fitness	maikaʻi	joy	0.312
playhouse	hale pāʻani	joy	0.312
superman	ke aliʻi	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	akamai	joy	0.312
deal	hana	joy	0.312
simplify	e hoʻonui	joy	0.312
lord	haku	joy	0.312
sterling	Kau	joy	0.312
progression	ka holomua	joy	0.312
relight	hilinaʻi	joy	0.312
pony	pony	joy	0.312
infant	keikiʻuʻuku	joy	0.309
improvement	maikaʻi	joy	0.309
absolution	haʻalele	joy	0.306
gently	mālie	joy	0.303
established	i hoʻokumuʻia	joy	0.303
honest	ʻoiaʻiʻo	joy	0.303
decorating	hoʻoponopono	joy	0.303
endless	pauʻole	joy	0.303
banquet	pāʻina	joy	0.303
providing	hoʻolako	joy	0.300
mine	koʻu	joy	0.297
fraternal	ke alahele	joy	0.297
notable	kaulana	joy	0.297
feat	feat	joy	0.297
harvest	kaʻohi	joy	0.297
quaint	kūpono	joy	0.297
softly	me ka haʻahaʻa	joy	0.297
spiritual	ʻuhane	joy	0.297
morals	maikaʻi	joy	0.297
lounging	ke lounging	joy	0.297
light	mālamalama	joy	0.297
breeze	makani	joy	0.297
strolling	e holoholo ana	joy	0.297
spending	hoʻolimalima	joy	0.297
meditating	e noʻonoʻo ana	joy	0.297
joker	hauʻoli	joy	0.297
yearning	makemake	joy	0.297
growth	ka ulu	joy	0.297
fervor	koa	joy	0.295
quotes	nā hua'ōlelo	joy	0.294
volunteer	manawaleʻa	joy	0.294
psalms	psalms	joy	0.288
hippie	hippie	joy	0.288
gain	loaʻa	joy	0.288
taoism	manaʻo	joy	0.288
midwife	palekeiki	joy	0.288
resources	nā kumu waiwai	joy	0.288
create	hana	joy	0.288
receiving	loaʻa	joy	0.287
ocean	moana, kai	joy	0.286
snowfall	kaheʻana	joy	0.286
lsd	lsd	joy	0.286
hiking	hika	joy	0.283
chill	'ō'ō	joy	0.281
truce	ʻoiaʻiʻo	joy	0.281
infinity	pauʻole	joy	0.281
toast	ka palaoa	joy	0.281
destination	hopena	joy	0.281
buddhist	kāpena	joy	0.281
rested	hoʻomaha	joy	0.281
candid	makemake	joy	0.281
evergreen	alana	joy	0.281
unwind	ʻaʻaʻole	joy	0.281
buzzing	ʻoho	joy	0.281
venerable	nui loa	joy	0.279
balance	pale	joy	0.275
retirement	hoʻomaha	joy	0.275
compensate	e uku	joy	0.273
swim	ʻauʻau	joy	0.273
drinks	mea inu	joy	0.273
devout	haipule	joy	0.273
buddha	buddha	joy	0.273
rapt	rapt	joy	0.273
fireplace	hale ahi	joy	0.273
snowing	ka hau	joy	0.271
sublimation	nā hoʻohaʻahaʻa	joy	0.270
fruity	nā hua	joy	0.268
humility	haʻahaʻa	joy	0.266
paragon	pākuʻi	joy	0.266
ministry	ʻoihana	joy	0.266
sunday	Lāpule	joy	0.266
salute	aloha	joy	0.266
fortitude	ikaika	joy	0.266
whim	whim	joy	0.266
sun	ka lā	joy	0.266
sketching	ke kiʻi	joy	0.266
waves	nā nalu	joy	0.266
buddhism	Hoʻomana Buda	joy	0.266
cathedral	halepule	joy	0.266
yoga	yoga	joy	0.266
artwork	hana hana	joy	0.265
practiced	hana	joy	0.264
clean	'oʻemaʻe	joy	0.260
found	Loaʻa	joy	0.258
fitting	kūpono	joy	0.258
immerse	e hoʻopiha	joy	0.258
running	e holo ana	joy	0.258
clarity	mālamalama	joy	0.258
food	ka meaʻai	joy	0.258
exercise	hana	joy	0.258
autumn	ke kau	joy	0.254
ardent	nā mea koʻikoʻi	joy	0.250
fit	kūpono	joy	0.250
mountain	mauna	joy	0.250
expedient	kūpono	joy	0.250
diary	diary	joy	0.250
candles	kukui	joy	0.250
outdoors	ma waho	joy	0.250
chilled	ua liʻiliʻi	joy	0.250
clap	pāʻani	joy	0.250
contagious	pīpī	joy	0.250
chirp	hi	joy	0.250
morning	kakahiaka	joy	0.250
visitor	malihini	joy	0.250
hardy	paʻakikī	joy	0.250
countryside	aina	joy	0.250
undying	e waiho ana	joy	0.250
football	pāʻani	joy	0.250
advocacy	kūkā	joy	0.250
demonstrative	hōʻikeʻike	joy	0.250
cradle	pīpī	joy	0.247
trance	hiʻi	joy	0.246
breakfast	ʻo ka kakahiaka	joy	0.242
grow	ulu	joy	0.242
pay	uku	joy	0.242
preservative	hale hoʻomalu	joy	0.242
intense	ikaika	joy	0.242
supremacy	kiʻekiʻe	joy	0.242
church	halepule	joy	0.242
procession	māhele	joy	0.242
consecration	hoʻolaʻaʻana	joy	0.235
lifetime	ola	joy	0.234
nursery	ke kula hānai	joy	0.234
humbled	haʻahaʻa	joy	0.234
vote	ke koho	joy	0.234
incense	ka meaʻala	joy	0.234
lyre	lyre	joy	0.234
candle	kukui	joy	0.234
snowy	ʻeleʻele	joy	0.234
doll	puolo	joy	0.234
skiing	hika	joy	0.234
ordination	hoʻohui	joy	0.234
art	ʻoihana	joy	0.234
salary	uku	joy	0.234
pastry	ka pāʻina	joy	0.229
firefly	ke ahi	joy	0.227
chilling	hōʻalu	joy	0.227
remedy	hoʻoponopono	joy	0.227
rescue	hoʻopakele	joy	0.225
camping	hoʻomoana	joy	0.221
perspective	ʻike	joy	0.221
orchard	māla	joy	0.221
orchestra	paha	joy	0.221
possess	loaʻa	joy	0.219
castle	ka hale kākela	joy	0.219
lamb	keiki hipa	joy	0.219
gardens	nā māla	joy	0.219
breezy	pākī	joy	0.219
mucis	NO TRANSLATION	joy	0.212
bouttime	ka manawa	joy	0.212
brisk	ʻoliʻoli	joy	0.212
countrymusic	NO TRANSLATION	joy	0.212
repay	hoʻihoʻi	joy	0.212
ribbon	ke kani	joy	0.212
pho	pho	joy	0.212
reggae	reggae	joy	0.212
raindrops	nā kahawai	joy	0.212
listneing	NO TRANSLATION	joy	0.212
teach	aʻo	joy	0.212
nap	nap	joy	0.206
stillness	maikaʻi	joy	0.203
chant	oli	joy	0.203
hire	uku	joy	0.203
vernal	vernal	joy	0.203
cove	ka hao	joy	0.203
uncontrollable	ʻaʻohe kūpono	joy	0.203
legalized	hoʻoponoʻia	joy	0.203
unexpected	ʻikeʻoleʻia	joy	0.203
lights	kukui	joy	0.203
save	mālama	joy	0.200
atone	e kala	joy	0.197
trees	nā lāʻau	joy	0.197
pastor	kahunapule	joy	0.197
symmetry	hōʻailona	joy	0.197
oneday	NO TRANSLATION	joy	0.197
scripture	palapala hemolele	joy	0.196
mountains	mauna	joy	0.194
pathway	alanui	joy	0.188
walking	hele	joy	0.188
craziness	ka pīpī	joy	0.188
soppy	Pau	joy	0.188
tea	tea	joy	0.188
quiet	noho mālie	joy	0.188
forefathers	nā kūpuna	joy	0.188
liquor	wai	joy	0.188
custom	maʻamau	joy	0.188
whiteness	keʻokeʻo	joy	0.188
sympathetic	aloha	joy	0.188
patient	maʻi	joy	0.186
dollhouse	hale pani	joy	0.182
bath	kaʻauʻau	joy	0.182
score	heluʻai	joy	0.182
movingon	hele	joy	0.182
supporter	kākoʻo	joy	0.180
accompaniment	ka pāʻani	joy	0.179
pursuit	huli	joy	0.176
outburst	kūlana	joy	0.176
frosty	nui	joy	0.174
workout	hoʻoikaika kino	joy	0.172
closure	ka pani	joy	0.172
luncheon	luncheon	joy	0.172
service	lawelawe	joy	0.172
wintery	lanakila	joy	0.172
wages	uku	joy	0.169
civilized	ʻikeʻia	joy	0.169
fain	NO TRANSLATION	joy	0.167
december	Kekemapa	joy	0.167
acrobat	hoʻopiʻi	joy	0.162
glide	hoʻopili	joy	0.162
finally	i ka hopena	joy	0.157
reproductive	hoʻoponopono	joy	0.156
elf	elf	joy	0.156
organization	hui	joy	0.156
stroll	hele wāwae	joy	0.156
peppermint	pepamint	joy	0.156
break	make	joy	0.156
chai	ka chai	joy	0.156
obtainable	hiki ke loaʻa	joy	0.156
bathtub	kaʻauʻau	joy	0.156
advent	hele mai	joy	0.152
scifi	ʻike	joy	0.152
balm	pama	joy	0.152
measured	ana	joy	0.152
spaniel	ākea	joy	0.145
tan	pā	joy	0.141
ditty	ʻoiaʻiʻo	joy	0.141
bubble	hoʻopuka	joy	0.141
simple	māmā	joy	0.141
oils	aila	joy	0.141
beer	ka bera	joy	0.141
green	ʻōmaʻomaʻo	joy	0.137
buss	ke kumu	joy	0.136
books	nā puke	joy	0.136
makingdisciples	NO TRANSLATION	joy	0.136
chow	i ke koho	joy	0.135
pitter	pute	joy	0.134
flows	kahe	joy	0.130
silence	noho mālie	joy	0.127
roadster	alanui alanui	joy	0.125
solitude	noho kaʻawale	joy	0.125
bookstore	hale kūʻai puke	joy	0.125
wine	waina	joy	0.125
circumstances	nā kūlana	joy	0.125
japan	Iapana	joy	0.121
soak	haʻalulu	joy	0.121
wilderness	wao nahele	joy	0.121
priesthood	oihana kahuna	joy	0.121
critical	mea koʻikoʻi	joy	0.116
neutral	kūʻole	joy	0.114
untie	wehe	joy	0.109
hunting	huli	joy	0.109
opera	opera	joy	0.109
weight	ke kaumaha	joy	0.109
white	keʻokeʻo	joy	0.109
sand	one	joy	0.109
wind	makani	joy	0.109
labor	hana	joy	0.106
classical	ma keʻano maʻamau	joy	0.106
affliction	pilikia	joy	0.103
lake	lake	joy	0.103
organ	'ōpona	joy	0.094
dwelling	noho	joy	0.094
tree	kumulāʻau	joy	0.090
pond	loko	joy	0.089
marrow	ka momona	joy	0.078
latte	latte	joy	0.078
sipping	kāpili	joy	0.076
benign	kauā	joy	0.074
majority	ka nui	joy	0.073
leaf	lau	joy	0.065
troubles	nā pilikia	joy	0.062
basketball	basketball	joy	0.062
explosions	nā pāhaʻi	joy	0.061
cream	kapi	joy	0.061
shepherd	kahu hipa	joy	0.058
tuesday	Pōʻalua	joy	0.047
turbulence	haunaele	joy	0.045
calf	keiki bipi	joy	0.040
hardship	pilikia	joy	0.031
sixty	kanaono	joy	0.016
unhappiness	pōʻino	joy	0.016
heartbreaking	haohao	sadness	0.969
mourning	kūmākena	sadness	0.969
tragic	pōʻino	sadness	0.961
holocaust	holo kuni	sadness	0.953
suicidal	ke suicidal	sadness	0.941
misery	pōʻino	sadness	0.938
massacre	luku	sadness	0.931
euthanasia	euthanasia	sadness	0.927
depression	pilikia	sadness	0.925
bereavement	ke kaumaha	sadness	0.922
grieving	ke kaumaha	sadness	0.922
fatal	make	sadness	0.922
bereaved	ua kanikau	sadness	0.920
devastation	ka pōʻino	sadness	0.917
death	make	sadness	0.915
devastated	ua pōʻino	sadness	0.912
suicide	ke pepehi kanaka	sadness	0.912
catastrophe	ka pōʻino	sadness	0.911
horrifying	weliweli	sadness	0.907
tragedy	pōʻino	sadness	0.906
depressing	ke kaumaha	sadness	0.906
died	ua make	sadness	0.906
anguish	eha	sadness	0.902
agony	eha	sadness	0.900
deadly	make	sadness	0.898
weeping	uē	sadness	0.896
stillbirth	nā keiki hānau	sadness	0.891
deceased	ka mea i make	sadness	0.891
murderer	pepehi kanaka	sadness	0.877
devastating	nā pōʻino	sadness	0.875
rape	raina	sadness	0.875
cancer	ka maʻi kanulau	sadness	0.875
dying	make	sadness	0.875
sadness	ke kaumaha	sadness	0.864
morbidity	ka pōʻino	sadness	0.864
crucifixion	kauʻia	sadness	0.859
grief	i ke kaumaha	sadness	0.859
depressed	ua kaumaha	sadness	0.859
traumatic	traumatic	sadness	0.859
atrocity	paʻaʻole	sadness	0.859
execution	hopena	sadness	0.859
abandonment	ka haʻalele	sadness	0.859
perish	e make	sadness	0.859
cadaver	hoʻopili	sadness	0.853
treachery	hoʻopunipuni	sadness	0.848
betrayed	e kumakaia	sadness	0.848
sad	kaumaha	sadness	0.844
destroyed	ua wāwahiʻia	sadness	0.844
miserable	pōʻino	sadness	0.844
persecution	hoʻomaʻamaʻa	sadness	0.844
funeral	kanu hoʻolewa	sadness	0.844
slaughtering	pepehi kanaka	sadness	0.844
horrific	nui	sadness	0.844
homicide	ka pepehi kanaka	sadness	0.844
hopelessness	hopeʻole	sadness	0.844
grieve	e kaumaha	sadness	0.844
sorrow	ke kaumaha	sadness	0.844
suffering	pilikia	sadness	0.844
murderous	pepehi kanaka	sadness	0.844
unhappiness	pōʻino	sadness	0.839
crippled	ua maʻi	sadness	0.836
bloodshed	i ke koko	sadness	0.836
pained	eha	sadness	0.833
manslaughter	ke kanaka pepehi kanaka	sadness	0.833
carnage	ka make	sadness	0.833
unbearable	ʻoluʻoluʻole	sadness	0.830
stillborn	ke keiki	sadness	0.830
slavery	ke kauā	sadness	0.828
torment	eha	sadness	0.828
sickness	maʻi	sadness	0.828
enslaved	hoʻokauwā	sadness	0.828
casualty	ka pōʻino	sadness	0.828
morbid	hoʻopilikia	sadness	0.828
murder	pepehi kanaka	sadness	0.828
mourn	e uwē	sadness	0.828
helplessness	ke kōkuaʻole	sadness	0.828
annihilation	luku	sadness	0.828
abandoned	haʻaleleʻia	sadness	0.828
horrors	nā mea weliweli	sadness	0.828
mutilation	kaʻokiʻana	sadness	0.828
annihilated	lukuʻia	sadness	0.828
miscarriage	ke kuhihewa	sadness	0.824
starvation	pōloli	sadness	0.819
killing	pepehi	sadness	0.812
failure	nele	sadness	0.812
famine	ʻo ka wī	sadness	0.812
distraught	pilikia	sadness	0.812
childloss	NO TRANSLATION	sadness	0.812
burial	kanu	sadness	0.812
disgrace	hilahila	sadness	0.812
cruelty	hanaʻino	sadness	0.812
despair	pōʻino	sadness	0.812
saddens	nā moe	sadness	0.812
oppression	ka hoʻoluhi	sadness	0.812
sadly	me ke kaumaha	sadness	0.812
mournful	e uwē ana	sadness	0.812
terrorism	nā hoʻokūkū	sadness	0.812
heartache	puʻuwai	sadness	0.812
bloody	koko	sadness	0.806
perishing	e make ana	sadness	0.804
inhumanity	hōʻino	sadness	0.804
malignancy	hewa	sadness	0.803
mortification	hoʻopōʻino	sadness	0.802
sarcoma	sarcoma	sadness	0.797
lifeless	olaʻole	sadness	0.797
perished	ua make	sadness	0.797
dreadful	weliweli	sadness	0.797
devastate	e wāwahiʻia	sadness	0.797
dreadfully	weliweli	sadness	0.797
gallows	ke olokeʻa	sadness	0.797
lethal	pepehi	sadness	0.797
desolation	neoneo	sadness	0.797
kill	pepehi	sadness	0.797
slave	kauā	sadness	0.797
mortuary	ka make	sadness	0.797
assassination	pepehi kanaka	sadness	0.797
leukemia	leukemia	sadness	0.797
brokenheart	NO TRANSLATION	sadness	0.792
banishment	ke kipakuʻia	sadness	0.790
afflict	e pilikia ana	sadness	0.789
disheartened	ʻehaʻeha	sadness	0.788
bury	kanu	sadness	0.781
crying	uē	sadness	0.781
tumour	ka nui	sadness	0.781
heartbreak	puʻuwai	sadness	0.781
desecration	hewa	sadness	0.781
demoralized	ia	sadness	0.781
terrorize	weliweli	sadness	0.781
die	NO TRANSLATION	sadness	0.773
lynch	keki	sadness	0.773
sufferer	maʻi	sadness	0.770
loneliness	lelowale	sadness	0.766
cemetery	ka ilili	sadness	0.766
destitute	nele	sadness	0.766
torture	ka hoʻomāinoino	sadness	0.766
abortion	hāpai i ka'ōpū	sadness	0.766
diseased	maʻi	sadness	0.766
condolence	hōʻoluʻolu	sadness	0.766
fatality	ka momona	sadness	0.766
dismemberment	kaʻawale	sadness	0.766
doomed	e hoʻopaʻi	sadness	0.766
fearful	makaʻu	sadness	0.766
slayer	pepehi kanaka	sadness	0.766
painfully	me kaʻoluʻolu	sadness	0.758
moribund	moribund	sadness	0.758
disaster	ka pōʻino	sadness	0.758
depress	pōʻino	sadness	0.755
condemnation	hoohewa	sadness	0.754
desperation	kūlanalana	sadness	0.750
hemorrhage	ʻo ka hemorrhage	sadness	0.750
unhappy	pōʻino	sadness	0.750
pandemic	pīpī	sadness	0.750
corpse	ke kupapau	sadness	0.750
depressive	ke kaumaha	sadness	0.750
deplorable	nā meaʻino	sadness	0.750
defeated	ua kua	sadness	0.750
doomsday	halaʻole	sadness	0.750
cry	e uwē	sadness	0.750
victimized	ka mea i hanaʻia	sadness	0.750
obliteration	hōʻehaʻeha	sadness	0.750
damnation	hoʻoponopono	sadness	0.750
guilt	hewa	sadness	0.750
sickening	maʻi	sadness	0.750
terrorist	weliweli	sadness	0.750
sorrowful	ke kaumaha	sadness	0.750
incest	kuhi	sadness	0.750
painful	eha	sadness	0.750
abduction	laweʻia	sadness	0.750
regretful	mihi	sadness	0.750
unfairness	kūponoʻole	sadness	0.745
molestation	ʻo ka molestation	sadness	0.744
exile	lawe pio	sadness	0.742
abysmal	pīhoihoi	sadness	0.742
hellish	Kehena	sadness	0.738
exterminate	e hoʻopau	sadness	0.736
earthquake	ka honua	sadness	0.734
betrayal	ke kumakaia	sadness	0.734
orphan	keikiʻole	sadness	0.734
slaughter	pepehi	sadness	0.734
disgraced	hōʻinoʻia	sadness	0.734
battered	ua paʻi	sadness	0.734
assassin	pepehi kanaka	sadness	0.734
horrid	weliweli	sadness	0.734
miserably	ino	sadness	0.734
lonesome	maikaʻi	sadness	0.734
morgue	morgue	sadness	0.734
disastrous	pilikia	sadness	0.734
warfare	kaua	sadness	0.734
destroying	e luku ana	sadness	0.734
homeless	homeless	sadness	0.734
listless	ʻoluʻoluʻole	sadness	0.729
unfortunately	akā	sadness	0.727
grave	ka lua	sadness	0.727
emptiness	makehewa	sadness	0.727
alienated	malihini	sadness	0.727
fraught	nui	sadness	0.722
emaciated	emaciated	sadness	0.719
malicious	maikaʻi	sadness	0.719
atrophy	ke atrophy	sadness	0.719
cripple	pupule	sadness	0.719
ashamed	hilahila	sadness	0.719
leprosy	ka maʻi lepera	sadness	0.719
violently	ikaika	sadness	0.719
disheartening	e kaumaha	sadness	0.719
cried	kāhea akula	sadness	0.719
woe	auwē	sadness	0.719
horror	weliweli	sadness	0.719
heartless	naʻaupō	sadness	0.719
forsaken	ua haʻaleleʻia	sadness	0.719
paralysis	maʻi'ōpū	sadness	0.719
missing	ʻikeʻia	sadness	0.719
danger	pilikia	sadness	0.719
pain	eha	sadness	0.719
demise	make	sadness	0.717
disgruntled	hoʻopiʻi	sadness	0.712
rejected	ua hōʻoleʻia	sadness	0.712
sickly	maʻi	sadness	0.712
violence	ka hanaʻino	sadness	0.712
torn	kahaehaeʻia	sadness	0.710
calamity	pōʻino	sadness	0.709
grim	nui	sadness	0.708
grievous	nui	sadness	0.704
disfigured	hōʻole	sadness	0.703
punishing	e hoʻopaʻi	sadness	0.703
extinct	e hoʻopauʻia	sadness	0.703
meltdown	meltdown	sadness	0.703
oppressor	kaʻenemi	sadness	0.703
deformed	hoʻopōʻino	sadness	0.703
slaughterhouse	kauhale	sadness	0.703
humiliate	e hoʻohaʻahaʻa	sadness	0.703
inhuman	hōʻino	sadness	0.703
decomposition	nā wāwae	sadness	0.703
suffocating	make	sadness	0.703
hearse	lohe	sadness	0.703
incurable	he meaʻaiʻole	sadness	0.703
buried	kanuʻia	sadness	0.703
paralyzed	maʻi'ōpū	sadness	0.703
carcinoma	ka carcinoma	sadness	0.703
deformity	maʻi	sadness	0.703
crushed	i paʻi	sadness	0.703
isolate	kaʻawale	sadness	0.703
tearful	haʻalulu	sadness	0.703
abandon	haʻalele	sadness	0.703
obit	obit	sadness	0.703
strangle	kāleka	sadness	0.703
victim	ka mea i paʻi	sadness	0.703
isolation	ke kaʻawale	sadness	0.703
lifesucks	nā hanana	sadness	0.700
hell	hehena	sadness	0.700
ruinous	ʻo ka luku	sadness	0.698
widow	wahine pouaru	sadness	0.697
banish	e kue	sadness	0.697
accursed	e hōʻinoʻia	sadness	0.697
ruined	ua wāwahiʻia	sadness	0.697
vanished	ua hala	sadness	0.695
displaced	ua haʻaleleʻia	sadness	0.691
poverty	nele	sadness	0.690
hospice	halemai	sadness	0.688
insanity	naʻaupō	sadness	0.688
depraved	pōʻino	sadness	0.688
shooting	ke kākoʻo	sadness	0.688
stab	ala	sadness	0.688
pathetic	hoʻopono	sadness	0.688
foreveralone	meha mau a mau	sadness	0.688
dementia	dementia	sadness	0.688
travesty	ke akamai	sadness	0.688
nohope	NO TRANSLATION	sadness	0.688
infidelity	hōʻole	sadness	0.688
epidemic	maʻi	sadness	0.688
teary	keary	sadness	0.688
widower	wahine wahine make	sadness	0.688
terminal	ka palena	sadness	0.688
neglected	ua haʻaleleʻia	sadness	0.688
illness	maʻi	sadness	0.688
regretting	mihi	sadness	0.688
imprisoned	e paʻahaoʻia	sadness	0.688
hurtful	ʻeha	sadness	0.688
banished	ua hoʻokuʻuʻia	sadness	0.688
hurt	ʻeha	sadness	0.688
deserted	ua haʻalele	sadness	0.688
hopeless	ʻO ka hopeʻole	sadness	0.688
sob	NO TRANSLATION	sadness	0.688
loss	make	sadness	0.688
dismissal	hoʻokuʻu	sadness	0.686
alienation	ke kūkā	sadness	0.685
hardship	pilikia	sadness	0.685
choke	e'ō'ō	sadness	0.682
kidnap	hōʻiliʻili	sadness	0.682
bleeding	kaheʻana	sadness	0.673
obituary	ka maʻi make	sadness	0.672
missingyou	NO TRANSLATION	sadness	0.672
disabled	pilikia	sadness	0.672
outcast	ua hoʻokaeʻia	sadness	0.672
poison	kaona	sadness	0.672
abortive	hoʻopunipuni	sadness	0.672
gory	'ōpū	sadness	0.672
disparage	disparage	sadness	0.672
wail	e uwē	sadness	0.672
malevolent	nā poʻe malihini	sadness	0.672
imprisonment	hoopaahao	sadness	0.672
wretch	hewa	sadness	0.672
feelingdown	NO TRANSLATION	sadness	0.672
wretched	pōʻino	sadness	0.672
belittle	ke kuhi	sadness	0.672
punished	hoʻopaʻi	sadness	0.672
deprivation	nele	sadness	0.672
evil	hewa	sadness	0.672
coffin	ka pahu	sadness	0.672
woefully	auwē	sadness	0.672
decomposed	pio	sadness	0.672
frightful	weliweli	sadness	0.672
despairing	despairing	sadness	0.672
barren	pā	sadness	0.670
poisoned	kaona	sadness	0.667
executioner	ka mea pepehi	sadness	0.667
disease	maʻi	sadness	0.665
oppress	hoʻokaumaha	sadness	0.664
disembodied	hoʻokuʻuʻia	sadness	0.660
tear	kaehae	sadness	0.656
shitty	kūkā	sadness	0.656
lamenting	uwē	sadness	0.656
ruin	make	sadness	0.656
weep	e uwē	sadness	0.656
lonely	wale	sadness	0.656
jail	hale paʻa	sadness	0.656
steal	eʻaihue	sadness	0.656
mangle	mangle	sadness	0.656
hate	inaina	sadness	0.656
ailing	maʻi	sadness	0.656
dreary	ana	sadness	0.656
bleak	hōʻino	sadness	0.656
polio	polio	sadness	0.656
blighted	ua pōʻino	sadness	0.656
casket	ka pahu	sadness	0.656
demonic	hoʻopōʻino	sadness	0.656
peril	ka pōʻino	sadness	0.656
carcass	ka make	sadness	0.653
beating	e hahau ana	sadness	0.652
regretted	ua mihi	sadness	0.652
cowardice	pilikia	sadness	0.652
disability	ke kīnā	sadness	0.648
affliction	pilikia	sadness	0.645
poisonous	nā mea make	sadness	0.641
emergency	kūleka	sadness	0.641
perilous	paila	sadness	0.641
awful	weliweli	sadness	0.641
terribly	nui	sadness	0.641
scourge	maʻi	sadness	0.641
sinful	hewa	sadness	0.641
stricken	ua'ōwiliʻia	sadness	0.641
hatred	inaina	sadness	0.641
powerless	nāwaliwali	sadness	0.641
termination	hopena	sadness	0.641
exorcism	hele	sadness	0.641
woeful	auwē	sadness	0.641
drown	make	sadness	0.641
inequality	likeʻole	sadness	0.641
infertility	kaʻikeʻole	sadness	0.641
incarceration	ka hoʻokomo	sadness	0.641
failing	makeʻole	sadness	0.641
worry	hopohopo	sadness	0.641
shroud	kūkā	sadness	0.641
psychosis	ia	sadness	0.638
demolish	e wāwahi	sadness	0.636
lament	e uwē	sadness	0.636
disappointed	pōʻino	sadness	0.636
dismay	hāhā	sadness	0.636
burdensome	kaumaha	sadness	0.634
shattered	ua uhakiʻia	sadness	0.630
mausoleum	mausoleum	sadness	0.630
gloom	pōuliuli	sadness	0.625
regret	mihi	sadness	0.625
cursed	hōʻinoʻia	sadness	0.625
impotence	maʻiʻole	sadness	0.625
terminate	hoʻopau	sadness	0.625
oppressive	nui loa	sadness	0.625
insurmountable	ʻaʻole hiki ke hoʻokau	sadness	0.625
abuse	hoʻomāinoino	sadness	0.625
forlorn	nolorlor	sadness	0.625
tyrant	ino	sadness	0.625
disappointing	pilikia	sadness	0.625
wound	ʻeha	sadness	0.625
demolished	ua wāwahiʻia	sadness	0.625
palsy	maʻi maʻi	sadness	0.625
schizophrenia	maʻi schizophrenia	sadness	0.625
undesired	makemakeʻole	sadness	0.625
hurting	eha	sadness	0.625
lost	ua nalowale	sadness	0.625
duress	ke aliʻi	sadness	0.625
bitterly	eha	sadness	0.625
dishonor	hōʻinoʻia	sadness	0.625
posthumous	kūlana	sadness	0.625
wrecked	weluwelu	sadness	0.625
deteriorate	hele	sadness	0.625
divorce	hemo	sadness	0.623
soulless	naʻauʻole	sadness	0.623
melancholy	melancholy	sadness	0.621
cremation	ka puhiʻana	sadness	0.621
worried	pilikia	sadness	0.621
plight	ke kūlana	sadness	0.621
forsake	haʻalele	sadness	0.621
bomb	poma	sadness	0.621
unforgiving	hōloia	sadness	0.612
sepsis	lepsis	sadness	0.611
irreparable	hikiʻole ke pale	sadness	0.609
sacrifices	mōhai	sadness	0.609
cruel	kauā	sadness	0.609
dire	NO TRANSLATION	sadness	0.609
dilapidated	i hoʻopiliʻia	sadness	0.609
overwhelmed	pilikia	sadness	0.609
disparaging	hoʻopau	sadness	0.609
gore	Gore	sadness	0.609
injured	iʻeha	sadness	0.609
shameful	hilahila	sadness	0.609
fearfully	weliweli	sadness	0.609
worthless	makehewa	sadness	0.609
injure	ʻeha	sadness	0.609
faithless	ole ke manaoio	sadness	0.609
shatter	e uhaʻi	sadness	0.609
degrading	hoʻohaʻahaʻa	sadness	0.609
ugliness	ugliness	sadness	0.609
subjugation	ka hoʻokuʻu	sadness	0.609
debacle	hoʻopau	sadness	0.609
