word	Esperanto-eo	emotion	emotion-intensity-score
appreciated	Dankita	joy	0.682
luscious	ridinda	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	ridetis	joy	0.682
bestfriends	plej bonaj amikoj	joy	0.682
exaltation	altigo	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	brilas	joy	0.682
tranquility	trankvileco	joy	0.679
marry	edziĝu	joy	0.676
embrace	brakumi	joy	0.676
positively	pozitive	joy	0.676
dearest	plej kara	joy	0.672
relaxation	malstreĉiĝo	joy	0.672
accomplished	plenumita	joy	0.672
hug	brakumo	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	gaja	joy	0.672
enliven	vivu	joy	0.672
contentment	kontenta	joy	0.672
hilarious	ridinda	joy	0.672
giggles	ridoj	joy	0.672
bountiful	bonfaraj	joy	0.667
victor	venkinto	joy	0.667
adore	adori	joy	0.667
boisterous	boisterous	joy	0.667
fulfilled	plenumita	joy	0.667
fulfill	plenumi	joy	0.664
cuddles	kudroj	joy	0.662
prosperous	prosperas	joy	0.660
romanticism	romantikismo	joy	0.656
humor	humuro	joy	0.656
glow	brilas	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	agrabla	joy	0.656
appreciation	Dankon	joy	0.656
encouraged	kuraĝigita	joy	0.656
satisfy	kontentigi	joy	0.656
serenity	sereneco	joy	0.656
captivate	allogi	joy	0.656
besties	besties	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	kontentigo	joy	0.652
treasure	trezoro	joy	0.652
engaged	kontraktita	joy	0.652
praises	laŭdoj	joy	0.652
abundance	abundo	joy	0.652
fortunes	fortunoj	joy	0.652
relaxing	relajante	joy	0.652
praised	laŭdita	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	komplemento	joy	0.647
affection	amo	joy	0.647
relieved	malpezigita	joy	0.647
carnival	karnavalo	joy	0.643
divine	dia	joy	0.641
saintly	Sanktulo	joy	0.641
harmoniously	harmonie	joy	0.641
achieve	atingi	joy	0.641
thanksgiving	Danko	joy	0.641
jackpot	jakpot	joy	0.641
priceless	senpaga	joy	0.641
sensuality	sensualidad	joy	0.641
champion	ĉampiono	joy	0.641
wedding	geedziĝo	joy	0.641
uplifting	levanta	joy	0.641
climax	klimakso	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	paca	joy	0.636
twinkle	bendu	joy	0.636
reverie	reverie	joy	0.636
exalt	altigi	joy	0.636
winner	gajninto	joy	0.636
felicity	feliĉo	joy	0.636
cuddle	kaŝi	joy	0.636
comforting	konsolante	joy	0.636
honeymoon	luno de mielo	joy	0.636
xoxo	xoxo	joy	0.634
amusing	amuzaj	joy	0.625
reward	rekompenco	joy	0.625
fondness	amo	joy	0.625
hearts	koroj	joy	0.625
brighter	pli brila	joy	0.625
sweet	dolĉa	joy	0.625
stargazing	stelo	joy	0.625
festival	festivalo	joy	0.625
snuggling	ekkaptante	joy	0.625
generosity	generosidad	joy	0.625
gorgeous	belega	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	sekso	joy	0.622
parade	defilado	joy	0.621
applause	aplaŭdoj	joy	0.621
genial	genia	joy	0.621
beauty	beleco	joy	0.621
kind	afabla	joy	0.621
newlife	nova vivo	joy	0.618
aspiring	aspirante	joy	0.618
fulfilling	plenumante	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	justa	joy	0.613
kiss	kiso	joy	0.610
winnings	venkoj	joy	0.609
praiseworthy	laŭdinda	joy	0.609
rainbows	abismoj	joy	0.609
generous	malavara	joy	0.609
enlightenment	lumigado	joy	0.609
playful	ludema	joy	0.609
christmas	Kristnasko	joy	0.609
super	súper	joy	0.609
elegance	eleganteco	joy	0.609
rekindle	rekoni ĝin	joy	0.609
awards	premioj	joy	0.609
adorable	adora	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	sendependeco	joy	0.607
successful	sukcesa	joy	0.606
onelove	unu amo	joy	0.606
kindness	bonkoreco	joy	0.606
freely	libere	joy	0.606
surprises	surprizoj	joy	0.606
inspired	inspirita	joy	0.606
hilarity	hilareco	joy	0.606
wonder	mirinda	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	entretenimiento	joy	0.603
whimsical	Kaprica	joy	0.603
passion	pasio	joy	0.603
beautify	beautiigi	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	sunleviĝo	joy	0.600
godisgood	Dio estas bona	joy	0.597
whoo	whoo	joy	0.594
angel	anĝelo	joy	0.594
thankgod	Dankon al Dio	joy	0.594
accomplishment	realigo	joy	0.594
flirt	flirtu	joy	0.594
goodmusic	bona muziko	joy	0.594
snuggled	snuggled	joy	0.594
revere	malĝojo	joy	0.594
inspire	inspiras	joy	0.594
fanfare	fanfarono	joy	0.594
peacefully	paco	joy	0.594
jesus	Jesuo	joy	0.594
goodies	bonstatoj	joy	0.594
heroic	heroa	joy	0.591
fortune	fortuno	joy	0.591
friendship	amikeco	joy	0.591
singing	kantante	joy	0.591
exalted	altigita	joy	0.591
summer	somero	joy	0.591
highest	plej alta	joy	0.591
overflowing	superfluanta	joy	0.588
contented	kontenta	joy	0.588
woot	woot	joy	0.588
rollicking	palpante	joy	0.588
hope	espero	joy	0.586
accolade	aklazo	joy	0.586
cozy	komforta	joy	0.583
delicious	bongusta	joy	0.579
friendly	amika	joy	0.578
sensuous	sensenca	joy	0.578
darling	kara	joy	0.578
picturesque	pitoreska	joy	0.578
raving	ravante	joy	0.578
praise	laŭdo	joy	0.578
everlasting	eterne	joy	0.578
ambition	ambicio	joy	0.578
thelife	la vivo	joy	0.578
sparkle	ekbrilo	joy	0.577
yeahhh	Jes	joy	0.576
luckygirl	luckygirl	joy	0.576
flattering	plaĉa	joy	0.576
sensual	malĉasta	joy	0.576
heroism	heroeco	joy	0.576
succeeding	sukcesante	joy	0.576
grace	graco	joy	0.576
peace	paco	joy	0.576
livelife	vivu VIVON	joy	0.574
special	speciala	joy	0.574
tantalizing	tantanta	joy	0.572
pumped	pumpita	joy	0.567
worthwhile	Vere	joy	0.562
revels	raboj	joy	0.562
prevail	triumfi	joy	0.562
liking	hovio	joy	0.562
sunny	sunplena	joy	0.562
relax	malstreĉiĝi	joy	0.562
surprise	surprizo	joy	0.562
hugs	brakumoj	joy	0.562
admirable	admirinda	joy	0.562
hero	heroo	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	komika	joy	0.562
sweets	dolĉaĵoj	joy	0.562
prosper	prosperi	joy	0.562
superstar	superstelo	joy	0.562
favorable	favora	joy	0.561
bless	benu	joy	0.561
tenderness	tenereco	joy	0.561
freedom	libereco	joy	0.561
masterpiece	ĉefverko	joy	0.561
newyear	nova jaro	joy	0.561
dreams	sonĝoj	joy	0.559
hopeful	esperema	joy	0.559
home	hejmo	joy	0.559
cruising	transepto	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	fideleco	joy	0.553
closeness	proksimeco	joy	0.552
eagerness	klopodo	joy	0.552
comfy	komforta	joy	0.551
sunshine	sunbrilo	joy	0.551
confidence	konfido	joy	0.547
mistletoe	mistulo	joy	0.547
elite	elito	joy	0.547
celestial	Celestial	joy	0.547
heart	koro	joy	0.547
completion	finaĵo	joy	0.547
good	bona	joy	0.547
daughter	filino	joy	0.547
gifts	donacoj	joy	0.547
astonishment	mirigas	joy	0.547
bonus	bonuso	joy	0.547
goodmorning	bonan matenon	joy	0.547
lifted	levita	joy	0.547
zeal	fervoro	joy	0.547
illuminate	lumigu	joy	0.547
gift	donaco	joy	0.547
vacation	ferioj	joy	0.547
charmed	ĉarmita	joy	0.546
recreation	amuzaĵo	joy	0.545
encouragement	kuraĝigo	joy	0.545
gush	faru	joy	0.545
sublime	sublima	joy	0.545
dance	dancu	joy	0.545
god	Dio	joy	0.545
free	senpaga	joy	0.544
freshstart	freshstart	joy	0.544
savior	Savanto	joy	0.543
sanctuary	sanktejo	joy	0.541
grandchildren	nepoj	joy	0.540
wellness	bonstato	joy	0.537
revel	Revel	joy	0.534
inspirational	inspira	joy	0.531
savor	savoro	joy	0.531
matrimony	geedzeco	joy	0.531
money	mono	joy	0.531
rainbow	ĉielarko	joy	0.531
confident	certa	joy	0.531
bridal	edzino	joy	0.531
music	muziko	joy	0.531
fab	fab	joy	0.531
serene	serena	joy	0.531
alive	viva	joy	0.531
holiness	sankteco	joy	0.531
vitality	vitalidad	joy	0.531
liberation	liberigo	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	trankvila	joy	0.531
soar	flugi	joy	0.531
firstborn	unuenaskito	joy	0.531
elegant	eleganta	joy	0.530
mastery	Majstro	joy	0.530
illumination	lumigado	joy	0.530
welcomed	bonvenigita	joy	0.530
warmth	varmo	joy	0.530
blossom	florado	joy	0.530
glimmer	lumo	joy	0.530
faithful	fidela	joy	0.529
treat	trakti	joy	0.529
snuggles	Snuggles	joy	0.522
laurels	laŭroj	joy	0.521
commendable	laŭdinda	joy	0.519
powerful	potenca	joy	0.516
silly	Stulta	joy	0.516
zest	zest	joy	0.516
presents	donacoj	joy	0.516
succeed	sukcesu	joy	0.516
jingle	jingle	joy	0.516
remarkable	rimarkinda	joy	0.516
greeted	salutita	joy	0.516
brotherly	frato	joy	0.516
pride	fiero	joy	0.516
strengthening	plifortigante	joy	0.516
aspire	aspiras	joy	0.516
abundant	abunda	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	Gloro	joy	0.516
almighty	ĉiopova	joy	0.516
fancy	fantazio	joy	0.516
zen	zen	joy	0.515
coronation	kronado	joy	0.515
kudos	kudoj	joy	0.515
vivid	viva	joy	0.515
leisure	senokupeco	joy	0.515
complete	kompleta	joy	0.515
cutie	kortego	joy	0.515
newme	nova	joy	0.515
familytime	familiara tempo	joy	0.515
animated	vigla	joy	0.515
spirit	spirito	joy	0.515
thanking	dankante	joy	0.515
kid	infano	joy	0.515
shining	brilanta	joy	0.515
payday	pago	joy	0.515
princely	princie	joy	0.515
reunited	kunvenitaj	joy	0.515
therapeutic	terapia	joy	0.515
comfort	komforto	joy	0.515
godly	pie	joy	0.514
marriage	geedzeco	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	rilato	joy	0.514
spouse	edzino	joy	0.507
intimately	intime	joy	0.507
accomplish	plenumi	joy	0.500
excel	elstari	joy	0.500
inviting	invitante	joy	0.500
meritorious	meritinda	joy	0.500
diamond	diamanto	joy	0.500
nature	naturo	joy	0.500
dignity	digno	joy	0.500
family	familio	joy	0.500
soulful	animo	joy	0.500
charitable	bonfara	joy	0.500
encourage	kuraĝigi	joy	0.500
friends	amikoj	joy	0.500
satisfied	kontenta	joy	0.500
welcoming	bonvenigi	joy	0.500
healthy	sana	joy	0.500
surreal	superreala	joy	0.500
refreshed	refresxigita	joy	0.500
beach	strando	joy	0.500
motherhood	patrineco	joy	0.500
respect	respekto	joy	0.500
gem	Gemo	joy	0.500
erotic	erotika	joy	0.500
visionary	visionario	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	sukcesita	joy	0.500
christ	Krist	joy	0.500
memorable	memorinda	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	bebo	joy	0.500
purr	purr	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	vereco	joy	0.500
bloom	flori	joy	0.500
carefree	senkonscia	joy	0.500
aura	aura	joy	0.493
health	sano	joy	0.493
liberty	libereco	joy	0.486
approved	aprobita	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	oazo	joy	0.486
rapture	ravo	joy	0.485
engaging	okupante	joy	0.485
crowning	kronante	joy	0.485
aspiration	aspiro	joy	0.485
prestige	prestiĝo	joy	0.485
crescendo	crescendo	joy	0.485
gentle	milda	joy	0.485
liberate	liberigu	joy	0.485
betrothed	fianĉino	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	komponaĵo	joy	0.485
privileged	privilegiita	joy	0.485
loyal	lojala	joy	0.485
inseparable	nedisigebla	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	heyday	joy	0.484
trophy	Trofeo	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	ŝanco	joy	0.484
creativity	kreemo	joy	0.484
destiny	destino	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	transcendenco	joy	0.484
bouquet	bukedo	joy	0.484
chocolate	ĉokolado	joy	0.484
aloha	aloha	joy	0.484
yummy	juna	joy	0.484
dream	sonĝo	joy	0.484
desire	deziro	joy	0.484
boyfriend	fianĉo	joy	0.480
commemoration	memorfestado	joy	0.479
intelligence	inteligenteco	joy	0.477
readiness	preta	joy	0.473
friend	amiko	joy	0.471
enthusiast	entuziasmulo	joy	0.471
bride	fianĉino	joy	0.471
lush	pura	joy	0.470
calming	trankviliga	joy	0.470
inheritance	heredaĵo	joy	0.470
kiddo	kiddo	joy	0.470
massage	masaĝo	joy	0.470
tickle	tikli	joy	0.470
adventure	aventuro	joy	0.470
nostalgia	nostalgio	joy	0.470
soothe	sidejo	joy	0.470
goals	goloj	joy	0.469
luster	brilo	joy	0.469
giving	donante	joy	0.469
princess	princino	joy	0.469
heartily	kore	joy	0.469
benevolence	bonvoleco	joy	0.469
nurture	nutrado	joy	0.469
bridegroom	fianĉino	joy	0.469
eternal	eterna	joy	0.469
pray	preĝu	joy	0.469
getaway	foriri	joy	0.469
humanitarian	humana	joy	0.469
bonding	ligo	joy	0.469
rest	ripozo	joy	0.469
amicable	amika	joy	0.469
purring	purigante	joy	0.469
pretty	bela	joy	0.469
child	infano	joy	0.466
salutary	salutara	joy	0.465
invite	inviti	joy	0.457
reminiscing	memorante	joy	0.456
beam	fasko	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	tropika	joy	0.455
aesthetics	estetiko	joy	0.455
friday	vendredo	joy	0.455
elevation	alto	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	ceremonio	joy	0.455
mindfulness	menso	joy	0.455
hee	li	joy	0.455
kindred	familio	joy	0.455
scholarship	stipendio	joy	0.455
befriend	amiko	joy	0.455
commemorate	memorfesti	joy	0.453
allure	allureco	joy	0.453
faith	fido	joy	0.453
forgiveness	pardonemo	joy	0.453
scenery	ornamitaj	joy	0.453
vindication	depostulo	joy	0.453
waterfall	akvofalo	joy	0.453
birth	naskiĝo	joy	0.453
noworries	nun	joy	0.453
approve	aprobi	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	vojaĝo	joy	0.447
meditation	meditado	joy	0.446
relaxed	malstreĉita	joy	0.442
tranquil	trankvila	joy	0.441
weekend	semajnfino	joy	0.441
present	ĉeestanta	joy	0.441
tender	mola	joy	0.441
nostalgic	nostálgico	joy	0.439
prayer	preĝo	joy	0.439
sharing	dividante	joy	0.439
esteem	Estimu	joy	0.439
lyrical	lirika	joy	0.439
righteousness	justeco	joy	0.439
share	kunhavigi	joy	0.438
husband	edzo	joy	0.438
life	vivo	joy	0.438
sonnet	soneto	joy	0.438
relief	reliefon	joy	0.438
unbeaten	neatenebla	joy	0.438
newday	nova tago	joy	0.438
meditate	meditu	joy	0.438
mighty	potenca	joy	0.438
eager	avida	joy	0.438
strength	forto	joy	0.438
warm	varma	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	buddy	joy	0.427
oneness	unueco	joy	0.426
unsurpassed	sen sukceso	joy	0.424
ejaculation	ejakulado	joy	0.424
unconstrained	nekonstrenita	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	medalo	joy	0.424
amen	Amen	joy	0.424
candlelight	kandela lumo	joy	0.424
reverence	riverenco	joy	0.424
healthful	sana	joy	0.424
carols	kristnaskakantoj	joy	0.424
sledding	sledding	joy	0.422
wealth	riĉeco	joy	0.422
graduation	gradeco	joy	0.422
frisky	freneza	joy	0.422
energy	energio	joy	0.422
calmness	trankvileco	joy	0.422
beginnings	komencoj	joy	0.422
safe	sekura	joy	0.422
musical	muzika	joy	0.422
symphony	simfonio	joy	0.422
lml	lml	joy	0.422
glitter	brilo	joy	0.422
ease	facileco	joy	0.422
helpful	helpema	joy	0.422
soundness	soneco	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	promesi	joy	0.415
reunite	kunvenu	joy	0.414
salvation	savo	joy	0.412
mother	patrino	joy	0.412
poems	poemoj	joy	0.412
inauguration	inaŭguro	joy	0.409
immaculate	senmakula	joy	0.409
lighten	lumo	joy	0.409
aromatherapy	aromatherapio	joy	0.409
travel	vojaĝado	joy	0.409
lavender	lavendo	joy	0.409
purify	purigi	joy	0.409
clown	pajaco	joy	0.409
star	stelo	joy	0.406
cash	mono	joy	0.406
heal	sanigu	joy	0.406
completing	kompletigante	joy	0.406
companion	kompano	joy	0.406
live	vivu	joy	0.406
flowers	floroj	joy	0.406
wishing	dezirante	joy	0.406
charity	karitato	joy	0.406
opportune	oportuna	joy	0.406
income	enspezoj	joy	0.403
soul	animo	joy	0.401
munchies	munĉoj	joy	0.400
indescribable	nelegeblaj	joy	0.397
progress	progreso	joy	0.397
emancipation	emancipado	joy	0.397
christian	kristana	joy	0.397
hammock	hamako	joy	0.394
together	kune	joy	0.394
equality	egaleco	joy	0.394
fullness	pleneco	joy	0.394
picnic	pikniko	joy	0.394
calm	trankviligas	joy	0.394
childhood	infanaĝo	joy	0.394
rhythmical	rítmica	joy	0.394
movies	filmoj	joy	0.393
zealous	fervora	joy	0.393
littlethings	malgrandaj aferoj	joy	0.391
humanity	homaro	joy	0.391
starry	stelo	joy	0.391
playground	ludejo	joy	0.391
adventures	aventuroj	joy	0.391
meaningful	signifa	joy	0.391
choir	koruso	joy	0.391
affluence	afluencia	joy	0.391
warms	varmo	joy	0.391
goofy	malbona	joy	0.391
auspicious	auspicaj	joy	0.391
gesture	gesto	joy	0.387
vow	promeson	joy	0.382
shopping	aĉetoj	joy	0.382
witty	ridinda	joy	0.382
communion	komuneco	joy	0.379
vibes	vibras	joy	0.379
worship	kulto	joy	0.379
jump	salti	joy	0.379
reverend	reverendo	joy	0.377
advance	antaŭu	joy	0.375
beaches	la strandoj	joy	0.375
youth	juneco	joy	0.375
spirits	spiritoj	joy	0.375
simplicity	simpleco	joy	0.375
full	plena	joy	0.375
rising	leviĝanta	joy	0.375
hymn	himno	joy	0.375
unique	unika	joy	0.375
redeemed	elaĉetitaj	joy	0.375
scenic	pitoreska	joy	0.375
mirth	ĝojo	joy	0.375
courtship	sekvantaro	joy	0.375
experience	sperto	joy	0.375
reunion	kunveno	joy	0.375
sonorous	voĉa	joy	0.375
unforgettable	neforgesebla	joy	0.375
baptismal	bapta	joy	0.368
alliance	alianco	joy	0.368
grant	Donu	joy	0.366
conciliation	interkonsento	joy	0.364
moonlight	lunlumo	joy	0.364
sanctification	sankteco	joy	0.364
improves	plibonigas	joy	0.364
improve	plibonigi	joy	0.364
pure	pura	joy	0.364
authentic	aŭtentika	joy	0.364
kitten	katido	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	framboj	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	fideleco	joy	0.359
feeling	sentante	joy	0.359
devotional	devora	joy	0.359
proficiency	kapableco	joy	0.359
tinsel	tinsel	joy	0.359
revival	renaskiĝo	joy	0.359
sanctify	sanktigu	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	sendependa	joy	0.359
cocoa	kakao	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	delfeno	joy	0.348
choral	koralo	joy	0.348
deliverance	savo	joy	0.348
romp	rompi	joy	0.348
roaring	ruĝante	joy	0.348
melody	melodio	joy	0.348
favor	favoro	joy	0.348
unification	unuiĝo	joy	0.348
exceed	superi	joy	0.348
purpose	celo	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	nunork	joy	0.344
voluptuous	voluptuosa	joy	0.344
fruits	fruktoj	joy	0.344
thx	Dankon	joy	0.344
newstart	newstart	joy	0.344
manicure	manikulo	joy	0.344
date	dato	joy	0.344
kiddos	kiddoj	joy	0.344
roadtrip	vojo vojaĝo	joy	0.344
cookies	kuketoj	joy	0.344
hedonism	hedonismo	joy	0.344
humble	humila	joy	0.344
electric	elektra	joy	0.344
pledge	promeso	joy	0.344
celebrity	famulo	joy	0.342
rhythm	ritmo	joy	0.338
bridesmaid	fianĉino	joy	0.338
snowday	neĝo	joy	0.333
young	juna	joy	0.333
coffee	kafo	joy	0.333
edification	edificación	joy	0.333
obliging	deviga	joy	0.333
renovation	renovigo	joy	0.333
familiarity	familiareco	joy	0.333
garden	ĝardeno	joy	0.333
spa	banurbo	joy	0.333
dawn	tagiĝo	joy	0.333
connoisseur	konatino	joy	0.333
partner	kompaniano	joy	0.333
gazing	rigardante	joy	0.333
foodie	manĝaĵo	joy	0.331
synchronize	sinkronigi	joy	0.329
tribulation	aflikto	joy	0.328
healing	resanigo	joy	0.328
saint	sanktulo	joy	0.328
chirping	kroĉante	joy	0.328
hobby	ŝatokupo	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	karolo	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	psalmo	joy	0.328
pedicure	pedicuro	joy	0.328
amnesty	Amnestio	joy	0.328
respite	Respito	joy	0.324
mellow	milda	joy	0.318
lazyday	NO TRANSLATION	joy	0.318
recreational	distra	joy	0.318
restorative	restariga	joy	0.318
cousins	kuzoj	joy	0.318
classics	klasikaj	joy	0.318
reconciliation	reconciliación	joy	0.316
dove	kolombo	joy	0.312
living	vivanta	joy	0.312
presto	presto	joy	0.312
crafts	manfaritaĵoj	joy	0.312
recovery	Retrovo	joy	0.312
woods	arbaroj	joy	0.312
sunset	sunsubiro	joy	0.312
fitness	taŭgeco	joy	0.312
playhouse	ludejo	joy	0.312
superman	Superman	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	saĝo	joy	0.312
deal	trakti	joy	0.312
simplify	simpligi	joy	0.312
lord	sinjoro	joy	0.312
sterling	sterlingo	joy	0.312
progression	progreso	joy	0.312
relight	relekti	joy	0.312
pony	pony	joy	0.312
infant	infano	joy	0.309
improvement	plibonigo	joy	0.309
absolution	absolvo	joy	0.306
gently	milde	joy	0.303
established	establita	joy	0.303
honest	honesta	joy	0.303
decorating	ornamanta	joy	0.303
endless	senfinaj	joy	0.303
banquet	bankedo	joy	0.303
providing	provizante	joy	0.300
mine	mia	joy	0.297
fraternal	frata	joy	0.297
notable	rimarkinda	joy	0.297
feat	heroaĵo	joy	0.297
harvest	rikolto	joy	0.297
quaint	pura	joy	0.297
softly	milda	joy	0.297
spiritual	spirita	joy	0.297
morals	moralaj	joy	0.297
lounging	salutado	joy	0.297
light	lumo	joy	0.297
breeze	brizo	joy	0.297
strolling	promenante	joy	0.297
spending	elspezado	joy	0.297
meditating	meditante	joy	0.297
joker	jokero	joy	0.297
yearning	sopirante	joy	0.297
growth	kresko	joy	0.297
fervor	fervoro	joy	0.295
quotes	citaĵoj	joy	0.294
volunteer	volontulo	joy	0.294
psalms	psalmoj	joy	0.288
hippie	hippio	joy	0.288
gain	gajno	joy	0.288
taoism	taoism	joy	0.288
midwife	akuŝistino	joy	0.288
resources	rimedoj	joy	0.288
create	krei	joy	0.288
receiving	ricevante	joy	0.287
ocean	oceano	joy	0.286
snowfall	neĝo	joy	0.286
lsd	lsd	joy	0.286
hiking	Migrado	joy	0.283
chill	maldika	joy	0.281
truce	paŭzo	joy	0.281
infinity	multego	joy	0.281
toast	toast	joy	0.281
destination	destino	joy	0.281
buddhist	budhistano	joy	0.281
rested	ripozis	joy	0.281
candid	kuraĝa	joy	0.281
evergreen	ĉiamverda	joy	0.281
unwind	malfiksi	joy	0.281
buzzing	zumante	joy	0.281
venerable	respektinda	joy	0.279
balance	ekvilibro	joy	0.275
retirement	izoliteco	joy	0.275
compensate	kompensu	joy	0.273
swim	naĝi	joy	0.273
drinks	trinkas	joy	0.273
devout	beata	joy	0.273
buddha	budha	joy	0.273
rapt	rapt	joy	0.273
fireplace	kameno	joy	0.273
snowing	neĝante	joy	0.271
sublimation	sublimiĝo	joy	0.270
fruity	frukto	joy	0.268
humility	humileco	joy	0.266
paragon	paragon	joy	0.266
ministry	ministerio	joy	0.266
sunday	dimanĉo	joy	0.266
salute	Salutu	joy	0.266
fortitude	forto	joy	0.266
whim	kaprico	joy	0.266
sun	sunon	joy	0.266
sketching	skizante	joy	0.266
waves	ondoj	joy	0.266
buddhism	budhismo	joy	0.266
cathedral	katedralo	joy	0.266
yoga	jogo	joy	0.266
artwork	arto	joy	0.265
practiced	praktikitaj	joy	0.264
clean	pura	joy	0.260
found	trovita	joy	0.258
fitting	taŭga	joy	0.258
immerse	mergi	joy	0.258
running	kurante	joy	0.258
clarity	klareco	joy	0.258
food	manĝo	joy	0.258
exercise	ekzerco	joy	0.258
autumn	aŭtuno	joy	0.254
ardent	arda	joy	0.250
fit	taŭga	joy	0.250
mountain	monto	joy	0.250
expedient	konvena	joy	0.250
diary	ĵurnalo	joy	0.250
candles	kandeloj	joy	0.250
outdoors	al la libera aero	joy	0.250
chilled	malvarmeta	joy	0.250
clap	kroĉu	joy	0.250
