word	Cebuano-ceb	emotion	emotion-intensity-score
lastminute	lastminute	fear	0.219
jungle	gubat	fear	0.219
bait	paon	fear	0.219
revelations	mga pagpadayag	fear	0.219
blues	blues	fear	0.219
overtired	overtired	fear	0.218
prognosis	pagkaanyag	fear	0.217
alertness	pagkaalerto	fear	0.216
hyped	gipanghambog	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	wishmeluck	fear	0.212
tryouts	pagsulay	fear	0.210
clowns	clowns	fear	0.207
fluctuation	pagsaka-kanaog	fear	0.204
restless	dili mahimutang	fear	0.204
examination	pagsusi	fear	0.204
intimacy	pagkasuod	fear	0.203
phew	phew	fear	0.203
quail	buntog	fear	0.203
hurry	magdali	fear	0.203
uphill	uphill	fear	0.203
mighty	gamhanan	fear	0.203
birth	pagkatawo	fear	0.203
cross	krus	fear	0.203
help	tabang	fear	0.203
overcome	gibuntog	fear	0.203
recesses	naglingkod	fear	0.203
acceptances	pagdawat	fear	0.203
fearless	walay kahadlok	fear	0.200
ware	ware	fear	0.198
change	pagbag-o	fear	0.198
withstand	pag-antos	fear	0.197
asap	asap	fear	0.191
owing	utang	fear	0.188
gnome	gnome	fear	0.188
cautiously	mabinantayon	fear	0.188
tract	tract	fear	0.188
deadlines	mga deadline	fear	0.188
heighten	molambo	fear	0.188
attorney	abogado	fear	0.188
bug	bug	fear	0.188
knots	knots	fear	0.188
fragile	mahuyang	fear	0.188
rule	pagmando	fear	0.188
advance	abante	fear	0.188
intrigue	intriga	fear	0.188
overcoming	pagbuntog	fear	0.188
stillness	kahilum	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	pagbantay	fear	0.188
unorganised	dili organisado	fear	0.188
elf	elf	fear	0.185
stillwaiting	nagpadayon	fear	0.184
lonely	nag-inusara	fear	0.183
slippery	madanihon	fear	0.181
interview	pag-interbyu	fear	0.180
everyman	everyman	fear	0.178
speculation	panghunahuna	fear	0.176
needtoknow	gikinahanglan	fear	0.173
assessment	pagtuon	fear	0.172
competition	kompetisyon	fear	0.172
settlor	settlor	fear	0.172
rod	sungkod	fear	0.172
checkpoint	checkpoint	fear	0.172
regulatory	regulatory	fear	0.172
worship	pagsimba	fear	0.172
shell	shell	fear	0.172
readytogo	readytogo	fear	0.172
uncertain	dili sigurado	fear	0.172
unsure	dili sigurado	fear	0.172
birch	Birch	fear	0.172
surprise	katingala	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	tahop	fear	0.172
composure	pagkompetensya	fear	0.172
interviewer	tigpaminaw	fear	0.172
less	dili kaayo	fear	0.167
coy	coy	fear	0.162
iris	iris	fear	0.160
audition	pag-audition	fear	0.156
sly	malipayon	fear	0.156
legalized	legalize	fear	0.156
intimately	suod nga higala	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	pag-ihap	fear	0.156
hearing	pagpaminaw	fear	0.156
bases	mga base	fear	0.156
medication	tambal	fear	0.156
ceasefire	ceasefire	fear	0.156
retirement	pagretiro	fear	0.156
courageous	maisugon	fear	0.154
overthinker	overthinker	fear	0.153
backtrack	Balik-balik	fear	0.151
dawned	nagdako	fear	0.150
censor	censor	fear	0.149
bailiff	algwasil	fear	0.147
syllabus	syllabus	fear	0.147
gent	gent	fear	0.141
caricature	karikatura	fear	0.141
rationality	pagkamakatarunganon	fear	0.141
cove	cove	fear	0.141
newcomer	bag-o	fear	0.141
eventuality	panghitabo	fear	0.141
imagination	hunahuna	fear	0.141
validity	pagkatinuod	fear	0.141
waiting	naghulat	fear	0.141
delay	paglangan	fear	0.141
shy	maulaw	fear	0.140
alreadyyyyy	NO TRANSLATION	fear	0.140
symptom	sintomas	fear	0.133
excite	magmaya	fear	0.132
raccoon	Raccoon	fear	0.127
prevent	pagpugong	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	clown	fear	0.125
ahhh	ahhh	fear	0.125
hawk	hawk	fear	0.125
campaigning	kampanya	fear	0.125
soready	sakitady	fear	0.125
tryout	sulayi	fear	0.125
marry	magminyo	fear	0.125
sprite	sprite	fear	0.125
swim	paglangoy	fear	0.125
gameday	gameday	fear	0.125
sag	sag	fear	0.123
pharmacy	parmasya	fear	0.123
policeman	pulis	fear	0.121
lace	lace	fear	0.111
dreamt	nagdamgo	fear	0.111
holiness	pagkabalaan	fear	0.109
pray	ampo	fear	0.109
weight	gibug-aton	fear	0.109
incase	palihug	fear	0.109
knot	gikasal	fear	0.109
confidence	pagsalig	fear	0.109
notoriety	pagkatalagsaon	fear	0.109
homework	homework	fear	0.109
destination	destinasyon	fear	0.109
bigday	dako nga adlaw	fear	0.109
slender	hinay	fear	0.100
undecided	nga wala'y mahimo	fear	0.098
sympathetic	simpatiya	fear	0.097
god	Dios	fear	0.094
grades	grado	fear	0.094
loyal	maunongon	fear	0.094
poise	taytayan	fear	0.094
treat	pagtagad	fear	0.094
confident	masaligon	fear	0.094
counsellor	magtatambag	fear	0.094
helmet	helmet	fear	0.094
case	kaso	fear	0.094
locate	pagpangita	fear	0.094
northeast	sidlakan	fear	0.088
compassion	kalooy	fear	0.078
nurture	pag-amuma	fear	0.078
graduation	graduation	fear	0.078
graded	grado	fear	0.075
mum	mama	fear	0.070
infant	bata	fear	0.067
civilians	mga sibilyan	fear	0.062
soulmate	kalagmate	fear	0.062
civilian	sibilyan	fear	0.062
cloudiness	kahayag	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	parade	fear	0.062
cash	cash	fear	0.062
journey	panaw	fear	0.062
guidelines	mga lagda	fear	0.062
youth	kabatan-onan	fear	0.062
opera	opera	fear	0.057
synonymous	sinonimo	fear	0.056
praying	ampo	fear	0.047
honest	matinuoron	fear	0.047
intelligence	paniktik	fear	0.038
romance	gugma	fear	0.031
lines	linya	fear	0.031
volunteer	boluntaryo	fear	0.031
obey	pagtuman	fear	0.016
happiest	labing malipayon	joy	0.986
happiness	kalipay	joy	0.984
bliss	kalipay	joy	0.971
celebrating	nagsaulog	joy	0.970
jubilant	malipayon	joy	0.969
ecstatic	malipayon	joy	0.954
elation	kahinam	joy	0.944
bestdayever	maayong adlaw	joy	0.938
beaming	naglihok	joy	0.938
loveee	loveee	joy	0.932
celebration	pagsaulog	joy	0.929
awesomeness	awesomeness	joy	0.926
joy	kalipay	joy	0.924
happily	malipayon	joy	0.922
excitement	kahinam	joy	0.922
euphoria	kalipay	joy	0.922
fabulous	talagsaon	joy	0.922
joyous	malipayon	joy	0.922
exuberance	sobra nga kalipay	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	lovee	joy	0.920
gratitude	pasalamat	joy	0.914
spectacular	talagsaon	joy	0.912
merriment	kahibulong	joy	0.912
happydance	pagkalipayon	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	nalipay kaayo	joy	0.909
triumphant	kadaugan	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	kalipay	joy	0.906
cheerful	malipayon	joy	0.906
cheer	kalipay	joy	0.897
elated	nalipay	joy	0.894
lovethis	ganahan ko ani	joy	0.891
laugh	mikatawa	joy	0.891
jolly	malipayon	joy	0.891
pleasures	kalipayan	joy	0.891
excitation	pagbati	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	nalipay	joy	0.891
exhilaration	kalipay	joy	0.891
marvelously	kahibulongan	joy	0.881
loving	mahigugmaon	joy	0.879
joyful	malipayon	joy	0.879
outstanding	talagsaon	joy	0.879
blissful	malipayon	joy	0.879
pleasurable	makapalipay	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	madasigon	joy	0.875
lovinglife	mahigugmaon nga kinabuhi	joy	0.875
glee	kalipay	joy	0.875
happyplace	malipayon	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	sohappy	joy	0.868
woohoo	woohoo	joy	0.864
laughing	pagkatawa	joy	0.864
superb	maayo kaayo	joy	0.864
wonderful	nindot kaayo	joy	0.863
brilliant	hayag	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	paglipay	joy	0.859
hooray	hooray	joy	0.859
glory	himaya	joy	0.859
celebrated	gisaulog	joy	0.859
loved	gihigugma	joy	0.859
magnificent	halangdon	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	hallelujah	joy	0.859
exciting	makalingaw	joy	0.853
heavenly	langitnon	joy	0.853
thrilled	nalipay	joy	0.851
mademyday	mademyday	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	pagsaulog	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	panalangin	joy	0.844
wonderfully	katingalahan	joy	0.844
sweetness	katam-is	joy	0.833
marvellous	kahibulongan	joy	0.833
festive	malipayon	joy	0.833
blessed	gipanalanginan	joy	0.833
paradise	paraiso	joy	0.833
celebrations	mga pagsaulog	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	nagpahiyom	joy	0.828
enchanting	matinguhaon	joy	0.828
love	gugma	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	mga balay	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	katawa	joy	0.824
marvelous	kahibulongan	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	pagdayeg	joy	0.818
sensational	kahibulongan	joy	0.818
delightful	makapahimuot	joy	0.818
happyheart	malipayon	joy	0.818
rejoicing	kalipay	joy	0.818
joys	kalipay	joy	0.818
goodness	kaayo	joy	0.818
excited	nahinam	joy	0.818
excellence	pagkamaayo	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	malipayon	joy	0.814
glorious	mahimayaon	joy	0.812
lovemaking	paghigugmaay	joy	0.812
rejoice	magmaya	joy	0.812
victorious	madaugon	joy	0.812
excellent	maayo kaayo	joy	0.812
bonanza	bonanza	joy	0.812
smiley	smiley	joy	0.812
enjoy	malingaw	joy	0.812
splendid	nindot kaayo	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	maayong oras	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	malipayong adlaw	joy	0.809
myfavorite	akong paborito	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	kalipay	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	kalipay	joy	0.803
giggle	singgit	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	kalampusan	joy	0.797
happier	mas malipayon	joy	0.797
dancing	pagsayaw	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	kahalangdon	joy	0.797
lovemylife	lovemylife	joy	0.797
grateful	mapasalamaton	joy	0.789
splendor	kahalangdon	joy	0.788
amuse	paglingaw	joy	0.788
fun	makalingaw	joy	0.788
happy	malipayon	joy	0.788
enchanted	nalipay	joy	0.781
glorify	paghimaya	joy	0.781
glad	malipayon	joy	0.781
beautiful	nindot	joy	0.781
solucky	solucky	joy	0.781
giggling	nanghupong	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	Masanagon	joy	0.781
heavens	mga langit	joy	0.779
perfection	pagkahingpit	joy	0.779
christmassy	christmassy	joy	0.779
romance	gugma	joy	0.779
thrilling	kulbahinam	joy	0.776
miraculous	milagroso	joy	0.773
fiesta	fiesta	joy	0.773
entertain	kalingawan	joy	0.773
congrats	congrats	joy	0.773
cheers	kalipay	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	positibo	joy	0.773
lovable	hiligugmaon	joy	0.773
cheered	nalipay	joy	0.773
funday	funday	joy	0.772
enjoying	nalingaw	joy	0.771
cuddling	paglingla	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	nalingaw	joy	0.766
lifeisgood	kinabuhi	joy	0.766
thebest	ang labing maayo	joy	0.766
sosweet	sosweet	joy	0.766
smiles	nagpahiyom	joy	0.766
delight	kalipay	joy	0.765
orgasm	orgasm	joy	0.765
party	party	joy	0.765
positive	positibo	joy	0.761
cheerfulness	malipayon	joy	0.758
miracles	mga milagro	joy	0.758
sweetheart	ganahan	joy	0.758
enlighten	paglamdag	joy	0.758
christmastime	panahon sa Pasko	joy	0.757
giddy	giddy	joy	0.757
romantic	romantiko	joy	0.750
gratify	malipayon	joy	0.750
friendliness	pagkamahigalaon	joy	0.750
laughs	mikatawa	joy	0.750
greatness	kadako	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	makapahimuot	joy	0.750
blessings	mga panalangin	joy	0.750
smile	pahiyum	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	frolic	joy	0.748
jubilee	jubilee	joy	0.742
enthusiasm	kadasig	joy	0.742
triumph	kadaugan	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	mahagiton	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	milagro	joy	0.742
rewarding	magantihon	joy	0.742
feelgood	pagbati	joy	0.736
prosperity	kauswagan	joy	0.735
luxurious	maluho	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	mabinantayon	joy	0.734
goodday	maayong adlaw	joy	0.734
passionate	mabination	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	madanihon	joy	0.734
victory	kadaugan	joy	0.734
admiration	pagdayeg	joy	0.734
tgif	tgif	joy	0.734
glorification	paghimaya	joy	0.733
sing	kantaha	joy	0.729
glowing	nagdan-ag	joy	0.729
breathtaking	talagsaon	joy	0.728
fulfillment	katumanan	joy	0.728
yessss	yessss	joy	0.728
cheery	malipayon	joy	0.727
thankful	mapasalamaton	joy	0.727
hurrah	hurray	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	santa	joy	0.727
award	award	joy	0.727
atpeace	atpeace	joy	0.727
win	modaog	joy	0.727
merry	malipayon	joy	0.727
pleased	nahimuot	joy	0.725
radiance	kahayag	joy	0.725
inspiration	inspirasyon	joy	0.725
uplift	pagbayaw	joy	0.723
optimistic	malaumon	joy	0.723
heaven	langit	joy	0.721
lucky	lucky	joy	0.721
thrill	kahinam	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	bakasyon	joy	0.721
harmony	panag-uyon	joy	0.719
brighten	Pagpasanyog	joy	0.719
lover	mahigugmaon	joy	0.719
heartfelt	kinasingkasing	joy	0.719
utopian	utopian	joy	0.719
xmas	xmas	joy	0.719
lovely	matahum	joy	0.719
amusement	kalipay	joy	0.719
congratulatory	pahalipay	joy	0.719
praising	pagdayeg	joy	0.719
thriving	mauswagon	joy	0.719
perfect	hingpit	joy	0.719
magic	magic	joy	0.712
luckiest	luckiest	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	kaluho	joy	0.712
bestfeeling	bestfeeling	joy	0.712
treasures	mga bahandi	joy	0.712
achievement	kalampusan	joy	0.712
yay	yay	joy	0.712
holiday	holiday	joy	0.712
intimate	suod nga	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	nanghupaw	joy	0.706
rave	mapainubsanon	joy	0.706
proud	mapahitas-on	joy	0.704
truelove	tinuod nga gugma	joy	0.703
fuckyeah	gahapon	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	katingalahan	joy	0.703
goodnews	maayong Balita	joy	0.703
optimism	paglaum	joy	0.703
satisfying	makatagbaw	joy	0.703
gooood	gooood	joy	0.703
sweetest	labing matam-is	joy	0.703
cherish	mahalon	joy	0.703
goodlife	maayong kinabuhi	joy	0.703
beautification	pagpatahom	joy	0.703
appreciates	nagpasalamat	joy	0.703
winning	nadaug	joy	0.703
cuddled	gikutlo	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	nakalingaw	joy	0.700
excite	magmaya	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	adlaw nga natawhan	joy	0.691
metime	metime	joy	0.688
favorite	paborito	joy	0.688
honored	gipasidunggan	joy	0.688
content	kontento	joy	0.688
godsend	diosend	joy	0.688
entertaining	makalingaw	joy	0.688
angelic	anghel	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	pagsimba	joy	0.688
exquisite	katahum	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	bililhon	joy	0.682
majestic	halangdon	joy	0.682
appreciated	gipasalamatan	joy	0.682
luscious	luscious	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	mipahiyom	joy	0.682
bestfriends	bestfriends	joy	0.682
exaltation	kahimayaan	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	masanag	joy	0.682
tranquility	kalinaw	joy	0.679
marry	magminyo	joy	0.676
embrace	paggakos	joy	0.676
positively	positibo	joy	0.676
dearest	gihigugma	joy	0.672
relaxation	pagpahayahay	joy	0.672
accomplished	natapos	joy	0.672
hug	gakos	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	grin	joy	0.672
enliven	makapalig-on	joy	0.672
contentment	katagbawan	joy	0.672
hilarious	hilarious	joy	0.672
giggles	giggles	joy	0.672
bountiful	dagaya	joy	0.667
victor	mananaog	joy	0.667
adore	adore	joy	0.667
boisterous	boisterous	joy	0.667
fulfilled	natuman	joy	0.667
fulfill	tumanon	joy	0.664
cuddles	mga panapaw	joy	0.662
prosperous	mauswagon	joy	0.660
romanticism	romantismo	joy	0.656
humor	humor	joy	0.656
glow	kahayag	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	nindot	joy	0.656
appreciation	apresasyon	joy	0.656
encouraged	gidasig	joy	0.656
satisfy	pagtagbaw	joy	0.656
serenity	kalinaw	joy	0.656
captivate	Maulaw	joy	0.656
besties	besties	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	katagbawan	joy	0.652
treasure	bahandi	joy	0.652
engaged	nagtrabaho	joy	0.652
praises	mga pagdayeg	joy	0.652
abundance	kabuhong	joy	0.652
fortunes	kabus	joy	0.652
relaxing	pagpahayahay	joy	0.652
praised	gidayeg	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	katimbang	joy	0.647
affection	pagbati	joy	0.647
relieved	nahupay	joy	0.647
carnival	karnabal	joy	0.643
divine	balaan	joy	0.641
saintly	balaan	joy	0.641
harmoniously	makatarunganon	joy	0.641
achieve	pagkab-ot	joy	0.641
thanksgiving	pagpasalamat	joy	0.641
jackpot	jackpot	joy	0.641
priceless	bililhon	joy	0.641
sensuality	kalaw-ayan	joy	0.641
champion	champion	joy	0.641
wedding	kasal	joy	0.641
uplifting	makabayaw	joy	0.641
climax	kinatapusan	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	malinawon	joy	0.636
twinkle	pagkidlap	joy	0.636
reverie	reverie	joy	0.636
exalt	pagbayaw	joy	0.636
winner	mananaog	joy	0.636
felicity	kalingawan	joy	0.636
cuddle	gakus	joy	0.636
comforting	makapahupay	joy	0.636
honeymoon	honeymoon	joy	0.636
xoxo	xoxo	joy	0.634
amusing	makalingaw	joy	0.625
reward	ganti	joy	0.625
fondness	kahinam	joy	0.625
hearts	mga kasingkasing	joy	0.625
brighter	hayag	joy	0.625
sweet	matam-is	joy	0.625
stargazing	pagtuktok	joy	0.625
festival	pista	joy	0.625
snuggling	snuggling	joy	0.625
generosity	pagkamahinatagon	joy	0.625
gorgeous	nindot kaayo	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	sex	joy	0.622
parade	parade	joy	0.621
applause	palakpak	joy	0.621
genial	pagkamaayo	joy	0.621
beauty	katahum	joy	0.621
kind	mabination	joy	0.621
newlife	bag-ong kinabuhi	joy	0.618
aspiring	nangandoy	joy	0.618
fulfilling	pagtuman	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	mahiyason	joy	0.613
kiss	paghalok	joy	0.610
winnings	winnings	joy	0.609
praiseworthy	dalaygon	joy	0.609
rainbows	ulan	joy	0.609
generous	manggihatagon	joy	0.609
enlightenment	pagdagan	joy	0.609
playful	playful	joy	0.609
christmas	Pasko	joy	0.609
super	sobra	joy	0.609
elegance	elegante	joy	0.609
rekindle	rekindle	joy	0.609
awards	awards	joy	0.609
adorable	madanihon	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	kagawasan	joy	0.607
successful	malampuson	joy	0.606
onelove	usa ka gugma	joy	0.606
kindness	pagkamaayo	joy	0.606
freely	gawasnon	joy	0.606
surprises	mga surpresa	joy	0.606
inspired	dinasig	joy	0.606
hilarity	hilarity	joy	0.606
wonder	katingala	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	kalingawan	joy	0.603
whimsical	talagsaon	joy	0.603
passion	gugma	joy	0.603
beautify	mapatahum	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	sunrise	joy	0.600
godisgood	godisgood	joy	0.597
whoo	kinsa nga	joy	0.594
angel	anghel	joy	0.594
thankgod	salamat	joy	0.594
accomplishment	kalampusan	joy	0.594
flirt	higala	joy	0.594
goodmusic	goodmusic	joy	0.594
snuggled	Nag-snake	joy	0.594
revere	nagpasidungog	joy	0.594
inspire	pagdasig	joy	0.594
fanfare	Gisulayan	joy	0.594
peacefully	malinawon	joy	0.594
jesus	jesus	joy	0.594
goodies	maayong mga butang	joy	0.594
heroic	dungog	joy	0.591
fortune	bahandi	joy	0.591
friendship	panaghigalaay	joy	0.591
singing	pagkanta	joy	0.591
exalted	gibayaw	joy	0.591
summer	ting-init	joy	0.591
highest	labing taas	joy	0.591
overflowing	nagaawas	joy	0.588
contented	kontento	joy	0.588
woot	woot	joy	0.588
rollicking	naglihoklihok	joy	0.588
hope	paglaum	joy	0.586
accolade	pasidungog	joy	0.586
cozy	komportable	joy	0.583
delicious	lami	joy	0.579
friendly	mahigalaon	joy	0.578
sensuous	sensuous	joy	0.578
darling	sayaw	joy	0.578
picturesque	nindot tan-awon	joy	0.578
raving	Naglibog	joy	0.578
praise	pagdayeg	joy	0.578
everlasting	walay katapusan	joy	0.578
ambition	ambisyon	joy	0.578
thelife	ang kinabuhi	joy	0.578
sparkle	sparkle	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	luckygirl	joy	0.576
flattering	pag-ulog-ulog	joy	0.576
sensual	mahilayon	joy	0.576
heroism	pagkabayani	joy	0.576
succeeding	milampos	joy	0.576
grace	grasya	joy	0.576
peace	kalinaw	joy	0.576
livelife	buhi nga kinabuhi	joy	0.574
special	espesyal nga	joy	0.574
tantalizing	tantalizing	joy	0.572
pumped	pumped	joy	0.567
worthwhile	mapuslanon	joy	0.562
revels	lingaw	joy	0.562
prevail	mopatigbabaw	joy	0.562
liking	ganahan	joy	0.562
sunny	sunny	joy	0.562
relax	pag-relaks	joy	0.562
surprise	katingala	joy	0.562
hugs	hugs	joy	0.562
admirable	dalaygon	joy	0.562
hero	bayani	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	kataw-anan	joy	0.562
sweets	tam-is	joy	0.562
prosper	mouswag	joy	0.562
superstar	superstar	joy	0.562
favorable	paborable	joy	0.561
bless	pagpanalangin	joy	0.561
tenderness	kalumo	joy	0.561
freedom	kagawasan	joy	0.561
masterpiece	obra maestra	joy	0.561
newyear	bag-ong tuig	joy	0.561
dreams	mga damgo	joy	0.559
hopeful	malaumon	joy	0.559
home	home	joy	0.559
cruising	paglupad	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	pagkamatinud-anon	joy	0.553
closeness	pagkasuod	joy	0.552
eagerness	kadasig	joy	0.552
comfy	komportable	joy	0.551
sunshine	kahayag sa adlaw	joy	0.551
confidence	pagsalig	joy	0.547
mistletoe	mistletoe	joy	0.547
elite	elite	joy	0.547
celestial	celestial	joy	0.547
heart	kasingkasing	joy	0.547
completion	pagkompleto	joy	0.547
good	maayo	joy	0.547
daughter	anak nga babaye	joy	0.547
gifts	mga gasa	joy	0.547
astonishment	kahibulong	joy	0.547
bonus	bonus	joy	0.547
goodmorning	maayong buntag	joy	0.547
