word	Finnish-fi	emotion	emotion-intensity-score
prayer	rukous	joy	0.439
sharing	jakaminen	joy	0.439
esteem	kunnioitus	joy	0.439
lyrical	lyyrinen	joy	0.439
righteousness	vanhurskaus	joy	0.439
share	Jaa	joy	0.438
husband	aviomies	joy	0.438
life	elämä	joy	0.438
sonnet	sonetti	joy	0.438
relief	helpotus	joy	0.438
unbeaten	lyömätön	joy	0.438
newday	uusi päivä	joy	0.438
meditate	mietiskellä	joy	0.438
mighty	mahtava	joy	0.438
eager	innokas	joy	0.438
strength	vahvuus	joy	0.438
warm	lämmin	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	kaveri	joy	0.427
oneness	ykseys	joy	0.426
unsurpassed	ylittämätön	joy	0.424
ejaculation	siemensyöksy	joy	0.424
unconstrained	rajoittamaton	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	mitali	joy	0.424
amen	aamen	joy	0.424
candlelight	kynttilänvalo	joy	0.424
reverence	kunnioitus	joy	0.424
healthful	terveellinen	joy	0.424
carols	joululauluja	joy	0.424
sledding	Kelkkailu	joy	0.422
wealth	rikkaus	joy	0.422
graduation	valmistuminen	joy	0.422
frisky	vallaton	joy	0.422
energy	energia	joy	0.422
calmness	tyyneys	joy	0.422
beginnings	alkeet	joy	0.422
safe	turvallinen	joy	0.422
musical	musikaali	joy	0.422
symphony	sinfonia	joy	0.422
lml	LML	joy	0.422
glitter	kimallus	joy	0.422
ease	helppous	joy	0.422
helpful	hyödyllinen	joy	0.422
soundness	vakaus	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	lupaus	joy	0.415
reunite	yhdistyä jälleen	joy	0.414
salvation	pelastus	joy	0.412
mother	äiti	joy	0.412
poems	runoja	joy	0.412
inauguration	virkaanastujaiset	joy	0.409
immaculate	tahraton	joy	0.409
lighten	keventää	joy	0.409
aromatherapy	aromaterapiaa	joy	0.409
travel	matkustaa	joy	0.409
lavender	laventeli	joy	0.409
purify	puhdistaa	joy	0.409
clown	klovni	joy	0.409
star	tähti	joy	0.406
cash	Käteinen raha	joy	0.406
heal	parantaa	joy	0.406
completing	Suoritettuaan	joy	0.406
companion	kumppani	joy	0.406
live	elää	joy	0.406
flowers	kukat	joy	0.406
wishing	haluaa	joy	0.406
charity	hyväntekeväisyys	joy	0.406
opportune	otollinen	joy	0.406
income	tulo	joy	0.403
soul	sielu	joy	0.401
munchies	munchies	joy	0.400
indescribable	sanoin kuvaamaton	joy	0.397
progress	edistyminen	joy	0.397
emancipation	emansipaatio	joy	0.397
christian	kristillinen	joy	0.397
hammock	riippumatto	joy	0.394
together	yhdessä	joy	0.394
equality	tasa-arvo	joy	0.394
fullness	täyteläisyys	joy	0.394
picnic	piknikki	joy	0.394
calm	rauhoittaa	joy	0.394
childhood	lapsuus	joy	0.394
rhythmical	rytmikäs	joy	0.394
movies	elokuvat	joy	0.393
zealous	innokas	joy	0.393
littlethings	pienet asiat	joy	0.391
humanity	ihmiskunta	joy	0.391
starry	tähtikirkas	joy	0.391
playground	leikkikenttä	joy	0.391
adventures	seikkailuja	joy	0.391
meaningful	mielekäs	joy	0.391
choir	kuoro	joy	0.391
affluence	yltäkylläisyys	joy	0.391
warms	lämmittää	joy	0.391
goofy	Typerä	joy	0.391
auspicious	lupaava	joy	0.391
gesture	ele	joy	0.387
vow	vala	joy	0.382
shopping	ostokset	joy	0.382
witty	nokkela	joy	0.382
communion	yhteys	joy	0.379
vibes	fiilis	joy	0.379
worship	palvonta	joy	0.379
jump	hypätä	joy	0.379
reverend	kunnianarvoisa	joy	0.377
advance	edetä	joy	0.375
beaches	rantoja	joy	0.375
youth	nuoret	joy	0.375
spirits	henkiä	joy	0.375
simplicity	yksinkertaisuus	joy	0.375
full	koko	joy	0.375
rising	nouseva	joy	0.375
hymn	virsi	joy	0.375
unique	ainutlaatuinen	joy	0.375
redeemed	lunastettu	joy	0.375
scenic	luonnonkaunis	joy	0.375
mirth	iloisuus	joy	0.375
courtship	kosiskelu	joy	0.375
experience	kokea	joy	0.375
reunion	jälleennäkeminen	joy	0.375
sonorous	soinnikas	joy	0.375
unforgettable	unohtumaton	joy	0.375
baptismal	kaste-	joy	0.368
alliance	liitto	joy	0.368
grant	myöntää	joy	0.366
conciliation	sovittelu	joy	0.364
moonlight	kuutamo	joy	0.364
sanctification	sanktio	joy	0.364
improves	parantaa	joy	0.364
improve	parantaa	joy	0.364
pure	puhdas	joy	0.364
authentic	aito	joy	0.364
kitten	kissanpentu	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	vadelmat	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	tarkkuus	joy	0.359
feeling	tunne	joy	0.359
devotional	hartaus-	joy	0.359
proficiency	pätevyys	joy	0.359
tinsel	hopealanka	joy	0.359
revival	elpyminen	joy	0.359
sanctify	pyhittää	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	itsenäinen	joy	0.359
cocoa	kaakao	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	delfiini	joy	0.348
choral	kuoro-	joy	0.348
deliverance	pelastus	joy	0.348
romp	peuhata	joy	0.348
roaring	möly	joy	0.348
melody	melodia	joy	0.348
favor	suosia	joy	0.348
unification	yhdistyminen	joy	0.348
exceed	ylittää	joy	0.348
purpose	tarkoitus	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	ei töitä	joy	0.344
voluptuous	uhkea	joy	0.344
fruits	hedelmät	joy	0.344
thx	Kiitti	joy	0.344
newstart	Uusi alku	joy	0.344
manicure	manikyyri	joy	0.344
date	Treffi	joy	0.344
kiddos	kiddos	joy	0.344
roadtrip	roadtrip	joy	0.344
cookies	keksit	joy	0.344
hedonism	hedonismi	joy	0.344
humble	nöyrä	joy	0.344
electric	sähköinen	joy	0.344
pledge	pantti	joy	0.344
celebrity	julkkis	joy	0.342
rhythm	rytmi	joy	0.338
bridesmaid	morsiusneito	joy	0.338
snowday	snowday	joy	0.333
young	nuori	joy	0.333
coffee	kahvi	joy	0.333
edification	mielenylennys	joy	0.333
obliging	huomaavainen	joy	0.333
renovation	kunnostus	joy	0.333
familiarity	perehtyneisyys	joy	0.333
garden	puutarha	joy	0.333
spa	kylpylä	joy	0.333
dawn	valjeta	joy	0.333
connoisseur	tuntija	joy	0.333
partner	kumppani	joy	0.333
gazing	katsellen	joy	0.333
foodie	herkkusuu	joy	0.331
synchronize	synkronoida	joy	0.329
tribulation	koettelemus	joy	0.328
healing	paranemista	joy	0.328
saint	pyhimys	joy	0.328
chirping	viserrystä	joy	0.328
hobby	harraste	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	joululaulu	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	psalmi	joy	0.328
pedicure	pedikyyri	joy	0.328
amnesty	yleinen armahdus	joy	0.328
respite	hengähdystauko	joy	0.324
mellow	täyteläinen	joy	0.318
lazyday	NO TRANSLATION	joy	0.318
recreational	virkistys-	joy	0.318
restorative	vahvistava	joy	0.318
cousins	serkut	joy	0.318
classics	klassikoita	joy	0.318
reconciliation	sovinto	joy	0.316
dove	kyyhkynen	joy	0.312
living	elävä	joy	0.312
presto	presto	joy	0.312
crafts	käsityöt	joy	0.312
recovery	elpyminen	joy	0.312
woods	woods	joy	0.312
sunset	auringonlasku	joy	0.312
fitness	kunto	joy	0.312
playhouse	leikkimökki	joy	0.312
superman	supermies	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	viisaus	joy	0.312
deal	sopimus	joy	0.312
simplify	yksinkertaistaa	joy	0.312
lord	herra	joy	0.312
sterling	sterling	joy	0.312
progression	eteneminen	joy	0.312
relight	relight	joy	0.312
pony	poni	joy	0.312
infant	pikkulasten	joy	0.309
improvement	parannus	joy	0.309
absolution	synninpäästö	joy	0.306
gently	kevyesti	joy	0.303
established	perusti	joy	0.303
honest	rehellinen	joy	0.303
decorating	Sisustus	joy	0.303
endless	loputon	joy	0.303
banquet	banketti	joy	0.303
providing	tarjoaminen	joy	0.300
mine	Kaivos	joy	0.297
fraternal	veljellinen	joy	0.297
notable	huomattava	joy	0.297
feat	saavutus	joy	0.297
harvest	sato	joy	0.297
quaint	viehättävä	joy	0.297
softly	pehmeästi	joy	0.297
spiritual	hengellinen	joy	0.297
morals	moraali	joy	0.297
lounging	oleskelu	joy	0.297
light	valo	joy	0.297
breeze	tuulahdus	joy	0.297
strolling	kiertelevä	joy	0.297
spending	menot	joy	0.297
meditating	meditoi	joy	0.297
joker	jokeri	joy	0.297
yearning	kaipuu	joy	0.297
growth	kasvu	joy	0.297
fervor	kiihkeys	joy	0.295
quotes	lainausmerkit	joy	0.294
volunteer	vapaaehtoinen	joy	0.294
psalms	psalmeja	joy	0.288
hippie	hippi	joy	0.288
gain	saada	joy	0.288
taoism	Taolaisuus	joy	0.288
midwife	kätilö	joy	0.288
resources	voimavarat	joy	0.288
create	luoda	joy	0.288
receiving	vastaanotetaan	joy	0.287
ocean	valtameri	joy	0.286
snowfall	lumisade	joy	0.286
lsd	lsd	joy	0.286
hiking	vaellus	joy	0.283
chill	kylmyys	joy	0.281
truce	aselepo	joy	0.281
infinity	äärettömyys	joy	0.281
toast	paahtoleipä	joy	0.281
destination	määränpää	joy	0.281
buddhist	buddhalainen	joy	0.281
rested	levännyt	joy	0.281
candid	vilpitön	joy	0.281
evergreen	ikivihreä	joy	0.281
unwind	rentoutua	joy	0.281
buzzing	pörinä	joy	0.281
venerable	kunnioitettava	joy	0.279
balance	saldo	joy	0.275
retirement	eläke	joy	0.275
compensate	hyvittää	joy	0.273
swim	uida	joy	0.273
drinks	juomat	joy	0.273
devout	harras	joy	0.273
buddha	Buddha	joy	0.273
rapt	haltioitunut	joy	0.273
fireplace	takka	joy	0.273
snowing	lumisade	joy	0.271
sublimation	sublimaatio	joy	0.270
fruity	hedelmäinen	joy	0.268
humility	nöyryys	joy	0.266
paragon	esikuva	joy	0.266
ministry	ministeriö	joy	0.266
sunday	sunnuntai	joy	0.266
salute	tervehdys	joy	0.266
fortitude	rohkeus	joy	0.266
whim	päähänpisto	joy	0.266
sun	aurinko	joy	0.266
sketching	luonnosteluun	joy	0.266
waves	aallot	joy	0.266
buddhism	buddhalaisuus	joy	0.266
cathedral	katedraali	joy	0.266
yoga	jooga	joy	0.266
artwork	kuvamateriaali	joy	0.265
practiced	harjoiteltu	joy	0.264
clean	puhdas	joy	0.260
found	löydetty	joy	0.258
fitting	asennus	joy	0.258
immerse	upottaa	joy	0.258
running	juoksu	joy	0.258
clarity	selkeys	joy	0.258
food	ruoka	joy	0.258
exercise	liikunta	joy	0.258
autumn	syksy	joy	0.254
ardent	kiihkeä	joy	0.250
fit	sovittaa	joy	0.250
mountain	vuori	joy	0.250
expedient	tarkoituksenmukainen	joy	0.250
diary	päiväkirja	joy	0.250
candles	kynttilät	joy	0.250
outdoors	ulkona	joy	0.250
chilled	jäähdytetty	joy	0.250
clap	taputtaa	joy	0.250
contagious	tarttuva	joy	0.250
chirp	visertää	joy	0.250
morning	aamu	joy	0.250
visitor	vierailija	joy	0.250
hardy	sitkeä	joy	0.250
countryside	maaseutu	joy	0.250
undying	ikuinen	joy	0.250
football	jalkapallo	joy	0.250
advocacy	asianajo	joy	0.250
demonstrative	havainnollinen	joy	0.250
cradle	kehto	joy	0.247
trance	transsi	joy	0.246
breakfast	aamiainen	joy	0.242
grow	kasvaa	joy	0.242
pay	maksaa	joy	0.242
preservative	säilöntäaine	joy	0.242
intense	voimakas	joy	0.242
supremacy	ylivalta	joy	0.242
church	kirkko	joy	0.242
procession	kulkue	joy	0.242
consecration	vihkiminen	joy	0.235
lifetime	elinikä	joy	0.234
nursery	lastentarha	joy	0.234
humbled	nöyräksi	joy	0.234
vote	äänestys	joy	0.234
incense	suitsuke	joy	0.234
lyre	lyyra	joy	0.234
candle	kynttilä	joy	0.234
snowy	luminen	joy	0.234
doll	nukke	joy	0.234
skiing	hiihto	joy	0.234
ordination	koordinointi	joy	0.234
art	taide	joy	0.234
salary	palkkaus	joy	0.234
pastry	leivonnainen	joy	0.229
firefly	tulikärpänen	joy	0.227
chilling	hyytävä	joy	0.227
remedy	parannuskeino	joy	0.227
rescue	pelastaa	joy	0.225
camping	telttailu	joy	0.221
perspective	näkökulma	joy	0.221
orchard	hedelmätarha	joy	0.221
orchestra	orkesteri	joy	0.221
possess	omistaa	joy	0.219
castle	linna	joy	0.219
lamb	lammas	joy	0.219
gardens	puutarhat	joy	0.219
breezy	reipas	joy	0.219
mucis	NO TRANSLATION	joy	0.212
bouttime	jo aikakin	joy	0.212
brisk	reipas	joy	0.212
countrymusic	NO TRANSLATION	joy	0.212
repay	maksaa takaisin	joy	0.212
ribbon	nauha	joy	0.212
pho	pho	joy	0.212
reggae	reggae	joy	0.212
raindrops	sadepisarat	joy	0.212
listneing	NO TRANSLATION	joy	0.212
teach	opettaa	joy	0.212
nap	torkut	joy	0.206
stillness	hiljaisuus	joy	0.203
chant	laulaa	joy	0.203
hire	vuokraus	joy	0.203
vernal	keväinen	joy	0.203
cove	lahti	joy	0.203
uncontrollable	hillitön	joy	0.203
legalized	laillistettu	joy	0.203
unexpected	odottamaton	joy	0.203
lights	valot	joy	0.203
save	Tallentaa	joy	0.200
atone	sovittamaan	joy	0.197
trees	Puut	joy	0.197
pastor	pastori	joy	0.197
symmetry	symmetria	joy	0.197
oneday	NO TRANSLATION	joy	0.197
scripture	Raamattu	joy	0.196
mountains	vuoret	joy	0.194
pathway	polku	joy	0.188
walking	kävely	joy	0.188
craziness	hulluutta	joy	0.188
soppy	tunteileva	joy	0.188
tea	tee	joy	0.188
quiet	hiljainen	joy	0.188
forefathers	esi-isät	joy	0.188
liquor	viina	joy	0.188
custom	asiakassuhde	joy	0.188
whiteness	valkoisuus	joy	0.188
sympathetic	sympaattinen	joy	0.188
patient	potilas	joy	0.186
dollhouse	nukkekoti	joy	0.182
bath	kylpy	joy	0.182
score	pisteet	joy	0.182
movingon	movingon	joy	0.182
supporter	tukija	joy	0.180
accompaniment	säestys	joy	0.179
pursuit	pyrkimys	joy	0.176
outburst	tunteenpurkaus	joy	0.176
frosty	huurteinen	joy	0.174
workout	treenata	joy	0.172
closure	päättäminen	joy	0.172
luncheon	lounas	joy	0.172
service	palvelu	joy	0.172
wintery	talvinen	joy	0.172
wages	palkat	joy	0.169
civilized	sivistynyt	joy	0.169
fain	NO TRANSLATION	joy	0.167
december	joulukuu	joy	0.167
acrobat	akrobaatti	joy	0.162
glide	liukua	joy	0.162
finally	vihdoin	joy	0.157
reproductive	lisääntymis-	joy	0.156
elf	keijukainen	joy	0.156
organization	organisaatio	joy	0.156
stroll	kävely	joy	0.156
peppermint	piparminttu	joy	0.156
break	tauko	joy	0.156
chai	chai	joy	0.156
obtainable	saatavissa	joy	0.156
bathtub	kylpyamme	joy	0.156
advent	tulo	joy	0.152
scifi	scifi	joy	0.152
balm	lohtu	joy	0.152
measured	mitattu	joy	0.152
spaniel	spanieli	joy	0.145
tan	rusketus	joy	0.141
ditty	laulelma	joy	0.141
bubble	kupla	joy	0.141
simple	yksinkertainen	joy	0.141
oils	öljyt	joy	0.141
beer	olut	joy	0.141
green	vihreä	joy	0.137
buss	buss	joy	0.136
books	kirjat	joy	0.136
makingdisciples	NO TRANSLATION	joy	0.136
chow	ruoka	joy	0.135
pitter	Pitter	joy	0.134
flows	virtaa	joy	0.130
silence	hiljaisuus	joy	0.127
roadster	avoauto	joy	0.125
solitude	yksinäisyys	joy	0.125
bookstore	kirjakauppa	joy	0.125
wine	viini	joy	0.125
circumstances	olosuhteet	joy	0.125
japan	Japani	joy	0.121
soak	liota	joy	0.121
wilderness	erämaa	joy	0.121
priesthood	pappeus	joy	0.121
critical	kriittinen	joy	0.116
neutral	neutraali	joy	0.114
untie	irrottaa	joy	0.109
hunting	metsästys	joy	0.109
opera	ooppera	joy	0.109
weight	paino	joy	0.109
white	valkoinen	joy	0.109
sand	hiekka	joy	0.109
wind	tuuli	joy	0.109
labor	työvoima	joy	0.106
classical	klassinen	joy	0.106
affliction	koettelemus	joy	0.103
lake	järvi	joy	0.103
organ	urut	joy	0.094
dwelling	asunto	joy	0.094
tree	puu	joy	0.090
pond	lampi	joy	0.089
marrow	kurpitsa	joy	0.078
latte	latte	joy	0.078
sipping	siemaillen	joy	0.076
benign	hyvänlaatuinen	joy	0.074
majority	suurin osa	joy	0.073
leaf	puun lehti	joy	0.065
troubles	ongelmia	joy	0.062
basketball	koripallo	joy	0.062
explosions	räjähdykset	joy	0.061
cream	kerma	joy	0.061
shepherd	paimen	joy	0.058
tuesday	tiistai	joy	0.047
turbulence	turbulenssi	joy	0.045
calf	vasikka	joy	0.040
hardship	vaikeus	joy	0.031
sixty	kuusikymmentä	joy	0.016
unhappiness	onnettomuutta	joy	0.016
heartbreaking	sydäntäsärkevä	sadness	0.969
mourning	suruaika	sadness	0.969
tragic	traaginen	sadness	0.961
holocaust	holokausti	sadness	0.953
suicidal	itsemurha-	sadness	0.941
misery	kurjuus	sadness	0.938
massacre	verilöyly	sadness	0.931
euthanasia	eutanasia	sadness	0.927
depression	masennus	sadness	0.925
bereavement	kuolemantapaus	sadness	0.922
grieving	sureva	sadness	0.922
fatal	kohtalokas	sadness	0.922
bereaved	sureva	sadness	0.920
devastation	tuho	sadness	0.917
death	kuolema	sadness	0.915
devastated	tuhoutunut	sadness	0.912
suicide	itsemurha	sadness	0.912
catastrophe	katastrofi	sadness	0.911
horrifying	kauhistuttava	sadness	0.907
tragedy	tragedia	sadness	0.906
depressing	masentava	sadness	0.906
died	kuollut	sadness	0.906
anguish	ahdistus	sadness	0.902
agony	tuska	sadness	0.900
deadly	tappava	sadness	0.898
weeping	itkevä	sadness	0.896
stillbirth	kuolleena syntynyt lapsi	sadness	0.891
deceased	kuollut	sadness	0.891
murderer	murhaaja	sadness	0.877
devastating	tuhoisa	sadness	0.875
rape	raiskata	sadness	0.875
cancer	syöpä	sadness	0.875
dying	kuoleva	sadness	0.875
sadness	surullisuus	sadness	0.864
morbidity	sairastuvuus	sadness	0.864
crucifixion	ristiinnaulitseminen	sadness	0.859
grief	suru	sadness	0.859
depressed	masentunut	sadness	0.859
traumatic	traumaattinen	sadness	0.859
atrocity	julmuus	sadness	0.859
execution	suoritus	sadness	0.859
abandonment	hylkääminen	sadness	0.859
perish	menehtyä	sadness	0.859
cadaver	ruumis	sadness	0.853
treachery	petollisuus	sadness	0.848
betrayed	petti	sadness	0.848
sad	surullinen	sadness	0.844
destroyed	tuhonnut	sadness	0.844
miserable	kurja	sadness	0.844
persecution	vaino	sadness	0.844
funeral	hautajaiset	sadness	0.844
slaughtering	teurastus	sadness	0.844
horrific	kauhistuttava	sadness	0.844
homicide	murha	sadness	0.844
hopelessness	toivottomuus	sadness	0.844
grieve	murehtia	sadness	0.844
sorrow	suru	sadness	0.844
suffering	kärsimys	sadness	0.844
murderous	murhanhimoinen	sadness	0.844
unhappiness	onnettomuutta	sadness	0.839
crippled	rujo	sadness	0.836
bloodshed	verenvuodatus	sadness	0.836
pained	tuskainen	sadness	0.833
manslaughter	tappo	sadness	0.833
carnage	verilöyly	sadness	0.833
unbearable	sietämätön	sadness	0.830
stillborn	kuolleena syntynyt	sadness	0.830
slavery	orjuus	sadness	0.828
torment	piina	sadness	0.828
sickness	sairaus	sadness	0.828
enslaved	orjuutettu	sadness	0.828
casualty	uhri	sadness	0.828
morbid	sairaalloinen	sadness	0.828
murder	murhata	sadness	0.828
mourn	surra	sadness	0.828
helplessness	avuttomuus	sadness	0.828
annihilation	tuhoaminen	sadness	0.828
abandoned	hylätty	sadness	0.828
horrors	kauhut	sadness	0.828
mutilation	silpominen	sadness	0.828
annihilated	tuhotuksi	sadness	0.828
miscarriage	keskenmeno	sadness	0.824
starvation	nälkiintyminen	sadness	0.819
killing	tappaminen	sadness	0.812
failure	vika	sadness	0.812
famine	nälänhätä	sadness	0.812
distraught	suunniltaan	sadness	0.812
childloss	NO TRANSLATION	sadness	0.812
burial	hautaaminen	sadness	0.812
disgrace	häpeä	sadness	0.812
cruelty	julmuus	sadness	0.812
despair	epätoivo	sadness	0.812
saddens	surettaa	sadness	0.812
oppression	sorto	sadness	0.812
sadly	valitettavasti	sadness	0.812
mournful	surullinen	sadness	0.812
terrorism	terrorismi	sadness	0.812
heartache	sydänsuru	sadness	0.812
bloody	verinen	sadness	0.806
perishing	helkkarin	sadness	0.804
inhumanity	epäinhimillisyys	sadness	0.804
malignancy	pahanlaatuisuus	sadness	0.803
mortification	häpeä	sadness	0.802
sarcoma	sarkooma	sadness	0.797
lifeless	eloton	sadness	0.797
perished	menehtyi	sadness	0.797
dreadful	kauhea	sadness	0.797
devastate	tuhota	sadness	0.797
dreadfully	kamalan	sadness	0.797
gallows	hirsipuu	sadness	0.797
lethal	tappava	sadness	0.797
desolation	hävitys	sadness	0.797
kill	tappaa	sadness	0.797
slave	orja	sadness	0.797
mortuary	ruumishuone	sadness	0.797
assassination	salamurha	sadness	0.797
leukemia	leukemia	sadness	0.797
brokenheart	NO TRANSLATION	sadness	0.792
banishment	karkotus	sadness	0.790
afflict	vaivata	sadness	0.789
disheartened	lannistua	sadness	0.788
bury	haudata	sadness	0.781
crying	huutava	sadness	0.781
tumour	kasvain	sadness	0.781
heartbreak	sydänsuru	sadness	0.781
desecration	häpäiseminen	sadness	0.781
demoralized	masentuneet	sadness	0.781
terrorize	terrorisoida	sadness	0.781
die	NO TRANSLATION	sadness	0.773
lynch	lynkata	sadness	0.773
sufferer	kärsijä	sadness	0.770
loneliness	yksinäisyys	sadness	0.766
cemetery	hautausmaa	sadness	0.766
destitute	rutiköyhä	sadness	0.766
torture	kiduttaa	sadness	0.766
abortion	abortti	sadness	0.766
diseased	sairas	sadness	0.766
condolence	surunvalittelut	sadness	0.766
fatality	kuolemantapaus	sadness	0.766
dismemberment	silpominen	sadness	0.766
doomed	tuhoon tuomittu	sadness	0.766
fearful	peloissaan	sadness	0.766
slayer	Slayer	sadness	0.766
painfully	tuskallisen	sadness	0.758
moribund	kuoleva	sadness	0.758
disaster	katastrofi	sadness	0.758
depress	masentaa	sadness	0.755
condemnation	tuomitseminen	sadness	0.754
desperation	epätoivo	sadness	0.750
hemorrhage	verenvuoto	sadness	0.750
unhappy	onneton	sadness	0.750
pandemic	pandeeminen	sadness	0.750
corpse	ruumis	sadness	0.750
depressive	depressiivinen	sadness	0.750
deplorable	valitettava	sadness	0.750
defeated	voitti	sadness	0.750
doomsday	tuomiopäivä	sadness	0.750
cry	itkeä	sadness	0.750
victimized	kostotoimien	sadness	0.750
obliteration	obliteration	sadness	0.750
damnation	kadotus	sadness	0.750
guilt	syyllisyys	sadness	0.750
sickening	kuvottava	sadness	0.750
terrorist	terroristi	sadness	0.750
sorrowful	surullinen	sadness	0.750
incest	insesti	sadness	0.750
painful	tuskallinen	sadness	0.750
abduction	sieppaus	sadness	0.750
regretful	pahoillaan	sadness	0.750
unfairness	epäoikeudenmukaisuus	sadness	0.745
molestation	ahdistelu	sadness	0.744
exile	maanpako	sadness	0.742
abysmal	pohjaton	sadness	0.742
hellish	helvetillinen	sadness	0.738
exterminate	tuhota	sadness	0.736
earthquake	maanjäristys	sadness	0.734
betrayal	petos	sadness	0.734
orphan	orpo	sadness	0.734
slaughter	teurastus	sadness	0.734
disgraced	nolottaa	sadness	0.734
battered	kolhiintunut	sadness	0.734
assassin	salamurhaaja	sadness	0.734
horrid	hirveä	sadness	0.734
miserably	surkeasti	sadness	0.734
lonesome	yksinäinen	sadness	0.734
morgue	ruumishuone	sadness	0.734
disastrous	tuhoisa	sadness	0.734
warfare	sodankäynti	sadness	0.734
destroying	tuhoaa	sadness	0.734
homeless	asunnoton	sadness	0.734
listless	välinpitämätön	sadness	0.729
unfortunately	valitettavasti	sadness	0.727
grave	hauta	sadness	0.727
emptiness	tyhjyys	sadness	0.727
alienated	vieraantuneita	sadness	0.727
fraught	kireä	sadness	0.722
emaciated	laihtunut	sadness	0.719
malicious	ilkeä	sadness	0.719
atrophy	surkastuminen	sadness	0.719
cripple	rampa	sadness	0.719
ashamed	häpeissään	sadness	0.719
leprosy	lepra	sadness	0.719
violently	väkivaltaisesti	sadness	0.719
disheartening	masentavaa	sadness	0.719
cried	itkenyt	sadness	0.719
woe	murhe	sadness	0.719
horror	kauhu	sadness	0.719
heartless	tunteeton	sadness	0.719
forsaken	hylännyt	sadness	0.719
paralysis	halvaus	sadness	0.719
missing	puuttuva	sadness	0.719
danger	vaara	sadness	0.719
pain	kipu	sadness	0.719
demise	kuolema	sadness	0.717
disgruntled	tyytymätön	sadness	0.712
rejected	hylätty	sadness	0.712
sickly	sairaalloinen	sadness	0.712
violence	väkivalta	sadness	0.712
torn	revitty	sadness	0.710
calamity	katastrofi	sadness	0.709
