word	Basque-eu	emotion	emotion-intensity-score
greatday	NO TRANSLATION	joy	0.812
goodtimes	momentu onak	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	happyday	joy	0.809
myfavorite	nire gogokoena	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	plazerra	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	gladness	joy	0.803
giggle	giggle	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	arrakasta	joy	0.797
happier	zoriontsuago	joy	0.797
dancing	dantzan	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	handitasuna	joy	0.797
lovemylife	lovemylife	joy	0.797
grateful	eskertu	joy	0.789
splendor	distira	joy	0.788
amuse	amuse	joy	0.788
fun	fun	joy	0.788
happy	zoriontsu	joy	0.788
enchanted	sorgindutako	joy	0.781
glorify	glorifica	joy	0.781
glad	pozik	joy	0.781
beautiful	ederra	joy	0.781
solucky	solucky	joy	0.781
giggling	giggling	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	erradiatzailea	joy	0.781
heavens	zeruak	joy	0.779
perfection	perfekzioa	joy	0.779
christmassy	Christmassy	joy	0.779
romance	amodioa	joy	0.779
thrilling	zirraragarria	joy	0.776
miraculous	Milagrosa	joy	0.773
fiesta	fiesta	joy	0.773
entertain	Harkaitz	joy	0.773
congrats	Zorionak	joy	0.773
cheers	cheers	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	positivity	joy	0.773
lovable	maitagarria	joy	0.773
cheered	denez	joy	0.773
funday	funday	joy	0.772
enjoying	gozatzen	joy	0.771
cuddling	cuddling	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	amused	joy	0.766
lifeisgood	bizitza ona da	joy	0.766
thebest	hoberena	joy	0.766
sosweet	sosweet	joy	0.766
smiles	irribarre	joy	0.766
delight	gozamenerako	joy	0.765
orgasm	orgasm	joy	0.765
party	festa	joy	0.765
positive	positiboa	joy	0.761
cheerfulness	alaitasun	joy	0.758
miracles	mirariak	joy	0.758
sweetheart	maitea	joy	0.758
enlighten	enlighten	joy	0.758
christmastime	Christmastime	joy	0.757
giddy	giddy	joy	0.757
romantic	erromantikoa	joy	0.750
gratify	asetzeari	joy	0.750
friendliness	adiskidetasuna	joy	0.750
laughs	barreak	joy	0.750
greatness	handitasuna	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	atsegina	joy	0.750
blessings	bedeinkatzeko	joy	0.750
smile	irribarre	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	frolic	joy	0.748
jubilee	ezteiak	joy	0.742
enthusiasm	gogo	joy	0.742
triumph	garaipen	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	magikoa	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	mirari	joy	0.742
rewarding	aberasgarria	joy	0.742
feelgood	ondo sentitu	joy	0.736
prosperity	oparotasun	joy	0.735
luxurious	luxuzko	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	vivacious	joy	0.734
goodday	egun ona	joy	0.734
passionate	sutsua	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	enchant	joy	0.734
victory	garaipena	joy	0.734
admiration	miresmen	joy	0.734
tgif	TGIF	joy	0.734
glorification	modura	joy	0.733
sing	abestu	joy	0.729
glowing	glowing	joy	0.729
breathtaking	harrigarriak	joy	0.728
fulfillment	betetzea	joy	0.728
yessss	Yessss	joy	0.728
cheery	cheery	joy	0.727
thankful	Asko eskertzen	joy	0.727
hurrah	hurray	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	santa	joy	0.727
award	saria	joy	0.727
atpeace	atpeace	joy	0.727
win	irabazi	joy	0.727
merry	zaldiko	joy	0.727
pleased	pozik	joy	0.725
radiance	radiance	joy	0.725
inspiration	inspirazio	joy	0.725
uplift	uplift	joy	0.723
optimistic	baikor	joy	0.723
heaven	zerura	joy	0.721
lucky	zortea	joy	0.721
thrill	emozioa	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	oporrak	joy	0.721
harmony	harmonia	joy	0.719
brighten	alaitzeko	joy	0.719
lover	maitalea	joy	0.719
heartfelt	hunkigarria	joy	0.719
utopian	utopikoaren	joy	0.719
xmas	Eguberriak	joy	0.719
lovely	ederra	joy	0.719
amusement	jolas-	joy	0.719
congratulatory	zoriontzeko	joy	0.719
praising	goraipatzearen	joy	0.719
thriving	thriving	joy	0.719
perfect	perfektua	joy	0.719
magic	magia	joy	0.712
luckiest	luckiest	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	luxuzko	joy	0.712
bestfeeling	bestfeeling	joy	0.712
treasures	altxorrak	joy	0.712
achievement	lorpen	joy	0.712
yay	bai	joy	0.712
holiday	oporretan	joy	0.712
intimate	intimista	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	algara	joy	0.706
rave	rave	joy	0.706
proud	harro	joy	0.704
truelove	benetako maitasuna	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	amazingly	joy	0.703
goodnews	berri onak	joy	0.703
optimism	baikortasuna	joy	0.703
satisfying	Sagarna	joy	0.703
gooood	gooood	joy	0.703
sweetest	gozoenak	joy	0.703
cherish	erantsi	joy	0.703
goodlife	bizitza ona	joy	0.703
beautification	beautification	joy	0.703
appreciates	eskertu	joy	0.703
winning	irabazi	joy	0.703
cuddled	cuddled	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	entretenitu	joy	0.700
excite	urduritu	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	urtebetetze	joy	0.691
metime	metime	joy	0.688
favorite	gogoko	joy	0.688
honored	saritua	joy	0.688
content	edukiaren	joy	0.688
godsend	godsend	joy	0.688
entertaining	entretenigarria	joy	0.688
angelic	Angelic	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	gurtza	joy	0.688
exquisite	dotoreak	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	preziatu	joy	0.682
majestic	dotorea	joy	0.682
appreciated	estimatzen	joy	0.682
luscious	luscious	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	irribarrez zegoen	joy	0.682
bestfriends	lagun minak	joy	0.682
exaltation	gorespena	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	alaitu	joy	0.682
tranquility	lasaitasuna	joy	0.679
marry	ezkontzeko	joy	0.676
embrace	besarkatu	joy	0.676
positively	positiboki	joy	0.676
dearest	Maitea	joy	0.672
relaxation	erlaxazioa	joy	0.672
accomplished	lortzen	joy	0.672
hug	besarkada	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	grina	joy	0.672
enliven	enliven	joy	0.672
contentment	contentment	joy	0.672
hilarious	barregarri	joy	0.672
giggles	giggles	joy	0.672
bountiful	bountiful	joy	0.667
victor	victor	joy	0.667
adore	adore	joy	0.667
boisterous	boisterous	joy	0.667
fulfilled	kunplitu	joy	0.667
fulfill	betetzeko	joy	0.664
cuddles	cuddles	joy	0.662
prosperous	oparoa	joy	0.660
romanticism	erromantizismoa	joy	0.656
humor	umorea	joy	0.656
glow	distira	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	atsegina	joy	0.656
appreciation	estimua	joy	0.656
encouraged	animatu	joy	0.656
satisfy	Bete	joy	0.656
serenity	lasaitasuna	joy	0.656
captivate	liluratzen	joy	0.656
besties	besties	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	asebetetze	joy	0.652
treasure	altxorra	joy	0.652
engaged	arduratzen	joy	0.652
praises	goraipatzen	joy	0.652
abundance	ugaritasuna	joy	0.652
fortunes	zoriak	joy	0.652
relaxing	lasaigarri	joy	0.652
praised	goraipatu	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	osagarria	joy	0.647
affection	afektua	joy	0.647
relieved	irekietan	joy	0.647
carnival	inauteriak	joy	0.643
divine	jainkozko	joy	0.641
saintly	saintly	joy	0.641
harmoniously	harmoniatsuan	joy	0.641
achieve	lortzea	joy	0.641
thanksgiving	eskerrak	joy	0.641
jackpot	jackpot	joy	0.641
priceless	preziorik	joy	0.641
sensuality	sentsualitatea	joy	0.641
champion	txapelduna	joy	0.641
wedding	ezkontza	joy	0.641
uplifting	eredugarria	joy	0.641
climax	buruko pilota	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	baketsu	joy	0.636
twinkle	Twinkle	joy	0.636
reverie	Ametsezko	joy	0.636
exalt	exalt	joy	0.636
winner	irabazleak	joy	0.636
felicity	zorion	joy	0.636
cuddle	cuddle	joy	0.636
comforting	comforting	joy	0.636
honeymoon	eztei	joy	0.636
xoxo	xoxo	joy	0.634
amusing	Nabarmentzekoa	joy	0.625
reward	Saria	joy	0.625
fondness	zaletasun	joy	0.625
hearts	bihotz	joy	0.625
brighter	hobearen	joy	0.625
sweet	gozoa	joy	0.625
stargazing	stargazing	joy	0.625
festival	jaialdia	joy	0.625
snuggling	snuggling	joy	0.625
generosity	eskuzabaltasuna	joy	0.625
gorgeous	ederrez	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	sexua	joy	0.622
parade	kalejira	joy	0.621
applause	txalo	joy	0.621
genial	genial	joy	0.621
beauty	edertasuna	joy	0.621
kind	nolako	joy	0.621
newlife	bizitza berria	joy	0.618
aspiring	aspirante	joy	0.618
fulfilling	betetzen	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	bertutetsu	joy	0.613
kiss	musu	joy	0.610
winnings	winnings	joy	0.609
praiseworthy	goraipatzeko	joy	0.609
rainbows	Ostadarra	joy	0.609
generous	eskuzabala	joy	0.609
enlightenment	Ilustrazioaren	joy	0.609
playful	ludikoak	joy	0.609
christmas	Gabonetako	joy	0.609
super	super	joy	0.609
elegance	dotorezia	joy	0.609
rekindle	berpiztuko	joy	0.609
awards	sariak	joy	0.609
adorable	adorable	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	independentzia	joy	0.607
successful	arrakasta	joy	0.606
onelove	maitasun bat	joy	0.606
kindness	adeitasuna	joy	0.606
freely	libreki	joy	0.606
surprises	ezustekorik	joy	0.606
inspired	inspiratutako	joy	0.606
hilarity	Idiakez	joy	0.606
wonder	galdetzen	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	entretenimendu	joy	0.603
whimsical	whimsical	joy	0.603
passion	grina	joy	0.603
beautify	beautify	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	sunrise	joy	0.600
godisgood	godisgood	joy	0.597
whoo	whoo	joy	0.594
angel	aingeru	joy	0.594
thankgod	eskerrak Jainkoari	joy	0.594
accomplishment	lorpen	joy	0.594
flirt	flirt	joy	0.594
goodmusic	goodmusic	joy	0.594
snuggled	snuggled	joy	0.594
revere	revere	joy	0.594
inspire	inspirazioa	joy	0.594
fanfare	fanfarrea	joy	0.594
peacefully	baketsuan	joy	0.594
jesus	jesus	joy	0.594
goodies	goodies	joy	0.594
heroic	heroiko	joy	0.591
fortune	fortuna	joy	0.591
friendship	adiskidetasuna	joy	0.591
singing	kantua	joy	0.591
exalted	goraipatzen	joy	0.591
summer	uda	joy	0.591
highest	altuena	joy	0.591
overflowing	gainezka	joy	0.588
contented	konformatzen	joy	0.588
woot	woot	joy	0.588
rollicking	rollicking	joy	0.588
hope	espero	joy	0.586
accolade	alorrean	joy	0.586
cozy	erosoa	joy	0.583
delicious	gozoak	joy	0.579
friendly	errespetatzen	joy	0.578
sensuous	sentsuala	joy	0.578
darling	laztana	joy	0.578
picturesque	picturesque	joy	0.578
raving	raving	joy	0.578
praise	laudorio	joy	0.578
everlasting	Betiko	joy	0.578
ambition	anbizio	joy	0.578
thelife	bizitza	joy	0.578
sparkle	sparkle	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	luckygirl	joy	0.576
flattering	flattering	joy	0.576
sensual	sentsuala	joy	0.576
heroism	Heroísmo	joy	0.576
succeeding	arrakasta	joy	0.576
grace	grazia	joy	0.576
peace	bakea	joy	0.576
livelife	Bizi bizitza	joy	0.574
special	bereziak	joy	0.574
tantalizing	tantalizing	joy	0.572
pumped	ponpatzen	joy	0.567
worthwhile	merezi	joy	0.562
revels	revels	joy	0.562
prevail	nagusituko	joy	0.562
liking	gustura	joy	0.562
sunny	eguzkitsua	joy	0.562
relax	erlaxatu	joy	0.562
surprise	sorpresa	joy	0.562
hugs	besarkadak	joy	0.562
admirable	miresgarria	joy	0.562
hero	heroi	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	umoretsu	joy	0.562
sweets	gozokiak	joy	0.562
prosper	aurrera	joy	0.562
superstar	Superstar	joy	0.562
favorable	favorable	joy	0.561
bless	bedeinkatuko	joy	0.561
tenderness	samurtasuna	joy	0.561
freedom	askatasuna	joy	0.561
masterpiece	maisulana	joy	0.561
newyear	urte berri	joy	0.561
dreams	ametsak	joy	0.559
hopeful	itxaropentsu	joy	0.559
home	hasiera	joy	0.559
cruising	cruising	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	fideltasuna	joy	0.553
closeness	gertutasuna	joy	0.552
eagerness	nahia	joy	0.552
comfy	comfy	joy	0.551
sunshine	eguzkia	joy	0.551
confidence	konfiantza	joy	0.547
mistletoe	mistletoe	joy	0.547
elite	elite	joy	0.547
celestial	zeruko	joy	0.547
heart	bihotz	joy	0.547
completion	osatze	joy	0.547
good	ona	joy	0.547
daughter	alaba	joy	0.547
gifts	opariak	joy	0.547
astonishment	Berako	joy	0.547
bonus	bonus	joy	0.547
goodmorning	egun on	joy	0.547
lifted	altxatu	joy	0.547
zeal	celo	joy	0.547
illuminate	argitzeko	joy	0.547
gift	opari	joy	0.547
vacation	oporrak	joy	0.547
charmed	Charmed	joy	0.546
recreation	aisialdirako	joy	0.545
encouragement	animoak	joy	0.545
gush	gush	joy	0.545
sublime	sublime	joy	0.545
dance	dantza	joy	0.545
god	jainkoa	joy	0.545
free	doan	joy	0.544
freshstart	FRESHSTART	joy	0.544
savior	salbatzaile	joy	0.543
sanctuary	santutegia	joy	0.541
grandchildren	bilobak	joy	0.540
wellness	ongizatea	joy	0.537
revel	Revel	joy	0.534
inspirational	inspirazio	joy	0.531
savor	usai	joy	0.531
matrimony	ezkontza	joy	0.531
money	dirua	joy	0.531
rainbow	ortzadarra	joy	0.531
confident	ziur	joy	0.531
bridal	Ezkonberrien	joy	0.531
music	musika	joy	0.531
fab	fab	joy	0.531
serene	lasaia	joy	0.531
alive	bizirik	joy	0.531
holiness	Saindutassunetan	joy	0.531
vitality	bizitasun	joy	0.531
liberation	askapen	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	lasaigarriak	joy	0.531
soar	soar	joy	0.531
firstborn	seme zaharrena	joy	0.531
elegant	dotore	joy	0.530
mastery	maisutasun	joy	0.530
illumination	argiztapen	joy	0.530
welcomed	ongietorria	joy	0.530
warmth	beroa	joy	0.530
blossom	lorea	joy	0.530
glimmer	glimmer	joy	0.530
faithful	fidela	joy	0.529
treat	tratatzeko	joy	0.529
snuggles	snuggles	joy	0.522
laurels	erramu	joy	0.521
commendable	commendable	joy	0.519
powerful	indartsua	joy	0.516
silly	silly	joy	0.516
zest	Zestoan	joy	0.516
presents	opariak	joy	0.516
succeed	arrakasta	joy	0.516
jingle	jingle	joy	0.516
remarkable	nabarmenak	joy	0.516
greeted	agurtu	joy	0.516
brotherly	anai	joy	0.516
pride	harrotasuna	joy	0.516
strengthening	indartzea	joy	0.516
aspire	ASPIRE	joy	0.516
abundant	ugaria	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	resplendent	joy	0.516
almighty	almighty	joy	0.516
fancy	dotoreetan	joy	0.516
zen	zen	joy	0.515
coronation	coronación	joy	0.515
kudos	Kudos	joy	0.515
vivid	biziak	joy	0.515
leisure	aisia	joy	0.515
complete	osoa	joy	0.515
cutie	Cutie	joy	0.515
newme	newme	joy	0.515
familytime	familytime	joy	0.515
animated	animatuak	joy	0.515
spirit	espiritua	joy	0.515
thanking	eskerrak ematen	joy	0.515
kid	Txikitan	joy	0.515
shining	distiratsuak	joy	0.515
payday	payday	joy	0.515
princely	printze	joy	0.515
reunited	reunited	joy	0.515
therapeutic	terapeutikoa	joy	0.515
comfort	erosotasuna	joy	0.515
godly	godly	joy	0.514
marriage	ezkontzaren	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	harremana	joy	0.514
spouse	ezkontide	joy	0.507
intimately	hertsiki	joy	0.507
accomplish	betetzeko	joy	0.500
excel	excel	joy	0.500
inviting	gonbidatzea	joy	0.500
meritorious	meritorious	joy	0.500
diamond	diamantea	joy	0.500
nature	natura	joy	0.500
dignity	duintasuna	joy	0.500
family	familia	joy	0.500
soulful	soulful	joy	0.500
charitable	ongintzako	joy	0.500
encourage	animatu	joy	0.500
friends	lagun	joy	0.500
satisfied	pozik	joy	0.500
welcoming	abegitsua	joy	0.500
healthy	osasuntsu	joy	0.500
surreal	surrealistak	joy	0.500
refreshed	freskatu	joy	0.500
beach	hondartza	joy	0.500
motherhood	amatasunaren	joy	0.500
respect	errespetua	joy	0.500
gem	gem	joy	0.500
erotic	erotiko	joy	0.500
visionary	ameslari	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	lortzen	joy	0.500
christ	christ	joy	0.500
memorable	gogoangarri	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	umea	joy	0.500
purr	Purra	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	egiazkoak	joy	0.500
bloom	Bloom	joy	0.500
carefree	carefree	joy	0.500
aura	aura	joy	0.493
health	osasun	joy	0.493
liberty	askatasunaren	joy	0.486
approved	onartu	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	oasi	joy	0.486
rapture	rapture	joy	0.485
engaging	Bimbela	joy	0.485
crowning	koroatuz	joy	0.485
aspiration	nahia	joy	0.485
prestige	prestigioa	joy	0.485
crescendo	crescendo	joy	0.485
gentle	leuna	joy	0.485
liberate	askatu	joy	0.485
betrothed	betrothed	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	sariaren	joy	0.485
privileged	pribilegiatu	joy	0.485
loyal	leialak	joy	0.485
inseparable	bereiztezinak	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	heyday	joy	0.484
trophy	garaikurra	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	zorte	joy	0.484
creativity	sormena	joy	0.484
destiny	patu	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	transzendentziaren	joy	0.484
bouquet	lore-sorta	joy	0.484
chocolate	txokolatea	joy	0.484
aloha	aloha	joy	0.484
yummy	Yummy	joy	0.484
dream	ametsa	joy	0.484
desire	nahia	joy	0.484
boyfriend	mutil-laguna	joy	0.480
commemoration	ospatzeko	joy	0.479
intelligence	adimen	joy	0.477
readiness	jarrera	joy	0.473
friend	Lagun	joy	0.471
enthusiast	zalea	joy	0.471
bride	andregaia	joy	0.471
lush	minaren	joy	0.470
calming	lasaigarri	joy	0.470
inheritance	herentzia	joy	0.470
kiddo	Kiddo	joy	0.470
massage	masajea	joy	0.470
tickle	tickle	joy	0.470
adventure	abentura	joy	0.470
nostalgia	nostalgia	joy	0.470
soothe	soothe	joy	0.470
goals	helburuak	joy	0.469
luster	distira	joy	0.469
giving	emanez	joy	0.469
princess	printzesa	joy	0.469
heartily	bihotzez	joy	0.469
benevolence	benevolence	joy	0.469
nurture	elikatu	joy	0.469
bridegroom	bridegroom	joy	0.469
eternal	betierekoa	joy	0.469
pray	otoitz	joy	0.469
getaway	ihes	joy	0.469
humanitarian	humanitarioa	joy	0.469
bonding	bonding	joy	0.469
rest	atsedena	joy	0.469
amicable	adiskidetsu	joy	0.469
purring	purring	joy	0.469
pretty	nahiko	joy	0.469
child	ume	joy	0.466
salutary	osasungarria	joy	0.465
invite	gonbidatzen	joy	0.457
reminiscing	reminiscing	joy	0.456
beam	habe	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	tropikalak	joy	0.455
aesthetics	estetika	joy	0.455
friday	ostiraletan	joy	0.455
elevation	kota	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	zeremonia	joy	0.455
mindfulness	mindfulness	joy	0.455
hee	hee	joy	0.455
kindred	kindred	joy	0.455
scholarship	beka	joy	0.455
befriend	befriend	joy	0.455
commemorate	ospatzeko	joy	0.453
allure	Allure	joy	0.453
faith	fede	joy	0.453
forgiveness	barkamena	joy	0.453
scenery	paisaia	joy	0.453
vindication	aldarrikapen	joy	0.453
waterfall	Ur-jauzi	joy	0.453
birth	jaiotza	joy	0.453
noworries	ez kezkatu	joy	0.453
approve	onestea	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	bidaia	joy	0.447
meditation	meditazio	joy	0.446
relaxed	lasaia	joy	0.442
tranquil	lasai	joy	0.441
weekend	asteburu	joy	0.441
present	gaur	joy	0.441
tender	lizitazio	joy	0.441
nostalgic	nostalgikoa	joy	0.439
prayer	otoitza	joy	0.439
sharing	partekatuz	joy	0.439
esteem	autoestimua	joy	0.439
lyrical	liriko	joy	0.439
righteousness	iustitiá	joy	0.439
share	share	joy	0.438
husband	senarra	joy	0.438
life	bizitza	joy	0.438
sonnet	soneto	joy	0.438
relief	erliebea	joy	0.438
unbeaten	unbeaten	joy	0.438
newday	newday	joy	0.438
meditate	gogoeta	joy	0.438
mighty	ahaltsu	joy	0.438
eager	irrikaz	joy	0.438
strength	indarra	joy	0.438
warm	bero	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	buddy	joy	0.427
oneness	batasunari	joy	0.426
unsurpassed	unsurpassed	joy	0.424
ejaculation	Prononcés	joy	0.424
unconstrained	mugagabea	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	domina	joy	0.424
amen	amen	joy	0.424
candlelight	Kandelen	joy	0.424
reverence	begirune	joy	0.424
healthful	healthful	joy	0.424
carols	Kanten	joy	0.424
sledding	Sledding	joy	0.422
wealth	aberastasuna	joy	0.422
graduation	graduazio	joy	0.422
frisky	frisky	joy	0.422
energy	energia	joy	0.422
calmness	lasaitasuna	joy	0.422
beginnings	hasieratik	joy	0.422
safe	seguru	joy	0.422
musical	musikala	joy	0.422
symphony	sinfonia	joy	0.422
lml	LML	joy	0.422
glitter	purpurina	joy	0.422
ease	arintzeko	joy	0.422
helpful	lagungarria	joy	0.422
soundness	sendotasuna	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	promesa	joy	0.415
reunite	Katixa	joy	0.414
salvation	salbazioa	joy	0.412
mother	ama	joy	0.412
poems	poemak	joy	0.412
inauguration	inaugurazioan	joy	0.409
immaculate	Inmaculada	joy	0.409
lighten	argitu	joy	0.409
aromatherapy	aromaterapia	joy	0.409
travel	bidaia	joy	0.409
lavender	izpilikua	joy	0.409
purify	arazten	joy	0.409
clown	clown	joy	0.409
star	izar	joy	0.406
cash	cash	joy	0.406
heal	sendatu	joy	0.406
completing	osatzea	joy	0.406
companion	laguna	joy	0.406
live	bizi	joy	0.406
flowers	loreak	joy	0.406
wishing	desiratuz	joy	0.406
charity	ongintzako	joy	0.406
opportune	egokia	joy	0.406
income	errentaren	joy	0.403
soul	arima	joy	0.401
munchies	munchies	joy	0.400
indescribable	izugarriak	joy	0.397
progress	aurrerapena	joy	0.397
emancipation	emantzipazio	joy	0.397
christian	christian	joy	0.397
hammock	hamaka	joy	0.394
together	elkarrekin	joy	0.394
equality	berdintasuna	joy	0.394
fullness	betetasuna	joy	0.394
picnic	piknik	joy	0.394
calm	bare	joy	0.394
childhood	haurtzaro	joy	0.394
rhythmical	erritmiko	joy	0.394
movies	filmak	joy	0.393
zealous	zealous	joy	0.393
littlethings	gauza txikiak	joy	0.391
humanity	gizateria	joy	0.391
starry	izar	joy	0.391
playground	jolastokia	joy	0.391
adventures	abenturak	joy	0.391
meaningful	esanguratsuak	joy	0.391
