word	Maori-mi	emotion	emotion-intensity-score
gentle	ngawari	joy	0.485
liberate	Tuhinga	joy	0.485
betrothed	marena	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	Tuhinga	joy	0.485
privileged	Tuhinga o mua	joy	0.485
loyal	pono	joy	0.485
inseparable	ka wehea	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	hika	joy	0.484
trophy	Tuhinga o mua	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	waimarie	joy	0.484
creativity	te auahatanga	joy	0.484
destiny	Tuhinga	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	Tuhinga	joy	0.484
bouquet	te poro	joy	0.484
chocolate	tiakarete	joy	0.484
aloha	aroha	joy	0.484
yummy	Tuhinga	joy	0.484
dream	moemoea	joy	0.484
desire	hiahia	joy	0.484
boyfriend	hoa	joy	0.480
commemoration	whakanui	joy	0.479
intelligence	matauranga	joy	0.477
readiness	Tuhinga	joy	0.473
friend	hoa	joy	0.471
enthusiast	kaikauhau	joy	0.471
bride	wahine marena hou	joy	0.471
lush	pupuhi	joy	0.470
calming	te mahana	joy	0.470
inheritance	Tuhinga	joy	0.470
kiddo	tohua	joy	0.470
massage	whatu	joy	0.470
tickle	tohu	joy	0.470
adventure	Tuhinga	joy	0.470
nostalgia	nostalgia	joy	0.470
soothe	whakamamae	joy	0.470
goals	whāinga	joy	0.469
luster	pupuhi	joy	0.469
giving	hoatu	joy	0.469
princess	rangatira wahine	joy	0.469
heartily	ngakau	joy	0.469
benevolence	Tuhinga o mua	joy	0.469
nurture	whakanui	joy	0.469
bridegroom	marena hou	joy	0.469
eternal	mure ore	joy	0.469
pray	inoi	joy	0.469
getaway	Tuhinga o mua	joy	0.469
humanitarian	atawhai tangata	joy	0.469
bonding	herea	joy	0.469
rest	okioki	joy	0.469
amicable	pai	joy	0.469
purring	purea	joy	0.469
pretty	ataahua	joy	0.469
child	tamaiti	joy	0.466
salutary	salutary	joy	0.465
invite	toha	joy	0.457
reminiscing	whakamahara	joy	0.456
beam	pee	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	rohewhenua	joy	0.455
aesthetics	aesthetics	joy	0.455
friday	Tuhinga o mua	joy	0.455
elevation	Tuhinga	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	huihuinga	joy	0.455
mindfulness	mahara	joy	0.455
hee	Tuhinga o mua	joy	0.455
kindred	whanaunga	joy	0.455
scholarship	karahipi	joy	0.455
befriend	aroha	joy	0.455
commemorate	whakamahara	joy	0.453
allure	Tuhinga	joy	0.453
faith	whakapono	joy	0.453
forgiveness	te murunga	joy	0.453
scenery	tirohanga	joy	0.453
vindication	whakatika	joy	0.453
waterfall	wairere	joy	0.453
birth	whanau	joy	0.453
noworries	nga waatea	joy	0.453
approve	whakaaetia	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	haere	joy	0.447
meditation	whakaaroaro	joy	0.446
relaxed	whakaatea	joy	0.442
tranquil	ata noho	joy	0.441
weekend	wiki	joy	0.441
present	Tuhinga	joy	0.441
tender	ngawari	joy	0.441
nostalgic	nostalgic	joy	0.439
prayer	inoi	joy	0.439
sharing	tohatoha	joy	0.439
esteem	whakaaro	joy	0.439
lyrical	whakaari	joy	0.439
righteousness	tika	joy	0.439
share	tohatoha	joy	0.438
husband	tane	joy	0.438
life	ora	joy	0.438
sonnet	sonnet	joy	0.438
relief	Tuhinga	joy	0.438
unbeaten	unbeaten	joy	0.438
newday	newday	joy	0.438
meditate	whakaarohia	joy	0.438
mighty	kaha	joy	0.438
eager	hiahia	joy	0.438
strength	kaha	joy	0.438
warm	mahana	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	hoa	joy	0.427
oneness	kotahi	joy	0.426
unsurpassed	kaore i taea	joy	0.424
ejaculation	ejaculation	joy	0.424
unconstrained	kaore i tuhia	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	tohu	joy	0.424
amen	Amene	joy	0.424
candlelight	rama rama	joy	0.424
reverence	te whakaute	joy	0.424
healthful	hauora	joy	0.424
carols	kupuhau	joy	0.424
sledding	koha	joy	0.422
wealth	taonga	joy	0.422
graduation	whakangungu	joy	0.422
frisky	pupuhi	joy	0.422
energy	pūngao	joy	0.422
calmness	te marino	joy	0.422
beginnings	tīmatanga	joy	0.422
safe	haumaru	joy	0.422
musical	waiata	joy	0.422
symphony	tangi	joy	0.422
lml	lml	joy	0.422
glitter	whakaheke	joy	0.422
ease	ngawari	joy	0.422
helpful	āwhina	joy	0.422
soundness	hauora	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	Tuhinga o mua	joy	0.415
reunite	reunite	joy	0.414
salvation	whakaoranga	joy	0.412
mother	whaea	joy	0.412
poems	poem	joy	0.412
inauguration	whakangungu	joy	0.409
immaculate	whakahua	joy	0.409
lighten	whakamarama	joy	0.409
aromatherapy	aromatherapy	joy	0.409
travel	haere	joy	0.409
lavender	lavender	joy	0.409
purify	purea	joy	0.409
clown	Tuhinga o mua	joy	0.409
star	whetu	joy	0.406
cash	moni	joy	0.406
heal	rongoa	joy	0.406
completing	whakaoti	joy	0.406
companion	hoa	joy	0.406
live	ora	joy	0.406
flowers	puawai	joy	0.406
wishing	hiahia	joy	0.406
charity	aroha	joy	0.406
opportune	Tuhinga	joy	0.406
income	moni whiwhi	joy	0.403
soul	wairua	joy	0.401
munchies	Tuhinga o mua	joy	0.400
indescribable	kāore e taea te whakaatu	joy	0.397
progress	te ahunga whakamua	joy	0.397
emancipation	Tuhinga	joy	0.397
christian	Karaitiana	joy	0.397
hammock	hammock	joy	0.394
together	tahi	joy	0.394
equality	te ōrite	joy	0.394
fullness	Tuhinga	joy	0.394
picnic	pikiniki	joy	0.394
calm	marino	joy	0.394
childhood	te tamaiti	joy	0.394
rhythmical	rhythmical	joy	0.394
movies	kiriata	joy	0.393
zealous	maaka	joy	0.393
littlethings	Tuhinga o mua	joy	0.391
humanity	tangata	joy	0.391
starry	whetu	joy	0.391
playground	papa takaro	joy	0.391
adventures	nga mahinga	joy	0.391
meaningful	whai hua	joy	0.391
choir	he kaiwaiata	joy	0.391
affluence	Tuhinga	joy	0.391
warms	te mahana	joy	0.391
goofy	Tuhinga o mua	joy	0.391
auspicious	he pai	joy	0.391
gesture	tohu	joy	0.387
vow	taurangi	joy	0.382
shopping	hokohoko	joy	0.382
witty	makutu	joy	0.382
communion	hui	joy	0.379
vibes	vibes	joy	0.379
worship	koropiko	joy	0.379
jump	peke	joy	0.379
reverend	rangatira	joy	0.377
advance	Tuhinga	joy	0.375
beaches	nga taone	joy	0.375
youth	taitamariki	joy	0.375
spirits	wairua	joy	0.375
simplicity	māmā	joy	0.375
full	katoa	joy	0.375
rising	te tihi	joy	0.375
hymn	himene	joy	0.375
unique	ahurei	joy	0.375
redeemed	kua hokona	joy	0.375
scenic	maata	joy	0.375
mirth	Tuhinga o mua	joy	0.375
courtship	Tuhinga o mua	joy	0.375
experience	wheako	joy	0.375
reunion	huihuinga	joy	0.375
sonorous	tangi	joy	0.375
unforgettable	wareware	joy	0.375
baptismal	te iriiri	joy	0.368
alliance	Tuhinga	joy	0.368
grant	tuku	joy	0.366
conciliation	Tuhinga	joy	0.364
moonlight	marama marama	joy	0.364
sanctification	tapu	joy	0.364
improves	whakapai ake	joy	0.364
improve	whakapai ake	joy	0.364
pure	pure	joy	0.364
authentic	pono	joy	0.364
kitten	putea	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	raspberries	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	Tuhinga	joy	0.359
feeling	te ngakau	joy	0.359
devotional	karakia	joy	0.359
proficiency	matatau	joy	0.359
tinsel	Tuhinga	joy	0.359
revival	whakahou	joy	0.359
sanctify	whakatapua	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	motuhake	joy	0.359
cocoa	koko	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	whara	joy	0.348
choral	choral	joy	0.348
deliverance	te whakaora	joy	0.348
romp	Tuhinga	joy	0.348
roaring	hamama	joy	0.348
melody	waiata	joy	0.348
favor	aroha	joy	0.348
unification	unification	joy	0.348
exceed	nui atu	joy	0.348
purpose	kaupapa	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	Tuhinga o mua	joy	0.344
voluptuous	voluptuous	joy	0.344
fruits	hua	joy	0.344
thx	Tuhinga o mua	joy	0.344
newstart	newstart	joy	0.344
manicure	whakatikatika	joy	0.344
date	rā	joy	0.344
kiddos	kiddos	joy	0.344
roadtrip	ara	joy	0.344
cookies	pihikete	joy	0.344
hedonism	Tuhinga o mua	joy	0.344
humble	whakaiti	joy	0.344
electric	hiko	joy	0.344
pledge	putea	joy	0.344
celebrity	rongonui	joy	0.342
rhythm	rhythm	joy	0.338
bridesmaid	wahine wahine	joy	0.338
snowday	hukarere	joy	0.333
young	taitamariki	joy	0.333
coffee	kawhe	joy	0.333
edification	whakatikatika	joy	0.333
obliging	Tuhinga o mua	joy	0.333
renovation	whakahoutanga	joy	0.333
familiarity	mōhiotanga	joy	0.333
garden	kari	joy	0.333
spa	kaukau	joy	0.333
dawn	ata	joy	0.333
connoisseur	tohunga	joy	0.333
partner	hoa	joy	0.333
gazing	matakitaki	joy	0.333
foodie	kai	joy	0.331
synchronize	tukutahi	joy	0.329
tribulation	Tuhinga o mua	joy	0.328
healing	whakaora	joy	0.328
saint	tapu	joy	0.328
chirping	tipu	joy	0.328
hobby	whakaongaonga	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	hika	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	himene	joy	0.328
pedicure	Tuhinga	joy	0.328
amnesty	Tuhinga o mua	joy	0.328
respite	waatea	joy	0.324
mellow	mellow	joy	0.318
lazyday	NO TRANSLATION	joy	0.318
recreational	hākinakina	joy	0.318
restorative	whakahou	joy	0.318
cousins	whanaunga	joy	0.318
classics	nga kaitohutohu	joy	0.318
reconciliation	te whakahou	joy	0.316
dove	kukupa	joy	0.312
living	ora	joy	0.312
presto	Tuhinga o mua	joy	0.312
crafts	mahi	joy	0.312
recovery	te whakaora	joy	0.312
woods	rakau	joy	0.312
sunset	te ra	joy	0.312
fitness	hauora	joy	0.312
playhouse	whare tapere	joy	0.312
superman	rangatira	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	poto	joy	0.312
deal	mahi	joy	0.312
simplify	whakaiti	joy	0.312
lord	rangatira	joy	0.312
sterling	Tuhinga o mua	joy	0.312
progression	haere tonu	joy	0.312
relight	te pakari	joy	0.312
pony	Tuhinga o mua	joy	0.312
infant	tamaiti	joy	0.309
improvement	whakapai ake	joy	0.309
absolution	Tuhinga o mua	joy	0.306
gently	ātaahua	joy	0.303
established	kua whakaritea	joy	0.303
honest	pono	joy	0.303
decorating	whakapaipai	joy	0.303
endless	kore rawa	joy	0.303
banquet	hakari	joy	0.303
providing	whakarato	joy	0.300
mine	toku	joy	0.297
fraternal	Tuhinga o mua	joy	0.297
notable	rongonui	joy	0.297
feat	feat	joy	0.297
harvest	kotinga	joy	0.297
quaint	whao	joy	0.297
softly	māmā	joy	0.297
spiritual	wairua	joy	0.297
morals	ngā moemoeka	joy	0.297
lounging	te noho	joy	0.297
light	marama	joy	0.297
breeze	hau	joy	0.297
strolling	haere haere	joy	0.297
spending	utu	joy	0.297
meditating	whakaaroaro	joy	0.297
joker	joker	joy	0.297
yearning	hiahia	joy	0.297
growth	tipu	joy	0.297
fervor	Tuhinga	joy	0.295
quotes	nga korero	joy	0.294
volunteer	kaimahi	joy	0.294
psalms	himene	joy	0.288
hippie	hippie	joy	0.288
gain	taonga	joy	0.288
taoism	Tuhinga o mua	joy	0.288
midwife	midwife	joy	0.288
resources	rauemi	joy	0.288
create	waihanga	joy	0.288
receiving	whiwhi	joy	0.287
ocean	moana	joy	0.286
snowfall	haurangi	joy	0.286
lsd	lsd	joy	0.286
hiking	tere	joy	0.283
chill	haurangi	joy	0.281
truce	Tuhinga o mua	joy	0.281
infinity	Tuhinga	joy	0.281
toast	toka	joy	0.281
destination	ūnga	joy	0.281
buddhist	Tuhinga o mua	joy	0.281
rested	okioki	joy	0.281
candid	Tuhinga	joy	0.281
evergreen	Tuhinga o mua	joy	0.281
unwind	whakaheke	joy	0.281
buzzing	pupuhi	joy	0.281
venerable	rongonui	joy	0.279
balance	taurite	joy	0.275
retirement	Tuhinga o mua	joy	0.275
compensate	utu	joy	0.273
swim	kaukau	joy	0.273
drinks	inu	joy	0.273
devout	karakia	joy	0.273
buddha	buddha	joy	0.273
rapt	rapt	joy	0.273
fireplace	ahi ahi	joy	0.273
snowing	hukarere	joy	0.271
sublimation	Tuhinga	joy	0.270
fruity	hua	joy	0.268
humility	te haehaa	joy	0.266
paragon	paraka	joy	0.266
ministry	minita	joy	0.266
sunday	te ra o te ra	joy	0.266
salute	mihi	joy	0.266
fortitude	kaha	joy	0.266
whim	whim	joy	0.266
sun	ra	joy	0.266
sketching	te tuhi	joy	0.266
waves	nga ngaru	joy	0.266
buddhism	Tuhinga o mua	joy	0.266
cathedral	whare karakia	joy	0.266
yoga	yoga	joy	0.266
artwork	mahi toi	joy	0.265
practiced	mahi	joy	0.264
clean	maema	joy	0.260
found	kitea	joy	0.258
fitting	tika	joy	0.258
immerse	whakaheke	joy	0.258
running	rere	joy	0.258
clarity	mārama	joy	0.258
food	kai	joy	0.258
exercise	mahi	joy	0.258
autumn	ngahuru	joy	0.254
ardent	ardent	joy	0.250
fit	pai	joy	0.250
mountain	maunga	joy	0.250
expedient	pai	joy	0.250
diary	rārangi	joy	0.250
candles	rama	joy	0.250
outdoors	i waho	joy	0.250
chilled	ka whakama	joy	0.250
clap	patipati	joy	0.250
contagious	haurangi	joy	0.250
chirp	chirp	joy	0.250
morning	ata	joy	0.250
visitor	manuhiri	joy	0.250
hardy	pakeke	joy	0.250
countryside	whenua	joy	0.250
undying	e kore e ngaro	joy	0.250
football	whutupaoro	joy	0.250
advocacy	tautoko	joy	0.250
demonstrative	whakaaturanga	joy	0.250
cradle	pounamu	joy	0.247
trance	Tuhinga	joy	0.246
breakfast	parakuihi	joy	0.242
grow	tupu	joy	0.242
pay	utu	joy	0.242
preservative	kaitiaki	joy	0.242
intense	kaha	joy	0.242
supremacy	Tuhinga	joy	0.242
church	hahi	joy	0.242
procession	Tuhinga	joy	0.242
consecration	whakatohunga	joy	0.235
lifetime	te ora	joy	0.234
nursery	panuhi	joy	0.234
humbled	whakaiti	joy	0.234
vote	pōti	joy	0.234
incense	kakara	joy	0.234
lyre	lyre	joy	0.234
candle	rama	joy	0.234
snowy	hukarere	joy	0.234
doll	pepeha	joy	0.234
skiing	hika	joy	0.234
ordination	whakatōpū	joy	0.234
art	toi	joy	0.234
salary	utu	joy	0.234
pastry	panaka	joy	0.229
firefly	whara	joy	0.227
chilling	whakahau	joy	0.227
remedy	rongoa	joy	0.227
rescue	whakaora	joy	0.225
camping	te puni	joy	0.221
perspective	tirohanga	joy	0.221
orchard	mara waina	joy	0.221
orchestra	orchestra	joy	0.221
possess	riro	joy	0.219
castle	whare	joy	0.219
lamb	reme	joy	0.219
gardens	nga kari	joy	0.219
breezy	haurangi	joy	0.219
mucis	NO TRANSLATION	joy	0.212
bouttime	te tukinga	joy	0.212
brisk	Tuhinga o mua	joy	0.212
countrymusic	NO TRANSLATION	joy	0.212
repay	utu	joy	0.212
ribbon	rīpene	joy	0.212
pho	waea	joy	0.212
reggae	reggae	joy	0.212
raindrops	rawatrops	joy	0.212
listneing	NO TRANSLATION	joy	0.212
teach	ako	joy	0.212
nap	Tuhinga	joy	0.206
stillness	Tuhinga o mua	joy	0.203
chant	waiata	joy	0.203
hire	utu	joy	0.203
vernal	vernal	joy	0.203
cove	haurangi	joy	0.203
uncontrollable	kaore e taea te whakahaere	joy	0.203
legalized	kua whakamanahia	joy	0.203
unexpected	kaore i whakaaro	joy	0.203
lights	rama	joy	0.203
save	tiaki	joy	0.200
atone	te utu	joy	0.197
trees	rakau	joy	0.197
pastor	hepara	joy	0.197
symmetry	tohu	joy	0.197
oneday	NO TRANSLATION	joy	0.197
scripture	mau papa'iraa mo'a	joy	0.196
mountains	maunga	joy	0.194
pathway	ara	joy	0.188
walking	haere	joy	0.188
craziness	manukanuka	joy	0.188
soppy	Tuhinga o mua	joy	0.188
tea	tea	joy	0.188
quiet	ata noho	joy	0.188
forefathers	nga tupuna	joy	0.188
liquor	waipiro	joy	0.188
custom	tikanga	joy	0.188
whiteness	whitiki	joy	0.188
sympathetic	aroha	joy	0.188
patient	te manawanui	joy	0.186
dollhouse	whare tira	joy	0.182
bath	pati	joy	0.182
score	tohu	joy	0.182
movingon	nekehanga	joy	0.182
supporter	tautoko	joy	0.180
accompaniment	Tuhinga	joy	0.179
pursuit	te whai	joy	0.176
outburst	Tuhinga o mua	joy	0.176
frosty	haurangi	joy	0.174
workout	hākinakina	joy	0.172
closure	kati	joy	0.172
luncheon	Tuhinga o mua	joy	0.172
service	ratonga	joy	0.172
wintery	toa	joy	0.172
wages	utu	joy	0.169
civilized	maama	joy	0.169
fain	NO TRANSLATION	joy	0.167
december	Tuhinga o mua	joy	0.167
acrobat	Tuhinga	joy	0.162
glide	kati	joy	0.162
finally	i te mutunga	joy	0.157
reproductive	whanau	joy	0.156
elf	Tuhinga o mua	joy	0.156
organization	whakahaere	joy	0.156
stroll	takaro	joy	0.156
peppermint	te pepa	joy	0.156
break	pakaru	joy	0.156
chai	chai	joy	0.156
obtainable	ka taea	joy	0.156
bathtub	te horoi	joy	0.156
advent	Tuhinga o mua	joy	0.152
scifi	scifi	joy	0.152
balm	pama	joy	0.152
measured	ine	joy	0.152
spaniel	mokowhiti	joy	0.145
tan	tan	joy	0.141
ditty	Tuhinga	joy	0.141
bubble	mirumiru	joy	0.141
simple	māmā	joy	0.141
oils	hinu	joy	0.141
beer	pia	joy	0.141
green	matomato	joy	0.137
buss	Tuhinga o mua	joy	0.136
books	pukapuka	joy	0.136
makingdisciples	NO TRANSLATION	joy	0.136
chow	Tuhinga o mua	joy	0.135
pitter	pitter	joy	0.134
flows	ka rere	joy	0.130
silence	kati	joy	0.127
roadster	mahere	joy	0.125
solitude	moemoea	joy	0.125
bookstore	whare pukapuka	joy	0.125
wine	waina	joy	0.125
circumstances	āhuatanga	joy	0.125
japan	japan	joy	0.121
soak	paku	joy	0.121
wilderness	koraha	joy	0.121
priesthood	autahu'araa	joy	0.121
critical	nui	joy	0.116
neutral	Tuhinga o mua	joy	0.114
untie	wehe	joy	0.109
hunting	te hopu	joy	0.109
opera	opera	joy	0.109
weight	te taimaha	joy	0.109
white	ma	joy	0.109
sand	onepu	joy	0.109
wind	hau	joy	0.109
labor	mahi	joy	0.106
classical	taurangi	joy	0.106
affliction	Tuhinga o mua	joy	0.103
lake	roto	joy	0.103
organ	poroporo	joy	0.094
dwelling	noho	joy	0.094
tree	rakau	joy	0.090
pond	pounamu	joy	0.089
marrow	momona	joy	0.078
latte	latte	joy	0.078
sipping	te tihi	joy	0.076
benign	he pai	joy	0.074
majority	nuinga	joy	0.073
leaf	rau	joy	0.065
troubles	raru	joy	0.062
basketball	poitūkohu	joy	0.062
explosions	pupuhi	joy	0.061
cream	kirīmi	joy	0.061
shepherd	hepara	joy	0.058
tuesday	Rāhina	joy	0.047
turbulence	Tuhinga o mua	joy	0.045
calf	kuao kau	joy	0.040
hardship	Tuhinga o mua	joy	0.031
sixty	ono tekau	joy	0.016
unhappiness	te pouri	joy	0.016
heartbreaking	te pouri	sadness	0.969
mourning	pouri	sadness	0.969
tragic	kino	sadness	0.961
holocaust	whakaeke	sadness	0.953
suicidal	koiora	sadness	0.941
misery	pouri	sadness	0.938
massacre	te patu	sadness	0.931
euthanasia	euthanasia	sadness	0.927
depression	pouri	sadness	0.925
bereavement	Tuhinga o mua	sadness	0.922
grieving	pouri	sadness	0.922
fatal	mate	sadness	0.922
bereaved	ka mate	sadness	0.920
devastation	whakangaro	sadness	0.917
death	mate	sadness	0.915
devastated	kua pahua	sadness	0.912
suicide	te whakamomori	sadness	0.912
catastrophe	he parekura	sadness	0.911
horrifying	whakawehi	sadness	0.907
tragedy	te aitua	sadness	0.906
depressing	pouri	sadness	0.906
died	mate	sadness	0.906
anguish	pouri	sadness	0.902
agony	mamae	sadness	0.900
deadly	mate	sadness	0.898
weeping	tangi	sadness	0.896
stillbirth	te whanau	sadness	0.891
deceased	mate	sadness	0.891
murderer	kaikohuru	sadness	0.877
devastating	te painga	sadness	0.875
rape	rape	sadness	0.875
cancer	mate pukupuku	sadness	0.875
dying	mate	sadness	0.875
sadness	pouri	sadness	0.864
morbidity	mate	sadness	0.864
crucifixion	ripekatia	sadness	0.859
grief	pouri	sadness	0.859
depressed	pouri	sadness	0.859
traumatic	Tuhinga	sadness	0.859
atrocity	aukati	sadness	0.859
execution	Tuhinga	sadness	0.859
abandonment	Tuhinga	sadness	0.859
perish	ngaro	sadness	0.859
cadaver	kairangahau	sadness	0.853
treachery	tinihanga	sadness	0.848
betrayed	tukuna	sadness	0.848
sad	pouri	sadness	0.844
destroyed	ngaro	sadness	0.844
miserable	pouri	sadness	0.844
persecution	whakatoi	sadness	0.844
funeral	tanumanga	sadness	0.844
slaughtering	patu	sadness	0.844
horrific	kino	sadness	0.844
homicide	kohuru	sadness	0.844
hopelessness	te koretake	sadness	0.844
grieve	pouri	sadness	0.844
sorrow	pouri	sadness	0.844
suffering	mamae	sadness	0.844
murderous	kohuru	sadness	0.844
unhappiness	te pouri	sadness	0.839
crippled	pakaru	sadness	0.836
bloodshed	te toto	sadness	0.836
pained	mamae	sadness	0.833
manslaughter	Tuhinga o mua	sadness	0.833
carnage	Tuhinga o mua	sadness	0.833
unbearable	kore e taea	sadness	0.830
stillborn	ka whanau	sadness	0.830
slavery	Tuhinga o mua	sadness	0.828
torment	whakamamae	sadness	0.828
sickness	mate	sadness	0.828
enslaved	pononga	sadness	0.828
casualty	mate	sadness	0.828
morbid	kino	sadness	0.828
murder	kohuru	sadness	0.828
mourn	tangi	sadness	0.828
helplessness	te korenga	sadness	0.828
annihilation	Tuhinga o mua	sadness	0.828
abandoned	ka whakarerea	sadness	0.828
horrors	nga whakawehi	sadness	0.828
mutilation	whakaheke	sadness	0.828
annihilated	ngarohia	sadness	0.828
miscarriage	te mate	sadness	0.824
starvation	matekai	sadness	0.819
killing	kohuru	sadness	0.812
failure	kore	sadness	0.812
famine	matekai	sadness	0.812
distraught	he raruraru	sadness	0.812
childloss	NO TRANSLATION	sadness	0.812
burial	tanumanga	sadness	0.812
disgrace	whakama	sadness	0.812
cruelty	tukino	sadness	0.812
despair	pouri	sadness	0.812
saddens	pouri	sadness	0.812
oppression	tukino	sadness	0.812
sadly	pouri	sadness	0.812
mournful	pouri	sadness	0.812
terrorism	pakanga	sadness	0.812
heartache	pouri	sadness	0.812
bloody	toto	sadness	0.806
perishing	ngaro	sadness	0.804
inhumanity	whakaharahara	sadness	0.804
malignancy	kino	sadness	0.803
mortification	mate	sadness	0.802
sarcoma	sarcoma	sadness	0.797
lifeless	orakore	sadness	0.797
perished	ngaro	sadness	0.797
dreadful	nui	sadness	0.797
devastate	whakangaro	sadness	0.797
dreadfully	nui	sadness	0.797
gallows	rakau	sadness	0.797
lethal	mate	sadness	0.797
desolation	whakangaro	sadness	0.797
kill	patu	sadness	0.797
slave	pononga	sadness	0.797
mortuary	wharepaku	sadness	0.797
assassination	kohuru	sadness	0.797
leukemia	te kanui	sadness	0.797
brokenheart	NO TRANSLATION	sadness	0.792
banishment	Tuhinga o mua	sadness	0.790
afflict	mamae	sadness	0.789
disheartened	pouri	sadness	0.788
bury	tanu	sadness	0.781
crying	tangi	sadness	0.781
tumour	koko	sadness	0.781
heartbreak	ngakau pouri	sadness	0.781
desecration	haukore	sadness	0.781
demoralized	whakaheke	sadness	0.781
terrorize	whakawehi	sadness	0.781
die	NO TRANSLATION	sadness	0.773
lynch	Tuhinga	sadness	0.773
sufferer	mate	sadness	0.770
loneliness	te waatea	sadness	0.766
cemetery	urupa	sadness	0.766
destitute	rawakore	sadness	0.766
torture	whakatupato	sadness	0.766
abortion	mate mate	sadness	0.766
diseased	mate	sadness	0.766
condolence	whakamarie	sadness	0.766
fatality	mate	sadness	0.766
dismemberment	Tuhinga o mua	sadness	0.766
doomed	ka ngaro	sadness	0.766
fearful	wehi	sadness	0.766
slayer	kohuru	sadness	0.766
painfully	mamae	sadness	0.758
moribund	moribund	sadness	0.758
disaster	kino	sadness	0.758
depress	pouri	sadness	0.755
condemnation	whakatau	sadness	0.754
desperation	Tuhinga o mua	sadness	0.750
hemorrhage	te urutaru	sadness	0.750
unhappy	pouri	sadness	0.750
pandemic	pangia	sadness	0.750
corpse	tinana	sadness	0.750
depressive	pouri	sadness	0.750
deplorable	kino	sadness	0.750
defeated	hinga	sadness	0.750
doomsday	rarangi	sadness	0.750
cry	tangi	sadness	0.750
victimized	ka whiua	sadness	0.750
obliteration	murua	sadness	0.750
damnation	Tuhinga o mua	sadness	0.750
guilt	hara	sadness	0.750
sickening	maama	sadness	0.750
terrorist	kaiwhakatuma	sadness	0.750
sorrowful	pouri	sadness	0.750
incest	whakahirahira	sadness	0.750
painful	mamae	sadness	0.750
abduction	whakaheke	sadness	0.750
regretful	pouri	sadness	0.750
unfairness	Tuhinga kore	sadness	0.745
molestation	Tuhinga o mua	sadness	0.744
exile	Tuhinga o mua	sadness	0.742
abysmal	Tuhinga	sadness	0.742
hellish	pouri	sadness	0.738
exterminate	whakakore	sadness	0.736
earthquake	te ru	sadness	0.734
betrayal	tinihanga	sadness	0.734
