word	Estonian-et	emotion	emotion-intensity-score
freshair	NO TRANSLATION	joy	0.455
tropical	troopiline	joy	0.455
aesthetics	esteetika	joy	0.455
friday	reede	joy	0.455
elevation	kõrgendus	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	tseremoonia	joy	0.455
mindfulness	tähelepanelikkus	joy	0.455
hee	hee	joy	0.455
kindred	sugulane	joy	0.455
scholarship	stipendium	joy	0.455
befriend	sõpru	joy	0.455
commemorate	mälestama	joy	0.453
allure	Allure	joy	0.453
faith	usk	joy	0.453
forgiveness	andestus	joy	0.453
scenery	maastik	joy	0.453
vindication	tõestamine	joy	0.453
waterfall	juga	joy	0.453
birth	sündi	joy	0.453
noworries	ära muretse	joy	0.453
approve	heaks kiita	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	teekond	joy	0.447
meditation	meditatsioon	joy	0.446
relaxed	lõdvestunud	joy	0.442
tranquil	rahulik	joy	0.441
weekend	nädalavahetusel	joy	0.441
present	present	joy	0.441
tender	pakkumine	joy	0.441
nostalgic	nostalgiline	joy	0.439
prayer	palve	joy	0.439
sharing	jagamine	joy	0.439
esteem	lugupidamine	joy	0.439
lyrical	lüüriline	joy	0.439
righteousness	õiglus	joy	0.439
share	jagada	joy	0.438
husband	abikaasa	joy	0.438
life	elu	joy	0.438
sonnet	sonnet	joy	0.438
relief	kergendamine	joy	0.438
unbeaten	löömata	joy	0.438
newday	uus päev	joy	0.438
meditate	mediteerima	joy	0.438
mighty	vägev	joy	0.438
eager	innukas	joy	0.438
strength	tugevus	joy	0.438
warm	soe	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	sõber	joy	0.427
oneness	ühtsus	joy	0.426
unsurpassed	ületamatu	joy	0.424
ejaculation	ejakulatsioon	joy	0.424
unconstrained	piiramatu	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	medal	joy	0.424
amen	amen	joy	0.424
candlelight	küünlavalgus	joy	0.424
reverence	lugupidamine	joy	0.424
healthful	tervislik	joy	0.424
carols	kellad	joy	0.424
sledding	kelgutamine	joy	0.422
wealth	jõukus	joy	0.422
graduation	lõpetamine	joy	0.422
frisky	vilets	joy	0.422
energy	energia	joy	0.422
calmness	rahulikkus	joy	0.422
beginnings	algused	joy	0.422
safe	ohutu	joy	0.422
musical	muusikaline	joy	0.422
symphony	sümfoonia	joy	0.422
lml	lml	joy	0.422
glitter	sära	joy	0.422
ease	lihtne	joy	0.422
helpful	abivalmis	joy	0.422
soundness	usaldusväärsus	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	lubage	joy	0.415
reunite	taasühendada	joy	0.414
salvation	lunastus	joy	0.412
mother	ema	joy	0.412
poems	luuletused	joy	0.412
inauguration	inauguratsioon	joy	0.409
immaculate	täiuslik	joy	0.409
lighten	kergendama	joy	0.409
aromatherapy	aroomiteraapia	joy	0.409
travel	reisida	joy	0.409
lavender	lavendel	joy	0.409
purify	puhastage	joy	0.409
clown	kloun	joy	0.409
star	täht	joy	0.406
cash	sularahas	joy	0.406
heal	paranema	joy	0.406
completing	lõpetades	joy	0.406
companion	kaaslane	joy	0.406
live	elus	joy	0.406
flowers	lilled	joy	0.406
wishing	soovides	joy	0.406
charity	heategevus	joy	0.406
opportune	sobiv	joy	0.406
income	tulu	joy	0.403
soul	hinge	joy	0.401
munchies	munchies	joy	0.400
indescribable	kirjeldamatu	joy	0.397
progress	edusammud	joy	0.397
emancipation	emantsipatsioon	joy	0.397
christian	kristlane	joy	0.397
hammock	võrkkiik	joy	0.394
together	koos	joy	0.394
equality	võrdsus	joy	0.394
fullness	täiuslikkus	joy	0.394
picnic	piknik	joy	0.394
calm	rahulik	joy	0.394
childhood	lapsepõlves	joy	0.394
rhythmical	rütmiline	joy	0.394
movies	filme	joy	0.393
zealous	innukas	joy	0.393
littlethings	väiksed asjad	joy	0.391
humanity	inimkond	joy	0.391
starry	starry	joy	0.391
playground	mänguväljak	joy	0.391
adventures	seiklused	joy	0.391
meaningful	mõttekas	joy	0.391
choir	koor	joy	0.391
affluence	jõukus	joy	0.391
warms	soojendab	joy	0.391
goofy	kummaline	joy	0.391
auspicious	õnnelik	joy	0.391
gesture	žest	joy	0.387
vow	lubadus	joy	0.382
shopping	ostmine	joy	0.382
witty	vaimukas	joy	0.382
communion	osadus	joy	0.379
vibes	vibreerib	joy	0.379
worship	kummardama	joy	0.379
jump	hüpata	joy	0.379
reverend	auväärne	joy	0.377
advance	eelnevalt	joy	0.375
beaches	rannad	joy	0.375
youth	noored	joy	0.375
spirits	vaimud	joy	0.375
simplicity	lihtsus	joy	0.375
full	täis	joy	0.375
rising	tõuseb	joy	0.375
hymn	hümn	joy	0.375
unique	unikaalne	joy	0.375
redeemed	lunastatud	joy	0.375
scenic	maaliline	joy	0.375
mirth	armastus	joy	0.375
courtship	hoolitsus	joy	0.375
experience	kogemus	joy	0.375
reunion	taasühinemine	joy	0.375
sonorous	sonorous	joy	0.375
unforgettable	unustamatu	joy	0.375
baptismal	ristimine	joy	0.368
alliance	liit	joy	0.368
grant	toetus	joy	0.366
conciliation	lepitusmenetlus	joy	0.364
moonlight	kuuvalgus	joy	0.364
sanctification	pühitsemine	joy	0.364
improves	paraneb	joy	0.364
improve	paranema	joy	0.364
pure	puhas	joy	0.364
authentic	autentne	joy	0.364
kitten	kassipoeg	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	vaarikad	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	truudust	joy	0.359
feeling	tunne	joy	0.359
devotional	pühendunud	joy	0.359
proficiency	oskus	joy	0.359
tinsel	õmblusnõel	joy	0.359
revival	taaselustamine	joy	0.359
sanctify	pühitsema	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	sõltumatu	joy	0.359
cocoa	kakao	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	delfiin	joy	0.348
choral	koor	joy	0.348
deliverance	vabastamine	joy	0.348
romp	jama	joy	0.348
roaring	müra	joy	0.348
melody	meloodia	joy	0.348
favor	kasuks	joy	0.348
unification	ühendamine	joy	0.348
exceed	ületada	joy	0.348
purpose	eesmärgil	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	pole tööd	joy	0.344
voluptuous	lummav	joy	0.344
fruits	puuviljad	joy	0.344
thx	tänud	joy	0.344
newstart	uus algus	joy	0.344
manicure	maniküür	joy	0.344
date	kuupäev	joy	0.344
kiddos	kiddos	joy	0.344
roadtrip	rännak	joy	0.344
cookies	küpsised	joy	0.344
hedonism	hedonism	joy	0.344
humble	tagasihoidlik	joy	0.344
electric	elektriline	joy	0.344
pledge	lubadus	joy	0.344
celebrity	kuulsus	joy	0.342
rhythm	rütm	joy	0.338
bridesmaid	pruutneitsi	joy	0.338
snowday	lumepäev	joy	0.333
young	noor	joy	0.333
coffee	kohvi	joy	0.333
edification	õpetamine	joy	0.333
obliging	kohustatud	joy	0.333
renovation	renoveerimine	joy	0.333
familiarity	tuttav	joy	0.333
garden	aed	joy	0.333
spa	spaa	joy	0.333
dawn	dawn	joy	0.333
connoisseur	teadlane	joy	0.333
partner	partner	joy	0.333
gazing	vahtis	joy	0.333
foodie	toiduained	joy	0.331
synchronize	sünkroonida	joy	0.329
tribulation	viletsus	joy	0.328
healing	paranemine	joy	0.328
saint	pühak	joy	0.328
chirping	kirpistamine	joy	0.328
hobby	hobi	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	Carol	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	psalm	joy	0.328
pedicure	pediküür	joy	0.328
amnesty	amnestia	joy	0.328
respite	aeglustada	joy	0.324
mellow	kerge	joy	0.318
lazyday	NO TRANSLATION	joy	0.318
recreational	puhkeala	joy	0.318
restorative	taastav	joy	0.318
cousins	nõod	joy	0.318
classics	klassika	joy	0.318
reconciliation	leppimine	joy	0.316
dove	tuvi	joy	0.312
living	elamine	joy	0.312
presto	presto	joy	0.312
crafts	käsitöö	joy	0.312
recovery	taastumine	joy	0.312
woods	metsad	joy	0.312
sunset	päikeseloojangut	joy	0.312
fitness	fitness	joy	0.312
playhouse	mängutuba	joy	0.312
superman	superman	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	tarkus	joy	0.312
deal	tegelema	joy	0.312
simplify	lihtsustama	joy	0.312
lord	isand	joy	0.312
sterling	sterling	joy	0.312
progression	progressioon	joy	0.312
relight	relill	joy	0.312
pony	poni	joy	0.312
infant	laps	joy	0.309
improvement	paranemine	joy	0.309
absolution	vabanemine	joy	0.306
gently	õrnalt	joy	0.303
established	asutatud	joy	0.303
honest	aus	joy	0.303
decorating	kaunistades	joy	0.303
endless	lõputu	joy	0.303
banquet	pidusöök	joy	0.303
providing	pakkudes	joy	0.300
mine	mine	joy	0.297
fraternal	vennalik	joy	0.297
notable	tähelepanuväärne	joy	0.297
feat	feat	joy	0.297
harvest	saagikoristus	joy	0.297
quaint	omamoodi	joy	0.297
softly	pehmelt	joy	0.297
spiritual	vaimne	joy	0.297
morals	moraalid	joy	0.297
lounging	lounging	joy	0.297
light	valgus	joy	0.297
breeze	tuli	joy	0.297
strolling	jalutamas	joy	0.297
spending	kulutused	joy	0.297
meditating	mediteerides	joy	0.297
joker	jutustaja	joy	0.297
yearning	igatsus	joy	0.297
growth	kasvu	joy	0.297
fervor	pingutus	joy	0.295
quotes	tsitaat	joy	0.294
volunteer	vabatahtlik	joy	0.294
psalms	psalmid	joy	0.288
hippie	hipi	joy	0.288
gain	kasu	joy	0.288
taoism	taoism	joy	0.288
midwife	ämmaemand	joy	0.288
resources	ressursse	joy	0.288
create	loo	joy	0.288
receiving	vastuvõtmine	joy	0.287
ocean	ookean	joy	0.286
snowfall	lumesadu	joy	0.286
lsd	lsd	joy	0.286
hiking	matkamine	joy	0.283
chill	külm	joy	0.281
truce	vaherahu	joy	0.281
infinity	lõpmatus	joy	0.281
toast	röstsai	joy	0.281
destination	sihtkoht	joy	0.281
buddhist	budistlik	joy	0.281
rested	puhkad	joy	0.281
candid	siiralt	joy	0.281
evergreen	igihaljas	joy	0.281
unwind	lõõgastuma	joy	0.281
buzzing	sumin	joy	0.281
venerable	auväärne	joy	0.279
balance	tasakaal	joy	0.275
retirement	pensionile jäämine	joy	0.275
compensate	kompenseerima	joy	0.273
swim	ujuma	joy	0.273
drinks	joogid	joy	0.273
devout	pühendunud	joy	0.273
buddha	buda	joy	0.273
rapt	raputatud	joy	0.273
fireplace	kamin	joy	0.273
snowing	lumesadu	joy	0.271
sublimation	sublimatsioon	joy	0.270
fruity	mahlakas	joy	0.268
humility	alandlikkus	joy	0.266
paragon	paragon	joy	0.266
ministry	ministeerium	joy	0.266
sunday	teisipäeval	joy	0.266
salute	au andma	joy	0.266
fortitude	tugevus	joy	0.266
whim	kapriis	joy	0.266
sun	päike	joy	0.266
sketching	visandamine	joy	0.266
waves	lained	joy	0.266
buddhism	budism	joy	0.266
cathedral	katedraal	joy	0.266
yoga	jooga	joy	0.266
artwork	kunstiteos	joy	0.265
practiced	harjutanud	joy	0.264
clean	puhas	joy	0.260
found	leitud	joy	0.258
fitting	paigaldamine	joy	0.258
immerse	sukelduma	joy	0.258
running	töötab	joy	0.258
clarity	selgus	joy	0.258
food	toit	joy	0.258
exercise	harjutus	joy	0.258
autumn	sügis	joy	0.254
ardent	süütu	joy	0.250
fit	sobib	joy	0.250
mountain	mägi	joy	0.250
expedient	otstarbekas	joy	0.250
diary	päevik	joy	0.250
candles	küünlad	joy	0.250
outdoors	õues	joy	0.250
chilled	jahutatud	joy	0.250
clap	plaksutama	joy	0.250
contagious	nakkav	joy	0.250
chirp	chirp	joy	0.250
morning	hommikul	joy	0.250
visitor	külaline	joy	0.250
hardy	vastupidav	joy	0.250
countryside	maal	joy	0.250
undying	surematu	joy	0.250
football	Jalgpall	joy	0.250
advocacy	propageerimine	joy	0.250
demonstrative	näiteline	joy	0.250
cradle	häll	joy	0.247
trance	trance	joy	0.246
breakfast	hommikusöök	joy	0.242
grow	kasvatada	joy	0.242
pay	maksma	joy	0.242
preservative	säilitusaine	joy	0.242
intense	intensiivne	joy	0.242
supremacy	ülimuslikkus	joy	0.242
church	kirik	joy	0.242
procession	rongkäik	joy	0.242
consecration	pühitsemine	joy	0.235
lifetime	eluaeg	joy	0.234
nursery	lasteaed	joy	0.234
humbled	alandlik	joy	0.234
vote	hääletama	joy	0.234
incense	viiruk	joy	0.234
lyre	lyre	joy	0.234
candle	küünal	joy	0.234
snowy	lumega	joy	0.234
doll	nukk	joy	0.234
skiing	suusatamine	joy	0.234
ordination	koordineerimine	joy	0.234
art	art	joy	0.234
salary	palk	joy	0.234
pastry	kondiitritooted	joy	0.229
firefly	tulekahju	joy	0.227
chilling	jahutamine	joy	0.227
remedy	parandus	joy	0.227
rescue	päästetööd	joy	0.225
camping	telkimine	joy	0.221
perspective	vaatenurk	joy	0.221
orchard	viljapuuaed	joy	0.221
orchestra	orkester	joy	0.221
possess	omama	joy	0.219
castle	loss	joy	0.219
lamb	lamb	joy	0.219
gardens	aiad	joy	0.219
breezy	vilets	joy	0.219
mucis	NO TRANSLATION	joy	0.212
bouttime	bouttime	joy	0.212
brisk	kiire	joy	0.212
countrymusic	NO TRANSLATION	joy	0.212
repay	tagasi maksta	joy	0.212
ribbon	Pael	joy	0.212
pho	pho	joy	0.212
reggae	reggae	joy	0.212
raindrops	vihmapiiskad	joy	0.212
listneing	NO TRANSLATION	joy	0.212
teach	õpetama	joy	0.212
nap	nap	joy	0.206
stillness	vaikus	joy	0.203
chant	chant	joy	0.203
hire	palgata	joy	0.203
vernal	vernal	joy	0.203
cove	jõgi	joy	0.203
uncontrollable	kontrollimatu	joy	0.203
legalized	legaliseeritud	joy	0.203
unexpected	ootamatu	joy	0.203
lights	valgus	joy	0.203
save	salvestage	joy	0.200
atone	puhas	joy	0.197
trees	puud	joy	0.197
pastor	pastor	joy	0.197
symmetry	sümmeetria	joy	0.197
oneday	NO TRANSLATION	joy	0.197
scripture	pühakiri	joy	0.196
mountains	mäed	joy	0.194
pathway	rada	joy	0.188
walking	jalgsi	joy	0.188
craziness	hullumeelsus	joy	0.188
soppy	soppy	joy	0.188
tea	tee	joy	0.188
quiet	vaikne	joy	0.188
forefathers	esiisad	joy	0.188
liquor	likööri	joy	0.188
custom	kohandatud	joy	0.188
whiteness	valgus	joy	0.188
sympathetic	sümpaatiline	joy	0.188
patient	patsient	joy	0.186
dollhouse	nukumaja	joy	0.182
bath	vanni	joy	0.182
score	skoor	joy	0.182
movingon	liikumine	joy	0.182
supporter	toetaja	joy	0.180
accompaniment	saade	joy	0.179
pursuit	jälitamine	joy	0.176
outburst	väljapääsu	joy	0.176
frosty	külm	joy	0.174
workout	treening	joy	0.172
closure	sulgemine	joy	0.172
luncheon	lõunasöök	joy	0.172
service	teenus	joy	0.172
wintery	talvine	joy	0.172
wages	palgad	joy	0.169
civilized	tsiviliseeritud	joy	0.169
fain	NO TRANSLATION	joy	0.167
december	detsember	joy	0.167
acrobat	akrobaat	joy	0.162
glide	libisemine	joy	0.162
finally	lõpuks	joy	0.157
reproductive	reproduktiivne	joy	0.156
elf	elf	joy	0.156
organization	organisatsioon	joy	0.156
stroll	jalutama	joy	0.156
peppermint	piparmünt	joy	0.156
break	murda	joy	0.156
chai	Chai	joy	0.156
obtainable	saadaolev	joy	0.156
bathtub	vanni	joy	0.156
advent	advent	joy	0.152
scifi	scifi	joy	0.152
balm	palsam	joy	0.152
measured	mõõdetud	joy	0.152
spaniel	spaniel	joy	0.145
tan	tan	joy	0.141
ditty	kukkuma	joy	0.141
bubble	mull	joy	0.141
simple	lihtne	joy	0.141
oils	õlid	joy	0.141
beer	õlut	joy	0.141
green	roheline	joy	0.137
buss	buss	joy	0.136
books	raamatud	joy	0.136
makingdisciples	NO TRANSLATION	joy	0.136
chow	Chow	joy	0.135
pitter	pitter	joy	0.134
flows	voolab	joy	0.130
silence	vaikus	joy	0.127
roadster	rodster	joy	0.125
solitude	üksinda	joy	0.125
bookstore	raamatupood	joy	0.125
wine	vein	joy	0.125
circumstances	asjaolud	joy	0.125
japan	Jaapan	joy	0.121
soak	leotada	joy	0.121
wilderness	kõrbes	joy	0.121
priesthood	preesterkond	joy	0.121
critical	kriitiline	joy	0.116
neutral	neutraalne	joy	0.114
untie	untie	joy	0.109
hunting	jahindus	joy	0.109
opera	ooper	joy	0.109
weight	kaal	joy	0.109
white	valge	joy	0.109
sand	liiv	joy	0.109
wind	tuul	joy	0.109
labor	töö	joy	0.106
classical	klassikaline	joy	0.106
affliction	viletsus	joy	0.103
lake	järv	joy	0.103
organ	orel	joy	0.094
dwelling	eluruum	joy	0.094
tree	puu	joy	0.090
pond	tiik	joy	0.089
marrow	luuüdi	joy	0.078
latte	latte	joy	0.078
sipping	sipistamine	joy	0.076
benign	healoomuline	joy	0.074
majority	enamus	joy	0.073
leaf	lehed	joy	0.065
troubles	mured	joy	0.062
basketball	korvpall	joy	0.062
explosions	plahvatused	joy	0.061
cream	kreem	joy	0.061
shepherd	karjane	joy	0.058
tuesday	teisipäeval	joy	0.047
turbulence	turbulentsus	joy	0.045
calf	vasikas	joy	0.040
hardship	raskused	joy	0.031
sixty	kuuskümmend	joy	0.016
unhappiness	õnnetus	joy	0.016
heartbreaking	südantlõhkuja	sadness	0.969
mourning	lein	sadness	0.969
tragic	traagiline	sadness	0.961
holocaust	holokausti	sadness	0.953
suicidal	enesetapu	sadness	0.941
misery	viletsus	sadness	0.938
massacre	veresaun	sadness	0.931
euthanasia	eutanaasia	sadness	0.927
depression	depressioon	sadness	0.925
bereavement	kaotamine	sadness	0.922
grieving	leinane	sadness	0.922
fatal	Tappev	sadness	0.922
bereaved	surnud	sadness	0.920
devastation	laastavad	sadness	0.917
death	surm	sadness	0.915
devastated	laastatud	sadness	0.912
suicide	enesetapp	sadness	0.912
catastrophe	katastroof	sadness	0.911
horrifying	kohutav	sadness	0.907
tragedy	tragöödia	sadness	0.906
depressing	masendav	sadness	0.906
died	suri	sadness	0.906
anguish	ahastus	sadness	0.902
agony	agoonia	sadness	0.900
deadly	surmav	sadness	0.898
weeping	nutke	sadness	0.896
stillbirth	surnultsündimine	sadness	0.891
deceased	surnud	sadness	0.891
murderer	mõrvar	sadness	0.877
devastating	laastav	sadness	0.875
rape	vägistamine	sadness	0.875
cancer	vähk	sadness	0.875
dying	suremas	sadness	0.875
sadness	kurbus	sadness	0.864
morbidity	haigestumus	sadness	0.864
crucifixion	ristilöömine	sadness	0.859
grief	kurbus	sadness	0.859
depressed	alla surutud	sadness	0.859
traumatic	traumaatiline	sadness	0.859
atrocity	vägivald	sadness	0.859
execution	täitmine	sadness	0.859
abandonment	loobumine	sadness	0.859
perish	hukkuda	sadness	0.859
cadaver	lõvi	sadness	0.853
treachery	reetmine	sadness	0.848
betrayed	reedetud	sadness	0.848
sad	kurb	sadness	0.844
destroyed	hävitatud	sadness	0.844
miserable	õnnetu	sadness	0.844
persecution	tagakiusamine	sadness	0.844
funeral	matused	sadness	0.844
slaughtering	tapmine	sadness	0.844
horrific	kohutav	sadness	0.844
homicide	tapmine	sadness	0.844
hopelessness	lootusetus	sadness	0.844
grieve	valutama	sadness	0.844
sorrow	kurb	sadness	0.844
suffering	kannatusi	sadness	0.844
murderous	mõrvarlik	sadness	0.844
unhappiness	õnnetus	sadness	0.839
crippled	halvatud	sadness	0.836
bloodshed	verevalamine	sadness	0.836
pained	pahane	sadness	0.833
manslaughter	tapmine	sadness	0.833
carnage	tapmine	sadness	0.833
unbearable	talumatu	sadness	0.830
stillborn	surnult sündinud	sadness	0.830
slavery	orjus	sadness	0.828
torment	piinamine	sadness	0.828
sickness	haigus	sadness	0.828
enslaved	orjastatud	sadness	0.828
casualty	õnnetus	sadness	0.828
morbid	haigetu	sadness	0.828
murder	mõrv	sadness	0.828
mourn	leinake	sadness	0.828
helplessness	abitus	sadness	0.828
annihilation	hävitamine	sadness	0.828
abandoned	mahajäetud	sadness	0.828
horrors	õudused	sadness	0.828
mutilation	moonutamine	sadness	0.828
annihilated	hävitati	sadness	0.828
miscarriage	raseduse katkemine	sadness	0.824
starvation	näljahäda	sadness	0.819
killing	tapmine	sadness	0.812
failure	ebaõnnestumine	sadness	0.812
famine	näljahäda	sadness	0.812
distraught	murettekitav	sadness	0.812
childloss	NO TRANSLATION	sadness	0.812
burial	matmine	sadness	0.812
disgrace	häbistav	sadness	0.812
cruelty	julmust	sadness	0.812
despair	meeleheide	sadness	0.812
saddens	saddens	sadness	0.812
oppression	rõhumine	sadness	0.812
sadly	kahjuks	sadness	0.812
mournful	leinav	sadness	0.812
terrorism	terrorism	sadness	0.812
heartache	südamehaigus	sadness	0.812
bloody	verine	sadness	0.806
perishing	hukkub	sadness	0.804
inhumanity	ebainimlikkus	sadness	0.804
malignancy	pahaloomulisus	sadness	0.803
mortification	kärbimine	sadness	0.802
sarcoma	sarkoom	sadness	0.797
lifeless	elutu	sadness	0.797
perished	hukkus	sadness	0.797
dreadful	kohutav	sadness	0.797
devastate	hävitab	sadness	0.797
dreadfully	kohutavalt	sadness	0.797
gallows	tiivas	sadness	0.797
lethal	surmav	sadness	0.797
desolation	hävitamine	sadness	0.797
kill	tappa	sadness	0.797
slave	ori	sadness	0.797
mortuary	mortuary	sadness	0.797
assassination	mõrva	sadness	0.797
leukemia	leukeemia	sadness	0.797
brokenheart	NO TRANSLATION	sadness	0.792
banishment	väljasaatmine	sadness	0.790
afflict	kannatama	sadness	0.789
disheartened	pettunud	sadness	0.788
bury	matta	sadness	0.781
crying	nutt	sadness	0.781
tumour	kasvaja	sadness	0.781
heartbreak	südamevalu	sadness	0.781
desecration	petmine	sadness	0.781
demoralized	demoraliseeritud	sadness	0.781
terrorize	terroriseerida	sadness	0.781
die	NO TRANSLATION	sadness	0.773
lynch	lünn	sadness	0.773
sufferer	kannatanu	sadness	0.770
loneliness	üksindus	sadness	0.766
cemetery	kalmistu	sadness	0.766
destitute	vaesed	sadness	0.766
torture	piinamine	sadness	0.766
abortion	abort	sadness	0.766
diseased	haige	sadness	0.766
condolence	kaastunne	sadness	0.766
fatality	suremus	sadness	0.766
dismemberment	lahutamine	sadness	0.766
doomed	hukule määratud	sadness	0.766
fearful	hirmul	sadness	0.766
slayer	slayer	sadness	0.766
painfully	valusalt	sadness	0.758
moribund	sureb	sadness	0.758
disaster	katastroof	sadness	0.758
depress	alla vajutama	sadness	0.755
condemnation	hukkamõistu	sadness	0.754
desperation	meeleheide	sadness	0.750
hemorrhage	hemorraagia	sadness	0.750
unhappy	õnnetu	sadness	0.750
pandemic	pandeemia	sadness	0.750
corpse	surnukeha	sadness	0.750
depressive	depressiivne	sadness	0.750
deplorable	kahetsusväärne	sadness	0.750
defeated	võitnud	sadness	0.750
doomsday	lõppkuupäev	sadness	0.750
cry	nutma	sadness	0.750
victimized	ohvriks langenud	sadness	0.750
obliteration	kustutamine	sadness	0.750
damnation	hukatus	sadness	0.750
guilt	süü	sadness	0.750
sickening	sickening	sadness	0.750
terrorist	terrorist	sadness	0.750
sorrowful	kurb	sadness	0.750
incest	incest	sadness	0.750
painful	valus	sadness	0.750
abduction	röövimine	sadness	0.750
regretful	kahetsusväärne	sadness	0.750
unfairness	ebaõiglus	sadness	0.745
molestation	kiusatus	sadness	0.744
exile	pagendama	sadness	0.742
abysmal	kõhn	sadness	0.742
hellish	põrgu	sadness	0.738
exterminate	hävitada	sadness	0.736
earthquake	maavärin	sadness	0.734
betrayal	reetmine	sadness	0.734
orphan	orb	sadness	0.734
slaughter	tapmine	sadness	0.734
disgraced	häbistatud	sadness	0.734
battered	peksis	sadness	0.734
assassin	palgamõrvar	sadness	0.734
horrid	hirmus	sadness	0.734
miserably	õnnetu	sadness	0.734
lonesome	üksildane	sadness	0.734
morgue	morgi	sadness	0.734
disastrous	katastroofiline	sadness	0.734
warfare	sõjapidamine	sadness	0.734
destroying	hävitades	sadness	0.734
homeless	kodutud	sadness	0.734
listless	loksutav	sadness	0.729
unfortunately	kahjuks	sadness	0.727
grave	hauda	sadness	0.727
emptiness	tühjus	sadness	0.727
alienated	võõrandunud	sadness	0.727
fraught	täis	sadness	0.722
emaciated	vilets	sadness	0.719
malicious	pahatahtlik	sadness	0.719
atrophy	atroofia	sadness	0.719
