word	Georgian-ka	emotion	emotion-intensity-score
suffering	ტანჯვა	sadness	0.844
murderous	მკვლელობა	sadness	0.844
unhappiness	უკმაყოფილება	sadness	0.839
crippled	crippled	sadness	0.836
bloodshed	სისხლისღვრა	sadness	0.836
pained	აწუხებს	sadness	0.833
manslaughter	manslaughter	sadness	0.833
carnage	carnage	sadness	0.833
unbearable	აუტანელი	sadness	0.830
stillborn	stillborn	sadness	0.830
slavery	მონობის	sadness	0.828
torment	ტანჯვა	sadness	0.828
sickness	ავადმყოფობა	sadness	0.828
enslaved	დამონება	sadness	0.828
casualty	მსხვერპლი	sadness	0.828
morbid	morbid	sadness	0.828
murder	მკვლელობა	sadness	0.828
mourn	გლოვა	sadness	0.828
helplessness	უმწეოობა	sadness	0.828
annihilation	განადგურება	sadness	0.828
abandoned	მიტოვებული	sadness	0.828
horrors	საშინელება	sadness	0.828
mutilation	დასახიჩრება	sadness	0.828
annihilated	განადგურდა	sadness	0.828
miscarriage	miscarriage	sadness	0.824
starvation	შიმშილი	sadness	0.819
killing	მკვლელობა	sadness	0.812
failure	მარცხი	sadness	0.812
famine	შიმშილობა	sadness	0.812
distraught	გაღიზიანება	sadness	0.812
childloss	NO TRANSLATION	sadness	0.812
burial	დაკრძალვის	sadness	0.812
disgrace	შერცხვენა	sadness	0.812
cruelty	სისასტიკე	sadness	0.812
despair	სასოწარკვეთა	sadness	0.812
saddens	saddens	sadness	0.812
oppression	ზეწოლა	sadness	0.812
sadly	სამწუხაროდ	sadness	0.812
mournful	გლოვა	sadness	0.812
terrorism	ტერორიზმი	sadness	0.812
heartache	გულისტკივილი	sadness	0.812
bloody	სისხლიანი	sadness	0.806
perishing	perishing	sadness	0.804
inhumanity	არაადამიანური	sadness	0.804
malignancy	ავთვისებიანი	sadness	0.803
mortification	mortification	sadness	0.802
sarcoma	სარკომი	sadness	0.797
lifeless	უსიცოცხლო	sadness	0.797
perished	დაიღუპა	sadness	0.797
dreadful	საშინელი	sadness	0.797
devastate	განადგურება	sadness	0.797
dreadfully	საშინლად	sadness	0.797
gallows	გაყინვა	sadness	0.797
lethal	ლეტალ	sadness	0.797
desolation	გაპარტახება	sadness	0.797
kill	მოკვლა	sadness	0.797
slave	მონა	sadness	0.797
mortuary	mortuary	sadness	0.797
assassination	მკვლელობა	sadness	0.797
leukemia	ლეიკემია	sadness	0.797
brokenheart	NO TRANSLATION	sadness	0.792
banishment	განდევნა	sadness	0.790
afflict	აწუხებს	sadness	0.789
disheartened	უსიამოვნოა	sadness	0.788
bury	დასამარხავად	sadness	0.781
crying	ტირილით	sadness	0.781
tumour	სიმსივნე	sadness	0.781
heartbreak	heartbreak	sadness	0.781
desecration	დამღუპველი	sadness	0.781
demoralized	დემორალიზებული	sadness	0.781
terrorize	ტერორი	sadness	0.781
die	NO TRANSLATION	sadness	0.773
lynch	ლინჩი	sadness	0.773
sufferer	დაზარალებულის	sadness	0.770
loneliness	მარტოობა	sadness	0.766
cemetery	სასაფლაო	sadness	0.766
destitute	გაჭირვებული	sadness	0.766
torture	წამება	sadness	0.766
abortion	აბორტი	sadness	0.766
diseased	დაავადებული	sadness	0.766
condolence	მწუხარება	sadness	0.766
fatality	სიკვდილი	sadness	0.766
dismemberment	დანაწევრება	sadness	0.766
doomed	განწირული	sadness	0.766
fearful	შიში	sadness	0.766
slayer	slayer	sadness	0.766
painfully	მტკივნეულად	sadness	0.758
moribund	მორიბუნდი	sadness	0.758
disaster	კატასტროფა	sadness	0.758
depress	დათრგუნვა	sadness	0.755
condemnation	დაგმობას	sadness	0.754
desperation	სასოწარკვეთილება	sadness	0.750
hemorrhage	სისხლდენა	sadness	0.750
unhappy	უბედური	sadness	0.750
pandemic	პანდემია	sadness	0.750
corpse	გვამი	sadness	0.750
depressive	დეპრესიული	sadness	0.750
deplorable	სამწუხაროა	sadness	0.750
defeated	დაამარცხა	sadness	0.750
doomsday	ექიმები	sadness	0.750
cry	ტირილი	sadness	0.750
victimized	დაზარალებულს	sadness	0.750
obliteration	გაუქმება	sadness	0.750
damnation	ქარიშხალი	sadness	0.750
guilt	დანაშაული	sadness	0.750
sickening	გაღიზიანება	sadness	0.750
terrorist	ტერორისტი	sadness	0.750
sorrowful	სამწუხარო	sadness	0.750
incest	incest	sadness	0.750
painful	მტკივნეული	sadness	0.750
abduction	გატაცება	sadness	0.750
regretful	სამწუხარო	sadness	0.750
unfairness	უსამართლობა	sadness	0.745
molestation	მეძაობა	sadness	0.744
exile	გადასახლება	sadness	0.742
abysmal	abysmal	sadness	0.742
hellish	hellish	sadness	0.738
exterminate	განადგურება	sadness	0.736
earthquake	მიწისძვრა	sadness	0.734
betrayal	ღალატი	sadness	0.734
orphan	ობოლი	sadness	0.734
slaughter	სასაკლაო	sadness	0.734
disgraced	disgraced	sadness	0.734
battered	შელახული	sadness	0.734
assassin	მკვლელი	sadness	0.734
horrid	საშინელება	sadness	0.734
miserably	ცუდად	sadness	0.734
lonesome	lonesome	sadness	0.734
morgue	მორგში	sadness	0.734
disastrous	საშინელი	sadness	0.734
warfare	ომი	sadness	0.734
destroying	განადგურება	sadness	0.734
homeless	უსახლკარო	sadness	0.734
listless	უაზრო	sadness	0.729
unfortunately	სამწუხაროდ	sadness	0.727
grave	საფლავი	sadness	0.727
emptiness	სიცარიელე	sadness	0.727
alienated	გაუცხოებული	sadness	0.727
fraught	ექნება	sadness	0.722
emaciated	ემოცირებული	sadness	0.719
malicious	ბოროტი	sadness	0.719
atrophy	ატროფია	sadness	0.719
cripple	ტკივილი	sadness	0.719
ashamed	მრცხვენია	sadness	0.719
leprosy	კეთრი	sadness	0.719
violently	უხეშად	sadness	0.719
disheartening	გაღიზიანება	sadness	0.719
cried	ტიროდა	sadness	0.719
woe	ვაი	sadness	0.719
horror	საშინელება	sadness	0.719
heartless	უმანკო	sadness	0.719
forsaken	მიტოვებული	sadness	0.719
paralysis	დამბლა	sadness	0.719
missing	დაკარგული	sadness	0.719
danger	საფრთხე	sadness	0.719
pain	ტკივილი	sadness	0.719
demise	დაღუპვა	sadness	0.717
disgruntled	უკმაყოფილო	sadness	0.712
rejected	უარყოფილია	sadness	0.712
sickly	ავადმყოფი	sadness	0.712
violence	ძალადობა	sadness	0.712
torn	მოწყვეტილი	sadness	0.710
calamity	უბედურება	sadness	0.709
grim	საშინელი	sadness	0.708
grievous	grievous	sadness	0.704
disfigured	disfigured	sadness	0.703
punishing	დასჯა	sadness	0.703
extinct	გადაშენდა	sadness	0.703
meltdown	დადნობა	sadness	0.703
oppressor	დამპყრობელი	sadness	0.703
deformed	დეფორმირებული	sadness	0.703
slaughterhouse	სასაკლაო	sadness	0.703
humiliate	დამცირება	sadness	0.703
inhuman	არაადამიანური	sadness	0.703
decomposition	რღვევა	sadness	0.703
suffocating	მახინჯი	sadness	0.703
hearse	მოსმენა	sadness	0.703
incurable	განუკურნებელია	sadness	0.703
buried	დაკრძალეს	sadness	0.703
paralyzed	პარალიზებული	sadness	0.703
carcinoma	კარცინომა	sadness	0.703
deformity	დეფორმაცია	sadness	0.703
crushed	გაანადგურა	sadness	0.703
isolate	იზოლირება	sadness	0.703
tearful	ცრემლსადენი	sadness	0.703
abandon	უარი თქე	sadness	0.703
obit	ომი	sadness	0.703
strangle	ძილიანობა	sadness	0.703
victim	მსხვერპლი	sadness	0.703
isolation	იზოლაცია	sadness	0.703
lifesucks	ცხოვრება საზიზღრობაა	sadness	0.700
hell	ჯოჯოხეთი	sadness	0.700
ruinous	ruinous	sadness	0.698
widow	ქვრივი	sadness	0.697
banish	დარბევა	sadness	0.697
accursed	შეჭამეს	sadness	0.697
ruined	დანგრეული	sadness	0.697
vanished	გაქრა	sadness	0.695
displaced	იძულებით გადაადგილებული	sadness	0.691
poverty	სიღარიბე	sadness	0.690
hospice	საავადმყოფოში	sadness	0.688
insanity	სიგიჟე	sadness	0.688
depraved	გარყვნილი	sadness	0.688
shooting	სროლა	sadness	0.688
stab	stab	sadness	0.688
pathetic	პათეტიკური	sadness	0.688
foreveralone	სამუდამოდ მარტო	sadness	0.688
dementia	დემენცია	sadness	0.688
travesty	ტრაგედია	sadness	0.688
nohope	NO TRANSLATION	sadness	0.688
infidelity	ღალატი	sadness	0.688
epidemic	ეპიდემია	sadness	0.688
teary	teary	sadness	0.688
widower	ქვრივი	sadness	0.688
terminal	ტერმინალი	sadness	0.688
neglected	უგულვებელყოფილია	sadness	0.688
illness	ავადმყოფობა	sadness	0.688
regretting	სინანული	sadness	0.688
imprisoned	დააპატიმრეს	sadness	0.688
hurtful	მტკივნეული	sadness	0.688
banished	აკრძალულია	sadness	0.688
hurt	დააზარალებს	sadness	0.688
deserted	მიტოვებული	sadness	0.688
hopeless	უიმედო	sadness	0.688
sob	NO TRANSLATION	sadness	0.688
loss	დაკარგვა	sadness	0.688
dismissal	გათავისუფლება	sadness	0.686
alienation	გასხვისება	sadness	0.685
hardship	გაჭირვება	sadness	0.685
choke	choke	sadness	0.682
kidnap	გატაცება	sadness	0.682
bleeding	სისხლდენა	sadness	0.673
obituary	ძეგლი	sadness	0.672
missingyou	NO TRANSLATION	sadness	0.672
disabled	გამორთულია	sadness	0.672
outcast	outcast	sadness	0.672
poison	შხამი	sadness	0.672
abortive	შეწყვეტა	sadness	0.672
gory	გორი	sadness	0.672
disparage	disparage	sadness	0.672
wail	კუდი	sadness	0.672
malevolent	მტკივა	sadness	0.672
imprisonment	პატიმრობა	sadness	0.672
wretch	wretch	sadness	0.672
feelingdown	NO TRANSLATION	sadness	0.672
wretched	უვარგისი	sadness	0.672
belittle	ქარიშხალი	sadness	0.672
punished	ისჯება	sadness	0.672
deprivation	ჩამორთმევა	sadness	0.672
evil	ბოროტი	sadness	0.672
coffin	კუბოში	sadness	0.672
woefully	woefully	sadness	0.672
decomposed	დაიშალა	sadness	0.672
frightful	საშინელი	sadness	0.672
despairing	იმედგაცრუება	sadness	0.672
barren	უნაყოფო	sadness	0.670
poisoned	მოწამლული	sadness	0.667
executioner	შემსრულებელი	sadness	0.667
disease	დაავადება	sadness	0.665
oppress	ზეწოლა	sadness	0.664
disembodied	გაქცეული	sadness	0.660
tear	ცრემლსადენი	sadness	0.656
shitty	shitty	sadness	0.656
lamenting	lamenting	sadness	0.656
ruin	ჩაშლის	sadness	0.656
weep	weep	sadness	0.656
lonely	მარტოხელა	sadness	0.656
jail	ციხეში	sadness	0.656
steal	მოპარვა	sadness	0.656
mangle	mangle	sadness	0.656
hate	სიძულვილი	sadness	0.656
ailing	ავადმყოფი	sadness	0.656
dreary	ძვირფასო	sadness	0.656
