word	Thai-th	emotion	emotion-intensity-score
yayyy	yayyy	joy	0.803
gladness	ความยินดี	joy	0.803
giggle	ขำ	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	ความสำเร็จ	joy	0.797
happier	มีความสุขมาก	joy	0.797
dancing	การเต้นรำ	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	ความงดงาม	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	กตัญญู	joy	0.789
splendor	ความงดงาม	joy	0.788
amuse	เป็นที่ชอบใจ	joy	0.788
fun	สนุก	joy	0.788
happy	มีความสุข	joy	0.788
enchanted	หลงเสน่ห์	joy	0.781
glorify	เชิดชู	joy	0.781
glad	ดีใจ	joy	0.781
beautiful	สวย	joy	0.781
solucky	NO TRANSLATION	joy	0.781
giggling	การหัวเราะโง่ ๆ	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	เปล่งปลั่ง	joy	0.781
heavens	สวรรค์	joy	0.779
perfection	ความสมบูรณ์	joy	0.779
christmassy	เกี่ยวกับวันคริสต์มาส	joy	0.779
romance	ความโรแมนติก	joy	0.779
thrilling	น่าตื่นเต้น	joy	0.776
miraculous	ปาฏิหาริย์	joy	0.773
fiesta	เฟียสต้า	joy	0.773
entertain	ความสนุกสนาน	joy	0.773
congrats	ยินดีด้วย	joy	0.773
cheers	ไชโย	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	positivity	joy	0.773
lovable	น่ารัก	joy	0.773
cheered	กำลังใจ	joy	0.773
funday	Funday	joy	0.772
enjoying	เพลิดเพลินกับ	joy	0.771
cuddling	การกอด	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	ขบขัน	joy	0.766
lifeisgood	ชีวิตเป็นสิ่งที่ดี	joy	0.766
thebest	ที่สุด	joy	0.766
sosweet	NO TRANSLATION	joy	0.766
smiles	รอยยิ้ม	joy	0.766
delight	สุข	joy	0.765
orgasm	การสำเร็จความใคร่	joy	0.765
party	พรรค	joy	0.765
positive	บวก	joy	0.761
cheerfulness	ความเบิกบานใจ	joy	0.758
miracles	ปาฏิหาริย์	joy	0.758
sweetheart	หวานใจ	joy	0.758
enlighten	สอน	joy	0.758
christmastime	เทศกาลคริสต์มาส	joy	0.757
giddy	น่าเวียนหัว	joy	0.757
romantic	โรแมนติก	joy	0.750
gratify	สะใจ	joy	0.750
friendliness	เป็นมิตร	joy	0.750
laughs	หัวเราะ	joy	0.750
greatness	ความยิ่งใหญ่	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	เป็นที่ชื่นชอบ	joy	0.750
blessings	อาศิรพจน์	joy	0.750
smile	ยิ้ม	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	ความสนุกสนาน	joy	0.748
jubilee	ความปลื้มปิติ	joy	0.742
enthusiasm	ความกระตือรือร้น	joy	0.742
triumph	ชัย	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	ขลัง	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	ปาฏิหาริย์	joy	0.742
rewarding	ที่คุ้มค่า	joy	0.742
feelgood	รู้สึกดี	joy	0.736
prosperity	ความเจริญ	joy	0.735
luxurious	หรูหรา	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	มีชีวิตชีวา	joy	0.734
goodday	NO TRANSLATION	joy	0.734
passionate	หลงใหล	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	ร่ายมนต์	joy	0.734
victory	ชัยชนะ	joy	0.734
admiration	สิ่งที่น่าชมเชย	joy	0.734
tgif	TGIF	joy	0.734
glorification	ชื่อเสียง	joy	0.733
sing	ร้องเพลง	joy	0.729
glowing	ที่เร่าร้อน	joy	0.729
breathtaking	น่าทึ่ง	joy	0.728
fulfillment	การบรรลุเป้าหมาย	joy	0.728
yessss	yessss	joy	0.728
cheery	ชื่นบาน	joy	0.727
thankful	กตัญญู	joy	0.727
hurrah	เย่	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	ซานตา	joy	0.727
award	รางวัล	joy	0.727
atpeace	ที่สงบ	joy	0.727
win	ชนะ	joy	0.727
merry	ร่าเริง	joy	0.727
pleased	ยินดี	joy	0.725
radiance	ความสว่าง	joy	0.725
inspiration	แรงบันดาลใจ	joy	0.725
uplift	ยก	joy	0.723
optimistic	ในแง่ดี	joy	0.723
heaven	สวรรค์	joy	0.721
lucky	โชคดี	joy	0.721
thrill	หวาม	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	วันหยุด	joy	0.721
harmony	ความสามัคคี	joy	0.719
brighten	กระจ่าง	joy	0.719
lover	คนรัก	joy	0.719
heartfelt	จริงใจ	joy	0.719
utopian	ยูโทเปีย	joy	0.719
xmas	คริสต์มาส	joy	0.719
lovely	น่ารัก	joy	0.719
amusement	มหรสพ	joy	0.719
congratulatory	แสดงความยินดี	joy	0.719
praising	การยกย่อง	joy	0.719
thriving	การเจริญรุ่งเรือง	joy	0.719
perfect	สมบูรณ์	joy	0.719
magic	มายากล	joy	0.712
luckiest	ที่โชคดีที่สุด	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	หรูหรา	joy	0.712
bestfeeling	bestfeeling	joy	0.712
treasures	สมบัติ	joy	0.712
achievement	ความสำเร็จ	joy	0.712
yay	เย้	joy	0.712
holiday	วันหยุด	joy	0.712
intimate	ใกล้ชิด	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	ซิกซี้	joy	0.706
rave	คลั่ง	joy	0.706
proud	ภูมิใจ	joy	0.704
truelove	รักแท้	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	ที่น่าอัศจรรย์ใจ	joy	0.703
goodnews	ข่าวดี	joy	0.703
optimism	แง่ดี	joy	0.703
satisfying	ความพึงพอใจ	joy	0.703
gooood	GOOOOD	joy	0.703
sweetest	หอมหวาน	joy	0.703
cherish	หวงแหน	joy	0.703
goodlife	ชีวิตที่ดี	joy	0.703
beautification	การตกแต่ง	joy	0.703
appreciates	ชื่นชม	joy	0.703
winning	การชนะ	joy	0.703
cuddled	cuddled	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	ความบันเทิง	joy	0.700
excite	ตื่นเต้น	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	วันเกิด	joy	0.691
metime	metime	joy	0.688
favorite	ที่ชื่นชอบ	joy	0.688
honored	ที่เคารพ	joy	0.688
content	เนื้อหา	joy	0.688
godsend	มาจากสวรรค์	joy	0.688
entertaining	ความบันเทิง	joy	0.688
angelic	ดีงาม	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	ความรัก	joy	0.688
exquisite	ประณีต	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	ล้ำค่า	joy	0.682
majestic	คู่บารมี	joy	0.682
appreciated	ชื่นชม	joy	0.682
luscious	หวานฉ่ำ	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	ยิ้ม	joy	0.682
bestfriends	เพื่อนที่ดีที่สุด	joy	0.682
exaltation	ความปลื้มปีติ	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	สดใส	joy	0.682
tranquility	ความเงียบสงบ	joy	0.679
marry	แต่งงาน	joy	0.676
embrace	โอบกอด	joy	0.676
positively	ในทางบวก	joy	0.676
dearest	หัวแก้วหัวแหวน	joy	0.672
relaxation	การผ่อนคลาย	joy	0.672
accomplished	คล่องแคล่ว	joy	0.672
hug	กอด	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	วันเกิด	joy	0.672
grin	การยิ้มกว้าง	joy	0.672
enliven	ทำให้มีชีวิตชีวา	joy	0.672
contentment	ความพึงพอใจ	joy	0.672
hilarious	เฮฮา	joy	0.672
giggles	หัวเราะคิกคัก	joy	0.672
bountiful	มากมาย	joy	0.667
victor	ผู้มีชัย	joy	0.667
adore	รัก	joy	0.667
boisterous	อึกทึก	joy	0.667
fulfilled	สม	joy	0.667
fulfill	เติมเต็ม	joy	0.664
cuddles	กอด	joy	0.662
prosperous	รุ่งเรือง	joy	0.660
romanticism	แนวโรแมนติก	joy	0.656
humor	อารมณ์ขัน	joy	0.656
glow	เรืองแสง	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	น่ารื่นรมย์	joy	0.656
appreciation	ชื่นชม	joy	0.656
encouraged	การสนับสนุน	joy	0.656
satisfy	พอใจ	joy	0.656
serenity	ความสงบเงียบ	joy	0.656
captivate	จับใจ	joy	0.656
besties	เพื่อนซี้	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	ความพอใจ	joy	0.652
treasure	สมบัติ	joy	0.652
engaged	หมั้น	joy	0.652
praises	สรรเสริญ	joy	0.652
abundance	ความอุดมสมบูรณ์	joy	0.652
fortunes	โชคชะตา	joy	0.652
relaxing	ผ่อนคลาย	joy	0.652
praised	ยกย่อง	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	ส่วนประกอบ	joy	0.647
affection	ความรัก	joy	0.647
relieved	โล่งใจ	joy	0.647
carnival	งานรื่นเริง	joy	0.643
divine	ศักดิ์สิทธิ์	joy	0.641
saintly	ศักดิ์สิทธิ์	joy	0.641
harmoniously	แนบเนียน	joy	0.641
achieve	บรรลุ	joy	0.641
thanksgiving	ขอบคุณพระเจ้า	joy	0.641
jackpot	เงินรางวัล	joy	0.641
priceless	ไม่มีค่า	joy	0.641
sensuality	ราคะ	joy	0.641
champion	แชมป์	joy	0.641
wedding	งานแต่งงาน	joy	0.641
uplifting	สูง	joy	0.641
climax	จุดสำคัญ	joy	0.636
yayy	yayy	joy	0.636
peaceful	เงียบสงบ	joy	0.636
twinkle	กระพริบตา	joy	0.636
reverie	ภวังค์	joy	0.636
exalt	ยกย่อง	joy	0.636
winner	ผู้ชนะ	joy	0.636
felicity	ความสุข	joy	0.636
cuddle	กอด	joy	0.636
comforting	ปลอบโยน	joy	0.636
honeymoon	ดื่มน้ำผึ้งพระจันทร์	joy	0.636
xoxo	จุ๊บ ๆ	joy	0.634
amusing	น่าขบขัน	joy	0.625
reward	รางวัล	joy	0.625
fondness	ความชื่นชอบ	joy	0.625
hearts	หัวใจ	joy	0.625
brighter	สว่าง	joy	0.625
sweet	หวาน	joy	0.625
stargazing	ดูดาว	joy	0.625
festival	งานเทศกาล	joy	0.625
snuggling	snuggling	joy	0.625
generosity	ความเอื้ออาทร	joy	0.625
gorgeous	งดงาม	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	เพศ	joy	0.622
parade	ขบวนแห่	joy	0.621
applause	การปรบมือ	joy	0.621
genial	ใจดี	joy	0.621
beauty	ความงาม	joy	0.621
kind	ชนิด	joy	0.621
newlife	ชีวิตใหม่	joy	0.618
aspiring	ที่ต้องการ	joy	0.618
fulfilling	การตอบสนอง	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	บริสุทธิ์	joy	0.613
kiss	จูบ	joy	0.610
winnings	เงินที่ได้มา	joy	0.609
praiseworthy	น่าสรรเสริญ	joy	0.609
rainbows	รุ้ง	joy	0.609
generous	ใจกว้าง	joy	0.609
enlightenment	การตรัสรู้	joy	0.609
playful	ขี้เล่น	joy	0.609
christmas	คริสต์มาส	joy	0.609
super	ซุปเปอร์	joy	0.609
elegance	ความงดงาม	joy	0.609
rekindle	จุดอีกครั้ง	joy	0.609
awards	รางวัลที่ได้รับ	joy	0.609
adorable	น่ารัก	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	ความเป็นอิสระ	joy	0.607
successful	ที่ประสบความสำเร็จ	joy	0.606
onelove	รักเดียว	joy	0.606
kindness	ความเมตตา	joy	0.606
freely	อิสระ	joy	0.606
surprises	ที่น่าประหลาดใจ	joy	0.606
inspired	ได้แรงบันดาลใจ	joy	0.606
hilarity	ความฮือฮา	joy	0.606
wonder	น่าแปลกใจ	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	การบันเทิง	joy	0.603
whimsical	แปลก	joy	0.603
passion	ความชอบ	joy	0.603
beautify	ตกแต่ง	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	พระอาทิตย์ขึ้น	joy	0.600
godisgood	พระเจ้าเป็นสิ่งที่ดี	joy	0.597
whoo	Whoo	joy	0.594
angel	นางฟ้า	joy	0.594
thankgod	ขอบคุณพระเจ้า	joy	0.594
accomplishment	ความสำเร็จ	joy	0.594
flirt	เจ้าชู้	joy	0.594
goodmusic	เพลงดี	joy	0.594
snuggled	ซุก	joy	0.594
revere	นบนอบ	joy	0.594
inspire	บันดาลใจ	joy	0.594
fanfare	การประโคม	joy	0.594
peacefully	อย่างสงบสุข	joy	0.594
jesus	พระเยซู	joy	0.594
goodies	สารพัด	joy	0.594
heroic	กล้าหาญ	joy	0.591
fortune	โชคลาภ	joy	0.591
friendship	มิตรภาพ	joy	0.591
singing	การร้องเพลง	joy	0.591
exalted	ที่ยกย่อง	joy	0.591
summer	ฤดูร้อน	joy	0.591
highest	สูงสุด	joy	0.591
overflowing	ที่ล้น	joy	0.588
contented	เป็นที่พึงพอใจ	joy	0.588
woot	woot	joy	0.588
rollicking	โซเซและครื้นเครง	joy	0.588
hope	หวัง	joy	0.586
accolade	การได้รับเกียรติ	joy	0.586
cozy	บรรยากาศสบาย ๆ	joy	0.583
delicious	อร่อย	joy	0.579
friendly	เป็นมิตร	joy	0.578
sensuous	เกี่ยวกับความรู้สึก	joy	0.578
darling	ที่รัก	joy	0.578
picturesque	งดงาม	joy	0.578
raving	เพ้อ	joy	0.578
praise	สรรเสริญ	joy	0.578
everlasting	อมตะ	joy	0.578
ambition	ความทะเยอทะยาน	joy	0.578
thelife	ชีวิต	joy	0.578
