word	Mongolian-mn	emotion	emotion-intensity-score
holiness	ариун байдал	joy	0.531
vitality	эрч хүч	joy	0.531
liberation	ангижрал	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	тайвширч байна	joy	0.531
soar	өслөө	joy	0.531
firstborn	Эхэнд төрсөн	joy	0.531
elegant	дэгжин	joy	0.530
mastery	анзаарах	joy	0.530
illumination	гэрэлтүүлэг	joy	0.530
welcomed	Баярлалаа	joy	0.530
warmth	дулаан	joy	0.530
blossom	цэцэглэнэ	joy	0.530
glimmer	glimmer	joy	0.530
faithful	итгэлтэй байна	joy	0.529
treat	эмчлэх	joy	0.529
snuggles	snuggles	joy	0.522
laurels	золгүй явдал	joy	0.521
commendable	сайтай	joy	0.519
powerful	хүчтэй	joy	0.516
silly	тэнэг юм	joy	0.516
zest	Сэлэнгэ	joy	0.516
presents	танилцуулга	joy	0.516
succeed	амжилттай болсон	joy	0.516
jingle	Жинглин	joy	0.516
remarkable	гайхалтай	joy	0.516
greeted	мэндчилсэн	joy	0.516
brotherly	ах дүү	joy	0.516
pride	бахархал	joy	0.516
strengthening	бэхжүүлэх	joy	0.516
aspire	эрмэлзэлтэй	joy	0.516
abundant	элбэг	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	гайхамшигтай	joy	0.516
almighty	Бүхнийг Чадагч	joy	0.516
fancy	сонирхолтой	joy	0.516
zen	zen	joy	0.515
coronation	корлонжилт	joy	0.515
kudos	кудос	joy	0.515
vivid	тод харагдаж байна	joy	0.515
leisure	чөлөөт цаг	joy	0.515
complete	дууссан	joy	0.515
cutie	cutie	joy	0.515
newme	шинэme	joy	0.515
familytime	гэр бүлийн цаг	joy	0.515
animated	хөдөлгөөнтэй	joy	0.515
spirit	сүнс	joy	0.515
thanking	баярлалаа	joy	0.515
kid	хүүхэд	joy	0.515
shining	гэрэлтэж байна	joy	0.515
payday	цалин	joy	0.515
princely	ноёд	joy	0.515
reunited	дахин нэгдэнэ	joy	0.515
therapeutic	эмчилгээ	joy	0.515
comfort	тав тухтай байдал	joy	0.515
godly	бурханлаг	joy	0.514
marriage	гэрлэлт	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	харилцаа холбоо	joy	0.514
spouse	эхнэр / нөхөр	joy	0.507
intimately	дотно	joy	0.507
accomplish	гүйцэлдүүлэх	joy	0.500
excel	Excel	joy	0.500
inviting	урьж байна	joy	0.500
meritorious	эрхэмлэхүй	joy	0.500
diamond	алмаз	joy	0.500
nature	байгаль	joy	0.500
dignity	нэр төртэй	joy	0.500
family	гэр бүл	joy	0.500
soulful	сэтгэл санааны	joy	0.500
charitable	буяны байгууллага	joy	0.500
encourage	урамшуулаарай	joy	0.500
friends	найз нөхөд	joy	0.500
satisfied	сэтгэл хангалуун	joy	0.500
welcoming	мэндчилж байна	joy	0.500
healthy	эрүүл	joy	0.500
surreal	surreal	joy	0.500
refreshed	сэргээгч	joy	0.500
beach	далайн эрэг	joy	0.500
motherhood	эх хүн	joy	0.500
respect	хүндэтгэл	joy	0.500
gem	эрдэнийн	joy	0.500
erotic	эротик	joy	0.500
visionary	алсын хараатай	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	хүрсэн	joy	0.500
christ	Христ	joy	0.500
memorable	Дурсамжтай	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	хүүхэд	joy	0.500
purr	хөмсөг	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	Үнэн	joy	0.500
bloom	цэцэглэж байна	joy	0.500
carefree	тайван байна	joy	0.500
aura	aura	joy	0.493
health	эрүүл мэнд	joy	0.493
liberty	эрх чөлөө	joy	0.486
approved	батлагдсан	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	oasis	joy	0.486
rapture	өргөгдөл	joy	0.485
engaging	татан оролцуулах	joy	0.485
crowning	хамгийн агуу	joy	0.485
aspiration	хүсэл тэмүүлэл	joy	0.485
prestige	нэр хүнд	joy	0.485
crescendo	crescendo	joy	0.485
gentle	зөөлөн	joy	0.485
liberate	ангижралд хүргэх	joy	0.485
betrothed	Нөхөрлөл	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	өгөөш	joy	0.485
privileged	давуу эрхтэй	joy	0.485
loyal	үнэнч байх	joy	0.485
inseparable	салшгүй	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	heyday	joy	0.484
trophy	цом	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	аз	joy	0.484
creativity	бүтээлч байдал	joy	0.484
destiny	хувь тавилан	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	даван туулах нь	joy	0.484
bouquet	Bouquet	joy	0.484
chocolate	шоколад	joy	0.484
aloha	aloha	joy	0.484
yummy	амттай	joy	0.484
dream	мөрөөдөл	joy	0.484
desire	хүсэл	joy	0.484
boyfriend	найз залуу	joy	0.480
commemoration	дурсамж	joy	0.479
intelligence	оюун ухаан	joy	0.477
readiness	бэлэн байдал	joy	0.473
friend	найз	joy	0.471
enthusiast	enthusiast	joy	0.471
bride	сүйт бүсгүй	joy	0.471
lush	Ухаан	joy	0.470
calming	тайвширч байна	joy	0.470
inheritance	өв залгамжлал	joy	0.470
kiddo	kiddo	joy	0.470
massage	массаж	joy	0.470
tickle	Гель байна	joy	0.470
adventure	адал явдал	joy	0.470
nostalgia	nostalgia	joy	0.470
soothe	тайвшруулах	joy	0.470
goals	зорилго	joy	0.469
luster	гялтгануур	joy	0.469
giving	өгөх	joy	0.469
princess	гүнж	joy	0.469
heartily	чин сэтгэлээсээ	joy	0.469
benevolence	нинжин сэтгэл	joy	0.469
nurture	асрах	joy	0.469
bridegroom	сүйт бүсгүй	joy	0.469
eternal	мөнхийн	joy	0.469
pray	залбир	joy	0.469
getaway	холдоx	joy	0.469
humanitarian	хүмүүнлэг	joy	0.469
bonding	бонд	joy	0.469
rest	амрах	joy	0.469
amicable	сайхан сэтгэл	joy	0.469
purring	Хөөрхий	joy	0.469
pretty	хөөрхөн	joy	0.469
child	хүүхэд	joy	0.466
salutary	мэндчилгээ	joy	0.465
invite	урих	joy	0.457
reminiscing	санаж байна	joy	0.456
beam	мод	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	халуун орны	joy	0.455
aesthetics	гоо сайхан	joy	0.455
friday	Өчигдөр	joy	0.455
elevation	өндөрлөг	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	ёслол	joy	0.455
mindfulness	сэтгэл санааны байдал	joy	0.455
hee	Хөөе	joy	0.455
kindred	төрөл төрөгсөд	joy	0.455
scholarship	тэтгэлэг	joy	0.455
befriend	найзтай болно	joy	0.455
commemorate	өдрийг тэмдэглэ	joy	0.453
allure	сэтгэл татам	joy	0.453
faith	итгэл	joy	0.453
forgiveness	уучлал	joy	0.453
scenery	үзэсгэлэн	joy	0.453
vindication	батлах	joy	0.453
waterfall	хүрхрээ	joy	0.453
birth	төрөлт	joy	0.453
noworries	санаа зоволтгүй	joy	0.453
approve	зөвшөөрөх	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	аялал	joy	0.447
meditation	бясалгал	joy	0.446
relaxed	тайван байна	joy	0.442
tranquil	тайван байна	joy	0.441
weekend	амралтын өдөр	joy	0.441
present	Одоо байна	joy	0.441
tender	тендер	joy	0.441
nostalgic	дурсамжтай	joy	0.439
prayer	залбирал	joy	0.439
sharing	хуваалцах	joy	0.439
esteem	үнэлэмж	joy	0.439
lyrical	lyrical	joy	0.439
righteousness	зөв шударга байдал	joy	0.439
share	Хуваалцах	joy	0.438
husband	нөхөр	joy	0.438
life	амьдрал	joy	0.438
sonnet	sonnet	joy	0.438
relief	тусламж	joy	0.438
unbeaten	ялагдалгүй	joy	0.438
newday	шинэ өдөр	joy	0.438
meditate	бясалгал	joy	0.438
mighty	хүчирхэг	joy	0.438
eager	сонирхолтой	joy	0.438
strength	хүч чадал	joy	0.438
warm	дулаахан	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	найз нөхөд	joy	0.427
oneness	нэгдмэл байдал	joy	0.426
unsurpassed	хүрээгүй	joy	0.424
ejaculation	Ejaculation	joy	0.424
unconstrained	саадгүй байна	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	медаль	joy	0.424
amen	amen	joy	0.424
candlelight	лаа	joy	0.424
reverence	хүндэтгэл	joy	0.424
healthful	эрүүл мэнд	joy	0.424
carols	carols	joy	0.424
sledding	зугаалж байна	joy	0.422
wealth	баялаг	joy	0.422
graduation	төгсөлт	joy	0.422
frisky	frisky	joy	0.422
energy	эрчим хүч	joy	0.422
calmness	тайван байдал	joy	0.422
beginnings	эхлэл	joy	0.422
safe	аюулгүй байдал	joy	0.422
musical	Хөгжим	joy	0.422
symphony	симфони	joy	0.422
lml	lml	joy	0.422
glitter	догдлом	joy	0.422
ease	амарлингуй	joy	0.422
helpful	ашиг тустай	joy	0.422
soundness	эрүүл мэнд	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	амлалт	joy	0.415
reunite	дахин нийлүүлэх	joy	0.414
salvation	аврал	joy	0.412
mother	ээж	joy	0.412
poems	шүлэг	joy	0.412
inauguration	нээлтийн ёслол	joy	0.409
immaculate	цэвэрхэн	joy	0.409
lighten	гэрэлтүүлэх	joy	0.409
aromatherapy	үнэртүүлэгч	joy	0.409
travel	аялал	joy	0.409
lavender	лаванда	joy	0.409
purify	цэвэршүүлэх	joy	0.409
clown	алиалагч	joy	0.409
star	од	joy	0.406
cash	бэлэн мөнгө	joy	0.406
heal	эдгээх	joy	0.406
completing	дуусгах	joy	0.406
companion	хамтрагч	joy	0.406
live	амьд байна	joy	0.406
flowers	цэцэг	joy	0.406
wishing	хүсэх	joy	0.406
charity	буяны байгууллага	joy	0.406
opportune	тохиромжтой цаг	joy	0.406
income	орлого	joy	0.403
soul	сүнс	joy	0.401
munchies	munchies	joy	0.400
indescribable	тайлбаргүй байна	joy	0.397
progress	ахиц дэвшил	joy	0.397
emancipation	эрх чөлөө	joy	0.397
christian	christian	joy	0.397
hammock	гамак	joy	0.394
together	хамтдаа	joy	0.394
equality	тэгш байдал	joy	0.394
fullness	бүрэн бүтэн байдал	joy	0.394
picnic	пикник	joy	0.394
calm	тайван байна	joy	0.394
childhood	Бага нас	joy	0.394
rhythmical	хэмнэл	joy	0.394
movies	кино	joy	0.393
zealous	зоригтой	joy	0.393
littlethings	жижиг зүйлс	joy	0.391
humanity	хүн төрөлхтөн	joy	0.391
starry	одод	joy	0.391
playground	тоглоомын талбай	joy	0.391
adventures	адал явдал	joy	0.391
meaningful	утга учиртай	joy	0.391
choir	найрал дуу	joy	0.391
affluence	Ашигт малтмал	joy	0.391
warms	дулаахан	joy	0.391
goofy	хуурмаг	joy	0.391
auspicious	өршөөл ивээлтэй	joy	0.391
gesture	дохио	joy	0.387
vow	амлалт	joy	0.382
shopping	дэлгүүр хэсэх	joy	0.382
witty	сайхан байна	joy	0.382
communion	харилцаа холбоо	joy	0.379
vibes	чичиргээ	joy	0.379
worship	мөргөл	joy	0.379
jump	үсрэх	joy	0.379
reverend	ресторан	joy	0.377
advance	урьдчилгаа	joy	0.375
beaches	далайн эргүүд	joy	0.375
youth	залуучууд	joy	0.375
spirits	сүнснүүд	joy	0.375
simplicity	энгийн	joy	0.375
full	бүрэн гүйцэд	joy	0.375
rising	өсч байна	joy	0.375
hymn	дуулал	joy	0.375
unique	өвөрмөц	joy	0.375
redeemed	гэтэлгэсэн	joy	0.375
scenic	үзэсгэлэнтэй	joy	0.375
mirth	баяр хөөр	joy	0.375
courtship	үерхэх	joy	0.375
experience	туршлага	joy	0.375
reunion	дахин уулзалт	joy	0.375
sonorous	sonorous	joy	0.375
unforgettable	мартагдашгүй	joy	0.375
baptismal	баптисм	joy	0.368
alliance	холбоо	joy	0.368
grant	буцалтгүй тусламж	joy	0.366
conciliation	эвлэрэл	joy	0.364
moonlight	сарны гэрэл	joy	0.364
sanctification	ариутгал	joy	0.364
improves	сайжирна	joy	0.364
improve	сайжруулах	joy	0.364
pure	цэвэр	joy	0.364
authentic	хүчинтэй	joy	0.364
kitten	зулзага	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	бөөрөлзгөнө	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	үнэнч байх	joy	0.359
feeling	мэдрэмж	joy	0.359
devotional	чин бишрэлийн үйлчлэл зүтгэл	joy	0.359
proficiency	ур чадвар	joy	0.359
tinsel	tinsel	joy	0.359
revival	сэргэлт	joy	0.359
sanctify	ариусгана	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	бие даасан	joy	0.359
cocoa	какао	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	далайн гахай	joy	0.348
choral	найрал дуу	joy	0.348
deliverance	чөлөөлөлт	joy	0.348
romp	romp	joy	0.348
roaring	Архирах	joy	0.348
melody	аялгуу	joy	0.348
favor	нааштай	joy	0.348
unification	нэгдмэл байдал	joy	0.348
exceed	илүү байна	joy	0.348
purpose	зорилго	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	одоо ч гэсэн	joy	0.344
voluptuous	дур булаам	joy	0.344
fruits	жимс жимсгэнэ	joy	0.344
thx	thx	joy	0.344
newstart	шинэ эхлэл	joy	0.344
manicure	manicure	joy	0.344
date	огноо	joy	0.344
kiddos	kiddos	joy	0.344
roadtrip	замын аялал	joy	0.344
cookies	жигнэмэг	joy	0.344
hedonism	hedonism	joy	0.344
humble	даруухан байна	joy	0.344
electric	цахилгаан	joy	0.344
pledge	барьцаа	joy	0.344
celebrity	одууд	joy	0.342
rhythm	хэмнэл	joy	0.338
bridesmaid	сүйт бүсгүй	joy	0.338
snowday	snowday	joy	0.333
young	залуу	joy	0.333
coffee	кофе	joy	0.333
edification	сэнхрүүлэл	joy	0.333
obliging	хүлээх	joy	0.333
renovation	Засварын ажил	joy	0.333
familiarity	танил	joy	0.333
garden	цэцэрлэг	joy	0.333
spa	рашаан	joy	0.333
dawn	үүр	joy	0.333
connoisseur	connoisseur	joy	0.333
partner	түнш	joy	0.333
gazing	харж байна	joy	0.333
foodie	хүнс	joy	0.331
synchronize	синхрончлох	joy	0.329
tribulation	гай зовлон	joy	0.328
healing	эдгээх	joy	0.328
saint	гэгээнтэн	joy	0.328
chirping	Чирэх нь	joy	0.328
hobby	хобби	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	carol	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	Дуулал	joy	0.328
pedicure	pedicure	joy	0.328
amnesty	Эмнести Интернэшнл	joy	0.328
respite	амрах	joy	0.324
mellow	сайхан уу	joy	0.318
lazyday	NO TRANSLATION	joy	0.318
recreational	амралт	joy	0.318
restorative	сэргээх	joy	0.318
cousins	үеэл	joy	0.318
classics	сонгодог	joy	0.318
reconciliation	эвлэрэл	joy	0.316
dove	тагтаа	joy	0.312
living	амьдрах	joy	0.312
presto	presto	joy	0.312
crafts	гар урлал	joy	0.312
recovery	сэргээх	joy	0.312
woods	ой мод	joy	0.312
sunset	нар жаргах	joy	0.312
fitness	фитнесс	joy	0.312
playhouse	playhouse	joy	0.312
superman	Супермэн	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	мэргэн ухаан	joy	0.312
deal	гэрээ	joy	0.312
simplify	хялбаршуулсан	joy	0.312
lord	Эзэн	joy	0.312
sterling	Сл	joy	0.312
progression	дэвшил	joy	0.312
relight	тайван байдал	joy	0.312
pony	одой морө	joy	0.312
infant	нялх хүүхэд	joy	0.309
improvement	сайжруулах	joy	0.309
absolution	хувьсагч	joy	0.306
gently	зөөлөн байна	joy	0.303
established	тогтоосон	joy	0.303
honest	шударга	joy	0.303
decorating	гоёл чимэглэл	joy	0.303
endless	төгсгөлгүй	joy	0.303
banquet	үдэшлэг	joy	0.303
providing	хангах	joy	0.300
mine	уурхай	joy	0.297
fraternal	Ах дүү	joy	0.297
notable	мэдэгдэхүйц	joy	0.297
feat	feat	joy	0.297
harvest	хураах	joy	0.297
quaint	Сонссон	joy	0.297
softly	зөөлөн байна	joy	0.297
spiritual	сүнслэг байдал	joy	0.297
morals	ёс суртахуун	joy	0.297
lounging	Баярлалаа	joy	0.297
light	гэрэл	joy	0.297
breeze	сэвшээ салхи	joy	0.297
strolling	явж байна	joy	0.297
spending	зарцуулалт	joy	0.297
meditating	бясалгал хийх	joy	0.297
joker	joker	joy	0.297
yearning	хүсэл тэмүүлэл	joy	0.297
growth	өсөлт	joy	0.297
fervor	сайхан сэтгэлтэй	joy	0.295
quotes	ишлэлүүд	joy	0.294
volunteer	сайн дурын ажилтан	joy	0.294
psalms	дуулал	joy	0.288
hippie	Хиппи	joy	0.288
gain	олз	joy	0.288
taoism	хүнизм	joy	0.288
midwife	эх баригчид	joy	0.288
resources	нөөц	joy	0.288
create	үүсгэх	joy	0.288
receiving	хүлээн авах	joy	0.287
ocean	далай	joy	0.286
snowfall	цас орно	joy	0.286
lsd	lsd	joy	0.286
hiking	явган аялал	joy	0.283
chill	хүйтэн байна	joy	0.281
truce	эвдэх	joy	0.281
infinity	хязгааргүй	joy	0.281
toast	шарсан талх	joy	0.281
destination	очих газар	joy	0.281
buddhist	Буддист	joy	0.281
rested	амрах	joy	0.281
candid	нуух	joy	0.281
evergreen	мөнх ногоон	joy	0.281
unwind	зугаалах	joy	0.281
buzzing	дуугарах	joy	0.281
venerable	эрхэмлэдэг	joy	0.279
balance	тэнцэл	joy	0.275
