word	Haitian Creole-ht	emotion	emotion-intensity-score
paragon	paragon	joy	0.266
ministry	ministè	joy	0.266
sunday	Dimanch	joy	0.266
salute	salye	joy	0.266
fortitude	Fortitid	joy	0.266
whim	kapris	joy	0.266
sun	solèy	joy	0.266
sketching	eskiz	joy	0.266
waves	vag	joy	0.266
buddhism	Boudis	joy	0.266
cathedral	katedral	joy	0.266
yoga	yoga	joy	0.266
artwork	travay atistik	joy	0.265
practiced	pratike	joy	0.264
clean	netwaye	joy	0.260
found	yo te jwenn	joy	0.258
fitting	Fitting	joy	0.258
immerse	plonje	joy	0.258
running	kouri	joy	0.258
clarity	klè	joy	0.258
food	manje	joy	0.258
exercise	fè egzèsis	joy	0.258
autumn	otòn	joy	0.254
ardent	ardent	joy	0.250
fit	anfòm	joy	0.250
mountain	montay	joy	0.250
expedient	pi rapid	joy	0.250
diary	jounal pèsonèl	joy	0.250
candles	bouji	joy	0.250
outdoors	deyò	joy	0.250
chilled	frèt	joy	0.250
clap	bat bravo	joy	0.250
contagious	kontajye	joy	0.250
chirp	sirèt	joy	0.250
morning	maten	joy	0.250
visitor	vizitè	joy	0.250
hardy	difisil	joy	0.250
countryside	peyi	joy	0.250
undying	onè	joy	0.250
football	foutbòl	joy	0.250
advocacy	defann dwa moun	joy	0.250
demonstrative	demonstratif	joy	0.250
cradle	bèso	joy	0.247
trance	vizyon	joy	0.246
breakfast	manje maten	joy	0.242
grow	grandi	joy	0.242
pay	peye	joy	0.242
preservative	konsèvasyon	joy	0.242
intense	entans	joy	0.242
supremacy	Sipremasi	joy	0.242
church	legliz	joy	0.242
procession	pwosesyon	joy	0.242
consecration	konsekrasyon	joy	0.235
lifetime	pou tout lavi	joy	0.234
nursery	pepinyè	joy	0.234
humbled	enb	joy	0.234
vote	vote	joy	0.234
incense	lansan	joy	0.234
lyre	manti	joy	0.234
candle	chandèl	joy	0.234
snowy	lanèj	joy	0.234
doll	poupe	joy	0.234
skiing	ski	joy	0.234
ordination	seremoni	joy	0.234
art	atizay	joy	0.234
salary	salè	joy	0.234
pastry	patisri	joy	0.229
firefly	koukouy	joy	0.227
chilling	refrijerasyon	joy	0.227
remedy	remèd	joy	0.227
rescue	sekou	joy	0.225
camping	kan	joy	0.221
perspective	pèspektiv	joy	0.221
orchard	vèje	joy	0.221
orchestra	òkès	joy	0.221
possess	posede	joy	0.219
castle	chato	joy	0.219
lamb	ti mouton	joy	0.219
gardens	jaden	joy	0.219
breezy	brizi	joy	0.219
mucis	NO TRANSLATION	joy	0.212
bouttime	bout tan	joy	0.212
brisk	vitès	joy	0.212
countrymusic	NO TRANSLATION	joy	0.212
repay	peye	joy	0.212
ribbon	riban	joy	0.212
pho	pho	joy	0.212
reggae	reggae	joy	0.212
raindrops	raindrops	joy	0.212
listneing	NO TRANSLATION	joy	0.212
teach	anseye	joy	0.212
nap	ti kabrit	joy	0.206
stillness	silans	joy	0.203
chant	chant	joy	0.203
hire	anboche	joy	0.203
vernal	vernal	joy	0.203
cove	Cove	joy	0.203
uncontrollable	enkontwolab	joy	0.203
legalized	legalize	joy	0.203
unexpected	inatandi	joy	0.203
lights	limyè	joy	0.203
save	sove	joy	0.200
atone	aton	joy	0.197
trees	pyebwa	joy	0.197
pastor	pastè	joy	0.197
symmetry	simetri	joy	0.197
oneday	NO TRANSLATION	joy	0.197
scripture	ekriti	joy	0.196
mountains	mòn	joy	0.194
pathway	chemen	joy	0.188
walking	mache	joy	0.188
craziness	fou	joy	0.188
soppy	Sopot	joy	0.188
tea	te	joy	0.188
quiet	trankil	joy	0.188
forefathers	zansèt	joy	0.188
liquor	likè	joy	0.188
custom	koutim	joy	0.188
whiteness	blanchi	joy	0.188
sympathetic	senpatik	joy	0.188
patient	pasyan	joy	0.186
dollhouse	kay poupe	joy	0.182
bath	benyen	joy	0.182
score	nòt	joy	0.182
movingon	deplase	joy	0.182
supporter	sipòtè	joy	0.180
accompaniment	akonpayman	joy	0.179
pursuit	pouswit	joy	0.176
outburst	eksplozyon	joy	0.176
frosty	Frosty	joy	0.174
workout	antrennman	joy	0.172
closure	fèmti	joy	0.172
luncheon	luncheon	joy	0.172
service	sèvis	joy	0.172
wintery	sezon fredi	joy	0.172
wages	salè	joy	0.169
civilized	sivilize	joy	0.169
fain	NO TRANSLATION	joy	0.167
december	desanm	joy	0.167
acrobat	Acrobat	joy	0.162
glide	glise	joy	0.162
finally	finalman	joy	0.157
reproductive	repwodiksyon	joy	0.156
elf	èlf	joy	0.156
organization	òganizasyon	joy	0.156
stroll	toune	joy	0.156
peppermint	mant	joy	0.156
break	kraze	joy	0.156
chai	Chai	joy	0.156
obtainable	jwenn	joy	0.156
bathtub	benyen	joy	0.156
advent	avènement	joy	0.152
scifi	scifi	joy	0.152
balm	balm	joy	0.152
measured	mezire	joy	0.152
spaniel	spaniel	joy	0.145
tan	tan	joy	0.141
ditty	ditty	joy	0.141
bubble	jarèt	joy	0.141
simple	senp	joy	0.141
oils	lwil	joy	0.141
beer	byè	joy	0.141
green	vèt	joy	0.137
buss	buss	joy	0.136
books	liv	joy	0.136
makingdisciples	NO TRANSLATION	joy	0.136
chow	chow	joy	0.135
pitter	pitter	joy	0.134
flows	ap koule	joy	0.130
silence	silans	joy	0.127
roadster	Roadster	joy	0.125
solitude	solitid	joy	0.125
bookstore	libreri	joy	0.125
wine	diven	joy	0.125
circumstances	sikonstans	joy	0.125
japan	Japon	joy	0.121
soak	tranpe	joy	0.121
wilderness	dezè	joy	0.121
priesthood	prètriz	joy	0.121
critical	kritik	joy	0.116
neutral	net	joy	0.114
untie	ale	joy	0.109
hunting	lachas	joy	0.109
opera	opera	joy	0.109
weight	pwa	joy	0.109
white	blan	joy	0.109
sand	sab	joy	0.109
wind	van	joy	0.109
labor	travay	joy	0.106
classical	klasik	joy	0.106
affliction	afliksyon	joy	0.103
lake	lak	joy	0.103
organ	ògàn	joy	0.094
dwelling	rete	joy	0.094
tree	pyebwa	joy	0.090
pond	letan	joy	0.089
marrow	mwèl	joy	0.078
latte	latè	joy	0.078
sipping	sipping	joy	0.076
benign	beni	joy	0.074
majority	majorite	joy	0.073
leaf	fèy	joy	0.065
troubles	pwoblèm	joy	0.062
basketball	baskètbòl	joy	0.062
explosions	eksplozyon	joy	0.061
cream	krèm	joy	0.061
shepherd	gadò mouton	joy	0.058
tuesday	madi	joy	0.047
turbulence	tourbiyon	joy	0.045
calf	ti towo bèf	joy	0.040
hardship	difikilte	joy	0.031
sixty	swasant	joy	0.016
unhappiness	malè	joy	0.016
heartbreaking	kè	sadness	0.969
mourning	lapenn	sadness	0.969
tragic	trajik	sadness	0.961
holocaust	holocaust	sadness	0.953
suicidal	swisid	sadness	0.941
misery	mizè	sadness	0.938
massacre	Masak	sadness	0.931
euthanasia	Etanasya	sadness	0.927
depression	depresyon	sadness	0.925
bereavement	tris	sadness	0.922
grieving	chagren	sadness	0.922
fatal	fatal	sadness	0.922
bereaved	pèdi	sadness	0.920
devastation	devastasyon	sadness	0.917
death	lanmò	sadness	0.915
devastated	devaste	sadness	0.912
suicide	swisid	sadness	0.912
catastrophe	katastwòf	sadness	0.911
horrifying	enkyete	sadness	0.907
tragedy	trajedi	sadness	0.906
depressing	dépressions	sadness	0.906
died	mouri	sadness	0.906
anguish	lapenn	sadness	0.902
agony	agoni	sadness	0.900
deadly	ki ka touye moun	sadness	0.898
weeping	kriye	sadness	0.896
stillbirth	mòtèl	sadness	0.891
deceased	mouri	sadness	0.891
murderer	ansasen	sadness	0.877
devastating	devastatè	sadness	0.875
rape	vyòl	sadness	0.875
cancer	kansè	sadness	0.875
dying	mouri	sadness	0.875
sadness	tristès	sadness	0.864
morbidity	morbidite	sadness	0.864
crucifixion	krisifiksyon	sadness	0.859
grief	lapenn	sadness	0.859
depressed	deprime	sadness	0.859
traumatic	twomatik	sadness	0.859
atrocity	atwosite	sadness	0.859
execution	ekzekisyon	sadness	0.859
abandonment	abandon	sadness	0.859
perish	peri	sadness	0.859
cadaver	kadav	sadness	0.853
treachery	treachery	sadness	0.848
betrayed	trayi	sadness	0.848
sad	tris	sadness	0.844
destroyed	detwi	sadness	0.844
miserable	mizerab	sadness	0.844
persecution	pèsekisyon	sadness	0.844
funeral	fineray	sadness	0.844
slaughtering	touye	sadness	0.844
horrific	terib	sadness	0.844
homicide	omisid	sadness	0.844
hopelessness	dezespwa	sadness	0.844
grieve	malè	sadness	0.844
sorrow	lapenn	sadness	0.844
suffering	soufrans	sadness	0.844
murderous	touye moun	sadness	0.844
unhappiness	malè	sadness	0.839
crippled	enfim	sadness	0.836
bloodshed	san koule	sadness	0.836
pained	pèn	sadness	0.833
manslaughter	asasina	sadness	0.833
carnage	carnage	sadness	0.833
unbearable	ensipòtab	sadness	0.830
stillborn	fiyanse	sadness	0.830
slavery	esklavaj	sadness	0.828
torment	touman	sadness	0.828
sickness	maladi	sadness	0.828
enslaved	esklav	sadness	0.828
casualty	aksidan	sadness	0.828
morbid	morbid	sadness	0.828
murder	touye moun	sadness	0.828
mourn	lapenn	sadness	0.828
helplessness	enpuisans	sadness	0.828
annihilation	anilasyon	sadness	0.828
abandoned	abandone	sadness	0.828
horrors	laterè	sadness	0.828
mutilation	mutilasyon	sadness	0.828
annihilated	anile	sadness	0.828
miscarriage	foskouch	sadness	0.824
starvation	grangou	sadness	0.819
killing	touye	sadness	0.812
failure	echèk	sadness	0.812
famine	grangou	sadness	0.812
distraught	detrès	sadness	0.812
childloss	NO TRANSLATION	sadness	0.812
burial	antèman	sadness	0.812
disgrace	wont	sadness	0.812
cruelty	mechanste	sadness	0.812
despair	dezespwa	sadness	0.812
saddens	saddens	sadness	0.812
oppression	opresyon	sadness	0.812
sadly	Malerezman	sadness	0.812
mournful	lapenn	sadness	0.812
terrorism	teworis	sadness	0.812
heartache	chagren	sadness	0.812
bloody	san	sadness	0.806
perishing	peri	sadness	0.804
inhumanity	imènite	sadness	0.804
malignancy	malignans	sadness	0.803
mortification	mortification	sadness	0.802
sarcoma	sarcoma	sadness	0.797
lifeless	Mouri	sadness	0.797
perished	peri	sadness	0.797
dreadful	grangou	sadness	0.797
devastate	devaste	sadness	0.797
dreadfully	dreadfully	sadness	0.797
gallows	jòn	sadness	0.797
lethal	letal	sadness	0.797
desolation	dezolasyon	sadness	0.797
kill	touye	sadness	0.797
slave	esklav	sadness	0.797
mortuary	mòtyè	sadness	0.797
assassination	asasina	sadness	0.797
leukemia	Leukemy	sadness	0.797
brokenheart	NO TRANSLATION	sadness	0.792
banishment	Ban	sadness	0.790
afflict	aflije	sadness	0.789
disheartened	dekouraje	sadness	0.788
bury	antere	sadness	0.781
crying	kriye	sadness	0.781
tumour	timè	sadness	0.781
heartbreak	kè sere	sadness	0.781
desecration	desecration	sadness	0.781
demoralized	demoralize	sadness	0.781
terrorize	teworize	sadness	0.781
die	NO TRANSLATION	sadness	0.773
lynch	lynch	sadness	0.773
sufferer	soufri	sadness	0.770
loneliness	solitid	sadness	0.766
cemetery	simityè	sadness	0.766
destitute	endijan	sadness	0.766
torture	tòti	sadness	0.766
abortion	avòtman	sadness	0.766
diseased	malad	sadness	0.766
condolence	Kondoleyans	sadness	0.766
fatality	fatalite	sadness	0.766
dismemberment	demantelman	sadness	0.766
doomed	fini	sadness	0.766
fearful	pè	sadness	0.766
slayer	touye	sadness	0.766
painfully	soufri	sadness	0.758
moribund	moribund	sadness	0.758
disaster	dezas	sadness	0.758
depress	depresyon	sadness	0.755
condemnation	kondanasyon	sadness	0.754
desperation	dezespwa	sadness	0.750
hemorrhage	emoraji	sadness	0.750
unhappy	kontan	sadness	0.750
pandemic	pandemi	sadness	0.750
corpse	kadav	sadness	0.750
depressive	depresyon	sadness	0.750
deplorable	dekale	sadness	0.750
defeated	bat	sadness	0.750
doomsday	doomsday	sadness	0.750
cry	kriye	sadness	0.750
victimized	viktim	sadness	0.750
obliteration	obliteration	sadness	0.750
damnation	kondanasyon	sadness	0.750
guilt	kilpabilite	sadness	0.750
sickening	danjere	sadness	0.750
terrorist	teworis	sadness	0.750
sorrowful	lapenn	sadness	0.750
incest	ensès	sadness	0.750
painful	fè mal	sadness	0.750
abduction	anlèvman	sadness	0.750
regretful	regretful	sadness	0.750
unfairness	enjistis	sadness	0.745
molestation	molèstasyon	sadness	0.744
exile	ekzil	sadness	0.742
abysmal	malè	sadness	0.742
hellish	infernal	sadness	0.738
exterminate	ekstèminasyon	sadness	0.736
earthquake	tranbleman tè	sadness	0.734
betrayal	trayizon	sadness	0.734
orphan	òfelen	sadness	0.734
slaughter	touye	sadness	0.734
disgraced	wont	sadness	0.734
battered	bat	sadness	0.734
assassin	asasen	sadness	0.734
horrid	sezi	sadness	0.734
miserably	mizerab	sadness	0.734
lonesome	lonesome	sadness	0.734
morgue	mòg	sadness	0.734
disastrous	dezas	sadness	0.734
warfare	lagè	sadness	0.734
destroying	detwi	sadness	0.734
homeless	ki san kay	sadness	0.734
listless	san lis	sadness	0.729
unfortunately	malerezman	sadness	0.727
grave	kavo	sadness	0.727
emptiness	vid	sadness	0.727
alienated	alyenasyon	sadness	0.727
fraught	plen	sadness	0.722
emaciated	mare	sadness	0.719
malicious	move	sadness	0.719
atrophy	atrofi	sadness	0.719
cripple	ale	sadness	0.719
ashamed	wont	sadness	0.719
leprosy	Leprosy	sadness	0.719
violently	vyolans	sadness	0.719
disheartening	dekouraje	sadness	0.719
cried	t'ap rele byen fò	sadness	0.719
woe	malè	sadness	0.719
horror	laterè	sadness	0.719
heartless	kè	sadness	0.719
forsaken	abandone	sadness	0.719
paralysis	paralizi	sadness	0.719
missing	manke	sadness	0.719
danger	danje	sadness	0.719
pain	doulè	sadness	0.719
demise	kraze	sadness	0.717
disgruntled	disgruntled	sadness	0.712
rejected	rejte	sadness	0.712
sickly	malad	sadness	0.712
violence	vyolans	sadness	0.712
torn	chire	sadness	0.710
calamity	malè	sadness	0.709
grim	grimas	sadness	0.708
grievous	grav	sadness	0.704
disfigured	defini	sadness	0.703
punishing	pini	sadness	0.703
extinct	disparèt	sadness	0.703
meltdown	meltdown	sadness	0.703
oppressor	opresè	sadness	0.703
deformed	defòme	sadness	0.703
slaughterhouse	labatwa	sadness	0.703
humiliate	imilye	sadness	0.703
inhuman	imèn	sadness	0.703
decomposition	dekonpozisyon	sadness	0.703
suffocating	étoufan	sadness	0.703
hearse	tande	sadness	0.703
incurable	iremedyabl	sadness	0.703
buried	antere l	sadness	0.703
paralyzed	paralize	sadness	0.703
carcinoma	kansè	sadness	0.703
deformity	defo	sadness	0.703
crushed	kraze	sadness	0.703
isolate	izole	sadness	0.703
tearful	chajeuz	sadness	0.703
abandon	abandone	sadness	0.703
obit	obit	sadness	0.703
strangle	trangle	sadness	0.703
victim	viktim	sadness	0.703
isolation	izolasyon	sadness	0.703
lifesucks	lifesucks	sadness	0.700
hell	lanfè	sadness	0.700
ruinous	kraze	sadness	0.698
widow	vèv	sadness	0.697
banish	bani	sadness	0.697
accursed	madichon	sadness	0.697
ruined	pèdi tou	sadness	0.697
vanished	disparèt	sadness	0.695
displaced	deplase	sadness	0.691
poverty	povrete	sadness	0.690
hospice	hospice	sadness	0.688
insanity	foli	sadness	0.688
depraved	peche	sadness	0.688
shooting	tire	sadness	0.688
stab	koud	sadness	0.688
pathetic	patikilyèman	sadness	0.688
foreveralone	foreveralone	sadness	0.688
dementia	demansi	sadness	0.688
travesty	travesti	sadness	0.688
nohope	NO TRANSLATION	sadness	0.688
infidelity	enfidelite	sadness	0.688
epidemic	epidemi	sadness	0.688
teary	teary	sadness	0.688
widower	vèv	sadness	0.688
terminal	tèminal	sadness	0.688
neglected	neglije	sadness	0.688
illness	maladi	sadness	0.688
regretting	regretting	sadness	0.688
imprisoned	prizon	sadness	0.688
hurtful	fè mal	sadness	0.688
banished	depòte	sadness	0.688
hurt	fè mal	sadness	0.688
deserted	dezè	sadness	0.688
hopeless	san espwa	sadness	0.688
sob	NO TRANSLATION	sadness	0.688
loss	pèt	sadness	0.688
dismissal	lekòl lage	sadness	0.686
alienation	izolman	sadness	0.685
hardship	difikilte	sadness	0.685
choke	toufe	sadness	0.682
kidnap	kidnape	sadness	0.682
bleeding	senyen	sadness	0.673
obituary	nekritri	sadness	0.672
missingyou	NO TRANSLATION	sadness	0.672
disabled	enfim	sadness	0.672
outcast	outcast	sadness	0.672
poison	pwazon	sadness	0.672
abortive	avètisman	sadness	0.672
gory	Gory	sadness	0.672
disparage	disparage	sadness	0.672
wail	plenn	sadness	0.672
malevolent	malfezan	sadness	0.672
imprisonment	prizon	sadness	0.672
wretch	dezòd	sadness	0.672
feelingdown	NO TRANSLATION	sadness	0.672
wretched	terib	sadness	0.672
belittle	bite	sadness	0.672
punished	pini	sadness	0.672
deprivation	privasyon	sadness	0.672
evil	sa ki mal	sadness	0.672
coffin	sèkèy	sadness	0.672
woefully	tèrib	sadness	0.672
decomposed	dekonpoze	sadness	0.672
frightful	pè anpil	sadness	0.672
despairing	dezespwa	sadness	0.672
barren	fè pitit	sadness	0.670
poisoned	anpwazonnen	sadness	0.667
executioner	ekzekisyon	sadness	0.667
disease	maladi	sadness	0.665
oppress	peze	sadness	0.664
disembodied	disembodied	sadness	0.660
tear	dechire	sadness	0.656
shitty	èkstrèmeman	sadness	0.656
lamenting	kriye	sadness	0.656
ruin	ruine	sadness	0.656
weep	kriye	sadness	0.656
lonely	lonely	sadness	0.656
jail	prizon	sadness	0.656
steal	vòlè	sadness	0.656
mangle	mangle	sadness	0.656
hate	rayi	sadness	0.656
ailing	malad	sadness	0.656
dreary	tris	sadness	0.656
bleak	fèb	sadness	0.656
polio	polyo	sadness	0.656
blighted	cheche	sadness	0.656
casket	casket	sadness	0.656
demonic	dyabolik	sadness	0.656
peril	danje	sadness	0.656
carcass	kadav	sadness	0.653
beating	bat	sadness	0.652
regretted	regrèt	sadness	0.652
cowardice	kowonpi	sadness	0.652
disability	andikap	sadness	0.648
affliction	afliksyon	sadness	0.645
poisonous	pwazon	sadness	0.641
emergency	ijans	sadness	0.641
perilous	danjere	sadness	0.641
awful	terib	sadness	0.641
terribly	fò anpil	sadness	0.641
scourge	bat	sadness	0.641
sinful	peche	sadness	0.641
stricken	antre	sadness	0.641
hatred	rayisman	sadness	0.641
powerless	san fòs	sadness	0.641
termination	revokasyon	sadness	0.641
exorcism	ègzorsizasyon	sadness	0.641
woeful	dezagreyab	sadness	0.641
drown	nwaye	sadness	0.641
inequality	inegalite	sadness	0.641
infertility	lakòz	sadness	0.641
incarceration	anprizònman	sadness	0.641
failing	fail	sadness	0.641
worry	enkyete	sadness	0.641
shroud	dra	sadness	0.641
psychosis	sikoz	sadness	0.638
demolish	demoli	sadness	0.636
lament	plenn	sadness	0.636
disappointed	desi	sadness	0.636
dismay	pè	sadness	0.636
burdensome	lou	sadness	0.634
shattered	kraze	sadness	0.630
mausoleum	mozole	sadness	0.630
gloom	tenèb	sadness	0.625
regret	regrè	sadness	0.625
cursed	madichon	sadness	0.625
impotence	enpotans	sadness	0.625
terminate	mete fen nan	sadness	0.625
oppressive	opresif	sadness	0.625
insurmountable	enfranchisabl	sadness	0.625
abuse	abi	sadness	0.625
forlorn	forlorn	sadness	0.625
tyrant	tiran	sadness	0.625
disappointing	enèvan	sadness	0.625
wound	blese	sadness	0.625
demolished	demoli	sadness	0.625
palsy	parsyèl	sadness	0.625
schizophrenia	eskizofreni	sadness	0.625
undesired	endepandan	sadness	0.625
hurting	fè mal	sadness	0.625
lost	pèdi	sadness	0.625
duress	duress	sadness	0.625
bitterly	anmè kou fièl	sadness	0.625
dishonor	dezòd	sadness	0.625
posthumous	posthumes	sadness	0.625
wrecked	kraze	sadness	0.625
deteriorate	deteryore	sadness	0.625
divorce	divòs	sadness	0.623
soulless	initil	sadness	0.623
melancholy	tristès	sadness	0.621
cremation	krèmasyon	sadness	0.621
worried	enkyete	sadness	0.621
plight	konba	sadness	0.621
forsake	abandone	sadness	0.621
bomb	bonm	sadness	0.621
unforgiving	enpitwayabl	sadness	0.612
sepsis	sepsis	sadness	0.611
irreparable	ireparabl	sadness	0.609
sacrifices	sakrifis	sadness	0.609
cruel	mechan	sadness	0.609
dire	NO TRANSLATION	sadness	0.609
dilapidated	Delambre	sadness	0.609
overwhelmed	akable	sadness	0.609
disparaging	disparaging	sadness	0.609
gore	Gore	sadness	0.609
injured	blese	sadness	0.609
shameful	wont	sadness	0.609
fearfully	pè	sadness	0.609
worthless	san valè	sadness	0.609
injure	blese	sadness	0.609
faithless	san lafwa	sadness	0.609
shatter	kraze	sadness	0.609
degrading	degrade	sadness	0.609
ugliness	lestomak	sadness	0.609
subjugation	Soumisyon	sadness	0.609
debacle	debacle	sadness	0.609
shackle	bat	sadness	0.609
disappoint	desevwa	sadness	0.609
derogatory	imilyan	sadness	0.609
languishing	langaj	sadness	0.609
breakup	separe	sadness	0.609
alcoholism	alkòl	sadness	0.609
excluded	eskli	sadness	0.609
sinner	pechè	sadness	0.609
crushing	kraze	sadness	0.609
bankrupt	depourvu	sadness	0.609
guilty	koupab	sadness	0.609
curse	madichon	sadness	0.608
alone	pou kont li	sadness	0.600
robbery	vòlè	sadness	0.600
anthrax	anthrax	sadness	0.600
angst	anmè	sadness	0.598
vendetta	vendetta	sadness	0.594
remorse	remò	sadness	0.594
prison	prizon	sadness	0.594
condolences	Kondoleyans	sadness	0.594
chaos	dezòd	sadness	0.594
demon	move lespri	sadness	0.594
abyss	gwo twou san fon	sadness	0.594
contaminated	kontamine	sadness	0.594
irreconcilable	inplakabl	sadness	0.594
broken	kase	sadness	0.594
offender	delenkan	sadness	0.594
nothingness	anyen	sadness	0.594
distress	detrès	sadness	0.594
ill	malad	sadness	0.594
violation	vyolasyon	sadness	0.594
bawl	bawl	sadness	0.594
shame	wont	sadness	0.594
disappointment	desepsyon	sadness	0.594
captivity	kaptivite	sadness	0.594
deportation	depòtasyon	sadness	0.594
downfall	tonbe	sadness	0.594
longing	anvi wè	sadness	0.594
obliterate	obliterate	sadness	0.594
crypt	kripte	sadness	0.594
martyrdom	martyrdom	sadness	0.594
eviction	degèpisman	sadness	0.594
petloss	NO TRANSLATION	sadness	0.594
deprived	prive	sadness	0.594
losing	pèdi	sadness	0.594
crumbling	Tonben	sadness	0.594
poaching	poche	sadness	0.594
betray	trayi	sadness	0.594
helpless	dekouraje	sadness	0.594
somber	dousman	sadness	0.594
dysentery	disantri	sadness	0.593
melancholic	melancholik	sadness	0.591
blight	cheche	sadness	0.591
rupture	kraze	sadness	0.588
traitor	trayi	sadness	0.588
haggard	haggard	sadness	0.587
lie	manti	sadness	0.585
cholera	kolera	sadness	0.583
damage	domaj	sadness	0.578
bully	entimide	sadness	0.578
harmful	danjere	sadness	0.578
terrible	terib	sadness	0.578
gloomy	lugubr	sadness	0.578
frighten	pè	sadness	0.578
degeneracy	dejeneresans	sadness	0.578
whine	bri	sadness	0.578
sordid	sordid	sadness	0.578
undesirable	endezirab	sadness	0.578
bitterness	anmè	sadness	0.578
humiliation	imilyasyon	sadness	0.578
unwell	souke	sadness	0.578
discrimination	diskriminasyon	sadness	0.578
denied	refize	sadness	0.578
immoral	imoral	sadness	0.578
turmoil	toumant	sadness	0.578
interment	entè	sadness	0.578
damages	domaj	sadness	0.576
devil	move lespri	sadness	0.576
whimper	lou	sadness	0.576
captive	prizonye	sadness	0.576
pessimism	pesimis	sadness	0.576
delirium	delirium	sadness	0.576
deplore	deplore	sadness	0.576
disliked	nèm	sadness	0.576
hateful	rayisab	sadness	0.575
bigoted	Grandi	sadness	0.574
perdition	perdisyon	sadness	0.569
adultery	adiltè	sadness	0.566
corrupting	kòwonpi	sadness	0.565
runaway	sove	sadness	0.562
rheumatism	rimatism	sadness	0.562
tyranny	tirani	sadness	0.562
expire	ekspire	sadness	0.562
punitive	pinitif	sadness	0.562
deceit	twonpe	sadness	0.562
injury	blesi	sadness	0.562
autopsy	otopsi	sadness	0.562
anathema	Anatèm	sadness	0.562
urn	urn	sadness	0.562
flog	baton	sadness	0.562
endocarditis	endokardit	sadness	0.562
