word	Slovak-sk	emotion	emotion-intensity-score
syllabus	osnova	fear	0.147
gent	pán	fear	0.141
caricature	karikatúra	fear	0.141
rationality	rozumnosť	fear	0.141
cove	zátoka	fear	0.141
newcomer	nováčik	fear	0.141
eventuality	možnosť	fear	0.141
imagination	predstavivosť	fear	0.141
validity	platnosť	fear	0.141
waiting	čakania	fear	0.141
delay	oneskorenie	fear	0.141
shy	plachý	fear	0.140
alreadyyyyy	alreadyyyyy	fear	0.140
symptom	symptóm	fear	0.133
excite	rozčúliť	fear	0.132
raccoon	medvedík čistotný	fear	0.127
prevent	predchádzať	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	klaun	fear	0.125
ahhh	ach	fear	0.125
hawk	jastrab	fear	0.125
campaigning	kampane	fear	0.125
soready	soready	fear	0.125
tryout	vyskúšaj	fear	0.125
marry	oženiť	fear	0.125
sprite	škriatok	fear	0.125
swim	plávanie	fear	0.125
gameday	Gameday	fear	0.125
sag	priehyb	fear	0.123
pharmacy	lekáreň	fear	0.123
policeman	policajt	fear	0.121
lace	čipka	fear	0.111
dreamt	zdalo	fear	0.111
holiness	sviatosť	fear	0.109
pray	modliť sa	fear	0.109
weight	závažia	fear	0.109
incase	v prípade	fear	0.109
knot	uzol	fear	0.109
confidence	dôvera	fear	0.109
notoriety	notoričnost	fear	0.109
homework	domáca úloha	fear	0.109
destination	destinácia	fear	0.109
bigday	veľký deň	fear	0.109
slender	štíhly	fear	0.100
undecided	nerozhodný	fear	0.098
sympathetic	súcitný	fear	0.097
god	boh	fear	0.094
grades	stupňa	fear	0.094
loyal	lojálni	fear	0.094
poise	visieť	fear	0.094
treat	zaobchádzať	fear	0.094
confident	istý	fear	0.094
counsellor	poradca	fear	0.094
helmet	helma	fear	0.094
case	púzdro	fear	0.094
locate	lokalizovať	fear	0.094
northeast	severovýchod	fear	0.088
compassion	súcit	fear	0.078
nurture	živiť	fear	0.078
graduation	promócie	fear	0.078
graded	triedené	fear	0.075
mum	mamička	fear	0.070
infant	nemluvňa	fear	0.067
civilians	civilisti	fear	0.062
soulmate	spriaznená duša	fear	0.062
civilian	civilné	fear	0.062
cloudiness	oblačnosť	fear	0.062
gradschool	gradschool	fear	0.062
parade	sprievod	fear	0.062
cash	peňažný	fear	0.062
journey	cesta	fear	0.062
guidelines	pokyny	fear	0.062
youth	mladosti	fear	0.062
opera	opera	fear	0.057
synonymous	synonymické	fear	0.056
praying	modlí	fear	0.047
honest	úprimný	fear	0.047
intelligence	inteligencia	fear	0.038
romance	romance	fear	0.031
lines	čiary	fear	0.031
volunteer	dobrovoľník	fear	0.031
obey	počúvať	fear	0.016
happiest	najšťastnejší	joy	0.986
happiness	šťastie	joy	0.984
bliss	blaho	joy	0.971
celebrating	oslavuje	joy	0.970
jubilant	jasavý	joy	0.969
ecstatic	extatickom	joy	0.954
elation	eufória	joy	0.944
bestdayever	najlepší deň	joy	0.938
beaming	rozžiarený	joy	0.938
loveee	LOVEEE	joy	0.932
celebration	slávnosť	joy	0.929
awesomeness	awesomeness	joy	0.926
joy	potešenie	joy	0.924
happily	šťastne	joy	0.922
excitement	vzrušenie	joy	0.922
euphoria	eufória	joy	0.922
fabulous	báječný	joy	0.922
joyous	radostný	joy	0.922
exuberance	hojnosť	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	Love	joy	0.920
gratitude	vďačnosť	joy	0.914
spectacular	okázalý	joy	0.912
merriment	veselí	joy	0.912
happydance	happydance	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	přešťastný	joy	0.909
triumphant	triumfálny	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	extázy	joy	0.906
cheerful	veselý	joy	0.906
cheer	potešiť	joy	0.897
elated	povznesený	joy	0.894
lovethis	milujem to	joy	0.891
laugh	smiech	joy	0.891
jolly	rozjarený	joy	0.891
pleasures	potešenie	joy	0.891
excitation	podráždenie	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	potešený	joy	0.891
exhilaration	rozjarenosť	joy	0.891
marvelously	úžasne	joy	0.881
loving	milujúca	joy	0.879
joyful	rozradostněný	joy	0.879
outstanding	vynikajúci	joy	0.879
blissful	blažený	joy	0.879
pleasurable	príjemný	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	nadšený	joy	0.875
lovinglife	milovať život	joy	0.875
glee	veselí	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	tak šťastný	joy	0.868
woohoo	woohoo	joy	0.864
laughing	smiech	joy	0.864
superb	nádherný	joy	0.864
wonderful	báječný	joy	0.863
brilliant	brilantný	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	jásající	joy	0.859
hooray	hurá	joy	0.859
glory	sláva	joy	0.859
celebrated	preslávený	joy	0.859
loved	Miloval	joy	0.859
magnificent	veľkolepý	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	aleluja	joy	0.859
exciting	vzrušujúce	joy	0.853
heavenly	nebeský	joy	0.853
thrilled	nadšený	joy	0.851
mademyday	zlepšilo mi to deň	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	oslavovať	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	požehnanie	joy	0.844
wonderfully	báječne	joy	0.844
sweetness	sladkosť	joy	0.833
marvellous	Podivuhodný	joy	0.833
festive	slávnostné	joy	0.833
blessed	požehnaný	joy	0.833
paradise	raj	joy	0.833
celebrations	oslavy	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	usmievavý	joy	0.828
enchanting	očarujúce	joy	0.828
love	milovať	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	domov, sladký domov	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	smiech	joy	0.824
marvelous	Podivuhodný	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	slávnostné	joy	0.818
sensational	senzačný	joy	0.818
delightful	lahodný	joy	0.818
happyheart	happyheart	joy	0.818
rejoicing	veselí	joy	0.818
joys	radosti	joy	0.818
goodness	dobrota	joy	0.818
excited	vzrušený	joy	0.818
excellence	dokonalosť	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	žoviálny	joy	0.814
glorious	skvelý	joy	0.812
lovemaking	milovanie	joy	0.812
rejoice	radovať sa	joy	0.812
victorious	víťazný	joy	0.812
excellent	vynikajúci	joy	0.812
bonanza	veľký zisk	joy	0.812
smiley	usmievavý	joy	0.812
enjoy	Užite si to	joy	0.812
splendid	skvelý	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	dobré časy	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	šťastný deň	joy	0.809
myfavorite	môj obľúbený	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	potešenie	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	yayyy	joy	0.803
gladness	radosť	joy	0.803
giggle	hihňať	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	úspech	joy	0.797
happier	šťastnejší	joy	0.797
dancing	tanec	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	veľkoleposť	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	vďačný	joy	0.789
splendor	nádhera	joy	0.788
amuse	baviť	joy	0.788
fun	zábava	joy	0.788
happy	šťasný	joy	0.788
enchanted	zakliaty	joy	0.781
glorify	velebiť	joy	0.781
glad	rád	joy	0.781
beautiful	krásny	joy	0.781
solucky	NO TRANSLATION	joy	0.781
giggling	chichotání	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	žiarivý	joy	0.781
heavens	nebesá	joy	0.779
perfection	dokonalosť	joy	0.779
christmassy	vianočné	joy	0.779
romance	romance	joy	0.779
thrilling	vzrušujúce	joy	0.776
miraculous	Zázračný	joy	0.773
fiesta	slávnosť	joy	0.773
entertain	baviť	joy	0.773
congrats	Gratulujem	joy	0.773
cheers	na zdravie	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	pozitivity	joy	0.773
lovable	roztomilý	joy	0.773
cheered	jasali	joy	0.773
funday	zábavný deň	joy	0.772
enjoying	teší	joy	0.771
cuddling	maznanie	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	pobavený	joy	0.766
lifeisgood	život je dobrý	joy	0.766
thebest	najlepší	joy	0.766
sosweet	NO TRANSLATION	joy	0.766
smiles	úsmevy	joy	0.766
delight	potešenie	joy	0.765
orgasm	orgazmus	joy	0.765
party	večierok	joy	0.765
positive	pozitívne	joy	0.761
cheerfulness	veselí	joy	0.758
miracles	zázraky	joy	0.758
sweetheart	miláčik	joy	0.758
enlighten	osvietiť	joy	0.758
christmastime	vianočný čas	joy	0.757
giddy	závratný	joy	0.757
romantic	romantický	joy	0.750
gratify	uspokojiť	joy	0.750
friendliness	prívetivosť	joy	0.750
laughs	smiech	joy	0.750
greatness	veľkosť	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	príjemný	joy	0.750
blessings	požehnania	joy	0.750
smile	úsmev	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	rozpustilost	joy	0.748
jubilee	jubileum	joy	0.742
enthusiasm	nadšenie	joy	0.742
triumph	triumf	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	kúzelný	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	zázrak	joy	0.742
rewarding	prospešný	joy	0.742
feelgood	cítiť sa dobre	joy	0.736
prosperity	prosperita	joy	0.735
luxurious	luxusným	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	temperamentný	joy	0.734
goodday	dobrý deň	joy	0.734
passionate	vášnivý	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	očarovať	joy	0.734
victory	víťazstvo	joy	0.734
admiration	obdiv	joy	0.734
tgif	TGIF	joy	0.734
glorification	oslávenia	joy	0.733
sing	spievať	joy	0.729
glowing	žhavý	joy	0.729
breathtaking	dych	joy	0.728
fulfillment	splnenie	joy	0.728
yessss	yessss	joy	0.728
cheery	radostný	joy	0.727
thankful	vďačný	joy	0.727
hurrah	hurá	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	santa	joy	0.727
award	udeliť	joy	0.727
atpeace	v mieri	joy	0.727
win	výhra	joy	0.727
merry	veselý	joy	0.727
pleased	potešený	joy	0.725
radiance	žiara	joy	0.725
inspiration	inšpirácie	joy	0.725
uplift	zdvíhanie	joy	0.723
optimistic	optimistický	joy	0.723
heaven	neba	joy	0.721
lucky	šťastný	joy	0.721
thrill	vzrušenie	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	prázdniny	joy	0.721
harmony	harmónia	joy	0.719
brighten	objasniť	joy	0.719
lover	milovník	joy	0.719
heartfelt	srdečný	joy	0.719
utopian	utopické	joy	0.719
xmas	Vianoce	joy	0.719
lovely	pôvabný	joy	0.719
amusement	zábava	joy	0.719
congratulatory	blahoprajný	joy	0.719
praising	chváliť	joy	0.719
thriving	prosperujúce	joy	0.719
perfect	perfektný	joy	0.719
magic	kúzlo	joy	0.712
luckiest	najšťastnejší	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	luxus	joy	0.712
bestfeeling	bestfeeling	joy	0.712
treasures	poklady	joy	0.712
achievement	úspech	joy	0.712
yay	Jéj	joy	0.712
holiday	dovolenka	joy	0.712
intimate	intímne	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	chichot	joy	0.706
rave	rave	joy	0.706
proud	hrdý	joy	0.704
truelove	pravá láska	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	úžasne	joy	0.703
goodnews	dobré správy	joy	0.703
optimism	optimizmus	joy	0.703
satisfying	uspokojivý	joy	0.703
gooood	gooood	joy	0.703
sweetest	najsladšie	joy	0.703
cherish	opatrovať	joy	0.703
goodlife	dobrý život	joy	0.703
beautification	skrášľovania	joy	0.703
appreciates	oceňuje	joy	0.703
winning	víťazný	joy	0.703
cuddled	objímať	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	pobaviť	joy	0.700
excite	rozčúliť	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	narodeniny	joy	0.691
metime	meti	joy	0.688
favorite	najobľúbenejšie	joy	0.688
honored	poctený	joy	0.688
content	obsah	joy	0.688
godsend	dar z nebies	joy	0.688
entertaining	zábavný	joy	0.688
angelic	anjelský	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	zbožňovanie	joy	0.688
exquisite	znamenitý	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	vzácny	joy	0.682
majestic	majestátne	joy	0.682
appreciated	ocenili	joy	0.682
luscious	lahodný	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	usmial	joy	0.682
bestfriends	najlepší priatelia	joy	0.682
exaltation	povýšenie	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	svetlejšie	joy	0.682
tranquility	pokoj	joy	0.679
marry	oženiť	joy	0.676
embrace	objatie	joy	0.676
positively	jednoznačne	joy	0.676
dearest	najdrahší	joy	0.672
relaxation	relaxácie	joy	0.672
accomplished	dokonalý	joy	0.672
hug	objatie	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	úsmev	joy	0.672
enliven	oživiť	joy	0.672
contentment	spokojnosť	joy	0.672
hilarious	veselý	joy	0.672
giggles	chichotání	joy	0.672
bountiful	štedrý	joy	0.667
victor	víťaz	joy	0.667
adore	uctievať	joy	0.667
boisterous	búrlivý	joy	0.667
fulfilled	splnené	joy	0.667
fulfill	spĺňať	joy	0.664
cuddles	pomaznanie	joy	0.662
prosperous	prosperujúce	joy	0.660
romanticism	romantizmus	joy	0.656
humor	humor	joy	0.656
glow	žiara	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	príjemný	joy	0.656
appreciation	ocenenie	joy	0.656
encouraged	povzbudil	joy	0.656
satisfy	uspokojiť	joy	0.656
serenity	vyrovnanosť	joy	0.656
captivate	upútať	joy	0.656
besties	besties	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	uspokojenie	joy	0.652
treasure	poklad	joy	0.652
engaged	zasnúbený	joy	0.652
praises	chváli	joy	0.652
abundance	hojnosť	joy	0.652
fortunes	bohatstvo	joy	0.652
relaxing	relaxačné	joy	0.652
praised	chválili	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	doplnok	joy	0.647
affection	náklonnosť	joy	0.647
relieved	uľavilo	joy	0.647
carnival	karneval	joy	0.643
divine	boží	joy	0.641
saintly	svätý	joy	0.641
harmoniously	harmonicky	joy	0.641
achieve	dosiahnuť	joy	0.641
thanksgiving	vďakyvzdania	joy	0.641
jackpot	jackpot	joy	0.641
priceless	neoceniteľný	joy	0.641
sensuality	zmyselnosť	joy	0.641
champion	majster	joy	0.641
wedding	svadobné	joy	0.641
uplifting	povznášajúce	joy	0.641
climax	vyvrcholenie	joy	0.636
yayy	yayy	joy	0.636
peaceful	pokojný	joy	0.636
twinkle	Okamih	joy	0.636
reverie	snívanie	joy	0.636
exalt	povýšiť	joy	0.636
winner	víťaz	joy	0.636
felicity	šťastie	joy	0.636
cuddle	hýčkať	joy	0.636
comforting	povzbudivý	joy	0.636
honeymoon	medové týždne	joy	0.636
xoxo	xoxo	joy	0.634
amusing	zábavný	joy	0.625
reward	odmena	joy	0.625
fondness	záľuba	joy	0.625
hearts	srdiečka	joy	0.625
brighter	jasnejšie	joy	0.625
sweet	sladký	joy	0.625
stargazing	hvězdářství	joy	0.625
festival	festival	joy	0.625
snuggling	prítulný	joy	0.625
generosity	štedrosť	joy	0.625
gorgeous	senzačný	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	sex	joy	0.622
parade	sprievod	joy	0.621
applause	potlesk	joy	0.621
genial	žoviálny	joy	0.621
beauty	krása	joy	0.621
kind	druh	joy	0.621
newlife	nový život	joy	0.618
aspiring	ctižiadostivý	joy	0.618
fulfilling	spĺňajúce	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	cnostný	joy	0.613
kiss	bozk	joy	0.610
winnings	výhry	joy	0.609
praiseworthy	chvályhodný	joy	0.609
rainbows	dúhy	joy	0.609
generous	štedrý	joy	0.609
enlightenment	osvietenie	joy	0.609
playful	hravý	joy	0.609
christmas	Vianoce	joy	0.609
super	Super	joy	0.609
elegance	elegancia	joy	0.609
rekindle	oživiť	joy	0.609
awards	ocenenie	joy	0.609
adorable	rozkošný	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	nezávislosť	joy	0.607
successful	úspešný	joy	0.606
onelove	jedna láska	joy	0.606
kindness	láskavosť	joy	0.606
freely	voľne	joy	0.606
surprises	prekvapenie	joy	0.606
inspired	inšpirovaný	joy	0.606
hilarity	veselosť	joy	0.606
wonder	diviť	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	zábava	joy	0.603
whimsical	náladový	joy	0.603
passion	vášeň	joy	0.603
beautify	skrašliť	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	svitanie	joy	0.600
godisgood	Boh je dobrý	joy	0.597
whoo	pokrikovanie	joy	0.594
angel	anjel	joy	0.594
thankgod	vďaka Bohu	joy	0.594
accomplishment	dosiahnutie	joy	0.594
flirt	flirtovať	joy	0.594
goodmusic	dobrá hudba	joy	0.594
snuggled	snuggled	joy	0.594
revere	ctiť	joy	0.594
inspire	inšpirovať	joy	0.594
fanfare	fanfára	joy	0.594
peacefully	pokojne	joy	0.594
jesus	Ježiš	joy	0.594
goodies	dobroty	joy	0.594
heroic	hrdinský	joy	0.591
fortune	šťastie	joy	0.591
friendship	priateľstvo	joy	0.591
singing	spev	joy	0.591
exalted	vysoký	joy	0.591
summer	letné	joy	0.591
highest	najvyššiu	joy	0.591
overflowing	zaplavovaný	joy	0.588
contented	spokojný	joy	0.588
woot	Woot	joy	0.588
rollicking	veselý	joy	0.588
hope	nádej	joy	0.586
accolade	vyznamenanie	joy	0.586
cozy	útulný	joy	0.583
delicious	lahodný	joy	0.579
friendly	priateľský	joy	0.578
sensuous	zmyselný	joy	0.578
darling	miláčik	joy	0.578
picturesque	malebný	joy	0.578
raving	nepríčetný	joy	0.578
praise	chvála	joy	0.578
everlasting	večný	joy	0.578
ambition	ctižiadosť	joy	0.578
thelife	život	joy	0.578
sparkle	trblietanie	joy	0.577
yeahhh	Yeahhh	joy	0.576
luckygirl	šťastné dievča	joy	0.576
flattering	lichotivý	joy	0.576
sensual	zmyselný	joy	0.576
heroism	hrdinstvo	joy	0.576
succeeding	darí	joy	0.576
grace	milosť	joy	0.576
peace	mier	joy	0.576
livelife	ži život	joy	0.574
special	špeciálna	joy	0.574
tantalizing	vzrušujúce	joy	0.572
pumped	čerpanej	joy	0.567
worthwhile	hodnotný	joy	0.562
revels	vyžíva	joy	0.562
prevail	prevládať	joy	0.562
liking	záľuba	joy	0.562
sunny	slnečno	joy	0.562
relax	relaxovať	joy	0.562
surprise	prekvapenie	joy	0.562
hugs	objatie	joy	0.562
admirable	obdivuhodný	joy	0.562
hero	hrdina	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	vtipný	joy	0.562
sweets	cukroví	joy	0.562
prosper	prosperovať	joy	0.562
superstar	superhviezda	joy	0.562
favorable	priaznivý	joy	0.561
bless	požehnať	joy	0.561
tenderness	neha	joy	0.561
freedom	sloboda	joy	0.561
masterpiece	majstrovské dielo	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	sny	joy	0.559
hopeful	nádejný	joy	0.559
home	Domov	joy	0.559
cruising	cestovné	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	vernosť	joy	0.553
closeness	blízkosť	joy	0.552
eagerness	dychtivosť	joy	0.552
comfy	pohodlný	joy	0.551
sunshine	slnečný svit	joy	0.551
confidence	dôvera	joy	0.547
mistletoe	imelo	joy	0.547
elite	elita	joy	0.547
celestial	nebeský	joy	0.547
heart	Srdce	joy	0.547
completion	absolvovaní	joy	0.547
good	dobrý	joy	0.547
daughter	dcéra	joy	0.547
gifts	darčeky	joy	0.547
astonishment	údiv	joy	0.547
bonus	prémia	joy	0.547
goodmorning	dobré ráno	joy	0.547
lifted	zdvihnúť	joy	0.547
zeal	nadšenie	joy	0.547
illuminate	osvetliť	joy	0.547
gift	darček	joy	0.547
vacation	dovolenka	joy	0.547
charmed	okúzliť	joy	0.546
recreation	rekreácia	joy	0.545
encouragement	povzbudenie	joy	0.545
gush	príval	joy	0.545
sublime	vznešený	joy	0.545
dance	tanec	joy	0.545
god	boh	joy	0.545
free	zadarmo	joy	0.544
freshstart	nový začiatok	joy	0.544
savior	záchranca	joy	0.543
sanctuary	svätyne	joy	0.541
grandchildren	vnúčatá	joy	0.540
wellness	wellness	joy	0.537
revel	hýriť	joy	0.534
inspirational	inšpiratívny	joy	0.531
savor	nádych	joy	0.531
matrimony	manželstvo	joy	0.531
money	peniaze	joy	0.531
rainbow	dúha	joy	0.531
confident	istý	joy	0.531
bridal	svadobné	joy	0.531
music	hudba	joy	0.531
fab	fab	joy	0.531
serene	pokojný	joy	0.531
alive	nažive	joy	0.531
holiness	sviatosť	joy	0.531
vitality	vitalita	joy	0.531
liberation	oslobodenie	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	upokojujúce	joy	0.531
soar	vznášať sa	joy	0.531
firstborn	prvorodený	joy	0.531
elegant	elegantný	joy	0.530
mastery	majstrovstvá	joy	0.530
illumination	osvetlenie	joy	0.530
welcomed	uvítala	joy	0.530
warmth	teplo	joy	0.530
blossom	kvet	joy	0.530
glimmer	záblesk	joy	0.530
faithful	verný	joy	0.529
treat	zaobchádzať	joy	0.529
snuggles	snuggles	joy	0.522
laurels	vavríny	joy	0.521
commendable	záslužný	joy	0.519
powerful	mocný	joy	0.516
silly	hlúpy	joy	0.516
zest	říz	joy	0.516
presents	darčeky	joy	0.516
succeed	mať úspech	joy	0.516
jingle	cinkot	joy	0.516
remarkable	pozoruhodný	joy	0.516
greeted	pozdravil	joy	0.516
brotherly	bratský	joy	0.516
pride	pýcha	joy	0.516
strengthening	posilnenie	joy	0.516
aspire	túžiť	joy	0.516
abundant	hojný	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	žiarivý	joy	0.516
almighty	všemocný	joy	0.516
fancy	ozdobný	joy	0.516
zen	zen	joy	0.515
coronation	korunovácie	joy	0.515
kudos	sláva	joy	0.515
vivid	sýty	joy	0.515
leisure	voľný čas	joy	0.515
complete	kompletné	joy	0.515
cutie	cutie	joy	0.515
newme	newm	joy	0.515
familytime	rodinný čas	joy	0.515
animated	animovaný	joy	0.515
spirit	duch	joy	0.515
thanking	poďakovanie	joy	0.515
