word	Slovenian-sl	emotion	emotion-intensity-score
quail	prepelica	fear	0.203
hurry	Pohitite	fear	0.203
uphill	navzgor	fear	0.203
mighty	mogočna	fear	0.203
birth	rojstvo	fear	0.203
cross	križ	fear	0.203
help	pomoč	fear	0.203
overcome	premagati	fear	0.203
recesses	poglobitve	fear	0.203
acceptances	sprejema	fear	0.203
fearless	neustrašen	fear	0.200
ware	pohištvo	fear	0.198
change	sprememba	fear	0.198
withstand	zdrži	fear	0.197
asap	takoj, ko bo mogoče	fear	0.191
owing	zaradi	fear	0.188
gnome	gnome	fear	0.188
cautiously	previdno	fear	0.188
tract	trakt	fear	0.188
deadlines	roke	fear	0.188
heighten	povečati	fear	0.188
attorney	odvetnik	fear	0.188
bug	bug	fear	0.188
knots	vozli	fear	0.188
fragile	krhka	fear	0.188
rule	pravilo	fear	0.188
advance	napreduje	fear	0.188
intrigue	intrigue	fear	0.188
overcoming	premagovanje	fear	0.188
stillness	mirnost	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	pazi	fear	0.188
unorganised	neorganizirano	fear	0.188
elf	elf	fear	0.185
stillwaiting	NO TRANSLATION	fear	0.184
lonely	osamljen	fear	0.183
slippery	spolzka	fear	0.181
interview	intervju	fear	0.180
everyman	vsak moški	fear	0.178
speculation	špekulacije	fear	0.176
needtoknow	morati vedeti	fear	0.173
assessment	ocenjevanje	fear	0.172
competition	tekmovanje	fear	0.172
settlor	urednik	fear	0.172
rod	palica	fear	0.172
checkpoint	kontrolna točka	fear	0.172
regulatory	regulatorni	fear	0.172
worship	čaščenje	fear	0.172
shell	lupina	fear	0.172
readytogo	pripravljen da grem	fear	0.172
uncertain	negotovo	fear	0.172
unsure	nenavaden	fear	0.172
birch	breza	fear	0.172
surprise	presenečenje	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	plavuti	fear	0.172
composure	spoštovanje	fear	0.172
interviewer	anketar	fear	0.172
less	manj	fear	0.167
coy	coy	fear	0.162
iris	iris	fear	0.160
audition	avdicija	fear	0.156
sly	sli	fear	0.156
legalized	legalizirano	fear	0.156
intimately	intimno	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	odštevanje	fear	0.156
hearing	sluh	fear	0.156
bases	baze	fear	0.156
medication	zdravila	fear	0.156
ceasefire	prekinitev ognja	fear	0.156
retirement	upokojitev	fear	0.156
courageous	pogumen	fear	0.154
overthinker	prekomerno	fear	0.153
backtrack	vrnitev	fear	0.151
dawned	zopet	fear	0.150
censor	cenzor	fear	0.149
bailiff	sodni izvršitelj	fear	0.147
syllabus	Učni načrt	fear	0.147
gent	gent	fear	0.141
caricature	karikatura	fear	0.141
rationality	racionalnost	fear	0.141
cove	zaliv	fear	0.141
newcomer	novinec	fear	0.141
eventuality	možnost	fear	0.141
imagination	domišljijo	fear	0.141
validity	veljavnost	fear	0.141
waiting	čakanje	fear	0.141
delay	zamuda	fear	0.141
shy	sramežljiv	fear	0.140
alreadyyyyy	že že	fear	0.140
symptom	simptom	fear	0.133
excite	vznemirjaj	fear	0.132
raccoon	Rakun	fear	0.127
prevent	preprečiti	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	klovn	fear	0.125
ahhh	ahhh	fear	0.125
hawk	Sokol	fear	0.125
campaigning	kampanje	fear	0.125
soready	soredy	fear	0.125
tryout	poskusi	fear	0.125
marry	poroči se	fear	0.125
sprite	sprite	fear	0.125
swim	plavati	fear	0.125
gameday	gameday	fear	0.125
sag	sag	fear	0.123
pharmacy	lekarna	fear	0.123
policeman	policist	fear	0.121
lace	čipke	fear	0.111
dreamt	sanjal	fear	0.111
holiness	svetost	fear	0.109
pray	molite	fear	0.109
weight	utež	fear	0.109
incase	v primeru	fear	0.109
knot	vozel	fear	0.109
confidence	zaupanje	fear	0.109
notoriety	ozloglašenost	fear	0.109
homework	Domača naloga	fear	0.109
destination	destinacijo	fear	0.109
bigday	velik dan	fear	0.109
slender	vitko	fear	0.100
undecided	neodločen	fear	0.098
sympathetic	simpatično	fear	0.097
god	Bog	fear	0.094
grades	ocene	fear	0.094
loyal	zvest	fear	0.094
poise	poise	fear	0.094
treat	zdravljenje	fear	0.094
confident	samozavesten	fear	0.094
counsellor	svetovalec	fear	0.094
helmet	čelada	fear	0.094
case	primera	fear	0.094
locate	poiščite	fear	0.094
northeast	severovzhod	fear	0.088
compassion	sočutje	fear	0.078
nurture	negovati	fear	0.078
graduation	diplomi	fear	0.078
graded	ocenjen	fear	0.075
mum	mama	fear	0.070
infant	dojenček	fear	0.067
civilians	civilisti	fear	0.062
soulmate	soulmate	fear	0.062
civilian	civilno	fear	0.062
cloudiness	oblačnost	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	parada	fear	0.062
cash	denar	fear	0.062
journey	potovanje	fear	0.062
guidelines	smernice	fear	0.062
youth	mladina	fear	0.062
opera	opera	fear	0.057
synonymous	sinonim	fear	0.056
praying	molitev	fear	0.047
honest	pošten	fear	0.047
intelligence	inteligenca	fear	0.038
romance	romance	fear	0.031
lines	linije	fear	0.031
volunteer	prostovoljec	fear	0.031
obey	ubogati	fear	0.016
happiest	Najsrečnejši	joy	0.986
happiness	sreča	joy	0.984
bliss	blaženost	joy	0.971
celebrating	praznovanje	joy	0.970
jubilant	veselo	joy	0.969
ecstatic	ekstatično	joy	0.954
elation	Pozdravljeni	joy	0.944
bestdayever	Najboljši dan	joy	0.938
beaming	žarek	joy	0.938
loveee	Ljubica	joy	0.932
celebration	praznovanje	joy	0.929
awesomeness	izjemno	joy	0.926
joy	veselje	joy	0.924
happily	srečno	joy	0.922
excitement	vznemirjenje	joy	0.922
euphoria	evforija	joy	0.922
fabulous	čudovito	joy	0.922
joyous	veselo	joy	0.922
exuberance	izobilje	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	Ljubezen	joy	0.920
gratitude	hvaležnost	joy	0.914
spectacular	spektakularen	joy	0.912
merriment	Veselost	joy	0.912
happydance	sreča	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	presenečen	joy	0.909
triumphant	zmagoslaven	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	ekstazi	joy	0.906
cheerful	vesel	joy	0.906
cheer	navijati	joy	0.897
elated	vznemirjen	joy	0.894
lovethis	ljubim to	joy	0.891
laugh	smeh	joy	0.891
jolly	veselo	joy	0.891
pleasures	užitke	joy	0.891
excitation	vzburjenje	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	vesel	joy	0.891
exhilaration	razburjenje	joy	0.891
marvelously	čudovito	joy	0.881
loving	ljubezni	joy	0.879
joyful	veselo	joy	0.879
outstanding	izjemno	joy	0.879
blissful	blažen	joy	0.879
pleasurable	prijetno	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	navdušeni	joy	0.875
lovinglife	ljubezni	joy	0.875
glee	veselo	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	tako srečen	joy	0.868
woohoo	woohoo	joy	0.864
laughing	smeh	joy	0.864
superb	odlično	joy	0.864
wonderful	Čudovito	joy	0.863
brilliant	sijajno	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	navijanje	joy	0.859
hooray	hoaray	joy	0.859
glory	slava	joy	0.859
celebrated	slaven	joy	0.859
loved	Ljubil sem	joy	0.859
magnificent	veličasten	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	haleluja	joy	0.859
exciting	vznemirljivo	joy	0.853
heavenly	nebeško	joy	0.853
thrilled	navdušeni	joy	0.851
mademyday	polepšalo mi je dan	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	proslavi	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	blagoslov	joy	0.844
wonderfully	čudovito	joy	0.844
sweetness	sladkost	joy	0.833
marvellous	čudovito	joy	0.833
festive	praznično	joy	0.833
blessed	blagoslovljen	joy	0.833
paradise	raj	joy	0.833
celebrations	praznovanja	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	nasmejan	joy	0.828
enchanting	očarljivo	joy	0.828
love	ljubezen	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	Ljubo doma, kdor ga ima	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	smeh	joy	0.824
marvelous	čudovito	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	slaven	joy	0.818
sensational	senzacionalno	joy	0.818
delightful	čudovito	joy	0.818
happyheart	srečna	joy	0.818
rejoicing	veselje	joy	0.818
joys	radosti	joy	0.818
goodness	dobrota	joy	0.818
excited	navdušen	joy	0.818
excellence	odličnost	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	Jovial	joy	0.814
glorious	veličastno	joy	0.812
lovemaking	ljubezen	joy	0.812
rejoice	veselite se	joy	0.812
victorious	zmagovalec	joy	0.812
excellent	odlično	joy	0.812
bonanza	bonanza	joy	0.812
smiley	smeh	joy	0.812
enjoy	uživajte	joy	0.812
splendid	čudovito	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	dobri časi	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	vesel dan	joy	0.809
myfavorite	moj najljubši	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	užitek	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	veselje	joy	0.803
giggle	giggle	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	uspeh	joy	0.797
happier	srečnejši	joy	0.797
dancing	ples	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	veličastnost	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	hvaležen	joy	0.789
splendor	sijaj	joy	0.788
amuse	zabavaj	joy	0.788
fun	zabavno	joy	0.788
happy	vesel	joy	0.788
enchanted	očaral	joy	0.781
glorify	slavite	joy	0.781
glad	veseli	joy	0.781
beautiful	lepo	joy	0.781
solucky	tako srečen	joy	0.781
giggling	hihitanje	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	sijoče	joy	0.781
heavens	nebesa	joy	0.779
perfection	popolnost	joy	0.779
christmassy	Božiček	joy	0.779
romance	romance	joy	0.779
thrilling	vznemirljivo	joy	0.776
miraculous	čudežno	joy	0.773
fiesta	fiesta	joy	0.773
entertain	zabavati	joy	0.773
congrats	čestitke	joy	0.773
cheers	na zdravje	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	pozitivnost	joy	0.773
lovable	ljubi	joy	0.773
cheered	navdušeni	joy	0.773
funday	zabaven dan	joy	0.772
enjoying	uživa	joy	0.771
cuddling	ljubki	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	zabavno	joy	0.766
lifeisgood	življenje je dobro	joy	0.766
thebest	najboljši	joy	0.766
sosweet	sosweet	joy	0.766
smiles	nasmeh	joy	0.766
delight	veselje	joy	0.765
orgasm	orgazem	joy	0.765
party	zabava	joy	0.765
positive	pozitiven	joy	0.761
cheerfulness	veselo	joy	0.758
miracles	čudeže	joy	0.758
sweetheart	ljubica	joy	0.758
enlighten	razsvetli	joy	0.758
christmastime	božični čas	joy	0.757
giddy	Giddy	joy	0.757
romantic	romantično	joy	0.750
gratify	zadovolji	joy	0.750
friendliness	prijaznost	joy	0.750
laughs	smeh	joy	0.750
greatness	veličino	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	prijeten	joy	0.750
blessings	blagoslovi	joy	0.750
smile	nasmeh	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	vesel	joy	0.748
jubilee	jubilej	joy	0.742
enthusiasm	navdušenje	joy	0.742
triumph	zmaga	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	čarobno	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	čudež	joy	0.742
rewarding	nagrajevanje	joy	0.742
feelgood	počutiti se dobro	joy	0.736
prosperity	blaginja	joy	0.735
luxurious	luksuzno	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	živahno	joy	0.734
goodday	dober dan	joy	0.734
passionate	strasten	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	očarljiv	joy	0.734
victory	zmaga	joy	0.734
admiration	občudovanje	joy	0.734
tgif	tgif	joy	0.734
glorification	glorifikacija	joy	0.733
sing	poje	joy	0.729
glowing	svetleč	joy	0.729
breathtaking	dih jemajoče	joy	0.728
fulfillment	izpolnjevanje	joy	0.728
yessss	yessss	joy	0.728
cheery	veselo	joy	0.727
thankful	hvaležen	joy	0.727
hurrah	hura	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	santa	joy	0.727
award	nagrada	joy	0.727
atpeace	atpeace	joy	0.727
win	zmaga	joy	0.727
merry	vesel	joy	0.727
pleased	zadovoljen	joy	0.725
radiance	sijaj	joy	0.725
inspiration	navdih	joy	0.725
uplift	dviganje	joy	0.723
optimistic	optimističen	joy	0.723
heaven	nebesa	joy	0.721
lucky	srečen	joy	0.721
thrill	vznemirjenje	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	prazniki	joy	0.721
harmony	harmonija	joy	0.719
brighten	razjasni	joy	0.719
lover	ljubimec	joy	0.719
heartfelt	iskreno	joy	0.719
utopian	utopično	joy	0.719
xmas	xmas	joy	0.719
lovely	lepo	joy	0.719
amusement	zabava	joy	0.719
congratulatory	čestitam	joy	0.719
praising	hvaliti	joy	0.719
thriving	uspešno	joy	0.719
perfect	popolno	joy	0.719
magic	magija	joy	0.712
luckiest	Najsrečnejši	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	razkošje	joy	0.712
bestfeeling	Najboljše počutje	joy	0.712
treasures	zaklade	joy	0.712
achievement	dosežek	joy	0.712
yay	Juhu	joy	0.712
holiday	počitnice	joy	0.712
intimate	intimno	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	se smeh	joy	0.706
rave	rave	joy	0.706
proud	ponosen	joy	0.704
truelove	resnična ljubezen	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	neverjetno	joy	0.703
goodnews	dobre novice	joy	0.703
optimism	optimizem	joy	0.703
satisfying	zadovoljstvo	joy	0.703
gooood	Gooood	joy	0.703
sweetest	najsladje	joy	0.703
cherish	ceniti	joy	0.703
goodlife	dobro življenje	joy	0.703
beautification	ulepšanje	joy	0.703
appreciates	ceni	joy	0.703
winning	zmagovalec	joy	0.703
cuddled	zmeden	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	zabavali	joy	0.700
excite	vznemirjaj	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	rojstni dan	joy	0.691
metime	metime	joy	0.688
favorite	najljubši	joy	0.688
honored	počaščen	joy	0.688
content	vsebino	joy	0.688
godsend	bogsend	joy	0.688
entertaining	zabavno	joy	0.688
angelic	angelski	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	oboževanje	joy	0.688
exquisite	izvrstno	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	dragocen	joy	0.682
majestic	veličastno	joy	0.682
appreciated	cenjen	joy	0.682
luscious	slasten	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	nasmehnil	joy	0.682
bestfriends	najboljši prijatelji	joy	0.682
exaltation	exaltation	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	razjasni	joy	0.682
tranquility	miru	joy	0.679
marry	poroči se	joy	0.676
embrace	Objemi	joy	0.676
positively	pozitivno	joy	0.676
dearest	najdražji	joy	0.672
relaxation	sprostitev	joy	0.672
accomplished	doseženo	joy	0.672
hug	objem	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	nasmeh	joy	0.672
enliven	enliven	joy	0.672
contentment	zadovoljstvo	joy	0.672
hilarious	smešno	joy	0.672
giggles	giggles	joy	0.672
bountiful	bogat	joy	0.667
victor	zmagovalec	joy	0.667
adore	obožujem	joy	0.667
boisterous	veselo	joy	0.667
fulfilled	izpolnjeni	joy	0.667
fulfill	izpolniti	joy	0.664
cuddles	cuddles	joy	0.662
prosperous	uspešna	joy	0.660
romanticism	romantika	joy	0.656
humor	humor	joy	0.656
glow	sijaj	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	prijetno	joy	0.656
appreciation	spoštovanje	joy	0.656
encouraged	spodbujali	joy	0.656
satisfy	zadovoljiti	joy	0.656
serenity	spokojnost	joy	0.656
captivate	očarljiv	joy	0.656
besties	najboljše	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	zadovoljstvo	joy	0.652
treasure	zaklad	joy	0.652
engaged	angažiran	joy	0.652
praises	pohvale	joy	0.652
abundance	obilje	joy	0.652
fortunes	sreče	joy	0.652
relaxing	sproščujoče	joy	0.652
praised	pohvalil	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	dopolnilo	joy	0.647
affection	naklonjenost	joy	0.647
relieved	olajšan	joy	0.647
carnival	karneval	joy	0.643
divine	božansko	joy	0.641
saintly	svetnik	joy	0.641
harmoniously	harmonično	joy	0.641
achieve	doseči	joy	0.641
thanksgiving	Zahvaljevanje	joy	0.641
jackpot	jackpot	joy	0.641
priceless	neprecenljiv	joy	0.641
sensuality	čutnost	joy	0.641
champion	prvak	joy	0.641
wedding	poroka	joy	0.641
uplifting	Uplifting	joy	0.641
climax	vrhunec	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	mirno	joy	0.636
twinkle	utripaj	joy	0.636
reverie	sanjarjenje	joy	0.636
exalt	exalt	joy	0.636
winner	zmagovalec	joy	0.636
felicity	sreča	joy	0.636
cuddle	zmešan	joy	0.636
comforting	Udobno	joy	0.636
honeymoon	medeni teden	joy	0.636
xoxo	xoxo	joy	0.634
amusing	zabavno	joy	0.625
reward	nagrada	joy	0.625
fondness	ljubezni	joy	0.625
hearts	srca	joy	0.625
brighter	svetlejša	joy	0.625
sweet	sladko	joy	0.625
stargazing	stargazing	joy	0.625
festival	festival	joy	0.625
snuggling	gnezdenje	joy	0.625
generosity	velikodušnost	joy	0.625
gorgeous	krasen	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	seks	joy	0.622
parade	parada	joy	0.621
applause	aplavz	joy	0.621
genial	genialno	joy	0.621
beauty	lepota	joy	0.621
kind	vrste	joy	0.621
newlife	novo življenje	joy	0.618
aspiring	ambiciozni	joy	0.618
fulfilling	izpolnjevanje	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	dober	joy	0.613
kiss	poljub	joy	0.610
winnings	dobitki	joy	0.609
praiseworthy	hvalevredno	joy	0.609
rainbows	mavrice	joy	0.609
generous	radodaren	joy	0.609
enlightenment	razsvetljenje	joy	0.609
playful	igriv	joy	0.609
christmas	Božič	joy	0.609
super	super	joy	0.609
elegance	eleganco	joy	0.609
rekindle	ponovno vžge	joy	0.609
awards	nagrade	joy	0.609
adorable	čudovito	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	neodvisnost	joy	0.607
successful	uspešno	joy	0.606
onelove	ena ljubezen	joy	0.606
kindness	prijaznost	joy	0.606
freely	prosto	joy	0.606
surprises	presenečenj	joy	0.606
inspired	navdihnjen	joy	0.606
hilarity	lepota	joy	0.606
wonder	čudno	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	zabava	joy	0.603
whimsical	muhast	joy	0.603
passion	strast	joy	0.603
beautify	Uljepšati	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	sončni vzhod	joy	0.600
godisgood	Bog je dober	joy	0.597
whoo	kdo	joy	0.594
angel	angel	joy	0.594
thankgod	Hvala bogu	joy	0.594
accomplishment	dosežek	joy	0.594
flirt	flirt	joy	0.594
goodmusic	dobra glasba	joy	0.594
snuggled	pretiraval	joy	0.594
revere	spoštovati	joy	0.594
inspire	navdihni	joy	0.594
fanfare	fanfare	joy	0.594
peacefully	mirno	joy	0.594
jesus	Jezus	joy	0.594
goodies	dobrote	joy	0.594
heroic	junaški	joy	0.591
fortune	sreča	joy	0.591
friendship	prijateljstvo	joy	0.591
singing	petje	joy	0.591
exalted	vzvišeno	joy	0.591
summer	poletje	joy	0.591
highest	najvišji	joy	0.591
overflowing	preplavljen	joy	0.588
contented	zadovoljni	joy	0.588
woot	woot	joy	0.588
rollicking	valjanje	joy	0.588
hope	upanje	joy	0.586
accolade	priznanje	joy	0.586
cozy	udobno	joy	0.583
delicious	okusno	joy	0.579
friendly	prijazno	joy	0.578
sensuous	čutno	joy	0.578
darling	Draga	joy	0.578
picturesque	slikovito	joy	0.578
raving	gnjev	joy	0.578
praise	pohvale	joy	0.578
everlasting	večno	joy	0.578
ambition	ambicije	joy	0.578
thelife	življenje	joy	0.578
sparkle	bleščati	joy	0.577
yeahhh	Ja	joy	0.576
luckygirl	Srečnica	joy	0.576
flattering	laskavi	joy	0.576
sensual	čutno	joy	0.576
heroism	heroizem	joy	0.576
succeeding	uspe	joy	0.576
grace	milost	joy	0.576
peace	mir	joy	0.576
livelife	živi življenje	joy	0.574
special	poseben	joy	0.574
tantalizing	tantalizing	joy	0.572
pumped	črpalka	joy	0.567
worthwhile	vredno	joy	0.562
revels	razveseljuje	joy	0.562
prevail	prevlada	joy	0.562
liking	Všeč mi je	joy	0.562
sunny	sončno	joy	0.562
relax	Sprostite se	joy	0.562
surprise	presenečenje	joy	0.562
hugs	objemi	joy	0.562
admirable	občudujoče	joy	0.562
hero	junak	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	smešno	joy	0.562
sweets	sladkarije	joy	0.562
prosper	prosper	joy	0.562
superstar	superzvezda	joy	0.562
favorable	ugodno	joy	0.561
bless	blagoslovi	joy	0.561
tenderness	nežnost	joy	0.561
freedom	svobodo	joy	0.561
masterpiece	mojstrovina	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	sanje	joy	0.559
hopeful	upam	joy	0.559
home	doma	joy	0.559
cruising	križarjenje	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	zvestoba	joy	0.553
closeness	bližina	joy	0.552
eagerness	veselje	joy	0.552
comfy	udobno	joy	0.551
sunshine	sonce	joy	0.551
confidence	zaupanje	joy	0.547
mistletoe	Oma	joy	0.547
elite	elita	joy	0.547
celestial	nebesni	joy	0.547
heart	srce	joy	0.547
completion	zaključek	joy	0.547
good	dobro	joy	0.547
daughter	hči	joy	0.547
gifts	darila	joy	0.547
astonishment	presenečenje	joy	0.547
bonus	bonus	joy	0.547
goodmorning	dobro jutro	joy	0.547
lifted	dvignejo	joy	0.547
zeal	zeal	joy	0.547
illuminate	osvetlite	joy	0.547
gift	darilo	joy	0.547
vacation	počitnice	joy	0.547
charmed	očarani	joy	0.546
recreation	rekreacija	joy	0.545
encouragement	spodbujanje	joy	0.545
gush	Odjebi	joy	0.545
sublime	sublimno	joy	0.545
dance	ples	joy	0.545
god	Bog	joy	0.545
free	prost	joy	0.544
freshstart	svež začetek	joy	0.544
savior	rešitelj	joy	0.543
sanctuary	svetišče	joy	0.541
grandchildren	vnuki	joy	0.540
wellness	wellness	joy	0.537
revel	razvajati	joy	0.534
