word	Uzbek-uz	emotion	emotion-intensity-score
humbled	Hushyor bo'ldi	joy	0.234
vote	ovoz berish	joy	0.234
incense	tutatqi	joy	0.234
lyre	lyre	joy	0.234
candle	sham	joy	0.234
snowy	qorli	joy	0.234
doll	chaqaloq	joy	0.234
skiing	kayak	joy	0.234
ordination	tartibga solish	joy	0.234
art	san'at	joy	0.234
salary	ish haqi	joy	0.234
pastry	xamir ovqati	joy	0.229
firefly	o't o'chiruvchi	joy	0.227
chilling	sovutish	joy	0.227
remedy	tuzatish	joy	0.227
rescue	qutqarish	joy	0.225
camping	lager	joy	0.221
perspective	kuzatasiz	joy	0.221
orchard	bog'i	joy	0.221
orchestra	orkestr	joy	0.221
possess	ega	joy	0.219
castle	qal'a	joy	0.219
lamb	qo'zichoq	joy	0.219
gardens	bog'lar	joy	0.219
breezy	shamol	joy	0.219
mucis	NO TRANSLATION	joy	0.212
bouttime	vaqt yo'q	joy	0.212
brisk	jonli	joy	0.212
countrymusic	NO TRANSLATION	joy	0.212
repay	qaytarib bering	joy	0.212
ribbon	Ip	joy	0.212
pho	pho	joy	0.212
reggae	reggae	joy	0.212
raindrops	yomg'ir tomchilari	joy	0.212
listneing	NO TRANSLATION	joy	0.212
teach	o'rgat	joy	0.212
nap	nap	joy	0.206
stillness	tinchlik	joy	0.203
chant	qo'shiq aytish	joy	0.203
hire	ijaraga olish	joy	0.203
vernal	vernal	joy	0.203
cove	ko'l	joy	0.203
uncontrollable	boshqarish mumkin emas	joy	0.203
legalized	qonuniylashtirildi	joy	0.203
unexpected	kutilmagan	joy	0.203
lights	chiroqlar	joy	0.203
save	saqlash	joy	0.200
atone	aton	joy	0.197
trees	daraxtlar	joy	0.197
pastor	Pastor	joy	0.197
symmetry	simmetriya	joy	0.197
oneday	NO TRANSLATION	joy	0.197
scripture	Muqaddas Yozuvlar	joy	0.196
mountains	tog'lar	joy	0.194
pathway	yo'l	joy	0.188
walking	yurish	joy	0.188
craziness	jirkanchlik	joy	0.188
soppy	soppy	joy	0.188
tea	choy	joy	0.188
quiet	jim	joy	0.188
forefathers	otalar	joy	0.188
liquor	suyuqlik	joy	0.188
custom	odatiy	joy	0.188
whiteness	oqlik	joy	0.188
sympathetic	samimiy	joy	0.188
patient	bemor	joy	0.186
dollhouse	to'y xonasi	joy	0.182
bath	Vanna	joy	0.182
score	Hisob	joy	0.182
movingon	davom etmoq	joy	0.182
supporter	tarafdorlari	joy	0.180
accompaniment	qo'shiq	joy	0.179
pursuit	ta'qib qilish	joy	0.176
outburst	portlash	joy	0.176
frosty	sovuq	joy	0.174
workout	tayyorlamoq	joy	0.172
closure	yopish	joy	0.172
luncheon	tushlik	joy	0.172
service	xizmat ko'rsatish	joy	0.172
wintery	qozonlik	joy	0.172
wages	ish haqi	joy	0.169
civilized	madaniyatli	joy	0.169
fain	NO TRANSLATION	joy	0.167
december	dekabr	joy	0.167
acrobat	akrobat	joy	0.162
glide	sekinlashadi	joy	0.162
finally	oxirida	joy	0.157
reproductive	reproduktiv	joy	0.156
elf	elf	joy	0.156
organization	tashkilot	joy	0.156
stroll	yurish	joy	0.156
peppermint	yong'oq	joy	0.156
break	tanaffus	joy	0.156
chai	NO TRANSLATION	joy	0.156
obtainable	olish mumkin	joy	0.156
bathtub	küvet	joy	0.156
advent	kelishi	joy	0.152
scifi	scifi	joy	0.152
balm	balzam	joy	0.152
measured	o'lchandi	joy	0.152
spaniel	spaniel	joy	0.145
tan	tan	joy	0.141
ditty	yo'q	joy	0.141
bubble	qabariq	joy	0.141
simple	oddiy	joy	0.141
oils	yog'lar	joy	0.141
beer	pivo	joy	0.141
green	yashil rangda	joy	0.137
buss	buss	joy	0.136
books	kitoblar	joy	0.136
makingdisciples	NO TRANSLATION	joy	0.136
chow	Chow	joy	0.135
pitter	pitter	joy	0.134
flows	oqimlari	joy	0.130
silence	sukunat	joy	0.127
roadster	Roadster	joy	0.125
solitude	yolg'izlik	joy	0.125
bookstore	kitob do'koni	joy	0.125
wine	vino	joy	0.125
circumstances	shartlar	joy	0.125
japan	Yaponiya	joy	0.121
soak	namlanadi	joy	0.121
wilderness	sahroda	joy	0.121
priesthood	ruhoniylik	joy	0.121
critical	juda muhim	joy	0.116
neutral	neytral	joy	0.114
untie	eching	joy	0.109
hunting	ovchilik	joy	0.109
opera	opera	joy	0.109
weight	og'irligi	joy	0.109
white	oq	joy	0.109
sand	qum	joy	0.109
wind	shamol	joy	0.109
labor	mehnat	joy	0.106
classical	klassik	joy	0.106
affliction	azob	joy	0.103
lake	ko'l	joy	0.103
organ	organ	joy	0.094
dwelling	turar joy	joy	0.094
tree	daraxt	joy	0.090
pond	hovuz	joy	0.089
marrow	suyak iligi	joy	0.078
latte	Latte	joy	0.078
sipping	yudumlardi	joy	0.076
benign	benign	joy	0.074
majority	ko'pchilik	joy	0.073
leaf	barg	joy	0.065
troubles	muammolar	joy	0.062
basketball	basketbol	joy	0.062
explosions	portlashlar	joy	0.061
cream	krem	joy	0.061
shepherd	cho'pon	joy	0.058
tuesday	seshanba kuni	joy	0.047
turbulence	turbulentlik	joy	0.045
calf	buzoq	joy	0.040
hardship	qiyinchilik	joy	0.031
sixty	oltmish	joy	0.016
unhappiness	baxtsizlik	joy	0.016
heartbreaking	yurak urishi	sadness	0.969
mourning	motam	sadness	0.969
tragic	fojiali	sadness	0.961
holocaust	Holokost	sadness	0.953
suicidal	o'z joniga qasd qilish	sadness	0.941
misery	baxtsizlik	sadness	0.938
massacre	qirg'in	sadness	0.931
euthanasia	ötanazi	sadness	0.927
depression	depressiya	sadness	0.925
bereavement	yo'qotish	sadness	0.922
grieving	qayg'u	sadness	0.922
fatal	o'lik	sadness	0.922
bereaved	yo'qolgan	sadness	0.920
devastation	vayronagarchilik	sadness	0.917
death	o'lim	sadness	0.915
devastated	vayron qilingan	sadness	0.912
suicide	o'z joniga qasd qilish	sadness	0.912
catastrophe	falokat	sadness	0.911
horrifying	dahshatli	sadness	0.907
tragedy	fojia	sadness	0.906
depressing	g'amgin	sadness	0.906
died	vafot etdi	sadness	0.906
anguish	azob	sadness	0.902
agony	azob	sadness	0.900
deadly	o'lik holda	sadness	0.898
weeping	yig'lab	sadness	0.896
stillbirth	o'lik tug'ilish	sadness	0.891
deceased	o'lgan	sadness	0.891
murderer	qotil	sadness	0.877
devastating	halokatli	sadness	0.875
rape	tajovuz	sadness	0.875
cancer	saraton	sadness	0.875
dying	o'lim	sadness	0.875
sadness	xafa	sadness	0.864
morbidity	kasallik	sadness	0.864
crucifixion	xochga tortish	sadness	0.859
grief	qayg'u	sadness	0.859
depressed	tushkunlikka tushgan	sadness	0.859
traumatic	Shikastlanish	sadness	0.859
atrocity	vahshiylik	sadness	0.859
execution	bajarish	sadness	0.859
abandonment	tark etish	sadness	0.859
perish	yo'qotish	sadness	0.859
cadaver	kadavr	sadness	0.853
treachery	xiyonat	sadness	0.848
betrayed	xiyonat qildi	sadness	0.848
sad	xafa	sadness	0.844
destroyed	yo'q qilindi	sadness	0.844
miserable	baxtsizlik	sadness	0.844
persecution	ta'qiblar	sadness	0.844
funeral	dafn qilish	sadness	0.844
slaughtering	so'yish	sadness	0.844
horrific	dahshatli	sadness	0.844
homicide	qotillik	sadness	0.844
hopelessness	umidsizlik	sadness	0.844
grieve	xafa	sadness	0.844
sorrow	qayg'u	sadness	0.844
suffering	azob	sadness	0.844
murderous	qotillik	sadness	0.844
unhappiness	baxtsizlik	sadness	0.839
crippled	mayib bo'lgan	sadness	0.836
bloodshed	qon to'kdi	sadness	0.836
pained	og'riqli	sadness	0.833
manslaughter	odam o'ldirish	sadness	0.833
carnage	qirg'in	sadness	0.833
unbearable	chidab bo'lmas	sadness	0.830
stillborn	o'lik tug'ilgan	sadness	0.830
slavery	qullik	sadness	0.828
torment	azob	sadness	0.828
sickness	kasallik	sadness	0.828
enslaved	asirlar	sadness	0.828
casualty	yaralangan	sadness	0.828
morbid	kasallik	sadness	0.828
murder	qotillik	sadness	0.828
mourn	qichqiraman	sadness	0.828
helplessness	nopoklik	sadness	0.828
annihilation	yo'q qilish	sadness	0.828
abandoned	tark etildi	sadness	0.828
horrors	dahshatlar	sadness	0.828
mutilation	soqchilik	sadness	0.828
annihilated	yo'q qilindi	sadness	0.828
miscarriage	kam	sadness	0.824
starvation	ochlik	sadness	0.819
killing	o'ldirish	sadness	0.812
failure	noto'g'ri	sadness	0.812
famine	ochlik	sadness	0.812
distraught	xafa	sadness	0.812
childloss	NO TRANSLATION	sadness	0.812
burial	ko'milgan	sadness	0.812
disgrace	sharmandalik	sadness	0.812
cruelty	shafqatsizlik	sadness	0.812
despair	umidsizlik	sadness	0.812
saddens	noqulay	sadness	0.812
oppression	zo'ravonlik	sadness	0.812
sadly	afsuski	sadness	0.812
mournful	mamnunman	sadness	0.812
terrorism	terrorizm	sadness	0.812
heartache	ko'ngilsizlik	sadness	0.812
bloody	qonli	sadness	0.806
perishing	halokatga uchradi	sadness	0.804
inhumanity	g'ayriinsoniylik	sadness	0.804
malignancy	malignite	sadness	0.803
mortification	o'lim	sadness	0.802
sarcoma	sarcoma	sadness	0.797
lifeless	jonsiz	sadness	0.797
perished	yo'qoldi	sadness	0.797
dreadful	qo'rqinchli	sadness	0.797
devastate	vayronagarchilik	sadness	0.797
dreadfully	dahshatli	sadness	0.797
gallows	jasadlar	sadness	0.797
lethal	o'lik	sadness	0.797
desolation	isrofgarchilik	sadness	0.797
kill	o'ldirish	sadness	0.797
slave	qul	sadness	0.797
mortuary	o'roqxona	sadness	0.797
assassination	suiqasd	sadness	0.797
leukemia	lösemi	sadness	0.797
brokenheart	NO TRANSLATION	sadness	0.792
banishment	surgun	sadness	0.790
afflict	azoblanish	sadness	0.789
disheartened	tushkunlikka tushgan	sadness	0.788
bury	dafn qilmoq	sadness	0.781
crying	yig'lar	sadness	0.781
tumour	shish	sadness	0.781
heartbreak	yurak xuruji	sadness	0.781
desecration	haqorat qilish	sadness	0.781
demoralized	demoralize bo'ldi	sadness	0.781
terrorize	terrorizm	sadness	0.781
die	NO TRANSLATION	sadness	0.773
lynch	linch	sadness	0.773
sufferer	kasal	sadness	0.770
loneliness	yolg'izlik	sadness	0.766
cemetery	qabriston	sadness	0.766
destitute	qashshoqlik	sadness	0.766
torture	qiynoqlar	sadness	0.766
abortion	abort qilish	sadness	0.766
diseased	kasal	sadness	0.766
condolence	ta'ziya	sadness	0.766
fatality	o'lim	sadness	0.766
dismemberment	ajratish	sadness	0.766
doomed	umidsizlik	sadness	0.766
fearful	qo'rqinchli	sadness	0.766
slayer	slayder	sadness	0.766
painfully	og'riqli tarzda	sadness	0.758
moribund	juda ko'p	sadness	0.758
disaster	falokat	sadness	0.758
depress	tushkunlik	sadness	0.755
condemnation	hukm qilish	sadness	0.754
desperation	umidsizlik	sadness	0.750
hemorrhage	qon ketishi	sadness	0.750
unhappy	baxtsiz	sadness	0.750
pandemic	pandemiya	sadness	0.750
corpse	murda	sadness	0.750
depressive	depressiv	sadness	0.750
deplorable	achinarli	sadness	0.750
defeated	mag'lub bo'ldi	sadness	0.750
doomsday	Qiyomat kuni	sadness	0.750
cry	yig'lash	sadness	0.750
victimized	qurbon bo'lgan	sadness	0.750
obliteration	obliteratsiya	sadness	0.750
damnation	la'natlash	sadness	0.750
guilt	aybdorlik	sadness	0.750
sickening	kasallik	sadness	0.750
terrorist	terrorchi	sadness	0.750
sorrowful	xafa	sadness	0.750
incest	ensest	sadness	0.750
painful	alamli	sadness	0.750
abduction	o'g'rilik	sadness	0.750
regretful	pushaymon	sadness	0.750
unfairness	adolatsizlik	sadness	0.745
molestation	molestation	sadness	0.744
exile	surgun qilish	sadness	0.742
abysmal	tubsiz	sadness	0.742
hellish	do'zax	sadness	0.738
exterminate	yo'q qilish	sadness	0.736
earthquake	zilzila	sadness	0.734
betrayal	xiyonat	sadness	0.734
orphan	etim	sadness	0.734
slaughter	so'yish	sadness	0.734
disgraced	sharmandalarcha	sadness	0.734
battered	batamom	sadness	0.734
assassin	qotil	sadness	0.734
horrid	dahshatli	sadness	0.734
miserably	shafqatsiz	sadness	0.734
lonesome	yolg'iz	sadness	0.734
morgue	morgda	sadness	0.734
disastrous	falokat	sadness	0.734
warfare	urush	sadness	0.734
destroying	yo'q qilish	sadness	0.734
homeless	uysiz	sadness	0.734
listless	ro'yxatsiz	sadness	0.729
unfortunately	afsuski	sadness	0.727
grave	qabr	sadness	0.727
emptiness	bo'shliq	sadness	0.727
alienated	begonalashtirildi	sadness	0.727
fraught	mohiyatan	sadness	0.722
emaciated	emajiyalangan	sadness	0.719
malicious	zararli	sadness	0.719
atrophy	atrofi	sadness	0.719
cripple	shikastlangan	sadness	0.719
ashamed	uyaldi	sadness	0.719
leprosy	moxov	sadness	0.719
violently	zo'ravonlik bilan	sadness	0.719
disheartening	tushkunlik	sadness	0.719
cried	qichqirdi	sadness	0.719
woe	voy	sadness	0.719
horror	qo'rquv	sadness	0.719
heartless	yuraksiz	sadness	0.719
forsaken	bekor qilindi	sadness	0.719
paralysis	falaj	sadness	0.719
missing	yo'qolgan	sadness	0.719
danger	Xavf	sadness	0.719
pain	og'riq	sadness	0.719
demise	o'lim	sadness	0.717
disgruntled	norozi	sadness	0.712
rejected	rad etildi	sadness	0.712
sickly	kasallik bilan	sadness	0.712
violence	zo'ravonlik	sadness	0.712
torn	yirtilgan	sadness	0.710
calamity	falokat	sadness	0.709
grim	shafqatsiz	sadness	0.708
grievous	alamli	sadness	0.704
disfigured	shikastlangan	sadness	0.703
punishing	jazolash	sadness	0.703
extinct	yo'qolgan	sadness	0.703
meltdown	erta	sadness	0.703
oppressor	zolim	sadness	0.703
deformed	deformatsiyalangan	sadness	0.703
slaughterhouse	so'yish xonasi	sadness	0.703
humiliate	tahqirlash	sadness	0.703
inhuman	insoniy bo'lmagan	sadness	0.703
decomposition	parchalanish	sadness	0.703
suffocating	nafas olish	sadness	0.703
hearse	eshikni ochish	sadness	0.703
incurable	davolanmaydi	sadness	0.703
buried	ko'milgan	sadness	0.703
paralyzed	falajlangan	sadness	0.703
carcinoma	Karsinom	sadness	0.703
deformity	deformitivlik	sadness	0.703
crushed	ezilgan	sadness	0.703
isolate	izolyatsiya qilish	sadness	0.703
tearful	ko'z yoshlari	sadness	0.703
abandon	tark eting	sadness	0.703
obit	obit	sadness	0.703
strangle	bo'g'ilib qoladi	sadness	0.703
victim	qurbon	sadness	0.703
isolation	izolyatsiya	sadness	0.703
lifesucks	hayot tarzi	sadness	0.700
hell	jahannam	sadness	0.700
ruinous	buzuq	sadness	0.698
widow	beva ayol	sadness	0.697
banish	yo'qotish	sadness	0.697
accursed	la'natlangan	sadness	0.697
ruined	vayron bo'ldi	sadness	0.697
vanished	yo'qoldi	sadness	0.695
displaced	joyidan ko'chirilgan	sadness	0.691
poverty	qashshoqlik	sadness	0.690
hospice	hospiz	sadness	0.688
insanity	jinnilik	sadness	0.688
depraved	buzilgan	sadness	0.688
shooting	tortishish	sadness	0.688
stab	stab	sadness	0.688
pathetic	achinarli	sadness	0.688
foreveralone	doimiy Bo'ydoq	sadness	0.688
dementia	dementia	sadness	0.688
travesty	travesty	sadness	0.688
nohope	NO TRANSLATION	sadness	0.688
infidelity	xiyonat	sadness	0.688
epidemic	epidemik	sadness	0.688
teary	teary	sadness	0.688
widower	beva ayol	sadness	0.688
terminal	Terminal	sadness	0.688
neglected	e'tiborsiz qolgan	sadness	0.688
illness	kasallik	sadness	0.688
regretting	afsuslanish	sadness	0.688
imprisoned	qamoqqa tashlandi	sadness	0.688
hurtful	zararli	sadness	0.688
banished	surgun qilingan	sadness	0.688
hurt	jarohatlar	sadness	0.688
deserted	ketgan	sadness	0.688
hopeless	umidsiz	sadness	0.688
sob	NO TRANSLATION	sadness	0.688
loss	zarar	sadness	0.688
dismissal	ishdan bo'shatish	sadness	0.686
alienation	yabancılaşma	sadness	0.685
hardship	qiyinchilik	sadness	0.685
choke	bo'g'ilib	sadness	0.682
kidnap	o'g'irlash	sadness	0.682
bleeding	Qon ketishi	sadness	0.673
obituary	obituary	sadness	0.672
missingyou	NO TRANSLATION	sadness	0.672
disabled	o'chirilgan	sadness	0.672
outcast	tashqarida	sadness	0.672
poison	zahar	sadness	0.672
abortive	bekor qilish	sadness	0.672
gory	qori	sadness	0.672
disparage	buzuqlik	sadness	0.672
wail	yig'layapti	sadness	0.672
malevolent	yomon odam	sadness	0.672
imprisonment	qamoq jazosi	sadness	0.672
wretch	qashshoqlik	sadness	0.672
feelingdown	NO TRANSLATION	sadness	0.672
wretched	baxtsiz	sadness	0.672
belittle	kamsitish	sadness	0.672
punished	jazoladi	sadness	0.672
deprivation	deprivatsiya	sadness	0.672
evil	yomonlik	sadness	0.672
coffin	tobut	sadness	0.672
woefully	bechora	sadness	0.672
decomposed	tarqalgan	sadness	0.672
frightful	qo'rqinchli	sadness	0.672
despairing	umidsizlik	sadness	0.672
barren	bepusht	sadness	0.670
poisoned	zaharlangan	sadness	0.667
executioner	jallod	sadness	0.667
disease	kasallik	sadness	0.665
oppress	zulm qilish	sadness	0.664
disembodied	tarqaldi	sadness	0.660
tear	ko'z yoshi	sadness	0.656
shitty	sharmandalik	sadness	0.656
lamenting	qichqiriq	sadness	0.656
ruin	xarob	sadness	0.656
weep	yig'lab	sadness	0.656
lonely	yolg'iz	sadness	0.656
jail	qamoqxona	sadness	0.656
steal	o'g'irlash	sadness	0.656
mangle	NO TRANSLATION	sadness	0.656
hate	nafrat	sadness	0.656
ailing	kasal	sadness	0.656
dreary	xavfli	sadness	0.656
bleak	jirkanch	sadness	0.656
polio	poliomielit	sadness	0.656
blighted	blighted	sadness	0.656
casket	qutida	sadness	0.656
demonic	iblisdir	sadness	0.656
peril	xavf	sadness	0.656
carcass	tana go'shti	sadness	0.653
beating	kaltaklash	sadness	0.652
regretted	afsuslangan	sadness	0.652
cowardice	qo'rqoqlik	sadness	0.652
disability	nogironlik	sadness	0.648
affliction	azob	sadness	0.645
poisonous	zaharli	sadness	0.641
emergency	favqulodda vaziyat	sadness	0.641
perilous	xavfli	sadness	0.641
awful	dahshatli	sadness	0.641
terribly	juda dahshatli	sadness	0.641
scourge	balo	sadness	0.641
sinful	gunohkor	sadness	0.641
stricken	shikastlangan	sadness	0.641
hatred	nafrat	sadness	0.641
powerless	kuchsiz	sadness	0.641
termination	bekor qilish	sadness	0.641
exorcism	exorcism	sadness	0.641
woeful	g'amgin	sadness	0.641
drown	cho'ktirish	sadness	0.641
inequality	tengsizlik	sadness	0.641
infertility	bepushtlik	sadness	0.641
incarceration	qamoqqa olish	sadness	0.641
failing	muvaffaqiyatsiz	sadness	0.641
worry	tashvishlaning	sadness	0.641
shroud	kafel	sadness	0.641
psychosis	psixoz	sadness	0.638
demolish	vayron qilmoq	sadness	0.636
lament	qichqiradi	sadness	0.636
disappointed	hafsalasi pir bo'ldi	sadness	0.636
dismay	dahshatdan	sadness	0.636
burdensome	og'ir yuk	sadness	0.634
shattered	parchalangan	sadness	0.630
mausoleum	maqbara	sadness	0.630
gloom	zulmat	sadness	0.625
regret	pushaymon	sadness	0.625
cursed	la'natlangan	sadness	0.625
impotence	iktidarsizlik	sadness	0.625
terminate	tugatish	sadness	0.625
oppressive	zolim	sadness	0.625
insurmountable	erisha olmaydigan	sadness	0.625
abuse	suiste'mol qilish	sadness	0.625
forlorn	shafqatsiz	sadness	0.625
tyrant	zolim	sadness	0.625
disappointing	umidsizlik	sadness	0.625
wound	yara	sadness	0.625
demolished	buzib tashlangan	sadness	0.625
palsy	palsi	sadness	0.625
schizophrenia	shizofreniya	sadness	0.625
undesired	kiruvchi	sadness	0.625
hurting	xafa	sadness	0.625
lost	yo'qolgan	sadness	0.625
duress	majburlash	sadness	0.625
bitterly	achinarli	sadness	0.625
dishonor	sharmandalik	sadness	0.625
posthumous	o'limidan so'ng	sadness	0.625
wrecked	buzildi	sadness	0.625
deteriorate	yomonlashadi	sadness	0.625
divorce	ajralish	sadness	0.623
soulless	ruhsiz	sadness	0.623
melancholy	melankoli	sadness	0.621
cremation	krematsiya	sadness	0.621
worried	tashvishlangan	sadness	0.621
plight	halokat	sadness	0.621
forsake	qoldiring	sadness	0.621
bomb	bomba	sadness	0.621
unforgiving	kechirimsiz	sadness	0.612
sepsis	sepsis	sadness	0.611
irreparable	tuzatib bo'lmaydigan	sadness	0.609
sacrifices	qurbonlik	sadness	0.609
cruel	shafqatsiz	sadness	0.609
dire	NO TRANSLATION	sadness	0.609
dilapidated	xiralashgan	sadness	0.609
overwhelmed	g'azablangan	sadness	0.609
disparaging	sharmanda qilish	sadness	0.609
gore	gore	sadness	0.609
injured	yaralangan	sadness	0.609
shameful	uyat	sadness	0.609
fearfully	qo'rqinchli tarzda	sadness	0.609
worthless	qiymatsiz	sadness	0.609
injure	yaralash	sadness	0.609
faithless	ishonchsiz	sadness	0.609
shatter	siqila	sadness	0.609
degrading	tahqirlash	sadness	0.609
ugliness	yomonlik	sadness	0.609
subjugation	bo'ysundirish	sadness	0.609
debacle	xato	sadness	0.609
shackle	qalqib olish	sadness	0.609
disappoint	umidsizlik	sadness	0.609
derogatory	haqoratli	sadness	0.609
languishing	lanj	sadness	0.609
breakup	sindirish; ayrilish; to'xtatish	sadness	0.609
alcoholism	alkogolizm	sadness	0.609
excluded	chiqarilgan	sadness	0.609
sinner	gunohkor	sadness	0.609
crushing	ezish	sadness	0.609
bankrupt	bankrot	sadness	0.609
guilty	aybdor	sadness	0.609
curse	la'natlash	sadness	0.608
alone	yolg'iz	sadness	0.600
robbery	qaroqchilik	sadness	0.600
anthrax	kuydirgi	sadness	0.600
angst	angst	sadness	0.598
vendetta	vendetta	sadness	0.594
remorse	pushaymonlik	sadness	0.594
prison	qamoqxona	sadness	0.594
condolences	ta'ziya	sadness	0.594
chaos	xaos	sadness	0.594
demon	iblis	sadness	0.594
abyss	tubsizlik	sadness	0.594
contaminated	ifloslangan	sadness	0.594
irreconcilable	murosasiz	sadness	0.594
broken	singan	sadness	0.594
offender	jinoyatchi	sadness	0.594
nothingness	hech narsa yo'q	sadness	0.594
distress	qiyinchilik	sadness	0.594
ill	kasal	sadness	0.594
violation	buzilish	sadness	0.594
bawl	bavl	sadness	0.594
shame	sharmandalik	sadness	0.594
disappointment	umidsizlik	sadness	0.594
captivity	asirlik	sadness	0.594
deportation	deportatsiya	sadness	0.594
downfall	tushishi	sadness	0.594
longing	hushyor bo'lish	sadness	0.594
obliterate	yo'q qilish	sadness	0.594
crypt	crypt	sadness	0.594
martyrdom	shahidlik	sadness	0.594
eviction	ko'chirish	sadness	0.594
petloss	NO TRANSLATION	sadness	0.594
deprived	mahrum	sadness	0.594
losing	yo'qotish	sadness	0.594
crumbling	qulab tushdi	sadness	0.594
poaching	brakonerlik	sadness	0.594
betray	xiyonat qilish	sadness	0.594
helpless	yordamsiz	sadness	0.594
somber	bechora	sadness	0.594
dysentery	dizenteriya	sadness	0.593
melancholic	melankolik	sadness	0.591
blight	blight	sadness	0.591
rupture	yorilish	sadness	0.588
traitor	xoin	sadness	0.588
haggard	xaggard	sadness	0.587
lie	yolg'on	sadness	0.585
cholera	xolera	sadness	0.583
damage	zarar	sadness	0.578
bully	bully	sadness	0.578
harmful	zararli	sadness	0.578
terrible	qo'rqinchli	sadness	0.578
gloomy	kulgi	sadness	0.578
frighten	qo'rqitmoq	sadness	0.578
degeneracy	nasli	sadness	0.578
whine	xitob	sadness	0.578
sordid	mudhish	sadness	0.578
undesirable	istalmagan	sadness	0.578
bitterness	achchiqlanish	sadness	0.578
humiliation	tahqirlash	sadness	0.578
unwell	yomon emas	sadness	0.578
discrimination	kamsitish	sadness	0.578
denied	rad etildi	sadness	0.578
immoral	axloqsiz	sadness	0.578
turmoil	tartibsizlik	sadness	0.578
interment	interment	sadness	0.578
damages	zarar etkazilishi mumkin	sadness	0.576
devil	shayton	sadness	0.576
whimper	qichqiriq	sadness	0.576
captive	asir	sadness	0.576
pessimism	noumidlik	sadness	0.576
delirium	deliryum	sadness	0.576
deplore	tuhmat qilish	sadness	0.576
disliked	yoqtirmaslik	sadness	0.576
hateful	nafratlangan	sadness	0.575
bigoted	katta tasavvurga ega	sadness	0.574
perdition	halokat	sadness	0.569
adultery	xiyonat	sadness	0.566
corrupting	buzish	sadness	0.565
runaway	qochib ketish	sadness	0.562
rheumatism	Revmatizm	sadness	0.562
tyranny	zolim	sadness	0.562
expire	muddati tugaydi	sadness	0.562
punitive	jazolash	sadness	0.562
deceit	yolg'on	sadness	0.562
injury	jarohati	sadness	0.562
autopsy	otopsi	sadness	0.562
anathema	anatema	sadness	0.562
urn	urn	sadness	0.562
flog	flok	sadness	0.562
endocarditis	Endokardit	sadness	0.562
worrying	tashvishlantiruvchi	sadness	0.562
pauper	pauper	sadness	0.562
infliction	zarar	sadness	0.562
wallow	chiroyli	sadness	0.562
pessimist	noumidlik	sadness	0.562
shipwreck	kema halokatiga uchragan	sadness	0.562
worsening	yomonlashdi	sadness	0.562
rejection	rad etish	sadness	0.562
deceive	aldash	sadness	0.562
upset	xafa	sadness	0.562
sadday	NO TRANSLATION	sadness	0.562
comatose	komatoz	sadness	0.562
