word	Malay-ms	emotion	emotion-intensity-score
kind	jenis	joy	0.621
newlife	kehidupan baru	joy	0.618
aspiring	bercita-cita tinggi	joy	0.618
fulfilling	memenuhi	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	bersikap baik	joy	0.613
kiss	cium	joy	0.610
winnings	kemenangan	joy	0.609
praiseworthy	terpuji	joy	0.609
rainbows	pelangi	joy	0.609
generous	murah hati	joy	0.609
enlightenment	pencerahan	joy	0.609
playful	mainan	joy	0.609
christmas	christmas	joy	0.609
super	super	joy	0.609
elegance	keanggunan	joy	0.609
rekindle	rekindle	joy	0.609
awards	anugerah	joy	0.609
adorable	comel	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	kebebasan	joy	0.607
successful	berjaya	joy	0.606
onelove	satu cinta	joy	0.606
kindness	kebaikan	joy	0.606
freely	bebas	joy	0.606
surprises	kejutan	joy	0.606
inspired	terinspirasi	joy	0.606
hilarity	kegembiraan	joy	0.606
wonder	tertanya-tanya	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	hiburan	joy	0.603
whimsical	aneh	joy	0.603
passion	semangat	joy	0.603
beautify	mencantikkan	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	matahari terbit	joy	0.600
godisgood	godisgood	joy	0.597
whoo	whoo	joy	0.594
angel	malaikat	joy	0.594
thankgod	terima kasih	joy	0.594
accomplishment	pencapaian	joy	0.594
flirt	flirt	joy	0.594
goodmusic	muzik yang bagus	joy	0.594
snuggled	merangkak	joy	0.594
revere	menghormati	joy	0.594
inspire	memberi inspirasi	joy	0.594
fanfare	gembira	joy	0.594
peacefully	dengan aman	joy	0.594
jesus	jesus	joy	0.594
goodies	barang	joy	0.594
heroic	heroik	joy	0.591
fortune	nasib	joy	0.591
friendship	persahabatan	joy	0.591
singing	nyanyian	joy	0.591
exalted	ditinggikan	joy	0.591
summer	musim panas	joy	0.591
highest	tertinggi	joy	0.591
overflowing	melimpah	joy	0.588
contented	berpuas hati	joy	0.588
woot	woot	joy	0.588
rollicking	menggulung	joy	0.588
hope	harapan	joy	0.586
accolade	anugerah	joy	0.586
cozy	selesa	joy	0.583
delicious	lazat	joy	0.579
friendly	mesra	joy	0.578
sensuous	sensual	joy	0.578
darling	sayang	joy	0.578
picturesque	indah	joy	0.578
raving	meracau	joy	0.578
praise	pujian	joy	0.578
everlasting	abadi	joy	0.578
ambition	cita-cita	joy	0.578
thelife	kehidupan	joy	0.578
sparkle	berkilau	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	gadis bertuah	joy	0.576
flattering	memuji	joy	0.576
sensual	sensual	joy	0.576
heroism	kepahlawanan	joy	0.576
succeeding	berjaya	joy	0.576
grace	rahmat	joy	0.576
peace	keamanan	joy	0.576
livelife	livelife	joy	0.574
special	istimewa	joy	0.574
tantalizing	menggiurkan	joy	0.572
pumped	dipam	joy	0.567
worthwhile	berbaloi	joy	0.562
revels	revels	joy	0.562
prevail	diguna pakai	joy	0.562
liking	suka	joy	0.562
sunny	cerah	joy	0.562
relax	berehat	joy	0.562
surprise	kejutan	joy	0.562
hugs	pelukan	joy	0.562
admirable	terpuji	joy	0.562
hero	wira	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	lucu	joy	0.562
sweets	gula-gula	joy	0.562
prosper	makmur	joy	0.562
superstar	superstar	joy	0.562
favorable	menguntungkan	joy	0.561
bless	memberkati	joy	0.561
tenderness	kelembutan	joy	0.561
freedom	kebebasan	joy	0.561
masterpiece	karya	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	impian	joy	0.559
hopeful	harapan	joy	0.559
home	rumah	joy	0.559
cruising	pelayaran	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	kesetiaan	joy	0.553
closeness	kedekatan	joy	0.552
eagerness	kesungguhan	joy	0.552
comfy	selesa	joy	0.551
sunshine	cahaya matahari	joy	0.551
confidence	keyakinan	joy	0.547
mistletoe	mistletoe	joy	0.547
elite	elit	joy	0.547
celestial	langit	joy	0.547
heart	hati	joy	0.547
completion	selesai	joy	0.547
good	baik	joy	0.547
daughter	anak perempuan	joy	0.547
gifts	hadiah	joy	0.547
astonishment	kagum	joy	0.547
bonus	bonus	joy	0.547
goodmorning	selamat Pagi	joy	0.547
lifted	diangkat	joy	0.547
zeal	semangat	joy	0.547
illuminate	menerangi	joy	0.547
gift	hadiah	joy	0.547
vacation	bercuti	joy	0.547
charmed	terpesona	joy	0.546
recreation	rekreasi	joy	0.545
encouragement	galakan	joy	0.545
gush	gush	joy	0.545
sublime	luhur	joy	0.545
dance	tarian	joy	0.545
god	tuhan	joy	0.545
free	percuma	joy	0.544
freshstart	segar	joy	0.544
savior	Penyelamat	joy	0.543
sanctuary	tempat perlindungan	joy	0.541
grandchildren	cucu-cucu	joy	0.540
wellness	kesihatan	joy	0.537
revel	bersenang-senang	joy	0.534
inspirational	inspirasi	joy	0.531
savor	citarasa	joy	0.531
matrimony	perkahwinan	joy	0.531
money	wang	joy	0.531
rainbow	pelangi	joy	0.531
confident	yakin	joy	0.531
bridal	pengantin	joy	0.531
music	muzik	joy	0.531
fab	hebat	joy	0.531
serene	tenang	joy	0.531
alive	hidup	joy	0.531
holiness	kesucian	joy	0.531
vitality	kecergasan	joy	0.531
liberation	pembebasan	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	menenangkan	joy	0.531
soar	melambung	joy	0.531
firstborn	anak sulung	joy	0.531
elegant	elegan	joy	0.530
mastery	penguasaan	joy	0.530
illumination	pencahayaan	joy	0.530
welcomed	dialu-alukan	joy	0.530
warmth	kehangatan	joy	0.530
blossom	berbunga	joy	0.530
glimmer	berkilau	joy	0.530
faithful	setia	joy	0.529
treat	merawat	joy	0.529
snuggles	snuggles	joy	0.522
laurels	laurels	joy	0.521
commendable	terpuji	joy	0.519
powerful	berkuasa	joy	0.516
silly	bodoh	joy	0.516
zest	semangat	joy	0.516
presents	hadiah	joy	0.516
succeed	berjaya	joy	0.516
jingle	jingle	joy	0.516
remarkable	luar biasa	joy	0.516
greeted	disambut	joy	0.516
brotherly	bersaudara	joy	0.516
pride	kebanggaan	joy	0.516
strengthening	pengukuhan	joy	0.516
aspire	bercita-cita	joy	0.516
abundant	banyak	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	bersemangat	joy	0.516
almighty	yang maha kuasa	joy	0.516
fancy	mewah	joy	0.516
zen	zen	joy	0.515
coronation	penobatan	joy	0.515
kudos	kudos	joy	0.515
vivid	terang	joy	0.515
leisure	masa lapang	joy	0.515
complete	lengkap	joy	0.515
cutie	cutie	joy	0.515
newme	newme	joy	0.515
familytime	masa bersama keluarga	joy	0.515
animated	animasi	joy	0.515
spirit	semangat	joy	0.515
thanking	terima kasih	joy	0.515
kid	kanak-kanak	joy	0.515
shining	bersinar	joy	0.515
payday	hari bayaran	joy	0.515
princely	princely	joy	0.515
reunited	bersatu semula	joy	0.515
therapeutic	terapeutik	joy	0.515
comfort	keselesaan	joy	0.515
godly	ketuhanan	joy	0.514
marriage	perkahwinan	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	hubungan	joy	0.514
spouse	pasangan	joy	0.507
intimately	intim	joy	0.507
accomplish	berjaya	joy	0.500
excel	cemerlang	joy	0.500
inviting	menjemput	joy	0.500
meritorious	meritorious	joy	0.500
diamond	berlian	joy	0.500
nature	sifat	joy	0.500
dignity	martabat	joy	0.500
family	keluarga	joy	0.500
soulful	bersemangat	joy	0.500
charitable	amal	joy	0.500
encourage	menggalakkan	joy	0.500
friends	kawan-kawan	joy	0.500
satisfied	berpuas hati	joy	0.500
welcoming	mengalu-alukan	joy	0.500
healthy	sihat	joy	0.500
surreal	surreal	joy	0.500
refreshed	segar	joy	0.500
beach	pantai	joy	0.500
motherhood	ibu	joy	0.500
respect	menghormati	joy	0.500
gem	permata	joy	0.500
erotic	erotik	joy	0.500
visionary	berwawasan	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	dicapai	joy	0.500
christ	christ	joy	0.500
memorable	dilupakan	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	bayi	joy	0.500
purr	purr	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	kebenaran	joy	0.500
bloom	mekar	joy	0.500
carefree	riang	joy	0.500
aura	aura	joy	0.493
health	kesihatan	joy	0.493
liberty	kebebasan	joy	0.486
approved	diluluskan	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	oasis	joy	0.486
rapture	keghairahan	joy	0.485
engaging	menarik	joy	0.485
crowning	puncak	joy	0.485
aspiration	aspirasi	joy	0.485
prestige	prestij	joy	0.485
crescendo	crescendo	joy	0.485
gentle	lembut	joy	0.485
liberate	membebaskan	joy	0.485
betrothed	bertunangan	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	bounty	joy	0.485
privileged	istimewa	joy	0.485
loyal	setia	joy	0.485
inseparable	tidak dapat dipisahkan	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	zaman kegemilangannya	joy	0.484
trophy	trofi	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	nasib	joy	0.484
creativity	kreativiti	joy	0.484
destiny	takdir	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	transendensi	joy	0.484
bouquet	sejambak	joy	0.484
chocolate	coklat	joy	0.484
aloha	aloha	joy	0.484
yummy	yummy	joy	0.484
dream	mimpi	joy	0.484
desire	keinginan	joy	0.484
boyfriend	teman lelaki	joy	0.480
commemoration	peringatan	joy	0.479
intelligence	kecerdasan	joy	0.477
readiness	kesediaan	joy	0.473
friend	kawan	joy	0.471
enthusiast	peminat	joy	0.471
bride	pengantin perempuan	joy	0.471
lush	subur	joy	0.470
calming	menenangkan	joy	0.470
inheritance	warisan	joy	0.470
kiddo	kiddo	joy	0.470
massage	urut	joy	0.470
tickle	geli	joy	0.470
adventure	pengembaraan	joy	0.470
nostalgia	nostalgia	joy	0.470
soothe	menenangkan	joy	0.470
goals	matlamat	joy	0.469
luster	kilauan	joy	0.469
giving	memberi	joy	0.469
princess	puteri	joy	0.469
heartily	dengan sepenuh hati	joy	0.469
benevolence	kebajikan	joy	0.469
nurture	memupuk	joy	0.469
bridegroom	pengantin laki-laki	joy	0.469
eternal	abadi	joy	0.469
pray	berdoa	joy	0.469
getaway	pergi dari sini	joy	0.469
humanitarian	kemanusiaan	joy	0.469
bonding	ikatan	joy	0.469
rest	berehat	joy	0.469
amicable	baik hati	joy	0.469
purring	purring	joy	0.469
pretty	cantik	joy	0.469
child	kanak-kanak	joy	0.466
salutary	salam	joy	0.465
invite	jemput	joy	0.457
reminiscing	mengenang kembali	joy	0.456
beam	rasuk	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	tropika	joy	0.455
aesthetics	estetika	joy	0.455
friday	Jumaat	joy	0.455
elevation	ketinggian	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	majlis	joy	0.455
mindfulness	kesedaran	joy	0.455
hee	hee	joy	0.455
kindred	keluarga	joy	0.455
scholarship	biasiswa	joy	0.455
befriend	berteman	joy	0.455
commemorate	memperingati	joy	0.453
allure	daya tarikan	joy	0.453
faith	iman	joy	0.453
forgiveness	pengampunan	joy	0.453
scenery	pemandangan	joy	0.453
vindication	pembenaran	joy	0.453
waterfall	air terjun	joy	0.453
birth	kelahiran	joy	0.453
noworries	tidak risau	joy	0.453
approve	terima	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	perjalanan	joy	0.447
meditation	meditasi	joy	0.446
relaxed	santai	joy	0.442
tranquil	tenang	joy	0.441
weekend	hujung minggu	joy	0.441
present	sekarang	joy	0.441
tender	tender	joy	0.441
nostalgic	nostalgia	joy	0.439
prayer	doa	joy	0.439
sharing	perkongsian	joy	0.439
esteem	harga diri	joy	0.439
lyrical	lirik	joy	0.439
righteousness	kebenaran	joy	0.439
share	berkongsi	joy	0.438
husband	suami	joy	0.438
life	kehidupan	joy	0.438
sonnet	sonnet	joy	0.438
relief	pelepasan	joy	0.438
unbeaten	tak terkalahkan	joy	0.438
newday	hari baru	joy	0.438
meditate	bermeditasi	joy	0.438
mighty	besar	joy	0.438
eager	bersemangat	joy	0.438
strength	kekuatan	joy	0.438
warm	panas	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	buddy	joy	0.427
oneness	kesatuan	joy	0.426
unsurpassed	tak tertandingi	joy	0.424
ejaculation	ejakulasi	joy	0.424
unconstrained	tidak terkawal	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	pingat	joy	0.424
amen	amen	joy	0.424
candlelight	lilin	joy	0.424
reverence	penghormatan	joy	0.424
healthful	sihat	joy	0.424
carols	carols	joy	0.424
sledding	sledding	joy	0.422
wealth	kekayaan	joy	0.422
graduation	pengijazahan	joy	0.422
frisky	lincah	joy	0.422
energy	tenaga	joy	0.422
calmness	ketenangan	joy	0.422
beginnings	permulaan	joy	0.422
safe	selamat	joy	0.422
musical	muzik	joy	0.422
symphony	simfoni	joy	0.422
lml	lml	joy	0.422
glitter	bergemerlapan	joy	0.422
ease	mudah	joy	0.422
helpful	membantu	joy	0.422
soundness	kesihatan	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	janji	joy	0.415
reunite	menyatukan kembali	joy	0.414
salvation	keselamatan	joy	0.412
mother	ibu	joy	0.412
poems	puisi	joy	0.412
inauguration	perasmian	joy	0.409
immaculate	rapi	joy	0.409
lighten	meringankan	joy	0.409
aromatherapy	aromaterapi	joy	0.409
travel	perjalanan	joy	0.409
lavender	lavender	joy	0.409
purify	membersihkan	joy	0.409
clown	badut	joy	0.409
star	bintang	joy	0.406
cash	wang tunai	joy	0.406
heal	sembuh	joy	0.406
completing	melengkapkan	joy	0.406
companion	sahabat	joy	0.406
live	hidup	joy	0.406
flowers	bunga	joy	0.406
wishing	berharap	joy	0.406
charity	amal	joy	0.406
opportune	yang sesuai	joy	0.406
income	pendapatan	joy	0.403
soul	jiwa	joy	0.401
munchies	munchies	joy	0.400
indescribable	tidak dapat dijelaskan	joy	0.397
progress	kemajuan	joy	0.397
emancipation	pembebasan	joy	0.397
christian	christian	joy	0.397
hammock	buaian	joy	0.394
together	bersama-sama	joy	0.394
equality	kesaksamaan	joy	0.394
fullness	kesempurnaan	joy	0.394
picnic	berkelah	joy	0.394
calm	tenang	joy	0.394
childhood	zaman kanak-kanak	joy	0.394
rhythmical	berirama	joy	0.394
movies	wayang	joy	0.393
zealous	bersemangat	joy	0.393
littlethings	pengsan	joy	0.391
humanity	kemanusiaan	joy	0.391
starry	berlian	joy	0.391
playground	taman permainan	joy	0.391
adventures	pengembaraan	joy	0.391
meaningful	bermakna	joy	0.391
choir	koir	joy	0.391
affluence	kemewahan	joy	0.391
warms	memanaskan badan	joy	0.391
goofy	bodoh	joy	0.391
auspicious	bertuah	joy	0.391
gesture	isyarat	joy	0.387
vow	bersumpah	joy	0.382
shopping	membeli belah	joy	0.382
witty	lucu	joy	0.382
communion	persekutuan	joy	0.379
vibes	getaran	joy	0.379
worship	ibadat	joy	0.379
jump	melompat	joy	0.379
reverend	pendeta	joy	0.377
advance	pendahuluan	joy	0.375
beaches	pantai	joy	0.375
youth	belia	joy	0.375
spirits	semangat	joy	0.375
simplicity	kesederhanaan	joy	0.375
full	penuh	joy	0.375
rising	semakin meningkat	joy	0.375
hymn	hymn	joy	0.375
unique	unik	joy	0.375
redeemed	ditebus	joy	0.375
scenic	indah	joy	0.375
mirth	keseronokan	joy	0.375
courtship	pacaran	joy	0.375
experience	pengalaman	joy	0.375
reunion	reuni	joy	0.375
sonorous	bertuah	joy	0.375
unforgettable	tidak dapat dilupakan	joy	0.375
baptismal	pembaptisan	joy	0.368
alliance	persekutuan	joy	0.368
grant	pemberian	joy	0.366
conciliation	perdamaian	joy	0.364
moonlight	cahaya bulan	joy	0.364
sanctification	pengudusan	joy	0.364
improves	bertambah baik	joy	0.364
improve	memperbaiki	joy	0.364
pure	tulen	joy	0.364
authentic	sahih	joy	0.364
kitten	anak kucing	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	raspberi	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	kesetiaan	joy	0.359
feeling	perasaan	joy	0.359
devotional	kebaktian	joy	0.359
proficiency	kemahiran	joy	0.359
tinsel	tinsel	joy	0.359
revival	kebangkitan semula	joy	0.359
sanctify	menguduskan	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	bebas	joy	0.359
cocoa	koko	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	lumba-lumba	joy	0.348
choral	koral	joy	0.348
deliverance	pembebasan	joy	0.348
romp	rompakan	joy	0.348
roaring	mengaum	joy	0.348
melody	melodi	joy	0.348
favor	nikmat	joy	0.348
unification	penyatuan	joy	0.348
exceed	melebihi	joy	0.348
purpose	tujuan	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	tiada kerja	joy	0.344
voluptuous	bersemangat	joy	0.344
fruits	buah-buahan	joy	0.344
thx	terima kasih	joy	0.344
newstart	permulaan baru	joy	0.344
manicure	manicure	joy	0.344
date	Tarikh	joy	0.344
kiddos	kiddos	joy	0.344
roadtrip	perjalanan jalan raya	joy	0.344
cookies	kuki	joy	0.344
hedonism	hedonisme	joy	0.344
humble	rendah hati	joy	0.344
electric	elektrik	joy	0.344
pledge	ikrar	joy	0.344
celebrity	selebriti	joy	0.342
rhythm	irama	joy	0.338
bridesmaid	pengiring pengantin perempuan	joy	0.338
snowday	hari bersalji	joy	0.333
young	muda	joy	0.333
coffee	kopi	joy	0.333
edification	pembaharuan	joy	0.333
obliging	mewajibkan	joy	0.333
renovation	pengubahsuaian	joy	0.333
familiarity	kebiasaan	joy	0.333
garden	taman	joy	0.333
spa	spa	joy	0.333
dawn	subuh	joy	0.333
connoisseur	peniaga	joy	0.333
partner	rakan kongsi	joy	0.333
gazing	merenung	joy	0.333
foodie	foodie	joy	0.331
synchronize	menyegerakkan	joy	0.329
tribulation	kesusahan	joy	0.328
healing	penyembuhan	joy	0.328
saint	saint	joy	0.328
chirping	kicauan	joy	0.328
hobby	hobi	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	carol	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	mazmur	joy	0.328
pedicure	pedikur	joy	0.328
amnesty	pengampunan	joy	0.328
respite	berehat	joy	0.324
mellow	mellow	joy	0.318
lazyday	NO TRANSLATION	joy	0.318
recreational	rekreasi	joy	0.318
restorative	pemulihan	joy	0.318
cousins	sepupu	joy	0.318
classics	klasik	joy	0.318
reconciliation	perdamaian	joy	0.316
dove	merpati	joy	0.312
living	hidup	joy	0.312
presto	presto	joy	0.312
crafts	kraf	joy	0.312
recovery	pemulihan	joy	0.312
woods	hutan	joy	0.312
sunset	matahari terbenam	joy	0.312
fitness	kecergasan	joy	0.312
playhouse	playhouse	joy	0.312
superman	superman	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	kebijaksanaan	joy	0.312
deal	berurusan	joy	0.312
simplify	memudahkan	joy	0.312
lord	Tuan	joy	0.312
sterling	sterling	joy	0.312
progression	kemajuan	joy	0.312
relight	ketenangan	joy	0.312
pony	kuda kuda	joy	0.312
infant	bayi	joy	0.309
improvement	penambahbaikan	joy	0.309
absolution	absolution	joy	0.306
gently	perlahan-lahan	joy	0.303
established	ditubuhkan	joy	0.303
honest	jujur	joy	0.303
decorating	menghias	joy	0.303
endless	tidak berkesudahan	joy	0.303
banquet	jamuan	joy	0.303
providing	menyediakan	joy	0.300
mine	lombong	joy	0.297
fraternal	persaudaraan	joy	0.297
notable	ketara	joy	0.297
feat	feat	joy	0.297
harvest	tuaian	joy	0.297
quaint	aneh	joy	0.297
softly	lembut	joy	0.297
spiritual	rohani	joy	0.297
morals	moral	joy	0.297
lounging	berehat	joy	0.297
light	cahaya	joy	0.297
breeze	angin	joy	0.297
strolling	berjalan-jalan	joy	0.297
spending	perbelanjaan	joy	0.297
meditating	bermeditasi	joy	0.297
joker	joker	joy	0.297
yearning	kerinduan	joy	0.297
growth	pertumbuhan	joy	0.297
fervor	semangat	joy	0.295
quotes	sebut harga	joy	0.294
volunteer	sukarelawan	joy	0.294
psalms	mazmur	joy	0.288
hippie	hippie	joy	0.288
gain	keuntungan	joy	0.288
taoism	taoisme	joy	0.288
midwife	bidan	joy	0.288
resources	sumber	joy	0.288
create	buat	joy	0.288
receiving	menerima	joy	0.287
ocean	laut	joy	0.286
snowfall	salji	joy	0.286
lsd	lsd	joy	0.286
hiking	mendaki	joy	0.283
chill	sejuk	joy	0.281
truce	gencatan senjata	joy	0.281
infinity	tak terhingga	joy	0.281
toast	toast	joy	0.281
destination	destinasi	joy	0.281
buddhist	buddhist	joy	0.281
rested	berehat	joy	0.281
candid	terang	joy	0.281
evergreen	malar hijau	joy	0.281
unwind	berehatlah	joy	0.281
buzzing	berdengung	joy	0.281
venerable	dihormati	joy	0.279
balance	seimbang	joy	0.275
retirement	bersara	joy	0.275
compensate	mengimbangi	joy	0.273
swim	berenang	joy	0.273
drinks	minuman	joy	0.273
devout	taat	joy	0.273
buddha	buddha	joy	0.273
rapt	rapt	joy	0.273
fireplace	perapian	joy	0.273
snowing	bersalji	joy	0.271
sublimation	pemejalwapan	joy	0.270
fruity	buah	joy	0.268
humility	kerendahan hati	joy	0.266
paragon	paragon	joy	0.266
ministry	kementerian	joy	0.266
sunday	Ahad	joy	0.266
salute	salut	joy	0.266
fortitude	ketabahan	joy	0.266
whim	sesuka hati	joy	0.266
sun	matahari	joy	0.266
sketching	lakaran	joy	0.266
waves	gelombang	joy	0.266
buddhism	buddisme	joy	0.266
cathedral	katedral	joy	0.266
yoga	yoga	joy	0.266
artwork	kerja seni	joy	0.265
practiced	diamalkan	joy	0.264
clean	bersih	joy	0.260
found	dijumpai	joy	0.258
fitting	pemasangan	joy	0.258
immerse	tenggelam	joy	0.258
running	berjalan	joy	0.258
clarity	kejelasan	joy	0.258
food	makanan	joy	0.258
exercise	senaman	joy	0.258
autumn	musim luruh	joy	0.254
ardent	bersemangat	joy	0.250
fit	patut	joy	0.250
mountain	gunung	joy	0.250
expedient	sihat	joy	0.250
diary	buku harian	joy	0.250
candles	lilin	joy	0.250
outdoors	di luar	joy	0.250
chilled	sejuk	joy	0.250
clap	bertepuk tangan	joy	0.250
contagious	berjangkit	joy	0.250
chirp	kicau	joy	0.250
morning	pagi	joy	0.250
visitor	pelawat	joy	0.250
hardy	kuat	joy	0.250
countryside	kawasan luar bandar	joy	0.250
undying	tidak berkesudahan	joy	0.250
football	bola sepak	joy	0.250
advocacy	advokasi	joy	0.250
demonstrative	demonstrasi	joy	0.250
cradle	buaian	joy	0.247
trance	berkhayal	joy	0.246
breakfast	sarapan pagi	joy	0.242
grow	berkembang	joy	0.242
pay	bayar	joy	0.242
preservative	pengawet	joy	0.242
intense	tegang	joy	0.242
supremacy	ketuanan	joy	0.242
church	gereja	joy	0.242
procession	perarakan	joy	0.242
consecration	penyucian	joy	0.235
lifetime	seumur hidup	joy	0.234
nursery	nurseri	joy	0.234
humbled	merendah diri	joy	0.234
vote	undi	joy	0.234
incense	kemenyan	joy	0.234
lyre	lirik	joy	0.234
candle	lilin	joy	0.234
snowy	bersalji	joy	0.234
doll	anak patung	joy	0.234
skiing	ski	joy	0.234
ordination	pentahbisan	joy	0.234
art	seni	joy	0.234
salary	gaji	joy	0.234
pastry	pastri	joy	0.229
firefly	kelip-kelip	joy	0.227
chilling	menyejukkan	joy	0.227
remedy	ubat	joy	0.227
rescue	menyelamat	joy	0.225
camping	berkhemah	joy	0.221
perspective	perspektif	joy	0.221
orchard	kebun buah	joy	0.221
orchestra	orkestra	joy	0.221
possess	mempunyai	joy	0.219
castle	istana	joy	0.219
lamb	kambing	joy	0.219
gardens	taman-taman	joy	0.219
breezy	berangin	joy	0.219
mucis	NO TRANSLATION	joy	0.212
bouttime	bouttime	joy	0.212
brisk	cepat	joy	0.212
countrymusic	NO TRANSLATION	joy	0.212
repay	membayar balik	joy	0.212
ribbon	riben	joy	0.212
pho	pho	joy	0.212
reggae	reggae	joy	0.212
raindrops	hujan lebat	joy	0.212
listneing	NO TRANSLATION	joy	0.212
teach	mengajar	joy	0.212
