word	Swahili-sw	emotion	emotion-intensity-score
sharing	kugawana	joy	0.439
esteem	heshima	joy	0.439
lyrical	sauti	joy	0.439
righteousness	haki	joy	0.439
share	kushiriki	joy	0.438
husband	mume	joy	0.438
life	maisha	joy	0.438
sonnet	sonnet	joy	0.438
relief	misaada	joy	0.438
unbeaten	unbeaten	joy	0.438
newday	siku mpya	joy	0.438
meditate	kutafakari	joy	0.438
mighty	mwenye nguvu	joy	0.438
eager	hamu	joy	0.438
strength	nguvu	joy	0.438
warm	joto	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	buddy	joy	0.427
oneness	umoja	joy	0.426
unsurpassed	haijapigwa	joy	0.424
ejaculation	kumwagika	joy	0.424
unconstrained	unconstrained	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	medali	joy	0.424
amen	amen	joy	0.424
candlelight	mshumaa	joy	0.424
reverence	heshima	joy	0.424
healthful	afya	joy	0.424
carols	carols	joy	0.424
sledding	sledding	joy	0.422
wealth	utajiri	joy	0.422
graduation	uhitimu	joy	0.422
frisky	frisky	joy	0.422
energy	nishati	joy	0.422
calmness	utulivu	joy	0.422
beginnings	mwanzo	joy	0.422
safe	salama	joy	0.422
musical	muziki	joy	0.422
symphony	symphony	joy	0.422
lml	lml	joy	0.422
glitter	pambo	joy	0.422
ease	urahisi	joy	0.422
helpful	husaidia	joy	0.422
soundness	uzuri	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	ahadi	joy	0.415
reunite	Unganisha tena	joy	0.414
salvation	wokovu	joy	0.412
mother	mama	joy	0.412
poems	mashairi	joy	0.412
inauguration	Uzinduzi	joy	0.409
immaculate	salama	joy	0.409
lighten	nuru	joy	0.409
aromatherapy	aromatherapy	joy	0.409
travel	kusafiri	joy	0.409
lavender	lavender	joy	0.409
purify	kusafisha	joy	0.409
clown	clown	joy	0.409
star	nyota	joy	0.406
cash	fedha	joy	0.406
heal	kuponya	joy	0.406
completing	kukamilisha	joy	0.406
companion	rafiki	joy	0.406
live	kuishi	joy	0.406
flowers	maua	joy	0.406
wishing	wanaotaka	joy	0.406
charity	upendo	joy	0.406
opportune	nzuri	joy	0.406
income	mapato	joy	0.403
soul	nafsi	joy	0.401
munchies	munchies	joy	0.400
indescribable	haiwezekani	joy	0.397
progress	maendeleo	joy	0.397
emancipation	ukombozi	joy	0.397
christian	Kikristo	joy	0.397
hammock	hammock	joy	0.394
together	pamoja	joy	0.394
equality	usawa	joy	0.394
fullness	ukamilifu	joy	0.394
picnic	picnic	joy	0.394
calm	utulivu	joy	0.394
childhood	utoto	joy	0.394
rhythmical	rhythmical	joy	0.394
movies	sinema	joy	0.393
zealous	bidii	joy	0.393
littlethings	mambo madogo	joy	0.391
humanity	ubinadamu	joy	0.391
starry	nyota	joy	0.391
playground	uwanja wa michezo	joy	0.391
adventures	adventures	joy	0.391
meaningful	maana	joy	0.391
choir	chora	joy	0.391
affluence	ustawi	joy	0.391
warms	hupendeza	joy	0.391
goofy	goofy	joy	0.391
auspicious	unuspicious	joy	0.391
gesture	ishara	joy	0.387
vow	nadhiri	joy	0.382
shopping	ununuzi	joy	0.382
witty	wachawi	joy	0.382
communion	ushirika	joy	0.379
vibes	vibes	joy	0.379
worship	ibada	joy	0.379
jump	kuruka	joy	0.379
reverend	Mchungaji	joy	0.377
advance	kuendeleza	joy	0.375
beaches	mabwawa	joy	0.375
youth	vijana	joy	0.375
spirits	roho	joy	0.375
simplicity	unyenyekevu	joy	0.375
full	kamili	joy	0.375
rising	kupanda	joy	0.375
hymn	nyimbo	joy	0.375
unique	kipekee	joy	0.375
redeemed	alikombolewa	joy	0.375
scenic	mazuri	joy	0.375
mirth	furaha	joy	0.375
courtship	uvunjaji	joy	0.375
experience	uzoefu	joy	0.375
reunion	reunion	joy	0.375
sonorous	sonorous	joy	0.375
unforgettable	si rahisi	joy	0.375
baptismal	ubatizo	joy	0.368
alliance	Muungano	joy	0.368
grant	ruzuku	joy	0.366
conciliation	upatanisho	joy	0.364
moonlight	moonlight	joy	0.364
sanctification	utakaso	joy	0.364
improves	inaboresha	joy	0.364
improve	kuboresha	joy	0.364
pure	safi	joy	0.364
authentic	halisi	joy	0.364
kitten	kitten	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	raspberries	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	uaminifu	joy	0.359
feeling	hisia	joy	0.359
devotional	ibada	joy	0.359
proficiency	ustadi	joy	0.359
tinsel	batili	joy	0.359
revival	uamsho	joy	0.359
sanctify	takatifu	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	huru	joy	0.359
cocoa	kakao	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	dolphin	joy	0.348
choral	choral	joy	0.348
deliverance	ukombozi	joy	0.348
romp	romp	joy	0.348
roaring	kuomboleza	joy	0.348
melody	fimbo	joy	0.348
favor	neema	joy	0.348
unification	umoja	joy	0.348
exceed	wito	joy	0.348
purpose	kusudi	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	hakuna kazi	joy	0.344
voluptuous	voluptuous	joy	0.344
fruits	matunda	joy	0.344
thx	Asante	joy	0.344
newstart	kipindi cha upya	joy	0.344
manicure	manicure	joy	0.344
date	tarehe	joy	0.344
kiddos	kiddo	joy	0.344
roadtrip	barabara	joy	0.344
cookies	biskuti	joy	0.344
hedonism	hedonism	joy	0.344
humble	wanyenyekevu	joy	0.344
electric	umeme	joy	0.344
pledge	ahadi	joy	0.344
celebrity	mtu Mashuhuri	joy	0.342
rhythm	rhythm	joy	0.338
bridesmaid	bridesmaid	joy	0.338
snowday	theluji	joy	0.333
young	vijana	joy	0.333
coffee	kahawa	joy	0.333
edification	kujenga	joy	0.333
obliging	inavyotakiwa	joy	0.333
renovation	ukarabati	joy	0.333
familiarity	ujuzi	joy	0.333
garden	bustani	joy	0.333
spa	spa	joy	0.333
dawn	alfajiri	joy	0.333
connoisseur	mvumbuzi	joy	0.333
partner	mpenzi	joy	0.333
gazing	kuangalia	joy	0.333
foodie	foodie	joy	0.331
synchronize	onanisha	joy	0.329
tribulation	dhiki	joy	0.328
healing	kuponya	joy	0.328
saint	mtakatifu	joy	0.328
chirping	kupiga	joy	0.328
hobby	hobby	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	carol	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	Zaburi	joy	0.328
pedicure	pedicure	joy	0.328
amnesty	msamaha	joy	0.328
respite	heshima	joy	0.324
mellow	mshtuko	joy	0.318
lazyday	NO TRANSLATION	joy	0.318
recreational	burudani	joy	0.318
restorative	kurejesha	joy	0.318
cousins	binamu	joy	0.318
classics	classic	joy	0.318
reconciliation	upatanisho	joy	0.316
dove	njiwa	joy	0.312
living	wanaishi	joy	0.312
presto	presto	joy	0.312
crafts	ufundi	joy	0.312
recovery	kupona	joy	0.312
woods	mbao	joy	0.312
sunset	jua	joy	0.312
fitness	fitness	joy	0.312
playhouse	playhouse	joy	0.312
superman	superman	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	hekima	joy	0.312
deal	toa	joy	0.312
simplify	Rahisisha	joy	0.312
lord	bwana	joy	0.312
sterling	sterling	joy	0.312
progression	maendeleo	joy	0.312
relight	hutegemea	joy	0.312
pony	GPPony	joy	0.312
infant	watoto wachanga	joy	0.309
improvement	kuboresha	joy	0.309
absolution	upungufu	joy	0.306
gently	upole	joy	0.303
established	imara	joy	0.303
honest	waaminifu	joy	0.303
decorating	mapambo	joy	0.303
endless	kutokuwa na mwisho	joy	0.303
banquet	karamu	joy	0.303
providing	kutoa	joy	0.300
mine	mgodi	joy	0.297
fraternal	ndugu	joy	0.297
notable	inayojulikana	joy	0.297
feat	feat	joy	0.297
harvest	mavuno	joy	0.297
quaint	vyema	joy	0.297
softly	kwa upole	joy	0.297
spiritual	kiroho	joy	0.297
morals	maadili	joy	0.297
lounging	lounging	joy	0.297
light	mwanga	joy	0.297
breeze	hewa	joy	0.297
strolling	kutembea	joy	0.297
spending	matumizi	joy	0.297
meditating	kutafakari	joy	0.297
joker	joker	joy	0.297
yearning	unataka	joy	0.297
growth	ukuaji	joy	0.297
fervor	fervor	joy	0.295
quotes	quotes	joy	0.294
volunteer	kujitolea	joy	0.294
psalms	Zaburi	joy	0.288
hippie	hippie	joy	0.288
gain	kupata	joy	0.288
taoism	taoism	joy	0.288
midwife	mkunga	joy	0.288
resources	rasilimali	joy	0.288
create	kuunda	joy	0.288
receiving	kupokea	joy	0.287
ocean	Bahari	joy	0.286
snowfall	Snowfall	joy	0.286
lsd	lsd	joy	0.286
hiking	kutembea	joy	0.283
chill	tamaa	joy	0.281
truce	truce	joy	0.281
infinity	infinity	joy	0.281
toast	toast	joy	0.281
destination	marudio	joy	0.281
buddhist	buddhist	joy	0.281
rested	ilipumzika	joy	0.281
candid	mgombea	joy	0.281
evergreen	kijani	joy	0.281
unwind	unwind	joy	0.281
buzzing	buzzing	joy	0.281
venerable	kuheshimiwa	joy	0.279
balance	usawa	joy	0.275
retirement	kustaafu	joy	0.275
compensate	fidia	joy	0.273
swim	kuogelea	joy	0.273
drinks	Vinywaji	joy	0.273
devout	mwaminifu	joy	0.273
buddha	buddha	joy	0.273
rapt	rapt	joy	0.273
fireplace	mahali pa moto	joy	0.273
snowing	theluji	joy	0.271
sublimation	upungufu	joy	0.270
fruity	fruity	joy	0.268
humility	unyenyekevu	joy	0.266
paragon	paragon	joy	0.266
ministry	huduma	joy	0.266
sunday	jua	joy	0.266
salute	Salamu	joy	0.266
fortitude	ujasiri	joy	0.266
whim	whim	joy	0.266
sun	jua	joy	0.266
sketching	sketching	joy	0.266
waves	mawimbi	joy	0.266
buddhism	buddhism	joy	0.266
cathedral	kanisa kuu	joy	0.266
yoga	yoga	joy	0.266
artwork	mchoro	joy	0.265
practiced	walifanya	joy	0.264
clean	safi	joy	0.260
found	kupatikana	joy	0.258
fitting	kufaa	joy	0.258
immerse	kuzama	joy	0.258
running	Kimbia	joy	0.258
clarity	uwazi	joy	0.258
food	chakula	joy	0.258
exercise	zoezi	joy	0.258
autumn	vuli	joy	0.254
ardent	nguvu	joy	0.250
fit	inafaa	joy	0.250
mountain	mlima	joy	0.250
expedient	inafaa	joy	0.250
diary	diary	joy	0.250
candles	mishumaa	joy	0.250
outdoors	nje	joy	0.250
chilled	zimehifadhiwa	joy	0.250
clap	piga	joy	0.250
contagious	kuambukiza	joy	0.250
chirp	piga	joy	0.250
morning	asubuhi	joy	0.250
visitor	mgeni	joy	0.250
hardy	vigumu	joy	0.250
countryside	mashambani	joy	0.250
undying	bila kujifanya	joy	0.250
football	soka	joy	0.250
advocacy	utetezi	joy	0.250
demonstrative	kuonyesha	joy	0.250
cradle	utoto	joy	0.247
trance	trance	joy	0.246
breakfast	kifungua kinywa	joy	0.242
grow	kukua	joy	0.242
pay	kulipa	joy	0.242
preservative	kihifadhi	joy	0.242
intense	makali	joy	0.242
supremacy	ukuu	joy	0.242
church	kanisa	joy	0.242
procession	maandamano	joy	0.242
consecration	utakaso	joy	0.235
lifetime	maisha	joy	0.234
nursery	kitalu	joy	0.234
humbled	imeshushwa	joy	0.234
vote	kupiga kura	joy	0.234
incense	uvumba	joy	0.234
lyre	sauti	joy	0.234
candle	mshumaa	joy	0.234
snowy	theluji	joy	0.234
doll	dola	joy	0.234
skiing	Skiing	joy	0.234
ordination	upatanisho	joy	0.234
art	sanaa	joy	0.234
salary	mshahara	joy	0.234
pastry	mchuzi	joy	0.229
firefly	kivuli	joy	0.227
chilling	kuchia	joy	0.227
remedy	dawa	joy	0.227
rescue	kuokoa	joy	0.225
camping	kambi	joy	0.221
perspective	mtazamo	joy	0.221
orchard	bustani	joy	0.221
orchestra	orchestra	joy	0.221
possess	wamiliki	joy	0.219
castle	ngome	joy	0.219
lamb	kondoo	joy	0.219
gardens	bustani	joy	0.219
breezy	hupendeza	joy	0.219
mucis	NO TRANSLATION	joy	0.212
bouttime	bouttime	joy	0.212
brisk	hupasuka	joy	0.212
countrymusic	NO TRANSLATION	joy	0.212
repay	kulipa	joy	0.212
ribbon	Ribbon	joy	0.212
pho	pho	joy	0.212
reggae	reggae	joy	0.212
raindrops	raindrops	joy	0.212
listneing	NO TRANSLATION	joy	0.212
teach	kufundisha	joy	0.212
nap	nap	joy	0.206
stillness	utulivu	joy	0.203
chant	mimba	joy	0.203
hire	kukodisha	joy	0.203
vernal	vernal	joy	0.203
cove	cove	joy	0.203
uncontrollable	bila kudhibiti	joy	0.203
legalized	imehalalishwa	joy	0.203
unexpected	zisizotarajiwa	joy	0.203
lights	taa	joy	0.203
save	salama	joy	0.200
atone	atone	joy	0.197
trees	miti	joy	0.197
pastor	mchungaji	joy	0.197
symmetry	ulinganifu	joy	0.197
oneday	NO TRANSLATION	joy	0.197
scripture	maandiko	joy	0.196
mountains	milima	joy	0.194
pathway	njia	joy	0.188
walking	kutembea	joy	0.188
craziness	uvivu	joy	0.188
soppy	soppy	joy	0.188
tea	chai	joy	0.188
quiet	utulivu	joy	0.188
forefathers	mababu	joy	0.188
liquor	pombe	joy	0.188
custom	desturi	joy	0.188
whiteness	uwazi	joy	0.188
sympathetic	huruma	joy	0.188
patient	subira	joy	0.186
dollhouse	dollhouse	joy	0.182
bath	kuoga	joy	0.182
score	alama	joy	0.182
movingon	kuendelea	joy	0.182
supporter	msaidizi	joy	0.180
accompaniment	kuambatana	joy	0.179
pursuit	kutekeleza	joy	0.176
outburst	kupasuka	joy	0.176
frosty	baridi	joy	0.174
workout	Fanya mazoezi	joy	0.172
closure	kufungwa	joy	0.172
luncheon	chakula cha mchana	joy	0.172
service	huduma	joy	0.172
wintery	ushindi	joy	0.172
wages	mshahara	joy	0.169
civilized	ustaarabu	joy	0.169
fain	NO TRANSLATION	joy	0.167
december	desemba	joy	0.167
acrobat	acrobat	joy	0.162
glide	glide	joy	0.162
finally	hatimaye	joy	0.157
reproductive	uzazi	joy	0.156
elf	elf	joy	0.156
organization	shirika	joy	0.156
stroll	stroll	joy	0.156
peppermint	peppermint	joy	0.156
break	kuvunja	joy	0.156
chai	chai	joy	0.156
obtainable	inapatikana	joy	0.156
bathtub	bafu	joy	0.156
advent	kuja	joy	0.152
scifi	scifi	joy	0.152
balm	balm	joy	0.152
measured	kipimo	joy	0.152
spaniel	spaniel	joy	0.145
tan	tani	joy	0.141
ditty	tete	joy	0.141
bubble	Bubble	joy	0.141
simple	rahisi	joy	0.141
oils	mafuta	joy	0.141
beer	bia	joy	0.141
green	kijani	joy	0.137
buss	buss	joy	0.136
books	vitabu	joy	0.136
makingdisciples	NO TRANSLATION	joy	0.136
chow	chow	joy	0.135
pitter	shimo	joy	0.134
flows	inapita	joy	0.130
silence	kimya	joy	0.127
roadster	roadster	joy	0.125
solitude	unyenyekevu	joy	0.125
bookstore	kitabu cha vitabu	joy	0.125
wine	mvinyo	joy	0.125
circumstances	hali	joy	0.125
japan	japani	joy	0.121
soak	soak	joy	0.121
wilderness	Nyika	joy	0.121
priesthood	ukuhani	joy	0.121
critical	muhimu	joy	0.116
neutral	neutral	joy	0.114
untie	Fungua	joy	0.109
hunting	uwindaji	joy	0.109
opera	opera	joy	0.109
weight	uzito	joy	0.109
white	nyeupe	joy	0.109
sand	mchanga	joy	0.109
wind	upepo	joy	0.109
labor	kazi	joy	0.106
classical	classical	joy	0.106
affliction	taabu	joy	0.103
lake	Ziwa	joy	0.103
organ	chombo	joy	0.094
dwelling	kuishi	joy	0.094
tree	mti	joy	0.090
pond	bwawa	joy	0.089
marrow	marrow	joy	0.078
latte	latte	joy	0.078
sipping	kupiga	joy	0.076
benign	benign	joy	0.074
majority	wengi	joy	0.073
leaf	jani	joy	0.065
troubles	matatizo	joy	0.062
basketball	mpira wa kikapu	joy	0.062
explosions	milipuko	joy	0.061
cream	cream	joy	0.061
shepherd	mchungaji	joy	0.058
tuesday	Jumanne	joy	0.047
turbulence	turbulence	joy	0.045
calf	ndama	joy	0.040
hardship	shida	joy	0.031
sixty	sitini	joy	0.016
unhappiness	furaha	joy	0.016
heartbreaking	kuumiza moyo	sadness	0.969
mourning	kilio	sadness	0.969
tragic	jambo baya	sadness	0.961
holocaust	holocaust	sadness	0.953
suicidal	kujiua	sadness	0.941
misery	taabu	sadness	0.938
massacre	mauaji	sadness	0.931
euthanasia	euthanasia	sadness	0.927
depression	huzuni	sadness	0.925
bereavement	kufariki	sadness	0.922
grieving	huzuni	sadness	0.922
fatal	mbaya	sadness	0.922
bereaved	amekufa	sadness	0.920
devastation	uharibifu	sadness	0.917
death	kifo	sadness	0.915
devastated	iliyoharibiwa	sadness	0.912
suicide	kujiua	sadness	0.912
catastrophe	janga	sadness	0.911
horrifying	hofu	sadness	0.907
tragedy	janga	sadness	0.906
depressing	huzuni	sadness	0.906
died	alikufa	sadness	0.906
anguish	maumivu	sadness	0.902
agony	uchungu	sadness	0.900
deadly	mauti	sadness	0.898
weeping	kilio	sadness	0.896
stillbirth	kuzaliwa	sadness	0.891
deceased	amekufa	sadness	0.891
murderer	mwuaji	sadness	0.877
devastating	uharibifu	sadness	0.875
rape	kubaka	sadness	0.875
cancer	kansa	sadness	0.875
dying	kufa	sadness	0.875
sadness	huzuni	sadness	0.864
morbidity	maradhi	sadness	0.864
crucifixion	kusulubiwa	sadness	0.859
grief	majonzi	sadness	0.859
depressed	wamesimama	sadness	0.859
traumatic	mshtuko	sadness	0.859
atrocity	atrocity	sadness	0.859
execution	utekelezaji	sadness	0.859
abandonment	kuacha	sadness	0.859
perish	kupotea	sadness	0.859
cadaver	mchezaji	sadness	0.853
treachery	uongo	sadness	0.848
betrayed	alisalitiwa	sadness	0.848
sad	huzuni	sadness	0.844
destroyed	kuharibiwa	sadness	0.844
miserable	huzuni	sadness	0.844
persecution	mateso	sadness	0.844
funeral	mazishi	sadness	0.844
slaughtering	kuua	sadness	0.844
horrific	kutisha	sadness	0.844
homicide	kujiua	sadness	0.844
hopelessness	kutokuwa na tamaa	sadness	0.844
grieve	huzuni	sadness	0.844
sorrow	huzuni	sadness	0.844
suffering	mateso	sadness	0.844
murderous	wauaji	sadness	0.844
unhappiness	furaha	sadness	0.839
crippled	mlemavu	sadness	0.836
bloodshed	kupoteza damu	sadness	0.836
pained	aliumiza	sadness	0.833
manslaughter	mchinjaji	sadness	0.833
carnage	mauaji	sadness	0.833
unbearable	hawezi kusamehe	sadness	0.830
stillborn	aliyezaliwa	sadness	0.830
slavery	utumwa	sadness	0.828
torment	mateso	sadness	0.828
sickness	ugonjwa	sadness	0.828
enslaved	watumwa	sadness	0.828
casualty	majeruhi	sadness	0.828
morbid	kuchukiza	sadness	0.828
murder	mauaji	sadness	0.828
mourn	kiomboleza	sadness	0.828
helplessness	udhaifu	sadness	0.828
annihilation	kuangamiza	sadness	0.828
abandoned	kutelekezwa	sadness	0.828
horrors	hofu	sadness	0.828
mutilation	uharibifu	sadness	0.828
annihilated	kuharibiwa	sadness	0.828
miscarriage	kupoteza mimba	sadness	0.824
starvation	njaa	sadness	0.819
killing	kuua	sadness	0.812
failure	kushindwa	sadness	0.812
famine	njaa	sadness	0.812
distraught	huzuni	sadness	0.812
childloss	NO TRANSLATION	sadness	0.812
burial	kuzika	sadness	0.812
disgrace	aibu	sadness	0.812
cruelty	ukatili	sadness	0.812
despair	tamaa	sadness	0.812
saddens	saddens	sadness	0.812
oppression	ukandamizaji	sadness	0.812
sadly	kwa kusikitisha	sadness	0.812
mournful	wanaomboleza	sadness	0.812
terrorism	ugaidi	sadness	0.812
heartache	maumivu ya moyo	sadness	0.812
bloody	damu	sadness	0.806
perishing	kuharibika	sadness	0.804
inhumanity	ubinadamu	sadness	0.804
malignancy	malignancy	sadness	0.803
mortification	kupigwa	sadness	0.802
sarcoma	sarcoma	sadness	0.797
lifeless	haipo	sadness	0.797
perished	waliangamia	sadness	0.797
dreadful	hofu	sadness	0.797
devastate	kuharibu	sadness	0.797
dreadfully	dreadfully	sadness	0.797
gallows	mti	sadness	0.797
lethal	hatari	sadness	0.797
desolation	ukiwa	sadness	0.797
kill	kuua	sadness	0.797
slave	mtumwa	sadness	0.797
mortuary	mortuary	sadness	0.797
assassination	mauaji	sadness	0.797
leukemia	leukemia	sadness	0.797
brokenheart	NO TRANSLATION	sadness	0.792
banishment	kupigwa marufuku	sadness	0.790
afflict	shida	sadness	0.789
disheartened	wamevunjika moyo	sadness	0.788
bury	piga	sadness	0.781
crying	kilio	sadness	0.781
tumour	tumor	sadness	0.781
heartbreak	kuvunjika moyo	sadness	0.781
desecration	uharibifu	sadness	0.781
demoralized	kuharibiwa	sadness	0.781
terrorize	kutisha	sadness	0.781
die	NO TRANSLATION	sadness	0.773
lynch	lynch	sadness	0.773
sufferer	mgonjwa	sadness	0.770
loneliness	upweke	sadness	0.766
cemetery	makaburi	sadness	0.766
destitute	ni maskini	sadness	0.766
torture	mateso	sadness	0.766
abortion	utoaji mimba	sadness	0.766
diseased	wagonjwa	sadness	0.766
condolence	condolence	sadness	0.766
fatality	mafuta	sadness	0.766
dismemberment	uharibifu	sadness	0.766
doomed	kuteswa	sadness	0.766
fearful	hofu	sadness	0.766
slayer	mwuaji	sadness	0.766
painfully	kwa maumivu	sadness	0.758
moribund	kupungua	sadness	0.758
disaster	janga	sadness	0.758
depress	tamaa	sadness	0.755
condemnation	hukumu	sadness	0.754
desperation	kukata tamaa	sadness	0.750
hemorrhage	uharibifu wa damu	sadness	0.750
unhappy	furaha	sadness	0.750
pandemic	janga	sadness	0.750
corpse	maiti	sadness	0.750
depressive	huzuni	sadness	0.750
deplorable	huzuni	sadness	0.750
defeated	kushindwa	sadness	0.750
doomsday	doomsday	sadness	0.750
cry	kilio	sadness	0.750
victimized	walioathirika	sadness	0.750
obliteration	uharibifu	sadness	0.750
damnation	uharibifu	sadness	0.750
guilt	hatia	sadness	0.750
sickening	ugonjwa	sadness	0.750
terrorist	kigaidi	sadness	0.750
sorrowful	huzuni	sadness	0.750
incest	mshirika	sadness	0.750
painful	chungu	sadness	0.750
abduction	kukatwa	sadness	0.750
regretful	huzuni	sadness	0.750
unfairness	haki	sadness	0.745
molestation	unyanyasaji	sadness	0.744
exile	uhamisho	sadness	0.742
abysmal	uharibifu	sadness	0.742
hellish	hellish	sadness	0.738
exterminate	kuangamiza	sadness	0.736
earthquake	tetemeko la ardhi	sadness	0.734
betrayal	usaliti	sadness	0.734
orphan	yatima	sadness	0.734
slaughter	kuchinjwa	sadness	0.734
disgraced	aibu	sadness	0.734
battered	ilipigwa	sadness	0.734
assassin	assassin	sadness	0.734
horrid	tamaa	sadness	0.734
miserably	kwa kusikitisha	sadness	0.734
lonesome	lonesome	sadness	0.734
morgue	morgue	sadness	0.734
disastrous	maafa	sadness	0.734
warfare	vita	sadness	0.734
destroying	kuharibu	sadness	0.734
homeless	wasio na makazi	sadness	0.734
listless	haijulikani	sadness	0.729
unfortunately	kwa bahati mbaya	sadness	0.727
grave	kaburi	sadness	0.727
emptiness	udhaifu	sadness	0.727
alienated	kuachana	sadness	0.727
fraught	vibaya	sadness	0.722
emaciated	emaciated	sadness	0.719
malicious	malicious	sadness	0.719
atrophy	atrophy	sadness	0.719
cripple	jeraha	sadness	0.719
ashamed	aibu	sadness	0.719
leprosy	ukoma	sadness	0.719
violently	kwa ukali	sadness	0.719
disheartening	kuharibu	sadness	0.719
cried	kelele	sadness	0.719
woe	ole	sadness	0.719
horror	hofu	sadness	0.719
heartless	wasio na moyo	sadness	0.719
forsaken	imesalia	sadness	0.719
paralysis	kupooza	sadness	0.719
missing	haipo	sadness	0.719
danger	hatari	sadness	0.719
pain	maumivu	sadness	0.719
demise	kufariki	sadness	0.717
disgruntled	walivunjika moyo	sadness	0.712
rejected	imekataliwa	sadness	0.712
sickly	mgonjwa	sadness	0.712
violence	vurugu	sadness	0.712
torn	kupasuka	sadness	0.710
calamity	msiba	sadness	0.709
grim	mbaya	sadness	0.708
grievous	kibaya	sadness	0.704
disfigured	imefutwa	sadness	0.703
punishing	kuadhibu	sadness	0.703
extinct	haitofu	sadness	0.703
meltdown	kuyeyuka	sadness	0.703
oppressor	mnyanyasaji	sadness	0.703
deformed	wameharibika	sadness	0.703
slaughterhouse	kuchinjwa	sadness	0.703
humiliate	dharau	sadness	0.703
inhuman	si ya kibinadamu	sadness	0.703
decomposition	uharibifu	sadness	0.703
suffocating	kutosha	sadness	0.703
hearse	mkutano	sadness	0.703
incurable	haiwezekani	sadness	0.703
buried	kuzikwa	sadness	0.703
paralyzed	walipooza	sadness	0.703
carcinoma	carcinoma	sadness	0.703
deformity	ulemavu	sadness	0.703
crushed	aliwaangamiza	sadness	0.703
isolate	kujitenga	sadness	0.703
tearful	machozi	sadness	0.703
abandon	kuacha	sadness	0.703
obit	obit	sadness	0.703
strangle	tamaa	sadness	0.703
victim	mwathirika	sadness	0.703
isolation	kutengwa	sadness	0.703
lifesucks	vilima	sadness	0.700
hell	Jahannamu	sadness	0.700
ruinous	uharibifu	sadness	0.698
widow	mjane	sadness	0.697
banish	kupiga marufuku	sadness	0.697
accursed	alilaaniwa	sadness	0.697
ruined	kuharibiwa	sadness	0.697
vanished	ilipotea	sadness	0.695
displaced	walihamishwa	sadness	0.691
poverty	umasikini	sadness	0.690
hospice	hospice	sadness	0.688
insanity	upungufu	sadness	0.688
depraved	kupoteza	sadness	0.688
shooting	risasi	sadness	0.688
stab	kupiga	sadness	0.688
pathetic	pathetic	sadness	0.688
foreveralone	Daima pekee	sadness	0.688
dementia	ugonjwa wa shida ya akili	sadness	0.688
travesty	uvunjaji	sadness	0.688
nohope	NO TRANSLATION	sadness	0.688
infidelity	uaminifu	sadness	0.688
