word	Tamil-ta	emotion	emotion-intensity-score
laurels	கெளரவம்	joy	0.521
commendable	பாராட்டும்படி	joy	0.519
powerful	சக்திவாய்ந்த	joy	0.516
silly	வேடிக்கையான	joy	0.516
zest	அனுபவம்	joy	0.516
presents	பரிசுகளை	joy	0.516
succeed	வெற்றி	joy	0.516
jingle	ஜிங்கள்	joy	0.516
remarkable	குறிப்பிடத்தக்க	joy	0.516
greeted	வரவேற்றனர்	joy	0.516
brotherly	சகோதரப்	joy	0.516
pride	பெருமை	joy	0.516
strengthening	வலுவடைவதால்	joy	0.516
aspire	ஆஸ்பியர்	joy	0.516
abundant	ஏராளமாக	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	பிரகாசத்துடன்	joy	0.516
almighty	எல்லாம் வல்ல	joy	0.516
fancy	ஆடம்பரமான	joy	0.516
zen	ஜென்	joy	0.515
coronation	முடிசூட்டு	joy	0.515
kudos	பெருமையையும்	joy	0.515
vivid	தெளிவான	joy	0.515
leisure	ஓய்வு	joy	0.515
complete	முழு	joy	0.515
cutie	அழகா	joy	0.515
newme	newme	joy	0.515
familytime	குடும்பத்திற்கான நேரம்	joy	0.515
animated	அனிமேஷன்	joy	0.515
spirit	ஆவி	joy	0.515
thanking	நன்றி	joy	0.515
kid	குழந்தை	joy	0.515
shining	பிரகாசிக்கும்	joy	0.515
payday	காவலன்	joy	0.515
princely	சுதேச	joy	0.515
reunited	மீண்டும் இணைந்தனர்	joy	0.515
therapeutic	சிகிச்சை	joy	0.515
comfort	ஆறுதல்	joy	0.515
godly	தெய்வீக	joy	0.514
marriage	திருமணம்	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	உறவு	joy	0.514
spouse	மனைவி	joy	0.507
intimately	நெருக்கமாகத்	joy	0.507
accomplish	சாதிக்க	joy	0.500
excel	எக்சல்	joy	0.500
inviting	அழைப்பு	joy	0.500
meritorious	மெச்சத்தக்க	joy	0.500
diamond	வைர	joy	0.500
nature	இயற்கை	joy	0.500
dignity	கண்ணியம்	joy	0.500
family	குடும்ப	joy	0.500
soulful	ஆத்மார்த்தமான	joy	0.500
charitable	தொண்டு	joy	0.500
encourage	ஊக்குவிக்க	joy	0.500
friends	நண்பர்கள்	joy	0.500
satisfied	திருப்தி	joy	0.500
welcoming	வரவேற்பு	joy	0.500
healthy	ஆரோக்கியமான	joy	0.500
surreal	கனவு	joy	0.500
refreshed	புதுப்பிக்கப்படும்	joy	0.500
beach	கடற்கரை	joy	0.500
motherhood	தாய்மை	joy	0.500
respect	மரியாதை	joy	0.500
gem	மாணிக்கம்	joy	0.500
erotic	சிற்றின்ப	joy	0.500
visionary	தொலைநோக்கு	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	அடைய	joy	0.500
christ	கிறிஸ்து	joy	0.500
memorable	மறக்கமுடியாத	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	குழந்தை	joy	0.500
purr	Purr	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	உண்மைத்தன்மையை	joy	0.500
bloom	மலர்ந்து	joy	0.500
carefree	கவலையற்ற	joy	0.500
aura	ஒளி	joy	0.493
health	சுகாதார	joy	0.493
liberty	சுதந்திரம்	joy	0.486
approved	ஒப்புதல்	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	சோலையாக	joy	0.486
rapture	பேரானந்தம்	joy	0.485
engaging	ஈடுபாட்டை	joy	0.485
crowning	மணிமகுட	joy	0.485
aspiration	ஆர்வத்தையும்	joy	0.485
prestige	கெளரவம்	joy	0.485
crescendo	உச்சத்தை	joy	0.485
gentle	மென்மையான	joy	0.485
liberate	விடுவித்து	joy	0.485
betrothed	திருமணம் நிச்சயமாகிறது	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	தாராளம்	joy	0.485
privileged	சலுகை	joy	0.485
loyal	விசுவாசமான	joy	0.485
inseparable	பிரிக்க	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	செல்வாக்கு மிக்க	joy	0.484
trophy	கோப்பையை	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	அதிர்ஷ்டம்	joy	0.484
creativity	படைப்பாற்றல்	joy	0.484
destiny	விதி	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	விஞ்சிய	joy	0.484
bouquet	செண்டு	joy	0.484
chocolate	சாக்லேட்	joy	0.484
aloha	அலோகா	joy	0.484
yummy	அற்புதம்	joy	0.484
dream	கனவு	joy	0.484
desire	ஆசை	joy	0.484
boyfriend	காதலன்	joy	0.480
commemoration	நினைவு	joy	0.479
intelligence	உளவுத்துறை	joy	0.477
readiness	தயார்	joy	0.473
friend	நண்பன்	joy	0.471
enthusiast	ஆர்வலர்	joy	0.471
bride	மணப்பெண்	joy	0.471
lush	செழிப்பான	joy	0.470
calming	அடக்கும்	joy	0.470
inheritance	பரம்பரை	joy	0.470
kiddo	குட்டிக்கு	joy	0.470
massage	மசாஜ்	joy	0.470
tickle	டிக்கிள்	joy	0.470
adventure	சாகச	joy	0.470
nostalgia	ஏக்கம்	joy	0.470
soothe	ஆற்றவும்	joy	0.470
goals	இலக்குகளை	joy	0.469
luster	காந்தி	joy	0.469
giving	கொடுத்து	joy	0.469
princess	இளவரசி	joy	0.469
heartily	முழு மனதுடன்	joy	0.469
benevolence	ஈகைக் குணம்	joy	0.469
nurture	வளர்த்தெடுப்பதே	joy	0.469
bridegroom	மாப்பிள்ளை	joy	0.469
eternal	நித்திய	joy	0.469
pray	பிரார்த்தனை	joy	0.469
getaway	வெளியே செல்வதை	joy	0.469
humanitarian	மனிதாபிமான	joy	0.469
bonding	பிணைப்பு	joy	0.469
rest	ஓய்வு	joy	0.469
amicable	நட்பு	joy	0.469
purring	purring	joy	0.469
pretty	அழகான	joy	0.469
child	குழந்தை	joy	0.466
salutary	உடல் நலம்	joy	0.465
invite	அழைக்க	joy	0.457
reminiscing	நிழலாடுவதைக்	joy	0.456
beam	பீம்	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	வெப்பமண்டல	joy	0.455
aesthetics	அழகியல்	joy	0.455
friday	வெள்ளி	joy	0.455
elevation	உயரத்தில்	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	விழா	joy	0.455
mindfulness	நெறிகள்	joy	0.455
hee	ஹீ	joy	0.455
kindred	இனத்தையும்	joy	0.455
scholarship	உதவித்தொகை	joy	0.455
befriend	நட்பாக	joy	0.455
commemorate	நினைவாக	joy	0.453
allure	மயக்கு	joy	0.453
faith	நம்பிக்கை	joy	0.453
forgiveness	மன்னிப்பு	joy	0.453
scenery	இயற்கைக்காட்சி	joy	0.453
vindication	நியாயநிரூபணம்	joy	0.453
waterfall	நீர்வீழ்ச்சி	joy	0.453
birth	பிறந்த	joy	0.453
noworries	noworries	joy	0.453
approve	ஒப்புதல்	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	பயணம்	joy	0.447
meditation	தியானம்	joy	0.446
relaxed	தளர்வான	joy	0.442
tranquil	அமைதியான	joy	0.441
weekend	வார	joy	0.441
present	தற்போது	joy	0.441
tender	ஒப்பந்தம்	joy	0.441
nostalgic	பழமையான நினைவை	joy	0.439
prayer	பிரார்த்தனை	joy	0.439
sharing	பகிர்ந்து	joy	0.439
esteem	மதிப்பு	joy	0.439
lyrical	பாடல் வரிகளின்	joy	0.439
righteousness	நீதியின்	joy	0.439
share	பகிர்	joy	0.438
husband	கணவர்	joy	0.438
life	வாழ்க்கை	joy	0.438
sonnet	செய்யுள்கள்	joy	0.438
relief	நிவாரண	joy	0.438
unbeaten	ஆட்டமிழக்காமல்	joy	0.438
newday	புதிய நாள்	joy	0.438
meditate	தியானம்	joy	0.438
mighty	வலிமைமிக்க	joy	0.438
eager	ஆர்வமாக	joy	0.438
strength	வலிமை	joy	0.438
warm	சூடான	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	நண்பா	joy	0.427
oneness	ஒருமையை	joy	0.426
unsurpassed	வரையற்ற	joy	0.424
ejaculation	விந்துவெளியேற்றல்	joy	0.424
unconstrained	அடக்காத	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	பதக்கம்	joy	0.424
amen	ஆமென்	joy	0.424
candlelight	மெழுகுவர்த்தி	joy	0.424
reverence	மரியாதை	joy	0.424
healthful	ஆரோக்கியமான	joy	0.424
carols	கரோல்களும்	joy	0.424
sledding	ஸ்லெட்டிங்	joy	0.422
wealth	செல்வம்	joy	0.422
graduation	பட்டம்	joy	0.422
frisky	frisky	joy	0.422
energy	ஆற்றல்	joy	0.422
calmness	அமைதியுடன்	joy	0.422
beginnings	தொடக்கங்கள்	joy	0.422
safe	பாதுகாப்பான	joy	0.422
musical	இசை	joy	0.422
symphony	சிம்பொனி	joy	0.422
lml	LML	joy	0.422
glitter	மினு	joy	0.422
ease	எளிதாக்க	joy	0.422
helpful	பயனுள்ளதாக	joy	0.422
soundness	வலுவான	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	வாக்குறுதி	joy	0.415
reunite	மீண்டும் இணைகின்றனர்	joy	0.414
salvation	இரட்சிப்பின்	joy	0.412
mother	தாய்	joy	0.412
poems	கவிதைகள்	joy	0.412
inauguration	திறப்புவிழா	joy	0.409
immaculate	மாசற்ற	joy	0.409
lighten	ஒளியேற்றப்	joy	0.409
aromatherapy	நறுமண	joy	0.409
travel	பயண	joy	0.409
lavender	லாவெண்டர்	joy	0.409
purify	சுத்திகரிக்கப்பட்ட	joy	0.409
clown	கோமாளி	joy	0.409
star	நட்சத்திர	joy	0.406
cash	பணம்	joy	0.406
heal	குணமடைய	joy	0.406
completing	முடித்த	joy	0.406
companion	துணை	joy	0.406
live	வாழ	joy	0.406
flowers	மலர்கள்	joy	0.406
wishing	விரும்பும்	joy	0.406
charity	தொண்டு	joy	0.406
opportune	உகந்த	joy	0.406
income	வருமானம்	joy	0.403
soul	ஆன்மா	joy	0.401
munchies	Munchies	joy	0.400
indescribable	விவரிக்க முடியாத	joy	0.397
progress	முன்னேற்றம்	joy	0.397
emancipation	விடுதலை	joy	0.397
christian	கிரிஸ்துவர்	joy	0.397
hammock	காம்பால்	joy	0.394
together	ஒன்றாக	joy	0.394
equality	சமத்துவம்	joy	0.394
fullness	முற்றாக	joy	0.394
picnic	சுற்றுலா	joy	0.394
calm	அமைதியாக	joy	0.394
childhood	குழந்தை பருவத்தில்	joy	0.394
rhythmical	ஒழுங்கிலும்	joy	0.394
movies	திரைப்படம்	joy	0.393
zealous	வைராக்கியமான	joy	0.393
littlethings	littlethings	joy	0.391
humanity	மனித	joy	0.391
starry	விண்மீன்கள்	joy	0.391
playground	விளையாட்டு மைதானத்தின்	joy	0.391
adventures	சாகசங்களை	joy	0.391
meaningful	அர்த்தமுள்ள	joy	0.391
choir	பாடகர்	joy	0.391
affluence	செழுமை	joy	0.391
warms	வெப்பமடைகையில்	joy	0.391
goofy	முட்டாள்தனமான	joy	0.391
auspicious	மங்களகரமான	joy	0.391
gesture	சைகை	joy	0.387
vow	சபதம்	joy	0.382
shopping	கடையில் பொருட்கள் வாங்குதல்	joy	0.382
witty	அறிவாற்ற்ல்	joy	0.382
communion	ஒற்றுமை	joy	0.379
vibes	அதிர்வுகளையும்	joy	0.379
worship	வழிபாடு	joy	0.379
jump	குதிக்க	joy	0.379
reverend	ரெவரண்ட்	joy	0.377
advance	முன்னெடுக்க	joy	0.375
beaches	கடற்கரைகள்	joy	0.375
youth	இளைஞர்கள்	joy	0.375
spirits	ஆவிகள்	joy	0.375
simplicity	எளிமை	joy	0.375
full	முழு	joy	0.375
rising	உயரும்	joy	0.375
hymn	பாடல்	joy	0.375
unique	தனிப்பட்ட	joy	0.375
redeemed	மீட்கப்பட்டது	joy	0.375
scenic	கண்ணுக்கினிய	joy	0.375
mirth	களிப்பு	joy	0.375
courtship	பெண்தேடிய	joy	0.375
experience	அனுபவம்	joy	0.375
reunion	ஒன்றிணைதல்	joy	0.375
sonorous	உரத்த	joy	0.375
unforgettable	மறக்க முடியாத	joy	0.375
baptismal	திருமுழுக்கு	joy	0.368
alliance	கூட்டணி	joy	0.368
grant	வழங்க	joy	0.366
conciliation	சமரசம்	joy	0.364
moonlight	நிலவொளியில்	joy	0.364
sanctification	புனிதத்துவத்திற்கு	joy	0.364
improves	அதிகரிக்கிறது	joy	0.364
improve	மேம்படுத்த	joy	0.364
pure	தூய	joy	0.364
authentic	உண்மையான	joy	0.364
kitten	பூனை குட்டி	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	ராஸ்பெர்ரி	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	நம்பக	joy	0.359
feeling	உணர்வு	joy	0.359
devotional	பக்தி	joy	0.359
proficiency	திறமை	joy	0.359
tinsel	ஜிகினா	joy	0.359
revival	மறுமலர்ச்சி	joy	0.359
sanctify	தூய்மைப்படுத்திக்	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	சுயாதீன	joy	0.359
cocoa	கோகோ	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	டால்பின்	joy	0.348
choral	கூட்டுப்பாடல்	joy	0.348
deliverance	விடுதலை	joy	0.348
romp	கும்மாளமடிக்கும்	joy	0.348
roaring	உறுமும்	joy	0.348
melody	மெல்லிசை	joy	0.348
favor	சாதகமாக	joy	0.348
