word	Albanian-sq	emotion	emotion-intensity-score
deliverance	çlirim	joy	0.348
romp	fitore e shpejtë	joy	0.348
roaring	i zhurmshëm	joy	0.348
melody	melodi	joy	0.348
favor	favor	joy	0.348
unification	bashkim	joy	0.348
exceed	tejkaloj	joy	0.348
purpose	qëllim	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	Asnjë punë	joy	0.344
voluptuous	argëtues	joy	0.344
fruits	fruta	joy	0.344
thx	flm	joy	0.344
newstart	Newstart	joy	0.344
manicure	manikyr	joy	0.344
date	data	joy	0.344
kiddos	kiddos	joy	0.344
roadtrip	Roadtrip	joy	0.344
cookies	biskota	joy	0.344
hedonism	hedonizëm	joy	0.344
humble	i përulur	joy	0.344
electric	elektrik	joy	0.344
pledge	premtim	joy	0.344
celebrity	njeri i famshëm	joy	0.342
rhythm	ritëm	joy	0.338
bridesmaid	shoqëruese e nuses	joy	0.338
snowday	Ditë me borë	joy	0.333
young	i ri	joy	0.333
coffee	kafe	joy	0.333
edification	ngritje morale	joy	0.333
obliging	i mirësjellshëm	joy	0.333
renovation	rinovim	joy	0.333
familiarity	intimitet	joy	0.333
garden	kopsht	joy	0.333
spa	spa	joy	0.333
dawn	agim	joy	0.333
connoisseur	njohës	joy	0.333
partner	partner	joy	0.333
gazing	gazing	joy	0.333
foodie	Foodie	joy	0.331
synchronize	sinkronizoj	joy	0.329
tribulation	fatkeqësi	joy	0.328
healing	shërim	joy	0.328
saint	shenjt	joy	0.328
chirping	cicërima	joy	0.328
hobby	hobi	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	cicërimë	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	psalm	joy	0.328
pedicure	pedikyr	joy	0.328
amnesty	amnisti	joy	0.328
respite	pushim	joy	0.324
mellow	i butë	joy	0.318
lazyday	lazyday	joy	0.318
recreational	rekreative	joy	0.318
restorative	tonik	joy	0.318
cousins	kushërinjtë	joy	0.318
classics	klasike	joy	0.318
reconciliation	pajtim	joy	0.316
dove	pëllumb	joy	0.312
living	i gjallë	joy	0.312
presto	pasazh i shpejtë	joy	0.312
crafts	vepra artizanale	joy	0.312
recovery	shërim	joy	0.312
woods	Woods	joy	0.312
sunset	muzg	joy	0.312
fitness	durim	joy	0.312
playhouse	teatër	joy	0.312
superman	mbinjeri	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	urtësi	joy	0.312
deal	marreveshje	joy	0.312
simplify	lehtësuar	joy	0.312
lord	lord	joy	0.312
sterling	i pastër	joy	0.312
progression	progresion	joy	0.312
relight	rindizem	joy	0.312
pony	kalë i vogël	joy	0.312
infant	fëmijë	joy	0.309
improvement	përmirësim	joy	0.309
absolution	falje	joy	0.306
gently	butësisht	joy	0.303
established	i themeluar	joy	0.303
honest	i ndershëm	joy	0.303
decorating	ujdisje	joy	0.303
endless	i pafund	joy	0.303
banquet	banket	joy	0.303
providing	duke siguruar	joy	0.300
mine	imja	joy	0.297
fraternal	vëllazëror	joy	0.297
notable	i dukshëm	joy	0.297
feat	feat	joy	0.297
harvest	korrje	joy	0.297
quaint	i çuditshëm	joy	0.297
softly	me zë të ulët	joy	0.297
spiritual	shpirtëror	joy	0.297
morals	parime morale	joy	0.297
lounging	lounging	joy	0.297
light	dritë	joy	0.297
breeze	meze	joy	0.297
strolling	shëtitës	joy	0.297
spending	shpenzimet	joy	0.297
meditating	medituar	joy	0.297
joker	shakaxhi	joy	0.297
yearning	dëshirë e zjarrtë	joy	0.297
growth	rritje	joy	0.297
fervor	entuziazëm	joy	0.295
quotes	kuotat	joy	0.294
volunteer	vullnetar	joy	0.294
psalms	Psalmet	joy	0.288
hippie	hipi	joy	0.288
gain	shtim	joy	0.288
taoism	Taoism	joy	0.288
midwife	mami	joy	0.288
resources	burime	joy	0.288
create	krijoj	joy	0.288
receiving	marrjes	joy	0.287
ocean	oqean	joy	0.286
snowfall	reshje bore	joy	0.286
lsd	LSD	joy	0.286
hiking	hiking	joy	0.283
chill	ftohtësi	joy	0.281
truce	armëpushim	joy	0.281
infinity	pafundësi	joy	0.281
toast	dolli	joy	0.281
destination	destinacion	joy	0.281
buddhist	Buddhist	joy	0.281
rested	i çlodhur	joy	0.281
candid	i sinqertë	joy	0.281
evergreen	me gjelbërim të përjetshëm	joy	0.281
unwind	lëshohem	joy	0.281
buzzing	gumëzhimë	joy	0.281
venerable	i nderuar	joy	0.279
balance	ekuilibër	joy	0.275
retirement	daljes në pension	joy	0.275
compensate	kompensoj	joy	0.273
swim	notoj	joy	0.273
drinks	pije	joy	0.273
devout	i devotshëm	joy	0.273
buddha	Buda	joy	0.273
rapt	i mahnitur	joy	0.273
fireplace	fireplace	joy	0.273
snowing	bie borë	joy	0.271
sublimation	lartësim	joy	0.270
fruity	me shije frute	joy	0.268
humility	përulësi	joy	0.266
paragon	model	joy	0.266
ministry	ministri	joy	0.266
sunday	e diel	joy	0.266
salute	përshëndetje	joy	0.266
fortitude	qëndresë	joy	0.266
whim	teka	joy	0.266
sun	diell	joy	0.266
sketching	sketching	joy	0.266
waves	valët	joy	0.266
buddhism	Budizëm	joy	0.266
cathedral	katedrale	joy	0.266
yoga	yoga	joy	0.266
artwork	artwork	joy	0.265
practiced	praktikuar	joy	0.264
clean	i pastër	joy	0.260
found	gjetur	joy	0.258
fitting	montim	joy	0.258
immerse	zhyt	joy	0.258
running	vrapim	joy	0.258
clarity	qartësi	joy	0.258
food	ushqim	joy	0.258
exercise	ushtrim	joy	0.258
autumn	vjeshte	joy	0.254
ardent	i zjarrtë	joy	0.250
fit	i aftë	joy	0.250
mountain	mal	joy	0.250
expedient	i përshtatshëm	joy	0.250
diary	ditar	joy	0.250
candles	qirinj	joy	0.250
outdoors	jashtë	joy	0.250
chilled	i ftohtë	joy	0.250
clap	duartrokas	joy	0.250
contagious	ngjitës	joy	0.250
chirp	ligjërim	joy	0.250
morning	mëngjes	joy	0.250
visitor	vizitor	joy	0.250
hardy	i guximshëm	joy	0.250
countryside	fshat	joy	0.250
undying	i pavdekshëm	joy	0.250
football	futboll	joy	0.250
advocacy	mbrojtje	joy	0.250
demonstrative	dëftor	joy	0.250
cradle	djep	joy	0.247
trance	ekstazë	joy	0.246
breakfast	mëngjes	joy	0.242
grow	rritet	joy	0.242
pay	paguaj	joy	0.242
preservative	ruajtës	joy	0.242
intense	i madh	joy	0.242
supremacy	epërsi	joy	0.242
church	kishë	joy	0.242
procession	procesion	joy	0.242
consecration	përkushtim	joy	0.235
lifetime	jetë	joy	0.234
nursery	fidanishte	joy	0.234
humbled	përulur	joy	0.234
vote	votim	joy	0.234
incense	temjan	joy	0.234
lyre	lyre	joy	0.234
candle	qiri	joy	0.234
snowy	me dëborë	joy	0.234
doll	kukull	joy	0.234
skiing	ski	joy	0.234
ordination	koordinimit	joy	0.234
art	art	joy	0.234
salary	rrogë	joy	0.234
pastry	pastë	joy	0.229
firefly	Firefly	joy	0.227
chilling	trishtues	joy	0.227
remedy	ilaç	joy	0.227
rescue	shpëtim	joy	0.225
camping	kamping	joy	0.221
perspective	Prespektive	joy	0.221
orchard	dru frutor	joy	0.221
orchestra	orkestër	joy	0.221
possess	posedoj	joy	0.219
castle	kala	joy	0.219
lamb	mish qengji	joy	0.219
gardens	kopshte	joy	0.219
breezy	i freskët	joy	0.219
mucis	NO TRANSLATION	joy	0.212
bouttime	NO TRANSLATION	joy	0.212
brisk	i shpejtë	joy	0.212
countrymusic	NO TRANSLATION	joy	0.212
repay	paguaj	joy	0.212
ribbon	fjongo	joy	0.212
pho	pho	joy	0.212
reggae	reggae	joy	0.212
raindrops	pikat e shiut	joy	0.212
listneing	NO TRANSLATION	joy	0.212
teach	mësoj	joy	0.212
nap	marr një sy gjumë	joy	0.206
stillness	heshtje	joy	0.203
chant	psal	joy	0.203
hire	qira	joy	0.203
vernal	pranveror	joy	0.203
cove	rob	joy	0.203
uncontrollable	i papërmbajtur	joy	0.203
legalized	legalizuar	joy	0.203
unexpected	i papritur	joy	0.203
lights	dritat	joy	0.203
save	ruaj	joy	0.200
atone	laj gjynahet	joy	0.197
trees	pemë	joy	0.197
pastor	pastor	joy	0.197
symmetry	simetri	joy	0.197
oneday	një ditë	joy	0.197
scripture	Shkrimet e Shenjta	joy	0.196
mountains	male	joy	0.194
pathway	shteg	joy	0.188
walking	ecje	joy	0.188
craziness	craziness	joy	0.188
soppy	i lagur	joy	0.188
tea	çaj	joy	0.188
quiet	i qetë	joy	0.188
forefathers	paraardhësit	joy	0.188
liquor	pije	joy	0.188
custom	me porosi	joy	0.188
whiteness	bardhësi	joy	0.188
sympathetic	dashamirës	joy	0.188
patient	pacient	joy	0.186
dollhouse	shtëpi kukullash	joy	0.182
bath	dush	joy	0.182
score	rezultat	joy	0.182
movingon	movingon	joy	0.182
supporter	përkrahës	joy	0.180
accompaniment	shoqërim	joy	0.179
pursuit	ndjekje	joy	0.176
outburst	shpërthim	joy	0.176
frosty	i ftohtë	joy	0.174
workout	stërvitje	joy	0.172
closure	mbyllje	joy	0.172
luncheon	drekë	joy	0.172
service	shërbim	joy	0.172
wintery	dimri	joy	0.172
wages	pagat	joy	0.169
civilized	i qytetëruar	joy	0.169
fain	NO TRANSLATION	joy	0.167
december	dhjetor	joy	0.167
acrobat	akrobat	joy	0.162
glide	kaloj	joy	0.162
finally	më në fund	joy	0.157
reproductive	riprodhues	joy	0.156
elf	kukudh	joy	0.156
organization	organizatë	joy	0.156
stroll	shëtitje	joy	0.156
peppermint	karamele mente	joy	0.156
break	pushim	joy	0.156
chai	chai	joy	0.156
obtainable	i arritshëm	joy	0.156
bathtub	vaskë	joy	0.156
advent	ardhje	joy	0.152
scifi	scifi	joy	0.152
balm	balsam	joy	0.152
measured	matur	joy	0.152
spaniel	langua spanjol	joy	0.145
tan	cirk	joy	0.141
ditty	këngë e thjeshtë e shkurtër	joy	0.141
bubble	flluskë	joy	0.141
simple	i thjeshtë	joy	0.141
oils	vajra	joy	0.141
beer	birrë	joy	0.141
green	e gjelbër	joy	0.137
buss	puth	joy	0.136
books	libra	joy	0.136
makingdisciples	NO TRANSLATION	joy	0.136
chow	ushqim	joy	0.135
pitter	tak	joy	0.134
flows	rrjedh	joy	0.130
silence	heshtje	joy	0.127
roadster	udhëtar	joy	0.125
solitude	vetmi	joy	0.125
bookstore	librari	joy	0.125
wine	verë	joy	0.125
circumstances	rrethanat	joy	0.125
japan	Japoni	joy	0.121
soak	thith	joy	0.121
wilderness	labirint	joy	0.121
priesthood	priftëri	joy	0.121
critical	kritik	joy	0.116
neutral	neutral	joy	0.114
untie	zgjidh	joy	0.109
hunting	gjueti	joy	0.109
opera	operë	joy	0.109
weight	peshë	joy	0.109
white	e bardhë	joy	0.109
sand	rërë	joy	0.109
wind	erë	joy	0.109
labor	i punës	joy	0.106
classical	klasik	joy	0.106
affliction	vuajtje	joy	0.103
lake	liqen	joy	0.103
organ	organ	joy	0.094
dwelling	banesë	joy	0.094
tree	pemë	joy	0.090
pond	pellg	joy	0.089
marrow	palcë	joy	0.078
latte	Latte	joy	0.078
sipping	sipping	joy	0.076
benign	dashamirës	joy	0.074
majority	shumicë	joy	0.073
leaf	fletë	joy	0.065
troubles	problemet	joy	0.062
basketball	basketboll	joy	0.062
explosions	shpërthime	joy	0.061
cream	krem	joy	0.061
shepherd	bari	joy	0.058
tuesday	e martë	joy	0.047
turbulence	turbullirë	joy	0.045
calf	viç	joy	0.040
hardship	mundim	joy	0.031
sixty	gjashtëdhjetë	joy	0.016
unhappiness	hidhërim	joy	0.016
heartbreaking	shpirtcopëtues	sadness	0.969
mourning	zi	sadness	0.969
tragic	tragjik	sadness	0.961
holocaust	theror	sadness	0.953
suicidal	vetëvrasjeje	sadness	0.941
misery	mjerim	sadness	0.938
massacre	masakër	sadness	0.931
euthanasia	vdekje e lehtë	sadness	0.927
depression	depresion	sadness	0.925
bereavement	humbje e madhe	sadness	0.922
grieving	pikëllimin	sadness	0.922
fatal	fatal	sadness	0.922
bereaved	në zi	sadness	0.920
devastation	shkatërrim	sadness	0.917
death	vdekje	sadness	0.915
devastated	shkatërruar	sadness	0.912
suicide	vetëvrasje	sadness	0.912
catastrophe	katastrofë	sadness	0.911
horrifying	tmerruese	sadness	0.907
tragedy	tragjedi	sadness	0.906
depressing	i dëshpëruar	sadness	0.906
died	i vdekur	sadness	0.906
anguish	ankth	sadness	0.902
agony	agoni	sadness	0.900
deadly	vdekjeprurës	sadness	0.898
weeping	e qarë	sadness	0.896
stillbirth	lindje e frytit të vdekur	sadness	0.891
deceased	i vdekur	sadness	0.891
murderer	vrasës	sadness	0.877
devastating	shkatërrues	sadness	0.875
rape	përdhunim	sadness	0.875
cancer	kancer	sadness	0.875
dying	që po vdes	sadness	0.875
sadness	trishtim	sadness	0.864
morbidity	sëmundshmëri	sadness	0.864
crucifixion	kryqëzim	sadness	0.859
grief	mjerim	sadness	0.859
depressed	i dëshpëruar	sadness	0.859
traumatic	traumatik	sadness	0.859
atrocity	mizori	sadness	0.859
execution	ekzekutim	sadness	0.859
abandonment	braktisje	sadness	0.859
perish	mbaroj	sadness	0.859
cadaver	kufomë	sadness	0.853
treachery	tradhti	sadness	0.848
betrayed	tradhtuar	sadness	0.848
sad	i trishtuar	sadness	0.844
destroyed	i shkatërruar	sadness	0.844
miserable	i mjerë	sadness	0.844
persecution	persekutim	sadness	0.844
funeral	funeral	sadness	0.844
slaughtering	therja	sadness	0.844
horrific	tmerrues	sadness	0.844
homicide	vrasje	sadness	0.844
hopelessness	mungesë shprese	sadness	0.844
grieve	brengos	sadness	0.844
sorrow	pikëllim	sadness	0.844
suffering	vuajtje	sadness	0.844
murderous	vrasës	sadness	0.844
unhappiness	hidhërim	sadness	0.839
crippled	i gjymtë	sadness	0.836
bloodshed	gjakderdhje	sadness	0.836
pained	i mërzitur	sadness	0.833
manslaughter	vrasje e thjeshtë	sadness	0.833
carnage	kërdi	sadness	0.833
unbearable	i padurueshëm	sadness	0.830
stillborn	dështuar	sadness	0.830
slavery	skllavëri	sadness	0.828
torment	vuajtje	sadness	0.828
sickness	sëmundje	sadness	0.828
enslaved	i skllavëruar	sadness	0.828
casualty	fatkeqësi	sadness	0.828
morbid	patologjik	sadness	0.828
murder	vrasje	sadness	0.828
mourn	vajtoj	sadness	0.828
helplessness	pafuqisë	sadness	0.828
annihilation	asgjësim	sadness	0.828
abandoned	braktisur	sadness	0.828
horrors	tmerret	sadness	0.828
mutilation	gjymtim	sadness	0.828
annihilated	asgjësuar	sadness	0.828
miscarriage	abort	sadness	0.824
starvation	ngordhje	sadness	0.819
killing	vrasje	sadness	0.812
failure	dështim	sadness	0.812
famine	uri	sadness	0.812
distraught	i shqetësuar	sadness	0.812
childloss	NO TRANSLATION	sadness	0.812
burial	varrim	sadness	0.812
disgrace	turp	sadness	0.812
cruelty	mizori	sadness	0.812
despair	dëshpërim	sadness	0.812
saddens	saddens	sadness	0.812
oppression	shtypje	sadness	0.812
sadly	Mjerisht	sadness	0.812
mournful	i trishtuar	sadness	0.812
terrorism	terrorizëm	sadness	0.812
heartache	dhimbje	sadness	0.812
bloody	i përgjakshëm	sadness	0.806
perishing	i tmerrshëm	sadness	0.804
inhumanity	mizori	sadness	0.804
malignancy	keqdashje	sadness	0.803
mortification	turp	sadness	0.802
sarcoma	sarkomë	sadness	0.797
lifeless	i pajetë	sadness	0.797
perished	u zhdukën	sadness	0.797
dreadful	i frikshëm	sadness	0.797
devastate	shkretoj	sadness	0.797
dreadfully	tmerrësisht	sadness	0.797
gallows	varje	sadness	0.797
lethal	vdekjeprurës	sadness	0.797
desolation	shkretim	sadness	0.797
kill	vras	sadness	0.797
slave	rob	sadness	0.797
mortuary	morg	sadness	0.797
assassination	vrasja	sadness	0.797
leukemia	leukimi	sadness	0.797
brokenheart	NO TRANSLATION	sadness	0.792
banishment	dëbim	sadness	0.790
afflict	hidhëroj	sadness	0.789
disheartened	disheartened	sadness	0.788
bury	varros	sadness	0.781
crying	të qarë	sadness	0.781
tumour	tumor	sadness	0.781
heartbreak	Heartbreak	sadness	0.781
desecration	përdhosje	sadness	0.781
demoralized	demoralizuar	sadness	0.781
terrorize	terrorizoj	sadness	0.781
die	NO TRANSLATION	sadness	0.773
lynch	vras	sadness	0.773
sufferer	i sëmurë	sadness	0.770
loneliness	vetmia	sadness	0.766
cemetery	varrezë	sadness	0.766
destitute	i varfër	sadness	0.766
torture	torturë	sadness	0.766
abortion	abort	sadness	0.766
diseased	i sëmurë	sadness	0.766
condolence	ngushëllim	sadness	0.766
fatality	fatalitet	sadness	0.766
dismemberment	shqyerje	sadness	0.766
doomed	i dënuar	sadness	0.766
fearful	i frikshëm	sadness	0.766
slayer	vrasës	sadness	0.766
painfully	me dhimbje	sadness	0.758
moribund	në agoni	sadness	0.758
disaster	fatkeqësi	sadness	0.758
depress	mposht	sadness	0.755
condemnation	dënim	sadness	0.754
desperation	dëshpërim	sadness	0.750
hemorrhage	hemorragji	sadness	0.750
unhappy	pakënaqur	sadness	0.750
pandemic	pandemike	sadness	0.750
corpse	kufomë	sadness	0.750
depressive	depressive	sadness	0.750
deplorable	i mjerueshëm	sadness	0.750
defeated	i mundur	sadness	0.750
doomsday	fundi i botës	sadness	0.750
cry	qaj	sadness	0.750
victimized	viktimizuar	sadness	0.750
obliteration	zhdukje	sadness	0.750
damnation	dënim	sadness	0.750
guilt	faj	sadness	0.750
sickening	i pështirë	sadness	0.750
terrorist	terrorist	sadness	0.750
sorrowful	i pikëlluar	sadness	0.750
incest	incest	sadness	0.750
painful	i dhimbshëm	sadness	0.750
abduction	rrëmbim	sadness	0.750
regretful	i penduar	sadness	0.750
unfairness	padrejtësi	sadness	0.745
molestation	ngacmim	sadness	0.744
exile	mërgim	sadness	0.742
abysmal	për faqe të zezë	sadness	0.742
hellish	djallëzor	sadness	0.738
exterminate	shfarosin	sadness	0.736
earthquake	tërmet	sadness	0.734
betrayal	tradhti	sadness	0.734
orphan	jetim	sadness	0.734
slaughter	masakër	sadness	0.734
disgraced	poshtëruar	sadness	0.734
battered	goditet	sadness	0.734
assassin	vrasës	sadness	0.734
horrid	i tmerrshëm	sadness	0.734
miserably	pa fat	sadness	0.734
lonesome	i vetmuar	sadness	0.734
morgue	morg	sadness	0.734
disastrous	shkatërrimtar	sadness	0.734
warfare	betejë	sadness	0.734
destroying	shkatërruar	sadness	0.734
homeless	i pastrehë	sadness	0.734
listless	i topitur	sadness	0.729
unfortunately	për fat të keq	sadness	0.727
grave	varr	sadness	0.727
emptiness	zbrazëti	sadness	0.727
alienated	tjetërsuar	sadness	0.727
fraught	i mbushur	sadness	0.722
emaciated	i dobësuar	sadness	0.719
malicious	me qëllim të keq	sadness	0.719
atrophy	atrofi	sadness	0.719
cripple	sakat	sadness	0.719
ashamed	i turpëruar	sadness	0.719
leprosy	lebër	sadness	0.719
violently	me dhunë	sadness	0.719
disheartening	jashtëzakonisht e dobët	sadness	0.719
cried	bërtiti	sadness	0.719
woe	mjerim	sadness	0.719
horror	tmerr	sadness	0.719
heartless	i pashpirt	sadness	0.719
forsaken	i braktisur	sadness	0.719
paralysis	paralizë	sadness	0.719
missing	që mungon	sadness	0.719
danger	rrezik	sadness	0.719
pain	dhimbje	sadness	0.719
demise	abdikim	sadness	0.717
disgruntled	i pakënaqur	sadness	0.712
rejected	refuzuar	sadness	0.712
sickly	shëndetlig	sadness	0.712
violence	dhunë	sadness	0.712
torn	i shqyer	sadness	0.710
calamity	fatkeqësi	sadness	0.709
grim	i zymtë	sadness	0.708
grievous	i rëndë	sadness	0.704
disfigured	i shëmtuar	sadness	0.703
punishing	ndëshkuar	sadness	0.703
extinct	i shuar	sadness	0.703
meltdown	Shkrirja	sadness	0.703
oppressor	shtypës	sadness	0.703
deformed	deformuara	sadness	0.703
slaughterhouse	thertore	sadness	0.703
humiliate	poshtëroj	sadness	0.703
inhuman	çnjerëzor	sadness	0.703
decomposition	dekompozim	sadness	0.703
suffocating	mbytës	sadness	0.703
hearse	makinë varrimi	sadness	0.703
incurable	i pashërueshëm	sadness	0.703
buried	varrosur	sadness	0.703
paralyzed	i paralizuar	sadness	0.703
carcinoma	tumor kanzeroz	sadness	0.703
deformity	gjë e shëmtuar	sadness	0.703
crushed	i grimcuar	sadness	0.703
isolate	izoloj	sadness	0.703
tearful	i mbytur në lot	sadness	0.703
abandon	braktis	sadness	0.703
obit	nekrologji	sadness	0.703
strangle	mbyt	sadness	0.703
victim	viktimë	sadness	0.703
isolation	izolim	sadness	0.703
lifesucks	jeta ta shpif	sadness	0.700
hell	ferr	sadness	0.700
ruinous	shkatërrues	sadness	0.698
widow	e ve	sadness	0.697
banish	largoj nga mendja	sadness	0.697
accursed	i mallkuar	sadness	0.697
ruined	i shkatërruar	sadness	0.697
vanished	i zhdukur	sadness	0.695
displaced	zhvendosur	sadness	0.691
poverty	varfëri	sadness	0.690
hospice	bujtinë	sadness	0.688
insanity	marrëzi	sadness	0.688
depraved	i prishur	sadness	0.688
shooting	qitje	sadness	0.688
stab	goditje me thikë	sadness	0.688
pathetic	prekës	sadness	0.688
foreveralone	foreveralone	sadness	0.688
dementia	çmenduri	sadness	0.688
travesty	parodi	sadness	0.688
nohope	NO TRANSLATION	sadness	0.688
infidelity	pabesi	sadness	0.688
epidemic	epidemi	sadness	0.688
teary	teary	sadness	0.688
widower	ve	sadness	0.688
terminal	terminal	sadness	0.688
neglected	lënë pas dore	sadness	0.688
illness	sëmundje	sadness	0.688
regretting	keqardhje	sadness	0.688
imprisoned	i burgosur	sadness	0.688
hurtful	lëndojnë	sadness	0.688
banished	dëbuar	sadness	0.688
hurt	i lënduar	sadness	0.688
deserted	e braktisur	sadness	0.688
hopeless	i pashpresë	sadness	0.688
sob	NO TRANSLATION	sadness	0.688
loss	humbje	sadness	0.688
dismissal	shkarkim	sadness	0.686
alienation	tjetërsim	sadness	0.685
hardship	mundim	sadness	0.685
choke	asfiksim	sadness	0.682
kidnap	rrëmbej me dhunë	sadness	0.682
bleeding	rrjedhje gjaku	sadness	0.673
obituary	nekrologji	sadness	0.672
missingyou	NO TRANSLATION	sadness	0.672
disabled	i paaftë	sadness	0.672
outcast	i dëbuar	sadness	0.672
poison	helm	sadness	0.672
abortive	i dështuar	sadness	0.672
gory	i gjakosur	sadness	0.672
disparage	ul	sadness	0.672
wail	vajtim	sadness	0.672
malevolent	keqdashës	sadness	0.672
imprisonment	burgim	sadness	0.672
wretch	qerrata	sadness	0.672
feelingdown	NO TRANSLATION	sadness	0.672
wretched	fatkeq	sadness	0.672
belittle	nënvleftësoj	sadness	0.672
punished	dënohet	sadness	0.672
deprivation	heqje	sadness	0.672
evil	e keqe	sadness	0.672
coffin	arkivol	sadness	0.672
woefully	mjerisht	sadness	0.672
decomposed	dekompozuar	sadness	0.672
frightful	i frikshëm	sadness	0.672
despairing	dëshpëruar	sadness	0.672
barren	shterp	sadness	0.670
poisoned	i helmuar	sadness	0.667
executioner	xhelat	sadness	0.667
disease	sëmundje	sadness	0.665
oppress	shtyp	sadness	0.664
disembodied	pa trup	sadness	0.660
tear	lot	sadness	0.656
shitty	i ndyrë	sadness	0.656
lamenting	qarë	sadness	0.656
ruin	shkatërrim	sadness	0.656
weep	qaj	sadness	0.656
lonely	i vetmuar	sadness	0.656
jail	burg	sadness	0.656
steal	vjedh	sadness	0.656
mangle	sakatoj	sadness	0.656
hate	urrej	sadness	0.656
ailing	i sëmurë	sadness	0.656
dreary	i zymtë	sadness	0.656
bleak	i ftohtë	sadness	0.656
polio	polio	sadness	0.656
blighted	dëmtuar	sadness	0.656
casket	arkivol	sadness	0.656
demonic	djallëzor	sadness	0.656
peril	rrezik	sadness	0.656
carcass	karabina	sadness	0.653
beating	rrahje	sadness	0.652
regretted	i vjen keq	sadness	0.652
cowardice	frikë	sadness	0.652
disability	paaftësi	sadness	0.648
affliction	vuajtje	sadness	0.645
poisonous	helmues	sadness	0.641
emergency	urgjencë	sadness	0.641
perilous	i rrezikshëm	sadness	0.641
awful	i tmerrshëm	sadness	0.641
terribly	tmerrshëm	sadness	0.641
scourge	kamzhik	sadness	0.641
sinful	mëkatar	sadness	0.641
stricken	i plagosur	sadness	0.641
hatred	urrejtje	sadness	0.641
powerless	i pafuqi	sadness	0.641
termination	mbarim	sadness	0.641
exorcism	ekzorcizëm	sadness	0.641
woeful	trishtues	sadness	0.641
drown	mbytem	sadness	0.641
inequality	pabarazi	sadness	0.641
infertility	shterpësi	sadness	0.641
incarceration	burgosje	sadness	0.641
failing	dështim	sadness	0.641
