word	Galician-gl	emotion	emotion-intensity-score
lonely	solitario	fear	0.183
slippery	esvaradío	fear	0.181
interview	entrevista	fear	0.180
everyman	everyman	fear	0.178
speculation	especulación	fear	0.176
needtoknow	necesitando	fear	0.173
assessment	avaliación	fear	0.172
competition	competencia	fear	0.172
settlor	settlor	fear	0.172
rod	vara	fear	0.172
checkpoint	punto de verificación	fear	0.172
regulatory	regulador	fear	0.172
worship	adoración	fear	0.172
shell	casca	fear	0.172
readytogo	preparado para ir	fear	0.172
uncertain	incerto	fear	0.172
unsure	inseguro	fear	0.172
birch	bidueiro	fear	0.172
surprise	sorpresa	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	palla	fear	0.172
composure	compostura	fear	0.172
interviewer	entrevistador	fear	0.172
less	menos	fear	0.167
coy	coy	fear	0.162
iris	iris	fear	0.160
audition	audición	fear	0.156
sly	astuto	fear	0.156
legalized	legalizado	fear	0.156
intimately	intimamente	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	conta atrás	fear	0.156
hearing	audición	fear	0.156
bases	bases	fear	0.156
medication	medicación	fear	0.156
ceasefire	cesamento do fogo	fear	0.156
retirement	xubilación	fear	0.156
courageous	valente	fear	0.154
overthinker	inconveniente	fear	0.153
backtrack	retroceso	fear	0.151
dawned	amaneceu	fear	0.150
censor	censurar	fear	0.149
bailiff	agente xudicial	fear	0.147
syllabus	programa	fear	0.147
gent	xente	fear	0.141
caricature	caricatura	fear	0.141
rationality	racionalidade	fear	0.141
cove	cala	fear	0.141
newcomer	novo	fear	0.141
eventuality	eventualidade	fear	0.141
imagination	imaxinación	fear	0.141
validity	validez	fear	0.141
waiting	esperando	fear	0.141
delay	atraso	fear	0.141
shy	tímido	fear	0.140
alreadyyyyy	xayyyy	fear	0.140
symptom	síntoma	fear	0.133
excite	excitar	fear	0.132
raccoon	mapache	fear	0.127
prevent	impedir	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	payaso	fear	0.125
ahhh	ahhh	fear	0.125
hawk	halcón	fear	0.125
campaigning	campaña	fear	0.125
soready	soready	fear	0.125
tryout	probar	fear	0.125
marry	casar	fear	0.125
sprite	sprite	fear	0.125
swim	nadar	fear	0.125
gameday	gameday	fear	0.125
sag	sag	fear	0.123
pharmacy	farmacia	fear	0.123
policeman	policía	fear	0.121
lace	encaixe	fear	0.111
dreamt	soñou	fear	0.111
holiness	santidade	fear	0.109
pray	orar	fear	0.109
weight	peso	fear	0.109
incase	en caso	fear	0.109
knot	nó	fear	0.109
confidence	confianza	fear	0.109
notoriety	notoriedade	fear	0.109
homework	deberes	fear	0.109
destination	destino	fear	0.109
bigday	bigday	fear	0.109
slender	esvelto	fear	0.100
undecided	indecisos	fear	0.098
sympathetic	simpático	fear	0.097
god	deus	fear	0.094
grades	notas	fear	0.094
loyal	leal	fear	0.094
poise	poise	fear	0.094
treat	tratar	fear	0.094
confident	confiado	fear	0.094
counsellor	conselleiro	fear	0.094
helmet	casco	fear	0.094
case	caso	fear	0.094
locate	localizar	fear	0.094
northeast	noreste	fear	0.088
compassion	compaixón	fear	0.078
nurture	nutrir	fear	0.078
graduation	graduación	fear	0.078
graded	clasificado	fear	0.075
mum	nai	fear	0.070
infant	infante	fear	0.067
civilians	civís	fear	0.062
soulmate	alma gemela	fear	0.062
civilian	civil	fear	0.062
cloudiness	nubes	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	desfile	fear	0.062
cash	efectivo	fear	0.062
journey	viaxe	fear	0.062
guidelines	directrices	fear	0.062
youth	mozos	fear	0.062
opera	ópera	fear	0.057
synonymous	sinónimo	fear	0.056
praying	rezando	fear	0.047
honest	honesto	fear	0.047
intelligence	intelixencia	fear	0.038
romance	romance	fear	0.031
lines	liñas	fear	0.031
volunteer	voluntario	fear	0.031
obey	obedecer	fear	0.016
happiest	máis feliz	joy	0.986
happiness	felicidade	joy	0.984
bliss	ledicia	joy	0.971
celebrating	celebrando	joy	0.970
jubilant	jubilante	joy	0.969
ecstatic	extático	joy	0.954
elation	elación	joy	0.944
bestdayever	bestdayever	joy	0.938
beaming	beaming	joy	0.938
loveee	amoroso	joy	0.932
celebration	celebración	joy	0.929
awesomeness	asombrosa	joy	0.926
joy	alegría	joy	0.924
happily	felizmente	joy	0.922
excitement	emoción	joy	0.922
euphoria	euforia	joy	0.922
fabulous	fabuloso	joy	0.922
joyous	alegre	joy	0.922
exuberance	exuberancia	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	amor	joy	0.920
gratitude	gratitude	joy	0.914
spectacular	espectacular	joy	0.912
merriment	alegría	joy	0.912
happydance	happydance	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	alegre	joy	0.909
triumphant	triunfante	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	éxtase	joy	0.906
cheerful	alegre	joy	0.906
cheer	animar	joy	0.897
elated	elated	joy	0.894
lovethis	Encántame isto	joy	0.891
laugh	rir	joy	0.891
jolly	alegre	joy	0.891
pleasures	praceres	joy	0.891
excitation	excitación	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	encantado	joy	0.891
exhilaration	exhilaration	joy	0.891
marvelously	marabillosas	joy	0.881
loving	cariñoso	joy	0.879
joyful	alegre	joy	0.879
outstanding	destacado	joy	0.879
blissful	alegre	joy	0.879
pleasurable	placentero	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	entusiasmado	joy	0.875
lovinglife	amorosa vida	joy	0.875
glee	alegre	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	moi feliz	joy	0.868
woohoo	woohoo	joy	0.864
laughing	rindo	joy	0.864
superb	excelente	joy	0.864
wonderful	marabilloso	joy	0.863
brilliant	brillante	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	animar	joy	0.859
hooray	hooray	joy	0.859
glory	gloria	joy	0.859
celebrated	celebrado	joy	0.859
loved	amada	joy	0.859
magnificent	magnífico	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	aleluya	joy	0.859
exciting	apaixonante	joy	0.853
heavenly	celestial	joy	0.853
thrilled	emocionado	joy	0.851
mademyday	mademyday	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	celebrar	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	bendición	joy	0.844
wonderfully	marabillosas	joy	0.844
sweetness	dozura	joy	0.833
marvellous	marabilloso	joy	0.833
festive	festivo	joy	0.833
blessed	bendito	joy	0.833
paradise	paraíso	joy	0.833
celebrations	festas	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	sorrindo	joy	0.828
enchanting	encantador	joy	0.828
love	amor	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	fogar doce fogar	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	risa	joy	0.824
marvelous	marabilloso	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	celebratoria	joy	0.818
sensational	sensacional	joy	0.818
delightful	delicioso	joy	0.818
happyheart	corazón feliz	joy	0.818
rejoicing	alegrándose	joy	0.818
joys	alegrías	joy	0.818
goodness	bondade	joy	0.818
excited	animado	joy	0.818
excellence	excelencia	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	jovial	joy	0.814
glorious	glorioso	joy	0.812
lovemaking	facer o amor	joy	0.812
rejoice	Alegre	joy	0.812
victorious	victorioso	joy	0.812
excellent	excelente	joy	0.812
bonanza	bonanza	joy	0.812
smiley	sorrinte	joy	0.812
enjoy	gozar	joy	0.812
splendid	espléndido	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	Bos tempos	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	Bo día	joy	0.809
myfavorite	Meu favorito	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	pracer	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	alegría	joy	0.803
giggle	risita	joy	0.802
yesss	as	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	éxito	joy	0.797
happier	máis feliz	joy	0.797
dancing	bailando	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	magnificencia	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	agradecido	joy	0.789
splendor	esplendor	joy	0.788
amuse	divertirse	joy	0.788
fun	divertido	joy	0.788
happy	feliz	joy	0.788
enchanted	encantada	joy	0.781
glorify	glorificar	joy	0.781
glad	contento	joy	0.781
beautiful	fermoso	joy	0.781
solucky	solitario	joy	0.781
giggling	riéndose	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	radiante	joy	0.781
heavens	ceo	joy	0.779
perfection	perfección	joy	0.779
christmassy	christmassy	joy	0.779
romance	romance	joy	0.779
thrilling	emocionante	joy	0.776
miraculous	milagroso	joy	0.773
fiesta	fiesta	joy	0.773
entertain	entreter	joy	0.773
congrats	felicidades	joy	0.773
cheers	alegres	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	positividade	joy	0.773
lovable	amable	joy	0.773
cheered	animou	joy	0.773
funday	funday	joy	0.772
enjoying	gozando	joy	0.771
cuddling	abrazándose	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	divertido	joy	0.766
lifeisgood	a vida é boa	joy	0.766
thebest	o mellor	joy	0.766
sosweet	sosweet	joy	0.766
smiles	sorrisos	joy	0.766
delight	pracer	joy	0.765
orgasm	orgasmo	joy	0.765
party	festa	joy	0.765
positive	positivo	joy	0.761
cheerfulness	alegría	joy	0.758
miracles	milagres	joy	0.758
sweetheart	cariño	joy	0.758
enlighten	iluminar	joy	0.758
christmastime	christmastime	joy	0.757
giddy	giddy	joy	0.757
romantic	romántico	joy	0.750
gratify	gratificar	joy	0.750
friendliness	simpatía	joy	0.750
laughs	ría	joy	0.750
greatness	grandeza	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	agradable	joy	0.750
blessings	benzóns	joy	0.750
smile	sorriso	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	parvo	joy	0.748
jubilee	Xubileu	joy	0.742
enthusiasm	entusiasmo	joy	0.742
triumph	triunfo	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	máxico	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	milagre	joy	0.742
rewarding	gratificante	joy	0.742
feelgood	sentirse ben	joy	0.736
prosperity	prosperidade	joy	0.735
luxurious	luxoso	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	vivaz	joy	0.734
goodday	bo día	joy	0.734
passionate	apaixonado	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	encantar	joy	0.734
victory	vitoria	joy	0.734
admiration	admiración	joy	0.734
tgif	tgif	joy	0.734
glorification	glorificación	joy	0.733
sing	cantar	joy	0.729
glowing	brillando	joy	0.729
breathtaking	impresionantes	joy	0.728
fulfillment	cumprimento	joy	0.728
yessss	yessss	joy	0.728
cheery	alegre	joy	0.727
thankful	agradecido	joy	0.727
hurrah	hurra	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	santa	joy	0.727
award	premio	joy	0.727
atpeace	atpeace	joy	0.727
win	gañar	joy	0.727
merry	alegre	joy	0.727
pleased	satisfeito	joy	0.725
radiance	brillo	joy	0.725
inspiration	inspiración	joy	0.725
uplift	elevación	joy	0.723
optimistic	optimista	joy	0.723
heaven	ceo	joy	0.721
lucky	sorte	joy	0.721
thrill	emoción	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	vacacións	joy	0.721
harmony	harmonía	joy	0.719
brighten	alegrar	joy	0.719
lover	amante	joy	0.719
heartfelt	sincero	joy	0.719
utopian	utópico	joy	0.719
xmas	xmas	joy	0.719
lovely	precioso	joy	0.719
amusement	diversión	joy	0.719
congratulatory	felicitacións	joy	0.719
praising	alabando	joy	0.719
thriving	prosperando	joy	0.719
perfect	perfecto	joy	0.719
magic	maxia	joy	0.712
luckiest	máis afortunado	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	luxo	joy	0.712
bestfeeling	mellor sentimento	joy	0.712
treasures	tesouros	joy	0.712
achievement	logro	joy	0.712
yay	xa	joy	0.712
holiday	vacacións	joy	0.712
intimate	íntimo	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	risa	joy	0.706
rave	rave	joy	0.706
proud	orgulloso	joy	0.704
truelove	amor verdadeiro	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	sorprendentemente	joy	0.703
goodnews	Boas novas	joy	0.703
optimism	optimismo	joy	0.703
satisfying	satisfacer	joy	0.703
gooood	gooood	joy	0.703
sweetest	máis doce	joy	0.703
cherish	apreciar	joy	0.703
goodlife	Boa vida	joy	0.703
beautification	embelecemento	joy	0.703
appreciates	valora	joy	0.703
winning	gañar	joy	0.703
cuddled	abrazado	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	entretido	joy	0.700
excite	excitar	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	aniversario	joy	0.691
metime	metime	joy	0.688
favorite	favorito	joy	0.688
honored	honrado	joy	0.688
content	contido	joy	0.688
godsend	godsend	joy	0.688
entertaining	entretido	joy	0.688
angelic	angélico	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	adoración	joy	0.688
exquisite	exquisito	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	precioso	joy	0.682
majestic	majestuoso	joy	0.682
appreciated	apreciado	joy	0.682
luscious	luscious	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	sorriu	joy	0.682
bestfriends	Mellores amigos	joy	0.682
exaltation	exaltación	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	ilumina	joy	0.682
tranquility	tranquilidade	joy	0.679
marry	casar	joy	0.676
embrace	abrazar	joy	0.676
positively	de xeito positivo	joy	0.676
dearest	querida	joy	0.672
relaxation	relaxación	joy	0.672
accomplished	realizado	joy	0.672
hug	abrazo	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	sorriso	joy	0.672
enliven	animar	joy	0.672
contentment	contento	joy	0.672
hilarious	hilarante	joy	0.672
giggles	risadas	joy	0.672
bountiful	abundante	joy	0.667
victor	vencedor	joy	0.667
adore	adoro	joy	0.667
boisterous	bullicioso	joy	0.667
fulfilled	cumprida	joy	0.667
fulfill	cumprir	joy	0.664
cuddles	abrazaderas	joy	0.662
prosperous	próspero	joy	0.660
romanticism	romanticismo	joy	0.656
humor	humor	joy	0.656
glow	brillo	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	agradable	joy	0.656
appreciation	apreciación	joy	0.656
encouraged	animou	joy	0.656
satisfy	satisfacer	joy	0.656
serenity	serenidade	joy	0.656
captivate	cautivar	joy	0.656
besties	besties	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	satisfacción	joy	0.652
treasure	tesouro	joy	0.652
engaged	comprometidos	joy	0.652
praises	eloxios	joy	0.652
abundance	abundancia	joy	0.652
fortunes	fortunas	joy	0.652
relaxing	relaxante	joy	0.652
praised	elogiado	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	complemento	joy	0.647
affection	afecto	joy	0.647
relieved	aliviado	joy	0.647
carnival	carnaval	joy	0.643
divine	divina	joy	0.641
saintly	santo	joy	0.641
harmoniously	harmoniosamente	joy	0.641
achieve	alcanzar	joy	0.641
thanksgiving	acción de grazas	joy	0.641
jackpot	jackpot	joy	0.641
priceless	inestimable	joy	0.641
sensuality	sensualidade	joy	0.641
champion	campión	joy	0.641
wedding	matrimonio	joy	0.641
uplifting	edificante	joy	0.641
climax	clímax	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	pacífico	joy	0.636
twinkle	intermitencia	joy	0.636
reverie	reverie	joy	0.636
exalt	exaltar	joy	0.636
winner	ganador	joy	0.636
felicity	felicidade	joy	0.636
cuddle	abrazar	joy	0.636
comforting	reconfortante	joy	0.636
honeymoon	lúa de mel	joy	0.636
xoxo	xoxo	joy	0.634
amusing	divertido	joy	0.625
reward	recompensa	joy	0.625
fondness	cariño	joy	0.625
hearts	corazones	joy	0.625
brighter	máis brillante	joy	0.625
sweet	doce	joy	0.625
stargazing	stargazing	joy	0.625
festival	festival	joy	0.625
snuggling	arrebato	joy	0.625
generosity	xenerosidade	joy	0.625
gorgeous	precioso	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	sexo	joy	0.622
parade	desfile	joy	0.621
applause	aplausos	joy	0.621
genial	xenial	joy	0.621
beauty	beleza	joy	0.621
kind	tipo	joy	0.621
newlife	nova vida	joy	0.618
aspiring	Aspirante	joy	0.618
fulfilling	cumprindo	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	virtuoso	joy	0.613
kiss	bico	joy	0.610
winnings	ganancias	joy	0.609
praiseworthy	louvável	joy	0.609
rainbows	arcoiris	joy	0.609
generous	xeneroso	joy	0.609
enlightenment	iluminación	joy	0.609
playful	juguetón	joy	0.609
christmas	Nadal	joy	0.609
super	super	joy	0.609
elegance	elegancia	joy	0.609
rekindle	reavivar	joy	0.609
awards	premios	joy	0.609
adorable	adorable	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	independencia	joy	0.607
successful	exitoso	joy	0.606
onelove	onelove	joy	0.606
kindness	bondade	joy	0.606
freely	libremente	joy	0.606
surprises	sorpresas	joy	0.606
inspired	inspirado	joy	0.606
hilarity	hilaridade	joy	0.606
wonder	marabilla	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	entretemento	joy	0.603
whimsical	caprichoso	joy	0.603
passion	paixón	joy	0.603
beautify	embellecer	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	amanecer	joy	0.600
godisgood	Deus é bo	joy	0.597
whoo	quen	joy	0.594
angel	anxo	joy	0.594
thankgod	grazas a Deus	joy	0.594
accomplishment	realización	joy	0.594
flirt	coquetear	joy	0.594
goodmusic	boa música	joy	0.594
snuggled	arrebatado	joy	0.594
revere	revere	joy	0.594
inspire	inspirar	joy	0.594
fanfare	fanfarria	joy	0.594
peacefully	en paz	joy	0.594
jesus	xesús	joy	0.594
goodies	golosinas	joy	0.594
heroic	heroica	joy	0.591
fortune	fortuna	joy	0.591
friendship	amizade	joy	0.591
singing	cantando	joy	0.591
exalted	exaltado	joy	0.591
summer	verán	joy	0.591
highest	máis alto	joy	0.591
overflowing	desbordante	joy	0.588
contented	contento	joy	0.588
woot	woot	joy	0.588
rollicking	rollicking	joy	0.588
hope	esperanza	joy	0.586
accolade	recoñecemento	joy	0.586
cozy	acolledor	joy	0.583
delicious	delicioso	joy	0.579
friendly	amigable	joy	0.578
sensuous	sensual	joy	0.578
darling	Cariño	joy	0.578
picturesque	pintoresco	joy	0.578
raving	raving	joy	0.578
praise	loanza	joy	0.578
everlasting	eterno	joy	0.578
ambition	ambición	joy	0.578
thelife	a vida	joy	0.578
sparkle	brillo	joy	0.577
yeahhh	si	joy	0.576
luckygirl	luckygirl	joy	0.576
flattering	lisonjeiro	joy	0.576
sensual	sensual	joy	0.576
heroism	heroísmo	joy	0.576
succeeding	seguindo	joy	0.576
grace	graza	joy	0.576
peace	paz	joy	0.576
livelife	vivir a vida	joy	0.574
special	especial	joy	0.574
tantalizing	tentador	joy	0.572
pumped	bombeado	joy	0.567
worthwhile	vale a pena	joy	0.562
revels	reveles	joy	0.562
prevail	prevalecer	joy	0.562
liking	gusto	joy	0.562
sunny	soleado	joy	0.562
relax	relaxarse	joy	0.562
surprise	sorpresa	joy	0.562
hugs	abrazos	joy	0.562
admirable	admirable	joy	0.562
hero	heroe	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	humorístico	joy	0.562
sweets	doces	joy	0.562
prosper	prosperar	joy	0.562
superstar	superestrella	joy	0.562
favorable	favorable	joy	0.561
bless	bendiga	joy	0.561
tenderness	tenrura	joy	0.561
freedom	liberdade	joy	0.561
masterpiece	obra mestra	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	soños	joy	0.559
hopeful	esperanzador	joy	0.559
home	casa	joy	0.559
cruising	cruceiro	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	fidelidade	joy	0.553
closeness	proximidade	joy	0.552
eagerness	ansia	joy	0.552
comfy	cómodo	joy	0.551
sunshine	sol	joy	0.551
confidence	confianza	joy	0.547
mistletoe	muérdago	joy	0.547
elite	elite	joy	0.547
celestial	celeste	joy	0.547
heart	corazón	joy	0.547
completion	conclusión	joy	0.547
good	bo	joy	0.547
daughter	filla	joy	0.547
gifts	agasallos	joy	0.547
astonishment	asombro	joy	0.547
bonus	bonus	joy	0.547
goodmorning	Bos días	joy	0.547
lifted	levantado	joy	0.547
zeal	celo	joy	0.547
illuminate	iluminar	joy	0.547
gift	agasallo	joy	0.547
vacation	vacacións	joy	0.547
charmed	encantado	joy	0.546
recreation	recreación	joy	0.545
encouragement	alento	joy	0.545
gush	guspa	joy	0.545
sublime	sublime	joy	0.545
dance	danza	joy	0.545
god	deus	joy	0.545
free	libre	joy	0.544
freshstart	inicio fresco	joy	0.544
savior	salvador	joy	0.543
sanctuary	santuario	joy	0.541
grandchildren	netos	joy	0.540
wellness	benestar	joy	0.537
revel	revelar	joy	0.534
