word	Persian-fa	emotion	emotion-intensity-score
sosweet	شیرین	joy	0.766
smiles	لبخند می زند	joy	0.766
delight	لذت	joy	0.765
orgasm	ارگاسم	joy	0.765
party	مهمانی - جشن	joy	0.765
positive	مثبت	joy	0.761
cheerfulness	شادابی	joy	0.758
miracles	معجزه ها	joy	0.758
sweetheart	عزیزم	joy	0.758
enlighten	روشن کن	joy	0.758
christmastime	کریسمس	joy	0.757
giddy	سرگیجه	joy	0.757
romantic	رومانتیک	joy	0.750
gratify	سپاسگزارم	joy	0.750
friendliness	دوستانه	joy	0.750
laughs	می خندد	joy	0.750
greatness	عظمت	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	خوش	joy	0.750
blessings	نعمت ها	joy	0.750
smile	لبخند	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	فریاد زدن	joy	0.748
jubilee	جشن سال نو	joy	0.742
enthusiasm	اشتیاق	joy	0.742
triumph	پیروزی	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	جادویی	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	معجزه	joy	0.742
rewarding	پاداش	joy	0.742
feelgood	احساس میکنم	joy	0.736
prosperity	رفاه	joy	0.735
luxurious	مجلل	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	جنجالی	joy	0.734
goodday	روز خوب	joy	0.734
passionate	پرشور	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	جادوگر	joy	0.734
victory	پیروزی	joy	0.734
admiration	تحسین	joy	0.734
tgif	tgif	joy	0.734
glorification	شکوه و عظمت	joy	0.733
sing	آواز خواندن	joy	0.729
glowing	درخشان	joy	0.729
breathtaking	مهیج	joy	0.728
fulfillment	تحقق	joy	0.728
yessss	یسس	joy	0.728
cheery	شاد	joy	0.727
thankful	سپاسگزار	joy	0.727
hurrah	هورا	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	سانتا	joy	0.727
award	جایزه	joy	0.727
atpeace	در صلح	joy	0.727
win	پیروزی	joy	0.727
merry	جالب است	joy	0.727
pleased	خوشحال	joy	0.725
radiance	تابش آفتاب	joy	0.725
inspiration	الهام بخش	joy	0.725
uplift	بالا بردن	joy	0.723
optimistic	خوش بینانه	joy	0.723
heaven	بهشت	joy	0.721
lucky	خوش شانس	joy	0.721
thrill	هیجان	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	تعطیلات	joy	0.721
harmony	هماهنگی	joy	0.719
brighten	روشن شدن	joy	0.719
lover	عاشق	joy	0.719
heartfelt	دلسوز	joy	0.719
utopian	utopian	joy	0.719
xmas	xmas	joy	0.719
lovely	دوست داشتني	joy	0.719
amusement	تفریحی	joy	0.719
congratulatory	تبریک میگم	joy	0.719
praising	ستایش	joy	0.719
thriving	پر رونق	joy	0.719
perfect	کامل	joy	0.719
magic	شعبده بازي	joy	0.712
luckiest	خوشبخت ترین	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	لوکس	joy	0.712
bestfeeling	بهترین احساس	joy	0.712
treasures	گنجینه ها	joy	0.712
achievement	دستاورد	joy	0.712
yay	بله	joy	0.712
holiday	تعطیلات	joy	0.712
intimate	صمیمی	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	خندیدن	joy	0.706
rave	دیوانه	joy	0.706
proud	مغرور	joy	0.704
truelove	عشق حقیقی	joy	0.703
fuckyeah	چیههه	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	شگفت آور	joy	0.703
goodnews	خبر خوب	joy	0.703
optimism	خوش بینی	joy	0.703
satisfying	رضایت بخش	joy	0.703
gooood	گودو	joy	0.703
sweetest	شیرین ترین	joy	0.703
cherish	گرامی داشتن	joy	0.703
goodlife	زندگی خوب	joy	0.703
beautification	زیبایی	joy	0.703
appreciates	قدردانی می کنم	joy	0.703
winning	برنده شدن	joy	0.703
cuddled	سوزش	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	سرگرم کننده	joy	0.700
excite	هیجان زده	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	روز تولد	joy	0.691
metime	مادرم	joy	0.688
favorite	مورد علاقه	joy	0.688
honored	افتخار	joy	0.688
content	محتوا	joy	0.688
godsend	خدای ناکرده	joy	0.688
entertaining	سرگرم کننده	joy	0.688
angelic	فرشته ای	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	تقدیر	joy	0.688
exquisite	نفیس	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	گرانبها	joy	0.682
majestic	با شکوه	joy	0.682
appreciated	استقبال مینماید	joy	0.682
luscious	دوست داشتنی	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	لبخند زد	joy	0.682
bestfriends	bestfriends	joy	0.682
exaltation	احترام	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	روشن می شود	joy	0.682
tranquility	آرامش	joy	0.679
marry	ازدواج کن	joy	0.676
embrace	پذیرفتن	joy	0.676
positively	مثبت	joy	0.676
dearest	عزیزم	joy	0.672
relaxation	آرامش	joy	0.672
accomplished	انجام شده است	joy	0.672
hug	در آغوش گرفتن	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	بله	joy	0.672
grin	گرمی	joy	0.672
enliven	زنده ماندن	joy	0.672
contentment	قناعت	joy	0.672
hilarious	خنده دار	joy	0.672
giggles	جیغ می کشد	joy	0.672
bountiful	سودمند	joy	0.667
victor	پیروزی	joy	0.667
adore	عشق ورزیدن	joy	0.667
boisterous	شگفت انگیز	joy	0.667
fulfilled	برآورده شد	joy	0.667
fulfill	تحقق یابد	joy	0.664
cuddles	کتک زدن	joy	0.662
prosperous	موفق	joy	0.660
romanticism	عاشقانه	joy	0.656
humor	شوخ طبعی	joy	0.656
glow	درخشان	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	دلپذیر	joy	0.656
appreciation	قدردانی	joy	0.656
encouraged	تشویق شد	joy	0.656
satisfy	برآورده	joy	0.656
serenity	آرامش	joy	0.656
captivate	فریب دادن	joy	0.656
besties	besties	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	رضایت	joy	0.652
treasure	گنج	joy	0.652
engaged	نامزد شده	joy	0.652
praises	ستایش	joy	0.652
abundance	فراوانی	joy	0.652
fortunes	ثروت	joy	0.652
relaxing	آرامش بخش	joy	0.652
praised	ستایش کرد	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	متمم	joy	0.647
affection	محبت	joy	0.647
relieved	تسکین دهنده	joy	0.647
carnival	کارناوال	joy	0.643
divine	الهی	joy	0.641
saintly	مقدس	joy	0.641
harmoniously	هماهنگ	joy	0.641
achieve	رسیدن	joy	0.641
thanksgiving	شکرگذاری	joy	0.641
jackpot	جکپات	joy	0.641
priceless	بی بها	joy	0.641
sensuality	حساسیت	joy	0.641
champion	قهرمان	joy	0.641
wedding	عروسی	joy	0.641
uplifting	بالا بردن	joy	0.641
climax	اوج	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	صلح آمیز	joy	0.636
twinkle	چشمک زدن	joy	0.636
reverie	رؤیای	joy	0.636
exalt	بالا بردن	joy	0.636
winner	برنده	joy	0.636
felicity	فداکاری	joy	0.636
cuddle	در اغوش گرفتن	joy	0.636
comforting	آرامش	joy	0.636
honeymoon	ماه عسل	joy	0.636
xoxo	xoxo	joy	0.634
amusing	سرگرم کننده	joy	0.625
reward	جایزه	joy	0.625
fondness	عشق ورزیدن	joy	0.625
hearts	قلب	joy	0.625
brighter	روشن تر	joy	0.625
sweet	شیرین	joy	0.625
stargazing	ستاره دار	joy	0.625
festival	جشنواره	joy	0.625
snuggling	سقوط	joy	0.625
generosity	سخاوتمندانه	joy	0.625
gorgeous	جذاب	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	ارتباط جنسی	joy	0.622
parade	رژه	joy	0.621
applause	تشویق و تمجید	joy	0.621
genial	شگفت انگیز	joy	0.621
beauty	زیبایی	joy	0.621
kind	نوع	joy	0.621
newlife	زندگی جدید	joy	0.618
aspiring	مشتاق	joy	0.618
fulfilling	انجام	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	فضیلت	joy	0.613
kiss	بوسه	joy	0.610
winnings	برنده	joy	0.609
praiseworthy	شایستگی	joy	0.609
rainbows	رنگین کمان	joy	0.609
generous	سخاوتمندانه	joy	0.609
enlightenment	روشنگری	joy	0.609
playful	بازیگوش	joy	0.609
christmas	کریسمس	joy	0.609
super	فوق العاده	joy	0.609
elegance	ظرافت	joy	0.609
rekindle	بازخورد	joy	0.609
awards	جوایز	joy	0.609
adorable	شایان ستایش	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	استقلال	joy	0.607
successful	موفقیت آمیز	joy	0.606
onelove	یک عشق	joy	0.606
kindness	مهربانی	joy	0.606
freely	آزادانه	joy	0.606
surprises	تعجب نکنید	joy	0.606
inspired	الهام گرفته	joy	0.606
hilarity	خنده دار	joy	0.606
wonder	تعجب	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	سرگرمی	joy	0.603
whimsical	غافلگیر کننده	joy	0.603
passion	شور	joy	0.603
beautify	زیبایی	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	طلوع خورشید	joy	0.600
godisgood	خدا خوب است	joy	0.597
whoo	کسی که	joy	0.594
angel	فرشته	joy	0.594
thankgod	خدا را شکر	joy	0.594
accomplishment	دستاورد	joy	0.594
flirt	تلنگر	joy	0.594
goodmusic	موسیقی خوب	joy	0.594
snuggled	فریب خورده	joy	0.594
revere	احترام	joy	0.594
inspire	الهام بخشیدن	joy	0.594
fanfare	فانتزی	joy	0.594
peacefully	صلح آمیز	joy	0.594
jesus	عیسی	joy	0.594
goodies	خوش آمدید	joy	0.594
heroic	قهرمانانه	joy	0.591
fortune	ثروت	joy	0.591
friendship	دوستی	joy	0.591
singing	آواز خواندن	joy	0.591
exalted	بالا بردن	joy	0.591
summer	تابستان	joy	0.591
highest	بالاترین	joy	0.591
overflowing	سرریز	joy	0.588
contented	دلسوز	joy	0.588
woot	woot	joy	0.588
rollicking	رولیکس	joy	0.588
hope	امید	joy	0.586
accolade	تقدیر	joy	0.586
cozy	دنج	joy	0.583
delicious	خوشمزه - لذیذ	joy	0.579
friendly	دوستانه	joy	0.578
sensuous	احساساتی	joy	0.578
darling	عزیز	joy	0.578
picturesque	زیبا	joy	0.578
raving	خنده دار	joy	0.578
praise	ستایش	joy	0.578
everlasting	ابدی	joy	0.578
ambition	هدف - آرزو	joy	0.578
thelife	زندگی	joy	0.578
sparkle	درخشش	joy	0.577
yeahhh	آره	joy	0.576
luckygirl	luckygirl	joy	0.576
flattering	دلپذیر	joy	0.576
sensual	احساساتی	joy	0.576
heroism	قهرمانی	joy	0.576
succeeding	موفقیت	joy	0.576
grace	رحمت	joy	0.576
peace	صلح	joy	0.576
livelife	زندگی زناشویی	joy	0.574
special	ویژه	joy	0.574
tantalizing	ترسناک	joy	0.572
pumped	پمپ شده	joy	0.567
worthwhile	ارزشمند	joy	0.562
revels	خوش شانسی	joy	0.562
prevail	غالب شدن پیروز شدن چیره شدن	joy	0.562
liking	دوست داشتنی	joy	0.562
sunny	آفتابی	joy	0.562
relax	آروم باش	joy	0.562
surprise	تعجب	joy	0.562
hugs	آغوش	joy	0.562
admirable	قابل تحسین	joy	0.562
hero	قهرمان	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	طنز آمیز	joy	0.562
sweets	شیرینی	joy	0.562
prosper	رونق	joy	0.562
superstar	ستاره	joy	0.562
favorable	مطلوب	joy	0.561
bless	برکت دهد	joy	0.561
tenderness	حساسیت	joy	0.561
freedom	آزادی	joy	0.561
masterpiece	شاهکار	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	رویاها	joy	0.559
hopeful	امیدوارم	joy	0.559
home	خانه	joy	0.559
cruising	کروز	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	وفاداری	joy	0.553
closeness	نزدیکی	joy	0.552
eagerness	اشتیاق	joy	0.552
comfy	راحت	joy	0.551
sunshine	آفتاب	joy	0.551
confidence	اعتماد به نفس	joy	0.547
mistletoe	ادم خزانه دار	joy	0.547
elite	نخبه	joy	0.547
celestial	آسمانی	joy	0.547
heart	قلب	joy	0.547
completion	تکمیل	joy	0.547
good	خوب	joy	0.547
daughter	فرزند دختر	joy	0.547
gifts	هدیه	joy	0.547
astonishment	حیرت انگیز	joy	0.547
bonus	جایزه	joy	0.547
goodmorning	صبح بخیر	joy	0.547
lifted	بالا بردن	joy	0.547
zeal	مشتاق	joy	0.547
illuminate	روشن شدن	joy	0.547
gift	هدیه	joy	0.547
vacation	تعطیلات	joy	0.547
charmed	جذاب	joy	0.546
recreation	تفریح	joy	0.545
encouragement	تشویق	joy	0.545
gush	خجالت کشیدن	joy	0.545
sublime	سعادتمند	joy	0.545
dance	رقص	joy	0.545
god	خدایا	joy	0.545
free	رایگان	joy	0.544
freshstart	freshstart	joy	0.544
savior	نجات دهنده	joy	0.543
sanctuary	جایگاه مقدس	joy	0.541
grandchildren	نوه ها	joy	0.540
wellness	سلامتی	joy	0.537
revel	خوش بگذره	joy	0.534
inspirational	الهام بخش	joy	0.531
savor	مزه	joy	0.531
matrimony	ازدواج	joy	0.531
money	پول	joy	0.531
rainbow	رنگين كمان	joy	0.531
confident	مطمئن	joy	0.531
bridal	عروسی	joy	0.531
music	موسیقی	joy	0.531
fab	فا	joy	0.531
serene	بی رحم	joy	0.531
alive	زنده است	joy	0.531
holiness	تقدس	joy	0.531
vitality	سرزندگی	joy	0.531
liberation	آزادی	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	تسکین دهنده	joy	0.531
soar	اوج گرفتن	joy	0.531
firstborn	اولین فرزند	joy	0.531
elegant	ظریف	joy	0.530
mastery	تسلط بر	joy	0.530
illumination	روشنایی	joy	0.530
welcomed	استقبال شد	joy	0.530
warmth	گرما	joy	0.530
blossom	شکوفه	joy	0.530
glimmer	با روشنایی ضعیف تابیدن	joy	0.530
faithful	با ایمان	joy	0.529
treat	درمان شود	joy	0.529
snuggles	دامن زدن	joy	0.522
laurels	لورل ها	joy	0.521
commendable	قابل ستایش	joy	0.519
powerful	قدرتمند	joy	0.516
silly	احمقانه	joy	0.516
zest	خستگی	joy	0.516
presents	هدیه	joy	0.516
succeed	موفق باش	joy	0.516
jingle	صدای جیر جیر	joy	0.516
remarkable	قابل توجه	joy	0.516
greeted	استقبال	joy	0.516
brotherly	برادرانه	joy	0.516
pride	غرور	joy	0.516
strengthening	تقویت	joy	0.516
aspire	آرزو می کنم	joy	0.516
abundant	فراوان	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	شفاف	joy	0.516
almighty	خداوند متعال	joy	0.516
fancy	تفننی	joy	0.516
zen	زین	joy	0.515
coronation	تاج گذاری	joy	0.515
kudos	کودوس	joy	0.515
vivid	زنده	joy	0.515
leisure	اوقات فراغت	joy	0.515
complete	تکمیل	joy	0.515
cutie	عیار	joy	0.515
newme	من جدید	joy	0.515
familytime	زمان خانواده	joy	0.515
animated	متحرک	joy	0.515
spirit	روح	joy	0.515
thanking	سپاسگزار	joy	0.515
kid	بچه	joy	0.515
shining	درخشان	joy	0.515
payday	payday	joy	0.515
princely	شاهزاده	joy	0.515
reunited	دوباره متحد شد	joy	0.515
therapeutic	درمانی	joy	0.515
comfort	راحتی	joy	0.515
godly	خداحافظ	joy	0.514
marriage	ازدواج	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	ارتباط	joy	0.514
spouse	همسر	joy	0.507
intimately	دقیقا	joy	0.507
accomplish	انجام دادن	joy	0.500
excel	اکسل	joy	0.500
inviting	دعوت کردن	joy	0.500
meritorious	شایستگی	joy	0.500
diamond	الماس	joy	0.500
nature	طبیعت	joy	0.500
dignity	کرامت	joy	0.500
family	خانواده	joy	0.500
soulful	روحانی	joy	0.500
charitable	خیریه	joy	0.500
encourage	تشويق كردن	joy	0.500
friends	دوستان	joy	0.500
satisfied	راضی	joy	0.500
welcoming	استقبال	joy	0.500
healthy	سالم	joy	0.500
surreal	سورئالیسم	joy	0.500
refreshed	تجدیدشده	joy	0.500
beach	ساحل دریا	joy	0.500
motherhood	مادر بودن	joy	0.500
respect	توجه	joy	0.500
gem	جواهر	joy	0.500
erotic	وابسته به عشق شهوانی	joy	0.500
visionary	چشم انداز	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	به دست آورد	joy	0.500
christ	مسیح	joy	0.500
memorable	بیاد ماندنی	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	عزیزم	joy	0.500
purr	خراب کردن	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	راستی	joy	0.500
bloom	شکوفه	joy	0.500
carefree	بی رحم	joy	0.500
aura	اورا	joy	0.493
health	سلامتی	joy	0.493
liberty	آزادی	joy	0.486
approved	تایید شده	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	اواسط	joy	0.486
rapture	جذابیت	joy	0.485
engaging	جذاب	joy	0.485
crowning	تاج زدن	joy	0.485
aspiration	تنفس	joy	0.485
prestige	اعتبار	joy	0.485
crescendo	crescendo	joy	0.485
gentle	ملایم	joy	0.485
liberate	آزادی	joy	0.485
betrothed	متعهد	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	فضل	joy	0.485
privileged	ممتاز	joy	0.485
loyal	وفادار	joy	0.485
inseparable	جدایی ناپذیر	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	غروب آفتاب	joy	0.484
trophy	جایزه	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	شانس	joy	0.484
creativity	خلاقیت	joy	0.484
destiny	سرنوشت	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	تعالی	joy	0.484
bouquet	دسته گل	joy	0.484
chocolate	شکلات	joy	0.484
aloha	الهه	joy	0.484
yummy	لذیذ	joy	0.484
dream	رویا	joy	0.484
desire	میل	joy	0.484
boyfriend	دوست پسر	joy	0.480
commemoration	یادبود	joy	0.479
intelligence	هوش	joy	0.477
readiness	آمادگی	joy	0.473
friend	دوست	joy	0.471
enthusiast	علاقهمند	joy	0.471
bride	عروس	joy	0.471
lush	باشکوه	joy	0.470
calming	آرامش	joy	0.470
inheritance	وراثت	joy	0.470
kiddo	عزیزم	joy	0.470
massage	ماساژ	joy	0.470
tickle	غلغلک دادن	joy	0.470
adventure	ماجرا	joy	0.470
nostalgia	نوستالژی	joy	0.470
soothe	آرامش	joy	0.470
goals	اهداف	joy	0.469
luster	لرزش	joy	0.469
giving	دادن	joy	0.469
princess	شاهزاده	joy	0.469
heartily	صمیمانه	joy	0.469
benevolence	خیرخواهی	joy	0.469
nurture	پرورش دهید	joy	0.469
bridegroom	عروسک	joy	0.469
eternal	ابدی	joy	0.469
pray	نماز خواندن	joy	0.469
getaway	گشت و گذار	joy	0.469
humanitarian	انسان دوستانه	joy	0.469
bonding	پیوند	joy	0.469
rest	باقی مانده	joy	0.469
amicable	دوستانه	joy	0.469
purring	خرد کردن	joy	0.469
pretty	بسیار	joy	0.469
child	کودک	joy	0.466
salutary	سلامتی	joy	0.465
invite	دعوت	joy	0.457
reminiscing	یادآوری	joy	0.456
beam	پرتو	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	گرمسیری	joy	0.455
aesthetics	زیبایی شناسی	joy	0.455
friday	جمعه	joy	0.455
elevation	ارتفاع	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	مراسم	joy	0.455
