word	Maltese-mt	emotion	emotion-intensity-score
amnesty	amnestija	joy	0.328
respite	mistrieħ	joy	0.324
mellow	lixxa	joy	0.318
lazyday	NO TRANSLATION	joy	0.318
recreational	rikreattiv	joy	0.318
restorative	restawr	joy	0.318
cousins	kuġini	joy	0.318
classics	klassiċi	joy	0.318
reconciliation	rikonċiljazzjoni	joy	0.316
dove	dove	joy	0.312
living	ħajja	joy	0.312
presto	presto	joy	0.312
crafts	snajja '	joy	0.312
recovery	rkupru	joy	0.312
woods	boskijiet	joy	0.312
sunset	nżul ix-xemx	joy	0.312
fitness	idoneità	joy	0.312
playhouse	playhouse	joy	0.312
superman	superman	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	għerf	joy	0.312
deal	jittratta	joy	0.312
simplify	tissimplifika	joy	0.312
lord	Lord	joy	0.312
sterling	sterlina	joy	0.312
progression	progressjoni	joy	0.312
relight	relight	joy	0.312
pony	poni	joy	0.312
infant	tarbija	joy	0.309
improvement	titjib	joy	0.309
absolution	assoluzzjoni	joy	0.306
gently	bil-mod	joy	0.303
established	stabbilit	joy	0.303
honest	onest	joy	0.303
decorating	dekorazzjoni	joy	0.303
endless	bla tmiem	joy	0.303
banquet	banquet	joy	0.303
providing	jipprovdu	joy	0.300
mine	mine	joy	0.297
fraternal	fraterni	joy	0.297
notable	magħruf	joy	0.297
feat	proeza	joy	0.297
harvest	ħsad	joy	0.297
quaint	indispensabbli	joy	0.297
softly	ippronunzjata	joy	0.297
spiritual	spiritwali	joy	0.297
morals	morali	joy	0.297
lounging	lounging	joy	0.297
light	dawl	joy	0.297
breeze	breeze	joy	0.297
strolling	strolling	joy	0.297
spending	infiq	joy	0.297
meditating	meditating	joy	0.297
joker	joker	joy	0.297
yearning	sena	joy	0.297
growth	tkabbir	joy	0.297
fervor	fervur	joy	0.295
quotes	kwotazzjonijiet	joy	0.294
volunteer	voluntier	joy	0.294
psalms	Salmi	joy	0.288
hippie	hippie	joy	0.288
gain	qligħ	joy	0.288
taoism	Taoism	joy	0.288
midwife	qabla	joy	0.288
resources	riżorsi	joy	0.288
create	joħolqu	joy	0.288
receiving	jirċievu	joy	0.287
ocean	oċean	joy	0.286
snowfall	silġ	joy	0.286
lsd	lsd	joy	0.286
hiking	mixi	joy	0.283
chill	chill	joy	0.281
truce	truce	joy	0.281
infinity	infinita	joy	0.281
toast	toast	joy	0.281
destination	destinazzjoni	joy	0.281
buddhist	budista	joy	0.281
rested	mistrieħ	joy	0.281
candid	sinċier	joy	0.281
evergreen	evergreen	joy	0.281
unwind	unwind	joy	0.281
buzzing	żanżin	joy	0.281
venerable	venerabbli	joy	0.279
balance	bilanċ	joy	0.275
retirement	irtirar	joy	0.275
compensate	jikkumpensaw	joy	0.273
swim	jgħum	joy	0.273
drinks	xorb	joy	0.273
devout	devout	joy	0.273
buddha	Buddha	joy	0.273
rapt	rapt	joy	0.273
fireplace	nar	joy	0.273
snowing	snowing	joy	0.271
sublimation	sublimazzjoni	joy	0.270
fruity	frott	joy	0.268
humility	umiltà	joy	0.266
paragon	paragon	joy	0.266
ministry	ministeru	joy	0.266
sunday	il-Ħadd	joy	0.266
salute	salute	joy	0.266
fortitude	fortitude	joy	0.266
whim	kapriċċ	joy	0.266
sun	xemx	joy	0.266
sketching	skeċċjar	joy	0.266
waves	mewġ	joy	0.266
buddhism	Buddiżmu	joy	0.266
cathedral	katidral	joy	0.266
yoga	yoga	joy	0.266
artwork	xogħol ta 'l-arti	joy	0.265
practiced	ipprattikat	joy	0.264
clean	nadif	joy	0.260
found	misjub	joy	0.258
fitting	twaħħil	joy	0.258
immerse	għaddas	joy	0.258
running	tmexxija	joy	0.258
clarity	ċarezza	joy	0.258
food	ikel	joy	0.258
exercise	eżerċizzju	joy	0.258
autumn	ħarifa	joy	0.254
ardent	ardenti	joy	0.250
fit	tajbin	joy	0.250
mountain	muntanji	joy	0.250
expedient	spedjenti	joy	0.250
diary	djarju	joy	0.250
candles	xemgħat	joy	0.250
outdoors	barra	joy	0.250
chilled	imkessaħ	joy	0.250
clap	clap	joy	0.250
contagious	kontaġjuż	joy	0.250
chirp	chirp	joy	0.250
morning	filgħodu	joy	0.250
visitor	viżitatur	joy	0.250
hardy	li jifilħu	joy	0.250
countryside	kampanja	joy	0.250
undying	undying	joy	0.250
football	futbol	joy	0.250
advocacy	advocacy	joy	0.250
demonstrative	dimostrattiv	joy	0.250
cradle	benniena	joy	0.247
trance	trance	joy	0.246
breakfast	kolazzjon	joy	0.242
grow	jikbru	joy	0.242
pay	tħallas	joy	0.242
preservative	preservattiv	joy	0.242
intense	intensa	joy	0.242
supremacy	supremazija	joy	0.242
church	knisja	joy	0.242
procession	purċissjoni	joy	0.242
consecration	konsagrazzjoni	joy	0.235
lifetime	ħajja	joy	0.234
nursery	mixtla	joy	0.234
humbled	umli	joy	0.234
vote	votazzjoni	joy	0.234
incense	inċens	joy	0.234
lyre	lyre	joy	0.234
candle	xemgħa	joy	0.234
snowy	Snowy	joy	0.234
doll	pupi	joy	0.234
skiing	skiing	joy	0.234
ordination	koordinazzjoni	joy	0.234
art	art	joy	0.234
salary	salarju	joy	0.234
pastry	għaġina	joy	0.229
firefly	firefly	joy	0.227
chilling	tkessiħ	joy	0.227
remedy	rimedju	joy	0.227
rescue	salvataġġ	joy	0.225
camping	ikkampjar	joy	0.221
perspective	perspettiva	joy	0.221
orchard	ġnien tal-frott	joy	0.221
orchestra	orkestra	joy	0.221
possess	jippossjedu	joy	0.219
castle	kastell	joy	0.219
lamb	ħaruf	joy	0.219
gardens	ġonna	joy	0.219
breezy	breezy	joy	0.219
mucis	NO TRANSLATION	joy	0.212
bouttime	bouttime	joy	0.212
brisk	mgħaġġel	joy	0.212
countrymusic	NO TRANSLATION	joy	0.212
repay	lura	joy	0.212
ribbon	żigarella	joy	0.212
pho	pho	joy	0.212
reggae	reggae	joy	0.212
raindrops	xita tal-ilma	joy	0.212
listneing	NO TRANSLATION	joy	0.212
teach	jgħallmu	joy	0.212
nap	nap	joy	0.206
stillness	nuqqas ta 'saħħa	joy	0.203
chant	Chant	joy	0.203
hire	kiri	joy	0.203
vernal	vernal	joy	0.203
cove	cove	joy	0.203
uncontrollable	mhux kontrollabbli	joy	0.203
legalized	legalizzat	joy	0.203
unexpected	mhux mistennija	joy	0.203
lights	dwal	joy	0.203
save	ħlief	joy	0.200
atone	atone	joy	0.197
trees	siġar	joy	0.197
pastor	ragħaj	joy	0.197
symmetry	simmetrija	joy	0.197
oneday	NO TRANSLATION	joy	0.197
scripture	Iskrittura	joy	0.196
mountains	muntanji	joy	0.194
pathway	mogħdija	joy	0.188
walking	mixi	joy	0.188
craziness	craziness	joy	0.188
soppy	soppy	joy	0.188
tea	te	joy	0.188
quiet	kwiet	joy	0.188
forefathers	forefathers	joy	0.188
liquor	xorb alkoħoliku	joy	0.188
custom	użanza	joy	0.188
whiteness	bjuda	joy	0.188
sympathetic	simpatetika	joy	0.188
patient	pazjent	joy	0.186
dollhouse	dollhouse	joy	0.182
bath	banju	joy	0.182
score	punteġġ	joy	0.182
movingon	movingon	joy	0.182
supporter	sostenitur	joy	0.180
accompaniment	akkumpanjament	joy	0.179
pursuit	insegwiment	joy	0.176
outburst	splużjoni	joy	0.176
frosty	ġlata	joy	0.174
workout	workout	joy	0.172
closure	għeluq	joy	0.172
luncheon	ikla ta 'l-ikel	joy	0.172
service	servizz	joy	0.172
wintery	xitwa	joy	0.172
wages	pagi	joy	0.169
civilized	ċivilizzat	joy	0.169
fain	NO TRANSLATION	joy	0.167
december	Diċembru	joy	0.167
acrobat	acrobat	joy	0.162
glide	glide	joy	0.162
finally	finalment	joy	0.157
reproductive	riproduttiva	joy	0.156
elf	elf	joy	0.156
organization	organizzazzjoni	joy	0.156
stroll	stroll	joy	0.156
peppermint	pepermint	joy	0.156
break	waqfa	joy	0.156
chai	chai	joy	0.156
obtainable	jista 'jinkiseb	joy	0.156
bathtub	bathtub	joy	0.156
advent	il-miġja	joy	0.152
scifi	scifi	joy	0.152
balm	balzmu	joy	0.152
measured	imkejla	joy	0.152
spaniel	spaniel	joy	0.145
tan	tan	joy	0.141
ditty	ditty	joy	0.141
bubble	bużżieqa	joy	0.141
simple	sempliċi	joy	0.141
oils	żjut	joy	0.141
beer	birra	joy	0.141
green	aħdar	joy	0.137
buss	buss	joy	0.136
books	kotba	joy	0.136
makingdisciples	NO TRANSLATION	joy	0.136
chow	chow	joy	0.135
pitter	pitter	joy	0.134
flows	flussi	joy	0.130
silence	silenzju	joy	0.127
roadster	roadster	joy	0.125
solitude	solitudni	joy	0.125
bookstore	librerija	joy	0.125
wine	inbid	joy	0.125
circumstances	ċirkostanzi	joy	0.125
japan	Ġappun	joy	0.121
soak	soak	joy	0.121
wilderness	wilderness	joy	0.121
priesthood	sacerdozju	joy	0.121
critical	kritiku	joy	0.116
neutral	newtrali	joy	0.114
untie	untie	joy	0.109
hunting	kaċċa	joy	0.109
opera	opra	joy	0.109
weight	piż	joy	0.109
white	abjad	joy	0.109
sand	ramel	joy	0.109
wind	riħ	joy	0.109
labor	xogħol	joy	0.106
classical	klassiku	joy	0.106
affliction	affliction	joy	0.103
lake	lag	joy	0.103
organ	organu	joy	0.094
dwelling	abitazzjoni	joy	0.094
tree	siġra	joy	0.090
pond	għadira	joy	0.089
marrow	mudullun	joy	0.078
latte	latte	joy	0.078
sipping	jixorbu	joy	0.076
benign	beninni	joy	0.074
majority	maġġoranza	joy	0.073
leaf	weraq	joy	0.065
troubles	problemi	joy	0.062
basketball	baskitbol	joy	0.062
explosions	splużjonijiet	joy	0.061
cream	krema	joy	0.061
shepherd	ragħaj	joy	0.058
tuesday	nhar it-Tlieta	joy	0.047
turbulence	turbolenza	joy	0.045
calf	għoġol	joy	0.040
hardship	tbatija	joy	0.031
sixty	sittin	joy	0.016
unhappiness	kuntentizza	joy	0.016
heartbreaking	qalb	sadness	0.969
mourning	dwejjaq	sadness	0.969
tragic	traġiċi	sadness	0.961
holocaust	olokawstu	sadness	0.953
suicidal	suwiċidju	sadness	0.941
misery	miżerja	sadness	0.938
massacre	massakru	sadness	0.931
euthanasia	eutasja	sadness	0.927
depression	depressjoni	sadness	0.925
bereavement	mewt	sadness	0.922
grieving	grieving	sadness	0.922
fatal	fatali	sadness	0.922
bereaved	imħarrab	sadness	0.920
devastation	devastazzjoni	sadness	0.917
death	mewt	sadness	0.915
devastated	meqruda	sadness	0.912
suicide	suwiċidju	sadness	0.912
catastrophe	diżastru	sadness	0.911
horrifying	skoraġġanti	sadness	0.907
tragedy	traġedja	sadness	0.906
depressing	deprimenti	sadness	0.906
died	miet	sadness	0.906
anguish	anguish	sadness	0.902
agony	agunija	sadness	0.900
deadly	fatali	sadness	0.898
weeping	weeping	sadness	0.896
stillbirth	twelid	sadness	0.891
deceased	mejjet	sadness	0.891
murderer	qattiel	sadness	0.877
devastating	devastanti	sadness	0.875
rape	stupru	sadness	0.875
cancer	kanċer	sadness	0.875
dying	tmut	sadness	0.875
sadness	dwejjaq	sadness	0.864
morbidity	morbidità	sadness	0.864
crucifixion	crucifixion	sadness	0.859
grief	grief	sadness	0.859
depressed	depress	sadness	0.859
traumatic	trawmatiku	sadness	0.859
atrocity	atroċita	sadness	0.859
execution	eżekuzzjoni	sadness	0.859
abandonment	abbandun	sadness	0.859
perish	tmut	sadness	0.859
cadaver	kadavri	sadness	0.853
treachery	treachery	sadness	0.848
betrayed	tradotti	sadness	0.848
sad	imdejjaq	sadness	0.844
destroyed	meqruda	sadness	0.844
miserable	miserable	sadness	0.844
persecution	persekuzzjoni	sadness	0.844
funeral	funeral	sadness	0.844
slaughtering	qatla	sadness	0.844
horrific	orribbli	sadness	0.844
homicide	omiċidju	sadness	0.844
hopelessness	nuqqas ta 'tfulija	sadness	0.844
grieve	grieve	sadness	0.844
sorrow	niket	sadness	0.844
suffering	tbatija	sadness	0.844
murderous	qattiela	sadness	0.844
unhappiness	kuntentizza	sadness	0.839
crippled	imkemmex	sadness	0.836
bloodshed	tbattal tad-demm	sadness	0.836
pained	uġigħ	sadness	0.833
manslaughter	omiċidju	sadness	0.833
carnage	carnage	sadness	0.833
unbearable	insupportabbli	sadness	0.830
stillborn	imwielda mejta	sadness	0.830
slavery	skjavitù	sadness	0.828
torment	torment	sadness	0.828
sickness	mard	sadness	0.828
enslaved	skjavi	sadness	0.828
casualty	diżgrazzja	sadness	0.828
morbid	morbid	sadness	0.828
murder	qtil	sadness	0.828
mourn	mourn	sadness	0.828
helplessness	djufija	sadness	0.828
annihilation	annihilation	sadness	0.828
abandoned	abbandunat	sadness	0.828
horrors	kruhat	sadness	0.828
mutilation	mutilazzjoni	sadness	0.828
annihilated	annihilated	sadness	0.828
miscarriage	korriment	sadness	0.824
starvation	ġuħ	sadness	0.819
killing	qtil	sadness	0.812
failure	nuqqas	sadness	0.812
famine	ġuħ	sadness	0.812
distraught	distraught	sadness	0.812
childloss	NO TRANSLATION	sadness	0.812
burial	dfin	sadness	0.812
disgrace	disgrace	sadness	0.812
cruelty	krudeltà	sadness	0.812
despair	disprament	sadness	0.812
saddens	jidħlu	sadness	0.812
oppression	oppressjoni	sadness	0.812
sadly	sfortunatament	sadness	0.812
mournful	mournful	sadness	0.812
terrorism	terroriżmu	sadness	0.812
heartache	heartache	sadness	0.812
bloody	imdemmi	sadness	0.806
perishing	jitilfu	sadness	0.804
inhumanity	inumanità	sadness	0.804
malignancy	malinn	sadness	0.803
mortification	mortifikazzjoni	sadness	0.802
sarcoma	sarkoma	sadness	0.797
lifeless	bla ħajja	sadness	0.797
perished	mietu	sadness	0.797
dreadful	koroh	sadness	0.797
devastate	devastate	sadness	0.797
dreadfully	dreadfully	sadness	0.797
gallows	gallows	sadness	0.797
lethal	letali	sadness	0.797
desolation	desolation	sadness	0.797
kill	joqtlu	sadness	0.797
slave	slave	sadness	0.797
mortuary	mortwarju	sadness	0.797
assassination	qtil	sadness	0.797
leukemia	lewkimja	sadness	0.797
brokenheart	NO TRANSLATION	sadness	0.792
banishment	tbegħid	sadness	0.790
afflict	afflict	sadness	0.789
disheartened	diżheartened	sadness	0.788
bury	midfuna	sadness	0.781
crying	biki	sadness	0.781
tumour	tumur	sadness	0.781
heartbreak	qalb	sadness	0.781
desecration	drawwiet ta 'drawwiet	sadness	0.781
demoralized	demoralizzat	sadness	0.781
terrorize	terriforzja	sadness	0.781
die	NO TRANSLATION	sadness	0.773
lynch	lynch	sadness	0.773
sufferer	jbatu	sadness	0.770
loneliness	solitudni	sadness	0.766
cemetery	ċimiterju	sadness	0.766
destitute	fqar	sadness	0.766
torture	tortura	sadness	0.766
abortion	abort	sadness	0.766
diseased	morda	sadness	0.766
condolence	kondoljanzi	sadness	0.766
fatality	mewt	sadness	0.766
dismemberment	diżmembrament	sadness	0.766
doomed	ddestinat	sadness	0.766
fearful	biża '	sadness	0.766
slayer	slayer	sadness	0.766
painfully	tbatija	sadness	0.758
moribund	moribund	sadness	0.758
disaster	diżastru	sadness	0.758
depress	agħar	sadness	0.755
condemnation	kundanna	sadness	0.754
desperation	desperation	sadness	0.750
hemorrhage	emorraġija	sadness	0.750
unhappy	kuntenti	sadness	0.750
pandemic	pandemija	sadness	0.750
corpse	katavru	sadness	0.750
depressive	dipressiv	sadness	0.750
deplorable	deplorevoli	sadness	0.750
defeated	defeated	sadness	0.750
doomsday	Doomsday	sadness	0.750
cry	cry	sadness	0.750
victimized	vittimizzati	sadness	0.750
obliteration	tħassir	sadness	0.750
damnation	dannu	sadness	0.750
guilt	ħtija	sadness	0.750
sickening	sickening	sadness	0.750
terrorist	terroristiku	sadness	0.750
sorrowful	sorrowful	sadness	0.750
incest	inċest	sadness	0.750
painful	uġigħ	sadness	0.750
abduction	ħtif	sadness	0.750
regretful	dispjaċir	sadness	0.750
unfairness	inġustizzja	sadness	0.745
molestation	molestation	sadness	0.744
exile	eżilju	sadness	0.742
abysmal	mhux normali	sadness	0.742
hellish	hellish	sadness	0.738
exterminate	sterminate	sadness	0.736
earthquake	terrimot	sadness	0.734
betrayal	tradiment	sadness	0.734
orphan	orfni	sadness	0.734
slaughter	qatla	sadness	0.734
disgraced	diżgrazzjat	sadness	0.734
battered	maqtugħ	sadness	0.734
assassin	assassin	sadness	0.734
horrid	horrid	sadness	0.734
miserably	miserably	sadness	0.734
lonesome	lonesome	sadness	0.734
morgue	morgue	sadness	0.734
disastrous	diżastruż	sadness	0.734
warfare	gwerra	sadness	0.734
destroying	qerda	sadness	0.734
homeless	bla dar	sadness	0.734
listless	inutli	sadness	0.729
unfortunately	sfortunatament	sadness	0.727
grave	qabar	sadness	0.727
emptiness	vojt	sadness	0.727
alienated	aljenati	sadness	0.727
fraught	mimli	sadness	0.722
emaciated	emaciated	sadness	0.719
malicious	malizzjuż	sadness	0.719
atrophy	atrofija	sadness	0.719
cripple	ixxekkel	sadness	0.719
ashamed	ashamed	sadness	0.719
leprosy	leprosy	sadness	0.719
violently	b'mod vjolenti	sadness	0.719
disheartening	disheartening	sadness	0.719
cried	cried	sadness	0.719
woe	woe	sadness	0.719
horror	orrur	sadness	0.719
heartless	qalb	sadness	0.719
forsaken	forsaken	sadness	0.719
paralysis	paraliżi	sadness	0.719
missing	nieqsa	sadness	0.719
danger	periklu	sadness	0.719
pain	uġigħ	sadness	0.719
demise	mewt	sadness	0.717
disgruntled	diżappuntat	sadness	0.712
rejected	miċħuda	sadness	0.712
sickly	morda	sadness	0.712
violence	vjolenza	sadness	0.712
torn	imqatta '	sadness	0.710
calamity	diżgrazzja	sadness	0.709
grim	skura	sadness	0.708
grievous	gravi	sadness	0.704
disfigured	disfigured	sadness	0.703
punishing	jikkastigaw	sadness	0.703
extinct	estinti	sadness	0.703
meltdown	kollass	sadness	0.703
oppressor	oppressor	sadness	0.703
deformed	deformat	sadness	0.703
slaughterhouse	biċċerija	sadness	0.703
humiliate	umiljat	sadness	0.703
inhuman	inuman	sadness	0.703
decomposition	dekompożizzjoni	sadness	0.703
suffocating	soffokanti	sadness	0.703
hearse	hearse	sadness	0.703
incurable	inkurabbli	sadness	0.703
buried	midfun	sadness	0.703
paralyzed	paralizzati	sadness	0.703
carcinoma	karċinoma	sadness	0.703
deformity	deformità	sadness	0.703
crushed	imfarrak	sadness	0.703
isolate	iżolat	sadness	0.703
tearful	dwejjaq	sadness	0.703
abandon	tabbanduna	sadness	0.703
obit	obit	sadness	0.703
strangle	strangle	sadness	0.703
victim	vittma	sadness	0.703
isolation	iżolament	sadness	0.703
lifesucks	lifesucks	sadness	0.700
hell	infern	sadness	0.700
ruinous	ruinous	sadness	0.698
widow	armla	sadness	0.697
banish	banish	sadness	0.697
accursed	imdejqa	sadness	0.697
ruined	ruined	sadness	0.697
vanished	spiċċat	sadness	0.695
displaced	spostati	sadness	0.691
poverty	faqar	sadness	0.690
hospice	ospizju	sadness	0.688
insanity	insanità	sadness	0.688
depraved	depravat	sadness	0.688
shooting	isparar	sadness	0.688
stab	stab	sadness	0.688
pathetic	pathetic	sadness	0.688
foreveralone	għal dejjem waħdi	sadness	0.688
dementia	dimenzja	sadness	0.688
travesty	travesty	sadness	0.688
nohope	NO TRANSLATION	sadness	0.688
infidelity	infedeltà	sadness	0.688
epidemic	epidemija	sadness	0.688
teary	Dewmien	sadness	0.688
widower	armel	sadness	0.688
terminal	terminali	sadness	0.688
neglected	traskurat	sadness	0.688
illness	marda	sadness	0.688
regretting	jiddispjaċih	sadness	0.688
imprisoned	ħabs	sadness	0.688
hurtful	hurtful	sadness	0.688
banished	banjat	sadness	0.688
hurt	iweġġgħu	sadness	0.688
deserted	abbandunat	sadness	0.688
hopeless	bla tama	sadness	0.688
sob	NO TRANSLATION	sadness	0.688
loss	telf	sadness	0.688
dismissal	tkeċċija	sadness	0.686
alienation	aljenazzjoni	sadness	0.685
hardship	tbatija	sadness	0.685
choke	ċowk	sadness	0.682
kidnap	ħtif	sadness	0.682
bleeding	fsada	sadness	0.673
obituary	obituary	sadness	0.672
missingyou	NO TRANSLATION	sadness	0.672
disabled	b'diżabilità	sadness	0.672
outcast	outcast	sadness	0.672
poison	velenu	sadness	0.672
abortive	aborti	sadness	0.672
gory	gory	sadness	0.672
disparage	nieqes	sadness	0.672
wail	wail	sadness	0.672
malevolent	malizzjuż	sadness	0.672
imprisonment	priġunerija	sadness	0.672
wretch	wretch	sadness	0.672
feelingdown	NO TRANSLATION	sadness	0.672
wretched	ħżiena	sadness	0.672
belittle	belittle	sadness	0.672
punished	ikkastigat	sadness	0.672
deprivation	ċaħda	sadness	0.672
evil	ħażen	sadness	0.672
coffin	tebut	sadness	0.672
woefully	woefully	sadness	0.672
decomposed	dekompost	sadness	0.672
frightful	terribbli	sadness	0.672
despairing	diżattivazzjoni	sadness	0.672
barren	ibridi	sadness	0.670
poisoned	enwinizzat	sadness	0.667
executioner	eżekutur	sadness	0.667
disease	marda	sadness	0.665
oppress	oppress	sadness	0.664
disembodied	diżokkupat	sadness	0.660
tear	tiċrita	sadness	0.656
shitty	shitty	sadness	0.656
lamenting	lamenting	sadness	0.656
ruin	rovina	sadness	0.656
weep	niedja	sadness	0.656
lonely	solitarju	sadness	0.656
jail	ħabs	sadness	0.656
steal	steal	sadness	0.656
mangle	mangle	sadness	0.656
hate	mibegħda	sadness	0.656
ailing	mdgħajjef	sadness	0.656
dreary	dreary	sadness	0.656
bleak	skoraġġanti	sadness	0.656
polio	poljo	sadness	0.656
blighted	blighted	sadness	0.656
casket	kaxxett	sadness	0.656
demonic	demonic	sadness	0.656
peril	periklu	sadness	0.656
carcass	karkassa	sadness	0.653
beating	swat	sadness	0.652
regretted	iddispjaċih	sadness	0.652
cowardice	cowardice	sadness	0.652
disability	diżabilità	sadness	0.648
affliction	affliction	sadness	0.645
poisonous	velenuż	sadness	0.641
emergency	emerġenza	sadness	0.641
perilous	perikoluż	sadness	0.641
awful	orribbli	sadness	0.641
terribly	terriblement	sadness	0.641
scourge	pjaga	sadness	0.641
sinful	sinful	sadness	0.641
stricken	milquta	sadness	0.641
hatred	mibegħda	sadness	0.641
powerless	impotenti	sadness	0.641
termination	terminazzjoni	sadness	0.641
exorcism	exorcism	sadness	0.641
woeful	woeful	sadness	0.641
drown	drown	sadness	0.641
inequality	inugwaljanza	sadness	0.641
infertility	infertilità	sadness	0.641
incarceration	inkarceration	sadness	0.641
failing	fin-nuqqas	sadness	0.641
worry	tinkwetax	sadness	0.641
shroud	shroud	sadness	0.641
psychosis	psikosi	sadness	0.638
demolish	jitwaqqa '	sadness	0.636
lament	lament	sadness	0.636
disappointed	diżappuntat	sadness	0.636
dismay	jiddispjaċih	sadness	0.636
burdensome	ta 'piż	sadness	0.634
shattered	għerqu	sadness	0.630
mausoleum	mausoleum	sadness	0.630
gloom	gloom	sadness	0.625
regret	dispjaċir	sadness	0.625
cursed	misħuta	sadness	0.625
impotence	impotenza	sadness	0.625
terminate	ittemm	sadness	0.625
oppressive	oppressiva	sadness	0.625
insurmountable	insormontabbli	sadness	0.625
abuse	abbuż	sadness	0.625
forlorn	forlorn	sadness	0.625
tyrant	Tirana	sadness	0.625
disappointing	diżappuntanti	sadness	0.625
wound	ferita	sadness	0.625
demolished	imwaqqa '	sadness	0.625
palsy	palsy	sadness	0.625
schizophrenia	skizofrenija	sadness	0.625
undesired	mhux mixtieq	sadness	0.625
hurting	jagħmel ħsara	sadness	0.625
lost	mitlufa	sadness	0.625
duress	għebet	sadness	0.625
bitterly	b'dispjaċir	sadness	0.625
dishonor	diżonor	sadness	0.625
posthumous	pormun	sadness	0.625
wrecked	imkisser	sadness	0.625
deteriorate	tiddeterjora	sadness	0.625
divorce	divorzju	sadness	0.623
soulless	bla qalbek	sadness	0.623
melancholy	melankoniku	sadness	0.621
cremation	kremazzjoni	sadness	0.621
worried	inkwetat	sadness	0.621
plight	qagħda mwiegħra	sadness	0.621
forsake	forsake	sadness	0.621
bomb	bomba	sadness	0.621
unforgiving	mhux konvinċenti	sadness	0.612
sepsis	sepsis	sadness	0.611
irreparable	irreparabbli	sadness	0.609
sacrifices	sagrifiċċji	sadness	0.609
cruel	krudili	sadness	0.609
dire	NO TRANSLATION	sadness	0.609
dilapidated	mwiegħra	sadness	0.609
overwhelmed	megħlub	sadness	0.609
disparaging	tiddevja	sadness	0.609
gore	gore	sadness	0.609
injured	feruti	sadness	0.609
shameful	mistħija	sadness	0.609
