word	Kurdish-ku	emotion	emotion-intensity-score
present	amade	joy	0.441
tender	tenik	joy	0.441
nostalgic	nostalgîk	joy	0.439
prayer	dûa	joy	0.439
sharing	parvekirin	joy	0.439
esteem	dilsoz	joy	0.439
lyrical	lyrical	joy	0.439
righteousness	rastdariyê	joy	0.439
share	par	joy	0.438
husband	mêr	joy	0.438
life	jîyan	joy	0.438
sonnet	sonnet	joy	0.438
relief	alîkarî	joy	0.438
unbeaten	nebaş	joy	0.438
newday	nû	joy	0.438
meditate	ponijîn	joy	0.438
mighty	erkî	joy	0.438
eager	jîrane	joy	0.438
strength	qawet	joy	0.438
warm	germ	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	heval	joy	0.427
oneness	heqê	joy	0.426
unsurpassed	neheq kirin	joy	0.424
ejaculation	rêjîmê	joy	0.424
unconstrained	neheq	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	xelat	joy	0.424
amen	rastî	joy	0.424
candlelight	şewitandinê	joy	0.424
reverence	dilsoz	joy	0.424
healthful	tendurustî	joy	0.424
carols	keviran	joy	0.424
sledding	sledding	joy	0.422
wealth	dewlemendî	joy	0.422
graduation	refpîvok	joy	0.422
frisky	xemgîn	joy	0.422
energy	înercî	joy	0.422
calmness	bêdengî	joy	0.422
beginnings	destpêkirin	joy	0.422
safe	emîn	joy	0.422
musical	mûsîqî	joy	0.422
symphony	symphony	joy	0.422
lml	lml	joy	0.422
glitter	zêrîn	joy	0.422
ease	sivikî	joy	0.422
helpful	alîkarane	joy	0.422
soundness	dilsoz	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	ahd	joy	0.415
reunite	dîsayekkirin	joy	0.414
salvation	rizgarî	joy	0.412
mother	dê	joy	0.412
poems	helbestvanan	joy	0.412
inauguration	bikarkirina fermî	joy	0.409
immaculate	lihevhatî	joy	0.409
lighten	ronahî	joy	0.409
aromatherapy	aromatherapy	joy	0.409
travel	gerrîn	joy	0.409
lavender	lavender	joy	0.409
purify	paqij bikin	joy	0.409
clown	palyaço	joy	0.409
star	stêrk	joy	0.406
cash	perê pêşîn	joy	0.406
heal	saxkirin	joy	0.406
completing	temam bikin	joy	0.406
companion	hevala rê	joy	0.406
live	jîyan	joy	0.406
flowers	gulan	joy	0.406
wishing	bixwaze	joy	0.406
charity	mirovhezî	joy	0.406
opportune	derfet	joy	0.406
income	hatin	joy	0.403
soul	rûh	joy	0.401
munchies	munchies	joy	0.400
indescribable	nerazîbûn	joy	0.397
progress	pêşverûtî	joy	0.397
emancipation	azadiyê	joy	0.397
christian	mesîhparêz	joy	0.397
hammock	dergûşa aliqandî	joy	0.394
together	bihevra	joy	0.394
equality	wekhevî	joy	0.394
fullness	tevahî	joy	0.394
picnic	picnic	joy	0.394
calm	bêdeng	joy	0.394
childhood	zarotî	joy	0.394
rhythmical	rhythmîn	joy	0.394
movies	fîlm	joy	0.393
zealous	zehf	joy	0.393
littlethings	çi nûçe	joy	0.391
humanity	mirovatî	joy	0.391
starry	birçîbûnê	joy	0.391
playground	cihê lîstikê	joy	0.391
adventures	pispor	joy	0.391
meaningful	bimane	joy	0.391
choir	qoro	joy	0.391
affluence	dewlemendî	joy	0.391
warms	şer dike	joy	0.391
goofy	nexweşî	joy	0.391
auspicious	xerîb	joy	0.391
gesture	bidestûlepnîşandanî	joy	0.387
vow	sond	joy	0.382
shopping	kirînê	joy	0.382
witty	xweş	joy	0.382
communion	komînyon	joy	0.379
vibes	vibes	joy	0.379
worship	limêjî	joy	0.379
jump	helperkîn	joy	0.379
reverend	reverend	joy	0.377
advance	pêşveçûn	joy	0.375
beaches	deryayan	joy	0.375
youth	ciwanan	joy	0.375
spirits	ruhên	joy	0.375
simplicity	hêsan	joy	0.375
full	tije	joy	0.375
rising	rabe	joy	0.375
hymn	strana dêrê	joy	0.375
unique	yekane	joy	0.375
redeemed	rizgar kirin	joy	0.375
scenic	wênewar	joy	0.375
mirth	mirth	joy	0.375
courtship	dadgeh	joy	0.375
experience	tecribe	joy	0.375
reunion	dîsayekbûn	joy	0.375
sonorous	kurê	joy	0.375
unforgettable	bîrnabe	joy	0.375
baptismal	imadkar im	joy	0.368
alliance	hevkarî	joy	0.368
grant	pişgirî	joy	0.366
conciliation	peywendîdar	joy	0.364
moonlight	moonê	joy	0.364
sanctification	pîrozkirin	joy	0.364
improves	çêtir dike	joy	0.364
improve	serrastkirin	joy	0.364
pure	safî	joy	0.364
authentic	rast	joy	0.364
kitten	pişîlek	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	raspberries	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	pêvgirêdayi	joy	0.359
feeling	his	joy	0.359
devotional	dilsoz	joy	0.359
proficiency	profesyonel	joy	0.359
tinsel	tinsel	joy	0.359
revival	revival	joy	0.359
sanctify	pîroz bikin	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	serbixwe	joy	0.359
cocoa	kakawo	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	masîyê ûnis	joy	0.348
choral	kulîlk	joy	0.348
deliverance	xilas	joy	0.348
romp	romp	joy	0.348
roaring	xurt	joy	0.348
melody	meqam	joy	0.348
favor	qedir	joy	0.348
unification	komele	joy	0.348
exceed	jêderbasbûn	joy	0.348
purpose	armanc	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	nowork	joy	0.344
voluptuous	berbiçav	joy	0.344
fruits	fêk	joy	0.344
thx	thx	joy	0.344
newstart	newstart	joy	0.344
manicure	manicure	joy	0.344
date	rojek	joy	0.344
kiddos	kiddos	joy	0.344
roadtrip	rêwîtiyê	joy	0.344
cookies	cookie	joy	0.344
hedonism	hedonism	joy	0.344
humble	dilnizm	joy	0.344
electric	elatrîkî	joy	0.344
pledge	berdêl	joy	0.344
celebrity	pîroz	joy	0.342
rhythm	ritim	joy	0.338
bridesmaid	berbûk	joy	0.338
snowday	şevê	joy	0.333
young	ciwan	joy	0.333
coffee	qehwe	joy	0.333
edification	edification	joy	0.333
obliging	mecbûr kirin	joy	0.333
renovation	tamîr	joy	0.333
familiarity	nasname	joy	0.333
garden	baxçe	joy	0.333
spa	spa	joy	0.333
dawn	bandev	joy	0.333
connoisseur	pispor	joy	0.333
partner	dost	joy	0.333
gazing	xweş kirin	joy	0.333
foodie	xwarinê	joy	0.331
synchronize	synchronize	joy	0.329
tribulation	tengahî	joy	0.328
healing	qenc kirin	joy	0.328
saint	ezîz	joy	0.328
chirping	kişandin	joy	0.328
hobby	karkêfî	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	carol	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	ZEBÛR	joy	0.328
pedicure	pedicure	joy	0.328
amnesty	borîn	joy	0.328
respite	berbiçav	joy	0.324
mellow	mellow	joy	0.318
lazyday	NO TRANSLATION	joy	0.318
recreational	amadekariyê	joy	0.318
restorative	bîhnfireh	joy	0.318
cousins	kelez	joy	0.318
classics	klasîk	joy	0.318
reconciliation	lihevhatinê	joy	0.316
dove	kew	joy	0.312
living	dijîn	joy	0.312
presto	presto	joy	0.312
crafts	crafts	joy	0.312
recovery	rawesta	joy	0.312
woods	dar	joy	0.312
sunset	roava	joy	0.312
fitness	bedenparêzî	joy	0.312
playhouse	playhouse	joy	0.312
superman	superman	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	rîsipîti	joy	0.312
deal	bazirganî	joy	0.312
simplify	asankirin	joy	0.312
lord	mirze	joy	0.312
sterling	sterling	joy	0.312
progression	pêşveçûn	joy	0.312
relight	tengahî	joy	0.312
pony	temberîk	joy	0.312
infant	zarokê biçûk	joy	0.309
improvement	serrastkirinî	joy	0.309
absolution	betalkirinê	joy	0.306
gently	sivikî	joy	0.303
established	saz kirin	joy	0.303
honest	dilpaqij	joy	0.303
decorating	xwarinê	joy	0.303
endless	bêdawî	joy	0.303
banquet	banqet	joy	0.303
providing	pêşkêş dikin	joy	0.300
mine	ya min	joy	0.297
fraternal	birayên	joy	0.297
notable	giring	joy	0.297
feat	kar	joy	0.297
harvest	paleyî	joy	0.297
quaint	neheqî	joy	0.297
softly	nerm	joy	0.297
spiritual	fikrî	joy	0.297
morals	exlaqî	joy	0.297
lounging	derxistin	joy	0.297
light	sivik	joy	0.297
breeze	hewa hênik	joy	0.297
strolling	çêdike	joy	0.297
spending	mesrefê	joy	0.297
meditating	bifikirin	joy	0.297
joker	joker	joy	0.297
yearning	hişyar	joy	0.297
growth	zêdebûnî	joy	0.297
fervor	xerîb	joy	0.295
quotes	quotes	joy	0.294
volunteer	dilxwaz	joy	0.294
psalms	ZEBÛR	joy	0.288
hippie	hippie	joy	0.288
gain	qezenc	joy	0.288
taoism	taoîzmê	joy	0.288
midwife	danê	joy	0.288
resources	çavkaniyên	joy	0.288
create	xûliqandin	joy	0.288
receiving	wergirtin	joy	0.287
ocean	derya	joy	0.286
snowfall	zivistanê	joy	0.286
lsd	lsd	joy	0.286
hiking	hiking	joy	0.283
chill	çil	joy	0.281
truce	agirbesî	joy	0.281
infinity	bêdawîtî	joy	0.281
toast	tost	joy	0.281
destination	armanca seyahatê	joy	0.281
buddhist	budaparêz	joy	0.281
rested	bêdeng kirin	joy	0.281
candid	vekirî	joy	0.281
evergreen	hejar	joy	0.281
unwind	naxwazin	joy	0.281
buzzing	kişandin	joy	0.281
venerable	nerm	joy	0.279
balance	bîlanço	joy	0.275
retirement	teqawîtî	joy	0.275
compensate	zîyandayin	joy	0.273
swim	ajnêkirin	joy	0.273
drinks	vexwarin	joy	0.273
devout	dilsoz	joy	0.273
buddha	buddha	joy	0.273
rapt	rapt	joy	0.273
fireplace	tifik	joy	0.273
snowing	berfkirin	joy	0.271
sublimation	sublimation	joy	0.270
fruity	fruity	joy	0.268
humility	nefsbiçûk	joy	0.266
paragon	paragon	joy	0.266
ministry	wezaret	joy	0.266
sunday	Yekşem	joy	0.266
salute	silav	joy	0.266
fortitude	dilsoz	joy	0.266
whim	zû	joy	0.266
sun	tav	joy	0.266
sketching	çermê	joy	0.266
waves	waves	joy	0.266
buddhism	Budîzm	joy	0.266
cathedral	dêr	joy	0.266
yoga	yoga	joy	0.266
artwork	hunerî	joy	0.265
practiced	tête kirin	joy	0.264
clean	pak	joy	0.260
found	dîtin	joy	0.258
fitting	pêvok	joy	0.258
immerse	navdekirin	joy	0.258
running	digerin	joy	0.258
clarity	zelalî	joy	0.258
food	xûrek	joy	0.258
exercise	fêre	joy	0.258
autumn	payiz	joy	0.254
ardent	êşent	joy	0.250
fit	bihorîn	joy	0.250
mountain	çîya	joy	0.250
expedient	berbiçav	joy	0.250
diary	rojpirtûk	joy	0.250
candles	şam	joy	0.250
outdoors	li derve	joy	0.250
chilled	sar	joy	0.250
clap	lêdan	joy	0.250
contagious	dersbasdibe	joy	0.250
chirp	chirp	joy	0.250
morning	sib	joy	0.250
visitor	serda	joy	0.250
hardy	dijwar	joy	0.250
countryside	welatiyan	joy	0.250
undying	daketin	joy	0.250
football	fûtbolê	joy	0.250
advocacy	parêzer	joy	0.250
demonstrative	xwenîşandanek	joy	0.250
cradle	dergûş	joy	0.247
trance	trance	joy	0.246
breakfast	taştê	joy	0.242
grow	mezinbûn	joy	0.242
pay	diravdanî	joy	0.242
preservative	dermanê parastinê	joy	0.242
intense	liserhev	joy	0.242
supremacy	serketinî	joy	0.242
church	dêr	joy	0.242
procession	pêvajoyê	joy	0.242
consecration	rûniştin	joy	0.235
lifetime	jiyanê	joy	0.234
nursery	hêlîna zarokan	joy	0.234
humbled	hêrs	joy	0.234
vote	deng	joy	0.234
incense	dixana bînxweş	joy	0.234
lyre	lîre	joy	0.234
candle	find	joy	0.234
snowy	birçîbûnê	joy	0.234
doll	bebek	joy	0.234
skiing	skiing	joy	0.234
ordination	damezrandin	joy	0.234
art	fen	joy	0.234
salary	meaş	joy	0.234
pastry	kûlîçe	joy	0.229
firefly	agir	joy	0.227
chilling	xurt kirin	joy	0.227
remedy	dermanê saxîyê	joy	0.227
rescue	rizgarî	joy	0.225
camping	kampanê	joy	0.221
perspective	nerrane	joy	0.221
orchard	baxçê	joy	0.221
orchestra	koma muzîkê	joy	0.221
possess	xwedîbûn	joy	0.219
castle	birc	joy	0.219
lamb	pez	joy	0.219
gardens	baxçeyan	joy	0.219
breezy	şewitandin	joy	0.219
mucis	NO TRANSLATION	joy	0.212
bouttime	bouttime	joy	0.212
brisk	zû	joy	0.212
countrymusic	NO TRANSLATION	joy	0.212
repay	dirav şûndedayin	joy	0.212
ribbon	bant	joy	0.212
pho	pho	joy	0.212
reggae	reggae	joy	0.212
raindrops	raindrops	joy	0.212
listneing	NO TRANSLATION	joy	0.212
teach	hînkirin	joy	0.212
nap	xew	joy	0.206
stillness	hebûn	joy	0.203
chant	çêdike	joy	0.203
hire	îcarkirin	joy	0.203
vernal	zikmakî	joy	0.203
cove	cove	joy	0.203
uncontrollable	naye kotrol	joy	0.203
legalized	hiqûqî	joy	0.203
unexpected	nepa	joy	0.203
lights	ronahî	joy	0.203
save	rizgarkirin	joy	0.200
atone	hêrs	joy	0.197
trees	darên	joy	0.197
pastor	rûhan	joy	0.197
symmetry	hevpeymaniyê	joy	0.197
oneday	NO TRANSLATION	joy	0.197
scripture	nivîsa ezîz	joy	0.196
mountains	çiyayan	joy	0.194
pathway	rê	joy	0.188
walking	rêwîtiyê	joy	0.188
craziness	cengahî	joy	0.188
soppy	soppy	joy	0.188
tea	çay	joy	0.188
quiet	rehet	joy	0.188
forefathers	kalên	joy	0.188
liquor	alkolî	joy	0.188
custom	hûnbunî	joy	0.188
whiteness	dilsoz	joy	0.188
sympathetic	pêrehiskir	joy	0.188
patient	nexweş	joy	0.186
dollhouse	qeyikê	joy	0.182
bath	serşo	joy	0.182
score	rewşa nixtan	joy	0.182
movingon	movingon	joy	0.182
supporter	piştevanîya	joy	0.180
accompaniment	hevalrêtî	joy	0.179
pursuit	şopajotinî	joy	0.176
outburst	hilweşandin	joy	0.176
frosty	qeşane	joy	0.174
workout	kartêker	joy	0.172
closure	girtinî	joy	0.172
luncheon	luncheon	joy	0.172
service	xizmetkar	joy	0.172
wintery	zivistanê	joy	0.172
wages	yomî	joy	0.169
civilized	beşer	joy	0.169
fain	NO TRANSLATION	joy	0.167
december	Berfanbar	joy	0.167
acrobat	akrobat	joy	0.162
glide	şewitandin	joy	0.162
finally	paşan	joy	0.157
reproductive	hilberîn	joy	0.156
elf	elf	joy	0.156
organization	sazûman	joy	0.156
stroll	bikişîne	joy	0.156
peppermint	nehne	joy	0.156
break	şikesta	joy	0.156
chai	chai	joy	0.156
obtainable	têgirtin	joy	0.156
bathtub	serşok	joy	0.156
advent	gihîştin	joy	0.152
scifi	scifi	joy	0.152
balm	balm	joy	0.152
measured	nirxandin	joy	0.152
spaniel	spaniel	joy	0.145
tan	tavrengî	joy	0.141
ditty	ditty	joy	0.141
bubble	nepixok	joy	0.141
simple	asan	joy	0.141
oils	petrol	joy	0.141
beer	bîra	joy	0.141
green	kesk	joy	0.137
buss	buss	joy	0.136
books	pirtûka	joy	0.136
makingdisciples	NO TRANSLATION	joy	0.136
chow	çu	joy	0.135
pitter	pitter	joy	0.134
flows	davêjin	joy	0.130
silence	bêdengî	joy	0.127
roadster	rêber	joy	0.125
solitude	tenêbûnî	joy	0.125
bookstore	pitûkfiroşgeh	joy	0.125
wine	şerab	joy	0.125
circumstances	rewşan	joy	0.125
japan	Japonya	joy	0.121
soak	nermkirin	joy	0.121
wilderness	bejî	joy	0.121
priesthood	kahînan	joy	0.121
critical	rexneyan	joy	0.116
neutral	bêdeng	joy	0.114
untie	girêk vekirin	joy	0.109
hunting	hunting	joy	0.109
opera	opîra	joy	0.109
weight	pîvan	joy	0.109
white	spî	joy	0.109
sand	qûm	joy	0.109
wind	ba	joy	0.109
labor	kar	joy	0.106
classical	sinifî	joy	0.106
affliction	dilêş	joy	0.103
lake	gol	joy	0.103
organ	perçe	joy	0.094
dwelling	rûniştin	joy	0.094
tree	dar	joy	0.090
pond	kanîk	joy	0.089
marrow	marrow	joy	0.078
latte	latte	joy	0.078
sipping	veşartin	joy	0.076
benign	benign	joy	0.074
majority	pirranî	joy	0.073
leaf	pel	joy	0.065
troubles	tengahiyan	joy	0.062
basketball	basketbolê	joy	0.062
explosions	teqîn	joy	0.061
cream	qeymax	joy	0.061
shepherd	şivan	joy	0.058
tuesday	Sêşem	joy	0.047
turbulence	serobinî	joy	0.045
calf	golik	joy	0.040
hardship	tûnebûnî	joy	0.031
sixty	şêst	joy	0.016
unhappiness	nefret	joy	0.016
heartbreaking	dilovaniyê	sadness	0.969
mourning	şûn	sadness	0.969
tragic	trajîk	sadness	0.961
holocaust	holocaust	sadness	0.953
suicidal	xwekujî	sadness	0.941
misery	belengazî	sadness	0.938
massacre	qirkirin	sadness	0.931
euthanasia	euthanasia	sadness	0.927
depression	hişleqî	sadness	0.925
bereavement	xemgîniyê	sadness	0.922
grieving	xemgîniyê	sadness	0.922
fatal	kûşte	sadness	0.922
bereaved	xemgîn kirin	sadness	0.920
devastation	tunekirin	sadness	0.917
death	mirin	sadness	0.915
devastated	hilweşandin	sadness	0.912
suicide	xwekûştinî	sadness	0.912
catastrophe	hetik	sadness	0.911
horrifying	tirsnak	sadness	0.907
tragedy	tirajedî	sadness	0.906
depressing	xemgîniyê	sadness	0.906
died	mir	sadness	0.906
anguish	xemgîniyê	sadness	0.902
agony	êş	sadness	0.900
deadly	mirarî	sadness	0.898
weeping	digirîn	sadness	0.896
stillbirth	hêbirth	sadness	0.891
deceased	mirî	sadness	0.891
murderer	kuştin	sadness	0.877
devastating	hilweşandin	sadness	0.875
rape	bazserdanî	sadness	0.875
cancer	qansêr	sadness	0.875
dying	dimirin	sadness	0.875
sadness	liberketinî	sadness	0.864
morbidity	nerm	sadness	0.864
crucifixion	xaçkirinê	sadness	0.859
grief	derd	sadness	0.859
depressed	xurt kirin	sadness	0.859
traumatic	trawmatîk	sadness	0.859
atrocity	zordariyê	sadness	0.859
execution	birêverbirî	sadness	0.859
abandonment	berdan	sadness	0.859
perish	helak	sadness	0.859
cadaver	cadaver	sadness	0.853
treachery	betaliyê	sadness	0.848
betrayed	betal kirin	sadness	0.848
sad	xemgîn	sadness	0.844
destroyed	rûxandin	sadness	0.844
miserable	belengazî	sadness	0.844
persecution	şopketinî	sadness	0.844
funeral	binerdkirin	sadness	0.844
slaughtering	kuştinê	sadness	0.844
horrific	tirsnak	sadness	0.844
homicide	kûştinî	sadness	0.844
hopelessness	bêhêvî	sadness	0.844
grieve	şîngirtin	sadness	0.844
sorrow	kûl	sadness	0.844
suffering	tengahiyê	sadness	0.844
murderous	kuştin	sadness	0.844
unhappiness	nefret	sadness	0.839
crippled	xistin	sadness	0.836
bloodshed	xwînrêjî	sadness	0.836
pained	xurt kirin	sadness	0.833
manslaughter	derba kûştinê	sadness	0.833
carnage	kûjarî	sadness	0.833
unbearable	nayekêş	sadness	0.830
stillborn	zû	sadness	0.830
slavery	xulamî	sadness	0.828
torment	tade	sadness	0.828
sickness	nexweşî	sadness	0.828
enslaved	dagirker	sadness	0.828
casualty	qûrban	sadness	0.828
morbid	morbid	sadness	0.828
murder	kûştin	sadness	0.828
mourn	şîngirtin	sadness	0.828
helplessness	neheqiyê	sadness	0.828
annihilation	qirkirinî	sadness	0.828
abandoned	derxistin	sadness	0.828
horrors	tirs	sadness	0.828
mutilation	nerazîbûnê	sadness	0.828
annihilated	hilweşandin	sadness	0.828
miscarriage	zarok ji ber çûn	sadness	0.824
starvation	ji naza mirin	sadness	0.819
killing	kuştin	sadness	0.812
failure	têkçûnî	sadness	0.812
famine	xela	sadness	0.812
distraught	tengahî	sadness	0.812
childloss	NO TRANSLATION	sadness	0.812
burial	binerdkirinî	sadness	0.812
disgrace	eyb	sadness	0.812
cruelty	zordariyê	sadness	0.812
despair	şaşmanî	sadness	0.812
saddens	saddens	sadness	0.812
oppression	bindestî	sadness	0.812
sadly	xemgîn	sadness	0.812
mournful	xemgîniyê	sadness	0.812
terrorism	terorîzm	sadness	0.812
heartache	dilêş	sadness	0.812
bloody	xûnî	sadness	0.806
perishing	hilweşandin	sadness	0.804
inhumanity	neheqiyê	sadness	0.804
malignancy	neheq	sadness	0.803
mortification	mirinê	sadness	0.802
sarcoma	sarcoma	sadness	0.797
lifeless	becan	sadness	0.797
perished	winda kirin	sadness	0.797
dreadful	xemgîniyê	sadness	0.797
devastate	xopankirin	sadness	0.797
dreadfully	xemgîn	sadness	0.797
gallows	gallows	sadness	0.797
lethal	kujyar	sadness	0.797
desolation	hilweşandin	sadness	0.797
kill	kûştin	sadness	0.797
slave	xûlam	sadness	0.797
mortuary	cesedxane	sadness	0.797
assassination	mêrkûjî	sadness	0.797
leukemia	leukemia	sadness	0.797
brokenheart	NO TRANSLATION	sadness	0.792
banishment	destûr	sadness	0.790
afflict	dilêşandin	sadness	0.789
disheartened	nerazî kirin	sadness	0.788
bury	binerdkirin	sadness	0.781
crying	digirîn	sadness	0.781
tumour	kûl	sadness	0.781
heartbreak	dilovan	sadness	0.781
desecration	neheq	sadness	0.781
demoralized	xemgîn kirin	sadness	0.781
terrorize	terorkirin	sadness	0.781
die	NO TRANSLATION	sadness	0.773
lynch	lynch	sadness	0.773
sufferer	cefayê	sadness	0.770
loneliness	tenêbûnî	sadness	0.766
cemetery	goristan	sadness	0.766
destitute	feqîr	sadness	0.766
torture	îşkence	sadness	0.766
abortion	ji berxwegirtin	sadness	0.766
diseased	nexweş	sadness	0.766
condolence	şermezariyê	sadness	0.766
fatality	kuştinê	sadness	0.766
dismemberment	hilweşandin	sadness	0.766
doomed	şaş	sadness	0.766
fearful	tirsa	sadness	0.766
slayer	slayer	sadness	0.766
painfully	êş	sadness	0.758
moribund	moribund	sadness	0.758
disaster	filaket	sadness	0.758
depress	depress	sadness	0.755
condemnation	cezadanî	sadness	0.754
desperation	xemgîniyê	sadness	0.750
hemorrhage	hemorrhage	sadness	0.750
unhappy	nebextîyar	sadness	0.750
pandemic	pandemîk	sadness	0.750
corpse	laş	sadness	0.750
depressive	dûr	sadness	0.750
deplorable	xemgîn	sadness	0.750
defeated	têkçû	sadness	0.750
doomsday	rojan	sadness	0.750
cry	girîn	sadness	0.750
victimized	mexdûr kirin	sadness	0.750
obliteration	berbiçav	sadness	0.750
damnation	windakirinê	sadness	0.750
guilt	sûc	sadness	0.750
sickening	nexweşî	sadness	0.750
terrorist	terorîst	sadness	0.750
sorrowful	xemgîniyê	sadness	0.750
incest	zewaca nav malbatê	sadness	0.750
painful	êşda	sadness	0.750
abduction	revandinî	sadness	0.750
regretful	xemgîn	sadness	0.750
unfairness	neheqî	sadness	0.745
molestation	şikandin	sadness	0.744
exile	sirgûnkirinî	sadness	0.742
abysmal	abysmal	sadness	0.742
hellish	şaş	sadness	0.738
exterminate	qelihandin	sadness	0.736
earthquake	erdhejî	sadness	0.734
betrayal	xîyanet	sadness	0.734
orphan	sêwî	sadness	0.734
slaughter	serjêkirin	sadness	0.734
disgraced	şermezar kirin	sadness	0.734
battered	battered	sadness	0.734
assassin	mêrkûj	sadness	0.734
horrid	hêrs	sadness	0.734
miserably	xemgîn	sadness	0.734
lonesome	lonesome	sadness	0.734
morgue	morgue	sadness	0.734
disastrous	filakten	sadness	0.734
warfare	şerê	sadness	0.734
destroying	tunekirin	sadness	0.734
homeless	bêmal	sadness	0.734
listless	bête	sadness	0.729
unfortunately	mixabîn	sadness	0.727
grave	gor	sadness	0.727
emptiness	bîhnfirehiyê	sadness	0.727
alienated	xerîb	sadness	0.727
fraught	bêhtir	sadness	0.722
emaciated	xerîb	sadness	0.719
malicious	xerab	sadness	0.719
atrophy	kişandin	sadness	0.719
cripple	seqet	sadness	0.719
ashamed	şermezar	sadness	0.719
leprosy	leopsy	sadness	0.719
violently	binpêkirin	sadness	0.719
disheartening	veqetandin	sadness	0.719
cried	qîrîn	sadness	0.719
woe	wey	sadness	0.719
horror	xof	sadness	0.719
heartless	bêhêz	sadness	0.719
forsaken	hilweşandin	sadness	0.719
paralysis	felcî	sadness	0.719
missing	wenda	sadness	0.719
danger	talûke	sadness	0.719
pain	êş	sadness	0.719
demise	winda	sadness	0.717
disgruntled	bêhtir	sadness	0.712
rejected	red kir	sadness	0.712
sickly	nexweşî	sadness	0.712
violence	cebr	sadness	0.712
torn	ketin	sadness	0.710
calamity	xemgîniyê	sadness	0.709
grim	hêrsane	sadness	0.708
grievous	zehmet	sadness	0.704
disfigured	veguherandin	sadness	0.703
punishing	cezakirin	sadness	0.703
extinct	winda	sadness	0.703
meltdown	qirêj	sadness	0.703
oppressor	zordar	sadness	0.703
deformed	xiloxarî	sadness	0.703
slaughterhouse	kuştinê	sadness	0.703
humiliate	bêrûmetkirin	sadness	0.703
inhuman	nemirovî	sadness	0.703
decomposition	şewitandin	sadness	0.703
suffocating	hilweşînin	sadness	0.703
hearse	bihîstin	sadness	0.703
incurable	saxnabe	sadness	0.703
buried	şandin	sadness	0.703
paralyzed	paralyzed	sadness	0.703
carcinoma	carcinoma	sadness	0.703
deformity	berbiçav	sadness	0.703
crushed	qirêj	sadness	0.703
isolate	dorgirtin	sadness	0.703
tearful	tirsnak	sadness	0.703
abandon	terikandin	sadness	0.703
obit	obit	sadness	0.703
strangle	xeniqandin	sadness	0.703
victim	qûrban	sadness	0.703
isolation	dorgirtî	sadness	0.703
lifesucks	lifesucks	sadness	0.700
