word	Greek-el	emotion	emotion-intensity-score
perfect	τέλειος	joy	0.719
magic	μαγεία	joy	0.712
luckiest	ευτυχέστερο	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	πολυτέλεια	joy	0.712
bestfeeling	bestfeeling	joy	0.712
treasures	θησαυρούς	joy	0.712
achievement	κατόρθωμα	joy	0.712
yay	yay	joy	0.712
holiday	αργία	joy	0.712
intimate	οικείος	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	συγκρατημένο γέλιο	joy	0.706
rave	ουρλιάζω	joy	0.706
proud	υπερήφανος	joy	0.704
truelove	αληθινή αγάπη	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	καταπληκτικά	joy	0.703
goodnews	καλα ΝΕΑ	joy	0.703
optimism	αισιοδοξία	joy	0.703
satisfying	ικανοποίηση	joy	0.703
gooood	κακό	joy	0.703
sweetest	πιο γλυκιά	joy	0.703
cherish	διατηρώ	joy	0.703
goodlife	καλή ζωή	joy	0.703
beautification	καλλωπισμός	joy	0.703
appreciates	εκτιμά	joy	0.703
winning	επιτυχής	joy	0.703
cuddled	αγκαλιάζονται	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	διασκέδαση	joy	0.700
excite	διεγείρω	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	γενέθλια	joy	0.691
metime	χρόνος με τον εαυτό μου	joy	0.688
favorite	αγαπημένη	joy	0.688
honored	τιμημένος	joy	0.688
content	περιεχόμενο	joy	0.688
godsend	απροσδόκητο καλό	joy	0.688
entertaining	διασκεδαστικο	joy	0.688
angelic	αγγελικός	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	λατρεία	joy	0.688
exquisite	πανέμορφος	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	πολύτιμος	joy	0.682
majestic	μεγαλοπρεπής	joy	0.682
appreciated	εκτιμωμένος	joy	0.682
luscious	γλυκύτατος	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	χαμογέλασε	joy	0.682
bestfriends	ΚΑΛΥΤΕΡΕΣ φιλες	joy	0.682
exaltation	εξύψωση	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	φωτίζει	joy	0.682
tranquility	γαλήνη	joy	0.679
marry	παντρεύω	joy	0.676
embrace	εναγκαλισμός	joy	0.676
positively	θετικώς	joy	0.676
dearest	φίλτατος	joy	0.672
relaxation	χαλάρωση	joy	0.672
accomplished	τέλειος	joy	0.672
hug	αγκαλιάζω	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	γκριμάτσα	joy	0.672
enliven	ζωντανεύω	joy	0.672
contentment	ικανοποίηση	joy	0.672
hilarious	εύθυμος	joy	0.672
giggles	giggles	joy	0.672
bountiful	γενναιόδωρος	joy	0.667
victor	νικητής	joy	0.667
adore	λατρεύω	joy	0.667
boisterous	θορυβώδης	joy	0.667
fulfilled	εκπληρωθεί	joy	0.667
fulfill	εκπληρώ	joy	0.664
cuddles	σκυλάκια	joy	0.662
prosperous	επιτυχημένος	joy	0.660
romanticism	ρομαντισμός	joy	0.656
humor	χιούμορ	joy	0.656
glow	λάμψη	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	ευχάριστος	joy	0.656
appreciation	εκτίμηση	joy	0.656
encouraged	ενθαρρύνονται	joy	0.656
satisfy	ικανοποιώ	joy	0.656
serenity	ηρεμία	joy	0.656
captivate	σαγηνεύω	joy	0.656
besties	ελευθερία	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	ικανοποίηση	joy	0.652
treasure	θησαυρός	joy	0.652
engaged	αρραβωνιασμένος	joy	0.652
praises	επαίνους	joy	0.652
abundance	αφθονία	joy	0.652
fortunes	περιουσίες	joy	0.652
relaxing	χαλάρωση	joy	0.652
praised	εξήρε	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	συμπλήρωμα	joy	0.647
affection	στοργή	joy	0.647
relieved	ανακουφισμένος	joy	0.647
carnival	καρναβάλι	joy	0.643
divine	θεϊκός	joy	0.641
saintly	άγιος	joy	0.641
harmoniously	αρμονικά	joy	0.641
achieve	φέρνω σε πέρας	joy	0.641
thanksgiving	ευχαριστία	joy	0.641
jackpot	σύνολο στοιχημάτων	joy	0.641
priceless	ανεκτιμητης ΑΞΙΑΣ	joy	0.641
sensuality	φιληδονία	joy	0.641
champion	πρωταθλητής	joy	0.641
wedding	γάμος	joy	0.641
uplifting	αναζωογόνηση	joy	0.641
climax	κορύφωση	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	ειρηνικός	joy	0.636
twinkle	ανοιγοκλείω τα βλέφαρα	joy	0.636
reverie	ονειροπόληση	joy	0.636
exalt	εκθειάζω	joy	0.636
winner	νικητής	joy	0.636
felicity	ευδαιμονία	joy	0.636
cuddle	αγκαλιάζω	joy	0.636
comforting	ανακουφίζοντας	joy	0.636
honeymoon	ΓΑΜΗΛΙΟ ΤΑΞΙΔΙ	joy	0.636
xoxo	χο χο	joy	0.634
amusing	διασκεδαστικός	joy	0.625
reward	ανταμοιβή	joy	0.625
fondness	αγάπη	joy	0.625
hearts	καρδιές	joy	0.625
brighter	φωτεινότερος	joy	0.625
sweet	γλυκός	joy	0.625
stargazing	stargazing	joy	0.625
festival	Φεστιβάλ	joy	0.625
snuggling	παγίδα	joy	0.625
generosity	γενναιοδωρία	joy	0.625
gorgeous	υπέροχος	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	φύλο	joy	0.622
parade	παρέλαση	joy	0.621
applause	χειροκροτήματα	joy	0.621
genial	καλόκαρδος	joy	0.621
beauty	ομορφιά	joy	0.621
kind	είδος	joy	0.621
newlife	νέα ζωή	joy	0.618
aspiring	επιδιώκοντας	joy	0.618
fulfilling	εκπληρώνοντας	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	ενάρετος	joy	0.613
kiss	φιλί	joy	0.610
winnings	κέρδη	joy	0.609
praiseworthy	αξιέπαινος	joy	0.609
rainbows	ουράνιο τόξο	joy	0.609
generous	γενναιόδωρος	joy	0.609
enlightenment	διαφώτιση	joy	0.609
playful	παιχνιδιάρικος	joy	0.609
christmas	Χριστούγεννα	joy	0.609
super	σούπερ	joy	0.609
elegance	κομψότητα	joy	0.609
rekindle	ξανανάβω	joy	0.609
awards	βραβεία	joy	0.609
adorable	λατρευτός	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	ανεξαρτησία	joy	0.607
successful	επιτυχής	joy	0.606
onelove	μια αγάπη	joy	0.606
kindness	καλοσύνη	joy	0.606
freely	ελευθερώς	joy	0.606
surprises	εκπλήξεις	joy	0.606
inspired	εμπνευσμένος	joy	0.606
hilarity	ιλαρότητα	joy	0.606
wonder	θαύμα	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	ψυχαγωγία	joy	0.603
whimsical	φαντασιόπληκτος	joy	0.603
passion	πάθος	joy	0.603
beautify	καλλωπίζω	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	Ανατολή ηλίου	joy	0.600
godisgood	Ο Θεός είναι καλός	joy	0.597
whoo	ποιος	joy	0.594
angel	άγγελος	joy	0.594
thankgod	δόξα τω θεώ	joy	0.594
accomplishment	εκπλήρωση	joy	0.594
flirt	φλερτάρω	joy	0.594
goodmusic	καλή μουσική	joy	0.594
snuggled	παγιδευμένοι	joy	0.594
revere	τιμώ	joy	0.594
inspire	εμπνέω	joy	0.594
fanfare	σαλπίσματα	joy	0.594
peacefully	ειρηνικά	joy	0.594
jesus	Ιησούς	joy	0.594
goodies	καλούδια	joy	0.594
heroic	ηρωϊκός	joy	0.591
fortune	τύχη	joy	0.591
friendship	φιλία	joy	0.591
singing	τραγούδι	joy	0.591
exalted	εξόριστος	joy	0.591
summer	καλοκαίρι	joy	0.591
highest	ύψιστος	joy	0.591
overflowing	ξέχειλος	joy	0.588
contented	ευχαριστημένος	joy	0.588
woot	woot	joy	0.588
rollicking	διασκεδάζων θορυβωδώς	joy	0.588
hope	ελπίδα	joy	0.586
accolade	χειροτονία ιππότου	joy	0.586
cozy	ζεστός	joy	0.583
delicious	νόστιμο	joy	0.579
friendly	φιλικός	joy	0.578
sensuous	αισθησιακός	joy	0.578
darling	πολυαγαπημένος	joy	0.578
picturesque	γραφικός	joy	0.578
raving	έξαλλος	joy	0.578
praise	έπαινος	joy	0.578
everlasting	αιώνιος	joy	0.578
ambition	φιλοδοξία	joy	0.578
thelife	η ζωή	joy	0.578
sparkle	λάμπω	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	τυχερό κορίτσι	joy	0.576
flattering	κολακευτικός	joy	0.576
sensual	αισθησιακός	joy	0.576
heroism	ηρωϊσμός	joy	0.576
succeeding	επιτυχία	joy	0.576
grace	χάρη	joy	0.576
peace	ειρήνη	joy	0.576
livelife	ζήσε τη ζωή	joy	0.574
special	ειδικός	joy	0.574
tantalizing	ενθουσιασμός	joy	0.572
pumped	αντλούσε	joy	0.567
worthwhile	που αξίζει τον κόπο	joy	0.562
revels	απολαμβάνει	joy	0.562
prevail	επικρατώ	joy	0.562
liking	αρέσκεια	joy	0.562
sunny	ηλιόλουστος	joy	0.562
relax	χαλαρώστε	joy	0.562
surprise	έκπληξη	joy	0.562
hugs	αγκαλιές	joy	0.562
admirable	θαυμαστός	joy	0.562
hero	ήρωας	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	κωμικός	joy	0.562
sweets	γλυκα	joy	0.562
prosper	ευημερώ	joy	0.562
superstar	σούπερ σταρ	joy	0.562
favorable	ευνοϊκός	joy	0.561
bless	ευλογώ	joy	0.561
tenderness	τρυφερότητα	joy	0.561
freedom	ελευθερία	joy	0.561
masterpiece	αριστούργημα	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	όνειρα	joy	0.559
hopeful	ελπιδοφόρος	joy	0.559
home	Σπίτι	joy	0.559
cruising	κρουαζιέρα	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	πιστότητα	joy	0.553
closeness	εγγύτητα	joy	0.552
eagerness	προθυμία	joy	0.552
comfy	άνετο	joy	0.551
sunshine	λιακάδα	joy	0.551
confidence	αυτοπεποίθηση	joy	0.547
mistletoe	γκι	joy	0.547
elite	αφρόκρεμα	joy	0.547
celestial	ουράνιος	joy	0.547
heart	καρδιά	joy	0.547
completion	ολοκλήρωση	joy	0.547
good	Καλός	joy	0.547
daughter	κόρη	joy	0.547
gifts	δώρα	joy	0.547
astonishment	κατάπληξη	joy	0.547
bonus	δώρο	joy	0.547
goodmorning	Καλημέρα	joy	0.547
lifted	ανυψώθηκε	joy	0.547
zeal	ζήλος	joy	0.547
illuminate	διαφωτίζω	joy	0.547
gift	δώρο	joy	0.547
vacation	διακοπές	joy	0.547
charmed	γοητευμένος	joy	0.546
recreation	αναψυχή	joy	0.545
encouragement	ενθάρρυνση	joy	0.545
gush	έκχυση	joy	0.545
sublime	μεγαλείο	joy	0.545
dance	χορός	joy	0.545
god	θεός	joy	0.545
free	Ελεύθερος	joy	0.544
freshstart	νέα αρχή	joy	0.544
savior	σωτήρας	joy	0.543
sanctuary	άσυλο	joy	0.541
grandchildren	εγγονια	joy	0.540
wellness	ευεξία	joy	0.537
revel	διασκεδάζω	joy	0.534
inspirational	εμπνευστικός	joy	0.531
savor	γεύση	joy	0.531
matrimony	γάμος	joy	0.531
money	χρήματα	joy	0.531
rainbow	ΟΥΡΑΝΙΟ ΤΟΞΟ	joy	0.531
confident	βέβαιος	joy	0.531
bridal	γάμος	joy	0.531
music	ΜΟΥΣΙΚΗ	joy	0.531
fab	fab	joy	0.531
serene	γαλήνιος	joy	0.531
alive	ζωντανός	joy	0.531
holiness	αγιότητα	joy	0.531
vitality	ζωτικότητα	joy	0.531
liberation	απελευθέρωση	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	πραϋντικός	joy	0.531
soar	πτήση	joy	0.531
firstborn	πρωτότοκος	joy	0.531
elegant	κομψός	joy	0.530
mastery	την κυριαρχία	joy	0.530
illumination	φωτισμός	joy	0.530
welcomed	ευπρόσδεκτη	joy	0.530
warmth	ζεστασιά	joy	0.530
blossom	άνθος	joy	0.530
glimmer	φέγγω	joy	0.530
faithful	πιστός	joy	0.529
treat	θεραπεύω	joy	0.529
snuggles	σπαζοκεφαλιές	joy	0.522
laurels	δάφνες	joy	0.521
commendable	αξιέπαινος	joy	0.519
powerful	ισχυρός	joy	0.516
silly	ανόητος	joy	0.516
zest	ζέση	joy	0.516
presents	παρουσιάζει	joy	0.516
succeed	πετυχαίνω	joy	0.516
jingle	κουδούνισμα	joy	0.516
remarkable	αξιοσημείωτος	joy	0.516
greeted	χαιρετίστηκε	joy	0.516
brotherly	αδελφικός	joy	0.516
pride	υπερηφάνεια	joy	0.516
strengthening	τόνοση	joy	0.516
aspire	φιλοδοξώ	joy	0.516
abundant	άφθονος	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	περίλαμπρος	joy	0.516
almighty	παντοδύναμος	joy	0.516
fancy	φαντασία	joy	0.516
zen	zen	joy	0.515
coronation	στέψη	joy	0.515
kudos	δόξα	joy	0.515
vivid	ζωηρός	joy	0.515
leisure	ελεύθερος χρόνος	joy	0.515
complete	πλήρης	joy	0.515
cutie	γλυκουλης	joy	0.515
newme	νέος εγώ	joy	0.515
familytime	οικογενιακές στιγμές	joy	0.515
animated	κινούμενα	joy	0.515
spirit	πνεύμα	joy	0.515
thanking	Ευχαριστώ	joy	0.515
kid	παιδί	joy	0.515
shining	λάμψη	joy	0.515
payday	ημέρα πληρωμής	joy	0.515
princely	ηγεμονικός	joy	0.515
reunited	επανενωθεί	joy	0.515
therapeutic	θεραπευτικός	joy	0.515
comfort	άνεση	joy	0.515
godly	θεοσεβής	joy	0.514
marriage	γάμος	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	σχέση	joy	0.514
spouse	σύζυγος	joy	0.507
intimately	στενά	joy	0.507
accomplish	ολοκληρώσει	joy	0.500
excel	προέχω	joy	0.500
inviting	ελκυστικός	joy	0.500
meritorious	άξιος	joy	0.500
diamond	διαμάντι	joy	0.500
nature	φύση	joy	0.500
dignity	αξιοπρέπεια	joy	0.500
family	οικογένεια	joy	0.500
soulful	καλόψυχος	joy	0.500
charitable	φιλάνθρωπος	joy	0.500
encourage	ενθαρρύνω	joy	0.500
friends	οι φιλοι	joy	0.500
satisfied	ικανοποιημένοι	joy	0.500
welcoming	υποδοχή	joy	0.500
healthy	υγιής	joy	0.500
surreal	σουρεαλιστικό	joy	0.500
refreshed	ξεκούραστος	joy	0.500
beach	παραλία	joy	0.500
motherhood	μητρότητα	joy	0.500
respect	Σεβασμός	joy	0.500
gem	κόσμημα	joy	0.500
erotic	ερωτικός	joy	0.500
visionary	ονειροπόλος	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	επιτευχθεί	joy	0.500
christ	Χριστός	joy	0.500
memorable	αξιομνημόνευτος	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	μωρό	joy	0.500
purr	γουργούρισμα	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	φιλαλήθεια	joy	0.500
bloom	ανθίζω	joy	0.500
carefree	ανέμελος	joy	0.500
aura	αύρα	joy	0.493
health	υγεία	joy	0.493
liberty	ελευθερία	joy	0.486
approved	εγκριθεί	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	όαση	joy	0.486
rapture	έκσταση	joy	0.485
engaging	ελκυστικός	joy	0.485
crowning	στέμμα	joy	0.485
aspiration	φιλοδοξία	joy	0.485
prestige	το κύρος	joy	0.485
crescendo	αυξάνων τόνος	joy	0.485
gentle	ευγενής	joy	0.485
liberate	απελευθερώνω	joy	0.485
betrothed	μνηστή	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	γενναιοδωρία	joy	0.485
privileged	προνομιούχος	joy	0.485
loyal	πιστός	joy	0.485
inseparable	αρρηκτα συνδεδεμενα	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	ακμή	joy	0.484
trophy	τρόπαιο	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	τυχη	joy	0.484
creativity	δημιουργικότητα	joy	0.484
destiny	ΠΕΠΡΩΜΕΝΟ	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	υπέρβαση	joy	0.484
bouquet	μπουκέτο	joy	0.484
chocolate	σοκολάτα	joy	0.484
aloha	aloha	joy	0.484
yummy	yummy	joy	0.484
dream	όνειρο	joy	0.484
desire	επιθυμία	joy	0.484
boyfriend	φίλος	joy	0.480
commemoration	εορτασμός	joy	0.479
intelligence	νοημοσύνη	joy	0.477
readiness	ετοιμότητα	joy	0.473
friend	φίλος	joy	0.471
enthusiast	θιασώτης	joy	0.471
bride	νυφη	joy	0.471
lush	πλούσια βλάστηση	joy	0.470
calming	χαλάρωση	joy	0.470
inheritance	κληρονομία	joy	0.470
kiddo	παιδί	joy	0.470
massage	μασάζ	joy	0.470
tickle	γαργαλάω	joy	0.470
adventure	περιπέτεια	joy	0.470
nostalgia	νοσταλγία	joy	0.470
soothe	καλμάρω	joy	0.470
goals	στόχους	joy	0.469
luster	λάμψη	joy	0.469
giving	δίνοντας	joy	0.469
princess	πριγκίπισσα	joy	0.469
heartily	εγκάρδια	joy	0.469
benevolence	καλοσύνη	joy	0.469
nurture	ανατροφή	joy	0.469
bridegroom	γαμπρός	joy	0.469
eternal	αιώνιος	joy	0.469
pray	προσεύχομαι	joy	0.469
getaway	φύγε	joy	0.469
humanitarian	φιλάνθρωπος	joy	0.469
bonding	συγκόλληση	joy	0.469
rest	υπόλοιπο	joy	0.469
amicable	φιλικός	joy	0.469
purring	καθαρισμός	joy	0.469
pretty	αρκετά	joy	0.469
child	παιδί	joy	0.466
salutary	σωτήριος	joy	0.465
invite	καλώ	joy	0.457
reminiscing	θυμίζει	joy	0.456
beam	δέσμη	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	τροπικός	joy	0.455
aesthetics	αισθητική	joy	0.455
friday	Παρασκευή	joy	0.455
elevation	ανύψωση	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	τελετή	joy	0.455
mindfulness	νοημοσύνη	joy	0.455
hee	hee	joy	0.455
kindred	συγγενείς	joy	0.455
scholarship	υποτροφία	joy	0.455
befriend	φέρομαι φιλικά σε	joy	0.455
commemorate	εορτάζω την μνήμη	joy	0.453
allure	δελεάζω	joy	0.453
faith	πίστη	joy	0.453
forgiveness	συγχώρεση	joy	0.453
scenery	τοπίο	joy	0.453
