word	Ukrainian-uk	emotion	emotion-intensity-score
dream	мрія	joy	0.484
desire	бажання	joy	0.484
boyfriend	хлопець	joy	0.480
commemoration	пам'ять	joy	0.479
intelligence	розвідка	joy	0.477
readiness	готовність	joy	0.473
friend	друг	joy	0.471
enthusiast	ентузіаст	joy	0.471
bride	наречена	joy	0.471
lush	пишний	joy	0.470
calming	заспокійливий	joy	0.470
inheritance	спадщина	joy	0.470
kiddo	диявол	joy	0.470
massage	масаж	joy	0.470
tickle	поколоти	joy	0.470
adventure	пригода	joy	0.470
nostalgia	ностальгія	joy	0.470
soothe	заспокойся	joy	0.470
goals	цілі	joy	0.469
luster	блиск	joy	0.469
giving	давати	joy	0.469
princess	принцеса	joy	0.469
heartily	сердечно	joy	0.469
benevolence	доброзичливість	joy	0.469
nurture	виховати	joy	0.469
bridegroom	наречений	joy	0.469
eternal	вічний	joy	0.469
pray	моліться	joy	0.469
getaway	втеча	joy	0.469
humanitarian	гуманітарний	joy	0.469
bonding	скріплення	joy	0.469
rest	відпочинок	joy	0.469
amicable	дружній	joy	0.469
purring	порвати	joy	0.469
pretty	красиво	joy	0.469
child	дитина	joy	0.466
salutary	доброзичливий	joy	0.465
invite	запросити	joy	0.457
reminiscing	нагадуючи	joy	0.456
beam	промінь	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	тропічний	joy	0.455
aesthetics	естетика	joy	0.455
friday	п'ятниця	joy	0.455
elevation	висота	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	церемонія	joy	0.455
mindfulness	уважність	joy	0.455
hee	hee	joy	0.455
kindred	родинний	joy	0.455
scholarship	стипендія	joy	0.455
befriend	подружитися	joy	0.455
commemorate	вшанувати пам'ять	joy	0.453
allure	привабливість	joy	0.453
faith	віра	joy	0.453
forgiveness	прощення	joy	0.453
scenery	пейзажі	joy	0.453
vindication	виправдання	joy	0.453
waterfall	водоспад	joy	0.453
birth	народження	joy	0.453
noworries	нідерри	joy	0.453
approve	схвалювати	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	подорож	joy	0.447
meditation	медитація	joy	0.446
relaxed	розслаблений	joy	0.442
tranquil	спокійний	joy	0.441
weekend	вихідні	joy	0.441
present	присутній	joy	0.441
tender	тендер	joy	0.441
nostalgic	ностальгічний	joy	0.439
prayer	молитва	joy	0.439
sharing	обмін	joy	0.439
esteem	повага	joy	0.439
lyrical	ліричний	joy	0.439
righteousness	праведність	joy	0.439
share	поділитися	joy	0.438
husband	чоловік	joy	0.438
life	життя	joy	0.438
sonnet	сонет	joy	0.438
relief	полегшення	joy	0.438
unbeaten	непереможний	joy	0.438
newday	новий день	joy	0.438
meditate	медитувати	joy	0.438
mighty	могутній	joy	0.438
eager	нетерпляче	joy	0.438
strength	сила	joy	0.438
warm	теплий	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	приятель	joy	0.427
oneness	єдність	joy	0.426
unsurpassed	неперевершений	joy	0.424
ejaculation	еякуляція	joy	0.424
unconstrained	невимушений	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	медаль	joy	0.424
amen	амінь	joy	0.424
candlelight	свічки	joy	0.424
reverence	благоговіння	joy	0.424
healthful	здоровий	joy	0.424
carols	колядки	joy	0.424
sledding	катання на санях	joy	0.422
wealth	багатство	joy	0.422
graduation	градація	joy	0.422
frisky	жахливий	joy	0.422
energy	енергія	joy	0.422
calmness	спокій	joy	0.422
beginnings	початки	joy	0.422
safe	безпечний	joy	0.422
musical	музичний	joy	0.422
symphony	симфонія	joy	0.422
lml	lml	joy	0.422
glitter	блиск	joy	0.422
ease	легкість	joy	0.422
helpful	корисний	joy	0.422
soundness	стійкість	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	обіцяю	joy	0.415
reunite	возз'єднатися	joy	0.414
salvation	порятунок	joy	0.412
mother	мама	joy	0.412
poems	вірші	joy	0.412
inauguration	інаугурація	joy	0.409
immaculate	бездоганний	joy	0.409
lighten	полегшити	joy	0.409
aromatherapy	ароматерапія	joy	0.409
travel	подорожувати	joy	0.409
lavender	лаванда	joy	0.409
purify	очистити	joy	0.409
clown	клоун	joy	0.409
star	зірка	joy	0.406
cash	готівка	joy	0.406
heal	зцілити	joy	0.406
completing	завершення	joy	0.406
companion	супутник	joy	0.406
live	жити	joy	0.406
flowers	квіти	joy	0.406
wishing	бажаючи	joy	0.406
charity	благодійність	joy	0.406
opportune	придатний	joy	0.406
income	дохід	joy	0.403
soul	душа	joy	0.401
munchies	мунчі	joy	0.400
indescribable	невимовний	joy	0.397
progress	прогрес	joy	0.397
emancipation	емансипація	joy	0.397
christian	християнин	joy	0.397
hammock	гамак	joy	0.394
together	разом	joy	0.394
equality	рівність	joy	0.394
fullness	повнота	joy	0.394
picnic	пікнік	joy	0.394
calm	спокійний	joy	0.394
childhood	дитинство	joy	0.394
rhythmical	ритмічний	joy	0.394
movies	фільми	joy	0.393
zealous	ревний	joy	0.393
littlethings	дрібниці	joy	0.391
humanity	людство	joy	0.391
starry	зоряний	joy	0.391
playground	дитячий майданчик	joy	0.391
adventures	пригоди	joy	0.391
meaningful	значущий	joy	0.391
choir	хор	joy	0.391
affluence	багатство	joy	0.391
warms	зігріває	joy	0.391
goofy	дурний	joy	0.391
auspicious	сприятливий	joy	0.391
gesture	жест	joy	0.387
vow	клятва	joy	0.382
shopping	шопінг	joy	0.382
witty	дотепний	joy	0.382
communion	спілкування	joy	0.379
vibes	вібрації	joy	0.379
worship	поклоніння	joy	0.379
jump	стрибати	joy	0.379
reverend	преподобний	joy	0.377
advance	заздалегідь	joy	0.375
beaches	пляжі	joy	0.375
youth	молодь	joy	0.375
spirits	духи	joy	0.375
simplicity	простота	joy	0.375
full	повний	joy	0.375
rising	піднімається	joy	0.375
hymn	гімн	joy	0.375
unique	унікальний	joy	0.375
redeemed	викупив	joy	0.375
scenic	мальовничий	joy	0.375
mirth	радість	joy	0.375
courtship	залицяння	joy	0.375
experience	досвід	joy	0.375
reunion	возз'єднання	joy	0.375
sonorous	звуковий	joy	0.375
unforgettable	незабутній	joy	0.375
baptismal	хрещення	joy	0.368
alliance	союз	joy	0.368
grant	грант	joy	0.366
conciliation	примирення	joy	0.364
moonlight	місячне світло	joy	0.364
sanctification	освячення	joy	0.364
improves	покращується	joy	0.364
improve	поліпшити	joy	0.364
pure	чистий	joy	0.364
authentic	автентичний	joy	0.364
kitten	кошеня	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	малина	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	вірність	joy	0.359
feeling	почуття	joy	0.359
devotional	відданий	joy	0.359
proficiency	знання	joy	0.359
tinsel	мішура	joy	0.359
revival	відродження	joy	0.359
sanctify	освятити	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	незалежний	joy	0.359
cocoa	какао	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	дельфін	joy	0.348
choral	хоровий	joy	0.348
deliverance	звільнення	joy	0.348
romp	гуркоту	joy	0.348
roaring	ревучий	joy	0.348
melody	мелодія	joy	0.348
favor	користь	joy	0.348
unification	об'єднання	joy	0.348
exceed	перевищити	joy	0.348
purpose	мета	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	Немає роботи	joy	0.344
voluptuous	смиренний	joy	0.344
fruits	фрукти	joy	0.344
thx	Дякую	joy	0.344
newstart	newstart	joy	0.344
manicure	манікюр	joy	0.344
date	дата	joy	0.344
kiddos	kiddos	joy	0.344
roadtrip	поїздка	joy	0.344
cookies	печиво	joy	0.344
hedonism	гедонізм	joy	0.344
humble	скромний	joy	0.344
electric	електричний	joy	0.344
pledge	заставу	joy	0.344
celebrity	знаменитість	joy	0.342
rhythm	ритм	joy	0.338
bridesmaid	наречена	joy	0.338
snowday	сніговий день	joy	0.333
young	молодий	joy	0.333
coffee	кава	joy	0.333
edification	виховання	joy	0.333
obliging	зобов'язаний	joy	0.333
renovation	реконструкція	joy	0.333
familiarity	знайомство	joy	0.333
garden	сад	joy	0.333
spa	спа-центр	joy	0.333
dawn	ранок	joy	0.333
connoisseur	знавець	joy	0.333
partner	партнер	joy	0.333
gazing	дивлячись	joy	0.333
foodie	їжак	joy	0.331
synchronize	синхронізувати	joy	0.329
tribulation	скорбота	joy	0.328
healing	зцілення	joy	0.328
saint	святий	joy	0.328
chirping	співати	joy	0.328
hobby	хобі	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	Керол	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	псалми	joy	0.328
pedicure	педикюр	joy	0.328
amnesty	амністія	joy	0.328
respite	перепочинок	joy	0.324
mellow	мягкий	joy	0.318
lazyday	NO TRANSLATION	joy	0.318
recreational	рекреаційна	joy	0.318
restorative	відновлювальний	joy	0.318
cousins	двоюрідні брати	joy	0.318
classics	класика	joy	0.318
reconciliation	примирення	joy	0.316
dove	голубка	joy	0.312
living	живий	joy	0.312
presto	престо	joy	0.312
crafts	ремесла	joy	0.312
recovery	відновлення	joy	0.312
woods	ліси	joy	0.312
sunset	захід сонця	joy	0.312
fitness	фітнес	joy	0.312
playhouse	ігровий майданчик	joy	0.312
superman	надлюдина	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	мудрість	joy	0.312
deal	угода	joy	0.312
simplify	спростити	joy	0.312
lord	лорд	joy	0.312
sterling	стерлінгів	joy	0.312
progression	прогрес	joy	0.312
relight	релікт	joy	0.312
pony	поні	joy	0.312
infant	немовля	joy	0.309
improvement	поліпшення	joy	0.309
absolution	розпуста	joy	0.306
gently	м'яко	joy	0.303
established	створена	joy	0.303
honest	чесний	joy	0.303
decorating	прикраса	joy	0.303
endless	нескінченні	joy	0.303
banquet	банкет	joy	0.303
providing	забезпечення	joy	0.300
mine	Шахта	joy	0.297
fraternal	братський	joy	0.297
notable	помітний	joy	0.297
feat	подвиг	joy	0.297
harvest	врожай	joy	0.297
quaint	приємний	joy	0.297
softly	тихо	joy	0.297
spiritual	духовний	joy	0.297
morals	моралі	joy	0.297
lounging	гуляючи	joy	0.297
light	світло	joy	0.297
breeze	вітер	joy	0.297
strolling	прогулянки	joy	0.297
spending	витрати	joy	0.297
meditating	медитуючи	joy	0.297
joker	джокер	joy	0.297
yearning	прагнення	joy	0.297
growth	зростання	joy	0.297
fervor	запал	joy	0.295
quotes	цитати	joy	0.294
volunteer	волонтер	joy	0.294
psalms	псалми	joy	0.288
hippie	хіппі	joy	0.288
gain	виграти	joy	0.288
taoism	даосизм	joy	0.288
midwife	акушерка	joy	0.288
resources	ресурси	joy	0.288
create	створити	joy	0.288
receiving	прийом	joy	0.287
ocean	океан	joy	0.286
snowfall	снігопад	joy	0.286
lsd	лсд	joy	0.286
hiking	піші прогулянки	joy	0.283
chill	застуда	joy	0.281
truce	перемир'я	joy	0.281
infinity	нескінченність	joy	0.281
toast	тост	joy	0.281
destination	призначення	joy	0.281
buddhist	буддист	joy	0.281
rested	відпочив	joy	0.281
candid	відвертий	joy	0.281
evergreen	вічнозелене	joy	0.281
unwind	розслабитися	joy	0.281
buzzing	гудіння	joy	0.281
venerable	поважний	joy	0.279
balance	баланс	joy	0.275
retirement	виходу на пенсію	joy	0.275
compensate	компенсувати	joy	0.273
swim	плавати	joy	0.273
drinks	напої	joy	0.273
devout	побожний	joy	0.273
buddha	будда	joy	0.273
rapt	спійманий	joy	0.273
fireplace	камін	joy	0.273
snowing	сніг	joy	0.271
sublimation	сублімація	joy	0.270
fruity	фруктовий	joy	0.268
humility	смиренність	joy	0.266
paragon	параг	joy	0.266
ministry	міністерство	joy	0.266
sunday	неділя	joy	0.266
salute	вітаю	joy	0.266
fortitude	стійкість	joy	0.266
whim	примха	joy	0.266
sun	сонце	joy	0.266
sketching	ескіз	joy	0.266
waves	хвилі	joy	0.266
buddhism	буддизм	joy	0.266
cathedral	собор	joy	0.266
yoga	йога	joy	0.266
artwork	твори мистецтва	joy	0.265
practiced	практикується	joy	0.264
clean	чистий	joy	0.260
found	знайдено	joy	0.258
fitting	пристосування	joy	0.258
immerse	поринути	joy	0.258
running	біг	joy	0.258
clarity	ясність	joy	0.258
food	їжа	joy	0.258
exercise	вправи	joy	0.258
autumn	осінь	joy	0.254
ardent	гарячий	joy	0.250
fit	придатний	joy	0.250
mountain	гора	joy	0.250
expedient	доцільно	joy	0.250
diary	щоденник	joy	0.250
candles	свічки	joy	0.250
outdoors	на відкритому повітрі	joy	0.250
chilled	охолоджений	joy	0.250
clap	хлопати	joy	0.250
contagious	заразний	joy	0.250
chirp	чирбувати	joy	0.250
morning	ранок	joy	0.250
visitor	відвідувач	joy	0.250
hardy	витривалість	joy	0.250
countryside	сільська місцевість	joy	0.250
