word	Chinese (Traditional)-zh-TW	emotion	emotion-intensity-score
marrow	骨髓	joy	0.078
latte	拿鐵	joy	0.078
sipping	呷	joy	0.076
benign	良性	joy	0.074
majority	多數	joy	0.073
leaf	葉	joy	0.065
troubles	麻煩	joy	0.062
basketball	籃球	joy	0.062
explosions	爆炸	joy	0.061
cream	奶油	joy	0.061
shepherd	牧羊人	joy	0.058
tuesday	星期二	joy	0.047
turbulence	動亂	joy	0.045
calf	小牛	joy	0.040
hardship	苦	joy	0.031
sixty	六十	joy	0.016
unhappiness	不幸	joy	0.016
heartbreaking	令人心碎	sadness	0.969
mourning	喪	sadness	0.969
tragic	悲慘	sadness	0.961
holocaust	大屠殺	sadness	0.953
suicidal	自殺	sadness	0.941
misery	苦難	sadness	0.938
massacre	屠殺	sadness	0.931
euthanasia	安樂死	sadness	0.927
depression	蕭條	sadness	0.925
bereavement	喪親之痛	sadness	0.922
grieving	悲傷	sadness	0.922
fatal	致命	sadness	0.922
bereaved	失去親人	sadness	0.920
devastation	毀壞	sadness	0.917
death	死亡	sadness	0.915
devastated	滿目瘡痍	sadness	0.912
suicide	自殺	sadness	0.912
catastrophe	災難	sadness	0.911
horrifying	可怕的	sadness	0.907
tragedy	悲劇	sadness	0.906
depressing	壓抑	sadness	0.906
died	死亡	sadness	0.906
anguish	痛苦	sadness	0.902
agony	痛苦	sadness	0.900
deadly	致命	sadness	0.898
weeping	泣	sadness	0.896
stillbirth	死胎	sadness	0.891
deceased	死者	sadness	0.891
murderer	兇手	sadness	0.877
devastating	破壞性的	sadness	0.875
rape	強姦	sadness	0.875
cancer	癌症	sadness	0.875
dying	垂死	sadness	0.875
sadness	悲	sadness	0.864
morbidity	發病率	sadness	0.864
crucifixion	受難	sadness	0.859
grief	哀思	sadness	0.859
depressed	鬱悶	sadness	0.859
traumatic	創傷	sadness	0.859
atrocity	暴行	sadness	0.859
execution	執行	sadness	0.859
abandonment	放棄	sadness	0.859
perish	淪	sadness	0.859
cadaver	屍體	sadness	0.853
treachery	背信棄義	sadness	0.848
betrayed	背叛	sadness	0.848
sad	傷心	sadness	0.844
destroyed	銷毀	sadness	0.844
miserable	慘	sadness	0.844
persecution	迫害	sadness	0.844
funeral	葬禮	sadness	0.844
slaughtering	屠宰	sadness	0.844
horrific	可怕的	sadness	0.844
homicide	殺人	sadness	0.844
hopelessness	絕望	sadness	0.844
grieve	悼	sadness	0.844
sorrow	悲哀	sadness	0.844
suffering	痛苦	sadness	0.844
murderous	殺	sadness	0.844
unhappiness	不幸	sadness	0.839
crippled	跛	sadness	0.836
bloodshed	流血	sadness	0.836
pained	苦澀	sadness	0.833
manslaughter	誤殺	sadness	0.833
carnage	大屠殺	sadness	0.833
unbearable	不堪忍受	sadness	0.830
stillborn	胎死腹中	sadness	0.830
slavery	奴隸制度	sadness	0.828
torment	折磨	sadness	0.828
sickness	疾病	sadness	0.828
enslaved	奴役	sadness	0.828
casualty	受害者	sadness	0.828
morbid	病態	sadness	0.828
murder	謀殺	sadness	0.828
mourn	悼	sadness	0.828
helplessness	無奈	sadness	0.828
annihilation	殲滅	sadness	0.828
abandoned	棄	sadness	0.828
horrors	恐怖	sadness	0.828
mutilation	斷肢	sadness	0.828
annihilated	全軍覆沒	sadness	0.828
miscarriage	流產	sadness	0.824
starvation	飢餓	sadness	0.819
killing	謀殺	sadness	0.812
failure	失敗	sadness	0.812
famine	飢荒	sadness	0.812
distraught	發狂的	sadness	0.812
childloss	NO TRANSLATION	sadness	0.812
burial	葬禮	sadness	0.812
disgrace	恥辱	sadness	0.812
cruelty	殘酷	sadness	0.812
despair	絕望	sadness	0.812
saddens	難過	sadness	0.812
oppression	壓迫	sadness	0.812
sadly	可悲的是	sadness	0.812
mournful	悲哀	sadness	0.812
terrorism	恐怖主義	sadness	0.812
heartache	心痛	sadness	0.812
bloody	血腥	sadness	0.806
perishing	滅亡	sadness	0.804
inhumanity	不人道	sadness	0.804
malignancy	惡性腫瘤	sadness	0.803
mortification	屈辱	sadness	0.802
sarcoma	肉瘤	sadness	0.797
lifeless	死氣沉沉	sadness	0.797
perished	遇難	sadness	0.797
dreadful	可怕	sadness	0.797
devastate	蹂躪	sadness	0.797
dreadfully	可怕	sadness	0.797
gallows	絞架	sadness	0.797
lethal	致命	sadness	0.797
desolation	蒼涼	sadness	0.797
kill	殺	sadness	0.797
slave	奴隸	sadness	0.797
mortuary	停屍間	sadness	0.797
assassination	暗殺	sadness	0.797
leukemia	白血病	sadness	0.797
brokenheart	NO TRANSLATION	sadness	0.792
banishment	流放	sadness	0.790
afflict	折磨	sadness	0.789
disheartened	灰心	sadness	0.788
bury	埋葬	sadness	0.781
crying	哭了	sadness	0.781
tumour	瘤	sadness	0.781
heartbreak	心碎	sadness	0.781
desecration	褻瀆	sadness	0.781
demoralized	士氣低落	sadness	0.781
terrorize	威懾	sadness	0.781
die	NO TRANSLATION	sadness	0.773
lynch	林奇	sadness	0.773
sufferer	患者	sadness	0.770
loneliness	孤單	sadness	0.766
cemetery	公墓	sadness	0.766
destitute	貧困	sadness	0.766
torture	拷打	sadness	0.766
abortion	流產	sadness	0.766
diseased	病態的	sadness	0.766
condolence	慰問	sadness	0.766
fatality	病死率	sadness	0.766
dismemberment	支解	sadness	0.766
doomed	注定	sadness	0.766
fearful	可怕	sadness	0.766
slayer	殺手	sadness	0.766
painfully	痛苦	sadness	0.758
moribund	垂死	sadness	0.758
disaster	災害	sadness	0.758
depress	壓抑	sadness	0.755
condemnation	非難	sadness	0.754
desperation	絕望	sadness	0.750
hemorrhage	出血	sadness	0.750
unhappy	不快樂	sadness	0.750
pandemic	流感大流行	sadness	0.750
corpse	屍體	sadness	0.750
depressive	抑鬱	sadness	0.750
deplorable	可悲	sadness	0.750
defeated	打敗	sadness	0.750
doomsday	末日	sadness	0.750
cry	哭	sadness	0.750
victimized	受害	sadness	0.750
obliteration	塗去	sadness	0.750
damnation	詛咒	sadness	0.750
guilt	有罪	sadness	0.750
sickening	令人作嘔	sadness	0.750
terrorist	恐怖分子	sadness	0.750
sorrowful	悲傷	sadness	0.750
incest	亂倫	sadness	0.750
painful	痛苦	sadness	0.750
abduction	綁架	sadness	0.750
regretful	遺憾	sadness	0.750
unfairness	不平	sadness	0.745
molestation	性騷擾	sadness	0.744
exile	流亡	sadness	0.742
abysmal	深	sadness	0.742
hellish	地獄般	sadness	0.738
exterminate	殄	sadness	0.736
earthquake	地震	sadness	0.734
betrayal	辜負	sadness	0.734
orphan	孤兒	sadness	0.734
slaughter	屠宰	sadness	0.734
disgraced	灰頭土臉	sadness	0.734
battered	受虐	sadness	0.734
assassin	刺客	sadness	0.734
horrid	可怕的	sadness	0.734
miserably	非常不幸地	sadness	0.734
lonesome	寂寞	sadness	0.734
morgue	停屍房	sadness	0.734
disastrous	慘重	sadness	0.734
warfare	戰	sadness	0.734
destroying	銷毀	sadness	0.734
homeless	無家可歸	sadness	0.734
listless	蔫	sadness	0.729
unfortunately	不幸	sadness	0.727
grave	墳	sadness	0.727
emptiness	空虛	sadness	0.727
alienated	疏遠	sadness	0.727
fraught	誤人子弟	sadness	0.722
emaciated	瘦弱	sadness	0.719
malicious	惡毒	sadness	0.719
atrophy	痿	sadness	0.719
cripple	削弱	sadness	0.719
ashamed	羞愧	sadness	0.719
leprosy	麻風	sadness	0.719
violently	猛烈	sadness	0.719
disheartening	令人沮喪	sadness	0.719
cried	哭了	sadness	0.719
woe	榮辱與共	sadness	0.719
horror	恐怖	sadness	0.719
heartless	狠心	sadness	0.719
forsaken	離棄	sadness	0.719
paralysis	麻痺	sadness	0.719
missing	失踪	sadness	0.719
danger	危險	sadness	0.719
pain	疼痛	sadness	0.719
demise	讓位	sadness	0.717
disgruntled	不滿	sadness	0.712
rejected	拒絕	sadness	0.712
sickly	病懨懨	sadness	0.712
violence	暴力	sadness	0.712
torn	撕裂	sadness	0.710
calamity	災害	sadness	0.709
grim	嚴峻	sadness	0.708
grievous	慘重	sadness	0.704
disfigured	毀容	sadness	0.703
punishing	懲罰	sadness	0.703
extinct	絕種	sadness	0.703
meltdown	崩潰	sadness	0.703
oppressor	暴君	sadness	0.703
deformed	變形	sadness	0.703
slaughterhouse	屠宰場	sadness	0.703
humiliate	羞辱	sadness	0.703
inhuman	不人道	sadness	0.703
decomposition	分解	sadness	0.703
suffocating	令人窒息	sadness	0.703
hearse	柩車	sadness	0.703
incurable	不可救藥	sadness	0.703
buried	隱藏	sadness	0.703
paralyzed	癱	sadness	0.703
carcinoma	癌	sadness	0.703
deformity	畸形	sadness	0.703
crushed	碎	sadness	0.703
isolate	隔離	sadness	0.703
tearful	內牛滿面	sadness	0.703
abandon	放棄	sadness	0.703
obit	訃告	sadness	0.703
strangle	扼殺	sadness	0.703
victim	受害者	sadness	0.703
isolation	隔離	sadness	0.703
lifesucks	lifesucks	sadness	0.700
hell	地獄	sadness	0.700
ruinous	毀滅性的	sadness	0.698
widow	寡婦	sadness	0.697
banish	放逐	sadness	0.697
accursed	詛咒	sadness	0.697
ruined	毀了	sadness	0.697
vanished	消失	sadness	0.695
displaced	流離失所	sadness	0.691
poverty	貧窮	sadness	0.690
hospice	臨終關懷	sadness	0.688
insanity	瘋狂	sadness	0.688
depraved	墮落	sadness	0.688
shooting	射擊	sadness	0.688
stab	刺	sadness	0.688
pathetic	可憐	sadness	0.688
foreveralone	永遠的孤獨	sadness	0.688
dementia	癡呆	sadness	0.688
travesty	滑稽戲	sadness	0.688
nohope	NO TRANSLATION	sadness	0.688
infidelity	不忠	sadness	0.688
epidemic	疫情	sadness	0.688
teary	流淚	sadness	0.688
widower	鰥夫	sadness	0.688
terminal	終奌站	sadness	0.688
neglected	被忽視的	sadness	0.688
illness	疾病	sadness	0.688
regretting	後悔	sadness	0.688
imprisoned	囚禁	sadness	0.688
hurtful	傷人	sadness	0.688
banished	放逐	sadness	0.688
hurt	傷害	sadness	0.688
deserted	廢棄的	sadness	0.688
hopeless	絕望	sadness	0.688
sob	NO TRANSLATION	sadness	0.688
loss	失利	sadness	0.688
dismissal	解僱	sadness	0.686
alienation	異化	sadness	0.685
hardship	苦	sadness	0.685
choke	嗆	sadness	0.682
kidnap	綁架	sadness	0.682
bleeding	流血的	sadness	0.673
obituary	訃告	sadness	0.672
missingyou	NO TRANSLATION	sadness	0.672
disabled	殘	sadness	0.672
outcast	棄兒	sadness	0.672
poison	毒	sadness	0.672
abortive	未遂	sadness	0.672
gory	血腥	sadness	0.672
disparage	貶損	sadness	0.672
wail	哀號	sadness	0.672
malevolent	壞心腸的	sadness	0.672
imprisonment	徒刑	sadness	0.672
wretch	不幸的人	sadness	0.672
feelingdown	NO TRANSLATION	sadness	0.672
wretched	可憐	sadness	0.672
belittle	貶低	sadness	0.672
punished	處罰	sadness	0.672
deprivation	剝奪	sadness	0.672
evil	邪惡	sadness	0.672
coffin	棺材	sadness	0.672
woefully	可悲	sadness	0.672
decomposed	分解	sadness	0.672
frightful	可怕	sadness	0.672
despairing	絕望	sadness	0.672
barren	荒蕪	sadness	0.670
poisoned	中毒	sadness	0.667
executioner	劊子手	sadness	0.667
disease	疾病	sadness	0.665
oppress	壓迫	sadness	0.664
disembodied	脫離現實	sadness	0.660
tear	眼淚	sadness	0.656
shitty	低劣	sadness	0.656
lamenting	感嘆	sadness	0.656
ruin	廢墟	sadness	0.656
weep	哭泣	sadness	0.656
lonely	孤獨	sadness	0.656
jail	監獄	sadness	0.656
steal	偷	sadness	0.656
mangle	撕裂	sadness	0.656
hate	討厭	sadness	0.656
ailing	生病	sadness	0.656
dreary	淒涼	sadness	0.656
bleak	蒼涼	sadness	0.656
polio	脊髓灰質炎	sadness	0.656
blighted	秕	sadness	0.656
casket	棺材	sadness	0.656
demonic	惡魔的	sadness	0.656
peril	岌	sadness	0.656
carcass	胴體	sadness	0.653
beating	跳動	sadness	0.652
regretted	後悔	sadness	0.652
cowardice	怯懦	sadness	0.652
disability	失能	sadness	0.648
affliction	痛苦	sadness	0.645
poisonous	有毒	sadness	0.641
emergency	急	sadness	0.641
perilous	殆	sadness	0.641
awful	可怕	sadness	0.641
terribly	可怕	sadness	0.641
scourge	災害	sadness	0.641
sinful	有罪	sadness	0.641
stricken	災區	sadness	0.641
hatred	仇	sadness	0.641
powerless	無力	sadness	0.641
termination	終止	sadness	0.641
exorcism	驅魔	sadness	0.641
woeful	悲傷的	sadness	0.641
drown	淹	sadness	0.641
inequality	不等式	sadness	0.641
infertility	不孕不育	sadness	0.641
incarceration	監禁	sadness	0.641
failing	失敗	sadness	0.641
worry	擔心	sadness	0.641
shroud	裹屍布	sadness	0.641
psychosis	精神病	sadness	0.638
demolish	拆除	sadness	0.636
lament	哀嘆	sadness	0.636
disappointed	失望	sadness	0.636
dismay	沮喪	sadness	0.636
burdensome	繁重	sadness	0.634
shattered	破滅	sadness	0.630
mausoleum	陵	sadness	0.630
gloom	愁雲	sadness	0.625
regret	後悔	sadness	0.625
cursed	詛咒	sadness	0.625
impotence	性無能	sadness	0.625
terminate	終止	sadness	0.625
oppressive	壓抑	sadness	0.625
insurmountable	不可逾越	sadness	0.625
abuse	濫用	sadness	0.625
forlorn	絕望	sadness	0.625
tyrant	暴君	sadness	0.625
disappointing	令人失望	sadness	0.625
wound	傷口	sadness	0.625
demolished	拆除	sadness	0.625
palsy	麻痺	sadness	0.625
schizophrenia	精神分裂症	sadness	0.625
undesired	不需要	sadness	0.625
hurting	傷害	sadness	0.625
lost	丟失	sadness	0.625
duress	脅迫	sadness	0.625
bitterly	痛	sadness	0.625
dishonor	羞辱	sadness	0.625
posthumous	死後的	sadness	0.625
wrecked	失事	sadness	0.625
deteriorate	惡化	sadness	0.625
divorce	離婚	sadness	0.623
soulless	沒有靈魂	sadness	0.623
melancholy	愁緒	sadness	0.621
cremation	火葬	sadness	0.621
worried	擔心	sadness	0.621
plight	困境	sadness	0.621
forsake	背叛	sadness	0.621
bomb	炸彈	sadness	0.621
unforgiving	無情	sadness	0.612
sepsis	膿血症	sadness	0.611
irreparable	不可挽回的	sadness	0.609
sacrifices	犧牲	sadness	0.609
cruel	殘忍	sadness	0.609
dire	NO TRANSLATION	sadness	0.609
dilapidated	殘破	sadness	0.609
overwhelmed	不堪重負	sadness	0.609
disparaging	蔑視	sadness	0.609
gore	血塊	sadness	0.609
injured	受傷	sadness	0.609
shameful	可恥	sadness	0.609
fearfully	可怕	sadness	0.609
worthless	無用	sadness	0.609
injure	損傷	sadness	0.609
faithless	移情別戀	sadness	0.609
shatter	打碎	sadness	0.609
degrading	降解	sadness	0.609
ugliness	醜陋	sadness	0.609
subjugation	征服	sadness	0.609
debacle	崩潰	sadness	0.609
shackle	鐵鍊	sadness	0.609
disappoint	辜負	sadness	0.609
derogatory	貶	sadness	0.609
languishing	含情脈脈	sadness	0.609
breakup	分手	sadness	0.609
alcoholism	酗酒	sadness	0.609
excluded	排除	sadness	0.609
sinner	罪人	sadness	0.609
crushing	破碎	sadness	0.609
bankrupt	破產者	sadness	0.609
guilty	有罪	sadness	0.609
curse	詛咒	sadness	0.608
alone	單獨	sadness	0.600
robbery	搶劫	sadness	0.600
anthrax	炭疽病	sadness	0.600
angst	焦慮	sadness	0.598
vendetta	仇殺	sadness	0.594
remorse	悔恨	sadness	0.594
prison	監獄	sadness	0.594
condolences	慰問	sadness	0.594
chaos	混沌	sadness	0.594
demon	惡魔	sadness	0.594
abyss	深淵	sadness	0.594
contaminated	污染	sadness	0.594
irreconcilable	不可調和	sadness	0.594
broken	破碎	sadness	0.594
offender	犯罪分子	sadness	0.594
nothingness	虛無	sadness	0.594
distress	苦難	sadness	0.594
ill	生病	sadness	0.594
violation	違反	sadness	0.594
bawl	呶	sadness	0.594
shame	恥辱	sadness	0.594
disappointment	失望	sadness	0.594
captivity	囚禁	sadness	0.594
deportation	放逐	sadness	0.594
downfall	倒台	sadness	0.594
longing	渴望	sadness	0.594
obliterate	泯	sadness	0.594
crypt	隱窩	sadness	0.594
martyrdom	殉教	sadness	0.594
eviction	趕出	sadness	0.594
petloss	NO TRANSLATION	sadness	0.594
deprived	剝奪	sadness	0.594
losing	失去	sadness	0.594
crumbling	搖搖欲墜	sadness	0.594
poaching	偷獵	sadness	0.594
betray	背叛	sadness	0.594
helpless	無助	sadness	0.594
somber	陰沉	sadness	0.594
dysentery	痢	sadness	0.593
melancholic	憂鬱	sadness	0.591
blight	枯萎病	sadness	0.591
rupture	破裂	sadness	0.588
traitor	叛徒	sadness	0.588
haggard	枯槁	sadness	0.587
lie	謊言	sadness	0.585
cholera	霍亂	sadness	0.583
damage	損傷	sadness	0.578
bully	欺負	sadness	0.578
harmful	有害	sadness	0.578
terrible	可怕	sadness	0.578
gloomy	陰沉	sadness	0.578
frighten	嚇唬	sadness	0.578
degeneracy	簡	sadness	0.578
whine	抱怨	sadness	0.578
sordid	污穢	sadness	0.578
undesirable	不可取	sadness	0.578
bitterness	苦味	sadness	0.578
humiliation	屈辱	sadness	0.578
unwell	不適	sadness	0.578
discrimination	區別	sadness	0.578
denied	否認	sadness	0.578
immoral	不道德	sadness	0.578
turmoil	動盪	sadness	0.578
interment	土葬	sadness	0.578
damages	賠償	sadness	0.576
devil	魔鬼	sadness	0.576
whimper	嗚咽	sadness	0.576
captive	俘虜	sadness	0.576
pessimism	悲觀主義	sadness	0.576
delirium	譫妄	sadness	0.576
deplore	痛惜	sadness	0.576
disliked	不喜歡的	sadness	0.576
hateful	可惡	sadness	0.575
bigoted	拘泥	sadness	0.574
perdition	殞命	sadness	0.569
adultery	通姦	sadness	0.566
corrupting	腐敗	sadness	0.565
runaway	逃跑	sadness	0.562
rheumatism	風濕症	sadness	0.562
tyranny	暴政	sadness	0.562
expire	到期	sadness	0.562
punitive	懲罰性	sadness	0.562
deceit	謊言	sadness	0.562
injury	傷	sadness	0.562
autopsy	屍檢	sadness	0.562
anathema	詛咒	sadness	0.562
urn	甕	sadness	0.562
flog	鞭打	sadness	0.562
endocarditis	心內膜炎	sadness	0.562
worrying	令人擔憂	sadness	0.562
pauper	窮光蛋	sadness	0.562
infliction	施加某種	sadness	0.562
wallow	泥坑	sadness	0.562
pessimist	悲觀主義者	sadness	0.562
shipwreck	沉船	sadness	0.562
worsening	惡化	sadness	0.562
rejection	拒絕	sadness	0.562
deceive	欺騙	sadness	0.562
upset	煩亂	sadness	0.562
sadday	NO TRANSLATION	sadness	0.562
comatose	昏睡的	sadness	0.562
deceitful	狡詐	sadness	0.562
resentment	怨恨	sadness	0.562
tomb	墓	sadness	0.562
dismal	慘淡	sadness	0.562
departed	死者	sadness	0.558
martyr	烈士	sadness	0.556
smite	撾	sadness	0.555
hanging	掛	sadness	0.547
bummed	鬱悶	sadness	0.547
hydrocephalus	腦積水	sadness	0.547
pity	可憐	sadness	0.547
resignation	辭職	sadness	0.547
shot	射擊	sadness	0.547
disillusionment	幻滅	sadness	0.547
surrendering	投降	sadness	0.547
glum	陰沉	sadness	0.547
isolated	孤立	sadness	0.547
unfulfilled	未了	sadness	0.547
unkind	刻薄	sadness	0.547
plague	鼠疫	sadness	0.547
absence	缺席	sadness	0.547
shun	順	sadness	0.547
imissyou	NO TRANSLATION	sadness	0.547
malaise	全身乏力	sadness	0.547
reject	拒絕	sadness	0.547
malaria	瘧疾	sadness	0.547
bomber	轟炸機	sadness	0.547
chagrin	懊惱	sadness	0.547
memorial	紀念館	sadness	0.547
discourage	不鼓勵	sadness	0.547
nefarious	邪惡	sadness	0.546
dark	黑暗	sadness	0.545
incrimination	證其罪	sadness	0.545
concussion	震動	sadness	0.545
groan	呻吟	sadness	0.545
aching	疼痛	sadness	0.544
weakly	弱	sadness	0.544
discontent	牢騷	sadness	0.543
undertaker	殯儀館	sadness	0.538
assailant	攻擊者	sadness	0.536
deterioration	惡化	sadness	0.536
epitaph	墓誌銘	sadness	0.531
disparity	差距	sadness	0.531
fooled	上當	sadness	0.531
tarnish	玷污	sadness	0.531
homesick	想家	sadness	0.531
inflict	造成	sadness	0.531
penance	苦修	sadness	0.531
ache	疼痛	sadness	0.531
antisocial	反社會的	sadness	0.531
sullen	憂鬱	sadness	0.531
forfeiture	沒收	sadness	0.531
console	安慰	sadness	0.531
neurosis	神經官能症	sadness	0.531
theft	盜竊	sadness	0.531
outburst	突發	sadness	0.531
dispossessed	一無所有	sadness	0.531
prisoner	囚犯	sadness	0.531
disgust	厭惡	sadness	0.531
embolism	栓塞	sadness	0.531
sorely	非常	sadness	0.531
attacking	進攻	sadness	0.531
confined	受限	sadness	0.531
embarrassment	困窘	sadness	0.531
inimical	抵觸的	sadness	0.531
sick	生病	sadness	0.531
requiem	安魂曲	sadness	0.531
relapse	復發	sadness	0.530
forgotten	忘記了	sadness	0.530
unpleasant	不愉快	sadness	0.530
grievance	不平	sadness	0.530
disable	禁用	sadness	0.529
defenseless	手無寸鐵	sadness	0.526
defunct	停業	sadness	0.518
ridicule	嘲笑	sadness	0.518
sequestration	封存	sadness	0.516
vegetative	營養	sadness	0.516
stripped	剝離	sadness	0.516
blindness	失明	sadness	0.516
accident	事故	sadness	0.516
sin	NO TRANSLATION	sadness	0.516
hideous	可怕	sadness	0.516
misfortune	不幸	sadness	0.516
retard	減速	sadness	0.516
unfriendly	不友好	sadness	0.516
weakness	弱點	sadness	0.516
dumps	轉儲	sadness	0.516
sore	瘡	sadness	0.516
displeased	不快	sadness	0.516
wither	枯萎	sadness	0.516
elimination	消除	sadness	0.516
delusion	妄想	sadness	0.516
decayed	腐	sadness	0.516
stifled	堵	sadness	0.516
unlucky	不幸的	sadness	0.516
dictatorship	專政	sadness	0.509
regrettable	遺憾	sadness	0.509
complain	抱怨	sadness	0.509
unrequited	不求回報	sadness	0.509
lose	失去	sadness	0.509
insecure	不安全	sadness	0.509
witchcraft	巫術	sadness	0.508
gonorrhea	淋病	sadness	0.500
endemic	流行	sadness	0.500
negative	負	sadness	0.500
weary	厭倦	sadness	0.500
anxiety	焦慮	sadness	0.500
impossible	不可能	sadness	0.500
disturbed	不安	sadness	0.500
cytomegalovirus	巨細胞病毒	sadness	0.500
offended	生氣	sadness	0.500
intolerant	不可忍耐	sadness	0.500
prosecute	起訴	sadness	0.500
rot	腐爛	sadness	0.500
exclusion	排除	sadness	0.500
atherosclerosis	動脈粥樣硬化	sadness	0.500
senile	衰老	sadness	0.500
battled	作戰	sadness	0.500
coma	昏迷	sadness	0.500
injurious	害	sadness	0.500
bankruptcy	破產	sadness	0.500
chronic	慢性	sadness	0.500
difficulty	困難	sadness	0.500
howl	嗥	sadness	0.500
cringe	低三下四	sadness	0.500
messedup	NO TRANSLATION	sadness	0.500
nauseous	噁心	sadness	0.500
deport	驅逐出境	sadness	0.500
mad	狂	sadness	0.500
discomfort	不舒服	sadness	0.500
unfair	不公平	sadness	0.500
evict	趕出	sadness	0.500
damper	制音器	sadness	0.500
drugged	迷藥	sadness	0.500
aggravating	惱人的	sadness	0.500
crash	緊急	sadness	0.500
mortality	死亡	sadness	0.500
disrespectful	不恭	sadness	0.500
frowning	皺著眉頭	sadness	0.500
