word	Kannada-kn	emotion	emotion-intensity-score
cautious	ಜಾಗರೂಕತೆಯಿಂದ	fear	0.281
oncoming	ಮುಂದುಗಡೆಯಿಂದ	fear	0.281
flying	ಹಾರುವ	fear	0.281
mistaken	ತಪ್ಪಾಗಿ	fear	0.281
swelling	ಊತ	fear	0.281
dwarfed	ಕುಬ್ಜ	fear	0.281
surveillance	ಕಣ್ಗಾವಲು	fear	0.281
apache	ಅಪಾಚೆ	fear	0.281
rush	ಹೊರದಬ್ಬುವುದು	fear	0.281
yelp	ಕೂಗು	fear	0.281
cartridge	ಕಾರ್ಟ್ರಿಡ್ಜ್	fear	0.281
fortress	ಕೋಟೆ	fear	0.281
bigoted	ದೊಡ್ಡದಾದ	fear	0.281
notready	ಸಿದ್ಧವಾಗಿಲ್ಲ	fear	0.281
challenge	ಸವಾಲು	fear	0.281
submitting	ಸಲ್ಲಿಸುವುದು	fear	0.281
wan	NO TRANSLATION	fear	0.281
confusion	ಗೊಂದಲ	fear	0.281
unruly	ಅಶಿಸ್ತಿನ	fear	0.281
intense	ತೀವ್ರ	fear	0.279
noncompliance	ಅನುವರ್ತನೆ	fear	0.276
alerts	ಎಚ್ಚರಿಕೆಗಳು	fear	0.276
planes	ವಿಮಾನಗಳು	fear	0.274
displeased	ಅಸಮಾಧಾನಗೊಂಡಿದೆ	fear	0.273
cop	ಕಾಪ್	fear	0.273
unbridled	ಕಡಿವಾಣವಿಲ್ಲದ	fear	0.271
regiment	ರೆಜಿಮೆಂಟ್	fear	0.266
crowds	ಜನಸಂದಣಿಯನ್ನು	fear	0.266
sentence	ವಾಕ್ಯ	fear	0.266
blindfold	ಕಣ್ಣು ಮುಚ್ಚಿದ	fear	0.266
crouch	ಕ್ರೌಚ್	fear	0.266
belt	ಬೆಲ್ಟ್	fear	0.266
hooded	ಮುಚ್ಚಿಹೋಯಿತು	fear	0.266
uncanny	ವಿಲಕ್ಷಣ	fear	0.266
cupping	ಕೋಪಿಂಗ್	fear	0.266
sneak	ಸ್ನೀಕ್	fear	0.266
cloak	ಗಡಿಯಾರ	fear	0.266
banger	ಬ್ಯಾಂಗರ್	fear	0.266
affront	ಅಫ್ರಾಂಟ್	fear	0.266
confession	ತಪ್ಪೊಪ್ಪಿಗೆ	fear	0.266
blemish	ಕಳಂಕ	fear	0.266
posse	ಭಂಗಿ	fear	0.266
auditions	ಪರೀಕ್ಷೆ	fear	0.266
forgotten	ಮರೆತುಹೋಗಿದೆ	fear	0.266
immerse	ಮುಳುಗಿಸು	fear	0.266
operation	ಕಾರ್ಯಾಚರಣೆ	fear	0.266
elevation	ಎತ್ತರ	fear	0.266
shanghai	ಶಾಂಘೈ	fear	0.266
hood	ಹುಡ್	fear	0.266
problem	ಸಮಸ್ಯೆ	fear	0.266
skid	ಜಾರು	fear	0.266
insomnia	ನಿದ್ರಾಹೀನತೆ	fear	0.266
newjob	NO TRANSLATION	fear	0.266
acrobat	ಅಕ್ರೋಬ್ಯಾಟ್	fear	0.266
flurries	ಉಬ್ಬುಗಳು	fear	0.266
force	ಬಲ	fear	0.266
spur	ಸ್ಪರ್ಶ	fear	0.262
defense	ರಕ್ಷಣಾ	fear	0.258
mortgagor	ಮರ್ಗಾಗೋರ್	fear	0.258
impatiently	NO TRANSLATION	fear	0.250
run	ರನ್	fear	0.250
rascal	ರಾಸ್ಕಲ್	fear	0.250
standstill	ನಿಂತಿದೆ	fear	0.250
doubt	ಅನುಮಾನ	fear	0.250
cataract	ಕಣ್ಣಿನ ಪೊರೆ	fear	0.250
repent	ಪಶ್ಚಾತ್ತಾಪ	fear	0.250
unfamiliar	ಪರಿಚಯವಿಲ್ಲದ	fear	0.250
delusional	ಭ್ರಮೆ	fear	0.250
obliging	ಕಡ್ಡಾಯ	fear	0.250
hag	ಹಾಗ್	fear	0.250
defend	ರಕ್ಷಿಸು	fear	0.250
guard	ಸಿಬ್ಬಂದಿ	fear	0.250
scapegoat	ಬಲಿಪಶು	fear	0.250
swampy	ಜೌಗು	fear	0.250
react	ಪ್ರತಿಕ್ರಿಯಿಸು	fear	0.250
breakingnews	ಬಿಸಿ ಬಿಸಿ ಸುದ್ದಿ	fear	0.250
foul	ಫೌಲ್	fear	0.250
spinster	ಸ್ಪಿನ್ಸ್ಟರ್	fear	0.250
indifference	ಉದಾಸೀನತೆ	fear	0.250
sunk	ಮುಳುಗಿತು	fear	0.250
picket	ಪಿಕೆಟ್	fear	0.250
insect	ಕೀಟ	fear	0.250
rating	ರೇಟಿಂಗ್	fear	0.250
forewarned	ಮುಂದೂಡಲಾಗಿದೆ	fear	0.250
indecisive	ನಿರ್ಣಯಿಸದ	fear	0.250
stealthy	ಸದ್ದಿಲ್ಲದೆ	fear	0.250
jobinterview	NO TRANSLATION	fear	0.250
grounded	ನೆಲಸಮ	fear	0.242
badhabit	NO TRANSLATION	fear	0.242
highest	ಅತ್ಯಧಿಕ	fear	0.236
inequality	ಅಸಮಾನತೆ	fear	0.234
rekindle	ಪುನಃ ಬರೆಯಿರಿ	fear	0.234
shrink	ಕುಗ್ಗಿಸು	fear	0.234
scaffold	ಸ್ಕ್ಯಾಫೋಲ್ಡ್	fear	0.234
discontent	ಅಸಮಾಧಾನ	fear	0.234
verge	ಅಂಚು	fear	0.234
psychiatrist	ಮನೋವೈದ್ಯ	fear	0.234
overdrive	ಓವರ್ಡ್ರೈವ್	fear	0.234
thatmoment	NO TRANSLATION	fear	0.234
intercede	ಮಧ್ಯಸ್ಥಿಕೆ	fear	0.234
pinion	ಪಿನಿಯನ್	fear	0.234
finalized	ಅಂತಿಮಗೊಳಿಸಿದೆ	fear	0.234
shelters	ಆಶ್ರಯ	fear	0.234
sleepless	ನಿದ್ದೆಯಿಲ್ಲದ	fear	0.234
dependence	ಅವಲಂಬನೆ	fear	0.234
chicken	ಚಿಕನ್	fear	0.234
instinctive	ಸಹಜ	fear	0.234
buzz	buzz	fear	0.234
difficulty	ತೊಂದರೆ	fear	0.234
bee	ಬೀ	fear	0.234
insomniac	ನಿದ್ರಾಹೀನತೆ	fear	0.234
aaaah	NO TRANSLATION	fear	0.234
buck	ಬಕ್	fear	0.234
rushing	ನುಗ್ಗುತ್ತಿರುವ	fear	0.233
overslept	ಓವರ್ಲೆಪ್ಟ್	fear	0.226
default	ಡೀಫಾಲ್ಟ್	fear	0.226
confessional	ತಪ್ಪೊಪ್ಪಿಗೆ	fear	0.225
impatient	ತಾಳ್ಮೆ	fear	0.224
immigrant	ವಲಸಿಗರು	fear	0.219
heft	ಹೀಫ್	fear	0.219
sweat	ಬೆವರು	fear	0.219
waver	ವೇವರ್	fear	0.219
fingerscrossed	NO TRANSLATION	fear	0.219
stingy	ಜಿಗುಟಾದ	fear	0.219
thrill	ಥ್ರಿಲ್	fear	0.219
cane	ಕಬ್ಬಿನ	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	ಹೀಗಾದರೆ	fear	0.219
tactics	ತಂತ್ರಗಳು	fear	0.219
veer	ವೀರ್	fear	0.219
unequal	ಅಸಮಾನ	fear	0.219
lastminute	ಕೊನೆಗಳಿಗೆಯಲ್ಲಿ	fear	0.219
jungle	ಜಂಗಲ್	fear	0.219
bait	ಬೆಟ್	fear	0.219
revelations	ಬಹಿರಂಗಪಡಿಸುವುದು	fear	0.219
blues	ಬ್ಲೂಸ್	fear	0.219
overtired	ಅತಿಯಾದ	fear	0.218
prognosis	ಮುನ್ನರಿವು	fear	0.217
alertness	ಜಾಗರೂಕತೆ	fear	0.216
hyped	ಪ್ರಚಾರ ಮಾಡಿದೆ	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	ನನ್ನನ್ನು ಹಾರೈಸು	fear	0.212
tryouts	ಪ್ರಯತ್ನಗಳು	fear	0.210
clowns	ವಿದೂಷಕರು	fear	0.207
fluctuation	ಏರಿಳಿತ	fear	0.204
restless	ಪ್ರಕ್ಷುಬ್ಧ	fear	0.204
examination	ಪರೀಕ್ಷೆ	fear	0.204
intimacy	ಅನ್ಯೋನ್ಯತೆ	fear	0.203
phew	ಅಯ್ಯೋ	fear	0.203
quail	ಕ್ವಿಲ್	fear	0.203
hurry	ಹಸಿವಿನಲ್ಲಿ	fear	0.203
uphill	ಹತ್ತುವಿಕೆ	fear	0.203
mighty	ಪ್ರಬಲ	fear	0.203
birth	ಜನ್ಮ	fear	0.203
cross	ಅಡ್ಡ	fear	0.203
help	ಸಹಾಯ	fear	0.203
overcome	ಜಯಿಸಲು	fear	0.203
recesses	ಹಿಂಜರಿತಗಳು	fear	0.203
acceptances	ಸ್ವೀಕಾರಗಳು	fear	0.203
fearless	ಫಿಯರ್ಲೆಸ್	fear	0.200
ware	ಸಾಮಾನು	fear	0.198
change	ಬದಲಾವಣೆ	fear	0.198
withstand	ತಡೆದುಕೊಳ್ಳುವ	fear	0.197
asap	ಅಸಾಪ್	fear	0.191
owing	ಕಾರಣ	fear	0.188
gnome	gnome	fear	0.188
cautiously	ಎಚ್ಚರಿಕೆಯಿಂದ	fear	0.188
tract	ಪ್ರದೇಶ	fear	0.188
deadlines	ಗಡುವನ್ನು	fear	0.188
heighten	ಎತ್ತರಿಸಿ	fear	0.188
attorney	ವಕೀಲ	fear	0.188
bug	ದೋಷ	fear	0.188
knots	ಗಂಟುಗಳು	fear	0.188
fragile	ದುರ್ಬಲವಾದ	fear	0.188
rule	ನಿಯಮ	fear	0.188
advance	ಮುನ್ನಡೆ	fear	0.188
intrigue	ಒಳಸಂಚು	fear	0.188
overcoming	ಹೊರಬಂದು	fear	0.188
stillness	ಸ್ಥಿರತೆ	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	ವೀಕ್ಷಿಸು	fear	0.188
unorganised	ಅಸಂಘಟಿತ	fear	0.188
elf	ಯಕ್ಷಿಣಿ	fear	0.185
stillwaiting	NO TRANSLATION	fear	0.184
lonely	ಲೋನ್ಲಿ	fear	0.183
slippery	ಜಾರು	fear	0.181
interview	ಸಂದರ್ಶನ	fear	0.180
everyman	ಪ್ರತಿ ವ್ಯಕ್ತಿ	fear	0.178
speculation	ಊಹಾಪೋಹ	fear	0.176
needtoknow	ಅವಶ್ಯಕತೆಯಿಲ್ಲ	fear	0.173
assessment	ಮೌಲ್ಯಮಾಪನ	fear	0.172
competition	ಸ್ಪರ್ಧೆ	fear	0.172
settlor	ನೆಲಮಾಳಿಗೆ	fear	0.172
rod	ರಾಡ್	fear	0.172
checkpoint	ಚೆಕ್ಪಾಯಿಂಟ್	fear	0.172
regulatory	ನಿಯಂತ್ರಕ	fear	0.172
worship	ಪೂಜೆ	fear	0.172
shell	ಶೆಲ್	fear	0.172
readytogo	ಹೋಗಲು ಸಿದ್ಧ	fear	0.172
uncertain	ಅನಿಶ್ಚಿತ	fear	0.172
unsure	ಖಚಿತವಾಗಿಲ್ಲ	fear	0.172
birch	ಬರ್ಚ್	fear	0.172
surprise	ಆಶ್ಚರ್ಯ	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	ಚಾಫ್	fear	0.172
composure	ಹಿಡಿತ	fear	0.172
interviewer	ಸಂದರ್ಶಕ	fear	0.172
less	ಕಡಿಮೆ	fear	0.167
coy	ಕೋಯ್	fear	0.162
iris	ಐರಿಸ್	fear	0.160
audition	ಪರೀಕ್ಷೆ	fear	0.156
sly	ಮೋಸ	fear	0.156
legalized	ಕಾನೂನುಬದ್ಧಗೊಳಿಸಿದೆ	fear	0.156
intimately	ನಿಕಟವಾಗಿ	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	ಎಣಿಕೆ	fear	0.156
hearing	ಕೇಳಿ	fear	0.156
bases	ಬೇಸ್ಗಳು	fear	0.156
medication	ಔಷಧಿ	fear	0.156
ceasefire	ಕದನ ವಿರಾಮ	fear	0.156
retirement	ನಿವೃತ್ತಿ	fear	0.156
courageous	ಧೈರ್ಯ	fear	0.154
overthinker	ವಿಚಾರಮಾಡು	fear	0.153
backtrack	ಬ್ಯಾಕ್ ಟ್ರ್ಯಾಕ್	fear	0.151
dawned	ಮುಗಿದಿದೆ	fear	0.150
censor	ಸೆನ್ಸರ್	fear	0.149
bailiff	ದಂಡಾಧಿಕಾರಿ	fear	0.147
syllabus	ಪಠ್ಯಕ್ರಮ	fear	0.147
gent	ಜೆಂಟ್	fear	0.141
caricature	ವ್ಯಂಗ್ಯಚಿತ್ರ	fear	0.141
rationality	ತರ್ಕಬದ್ಧತೆ	fear	0.141
cove	ಕೋವ್	fear	0.141
newcomer	ಹೊಸಬ	fear	0.141
eventuality	ಸಂಭವನೀಯತೆ	fear	0.141
imagination	ಕಲ್ಪನೆ	fear	0.141
validity	ಸಿಂಧುತ್ವ	fear	0.141
waiting	ಕಾಯುತ್ತಿದೆ	fear	0.141
delay	ವಿಳಂಬ	fear	0.141
shy	ನಾಚಿಕೆ	fear	0.140
alreadyyyyy	ಈಗಾಗಲೇ ಹೇಳುವುದಾಗಿದೆ	fear	0.140
symptom	ರೋಗಲಕ್ಷಣ	fear	0.133
excite	ಪ್ರಚೋದಿಸು	fear	0.132
raccoon	ರಕೂನ್	fear	0.127
prevent	ತಡೆಯಿರಿ	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	ಹಾಸ್ಯಗಾರ	fear	0.125
ahhh	ಅಹಹ್	fear	0.125
hawk	ಗಿಡುಗ	fear	0.125
campaigning	ಪ್ರಚಾರ	fear	0.125
soready	ಸೊರೆಡಿ	fear	0.125
tryout	ಪ್ರಯತ್ನ ಮಾಡು	fear	0.125
marry	ಮದುವೆಯಾಗಲು	fear	0.125
sprite	ಸ್ಪ್ರೈಟ್	fear	0.125
swim	ಈಜು	fear	0.125
gameday	gameday	fear	0.125
sag	ಸಗ್	fear	0.123
pharmacy	ಫಾರ್ಮಸಿ	fear	0.123
policeman	ಪೊಲೀಸ್	fear	0.121
lace	ಕಸೂತಿ	fear	0.111
dreamt	ಕನಸು	fear	0.111
holiness	ಪವಿತ್ರತೆ	fear	0.109
pray	ಪ್ರಾರ್ಥನೆ	fear	0.109
weight	ತೂಕ	fear	0.109
incase	ಒಂದು ವೇಳೆ	fear	0.109
knot	ಗಂಟು	fear	0.109
confidence	ವಿಶ್ವಾಸ	fear	0.109
notoriety	ಕುಖ್ಯಾತಿ	fear	0.109
homework	ಮನೆಕೆಲಸ	fear	0.109
destination	ಗಮ್ಯಸ್ಥಾನ	fear	0.109
bigday	ದೊಡ್ಡ ದಿನ	fear	0.109
slender	ತೆಳ್ಳಗಿನ	fear	0.100
undecided	ತೀರ್ಮಾನವಾಗಿಲ್ಲ	fear	0.098
sympathetic	ಸಹಾನುಭೂತಿ	fear	0.097
god	ದೇವರು	fear	0.094
grades	ಶ್ರೇಣಿಗಳನ್ನು	fear	0.094
loyal	ನಿಷ್ಠಾವಂತ	fear	0.094
poise	ಸಮತೋಲನ	fear	0.094
treat	ಚಿಕಿತ್ಸೆ	fear	0.094
confident	ವಿಶ್ವಾಸ	fear	0.094
counsellor	ಸಲಹೆಗಾರ	fear	0.094
helmet	ಹೆಲ್ಮೆಟ್	fear	0.094
case	ಕೇಸ್	fear	0.094
locate	ಪತ್ತೆ ಮಾಡಿ	fear	0.094
northeast	ಈಶಾನ್ಯ	fear	0.088
compassion	ಸಹಾನುಭೂತಿ	fear	0.078
nurture	ಆರೈಕೆ	fear	0.078
graduation	ಪದವಿ	fear	0.078
graded	ಶ್ರೇಣೀಕರಿಸಲಾಗಿದೆ	fear	0.075
mum	ಮಮ್	fear	0.070
infant	ಶಿಶು	fear	0.067
civilians	ನಾಗರಿಕರು	fear	0.062
soulmate	ಆತ್ಮಹತ್ಯೆ	fear	0.062
civilian	ನಾಗರಿಕ	fear	0.062
cloudiness	ಮೋಡ	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	ಮೆರವಣಿಗೆ	fear	0.062
cash	ನಗದು	fear	0.062
journey	ಪ್ರಯಾಣ	fear	0.062
guidelines	ಮಾರ್ಗದರ್ಶನಗಳು	fear	0.062
youth	ಯುವ ಜನ	fear	0.062
opera	ಒಪೆರಾ	fear	0.057
synonymous	ಸಮಾನಾರ್ಥಕ	fear	0.056
praying	ಪ್ರಾರ್ಥನೆ	fear	0.047
honest	ಪ್ರಾಮಾಣಿಕ	fear	0.047
intelligence	ಗುಪ್ತಚರ	fear	0.038
romance	ಪ್ರಣಯ	fear	0.031
lines	ಸಾಲುಗಳು	fear	0.031
volunteer	ಸ್ವಯಂಸೇವಕ	fear	0.031
obey	ಪಾಲಿಸಬೇಕೆಂದು	fear	0.016
happiest	ಸಂತೋಷದ	joy	0.986
happiness	ಸಂತೋಷ	joy	0.984
bliss	ಆನಂದ	joy	0.971
celebrating	ಆಚರಿಸುವುದು	joy	0.970
jubilant	ಸಂತೋಷದಾಯಕ	joy	0.969
ecstatic	ಭಾವಪರವಶ	joy	0.954
elation	ಉತ್ಸಾಹ	joy	0.944
bestdayever	ಅತ್ಯುತ್ತಮ ದಿನ	joy	0.938
beaming	ಪ್ರಕಾಶಿಸುವ	joy	0.938
loveee	ಪ್ರೇಮಿ	joy	0.932
celebration	ಆಚರಣೆ	joy	0.929
awesomeness	ಆಕರ್ಷಣೆಗಳು	joy	0.926
joy	ಸಂತೋಷ	joy	0.924
happily	ಸಂತೋಷದಿಂದ	joy	0.922
excitement	ಉತ್ಸಾಹ	joy	0.922
euphoria	ಸುಖಭೋಗ	joy	0.922
fabulous	ಅದ್ಭುತ	joy	0.922
joyous	ಆಹ್ಲಾದಕರ	joy	0.922
exuberance	ಉತ್ಕೃಷ್ಟತೆ	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	ಪ್ರೀತಿ	joy	0.920
gratitude	ಕೃತಜ್ಞತೆ	joy	0.914
spectacular	ಅದ್ಭುತ	joy	0.912
merriment	ಸಂತೋಷ	joy	0.912
happydance	ಸಂತೋಷದ	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	ಅತ್ಯಾನಂದ	joy	0.909
triumphant	ವಿಜಯೋತ್ಸವ	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	ಭಾವಪರವಶತೆ	joy	0.906
cheerful	ಹರ್ಷಚಿತ್ತದಿಂದ	joy	0.906
cheer	ಹುರಿದುಂಬಿಸು	joy	0.897
elated	ಉತ್ಸಾಹದಿಂದ	joy	0.894
lovethis	ಪ್ರೀತಿಪಾತ್ರ	joy	0.891
laugh	ನಗು	joy	0.891
jolly	ಜಾಲಿ	joy	0.891
pleasures	ಸಂತೋಷಗಳು	joy	0.891
excitation	ಉದ್ರೇಕ	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	ಸಂತೋಷ	joy	0.891
exhilaration	ಉಲ್ಲಾಸ	joy	0.891
marvelously	ಆಶ್ಚರ್ಯಕರವಾಗಿ	joy	0.881
loving	ಪ್ರೀತಿಯಿಂದ	joy	0.879
joyful	ಸಂತೋಷದಾಯಕ	joy	0.879
outstanding	ಅತ್ಯುತ್ತಮ	joy	0.879
blissful	ಆನಂದದಾಯಕ	joy	0.879
pleasurable	ಸಂತೋಷಕರ	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	ಉತ್ಸಾಹ	joy	0.875
lovinglife	ಪ್ರೀತಿಯ ಜೀವನ	joy	0.875
glee	ಚಾರಣ	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	ಬಹಳ ಖುಷಿ	joy	0.868
woohoo	ವೂಹೂ	joy	0.864
laughing	ನಗುವುದು	joy	0.864
superb	ಭವ್ಯವಾದ	joy	0.864
wonderful	ಅದ್ಭುತ	joy	0.863
brilliant	ಅದ್ಭುತ	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	ಹರ್ಷೋದ್ಗಾರ	joy	0.859
hooray	ಹುರ್ರೇ	joy	0.859
glory	ವೈಭವ	joy	0.859
celebrated	ಆಚರಿಸಲಾಗುತ್ತದೆ	joy	0.859
loved	ಇಷ್ಟವಾಯಿತು	joy	0.859
magnificent	ಭವ್ಯವಾದ	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	ಹಲ್ಲೆಲುಜಾ	joy	0.859
exciting	ಅತ್ಯಾಕರ್ಷಕ	joy	0.853
heavenly	ಸ್ವರ್ಗೀಯ	joy	0.853
thrilled	ಥ್ರಿಲ್ಡ್	joy	0.851
mademyday	ನನ್ನ ದಿನ ಸಂಪೂರ್ಣವಾಯ್ತು	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	ಆಚರಿಸು	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	ಆಶೀರ್ವಾದ	joy	0.844
wonderfully	ಅತ್ಯದ್ಭುತವಾಗಿ	joy	0.844
sweetness	ಸಿಹಿತಿಂಡಿ	joy	0.833
marvellous	ಅದ್ಭುತ	joy	0.833
festive	ಹಬ್ಬದ	joy	0.833
blessed	ಆಶೀರ್ವಾದ	joy	0.833
paradise	ಸ್ವರ್ಗ	joy	0.833
celebrations	ಆಚರಣೆಗಳು	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	ನಗುತ್ತಿರುವ	joy	0.828
enchanting	ಮೋಡಿಮಾಡುವ	joy	0.828
love	ಪ್ರೀತಿ	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	ನಮ್ಮ ಚೊಕ್ಕ ಮನೆ	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	ನಗು	joy	0.824
marvelous	ಅದ್ಭುತ	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	ಸಂಭ್ರಮಾಚರಣೆ	joy	0.818
sensational	ಸಂವೇದನೆಯ	joy	0.818
delightful	ಸಂತೋಷಕರ	joy	0.818
happyheart	ಸಂತೋಷದ	joy	0.818
rejoicing	ಸಂತೋಷ	joy	0.818
joys	ಸಂತೋಷ	joy	0.818
goodness	ಒಳ್ಳೆಯತನ	joy	0.818
excited	ಹರ್ಷ	joy	0.818
excellence	ಶ್ರೇಷ್ಠತೆ	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	ಸಂತೋಷದ	joy	0.814
glorious	ಖ್ಯಾತಿವೆತ್ತ	joy	0.812
lovemaking	ಪ್ರೀತಿಮಾಡುವಿಕೆ	joy	0.812
rejoice	ಹಿಗ್ಗು	joy	0.812
victorious	ವಿಜಯಶಾಲಿ	joy	0.812
excellent	ಅತ್ಯುತ್ತಮ	joy	0.812
bonanza	ಕೊಡುಗೆಯೇ	joy	0.812
smiley	ನಗು	joy	0.812
enjoy	ಆನಂದಿಸಿ	joy	0.812
splendid	ಭವ್ಯವಾದ	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	ಮಧುರ ಕ್ಷಣಗಳು	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	ಸಂತೋಷದ ದಿನ	joy	0.809
myfavorite	ನನ್ನ ಅಚ್ಚುಮೆಚ್ಚಿನ	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	ಸಂತೋಷ	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	ಸಂತೋಷ	joy	0.803
giggle	ಮುಸುಮುಸು	joy	0.802
yesss	ಯೆಸ್ಸ್	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	ಯಶಸ್ಸು	joy	0.797
happier	ಸಂತೋಷದಿಂದ	joy	0.797
dancing	ನೃತ್ಯ	joy	0.797
lovinlife	ಲವ್ಲಿಲೈಫ್	joy	0.797
magnificence	ಭವ್ಯತೆ	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	ಕೃತಜ್ಞರಾಗಿರಬೇಕು	joy	0.789
splendor	ವೈಭವ	joy	0.788
amuse	ವಿನೋದಪಡಿಸು	joy	0.788
fun	ಮೋಜಿನ	joy	0.788
happy	ಸಂತೋಷ	joy	0.788
enchanted	ಮಂತ್ರಿಸಿದ	joy	0.781
glorify	ವೈಭವೀಕರಿಸು	joy	0.781
glad	ಸಂತೋಷ	joy	0.781
beautiful	ಸುಂದರ	joy	0.781
solucky	ಸೌಕರ್ಯ	joy	0.781
giggling	ಗಿಗ್ಲಿಂಗ್	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	ವಿಕಿರಣ	joy	0.781
heavens	ಸ್ವರ್ಗ	joy	0.779
perfection	ಪರಿಪೂರ್ಣತೆ	joy	0.779
christmassy	ಕ್ರಿಸ್ ಮಸ್ಸಿ	joy	0.779
romance	ಪ್ರಣಯ	joy	0.779
thrilling	ರೋಮಾಂಚಕ	joy	0.776
miraculous	ಪವಾಡ	joy	0.773
fiesta	ಉತ್ಸವ	joy	0.773
entertain	ಮನರಂಜನೆ	joy	0.773
congrats	ಅಭಿನಂದನೆಗಳು	joy	0.773
cheers	ಚೀರ್ಸ್	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	ಸಕಾರಾತ್ಮಕತೆ	joy	0.773
lovable	ಪ್ರೀತಿಪಾತ್ರ	joy	0.773
cheered	ಹರ್ಷೋದ್ಗಾರ	joy	0.773
funday	ಮೋಜಿನ ದಿನ	joy	0.772
enjoying	ಆನಂದಿಸುತ್ತಿದೆ	joy	0.771
cuddling	ಸಿಡ್ಲಿಂಗ್	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	ವಿನೋದಪಡಿಸಲಾಗಿದೆ	joy	0.766
lifeisgood	ಜೀವನ ಒಳ್ಳೆಯದಿದೆ	joy	0.766
thebest	ದಿ ಬೆಸ್ಟ್	joy	0.766
sosweet	ಸೋಸ್ವೀಟ್	joy	0.766
smiles	ಸ್ಮೈಲ್ಸ್	joy	0.766
delight	ಸಂತೋಷ	joy	0.765
orgasm	ಪರಾಕಾಷ್ಠೆ	joy	0.765
party	ಪಕ್ಷ	joy	0.765
positive	ಧನಾತ್ಮಕ	joy	0.761
cheerfulness	ಹರ್ಷಚಿತ್ತತೆ	joy	0.758
miracles	ಪವಾಡಗಳು	joy	0.758
sweetheart	ಪ್ರಿಯತಮೆಯ	joy	0.758
enlighten	ಜ್ಞಾನೋದಯ	joy	0.758
christmastime	ಕ್ರಿಸ್ತನ ಸಮಯ	joy	0.757
giddy	ತಲೆ ಸುತ್ತುವ	joy	0.757
romantic	ಪ್ರಣಯ	joy	0.750
gratify	ತೃಪ್ತಿಪಡಿಸು	joy	0.750
friendliness	ಸ್ನೇಹಪರತೆ	joy	0.750
laughs	ನಗು	joy	0.750
greatness	ಶ್ರೇಷ್ಠತೆ	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	ಆಹ್ಲಾದಕರ	joy	0.750
blessings	ಆಶೀರ್ವಾದ	joy	0.750
smile	ಸ್ಮೈಲ್	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	ಉಲ್ಲಾಸ	joy	0.748
jubilee	ಮಹೋತ್ಸವ	joy	0.742
enthusiasm	ಉತ್ಸಾಹ	joy	0.742
triumph	ಗೆಲುವು	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	ಮಾಂತ್ರಿಕ	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	ಪವಾಡ	joy	0.742
rewarding	ಪುರಸ್ಕಾರ	joy	0.742
feelgood	ಉತ್ತಮ ಅಭಿಪ್ರಾಯ	joy	0.736
prosperity	ಸಮೃದ್ಧಿ	joy	0.735
