word	Hungarian-hu	emotion	emotion-intensity-score
soready	soready	fear	0.125
tryout	kipróbál	fear	0.125
marry	feleségül vesz	fear	0.125
sprite	kobold	fear	0.125
swim	úszás	fear	0.125
gameday	játéknap	fear	0.125
sag	megereszkedik	fear	0.123
pharmacy	gyógyszertár	fear	0.123
policeman	rendőr	fear	0.121
lace	csipke	fear	0.111
dreamt	álmodott	fear	0.111
holiness	szentség	fear	0.109
pray	imádkozik	fear	0.109
weight	súly	fear	0.109
incase	abban az esetben	fear	0.109
knot	csomó	fear	0.109
confidence	bizalom	fear	0.109
notoriety	hírhedtség	fear	0.109
homework	házi feladat	fear	0.109
destination	rendeltetési hely	fear	0.109
bigday	nagy nap	fear	0.109
slender	karcsú	fear	0.100
undecided	eldöntetlen	fear	0.098
sympathetic	rokonszenvező	fear	0.097
god	Isten	fear	0.094
grades	fokozat	fear	0.094
loyal	hűséges	fear	0.094
poise	egyensúly	fear	0.094
treat	csemege	fear	0.094
confident	magabiztos	fear	0.094
counsellor	tanácsadó	fear	0.094
helmet	sisak	fear	0.094
case	ügy	fear	0.094
locate	elhelyez	fear	0.094
northeast	északkeleti	fear	0.088
compassion	együttérzés	fear	0.078
nurture	táplálkozás	fear	0.078
graduation	fokozatokra osztás	fear	0.078
graded	osztályozott	fear	0.075
mum	mama	fear	0.070
infant	csecsemő	fear	0.067
civilians	civilek	fear	0.062
soulmate	lélektársi	fear	0.062
civilian	polgári	fear	0.062
cloudiness	zavarosság	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	felvonulás	fear	0.062
cash	készpénz	fear	0.062
journey	utazás	fear	0.062
guidelines	iránymutatások	fear	0.062
youth	ifjúság	fear	0.062
opera	opera	fear	0.057
synonymous	szinonim	fear	0.056
praying	imádkozás	fear	0.047
honest	becsületes	fear	0.047
intelligence	intelligencia	fear	0.038
romance	románc	fear	0.031
lines	vonalak	fear	0.031
volunteer	önkéntes	fear	0.031
obey	engedelmeskedik	fear	0.016
happiest	legboldogabb	joy	0.986
happiness	boldogság	joy	0.984
bliss	boldogság	joy	0.971
celebrating	ünneplő	joy	0.970
jubilant	ujjongó	joy	0.969
ecstatic	elragadtatott	joy	0.954
elation	euphoria	joy	0.944
bestdayever	bestdayever	joy	0.938
beaming	sugárzó	joy	0.938
loveee	loveee	joy	0.932
celebration	ünneplés	joy	0.929
awesomeness	awesomeness	joy	0.926
joy	öröm	joy	0.924
happily	boldogan	joy	0.922
excitement	izgalom	joy	0.922
euphoria	eufória	joy	0.922
fabulous	mesés	joy	0.922
joyous	vidám	joy	0.922
exuberance	gazdagság	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	lovee	joy	0.920
gratitude	hála	joy	0.914
spectacular	látványos	joy	0.912
merriment	vidámság	joy	0.912
happydance	happydance	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	elragadtatott	joy	0.909
triumphant	diadalmas	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	eksztázis	joy	0.906
cheerful	vidám	joy	0.906
cheer	éljenzés	joy	0.897
elated	felajzott	joy	0.894
lovethis	szeretem	joy	0.891
laugh	nevetés	joy	0.891
jolly	vidám	joy	0.891
pleasures	örömök	joy	0.891
excitation	ingerlés	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	elragadtatva	joy	0.891
exhilaration	jókedv	joy	0.891
marvelously	csodálatosan	joy	0.881
loving	szerető	joy	0.879
joyful	vidám	joy	0.879
outstanding	kiemelkedő	joy	0.879
blissful	boldog	joy	0.879
pleasurable	kellemes	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	lelkes	joy	0.875
lovinglife	lovinglife	joy	0.875
glee	vidámság	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	boldog	joy	0.868
woohoo	Ju Hú	joy	0.864
laughing	nevetés	joy	0.864
superb	nagyszerű	joy	0.864
wonderful	csodálatos	joy	0.863
brilliant	ragyogó	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	éljenzés	joy	0.859
hooray	Hurrá	joy	0.859
glory	dicsőség	joy	0.859
celebrated	ünnepelt	joy	0.859
loved	szeretett	joy	0.859
magnificent	Káprázatos	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	Alleluja	joy	0.859
exciting	izgalmas	joy	0.853
heavenly	mennyei	joy	0.853
thrilled	izgalommal	joy	0.851
mademyday	feldobta a napomat	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	ünnepel	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	áldás	joy	0.844
wonderfully	csodálatosan	joy	0.844
sweetness	édesség	joy	0.833
marvellous	csodálatos	joy	0.833
festive	ünnepies	joy	0.833
blessed	áldott	joy	0.833
paradise	paradicsom	joy	0.833
celebrations	ünnepségek	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	mosolygás	joy	0.828
enchanting	varázslatos	joy	0.828
love	szerelem	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	otthon, édes otthon	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	nevetés	joy	0.824
marvelous	csodálatos	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	ünnepi	joy	0.818
sensational	szenzációs	joy	0.818
delightful	bűbájos	joy	0.818
happyheart	happyheart	joy	0.818
rejoicing	öröm	joy	0.818
joys	örömök	joy	0.818
goodness	jóság	joy	0.818
excited	izgatott	joy	0.818
excellence	kiválóság	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	kedélyes	joy	0.814
glorious	dicső	joy	0.812
lovemaking	Szerelmeskedés	joy	0.812
rejoice	örüljetek	joy	0.812
victorious	győztes	joy	0.812
excellent	kiváló	joy	0.812
bonanza	váratlan szerencse	joy	0.812
smiley	smiley	joy	0.812
enjoy	élvez	joy	0.812
splendid	pompás	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	szép idők	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	boldog nap	joy	0.809
myfavorite	a kedvencem	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	öröm	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	öröm	joy	0.803
giggle	kuncogás	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	siker	joy	0.797
happier	boldogabb	joy	0.797
dancing	tánc	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	pompa	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	hálás	joy	0.789
splendor	ragyogás	joy	0.788
amuse	szórakoztat	joy	0.788
fun	móka	joy	0.788
happy	boldog	joy	0.788
enchanted	bűbájos	joy	0.781
glorify	dicsőít	joy	0.781
glad	boldog	joy	0.781
beautiful	szép	joy	0.781
solucky	mázlista	joy	0.781
giggling	giggling	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	sugárzó	joy	0.781
heavens	egek	joy	0.779
perfection	tökéletesség	joy	0.779
christmassy	karácsonyi	joy	0.779
romance	románc	joy	0.779
thrilling	izgató	joy	0.776
miraculous	csodálatos	joy	0.773
fiesta	templombúcsú	joy	0.773
entertain	szórakoztat	joy	0.773
congrats	gratula	joy	0.773
cheers	Egészségére	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	pozitivitás	joy	0.773
lovable	kedves	joy	0.773
cheered	éljeneztek	joy	0.773
funday	vidám nap	joy	0.772
enjoying	élvezi	joy	0.771
cuddling	dédelgetéssel	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	vidám	joy	0.766
lifeisgood	az élet jó	joy	0.766
thebest	a legjobb	joy	0.766
sosweet	de édes	joy	0.766
smiles	mosolyog	joy	0.766
delight	élvezet	joy	0.765
orgasm	orgazmus	joy	0.765
party	party	joy	0.765
positive	pozitív	joy	0.761
cheerfulness	vidámság	joy	0.758
miracles	csodák	joy	0.758
sweetheart	Édesem	joy	0.758
enlighten	felvilágosít	joy	0.758
christmastime	karácsony	joy	0.757
giddy	szeleburdi	joy	0.757
romantic	romantikus	joy	0.750
gratify	kielégít	joy	0.750
friendliness	barát	joy	0.750
laughs	nevet	joy	0.750
greatness	nagyság	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	kellemes	joy	0.750
blessings	áldások	joy	0.750
smile	mosoly	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	vidámság	joy	0.748
jubilee	jubileum	joy	0.742
enthusiasm	lelkesedés	joy	0.742
triumph	diadal	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	mágikus	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	csoda	joy	0.742
rewarding	jutalmazó	joy	0.742
feelgood	jó érzés	joy	0.736
prosperity	jólét	joy	0.735
luxurious	fényűző	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	élénk	joy	0.734
goodday	jó nap	joy	0.734
passionate	szenvedélyes	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	megbabonáz	joy	0.734
victory	győzelem	joy	0.734
admiration	csodálat	joy	0.734
tgif	TGIF	joy	0.734
glorification	dicsőítés	joy	0.733
sing	énekel	joy	0.729
glowing	fénylő	joy	0.729
breathtaking	lélegzetelállító	joy	0.728
fulfillment	teljesítés	joy	0.728
yessss	yessss	joy	0.728
cheery	derűs	joy	0.727
thankful	hálás	joy	0.727
hurrah	Hurrá	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	Télapó	joy	0.727
award	díj	joy	0.727
atpeace	békében	joy	0.727
win	győzelem	joy	0.727
merry	vidám	joy	0.727
pleased	elégedett	joy	0.725
radiance	ragyogás	joy	0.725
inspiration	ihlet	joy	0.725
uplift	felemel	joy	0.723
optimistic	optimista	joy	0.723
heaven	menny	joy	0.721
lucky	szerencsés	joy	0.721
thrill	izgalom	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	ünnepek	joy	0.721
harmony	harmónia	joy	0.719
brighten	felderít	joy	0.719
lover	szerető	joy	0.719
heartfelt	őszinte	joy	0.719
utopian	utópisztikus	joy	0.719
xmas	karácsony	joy	0.719
lovely	bájos	joy	0.719
amusement	szórakoztatás	joy	0.719
congratulatory	gratuláló	joy	0.719
praising	dicséret	joy	0.719
thriving	virágzó	joy	0.719
perfect	tökéletes	joy	0.719
magic	varázslat	joy	0.712
luckiest	legszerencsésebb	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	luxus	joy	0.712
bestfeeling	bestfeeling	joy	0.712
treasures	kincsek	joy	0.712
achievement	teljesítmény	joy	0.712
yay	Hurrá	joy	0.712
holiday	ünnep	joy	0.712
intimate	meghitt	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	kuncogás	joy	0.706
rave	félrebeszél	joy	0.706
proud	büszke	joy	0.704
truelove	igaz szerelem	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	bámulatosan	joy	0.703
goodnews	jó hírek	joy	0.703
optimism	optimizmus	joy	0.703
satisfying	kielégítő	joy	0.703
gooood	gooood	joy	0.703
sweetest	legédesebb	joy	0.703
cherish	dédelget	joy	0.703
goodlife	jó élet	joy	0.703
beautification	szépítés	joy	0.703
appreciates	értékeli	joy	0.703
winning	nyerő	joy	0.703
cuddled	cuddled	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	szórakoztat	joy	0.700
excite	izgat	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	születésnap	joy	0.691
metime	metime	joy	0.688
favorite	kedvenc	joy	0.688
honored	megbecsült	joy	0.688
content	tartalom	joy	0.688
godsend	szerencsés véletlen	joy	0.688
entertaining	szórakoztató	joy	0.688
angelic	angyali	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	imádat	joy	0.688
exquisite	tökéletes	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	értékes	joy	0.682
majestic	fenséges	joy	0.682
appreciated	értékelt, megbecsült	joy	0.682
luscious	zamatos	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	Mosolygott	joy	0.682
bestfriends	legjobb barátok	joy	0.682
exaltation	túlfűtöttség	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	ragyogást	joy	0.682
tranquility	nyugalom	joy	0.679
marry	feleségül vesz	joy	0.676
embrace	ölelés	joy	0.676
positively	pozitívan	joy	0.676
dearest	legkedvesebb	joy	0.672
relaxation	kikapcsolódás	joy	0.672
accomplished	tökéletes	joy	0.672
hug	átkarolás	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	szülinap	joy	0.672
grin	vigyorog	joy	0.672
enliven	lelkesít	joy	0.672
contentment	megelégedés	joy	0.672
hilarious	vicces	joy	0.672
giggles	giggles	joy	0.672
bountiful	bőséges	joy	0.667
victor	győztes	joy	0.667
adore	rajong	joy	0.667
boisterous	féktelen	joy	0.667
fulfilled	teljesülnek	joy	0.667
fulfill	eleget tesz	joy	0.664
cuddles	cuddles	joy	0.662
prosperous	virágzó	joy	0.660
romanticism	romantika	joy	0.656
humor	humor	joy	0.656
glow	világít	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	kellemes	joy	0.656
appreciation	felértékelődés	joy	0.656
encouraged	ösztönözte	joy	0.656
satisfy	teljesít	joy	0.656
serenity	higgadtság	joy	0.656
captivate	meghódít	joy	0.656
besties	A legjobb barátok	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	megelégedettség	joy	0.652
treasure	kincs	joy	0.652
engaged	elkötelezett	joy	0.652
praises	dicséri	joy	0.652
abundance	bőség	joy	0.652
fortunes	vagyonokat	joy	0.652
relaxing	pihentető	joy	0.652
praised	dicsérte	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	kiegészítés	joy	0.647
affection	szeretet	joy	0.647
relieved	megkönnyebbült	joy	0.647
carnival	karnevál	joy	0.643
divine	isteni	joy	0.641
saintly	szent	joy	0.641
harmoniously	harmonikusan	joy	0.641
achieve	elér	joy	0.641
thanksgiving	hálaadás	joy	0.641
jackpot	főnyeremény	joy	0.641
priceless	megfizethetetlen	joy	0.641
sensuality	érzékiség	joy	0.641
champion	bajnok	joy	0.641
wedding	esküvő	joy	0.641
uplifting	felemelő	joy	0.641
climax	tetőpont	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	Békés	joy	0.636
twinkle	csillogás	joy	0.636
reverie	álmodozás	joy	0.636
exalt	felemel	joy	0.636
winner	győztes	joy	0.636
felicity	boldogság	joy	0.636
cuddle	ölelkezés	joy	0.636
comforting	megnyugtató	joy	0.636
honeymoon	nászút	joy	0.636
xoxo	puszi	joy	0.634
amusing	szórakoztató	joy	0.625
reward	jutalom	joy	0.625
fondness	szeretet	joy	0.625
hearts	szívek	joy	0.625
brighter	fényesebb	joy	0.625
sweet	édes	joy	0.625
stargazing	Stargazing	joy	0.625
festival	fesztivál	joy	0.625
snuggling	snuggling	joy	0.625
generosity	nagylelkűség	joy	0.625
gorgeous	gyönyörű	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	szex	joy	0.622
parade	felvonulás	joy	0.621
applause	taps	joy	0.621
genial	derűs	joy	0.621
beauty	szépség	joy	0.621
kind	kedves	joy	0.621
newlife	új élet	joy	0.618
aspiring	Feltörekvő	joy	0.618
fulfilling	teljesítése	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	erényes	joy	0.613
kiss	csók	joy	0.610
winnings	nyeremény	joy	0.609
praiseworthy	dicséretre méltó	joy	0.609
rainbows	szivárványok	joy	0.609
generous	nagylelkű	joy	0.609
enlightenment	felvilágosodás	joy	0.609
playful	játékos	joy	0.609
christmas	Karácsony	joy	0.609
super	szuper	joy	0.609
elegance	elegancia	joy	0.609
rekindle	feléleszteni	joy	0.609
awards	díjak	joy	0.609
adorable	imádni való	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	függetlenség	joy	0.607
successful	sikeres	joy	0.606
onelove	egy szerelem	joy	0.606
kindness	kedvesség	joy	0.606
freely	önként	joy	0.606
surprises	meglepetés	joy	0.606
inspired	ihletett	joy	0.606
hilarity	vidámság	joy	0.606
wonder	csoda	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	szórakozás	joy	0.603
whimsical	szeszélyes	joy	0.603
passion	szenvedély	joy	0.603
beautify	szépít	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	Napkelte	joy	0.600
godisgood	Isten jó	joy	0.597
whoo	Húúú	joy	0.594
angel	angyal	joy	0.594
thankgod	Hála Istennek	joy	0.594
accomplishment	teljesítmény	joy	0.594
flirt	flört	joy	0.594
goodmusic	jó zene	joy	0.594
snuggled	snuggled	joy	0.594
revere	tisztel	joy	0.594
inspire	inspirál	joy	0.594
fanfare	harsonaszó	joy	0.594
peacefully	békésen	joy	0.594
jesus	Jézus	joy	0.594
goodies	nyalánkság	joy	0.594
heroic	hősies	joy	0.591
fortune	szerencse	joy	0.591
friendship	barátság	joy	0.591
singing	éneklés	joy	0.591
exalted	emelkedett	joy	0.591
summer	nyár	joy	0.591
highest	legmagasabb	joy	0.591
overflowing	túláradó	joy	0.588
contented	elégedett	joy	0.588
woot	woot	joy	0.588
rollicking	vidám	joy	0.588
hope	remény	joy	0.586
accolade	elismerés	joy	0.586
cozy	kényelmes	joy	0.583
delicious	finom	joy	0.579
friendly	barátságos	joy	0.578
sensuous	érzéki	joy	0.578
darling	Drágám	joy	0.578
picturesque	festői	joy	0.578
raving	dühöngő	joy	0.578
praise	dicséret	joy	0.578
everlasting	örökkévaló	joy	0.578
ambition	nagyravágyás	joy	0.578
thelife	Az élet	joy	0.578
sparkle	szikra	joy	0.577
yeahhh	Yeahhh	joy	0.576
luckygirl	szerencsés lány	joy	0.576
flattering	hízelgő	joy	0.576
sensual	érzéki	joy	0.576
heroism	hősiesség	joy	0.576
succeeding	következő	joy	0.576
grace	kegyelem	joy	0.576
peace	béke	joy	0.576
livelife	Éld az életet	joy	0.574
special	különleges	joy	0.574
tantalizing	kínzó	joy	0.572
pumped	pumpált	joy	0.567
worthwhile	érdemes	joy	0.562
revels	ím	joy	0.562
prevail	érvényesül	joy	0.562
liking	szeretet	joy	0.562
sunny	napos	joy	0.562
relax	kipiheni magát	joy	0.562
surprise	meglepetés	joy	0.562
hugs	ölelések	joy	0.562
admirable	csodálatra méltó	joy	0.562
hero	hős	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	tréfás	joy	0.562
sweets	édesség	joy	0.562
prosper	boldogulni	joy	0.562
superstar	szupersztár	joy	0.562
favorable	kedvező	joy	0.561
bless	áldja	joy	0.561
tenderness	érzékenység	joy	0.561
freedom	szabadság	joy	0.561
masterpiece	mestermű	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	álmok	joy	0.559
hopeful	bizakodó	joy	0.559
home	itthon	joy	0.559
cruising	utazó	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	hűség	joy	0.553
closeness	közelség	joy	0.552
eagerness	vágy	joy	0.552
comfy	kellemes	joy	0.551
sunshine	napfény	joy	0.551
confidence	bizalom	joy	0.547
mistletoe	fagyöngy	joy	0.547
elite	elit	joy	0.547
celestial	égi	joy	0.547
heart	szív	joy	0.547
completion	befejezés	joy	0.547
good	jó	joy	0.547
daughter	lánya	joy	0.547
gifts	ajándék	joy	0.547
astonishment	csodálkozás	joy	0.547
bonus	pótlék	joy	0.547
goodmorning	jó reggelt	joy	0.547
lifted	felemelte	joy	0.547
zeal	buzgóság	joy	0.547
illuminate	megvilágít	joy	0.547
gift	ajándék	joy	0.547
vacation	vakáció	joy	0.547
charmed	elbűvölte	joy	0.546
recreation	pihenés	joy	0.545
encouragement	bátorítás	joy	0.545
gush	áradat	joy	0.545
sublime	fenséges	joy	0.545
dance	tánc	joy	0.545
god	Isten	joy	0.545
free	ingyenes	joy	0.544
freshstart	újrakezdés	joy	0.544
savior	megmentő	joy	0.543
sanctuary	szentély	joy	0.541
grandchildren	unokák	joy	0.540
wellness	wellness	joy	0.537
revel	mulatság	joy	0.534
inspirational	inspiráló	joy	0.531
savor	ízesít	joy	0.531
matrimony	házasság	joy	0.531
money	pénz	joy	0.531
rainbow	szivárvány	joy	0.531
confident	magabiztos	joy	0.531
bridal	lakodalmi	joy	0.531
music	zene	joy	0.531
fab	fab	joy	0.531
serene	derűs	joy	0.531
alive	élő	joy	0.531
holiness	szentség	joy	0.531
vitality	életerő	joy	0.531
liberation	felszabadulás	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	enyhítő	joy	0.531
soar	felszáll	joy	0.531
firstborn	elsőszülött	joy	0.531
elegant	elegáns	joy	0.530
mastery	uralom	joy	0.530
illumination	megvilágítás	joy	0.530
welcomed	üdvözölte	joy	0.530
warmth	melegség	joy	0.530
blossom	kivirul	joy	0.530
glimmer	pislákol	joy	0.530
faithful	hűséges	joy	0.529
treat	csemege	joy	0.529
snuggles	snuggles	joy	0.522
laurels	babérok	joy	0.521
commendable	dicséretes	joy	0.519
powerful	erős	joy	0.516
silly	bolondos	joy	0.516
zest	lelkesedés	joy	0.516
presents	bemutatja	joy	0.516
succeed	sikerül	joy	0.516
jingle	csilingel	joy	0.516
remarkable	figyelemre méltó	joy	0.516
greeted	köszöntötte	joy	0.516
brotherly	testvéri	joy	0.516
pride	büszkeség	joy	0.516
strengthening	erősítő	joy	0.516
aspire	törekszik	joy	0.516
abundant	bőséges	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	fénylő	joy	0.516
almighty	mindenható	joy	0.516
fancy	díszes	joy	0.516
zen	zen	joy	0.515
coronation	koronázás	joy	0.515
kudos	dicsőség	joy	0.515
vivid	élénk	joy	0.515
leisure	szabadidő	joy	0.515
complete	teljes	joy	0.515
cutie	szivi	joy	0.515
newme	NewME	joy	0.515
familytime	familytime	joy	0.515
animated	élénk	joy	0.515
spirit	szellem	joy	0.515
thanking	megköszönve	joy	0.515
kid	kölyök	joy	0.515
shining	csillogó	joy	0.515
payday	fizetésnap	joy	0.515
princely	fejedelmi	joy	0.515
