word	Corsican-co	emotion	emotion-intensity-score
exciting	passiunanti	joy	0.853
heavenly	paradisu	joy	0.853
thrilled	felice	joy	0.851
mademyday	mademyday	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	celebrà	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	benedizzione	joy	0.844
wonderfully	maravigliu	joy	0.844
sweetness	dolcezza	joy	0.833
marvellous	meravigliosa	joy	0.833
festive	festive	joy	0.833
blessed	benedettu	joy	0.833
paradise	paradisu	joy	0.833
celebrations	celebrazione	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	surrisu	joy	0.828
enchanting	incantevule	joy	0.828
love	amuri	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	casa dolce casa	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	risata	joy	0.824
marvelous	meravigliosa	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	celebratory	joy	0.818
sensational	sensacionale	joy	0.818
delightful	bella	joy	0.818
happyheart	felice	joy	0.818
rejoicing	raligratu	joy	0.818
joys	gioia	joy	0.818
goodness	buntà	joy	0.818
excited	ecciteghja	joy	0.818
excellence	eccellenza	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	joviale	joy	0.814
glorious	gluriosu	joy	0.812
lovemaking	amatori	joy	0.812
rejoice	si rallegri	joy	0.812
victorious	vitturiosa	joy	0.812
excellent	eccellenti	joy	0.812
bonanza	bonanza	joy	0.812
smiley	smiley	joy	0.812
enjoy	divutu	joy	0.812
splendid	splendid	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	bona stessa	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	happyday	joy	0.809
myfavorite	myfavorite	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	piacè	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	felicità	joy	0.803
giggle	rirennu	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	successu	joy	0.797
happier	cuntentu	joy	0.797
dancing	ballu	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	magnificenza	joy	0.797
lovemylife	lovemylife	joy	0.797
grateful	ringraziatu	joy	0.789
splendor	splendor	joy	0.788
amuse	amuse	joy	0.788
fun	fun	joy	0.788
happy	cuntentu	joy	0.788
enchanted	ncantatu	joy	0.781
glorify	glurificà	joy	0.781
glad	cuntentu	joy	0.781
beautiful	bellu	joy	0.781
solucky	solucky	joy	0.781
giggling	giggling	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	radianti	joy	0.781
heavens	celu	joy	0.779
perfection	perfettu	joy	0.779
christmassy	christmassy	joy	0.779
romance	romance	joy	0.779
thrilling	thrilling	joy	0.776
miraculous	miraculosa	joy	0.773
fiesta	festa	joy	0.773
entertain	entreprise	joy	0.773
congrats	congrats	joy	0.773
cheers	A salute	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	positività	joy	0.773
lovable	adamabbile	joy	0.773
cheered	vuleva	joy	0.773
funday	funday	joy	0.772
enjoying	divirtìannusi	joy	0.771
cuddling	cuddling	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	amused	joy	0.766
lifeisgood	vitae assai	joy	0.766
thebest	u megliu	joy	0.766
sosweet	cusì dolce	joy	0.766
smiles	ririri	joy	0.766
delight	piacè	joy	0.765
orgasm	orgasmo	joy	0.765
party	partitu	joy	0.765
positive	pusitivu	joy	0.761
cheerfulness	felicità	joy	0.758
miracles	miraculi	joy	0.758
sweetheart	cori	joy	0.758
enlighten	illuminà	joy	0.758
christmastime	christmastime	joy	0.757
giddy	giddy	joy	0.757
romantic	romantica	joy	0.750
gratify	gratificà	joy	0.750
friendliness	amichezza	joy	0.750
laughs	ridi	joy	0.750
greatness	grandezza	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	piacevule	joy	0.750
blessings	benedizzioni	joy	0.750
smile	u surrisu	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	scacciau	joy	0.748
jubilee	ghjubileu	joy	0.742
enthusiasm	entusiasmu	joy	0.742
triumph	triunfaturi	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	magicu	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	miraculu	joy	0.742
rewarding	ricumpensa	joy	0.742
feelgood	sentu santu	joy	0.736
prosperity	prosperità	joy	0.735
luxurious	lussu	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	vivacious	joy	0.734
goodday	bella ghjurnata	joy	0.734
passionate	passioni	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	ncantari	joy	0.734
victory	vittoria	joy	0.734
admiration	admirazione	joy	0.734
tgif	tgif	joy	0.734
glorification	glurificazione	joy	0.733
sing	cantà	joy	0.729
glowing	glowing	joy	0.729
breathtaking	spettaculu	joy	0.728
fulfillment	rializazione	joy	0.728
yessss	yessss	joy	0.728
cheery	cheery	joy	0.727
thankful	ringraziatu	joy	0.727
hurrah	a furia	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	santa	joy	0.727
award	guvernu	joy	0.727
atpeace	atpeace	joy	0.727
win	vanu	joy	0.727
merry	Merry	joy	0.727
pleased	cuntentu	joy	0.725
radiance	radiance	joy	0.725
inspiration	ispirazioni	joy	0.725
uplift	elevazioni	joy	0.723
optimistic	optimista	joy	0.723
heaven	celu	joy	0.721
lucky	furtuna	joy	0.721
thrill	emozioni	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	vacanze	joy	0.721
harmony	armunia	joy	0.719
brighten	di raligrà	joy	0.719
lover	amanti	joy	0.719
heartfelt	fermu	joy	0.719
utopian	utopista	joy	0.719
xmas	xmas	joy	0.719
lovely	bella	joy	0.719
amusement	divertimentu	joy	0.719
congratulatory	felicità	joy	0.719
praising	ludendu	joy	0.719
thriving	fiuranza	joy	0.719
perfect	perfetta	joy	0.719
magic	magia	joy	0.712
luckiest	luckiest	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	di lussu	joy	0.712
bestfeeling	megghiu	joy	0.712
treasures	tesori	joy	0.712
achievement	successu	joy	0.712
yay	yay	joy	0.712
holiday	vacanze	joy	0.712
intimate	intimi	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	ricchizza	joy	0.706
rave	rave	joy	0.706
proud	orgogliu	joy	0.704
truelove	amore veru	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	maravigliosu	joy	0.703
goodnews	boni bona	joy	0.703
optimism	ottimisimu	joy	0.703
satisfying	di soddisfà	joy	0.703
gooood	gooood	joy	0.703
sweetest	più dolce	joy	0.703
cherish	cherish	joy	0.703
goodlife	bona vita	joy	0.703
beautification	abbellimentu	joy	0.703
appreciates	valora apprezzate	joy	0.703
winning	vinciutu	joy	0.703
cuddled	cuddled	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	entretenutu	joy	0.700
excite	scandalizà	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	anniversariu	joy	0.691
metime	metime	joy	0.688
favorite	favuritu	joy	0.688
honored	anuratu	joy	0.688
content	cuntenutu	joy	0.688
godsend	godsend	joy	0.688
entertaining	entretenimentu	joy	0.688
angelic	angèlicu	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	Adorazione	joy	0.688
exquisite	exquisite	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	preziosa	joy	0.682
majestic	majesticu	joy	0.682
appreciated	apprizzata	joy	0.682
luscious	lussuria	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	rirennu	joy	0.682
bestfriends	i megliu amichi	joy	0.682
exaltation	esaltimentu	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	abbrazzanu	joy	0.682
tranquility	tranquillità	joy	0.679
marry	maritari	joy	0.676
embrace	abbracciallu	joy	0.676
positively	positivamenti	joy	0.676
dearest	caruveru	joy	0.672
relaxation	relaxation	joy	0.672
accomplished	esse realizatu	joy	0.672
hug	abbrazzatu	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	grin	joy	0.672
enliven	venerà	joy	0.672
contentment	cuntintizza	joy	0.672
hilarious	hilaria	joy	0.672
giggles	giggles	joy	0.672
bountiful	bountiful	joy	0.667
victor	vitturi	joy	0.667
adore	adore	joy	0.667
boisterous	boisterous	joy	0.667
fulfilled	cumpiimentu	joy	0.667
fulfill	rializzari	joy	0.664
cuddles	cuddles	joy	0.662
prosperous	prusperu	joy	0.660
romanticism	romanticismu	joy	0.656
humor	umuri	joy	0.656
glow	brillava	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	piacevuli	joy	0.656
appreciation	apprezzamentu	joy	0.656
encouraged	hà animatu	joy	0.656
satisfy	sàziu	joy	0.656
serenity	serenità	joy	0.656
captivate	cautivanu	joy	0.656
besties	besties	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	satisfaczione	joy	0.652
treasure	tesoru	joy	0.652
engaged	impegni	joy	0.652
praises	elò	joy	0.652
abundance	abbundanza	joy	0.652
fortunes	furtune	joy	0.652
relaxing	rilassante	joy	0.652
praised	benedia	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	cumpensà	joy	0.647
affection	affettu	joy	0.647
relieved	liberata	joy	0.647
carnival	carnaval	joy	0.643
divine	divinu	joy	0.641
saintly	santu	joy	0.641
harmoniously	armuniosu	joy	0.641
achieve	ghjunghje	joy	0.641
thanksgiving	ringraziu	joy	0.641
jackpot	jackpot	joy	0.641
priceless	inestimatu	joy	0.641
sensuality	sensualità	joy	0.641
champion	campiuni	joy	0.641
wedding	matrimoniu	joy	0.641
uplifting	eranu lucali	joy	0.641
climax	climax	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	pacìfichi	joy	0.636
twinkle	brillavvi	joy	0.636
reverie	rverie	joy	0.636
exalt	exalt	joy	0.636
winner	vincitore	joy	0.636
felicity	felicità	joy	0.636
cuddle	cuddle	joy	0.636
comforting	cunsulazione	joy	0.636
honeymoon	luna di miele	joy	0.636
xoxo	xoxo	joy	0.634
amusing	amusing	joy	0.625
reward	ricumpensa	joy	0.625
fondness	prufezia	joy	0.625
hearts	cori	joy	0.625
brighter	splendore	joy	0.625
sweet	dolce	joy	0.625
stargazing	stargazing	joy	0.625
festival	festa	joy	0.625
snuggling	svuggling	joy	0.625
generosity	ghjinirosità	joy	0.625
gorgeous	bellissima	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	sessu	joy	0.622
parade	parata	joy	0.621
applause	applausi	joy	0.621
genial	genial	joy	0.621
beauty	bellezza	joy	0.621
kind	bona	joy	0.621
newlife	newlife	joy	0.618
aspiring	aspiring	joy	0.618
fulfilling	cumpiendu	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	virtuu	joy	0.613
kiss	bacio	joy	0.610
winnings	prufitti	joy	0.609
praiseworthy	praziosa	joy	0.609
rainbows	arcuni	joy	0.609
generous	ghjinirosu	joy	0.609
enlightenment	illuminazione	joy	0.609
playful	ghjucatu	joy	0.609
christmas	Natale	joy	0.609
super	super	joy	0.609
elegance	elegance	joy	0.609
rekindle	riavvicinassi	joy	0.609
awards	premiati	joy	0.609
adorable	adorable	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	indipindenza	joy	0.607
successful	successu	joy	0.606
onelove	unicu amore	joy	0.606
kindness	buntà	joy	0.606
freely	liberamente	joy	0.606
surprises	sorpresa	joy	0.606
inspired	inspiratu	joy	0.606
hilarity	hilarity	joy	0.606
wonder	maravigghiari	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	divertimentu	joy	0.603
whimsical	capricciali	joy	0.603
passion	passioni	joy	0.603
beautify	embrescar	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	sunrise	joy	0.600
godisgood	giannisgiannis	joy	0.597
whoo	whoo	joy	0.594
angel	ànghjulu	joy	0.594
thankgod	ringraziu	joy	0.594
accomplishment	successu	joy	0.594
flirt	flirt	joy	0.594
goodmusic	bona musica	joy	0.594
snuggled	si firmò	joy	0.594
revere	revere	joy	0.594
inspire	inspirate	joy	0.594
fanfare	fanfara	joy	0.594
peacefully	in pazu	joy	0.594
jesus	jesus	joy	0.594
goodies	bè	joy	0.594
heroic	eroicu	joy	0.591
fortune	furtuna	joy	0.591
friendship	amici	joy	0.591
singing	cantà	joy	0.591
exalted	hà innalzatu	joy	0.591
summer	'estate	joy	0.591
highest	più altu	joy	0.591
overflowing	supracchinu	joy	0.588
contented	cuntentu	joy	0.588
woot	woot	joy	0.588
rollicking	rollicking	joy	0.588
hope	speranza	joy	0.586
accolade	accolade	joy	0.586
cozy	cosy	joy	0.583
delicious	diliziosu	joy	0.579
friendly	amichevuli	joy	0.578
sensuous	sensu	joy	0.578
darling	cuccienti	joy	0.578
picturesque	pittoresque	joy	0.578
raving	raving	joy	0.578
praise	ludà	joy	0.578
everlasting	eternu	joy	0.578
ambition	ambizioni	joy	0.578
thelife	vita	joy	0.578
sparkle	sparkle	joy	0.577
yeahhh	sì	joy	0.576
luckygirl	luckygirl	joy	0.576
flattering	flattering	joy	0.576
sensual	sensuale	joy	0.576
heroism	heroismu	joy	0.576
succeeding	successivamente	joy	0.576
grace	gràzia	joy	0.576
peace	a pace	joy	0.576
livelife	livelife	joy	0.574
special	particulari	joy	0.574
tantalizing	tantalizing	joy	0.572
pumped	pumped	joy	0.567
worthwhile	valenu	joy	0.562
revels	si prutegge	joy	0.562
prevail	imponite	joy	0.562
liking	piacimentu	joy	0.562
sunny	sunny	joy	0.562
relax	rilassate	joy	0.562
surprise	maravigghia	joy	0.562
hugs	abbruciati	joy	0.562
admirable	admirable	joy	0.562
hero	eroi	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	umurisimu	joy	0.562
sweets	dolci	joy	0.562
prosper	riesce	joy	0.562
superstar	superstar	joy	0.562
favorable	favurevuli	joy	0.561
bless	benedite	joy	0.561
tenderness	tenerezza	joy	0.561
freedom	libertà	joy	0.561
masterpiece	capimachja	joy	0.561
newyear	annu novu	joy	0.561
dreams	i sogni	joy	0.559
hopeful	hopeful	joy	0.559
home	casa	joy	0.559
cruising	cruising	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	fideltà	joy	0.553
closeness	a vicinanza	joy	0.552
eagerness	favurevule	joy	0.552
comfy	comfy	joy	0.551
sunshine	sunshine	joy	0.551
confidence	fiducia	joy	0.547
mistletoe	vischio	joy	0.547
elite	elite	joy	0.547
celestial	celeste	joy	0.547
heart	core	joy	0.547
completion	cumpritatu	joy	0.547
good	bene	joy	0.547
daughter	figliola	joy	0.547
gifts	rigali	joy	0.547
astonishment	maravigghiatu	joy	0.547
bonus	bonus	joy	0.547
goodmorning	bonghjornu	joy	0.547
lifted	righìla	joy	0.547
zeal	u cellu	joy	0.547
illuminate	illuminà	joy	0.547
gift	rigalu	joy	0.547
vacation	vacanze	joy	0.547
charmed	charmed	joy	0.546
recreation	ricrezione	joy	0.545
encouragement	impegnu	joy	0.545
gush	gush	joy	0.545
sublime	sublimi	joy	0.545
dance	ballu	joy	0.545
god	diu	joy	0.545
free	libera	joy	0.544
freshstart	freshstart	joy	0.544
savior	savore	joy	0.543
sanctuary	Santuariu	joy	0.541
grandchildren	grandchildren	joy	0.540
wellness	benessiri	joy	0.537
revel	avelli	joy	0.534
inspirational	inspirational	joy	0.531
savor	tastà	joy	0.531
matrimony	matrimoniu	joy	0.531
money	soldi	joy	0.531
rainbow	arcubalenu	joy	0.531
confident	cunvinta	joy	0.531
bridal	sposu	joy	0.531
music	musica	joy	0.531
fab	fab	joy	0.531
serene	serene	joy	0.531
alive	viva	joy	0.531
holiness	santità	joy	0.531
vitality	vitalità	joy	0.531
liberation	libbirazioni	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	calmu	joy	0.531
soar	soir	joy	0.531
firstborn	primunatu	joy	0.531
elegant	eleganti	joy	0.530
mastery	maestru	joy	0.530
illumination	illuminazione	joy	0.530
welcomed	accoltu	joy	0.530
warmth	calore	joy	0.530
blossom	fiori	joy	0.530
glimmer	glimmer	joy	0.530
faithful	fideli	joy	0.529
treat	trattà	joy	0.529
snuggles	snuggles	joy	0.522
laurels	laureles	joy	0.521
commendable	ricunnisciute	joy	0.519
powerful	putenti	joy	0.516
silly	silly	joy	0.516
zest	scantu	joy	0.516
presents	presenta	joy	0.516
succeed	successu	joy	0.516
jingle	jingle	joy	0.516
remarkable	significatu	joy	0.516
greeted	salutatu	joy	0.516
brotherly	fratellu	joy	0.516
pride	orgogliu	joy	0.516
strengthening	rinfurzà	joy	0.516
aspire	aspira	joy	0.516
abundant	abundanti	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	resplendent	joy	0.516
almighty	omnipotente	joy	0.516
fancy	fantasia	joy	0.516
zen	zen	joy	0.515
coronation	coronazione	joy	0.515
kudos	cuntenti	joy	0.515
vivid	vivid	joy	0.515
leisure	passatempi	joy	0.515
complete	cumpleta	joy	0.515
cutie	cutie	joy	0.515
newme	novu	joy	0.515
familytime	familytime	joy	0.515
animated	animatu	joy	0.515
spirit	spiritu	joy	0.515
thanking	grazie	joy	0.515
kid	caprettu	joy	0.515
shining	brillava	joy	0.515
payday	payday	joy	0.515
princely	principale	joy	0.515
reunited	riunite	joy	0.515
therapeutic	terapulugia	joy	0.515
comfort	cunfortu	joy	0.515
godly	divinamente	joy	0.514
marriage	matrimoniu	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	rilazioni	joy	0.514
spouse	spouse	joy	0.507
intimately	intimamenti	joy	0.507
accomplish	capisce	joy	0.500
excel	excel	joy	0.500
inviting	accittà	joy	0.500
meritorious	meriteghji	joy	0.500
diamond	diamanti	joy	0.500
nature	natura	joy	0.500
dignity	dignità	joy	0.500
family	famiglia	joy	0.500
soulful	animu	joy	0.500
charitable	carità	joy	0.500
encourage	incuragisce	joy	0.500
friends	amici	joy	0.500
satisfied	cuntentu	joy	0.500
welcoming	accolta	joy	0.500
healthy	sanu	joy	0.500
surreal	surrealista	joy	0.500
refreshed	freschezza	joy	0.500
beach	spiaggia	joy	0.500
motherhood	a maternità	joy	0.500
respect	rispettu	joy	0.500
gem	gem	joy	0.500
erotic	erotic	joy	0.500
visionary	visionario	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	uttene	joy	0.500
christ	Cristu	joy	0.500
memorable	memorable	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	picciriddu	joy	0.500
purr	purr	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	veracità	joy	0.500
bloom	fiore	joy	0.500
carefree	carefree	joy	0.500
aura	aura	joy	0.493
health	salute	joy	0.493
liberty	libertà	joy	0.486
approved	appruvata	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	oasi	joy	0.486
rapture	rapture	joy	0.485
engaging	ingaghjatu	joy	0.485
crowning	ncurunari	joy	0.485
aspiration	aspirazioni	joy	0.485
prestige	pristiggiu	joy	0.485
crescendo	crescendo	joy	0.485
gentle	gentle	joy	0.485
liberate	liberate	joy	0.485
betrothed	fidanzata	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	bounty	joy	0.485
privileged	privilighjatu	joy	0.485
loyal	fidili	joy	0.485
inseparable	inseparabbili	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	apoli	joy	0.484
trophy	trufeu	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	furtuna	joy	0.484
creativity	a creatività	joy	0.484
destiny	destinatu	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	trascendenza	joy	0.484
bouquet	bouquet	joy	0.484
chocolate	Chocolate	joy	0.484
aloha	aloha	joy	0.484
yummy	yummy	joy	0.484
dream	sònniu	joy	0.484
desire	desideriu	joy	0.484
boyfriend	novu	joy	0.480
commemoration	cummemorazione	joy	0.479
intelligence	intelligenza	joy	0.477
readiness	pienza	joy	0.473
friend	amicu	joy	0.471
enthusiast	entusiastu	joy	0.471
bride	sposa	joy	0.471
lush	crescente	joy	0.470
calming	calming	joy	0.470
inheritance	eredi	joy	0.470
kiddo	kiddo	joy	0.470
massage	massaggi	joy	0.470
tickle	cosi	joy	0.470
adventure	avventura	joy	0.470
nostalgia	nostalgia	joy	0.470
soothe	calà	joy	0.470
goals	scopi	joy	0.469
luster	lustru	joy	0.469
giving	dà	joy	0.469
princess	principessa	joy	0.469
heartily	cori	joy	0.469
benevolence	benevolenza	joy	0.469
nurture	cultivà	joy	0.469
bridegroom	sposu	joy	0.469
eternal	eterna	joy	0.469
pray	prega	joy	0.469
getaway	scappà	joy	0.469
humanitarian	umanitariu	joy	0.469
bonding	bonding	joy	0.469
rest	restu	joy	0.469
amicable	amicable	joy	0.469
purring	rrussu	joy	0.469
pretty	bellucciu	joy	0.469
child	zitellu	joy	0.466
salutary	salutariu	joy	0.465
invite	invita	joy	0.457
reminiscing	ricorda	joy	0.456
beam	fasciu	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	tropicale	joy	0.455
aesthetics	estetichi	joy	0.455
friday	Vennari	joy	0.455
elevation	elevazione	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	funzioni	joy	0.455
mindfulness	cuntintizza	joy	0.455
hee	hee	joy	0.455
kindred	pàtria	joy	0.455
scholarship	scholarship	joy	0.455
befriend	per favvi	joy	0.455
commemorate	commémorate	joy	0.453
allure	allure	joy	0.453
faith	a fede	joy	0.453
forgiveness	u pirdunu	joy	0.453
scenery	paisanu	joy	0.453
vindication	vindication	joy	0.453
waterfall	cascata	joy	0.453
birth	nascita	joy	0.453
noworries	micca penseri	joy	0.453
approve	appruvà	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	viaghjà	joy	0.447
meditation	meditazioni	joy	0.446
relaxed	tranquillu	joy	0.442
tranquil	tranquillo	joy	0.441
weekend	u ghjornu	joy	0.441
present	prisenti	joy	0.441
tender	tènniru	joy	0.441
nostalgic	nostalgicu	joy	0.439
prayer	preghiera	joy	0.439
sharing	spartamente	joy	0.439
esteem	stima	joy	0.439
lyrical	lirica	joy	0.439
righteousness	a rightezza	joy	0.439
share	sparte	joy	0.438
husband	maritu	joy	0.438
life	vita	joy	0.438
sonnet	sonnet	joy	0.438
relief	sguillà	joy	0.438
unbeaten	unbeaten	joy	0.438
newday	novu ghjornu	joy	0.438
meditate	meditate	joy	0.438
mighty	putente	joy	0.438
eager	impegnu	joy	0.438
strength	forza	joy	0.438
warm	calda	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	buddy	joy	0.427
oneness	unità	joy	0.426
unsurpassed	unsurpassed	joy	0.424
ejaculation	ejaculation	joy	0.424
unconstrained	senza cuntrullà	joy	0.424
