word	Polish-pl	emotion	emotion-intensity-score
exalted	egzaltowany	joy	0.591
summer	lato	joy	0.591
highest	najwyższy	joy	0.591
overflowing	wezbrany	joy	0.588
contented	zadowolony	joy	0.588
woot	woot	joy	0.588
rollicking	hulaszczy	joy	0.588
hope	nadzieja	joy	0.586
accolade	uznanie	joy	0.586
cozy	przytulny	joy	0.583
delicious	pyszne	joy	0.579
friendly	przyjazny	joy	0.578
sensuous	zmysłowy	joy	0.578
darling	kochanie	joy	0.578
picturesque	malowniczy	joy	0.578
raving	bredzenie	joy	0.578
praise	pochwała	joy	0.578
everlasting	wieczny	joy	0.578
ambition	ambicja	joy	0.578
thelife	życie	joy	0.578
sparkle	blask	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	szczęśliwa dziewczyna	joy	0.576
flattering	pochlebny	joy	0.576
sensual	zmysłowy	joy	0.576
heroism	bohaterstwo	joy	0.576
succeeding	kolejny	joy	0.576
grace	wdzięk	joy	0.576
peace	pokój	joy	0.576
livelife	Żyj życiem	joy	0.574
special	specjalny	joy	0.574
tantalizing	kuszące	joy	0.572
pumped	pompowany	joy	0.567
worthwhile	wart	joy	0.562
revels	rozkoszuje się	joy	0.562
prevail	panować	joy	0.562
liking	gust	joy	0.562
sunny	słoneczny	joy	0.562
relax	zrelaksować się	joy	0.562
surprise	niespodzianka	joy	0.562
hugs	uściski	joy	0.562
admirable	zachwycający	joy	0.562
hero	bohater	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	humorystyczny	joy	0.562
sweets	słodycze	joy	0.562
prosper	prosperować	joy	0.562
superstar	Super gwiazda	joy	0.562
favorable	korzystny	joy	0.561
bless	błogosławić	joy	0.561
tenderness	czułość	joy	0.561
freedom	wolność	joy	0.561
masterpiece	arcydzieło	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	marzenia	joy	0.559
hopeful	pełen nadziei	joy	0.559
home	Dom	joy	0.559
cruising	przelot	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	wierność	joy	0.553
closeness	bliskość	joy	0.552
eagerness	zapał	joy	0.552
comfy	wygodne	joy	0.551
sunshine	światło słoneczne	joy	0.551
confidence	pewność siebie	joy	0.547
mistletoe	jemioła	joy	0.547
elite	elita	joy	0.547
celestial	niebiański	joy	0.547
heart	serce	joy	0.547
completion	ukończenie	joy	0.547
good	dobry	joy	0.547
daughter	córka	joy	0.547
gifts	prezenty	joy	0.547
astonishment	zdziwienie	joy	0.547
bonus	premia	joy	0.547
goodmorning	dzień dobry	joy	0.547
lifted	wzniesiony	joy	0.547
zeal	gorliwość	joy	0.547
illuminate	oświetlać	joy	0.547
gift	prezent	joy	0.547
vacation	wakacje	joy	0.547
charmed	oczarowany	joy	0.546
recreation	rekreacja	joy	0.545
encouragement	zachęta	joy	0.545
gush	wytrysk	joy	0.545
sublime	wzniosły	joy	0.545
dance	taniec	joy	0.545
god	Bóg	joy	0.545
free	wolny	joy	0.544
freshstart	nowy początek	joy	0.544
savior	Zbawiciel	joy	0.543
sanctuary	sanktuarium	joy	0.541
grandchildren	wnuki	joy	0.540
wellness	wellness	joy	0.537
revel	biesiada	joy	0.534
inspirational	inspirujący	joy	0.531
savor	smak	joy	0.531
matrimony	małżeństwo	joy	0.531
money	pieniądze	joy	0.531
rainbow	tęcza	joy	0.531
confident	pewni	joy	0.531
bridal	ślubny	joy	0.531
music	muzyka	joy	0.531
fab	fab	joy	0.531
serene	spokojny	joy	0.531
alive	żywy	joy	0.531
holiness	świętość	joy	0.531
vitality	witalność	joy	0.531
liberation	oswobodzenie	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	kojący	joy	0.531
soar	szybować	joy	0.531
firstborn	pierworodny	joy	0.531
elegant	elegancki	joy	0.530
mastery	mistrzostwo	joy	0.530
illumination	oświetlenie	joy	0.530
welcomed	mile widziana	joy	0.530
warmth	ciepło	joy	0.530
blossom	kwitnąć	joy	0.530
glimmer	ogienek	joy	0.530
faithful	wierny	joy	0.529
treat	leczyć	joy	0.529
snuggles	snuggles	joy	0.522
laurels	laury	joy	0.521
commendable	chwalebny	joy	0.519
powerful	potężny	joy	0.516
silly	głupi	joy	0.516
zest	skórka owocowa	joy	0.516
presents	przedstawia	joy	0.516
succeed	osiągnąć sukces	joy	0.516
jingle	brzęk	joy	0.516
remarkable	znakomity	joy	0.516
greeted	pozdrowiony	joy	0.516
brotherly	braterski	joy	0.516
pride	duma	joy	0.516
strengthening	wzmacniający	joy	0.516
aspire	aspirować	joy	0.516
abundant	obfity	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	olśniewający	joy	0.516
almighty	wszechmocny	joy	0.516
fancy	fantazyjny	joy	0.516
zen	zen	joy	0.515
coronation	koronacja	joy	0.515
kudos	sława	joy	0.515
vivid	żywy	joy	0.515
leisure	wolny czas	joy	0.515
complete	kompletny	joy	0.515
cutie	Cutie	joy	0.515
newme	nowy ja	joy	0.515
familytime	czas dla rodziny	joy	0.515
animated	ożywiony	joy	0.515
spirit	duch	joy	0.515
thanking	dziękując	joy	0.515
kid	dziecko	joy	0.515
shining	świecący	joy	0.515
payday	dzień wypłaty	joy	0.515
princely	książęcy	joy	0.515
reunited	ponownie się zjednoczył	joy	0.515
therapeutic	terapeutyczny	joy	0.515
comfort	komfort	joy	0.515
godly	pobożny	joy	0.514
marriage	małżeństwo	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	związek	joy	0.514
spouse	małżonka	joy	0.507
intimately	intymnie	joy	0.507
accomplish	ukończyć	joy	0.500
excel	przewyższać	joy	0.500
inviting	atrakcyjny	joy	0.500
meritorious	zasłużony	joy	0.500
diamond	diament	joy	0.500
nature	Natura	joy	0.500
dignity	godność	joy	0.500
family	rodzina	joy	0.500
soulful	uduchowiony	joy	0.500
charitable	charytatywny	joy	0.500
encourage	zachęcać	joy	0.500
friends	przyjaciele	joy	0.500
satisfied	zadowolona	joy	0.500
welcoming	przyjazna	joy	0.500
healthy	zdrowy	joy	0.500
surreal	surrealistyczny	joy	0.500
refreshed	odświeżony	joy	0.500
beach	plaża	joy	0.500
motherhood	macierzyństwo	joy	0.500
respect	Poszanowanie	joy	0.500
gem	klejnot	joy	0.500
erotic	erotyczny	joy	0.500
visionary	wizjoner	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	osiągnięty	joy	0.500
christ	Chrystus	joy	0.500
memorable	niezapomniany	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	dziecko	joy	0.500
purr	mruczeć	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	prawdziwość	joy	0.500
bloom	kwiat	joy	0.500
carefree	beztroski	joy	0.500
aura	aura	joy	0.493
health	zdrowie	joy	0.493
liberty	wolność	joy	0.486
approved	zatwierdzony	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	oaza	joy	0.486
rapture	zachwyt	joy	0.485
engaging	ujmujący	joy	0.485
crowning	koronny	joy	0.485
aspiration	dążenie	joy	0.485
prestige	prestiż	joy	0.485
crescendo	crescendo	joy	0.485
gentle	delikatny	joy	0.485
liberate	uwalniać	joy	0.485
betrothed	narzeczony	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	hojność	joy	0.485
privileged	uprzywilejowany	joy	0.485
loyal	wierny	joy	0.485
inseparable	nierozerwalny	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	szczyt	joy	0.484
trophy	trofeum	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	szczęście	joy	0.484
creativity	kreatywność	joy	0.484
destiny	przeznaczenie	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	transcendencja	joy	0.484
bouquet	bukiet	joy	0.484
chocolate	czekolada	joy	0.484
aloha	aloha	joy	0.484
yummy	przepyszny	joy	0.484
dream	śnić	joy	0.484
desire	pragnienie	joy	0.484
boyfriend	chłopak	joy	0.480
commemoration	uczczenie pamięci	joy	0.479
intelligence	inteligencja	joy	0.477
readiness	gotowość	joy	0.473
friend	przyjaciel	joy	0.471
enthusiast	entuzjasta	joy	0.471
bride	panna młoda	joy	0.471
lush	bujny	joy	0.470
calming	łagodzący	joy	0.470
inheritance	dziedzictwo	joy	0.470
kiddo	Kiddo	joy	0.470
massage	masaż	joy	0.470
tickle	łaskotać	joy	0.470
adventure	przygoda	joy	0.470
nostalgia	nostalgia	joy	0.470
soothe	łagodzić	joy	0.470
goals	cele	joy	0.469
luster	połysk	joy	0.469
giving	dający	joy	0.469
princess	księżniczka	joy	0.469
heartily	serdecznie	joy	0.469
benevolence	życzliwość	joy	0.469
nurture	wychowanie	joy	0.469
bridegroom	pan młody	joy	0.469
eternal	wieczny	joy	0.469
pray	modlić się	joy	0.469
getaway	uciec	joy	0.469
humanitarian	humanitarny	joy	0.469
bonding	wiązanie	joy	0.469
rest	odpoczynek	joy	0.469
amicable	przyjazny	joy	0.469
purring	mruczenie	joy	0.469
pretty	ładny	joy	0.469
child	dziecko	joy	0.466
salutary	zbawienny	joy	0.465
invite	Zapraszam	joy	0.457
reminiscing	wspominam	joy	0.456
beam	Belka	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	tropikalny	joy	0.455
aesthetics	estetyka	joy	0.455
friday	piątek	joy	0.455
elevation	podniesienie	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	ceremonia	joy	0.455
mindfulness	uważność	joy	0.455
hee	hee	joy	0.455
kindred	krewni	joy	0.455
scholarship	stypendium	joy	0.455
befriend	zaprzyjaźnić się z	joy	0.455
commemorate	uczcić	joy	0.453
allure	wabić	joy	0.453
faith	wiara	joy	0.453
forgiveness	przebaczenie	joy	0.453
scenery	sceneria	joy	0.453
vindication	windykacja	joy	0.453
waterfall	wodospad	joy	0.453
birth	narodziny	joy	0.453
noworries	bez obaw	joy	0.453
approve	zatwierdzać	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	podróż	joy	0.447
meditation	medytacja	joy	0.446
relaxed	zrelaksowany	joy	0.442
tranquil	cichy	joy	0.441
weekend	weekend	joy	0.441
present	obecny	joy	0.441
tender	delikatny	joy	0.441
nostalgic	nostalgiczny	joy	0.439
prayer	modlitwa	joy	0.439
sharing	dzielenie się	joy	0.439
esteem	szacunek	joy	0.439
lyrical	liryczny	joy	0.439
righteousness	prawość	joy	0.439
share	dzielić	joy	0.438
husband	mąż	joy	0.438
life	życie	joy	0.438
sonnet	sonet	joy	0.438
relief	ulga	joy	0.438
unbeaten	nie pobity	joy	0.438
newday	nowy dzień	joy	0.438
meditate	medytować	joy	0.438
mighty	potężny	joy	0.438
eager	chętny	joy	0.438
strength	siła	joy	0.438
warm	ciepły	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	kumpel	joy	0.427
oneness	jedność	joy	0.426
unsurpassed	niezrównany	joy	0.424
ejaculation	wytrysk	joy	0.424
unconstrained	niewymuszony	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	medal	joy	0.424
amen	Amen	joy	0.424
candlelight	światło ze świeczki	joy	0.424
reverence	cześć	joy	0.424
healthful	zdrowy	joy	0.424
carols	kolędy	joy	0.424
sledding	jazda na sankach	joy	0.422
wealth	bogactwo	joy	0.422
graduation	ukończenie szkoły	joy	0.422
frisky	rozbrykany	joy	0.422
energy	energia	joy	0.422
calmness	spokój	joy	0.422
beginnings	początki	joy	0.422
safe	bezpieczny	joy	0.422
musical	musical	joy	0.422
symphony	symfonia	joy	0.422
lml	lml	joy	0.422
glitter	brokat	joy	0.422
ease	łatwość	joy	0.422
helpful	pomocny	joy	0.422
soundness	solidność	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	obietnica	joy	0.415
reunite	ponownie połączyć	joy	0.414
salvation	zbawienie	joy	0.412
mother	mama	joy	0.412
poems	wiersze	joy	0.412
inauguration	inauguracja	joy	0.409
immaculate	nieskazitelny	joy	0.409
lighten	rozjaśnić	joy	0.409
aromatherapy	aromaterapia	joy	0.409
travel	podróżować	joy	0.409
lavender	lawenda	joy	0.409
purify	oczyścić	joy	0.409
clown	błazen	joy	0.409
star	gwiazda	joy	0.406
cash	gotówka	joy	0.406
heal	uzdrowić	joy	0.406
completing	wypełniając	joy	0.406
companion	towarzysz	joy	0.406
live	relacja na żywo	joy	0.406
flowers	kwiaty	joy	0.406
wishing	życząc	joy	0.406
charity	dobroczynność	joy	0.406
opportune	dogodny	joy	0.406
income	dochód	joy	0.403
soul	dusza	joy	0.401
munchies	munchies	joy	0.400
indescribable	nie do opisania	joy	0.397
progress	postęp	joy	0.397
emancipation	emancypacja	joy	0.397
christian	chrześcijanin	joy	0.397
hammock	hamak	joy	0.394
together	razem	joy	0.394
equality	równość	joy	0.394
fullness	pełnia	joy	0.394
picnic	piknik	joy	0.394
calm	spokojna	joy	0.394
childhood	dzieciństwo	joy	0.394
rhythmical	rytmiczny	joy	0.394
movies	kino	joy	0.393
zealous	gorliwy	joy	0.393
littlethings	małe rzeczy	joy	0.391
humanity	ludzkość	joy	0.391
starry	gwiaździsty	joy	0.391
playground	plac zabaw	joy	0.391
adventures	przygody	joy	0.391
meaningful	znaczący	joy	0.391
choir	chór	joy	0.391
affluence	zamożność	joy	0.391
warms	rozgrzewa	joy	0.391
goofy	głupkowaty	joy	0.391
auspicious	pomyślny	joy	0.391
gesture	gest	joy	0.387
vow	przysięga	joy	0.382
shopping	zakupy	joy	0.382
witty	dowcipny	joy	0.382
communion	komunia	joy	0.379
vibes	wibracje	joy	0.379
worship	kult	joy	0.379
jump	skok	joy	0.379
reverend	czcigodny	joy	0.377
advance	postęp	joy	0.375
beaches	plaże	joy	0.375
youth	młodość	joy	0.375
spirits	duchy	joy	0.375
simplicity	prostota	joy	0.375
full	pełny	joy	0.375
rising	podniesienie	joy	0.375
hymn	hymn	joy	0.375
unique	wyjątkowy	joy	0.375
redeemed	wykorzystany	joy	0.375
scenic	sceniczny	joy	0.375
mirth	wesołość	joy	0.375
courtship	zaloty	joy	0.375
experience	doświadczenie	joy	0.375
reunion	Reunion	joy	0.375
sonorous	dźwięczny	joy	0.375
unforgettable	niezapomniany	joy	0.375
baptismal	chrzcielny	joy	0.368
alliance	Sojusz	joy	0.368
grant	dotacja	joy	0.366
conciliation	pojednanie	joy	0.364
moonlight	światło księżyca	joy	0.364
sanctification	uświęcenie	joy	0.364
improves	poprawia się	joy	0.364
improve	ulepszać	joy	0.364
pure	czysty	joy	0.364
authentic	autentyczny	joy	0.364
kitten	kotek	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	maliny	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	wierność	joy	0.359
feeling	uczucie	joy	0.359
devotional	nabożny	joy	0.359
proficiency	biegłość	joy	0.359
tinsel	blichtr	joy	0.359
revival	odrodzenie	joy	0.359
sanctify	uświęcać	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	niezależny	joy	0.359
cocoa	kakao	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	delfin	joy	0.348
choral	chóralny	joy	0.348
deliverance	uwolnienie	joy	0.348
romp	broić	joy	0.348
roaring	ryk	joy	0.348
melody	melodia	joy	0.348
favor	przysługa	joy	0.348
unification	zjednoczenie	joy	0.348
exceed	przekraczać	joy	0.348
purpose	cel, powód	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	nowork	joy	0.344
voluptuous	zmysłowy	joy	0.344
fruits	owoce	joy	0.344
thx	dzięki	joy	0.344
newstart	nowy początek	joy	0.344
manicure	manicure	joy	0.344
date	data	joy	0.344
kiddos	dzieciaki	joy	0.344
roadtrip	wycieczka samochodem	joy	0.344
cookies	ciasteczka	joy	0.344
hedonism	hedonizm	joy	0.344
humble	pokorny	joy	0.344
electric	elektryczny	joy	0.344
pledge	zastaw	joy	0.344
celebrity	sława	joy	0.342
rhythm	rytm	joy	0.338
bridesmaid	druhna	joy	0.338
snowday	Śnieżny dzień	joy	0.333
young	młody	joy	0.333
coffee	Kawa	joy	0.333
edification	pozytywny wpływ	joy	0.333
obliging	uczynny	joy	0.333
renovation	renowacja	joy	0.333
familiarity	znajomość	joy	0.333
garden	ogród	joy	0.333
spa	spa	joy	0.333
dawn	świt	joy	0.333
connoisseur	znawca	joy	0.333
partner	partner	joy	0.333
gazing	patrząc	joy	0.333
foodie	smakosz	joy	0.331
synchronize	synchronizować	joy	0.329
tribulation	męka	joy	0.328
healing	gojenie	joy	0.328
saint	święty	joy	0.328
chirping	ćwierkają	joy	0.328
hobby	hobby	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	kolęda	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	psalm	joy	0.328
pedicure	pedicure	joy	0.328
amnesty	amnestia	joy	0.328
respite	wytchnienie	joy	0.324
mellow	łagodny	joy	0.318
lazyday	NO TRANSLATION	joy	0.318
recreational	rekreacyjny	joy	0.318
restorative	wzmacniający	joy	0.318
cousins	kuzyni	joy	0.318
classics	klasyka	joy	0.318
reconciliation	pojednanie	joy	0.316
dove	gołąb	joy	0.312
living	życie	joy	0.312
presto	presto	joy	0.312
crafts	rzemieślnictwo	joy	0.312
recovery	poprawa	joy	0.312
woods	Las	joy	0.312
sunset	zachód słońca	joy	0.312
fitness	zdatność	joy	0.312
playhouse	teatr	joy	0.312
superman	nadczłowiek	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	mądrość	joy	0.312
deal	sprawa	joy	0.312
simplify	uproszczać	joy	0.312
lord	Lord	joy	0.312
sterling	szterling	joy	0.312
progression	postęp	joy	0.312
relight	relight	joy	0.312
pony	kucyk	joy	0.312
infant	Dziecko	joy	0.309
improvement	poprawa	joy	0.309
absolution	rozgrzeszenie	joy	0.306
gently	łagodnie	joy	0.303
established	ustanowiony	joy	0.303
honest	szczery	joy	0.303
decorating	ozdabianie	joy	0.303
endless	nieskończony	joy	0.303
banquet	bankiet	joy	0.303
providing	że	joy	0.300
mine	kopalnia	joy	0.297
fraternal	braterski	joy	0.297
notable	znaczny	joy	0.297
feat	wyczyn	joy	0.297
harvest	żniwa	joy	0.297
quaint	osobliwy	joy	0.297
softly	delikatnie	joy	0.297
spiritual	duchowy	joy	0.297
morals	moralność	joy	0.297
lounging	wylegiwanie się	joy	0.297
light	lekki	joy	0.297
breeze	Bryza	joy	0.297
strolling	spacerowy	joy	0.297
spending	wydatki	joy	0.297
meditating	medytować	joy	0.297
joker	żartowniś	joy	0.297
yearning	tęsknota	joy	0.297
growth	wzrost	joy	0.297
fervor	zapał	joy	0.295
quotes	cytaty	joy	0.294
volunteer	wolontariusz	joy	0.294
psalms	psalmy	joy	0.288
hippie	hipis	joy	0.288
gain	zdobyć	joy	0.288
taoism	taoizm	joy	0.288
midwife	położna	joy	0.288
resources	zasoby	joy	0.288
create	Stwórz	joy	0.288
receiving	odbieranie	joy	0.287
ocean	ocean	joy	0.286
snowfall	opady śniegu	joy	0.286
lsd	LSD	joy	0.286
hiking	wędrówki	joy	0.283
chill	chłód	joy	0.281
truce	rozejm	joy	0.281
infinity	nieskończoność	joy	0.281
toast	toast	joy	0.281
destination	przeznaczenie	joy	0.281
buddhist	buddyjski	joy	0.281
rested	wypoczęty	joy	0.281
candid	szczery	joy	0.281
evergreen	zimozielony	joy	0.281
unwind	rozwijać	joy	0.281
buzzing	brzęczenie	joy	0.281
venerable	czcigodny	joy	0.279
balance	saldo	joy	0.275
retirement	przejście na emeryturę	joy	0.275
compensate	kompensować	joy	0.273
swim	pływać	joy	0.273
drinks	napoje	joy	0.273
devout	pobożny	joy	0.273
buddha	budda	joy	0.273
rapt	skupiony	joy	0.273
fireplace	kominek	joy	0.273
snowing	śnieg	joy	0.271
sublimation	sublimacja	joy	0.270
fruity	owocowy	joy	0.268
humility	pokora	joy	0.266
paragon	wzór doskonałości	joy	0.266
ministry	ministerstwo	joy	0.266
sunday	niedziela	joy	0.266
salute	salut	joy	0.266
fortitude	hart	joy	0.266
whim	kaprys	joy	0.266
sun	słońce	joy	0.266
sketching	szkicowanie	joy	0.266
waves	fale	joy	0.266
buddhism	buddyzm	joy	0.266
cathedral	katedra	joy	0.266
yoga	joga	joy	0.266
artwork	grafika	joy	0.265
practiced	doświadczony	joy	0.264
clean	czysty	joy	0.260
found	uznany	joy	0.258
fitting	dopasowywanie	joy	0.258
immerse	zanurzać	joy	0.258
running	bieganie	joy	0.258
clarity	przejrzystość	joy	0.258
food	jedzenie	joy	0.258
exercise	ćwiczenie	joy	0.258
autumn	jesień	joy	0.254
ardent	żarliwy	joy	0.250
fit	dopasowanie	joy	0.250
mountain	Góra	joy	0.250
expedient	korzystny	joy	0.250
diary	Dziennik	joy	0.250
candles	świece	joy	0.250
outdoors	na dworze	joy	0.250
chilled	schłodzony	joy	0.250
clap	klaskać	joy	0.250
contagious	zaraźliwy	joy	0.250
chirp	ćwierkanie	joy	0.250
morning	ranek	joy	0.250
visitor	gość	joy	0.250
hardy	wytrzymały	joy	0.250
countryside	Wieś	joy	0.250
undying	nieśmiertelny	joy	0.250
football	piłka nożna	joy	0.250
advocacy	rzecznictwo	joy	0.250
demonstrative	wskazujący	joy	0.250
cradle	kolebka	joy	0.247
trance	trans	joy	0.246
breakfast	śniadanie	joy	0.242
grow	rosnąć	joy	0.242
pay	zapłacić	joy	0.242
preservative	konserwant	joy	0.242
intense	intensywny	joy	0.242
supremacy	zwierzchnictwo	joy	0.242
church	kościół	joy	0.242
procession	procesja	joy	0.242
consecration	poświęcenie	joy	0.235
lifetime	dożywotni	joy	0.234
nursery	żłobek	joy	0.234
humbled	Upokorzony	joy	0.234
vote	głosować	joy	0.234
incense	kadzidło	joy	0.234
lyre	lira	joy	0.234
candle	świeca	joy	0.234
snowy	śnieżny	joy	0.234
doll	lalka	joy	0.234
skiing	jazda na nartach	joy	0.234
ordination	wyświęcenie	joy	0.234
art	sztuka	joy	0.234
salary	wynagrodzenie	joy	0.234
pastry	ciasto	joy	0.229
firefly	robaczek świętojański	joy	0.227
chilling	chłodzenie	joy	0.227
remedy	zaradzić	joy	0.227
rescue	ratować	joy	0.225
camping	kemping	joy	0.221
perspective	perspektywiczny	joy	0.221
orchard	sad owocowy	joy	0.221
orchestra	orkiestra	joy	0.221
possess	posiadać	joy	0.219
castle	zamek	joy	0.219
lamb	owieczka	joy	0.219
gardens	ogród botaniczny	joy	0.219
breezy	przewiewny	joy	0.219
mucis	NO TRANSLATION	joy	0.212
bouttime	bouttime	joy	0.212
brisk	energiczny	joy	0.212
countrymusic	NO TRANSLATION	joy	0.212
repay	odwdzięczyć się	joy	0.212
ribbon	faborek	joy	0.212
pho	pho	joy	0.212
reggae	reggae	joy	0.212
raindrops	krople deszczu	joy	0.212
listneing	NO TRANSLATION	joy	0.212
teach	nauczać	joy	0.212
nap	drzemka	joy	0.206
stillness	spokój	joy	0.203
chant	intonować	joy	0.203
hire	zatrudnić	joy	0.203
vernal	wiosenny	joy	0.203
cove	zatoczka	joy	0.203
uncontrollable	niepowstrzymany	joy	0.203
legalized	zalegalizowane	joy	0.203
unexpected	niespodziewany	joy	0.203
lights	światła	joy	0.203
save	zapisać	joy	0.200
atone	odpokutować	joy	0.197
trees	drzewa	joy	0.197
pastor	pastor	joy	0.197
symmetry	symetria	joy	0.197
oneday	NO TRANSLATION	joy	0.197
scripture	pismo	joy	0.196
mountains	góry	joy	0.194
pathway	ścieżka	joy	0.188
walking	pieszy	joy	0.188
craziness	szaleństwo	joy	0.188
soppy	podmokły	joy	0.188
tea	herbata	joy	0.188
quiet	cichy	joy	0.188
forefathers	przodkowie	joy	0.188
liquor	trunek	joy	0.188
custom	zwyczaj	joy	0.188
whiteness	biel	joy	0.188
sympathetic	współczujący	joy	0.188
patient	cierpliwy	joy	0.186
dollhouse	domek dla lalek	joy	0.182
bath	kąpiel	joy	0.182
score	wynik	joy	0.182
movingon	iść dalej	joy	0.182
supporter	kibic	joy	0.180
accompaniment	akompaniament	joy	0.179
