word	Lao-lo	emotion	emotion-intensity-score
freedom	ເສລີພາບ	joy	0.561
masterpiece	masterpiece	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	ຄວາມ​ຝັນ	joy	0.559
hopeful	ຫວັງວ່າ	joy	0.559
home	ເຮືອນ	joy	0.559
cruising	cruising	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	ຄວາມຊື່ສັດ	joy	0.553
closeness	ໃກ້ຊິດ	joy	0.552
eagerness	ຄວາມກະຕືລືລົ້ນ	joy	0.552
comfy	comfy	joy	0.551
sunshine	ແສງແດດ	joy	0.551
confidence	ຄວາມຫມັ້ນໃຈ	joy	0.547
mistletoe	mistletoe	joy	0.547
elite	elite	joy	0.547
celestial	celestial	joy	0.547
heart	ຫົວໃຈ	joy	0.547
completion	ສິ້ນສຸດລົງ	joy	0.547
good	ດີ	joy	0.547
daughter	ລູກສາວ	joy	0.547
gifts	ຂອງຂວັນ	joy	0.547
astonishment	ປະຫລາດໃຈ	joy	0.547
bonus	bonus	joy	0.547
goodmorning	ສະ​ບາຍ​ດີ​ຕອນ​ເຊົ້າ	joy	0.547
lifted	ຍົກສູງ	joy	0.547
zeal	zeal	joy	0.547
illuminate	ສະຫວ່າງແຈ້ງ	joy	0.547
gift	ຂອງຂວັນ	joy	0.547
vacation	ພັກຜ່ອນ	joy	0.547
charmed	charmed	joy	0.546
recreation	recreation	joy	0.545
encouragement	ການສະຫນັບສະຫນູນ	joy	0.545
gush	ຂົມຂື່ນ	joy	0.545
sublime	sublime	joy	0.545
dance	ເຕັ້ນຮໍາ	joy	0.545
god	god	joy	0.545
free	ຟຣີ	joy	0.544
freshstart	freshstart	joy	0.544
savior	savior	joy	0.543
sanctuary	sanctuary	joy	0.541
grandchildren	grandchildren	joy	0.540
wellness	ສຸຂະພາບ	joy	0.537
revel	ເປີດເຜີຍ	joy	0.534
inspirational	ດົນໃຈ	joy	0.531
savor	savor	joy	0.531
matrimony	matrimony	joy	0.531
money	ເງິນ	joy	0.531
rainbow	rainbow	joy	0.531
confident	ຫມັ້ນໃຈ	joy	0.531
bridal	ຄູ່ແຕ່ງວຽກ	joy	0.531
music	ເພງ	joy	0.531
fab	fab	joy	0.531
serene	serene	joy	0.531
alive	ມີຊີວິດຢູ່	joy	0.531
holiness	ຄວາມສັກສິດ	joy	0.531
vitality	ພະລັງຊີວິດ	joy	0.531
liberation	ການເປີດເສລີ	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	soothi ​​ng	joy	0.531
soar	ດຶງດູດ	joy	0.531
firstborn	firstborn	joy	0.531
elegant	elegant	joy	0.530
mastery	mastery	joy	0.530
illumination	illumination	joy	0.530
welcomed	ຍິນດີຕ້ອນຮັບ	joy	0.530
warmth	ອົບອຸ່ນ	joy	0.530
blossom	blossom	joy	0.530
glimmer	glimmer	joy	0.530
faithful	ຊື່ສັດ	joy	0.529
treat	ປິ່ນປົວ	joy	0.529
snuggles	snuggles	joy	0.522
laurels	laurels	joy	0.521
commendable	ຫນ້າຊົມເຊີຍ	joy	0.519
powerful	ມີອໍານາດ	joy	0.516
silly	silly	joy	0.516
zest	zest	joy	0.516
presents	ສະເຫນີ	joy	0.516
succeed	ປະສົບຜົນສໍາເລັດ	joy	0.516
jingle	jingle	joy	0.516
remarkable	ຫນ້າສົນໃຈ	joy	0.516
greeted	ຍິນດີຕ້ອນຮັບ	joy	0.516
brotherly	ອ້າຍນ້ອງ	joy	0.516
pride	ຄວາມພາກພູມໃຈ	joy	0.516
strengthening	ການເສີມສ້າງ	joy	0.516
aspire	aspire	joy	0.516
abundant	ອຸດົມສົມບູນ	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	ສະຫງ່າງາມ	joy	0.516
almighty	ອັນຍິ່ງໃຫຍ່	joy	0.516
fancy	ແຟນ​ຊີ	joy	0.516
zen	zen	joy	0.515
coronation	coronation	joy	0.515
kudos	kudos	joy	0.515
vivid	ສົດໃສ	joy	0.515
leisure	leisure	joy	0.515
complete	ສົມບູນ	joy	0.515
cutie	cutie	joy	0.515
newme	newme	joy	0.515
familytime	ຄອບຄົວ	joy	0.515
animated	animated	joy	0.515
spirit	ນ​້​ໍ​າ​ໃຈ	joy	0.515
thanking	ຂອບໃຈ	joy	0.515
kid	kid	joy	0.515
shining	ເຫລື້ອມ	joy	0.515
payday	payday	joy	0.515
princely	prince	joy	0.515
reunited	ໄດ້ພົບກັນໃຫມ່	joy	0.515
therapeutic	therapeutic	joy	0.515
comfort	ຄວາມສະດວກສະບາຍ	joy	0.515
godly	godly	joy	0.514
marriage	ການແຕ່ງງານ	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	ຄວາມສໍາພັນ	joy	0.514
spouse	ຄູ່ສົມລົດ	joy	0.507
intimately	ຢ່າງໃກ້ຊິດ	joy	0.507
accomplish	ປະສົບຜົນສໍາເລັດ	joy	0.500
excel	excel	joy	0.500
inviting	ການເຊີນ	joy	0.500
meritorious	meritorious	joy	0.500
diamond	ເພັດ	joy	0.500
nature	ທໍາມະຊາດ	joy	0.500
dignity	dignity	joy	0.500
family	ຄອບຄົວ	joy	0.500
soulful	ຈິດວິນຍານ	joy	0.500
charitable	ຄວາມໃຈບຸນ	joy	0.500
encourage	ສະຫນັບສະຫນູນ	joy	0.500
friends	ຫມູ່ເພື່ອນ	joy	0.500
satisfied	ພໍໃຈ	joy	0.500
welcoming	ຍິນດີຕ້ອນຮັບ	joy	0.500
healthy	ສຸຂະພາບ	joy	0.500
surreal	surreal	joy	0.500
refreshed	ສົດຊື່ນ	joy	0.500
beach	ຫາດຊາຍ	joy	0.500
motherhood	ແມ່ບ້ານ	joy	0.500
respect	ເຄົາລົບນັບຖື	joy	0.500
gem	gem	joy	0.500
erotic	erotic	joy	0.500
visionary	visionary	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	ບັນລຸໄດ້	joy	0.500
christ	christ	joy	0.500
memorable	memorable	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	ເດັກນ້ອຍ	joy	0.500
purr	purr	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	veracity	joy	0.500
bloom	ດອກໄມ້	joy	0.500
carefree	carefree	joy	0.500
aura	aura	joy	0.493
health	ສຸ​ຂະ​ພາບ	joy	0.493
liberty	liberty	joy	0.486
approved	ໄດ້ຮັບອະນຸມັດ	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	oasis	joy	0.486
rapture	rapture	joy	0.485
engaging	engaging	joy	0.485
crowning	ຍອດຮອນ	joy	0.485
aspiration	aspiration	joy	0.485
prestige	ກຽດສັກສີ	joy	0.485
crescendo	crescendo	joy	0.485
gentle	ອ່ອນໂຍນ	joy	0.485
liberate	ປົດປ່ອຍ	joy	0.485
betrothed	ຄູ່ສົມລົດ	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	bounty	joy	0.485
privileged	ສິດທິພິເສດ	joy	0.485
loyal	loyal	joy	0.485
inseparable	ບໍ່ສາມາດແຍກໄດ້	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	heyday	joy	0.484
trophy	trophy	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	ໂຊກດີ	joy	0.484
creativity	ຄວາມຄິດສ້າງສັນ	joy	0.484
destiny	ຈຸດຫມາຍປາຍທາງ	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	transcendence	joy	0.484
bouquet	bouquet	joy	0.484
chocolate	ຊັອກໂກແລດ	joy	0.484
aloha	aloha	joy	0.484
yummy	yummy	joy	0.484
dream	ຝັນ	joy	0.484
desire	ຄວາມປາຖະຫນາ	joy	0.484
boyfriend	boyfriend	joy	0.480
commemoration	commemoration	joy	0.479
intelligence	ຄວາມຮູ້	joy	0.477
readiness	ຄວາມພ້ອມ	joy	0.473
friend	ຫມູ່ເພື່ອນ	joy	0.471
enthusiast	enthusiast	joy	0.471
bride	bride	joy	0.471
lush	lush	joy	0.470
calming	calming	joy	0.470
inheritance	ມໍລະດົກ	joy	0.470
kiddo	kiddo	joy	0.470
massage	ບໍລິການນວດ	joy	0.470
tickle	tickle	joy	0.470
adventure	ໄຟອັນຕລາຍ	joy	0.470
nostalgia	nostalgia	joy	0.470
soothe	ສະຫງົບ	joy	0.470
goals	ເປົ້າຫມາຍ	joy	0.469
luster	luster	joy	0.469
giving	ໃຫ້	joy	0.469
princess	princess	joy	0.469
heartily	heartily	joy	0.469
benevolence	ຄວາມເມດຕາ	joy	0.469
nurture	ບໍາລຸງລ້ຽງ	joy	0.469
bridegroom	bridegroom	joy	0.469
eternal	eternal	joy	0.469
pray	ອະທິຖານ	joy	0.469
getaway	getaway	joy	0.469
humanitarian	ມະນຸດສະທໍາ	joy	0.469
bonding	bonding	joy	0.469
rest	ພັກຜ່ອນ	joy	0.469
amicable	ເປັນມິດ	joy	0.469
purring	purring	joy	0.469
pretty	ງາມ	joy	0.469
child	ເດັກນ້ອຍ	joy	0.466
salutary	salutary	joy	0.465
invite	ເຊີນ	joy	0.457
reminiscing	reminiscing	joy	0.456
beam	beam	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	ຮ້ອນ	joy	0.455
aesthetics	ສຸຂະພາບ	joy	0.455
friday	ວັນ​ສຸກ	joy	0.455
elevation	ສູງ	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	ພິທີກໍາ	joy	0.455
mindfulness	mindfulness	joy	0.455
hee	hee	joy	0.455
kindred	kindred	joy	0.455
scholarship	ທຶນການສຶກສາ	joy	0.455
befriend	befriend	joy	0.455
commemorate	commemorate	joy	0.453
allure	ປະຫລາດໃຈ	joy	0.453
faith	ສາດສະຫນາ	joy	0.453
forgiveness	ການໃຫ້ອະໄພ	joy	0.453
scenery	scenery	joy	0.453
vindication	ການພິສູດ	joy	0.453
waterfall	ນ້ໍາຕົກ	joy	0.453
birth	ການເກີດລູກ	joy	0.453
noworries	ບໍ່​ຕ້ອງ​ກັງ​ວົນ	joy	0.453
approve	ອະນຸມັດ	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	ການເດີນທາງ	joy	0.447
meditation	ສະມາທິ	joy	0.446
relaxed	ຜ່ອນຄາຍ	joy	0.442
tranquil	ງຽບສະຫງົບ	joy	0.441
weekend	weekend	joy	0.441
present	ປະຈຸບັນ	joy	0.441
tender	tender	joy	0.441
nostalgic	nostalgic	joy	0.439
prayer	ການອະທິຖານ	joy	0.439
sharing	ການແບ່ງປັນ	joy	0.439
esteem	esteem	joy	0.439
lyrical	ເນື້ອເພງ	joy	0.439
righteousness	ຄວາມຊອບທໍາ	joy	0.439
share	share	joy	0.438
husband	ຜົວ	joy	0.438
life	ຊີວິດ	joy	0.438
sonnet	sonnet	joy	0.438
relief	ການບັນເທົາທຸກ	joy	0.438
unbeaten	unbeaten	joy	0.438
newday	newday	joy	0.438
meditate	meditate	joy	0.438
mighty	mighty	joy	0.438
eager	eager	joy	0.438
strength	ຄວາມເຂັ້ມແຂງ	joy	0.438
warm	ອົບອຸ່ນ	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	buddy	joy	0.427
oneness	ຄວາມເປັນເອກະພາບ	joy	0.426
unsurpassed	unsurpassed	joy	0.424
ejaculation	ejaculation	joy	0.424
unconstrained	unconstrained	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	medal	joy	0.424
amen	amen	joy	0.424
candlelight	candlelight	joy	0.424
reverence	reverence	joy	0.424
healthful	ສຸຂະພາບ	joy	0.424
carols	carols	joy	0.424
sledding	sledding	joy	0.422
wealth	ຄວາມຮັ່ງມີ	joy	0.422
graduation	ຈົບການສຶກສາ	joy	0.422
frisky	frisky	joy	0.422
energy	ພະລັງງານ	joy	0.422
calmness	ຄວາມສະຫງົບ	joy	0.422
beginnings	ເລີ່ມຕົ້ນ	joy	0.422
safe	ປອດໄພ	joy	0.422
musical	ດົນຕີ	joy	0.422
symphony	symphony	joy	0.422
lml	lml	joy	0.422
glitter	glitter	joy	0.422
ease	ງ່າຍດາຍ	joy	0.422
helpful	ເປັນ​ປະ​ໂຫຍດ	joy	0.422
soundness	ຄວາມສະອາດ	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	ສັນຍາວ່າຈະ	joy	0.415
reunite	ຄືນມາ	joy	0.414
salvation	ຄວາມລອດ	joy	0.412
mother	ແມ່	joy	0.412
poems	poems	joy	0.412
inauguration	ການເປີດຕົວ	joy	0.409
immaculate	immaculate	joy	0.409
lighten	ແສງສະຫວ່າງ	joy	0.409
aromatherapy	aromatherapy	joy	0.409
travel	ທ່ອງ​ທ່ຽວ	joy	0.409
lavender	lavender	joy	0.409
purify	ຊໍາລະລ້າງ	joy	0.409
clown	clown	joy	0.409
star	star	joy	0.406
cash	ເງິນສົດ	joy	0.406
heal	ປິ່ນປົວ	joy	0.406
completing	ສໍາເລັດ	joy	0.406
companion	companion	joy	0.406
live	ດໍາລົງຊີວິດ	joy	0.406
flowers	ດອກ​ໄມ້	joy	0.406
wishing	ຕ້ອງການ	joy	0.406
charity	ຄວາມໃຈບຸນ	joy	0.406
opportune	ໂອກາດ	joy	0.406
income	ລາຍ​ໄດ້	joy	0.403
soul	ຈິດວິນຍານ	joy	0.401
munchies	munchies	joy	0.400
indescribable	indescribable	joy	0.397
progress	ຄວາມຄືບຫນ້າ	joy	0.397
emancipation	emancipation	joy	0.397
christian	christian	joy	0.397
hammock	hammock	joy	0.394
together	ຮ່ວມກັນ	joy	0.394
equality	ຄວາມສະເຫມີພາບ	joy	0.394
fullness	fullness	joy	0.394
picnic	picnic	joy	0.394
calm	ສະຫງົບ	joy	0.394
childhood	ເດັກນ້ອຍ	joy	0.394
rhythmical	rhythmical	joy	0.394
movies	ຮູບເງົາ	joy	0.393
zealous	zealous	joy	0.393
littlethings	ສິ່ງ​ນ້ອຍໆ	joy	0.391
humanity	ມະນຸດ	joy	0.391
starry	starry	joy	0.391
playground	ສະຫນາມເດັກຫຼິ້ນ	joy	0.391
adventures	ເຫດການ	joy	0.391
meaningful	ມີຄວາມຫມາຍ	joy	0.391
choir	choir	joy	0.391
affluence	ຄວາມອຸດົມສົມບູນ	joy	0.391
warms	ອົບອຸ່ນ	joy	0.391
goofy	goofy	joy	0.391
auspicious	ສະບາຍດີ	joy	0.391
gesture	gesture	joy	0.387
vow	vow	joy	0.382
shopping	shopping	joy	0.382
witty	witty	joy	0.382
communion	communion	joy	0.379
vibes	vibes	joy	0.379
worship	ນະມັດສະການ	joy	0.379
jump	ເຕັ້ນໄປຫາ	joy	0.379
reverend	reverend	joy	0.377
advance	ລ່ວງຫນ້າ	joy	0.375
beaches	ຫາດຊາຍ	joy	0.375
youth	ຊາວຫນຸ່ມ	joy	0.375
spirits	ວິນຍານ	joy	0.375
simplicity	ງ່າຍດາຍ	joy	0.375
full	ເຕັມ	joy	0.375
rising	ການເພີ່ມຂຶ້ນ	joy	0.375
hymn	ເພງສວດ	joy	0.375
unique	ເປັນເອກະລັກ	joy	0.375
redeemed	ຖືກໄຖ່	joy	0.375
scenic	scenic	joy	0.375
mirth	mirth	joy	0.375
courtship	courthip	joy	0.375
experience	ປະສົບການ	joy	0.375
reunion	reunion	joy	0.375
sonorous	sonorous	joy	0.375
unforgettable	unforgettable	joy	0.375
baptismal	ບັບຕິສະມາ	joy	0.368
alliance	ພັນທະມິດ	joy	0.368
grant	ມອບໃຫ້	joy	0.366
conciliation	ການປອງດອງກັນ	joy	0.364
moonlight	moonlight	joy	0.364
sanctification	sanctification	joy	0.364
improves	ປັບປຸງ	joy	0.364
improve	ປັບປຸງ	joy	0.364
pure	ອັນບໍລິສຸດ	joy	0.364
authentic	ແທ້ຈິງ	joy	0.364
kitten	kitten	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	raspberries	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	ຄວາມຊື່ສັດ	joy	0.359
feeling	ຄວາມຮູ້ສຶກ	joy	0.359
devotional	devotional	joy	0.359
proficiency	ຄວາມສາມາດ	joy	0.359
tinsel	tinsel	joy	0.359
revival	ການຟື້ນຟູ	joy	0.359
sanctify	sanctify	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	ອິສະລະ	joy	0.359
cocoa	cocoa	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	ປາ​ໂລ​ມາ	joy	0.348
choral	choral	joy	0.348
deliverance	ການປົດປ່ອຍ	joy	0.348
romp	romp	joy	0.348
roaring	ການຮຽກຮ້ອງ	joy	0.348
melody	melody	joy	0.348
favor	favor	joy	0.348
unification	unification	joy	0.348
exceed	ເກີນໄປ	joy	0.348
purpose	ຈຸດປະສົງ	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	nowork	joy	0.344
voluptuous	voluptuous	joy	0.344
fruits	ຫມາກໄມ້	joy	0.344
thx	ຂອບ​ໃຈ	joy	0.344
newstart	newstart	joy	0.344
manicure	manicure	joy	0.344
date	ວັນທີ່	joy	0.344
kiddos	kiddos	joy	0.344
roadtrip	roadtrip	joy	0.344
cookies	cookies	joy	0.344
hedonism	hedonism	joy	0.344
humble	ຖ່ອມຕົວ	joy	0.344
electric	ໄຟຟ້າ	joy	0.344
pledge	ສັນຍາ	joy	0.344
celebrity	ສະເຫຼີມສະຫຼອງ	joy	0.342
rhythm	rhythm	joy	0.338
bridesmaid	bridesmaid	joy	0.338
snowday	snowday	joy	0.333
young	ໄວຫນຸ່ມ	joy	0.333
coffee	ກາ​ເຟ	joy	0.333
edification	edification	joy	0.333
obliging	obliging	joy	0.333
renovation	ການປັບປຸງໃຫມ່	joy	0.333
familiarity	ຄວາມຄຸ້ນເຄີຍ	joy	0.333
garden	ສວນ	joy	0.333
spa	ສະປາ	joy	0.333
dawn	ອາລຸນ	joy	0.333
connoisseur	connoisseur	joy	0.333
partner	ຄູ່ຮ່ວມງານ	joy	0.333
gazing	gazing	joy	0.333
foodie	foodie	joy	0.331
synchronize	synchronize	joy	0.329
tribulation	ຄວາມຍາກລໍາບາກ	joy	0.328
healing	ການປິ່ນປົວ	joy	0.328
saint	saint	joy	0.328
chirping	chirping	joy	0.328
hobby	ວຽກອະດິເລກ	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	carol	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	psalm	joy	0.328
pedicure	pedicure	joy	0.328
amnesty	amnesty	joy	0.328
respite	ພັກຜ່ອນ	joy	0.324
mellow	mellow	joy	0.318
lazyday	NO TRANSLATION	joy	0.318
recreational	recreational	joy	0.318
restorative	restorative	joy	0.318
cousins	cousins	joy	0.318
classics	ຄລາສສິກ	joy	0.318
reconciliation	reconciliation	joy	0.316
dove	ກະດູກ	joy	0.312
living	ດໍາລົງຊີວິດ	joy	0.312
presto	presto	joy	0.312
crafts	ຫັດຖະກໍາ	joy	0.312
recovery	ການກູ້ຄືນ	joy	0.312
woods	ປ່າໄມ້	joy	0.312
sunset	sunset	joy	0.312
fitness	ຟິດເນດ	joy	0.312
playhouse	playhouse	joy	0.312
superman	superman	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	ປັນຍາ	joy	0.312
deal	deal	joy	0.312
simplify	ງ່າຍດາຍ	joy	0.312
lord	lord	joy	0.312
sterling	sterling	joy	0.312
progression	progression	joy	0.312
relight	ການຟື້ນຕົວຄືນ	joy	0.312
pony	pony	joy	0.312
infant	ເດັກນ້ອຍ	joy	0.309
improvement	ການປັບປຸງ	joy	0.309
absolution	absolution	joy	0.306
gently	ຄ່ອຍໆ	joy	0.303
established	ສ້າງຕັ້ງຂຶ້ນ	joy	0.303
honest	ຊື່ສັດ	joy	0.303
decorating	ການອອກແບບ	joy	0.303
endless	endless	joy	0.303
banquet	banquet	joy	0.303
providing	ການສະຫນອງ	joy	0.300
mine	ຂ້າພະເຈົ້າ	joy	0.297
fraternal	fraternal	joy	0.297
notable	notable	joy	0.297
feat	feat	joy	0.297
harvest	ການຂຸດຄົ້ນ	joy	0.297
quaint	quaint	joy	0.297
softly	ອ່ອນໆ	joy	0.297
spiritual	ທາງວິນຍານ	joy	0.297
morals	ສົມບັດສິນ	joy	0.297
lounging	lounging	joy	0.297
light	ແສງສະຫວ່າງ	joy	0.297
breeze	breeze	joy	0.297
strolling	strolling	joy	0.297
spending	ການໃຊ້ຈ່າຍ	joy	0.297
meditating	meditating	joy	0.297
joker	joker	joy	0.297
yearning	ປີຫນ້າ	joy	0.297
growth	ການຂະຫຍາຍຕົວ	joy	0.297
fervor	fervor	joy	0.295
quotes	quote:	joy	0.294
volunteer	ອາສາສະຫມັກ	joy	0.294
psalms	psalms	joy	0.288
hippie	hippie	joy	0.288
gain	ໄດ້ຮັບ	joy	0.288
taoism	taoism	joy	0.288
midwife	ຫມໍແຂ້ວ	joy	0.288
resources	ຊັບ​ພະ​ຍາ​ກອນ	joy	0.288
create	ສ້າງ	joy	0.288
receiving	ທີ່ໄດ້ຮັບ	joy	0.287
ocean	ມະຫາສະຫມຸດ	joy	0.286
snowfall	snowfall	joy	0.286
lsd	lsd	joy	0.286
hiking	ຍ່າງປ່າ	joy	0.283
chill	ເຢັນ	joy	0.281
truce	truce	joy	0.281
infinity	infinity	joy	0.281
toast	toast	joy	0.281
destination	destination	joy	0.281
buddhist	buddhist	joy	0.281
rested	rested	joy	0.281
candid	candid	joy	0.281
evergreen	evergreen	joy	0.281
unwind	unwind	joy	0.281
buzzing	buzzing	joy	0.281
venerable	venerable	joy	0.279
balance	ການດຸ່ນດ່ຽງ	joy	0.275
retirement	ບໍານານ	joy	0.275
compensate	ຊົດເຊີຍ	joy	0.273
swim	ລອຍນ້ໍາ	joy	0.273
drinks	ເຄື່ອງດື່ມ	joy	0.273
devout	devout	joy	0.273
buddha	buddha	joy	0.273
rapt	rapt	joy	0.273
fireplace	ເຕົາຜິງ	joy	0.273
snowing	snowing	joy	0.271
sublimation	sublimation	joy	0.270
fruity	fruity	joy	0.268
humility	ຄວາມອົດທົນ	joy	0.266
paragon	paragon	joy	0.266
ministry	ກະຊວງ	joy	0.266
sunday	ວັນອາທິດ	joy	0.266
salute	salute	joy	0.266
fortitude	ຄວາມກ້າຫານ	joy	0.266
whim	whim	joy	0.266
sun	ແດດ	joy	0.266
sketching	sketching	joy	0.266
waves	ຄື້ນຟອງ	joy	0.266
buddhism	buddhism	joy	0.266
cathedral	cathedral	joy	0.266
yoga	yoga	joy	0.266
artwork	artwork	joy	0.265
practiced	ປະຕິບັດ	joy	0.264
clean	ສະອາດ	joy	0.260
found	ພົບເຫັນ	joy	0.258
fitting	fitting	joy	0.258
immerse	ແຊງ	joy	0.258
running	ແລ່ນ	joy	0.258
clarity	ຢ່າງຊັດເຈນ	joy	0.258
food	ອາຫານ	joy	0.258
exercise	ອອກກໍາລັງກາຍ	joy	0.258
