word	Croatian-hr	emotion	emotion-intensity-score
hug	zagrliti	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	rođendan	joy	0.672
grin	osmijeh	joy	0.672
enliven	oživjeti	joy	0.672
contentment	zadovoljstvo	joy	0.672
hilarious	smiješan	joy	0.672
giggles	giggles	joy	0.672
bountiful	darežljiv	joy	0.667
victor	pobjednik	joy	0.667
adore	obožavati	joy	0.667
boisterous	bučan	joy	0.667
fulfilled	ispunjeni	joy	0.667
fulfill	ispuniti	joy	0.664
cuddles	cuddles	joy	0.662
prosperous	uspješan	joy	0.660
romanticism	romantizam	joy	0.656
humor	humor	joy	0.656
glow	sjaj	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	prijatan	joy	0.656
appreciation	zahvalnost	joy	0.656
encouraged	se njeguju	joy	0.656
satisfy	zadovoljiti	joy	0.656
serenity	spokoj	joy	0.656
captivate	zarobiti	joy	0.656
besties	najbolji prijatelji	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	zadovoljstvo	joy	0.652
treasure	blago	joy	0.652
engaged	zauzet	joy	0.652
praises	pohvale	joy	0.652
abundance	obilje	joy	0.652
fortunes	sreća	joy	0.652
relaxing	opuštanje	joy	0.652
praised	pohvalio	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	upotpuniti, dopuna	joy	0.647
affection	ljubav	joy	0.647
relieved	laknulo	joy	0.647
carnival	karneval	joy	0.643
divine	božanski	joy	0.641
saintly	svetački	joy	0.641
harmoniously	skladno	joy	0.641
achieve	postići	joy	0.641
thanksgiving	zahvaljivanje	joy	0.641
jackpot	glavni zgoditak	joy	0.641
priceless	neprocjenjiv	joy	0.641
sensuality	putenost	joy	0.641
champion	prvak	joy	0.641
wedding	vjenčanje	joy	0.641
uplifting	podiže	joy	0.641
climax	vrhunac	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	mirno	joy	0.636
twinkle	svjetlucati	joy	0.636
reverie	sanjarenje	joy	0.636
exalt	veličati	joy	0.636
winner	pobjednik	joy	0.636
felicity	sreća	joy	0.636
cuddle	maziti	joy	0.636
comforting	utješan	joy	0.636
honeymoon	medeni mjesec	joy	0.636
xoxo	xoxo	joy	0.634
amusing	zabavan	joy	0.625
reward	nagrada	joy	0.625
fondness	sklonost	joy	0.625
hearts	srca	joy	0.625
brighter	svjetlije	joy	0.625
sweet	slatko	joy	0.625
stargazing	do zvijezda	joy	0.625
festival	festival	joy	0.625
snuggling	snuggling	joy	0.625
generosity	velikodušnost	joy	0.625
gorgeous	predivan	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	seks	joy	0.622
parade	parada	joy	0.621
applause	pljesak	joy	0.621
genial	srdačan	joy	0.621
beauty	ljepota	joy	0.621
kind	ljubazan	joy	0.621
newlife	novi život	joy	0.618
aspiring	slavoljubiv	joy	0.618
fulfilling	ispunjenje	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	vrli	joy	0.613
kiss	poljubac	joy	0.610
winnings	dobitak	joy	0.609
praiseworthy	pohvalan	joy	0.609
rainbows	duge	joy	0.609
generous	velikodušan	joy	0.609
enlightenment	prosvjećivanje	joy	0.609
playful	razigran	joy	0.609
christmas	Božić	joy	0.609
super	super	joy	0.609
elegance	elegancija	joy	0.609
rekindle	ponovo zapaliti	joy	0.609
awards	nagrade	joy	0.609
adorable	divan	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	nezavisnost	joy	0.607
successful	uspješan	joy	0.606
onelove	jedna ljubav	joy	0.606
kindness	ljubaznost	joy	0.606
freely	slobodno	joy	0.606
surprises	iznenađenja	joy	0.606
inspired	nadahnut	joy	0.606
hilarity	veselje	joy	0.606
wonder	čudo	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	Zabava	joy	0.603
whimsical	kapriciozan	joy	0.603
passion	strast	joy	0.603
beautify	uljepšati	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	izlazak sunca	joy	0.600
godisgood	Bog je dobar	joy	0.597
whoo	sova	joy	0.594
angel	anđeo	joy	0.594
thankgod	hvala Bogu	joy	0.594
accomplishment	svršavanje	joy	0.594
flirt	flertovati	joy	0.594
goodmusic	dobra glazba	joy	0.594
snuggled	snuggled	joy	0.594
revere	duboko poštovati	joy	0.594
inspire	nadahnuti	joy	0.594
fanfare	fanfare	joy	0.594
peacefully	mirno	joy	0.594
jesus	Isus	joy	0.594
goodies	Goodies	joy	0.594
heroic	herojski	joy	0.591
fortune	bogatstvo	joy	0.591
friendship	prijateljstvo	joy	0.591
singing	pjevanje	joy	0.591
exalted	uzvišen	joy	0.591
summer	ljeto	joy	0.591
highest	najviši	joy	0.591
overflowing	prepun	joy	0.588
contented	zadovoljan	joy	0.588
woot	woot	joy	0.588
rollicking	veseo	joy	0.588
hope	nada	joy	0.586
accolade	priznanje	joy	0.586
cozy	udoban	joy	0.583
delicious	ukusno	joy	0.579
friendly	prijateljski	joy	0.578
sensuous	čulni	joy	0.578
darling	dragi	joy	0.578
picturesque	slikovit	joy	0.578
raving	buncanje	joy	0.578
praise	pohvala	joy	0.578
everlasting	vječan	joy	0.578
ambition	ambicija	joy	0.578
thelife	Život	joy	0.578
sparkle	iskra	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	sretna djevojka	joy	0.576
flattering	laskav	joy	0.576
sensual	senzualan	joy	0.576
heroism	junaštvo	joy	0.576
succeeding	sljedeći	joy	0.576
grace	milost	joy	0.576
peace	mir	joy	0.576
livelife	živi život	joy	0.574
special	poseban	joy	0.574
tantalizing	mučan	joy	0.572
pumped	pumpa	joy	0.567
worthwhile	vrijedan truda	joy	0.562
revels	uživa	joy	0.562
prevail	prevladati	joy	0.562
liking	sviđanje	joy	0.562
sunny	sunčano	joy	0.562
relax	opustiti	joy	0.562
surprise	iznenađenje	joy	0.562
hugs	zagrljaji	joy	0.562
admirable	izvrstan	joy	0.562
hero	junak	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	smiješan	joy	0.562
sweets	slatkiši	joy	0.562
prosper	napredovati	joy	0.562
superstar	super zvijezda	joy	0.562
favorable	povoljan	joy	0.561
bless	blagosloviti	joy	0.561
tenderness	nježnost	joy	0.561
freedom	sloboda	joy	0.561
masterpiece	remek djelo	joy	0.561
newyear	nova godina	joy	0.561
dreams	snovi	joy	0.559
hopeful	pun nade	joy	0.559
home	Dom	joy	0.559
cruising	krstarenje	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	vjernost	joy	0.553
closeness	bliskost	joy	0.552
eagerness	žudnja	joy	0.552
comfy	udoban	joy	0.551
sunshine	sunce	joy	0.551
confidence	samouvjerenost	joy	0.547
mistletoe	imela	joy	0.547
elite	elita	joy	0.547
celestial	nebeski	joy	0.547
heart	srce	joy	0.547
completion	završetak	joy	0.547
good	dobro	joy	0.547
daughter	kći	joy	0.547
gifts	pokloni	joy	0.547
astonishment	zaprepašćenje	joy	0.547
bonus	bonus	joy	0.547
goodmorning	dobro jutro	joy	0.547
lifted	podiže	joy	0.547
zeal	žar	joy	0.547
illuminate	osvijetliti	joy	0.547
gift	dar	joy	0.547
vacation	odmor	joy	0.547
charmed	čarolija	joy	0.546
recreation	rekreacija	joy	0.545
encouragement	ohrabrenje	joy	0.545
gush	poteći	joy	0.545
sublime	uzvišen	joy	0.545
dance	ples	joy	0.545
god	bog	joy	0.545
free	besplatno	joy	0.544
freshstart	novi početak	joy	0.544
savior	spasitelj	joy	0.543
sanctuary	svetilište	joy	0.541
grandchildren	unuci	joy	0.540
wellness	wellness	joy	0.537
revel	pir	joy	0.534
inspirational	inspirativno	joy	0.531
savor	uživati	joy	0.531
matrimony	brak	joy	0.531
money	novac	joy	0.531
rainbow	duga	joy	0.531
confident	uvjeren	joy	0.531
bridal	vjenčan	joy	0.531
music	glazba, muzika	joy	0.531
fab	fab	joy	0.531
serene	spokojan	joy	0.531
alive	živ	joy	0.531
holiness	svetost	joy	0.531
vitality	vitalnost	joy	0.531
liberation	oslobođenje	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	umirujući	joy	0.531
soar	lebdjeti	joy	0.531
firstborn	prvorođenče	joy	0.531
elegant	elegantan	joy	0.530
mastery	majstorstvo	joy	0.530
illumination	osvjetljenje	joy	0.530
welcomed	dobrodošla	joy	0.530
warmth	toplina	joy	0.530
blossom	cvijet	joy	0.530
glimmer	svjetlucanje	joy	0.530
faithful	vjeran	joy	0.529
treat	liječiti	joy	0.529
snuggles	snuggles	joy	0.522
laurels	lovorike	joy	0.521
commendable	vrijedan pohvale	joy	0.519
powerful	snažan	joy	0.516
silly	glup	joy	0.516
zest	polet	joy	0.516
presents	predstavlja	joy	0.516
succeed	uspjeti	joy	0.516
jingle	pjesmica	joy	0.516
remarkable	izvanredan	joy	0.516
greeted	pozdravio	joy	0.516
brotherly	bratski	joy	0.516
pride	ponos	joy	0.516
strengthening	jačanje	joy	0.516
aspire	težiti	joy	0.516
abundant	obilan	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	sjajan	joy	0.516
almighty	svemoguć	joy	0.516
fancy	fantazija	joy	0.516
zen	Zen	joy	0.515
coronation	krunidba	joy	0.515
kudos	čast	joy	0.515
vivid	živ	joy	0.515
leisure	slobodno vrijeme	joy	0.515
complete	potpun	joy	0.515
cutie	slatkica	joy	0.515
newme	NewME	joy	0.515
familytime	obiteljsko vrijeme	joy	0.515
animated	animirani	joy	0.515
spirit	duh	joy	0.515
thanking	Zahvalivši	joy	0.515
kid	dijete	joy	0.515
shining	sjajan	joy	0.515
payday	dan isplate	joy	0.515
princely	kneževski	joy	0.515
reunited	ponovno	joy	0.515
therapeutic	terapeutski	joy	0.515
comfort	udobnost	joy	0.515
godly	božji	joy	0.514
marriage	brak	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	odnos	joy	0.514
spouse	suprug	joy	0.507
intimately	prisno	joy	0.507
accomplish	ostvariti	joy	0.500
excel	nadmašiti	joy	0.500
inviting	primamljiv	joy	0.500
meritorious	zaslužan	joy	0.500
diamond	dijamant	joy	0.500
nature	priroda	joy	0.500
dignity	dostojanstvo	joy	0.500
family	obitelj	joy	0.500
soulful	duševan	joy	0.500
charitable	dobrotvoran	joy	0.500
encourage	ohrabriti	joy	0.500
friends	prijatelji	joy	0.500
satisfied	zadovoljan	joy	0.500
welcoming	dobrodošlice	joy	0.500
healthy	zdrav	joy	0.500
surreal	nestvarno	joy	0.500
refreshed	osvježen	joy	0.500
beach	plaža	joy	0.500
motherhood	majčinstvo	joy	0.500
respect	poštovanje	joy	0.500
gem	dragulj	joy	0.500
erotic	erotski	joy	0.500
visionary	vizionar	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	postići	joy	0.500
christ	Krist	joy	0.500
memorable	znamenit	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	dijete	joy	0.500
purr	presti	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	istinitost	joy	0.500
bloom	cvijet	joy	0.500
carefree	bezbrižan	joy	0.500
aura	aura	joy	0.493
health	zdravlje	joy	0.493
liberty	sloboda	joy	0.486
approved	odobren	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	oaza	joy	0.486
rapture	zanešenost	joy	0.485
engaging	privlačan	joy	0.485
crowning	krunidba	joy	0.485
aspiration	aspiracija	joy	0.485
prestige	prestiž	joy	0.485
crescendo	kreščendo	joy	0.485
gentle	nježan	joy	0.485
liberate	osloboditi	joy	0.485
betrothed	zaručnica	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	nagrada	joy	0.485
privileged	privilegiran	joy	0.485
loyal	odan	joy	0.485
inseparable	neodvojiv	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	zenit	joy	0.484
trophy	trofej	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	sreća	joy	0.484
creativity	kreativnost	joy	0.484
destiny	sudbina	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	prevazilaženje	joy	0.484
bouquet	buket	joy	0.484
chocolate	čokolada	joy	0.484
aloha	Aloha	joy	0.484
yummy	ukusan	joy	0.484
dream	san	joy	0.484
desire	želja	joy	0.484
boyfriend	dečko	joy	0.480
commemoration	komemoracija	joy	0.479
intelligence	inteligencija	joy	0.477
readiness	spremnost	joy	0.473
friend	prijatelj	joy	0.471
enthusiast	entuzijasta	joy	0.471
bride	nevjesta	joy	0.471
lush	bujan	joy	0.470
calming	umirujući	joy	0.470
inheritance	baština	joy	0.470
kiddo	sjedištu CIA	joy	0.470
massage	masaža	joy	0.470
tickle	golicati	joy	0.470
adventure	avantura	joy	0.470
nostalgia	nostalgija	joy	0.470
soothe	umiriti	joy	0.470
goals	ciljevi	joy	0.469
luster	sjaj	joy	0.469
giving	davanje	joy	0.469
princess	princeza	joy	0.469
heartily	srdačno	joy	0.469
benevolence	dobronamjernost	joy	0.469
nurture	njegovanje	joy	0.469
bridegroom	mladoženja	joy	0.469
eternal	vječan	joy	0.469
pray	moliti	joy	0.469
getaway	maknuti se	joy	0.469
humanitarian	humanitarac	joy	0.469
bonding	lijepljenje	joy	0.469
rest	odmor	joy	0.469
amicable	prijateljski	joy	0.469
purring	preo	joy	0.469
pretty	prilično	joy	0.469
child	dijete	joy	0.466
salutary	ljekovit	joy	0.465
invite	pozvati	joy	0.457
reminiscing	prisjećajući	joy	0.456
beam	snop	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	tropski	joy	0.455
aesthetics	estetika	joy	0.455
friday	petak	joy	0.455
elevation	visina	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	ceremonija	joy	0.455
mindfulness	pomnost	joy	0.455
hee	hee	joy	0.455
kindred	rod	joy	0.455
scholarship	stipendija	joy	0.455
befriend	sprijateljiti se	joy	0.455
commemorate	komemoracija	joy	0.453
allure	vabiti	joy	0.453
faith	vjera	joy	0.453
forgiveness	praštanje	joy	0.453
scenery	dekoracije	joy	0.453
vindication	opravdanje	joy	0.453
waterfall	slap	joy	0.453
birth	rođenja	joy	0.453
noworries	bez brige	joy	0.453
approve	odobriti	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	putovanje	joy	0.447
meditation	meditacija	joy	0.446
relaxed	opušten	joy	0.442
tranquil	miran	joy	0.441
weekend	vikend	joy	0.441
present	predstaviti	joy	0.441
tender	ponuda	joy	0.441
nostalgic	nostalgičan	joy	0.439
prayer	molitva	joy	0.439
sharing	dijeljenje	joy	0.439
esteem	poštovanje	joy	0.439
lyrical	lirski	joy	0.439
righteousness	pravednost	joy	0.439
share	udio	joy	0.438
husband	suprug	joy	0.438
life	život	joy	0.438
sonnet	sonet	joy	0.438
relief	olakšanje	joy	0.438
unbeaten	neišiban	joy	0.438
newday	novi dan	joy	0.438
meditate	meditirati	joy	0.438
mighty	moćan	joy	0.438
eager	željan	joy	0.438
strength	snaga	joy	0.438
warm	toplo	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	prijatelj	joy	0.427
oneness	jedinstvo	joy	0.426
unsurpassed	nenadmašan	joy	0.424
ejaculation	ejakulacija	joy	0.424
unconstrained	slobodan	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	medalja	joy	0.424
amen	Amen	joy	0.424
candlelight	sumrak	joy	0.424
reverence	poštovanje	joy	0.424
healthful	ljekovit	joy	0.424
carols	pjesama	joy	0.424
sledding	sankanje	joy	0.422
wealth	bogatstvo	joy	0.422
graduation	diplomiranje	joy	0.422
frisky	nestašan	joy	0.422
energy	energija	joy	0.422
calmness	smirenost	joy	0.422
beginnings	počeci	joy	0.422
safe	sef	joy	0.422
musical	mjuzikl	joy	0.422
symphony	simfonija	joy	0.422
lml	LML	joy	0.422
glitter	blistati	joy	0.422
ease	olakšati	joy	0.422
helpful	koristan	joy	0.422
soundness	zdravlje	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	obećanje	joy	0.415
reunite	ponovo sjediniti	joy	0.414
salvation	spasenje	joy	0.412
mother	majka	joy	0.412
poems	pjesme	joy	0.412
inauguration	inauguracija	joy	0.409
immaculate	besprijekoran	joy	0.409
lighten	osvijetliti	joy	0.409
aromatherapy	aromaterapija	joy	0.409
travel	putovati	joy	0.409
lavender	lavanda	joy	0.409
purify	pročistiti	joy	0.409
clown	klaun	joy	0.409
star	zvijezda	joy	0.406
cash	unovčiti	joy	0.406
heal	liječiti	joy	0.406
completing	popunjavanja	joy	0.406
companion	drug	joy	0.406
live	uživo	joy	0.406
flowers	cvijeće	joy	0.406
wishing	želeći	joy	0.406
charity	milosrđe	joy	0.406
opportune	zgodan	joy	0.406
income	prihod	joy	0.403
soul	duša	joy	0.401
munchies	munchies	joy	0.400
indescribable	neopisiv	joy	0.397
progress	napredak	joy	0.397
emancipation	emancipacija	joy	0.397
christian	christian	joy	0.397
hammock	viseća mreža za ležanje	joy	0.394
together	zajedno	joy	0.394
equality	jednakost	joy	0.394
fullness	punoća	joy	0.394
picnic	piknik	joy	0.394
calm	smiriti	joy	0.394
childhood	djetinjstvo	joy	0.394
rhythmical	ritmički	joy	0.394
movies	filmovi	joy	0.393
zealous	revnostan	joy	0.393
littlethings	male stvari	joy	0.391
humanity	čovječanstvo	joy	0.391
starry	zvjezdani	joy	0.391
playground	igralište	joy	0.391
adventures	avanture	joy	0.391
meaningful	značajan	joy	0.391
choir	zbor	joy	0.391
affluence	obilje	joy	0.391
warms	grije	joy	0.391
goofy	šašav	joy	0.391
auspicious	povoljan	joy	0.391
gesture	gest	joy	0.387
vow	zavjet	joy	0.382
shopping	kupovina	joy	0.382
witty	duhovit	joy	0.382
communion	pričest	joy	0.379
vibes	signali	joy	0.379
worship	obožavanje	joy	0.379
jump	skok	joy	0.379
reverend	velečasni	joy	0.377
advance	napredovati	joy	0.375
beaches	plaže	joy	0.375
youth	mladež	joy	0.375
spirits	duhovi	joy	0.375
simplicity	jednostavnost	joy	0.375
full	puni	joy	0.375
rising	rastući	joy	0.375
hymn	himna	joy	0.375
unique	jedinstvena	joy	0.375
redeemed	otkupio	joy	0.375
scenic	lijep	joy	0.375
mirth	razdraganost	joy	0.375
courtship	udvaranje	joy	0.375
experience	iskustvo	joy	0.375
reunion	ponovno sjedinjenje	joy	0.375
sonorous	zvučan	joy	0.375
unforgettable	nezaboravan	joy	0.375
baptismal	krsni	joy	0.368
alliance	savez	joy	0.368
grant	odobriti	joy	0.366
conciliation	pomirenje	joy	0.364
moonlight	mjesečina	joy	0.364
sanctification	posvećivanje	joy	0.364
improves	poboljšava	joy	0.364
improve	poboljšati	joy	0.364
pure	čist	joy	0.364
authentic	autentičan	joy	0.364
kitten	mače	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	maline	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	vjernost	joy	0.359
feeling	osjećaj	joy	0.359
devotional	molitveni	joy	0.359
proficiency	vještina	joy	0.359
tinsel	šljokice	joy	0.359
revival	preporod	joy	0.359
sanctify	posvetiti	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	samostalan	joy	0.359
cocoa	kakao	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	dupin	joy	0.348
choral	horski	joy	0.348
deliverance	oslobođenje	joy	0.348
romp	ludiranje	joy	0.348
roaring	rikanje	joy	0.348
melody	melodija	joy	0.348
favor	milost	joy	0.348
unification	ujedinjenje	joy	0.348
exceed	prekoračiti	joy	0.348
purpose	Svrha	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	nema rada	joy	0.344
voluptuous	pohotan	joy	0.344
fruits	voće	joy	0.344
thx	hvala	joy	0.344
newstart	novi početak	joy	0.344
manicure	manikura	joy	0.344
date	datum	joy	0.344
kiddos	kiddos	joy	0.344
roadtrip	Roadtrip	joy	0.344
cookies	keksi	joy	0.344
hedonism	hedonizam	joy	0.344
humble	skroman	joy	0.344
electric	električni	joy	0.344
pledge	zalog	joy	0.344
celebrity	poznata ličnost	joy	0.342
rhythm	ritam	joy	0.338
bridesmaid	djeveruša	joy	0.338
snowday	snježni dan	joy	0.333
young	mladi	joy	0.333
coffee	kava	joy	0.333
edification	prosvjećivanje	joy	0.333
obliging	uslužan	joy	0.333
renovation	obnova	joy	0.333
familiarity	familijarnost	joy	0.333
garden	vrt	joy	0.333
spa	banja	joy	0.333
dawn	zora	joy	0.333
connoisseur	znalac	joy	0.333
partner	partner	joy	0.333
gazing	gleda	joy	0.333
foodie	foodie	joy	0.331
synchronize	sinkronizirati	joy	0.329
tribulation	iskušenje	joy	0.328
healing	liječenje	joy	0.328
saint	svetac	joy	0.328
chirping	cvrkutav	joy	0.328
hobby	hobi	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	pjesma	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	psalm	joy	0.328
pedicure	pedikura	joy	0.328
amnesty	amnestija	joy	0.328
respite	odmor	joy	0.324
mellow	pripit	joy	0.318
lazyday	Lijen dan	joy	0.318
recreational	rekreativno	joy	0.318
restorative	povratan	joy	0.318
cousins	rođaci	joy	0.318
classics	klasična djela	joy	0.318
reconciliation	izmirenje	joy	0.316
dove	golubica	joy	0.312
living	život	joy	0.312
presto	odmah	joy	0.312
crafts	zanati	joy	0.312
recovery	oporavak	joy	0.312
woods	šuma	joy	0.312
sunset	zalazak sunca	joy	0.312
fitness	sposobnost	joy	0.312
playhouse	kazalište	joy	0.312
superman	nadčovjek	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	mudrost	joy	0.312
deal	Dogovor	joy	0.312
simplify	pojednostaviti	joy	0.312
lord	gospodar	joy	0.312
sterling	pravi	joy	0.312
progression	progresija	joy	0.312
relight	opet upaliti	joy	0.312
pony	poni	joy	0.312
infant	dječji	joy	0.309
improvement	poboljšanje	joy	0.309
absolution	oprost	joy	0.306
gently	nježno	joy	0.303
established	osnovan	joy	0.303
honest	pošten, čestit	joy	0.303
decorating	dekoriranje	joy	0.303
endless	beskrajan	joy	0.303
banquet	banket	joy	0.303
providing	pružanje	joy	0.300
mine	rudnik	joy	0.297
fraternal	bratski	joy	0.297
notable	značajan	joy	0.297
feat	podvig	joy	0.297
harvest	žetva	joy	0.297
quaint	čudan	joy	0.297
softly	nježno	joy	0.297
spiritual	duhovni	joy	0.297
morals	moral	joy	0.297
lounging	lounging	joy	0.297
light	svjetlo	joy	0.297
breeze	povjetarac	joy	0.297
strolling	lutajući	joy	0.297
spending	trošenje	joy	0.297
meditating	meditacije	joy	0.297
joker	džoker	joy	0.297
yearning	čežnja	joy	0.297
growth	rast	joy	0.297
fervor	zanos	joy	0.295
quotes	citati	joy	0.294
volunteer	dobrovoljac	joy	0.294
psalms	psalmi	joy	0.288
hippie	hipik	joy	0.288
gain	dobit	joy	0.288
taoism	taoizam	joy	0.288
midwife	primalja	joy	0.288
resources	resursi	joy	0.288
create	stvoriti	joy	0.288
receiving	primanje	joy	0.287
ocean	ocean	joy	0.286
snowfall	padanje snijega	joy	0.286
lsd	LSD	joy	0.286
hiking	pješačenje	joy	0.283
chill	jeza	joy	0.281
truce	primirje	joy	0.281
infinity	beskraj	joy	0.281
toast	tost	joy	0.281
destination	odredište	joy	0.281
buddhist	budistički	joy	0.281
rested	odmoran	joy	0.281
candid	iskren	joy	0.281
evergreen	zimzelen	joy	0.281
unwind	odviti	joy	0.281
buzzing	zujanje	joy	0.281
venerable	prečasni	joy	0.279
balance	ravnoteža	joy	0.275
retirement	povlačenje	joy	0.275
compensate	nadoknaditi	joy	0.273
swim	plivati	joy	0.273
drinks	pića	joy	0.273
devout	pobožan	joy	0.273
buddha	Buda	joy	0.273
rapt	ushićen	joy	0.273
fireplace	kamin	joy	0.273
snowing	snijeg	joy	0.271
sublimation	sublimacija	joy	0.270
fruity	voćni	joy	0.268
humility	poniznost	joy	0.266
paragon	uzor	joy	0.266
ministry	ministarstvo	joy	0.266
sunday	nedjelja	joy	0.266
salute	pozdrav	joy	0.266
fortitude	hrabrost	joy	0.266
whim	hir	joy	0.266
sun	Sunce	joy	0.266
sketching	skiciranje	joy	0.266
