word	Norwegian-no	emotion	emotion-intensity-score
connoisseur	connoisseur	joy	0.333
partner	samboer	joy	0.333
gazing	gazing	joy	0.333
foodie	foodie	joy	0.331
synchronize	synkron	joy	0.329
tribulation	trengsel	joy	0.328
healing	helbredelse	joy	0.328
saint	helgen	joy	0.328
chirping	kvitrer	joy	0.328
hobby	Hobby	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	carol	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	salme	joy	0.328
pedicure	pedikyr	joy	0.328
amnesty	amnesti	joy	0.328
respite	pusterom	joy	0.324
mellow	mellow	joy	0.318
lazyday	NO TRANSLATION	joy	0.318
recreational	rekreasjons	joy	0.318
restorative	restorative	joy	0.318
cousins	søskenbarn	joy	0.318
classics	klassikere	joy	0.318
reconciliation	forsoning	joy	0.316
dove	due	joy	0.312
living	living	joy	0.312
presto	presto	joy	0.312
crafts	håndverk	joy	0.312
recovery	gjenoppretting	joy	0.312
woods	skogen	joy	0.312
sunset	solnedgang	joy	0.312
fitness	Fitness	joy	0.312
playhouse	lekehus	joy	0.312
superman	superman	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	visdom	joy	0.312
deal	avtale	joy	0.312
simplify	forenkle	joy	0.312
lord	lord	joy	0.312
sterling	sterling	joy	0.312
progression	progresjon	joy	0.312
relight	relight	joy	0.312
pony	ponni	joy	0.312
infant	spedbarn	joy	0.309
improvement	forbedring	joy	0.309
absolution	absolusjon	joy	0.306
gently	skånsomt	joy	0.303
established	etablert	joy	0.303
honest	ærlig	joy	0.303
decorating	dekorere	joy	0.303
endless	endeløs	joy	0.303
banquet	bankett	joy	0.303
providing	gi	joy	0.300
mine	min	joy	0.297
fraternal	broderlig	joy	0.297
notable	bemerkelsesverdig	joy	0.297
feat	bragd	joy	0.297
harvest	innhøsting	joy	0.297
quaint	eiendommelig	joy	0.297
softly	mykt	joy	0.297
spiritual	åndelig	joy	0.297
morals	moral	joy	0.297
lounging	slapper	joy	0.297
light	lys	joy	0.297
breeze	bris	joy	0.297
strolling	rusler	joy	0.297
spending	utgifter	joy	0.297
meditating	meditere	joy	0.297
joker	joker	joy	0.297
yearning	lengsel	joy	0.297
growth	vekst	joy	0.297
fervor	inderlighet	joy	0.295
quotes	sitater	joy	0.294
volunteer	frivillig	joy	0.294
psalms	salmer	joy	0.288
hippie	hippie	joy	0.288
gain	gevinst	joy	0.288
taoism	taoisme	joy	0.288
midwife	jordmor	joy	0.288
resources	ressurser	joy	0.288
create	skape	joy	0.288
receiving	mottak	joy	0.287
ocean	hav	joy	0.286
snowfall	snøfall	joy	0.286
lsd	lsd	joy	0.286
hiking	fotturer	joy	0.283
chill	kulden	joy	0.281
truce	våpenhvile	joy	0.281
infinity	evighet	joy	0.281
toast	skål	joy	0.281
destination	mål	joy	0.281
buddhist	buddhist	joy	0.281
rested	uthvilt	joy	0.281
candid	oppriktige	joy	0.281
evergreen	Evergreen	joy	0.281
unwind	koble av	joy	0.281
buzzing	summende	joy	0.281
venerable	ærverdige	joy	0.279
balance	balansere	joy	0.275
retirement	pensjonering	joy	0.275
compensate	kompensere	joy	0.273
swim	svømme	joy	0.273
drinks	drikkevarer	joy	0.273
devout	troende	joy	0.273
buddha	buddha	joy	0.273
rapt	henført	joy	0.273
fireplace	peis	joy	0.273
snowing	snowing	joy	0.271
sublimation	sublime	joy	0.270
fruity	fruktig	joy	0.268
humility	ydmykhet	joy	0.266
paragon	paragon	joy	0.266
ministry	departement	joy	0.266
sunday	søndag	joy	0.266
salute	honnør	joy	0.266
fortitude	heltemot	joy	0.266
whim	innfall	joy	0.266
sun	sol	joy	0.266
sketching	skissere	joy	0.266
waves	bølger	joy	0.266
buddhism	buddhisme	joy	0.266
cathedral	katedral	joy	0.266
yoga	yoga	joy	0.266
artwork	kunstverk	joy	0.265
practiced	praktisert	joy	0.264
clean	ren	joy	0.260
found	funnet	joy	0.258
fitting	fitting	joy	0.258
immerse	senke	joy	0.258
running	løping	joy	0.258
clarity	klarhet	joy	0.258
food	mat	joy	0.258
exercise	trening	joy	0.258
autumn	høst	joy	0.254
ardent	ildfull	joy	0.250
fit	passe	joy	0.250
mountain	fjell	joy	0.250
expedient	hensiktsmessig	joy	0.250
diary	dagbok	joy	0.250
candles	stearinlys	joy	0.250
outdoors	utendørs	joy	0.250
chilled	avkjølt	joy	0.250
clap	klapp	joy	0.250
contagious	smittsom	joy	0.250
chirp	kvitre	joy	0.250
morning	morgen	joy	0.250
visitor	besøkende	joy	0.250
hardy	hardfør	joy	0.250
countryside	landsbygda	joy	0.250
undying	udødelig	joy	0.250
football	Fotball	joy	0.250
advocacy	beslutningspåvirkning	joy	0.250
demonstrative	demonstrative	joy	0.250
cradle	vugge	joy	0.247
trance	transe	joy	0.246
breakfast	frokost	joy	0.242
grow	vokse	joy	0.242
pay	betale	joy	0.242
preservative	konserverings	joy	0.242
intense	intens	joy	0.242
supremacy	overlegenhet	joy	0.242
church	kirke	joy	0.242
procession	prosesjon	joy	0.242
consecration	innvielse	joy	0.235
lifetime	livstid	joy	0.234
nursery	planteskole	joy	0.234
humbled	ydmyket	joy	0.234
vote	stemme	joy	0.234
incense	røkelse	joy	0.234
lyre	lyre	joy	0.234
candle	stearinlys	joy	0.234
snowy	snowy	joy	0.234
doll	dukke	joy	0.234
skiing	stå på ski	joy	0.234
ordination	ordinasjon	joy	0.234
art	Kunst	joy	0.234
salary	lønn	joy	0.234
pastry	kake	joy	0.229
firefly	ildflue	joy	0.227
chilling	kjøling	joy	0.227
remedy	middel	joy	0.227
rescue	redde	joy	0.225
camping	camping	joy	0.221
perspective	perspektiv	joy	0.221
orchard	frukthage	joy	0.221
orchestra	orkester	joy	0.221
possess	eie	joy	0.219
castle	borg	joy	0.219
lamb	lam	joy	0.219
gardens	hager	joy	0.219
breezy	breezy	joy	0.219
mucis	NO TRANSLATION	joy	0.212
bouttime	på tide	joy	0.212
brisk	rask	joy	0.212
countrymusic	NO TRANSLATION	joy	0.212
repay	betale tilbake	joy	0.212
ribbon	bånd	joy	0.212
pho	pho	joy	0.212
reggae	reggae	joy	0.212
raindrops	regndråper	joy	0.212
listneing	NO TRANSLATION	joy	0.212
teach	lære bort	joy	0.212
nap	lur	joy	0.206
stillness	stillhet	joy	0.203
chant	chant	joy	0.203
hire	leie	joy	0.203
vernal	vernal	joy	0.203
cove	vik	joy	0.203
uncontrollable	ustyrlig	joy	0.203
legalized	legalisert	joy	0.203
unexpected	uventet	joy	0.203
lights	lys	joy	0.203
save	lagre	joy	0.200
atone	sone	joy	0.197
trees	trær	joy	0.197
pastor	pastor	joy	0.197
symmetry	symmetri	joy	0.197
oneday	NO TRANSLATION	joy	0.197
scripture	skrift	joy	0.196
mountains	fjellene	joy	0.194
pathway	pathway	joy	0.188
walking	gå	joy	0.188
craziness	galskap	joy	0.188
soppy	soppy	joy	0.188
tea	te	joy	0.188
quiet	stille	joy	0.188
forefathers	forfedre	joy	0.188
liquor	brennevin	joy	0.188
custom	tilpasset	joy	0.188
whiteness	hvithet	joy	0.188
sympathetic	medfølende	joy	0.188
patient	pasient	joy	0.186
dollhouse	dukkehus	joy	0.182
bath	bad	joy	0.182
score	poengsum	joy	0.182
movingon	går videre	joy	0.182
supporter	supporter	joy	0.180
accompaniment	akkompagnement	joy	0.179
pursuit	forfølgelse	joy	0.176
outburst	utbrudd	joy	0.176
frosty	kald	joy	0.174
workout	trene	joy	0.172
closure	nedleggelse	joy	0.172
luncheon	lunsj	joy	0.172
service	service	joy	0.172
wintery	vinterlig	joy	0.172
wages	lønn	joy	0.169
civilized	sivilisert	joy	0.169
fain	NO TRANSLATION	joy	0.167
december	desember	joy	0.167
acrobat	akrobat	joy	0.162
glide	glid	joy	0.162
finally	endelig	joy	0.157
reproductive	reproduktiv	joy	0.156
elf	Alv	joy	0.156
organization	organisasjon	joy	0.156
stroll	spasere	joy	0.156
peppermint	peppermynte	joy	0.156
break	gå i stykker	joy	0.156
chai	chai	joy	0.156
obtainable	oppnåelig	joy	0.156
bathtub	badekar	joy	0.156
advent	advent	joy	0.152
scifi	Sci-fi	joy	0.152
balm	balsam	joy	0.152
measured	målt	joy	0.152
spaniel	spaniel	joy	0.145
tan	tan	joy	0.141
ditty	ditty	joy	0.141
bubble	boble	joy	0.141
simple	enkel	joy	0.141
oils	oljer	joy	0.141
beer	øl	joy	0.141
green	grønn	joy	0.137
buss	buss	joy	0.136
books	bøker	joy	0.136
makingdisciples	NO TRANSLATION	joy	0.136
chow	chow	joy	0.135
pitter	pitter	joy	0.134
flows	flyter	joy	0.130
silence	stillhet	joy	0.127
roadster	roadster	joy	0.125
solitude	ensomhet	joy	0.125
bookstore	bokhandel	joy	0.125
wine	vin	joy	0.125
circumstances	omstendigheter	joy	0.125
japan	japan	joy	0.121
soak	suge	joy	0.121
wilderness	villmark	joy	0.121
priesthood	prestedømmet	joy	0.121
critical	kritisk	joy	0.116
neutral	nøytral	joy	0.114
untie	knytte opp	joy	0.109
hunting	jakt	joy	0.109
opera	opera	joy	0.109
weight	vekt	joy	0.109
white	hvit	joy	0.109
sand	sand	joy	0.109
wind	vind	joy	0.109
labor	arbeid	joy	0.106
classical	klassisk	joy	0.106
affliction	lidelse	joy	0.103
lake	innsjø	joy	0.103
organ	organ	joy	0.094
dwelling	bolig	joy	0.094
tree	tre	joy	0.090
pond	dam	joy	0.089
marrow	marg	joy	0.078
latte	latte	joy	0.078
sipping	nipper	joy	0.076
benign	godartet	joy	0.074
majority	flertall	joy	0.073
leaf	blad	joy	0.065
troubles	problemer	joy	0.062
basketball	basketball	joy	0.062
explosions	eksplosjoner	joy	0.061
cream	krem	joy	0.061
shepherd	gjeter	joy	0.058
tuesday	tirsdag	joy	0.047
turbulence	turbulens	joy	0.045
calf	kalv	joy	0.040
hardship	motgang	joy	0.031
sixty	seksti	joy	0.016
unhappiness	ulykkelighet	joy	0.016
heartbreaking	hjerteknusende	sadness	0.969
mourning	sorg	sadness	0.969
tragic	tragisk	sadness	0.961
holocaust	holocaust	sadness	0.953
suicidal	suicidal	sadness	0.941
misery	elendighet	sadness	0.938
massacre	massakre	sadness	0.931
euthanasia	aktiv dødshjelp	sadness	0.927
depression	depresjon	sadness	0.925
bereavement	sorg	sadness	0.922
grieving	sørg	sadness	0.922
fatal	fatal	sadness	0.922
bereaved	etterlatte	sadness	0.920
devastation	ødeleggelse	sadness	0.917
death	død	sadness	0.915
devastated	knust	sadness	0.912
suicide	selvmord	sadness	0.912
catastrophe	katastrofe	sadness	0.911
horrifying	forferdelig	sadness	0.907
tragedy	tragedie	sadness	0.906
depressing	deprimerende	sadness	0.906
died	døde	sadness	0.906
anguish	kval	sadness	0.902
agony	smerte	sadness	0.900
deadly	dødelig	sadness	0.898
weeping	gråt	sadness	0.896
stillbirth	dødfødsel	sadness	0.891
deceased	avdød	sadness	0.891
murderer	morder	sadness	0.877
devastating	ødeleggende	sadness	0.875
rape	voldtekt	sadness	0.875
cancer	kreft	sadness	0.875
dying	døende	sadness	0.875
sadness	tristhet	sadness	0.864
morbidity	dødelighet	sadness	0.864
crucifixion	korsfestelsen	sadness	0.859
grief	sorg	sadness	0.859
depressed	deprimert	sadness	0.859
traumatic	traumatisk	sadness	0.859
atrocity	grusomhet	sadness	0.859
execution	henrettelse	sadness	0.859
abandonment	oppgivelse	sadness	0.859
perish	omkomme	sadness	0.859
cadaver	kadaver	sadness	0.853
treachery	forræderi	sadness	0.848
betrayed	forrådt	sadness	0.848
sad	lei seg	sadness	0.844
destroyed	ødelagt	sadness	0.844
miserable	elendig	sadness	0.844
persecution	forfølgelse	sadness	0.844
funeral	begravelse	sadness	0.844
slaughtering	slakting	sadness	0.844
horrific	forferdelig	sadness	0.844
homicide	drap	sadness	0.844
hopelessness	håpløshet	sadness	0.844
grieve	sørge	sadness	0.844
sorrow	sorg	sadness	0.844
suffering	lidelse	sadness	0.844
murderous	morderisk	sadness	0.844
unhappiness	ulykkelighet	sadness	0.839
crippled	forkrøplet	sadness	0.836
bloodshed	blodsutgytelse	sadness	0.836
pained	smertelig	sadness	0.833
manslaughter	uaktsomt drap	sadness	0.833
carnage	blodbad	sadness	0.833
unbearable	uutholdelig	sadness	0.830
stillborn	dødfødt	sadness	0.830
slavery	slaveri	sadness	0.828
torment	pine	sadness	0.828
sickness	sykdom	sadness	0.828
enslaved	slaver	sadness	0.828
casualty	havari	sadness	0.828
morbid	sykelig	sadness	0.828
murder	mord	sadness	0.828
mourn	sørge over	sadness	0.828
helplessness	hjelpeløshet	sadness	0.828
annihilation	utslettelse	sadness	0.828
abandoned	forlatt	sadness	0.828
horrors	grusomheter	sadness	0.828
mutilation	lemlestelse	sadness	0.828
annihilated	utslettet	sadness	0.828
miscarriage	spontanabort	sadness	0.824
starvation	sult	sadness	0.819
killing	drap	sadness	0.812
failure	svikt	sadness	0.812
famine	hungersnød	sadness	0.812
distraught	fortvilet	sadness	0.812
childloss	NO TRANSLATION	sadness	0.812
burial	begravelse	sadness	0.812
disgrace	vanære	sadness	0.812
cruelty	grusomhet	sadness	0.812
despair	fortvilelse	sadness	0.812
saddens	trist og bedrøvet	sadness	0.812
oppression	undertrykkelse	sadness	0.812
sadly	dessverre	sadness	0.812
mournful	sørgmodig	sadness	0.812
terrorism	terrorisme	sadness	0.812
heartache	hjertesorg	sadness	0.812
bloody	blodig	sadness	0.806
perishing	fortapt	sadness	0.804
inhumanity	umenneskelighet	sadness	0.804
malignancy	malignitet	sadness	0.803
mortification	mortifikasjon	sadness	0.802
sarcoma	sarkom	sadness	0.797
lifeless	livløs	sadness	0.797
perished	omkom	sadness	0.797
dreadful	dreadful	sadness	0.797
devastate	ødelegge	sadness	0.797
dreadfully	fryktelig	sadness	0.797
gallows	galgen	sadness	0.797
lethal	dødelig	sadness	0.797
desolation	ødeleggelse	sadness	0.797
kill	drepe	sadness	0.797
slave	slave	sadness	0.797
mortuary	likhus	sadness	0.797
assassination	attentat	sadness	0.797
leukemia	leukemi	sadness	0.797
brokenheart	NO TRANSLATION	sadness	0.792
banishment	forvisning	sadness	0.790
afflict	plage	sadness	0.789
disheartened	motløs	sadness	0.788
bury	begrave	sadness	0.781
crying	gråt	sadness	0.781
tumour	svulst	sadness	0.781
heartbreak	sorg	sadness	0.781
desecration	skjending	sadness	0.781
demoralized	demoralisert	sadness	0.781
terrorize	terror	sadness	0.781
die	NO TRANSLATION	sadness	0.773
lynch	lynch	sadness	0.773
sufferer	lidende	sadness	0.770
loneliness	ensomhet	sadness	0.766
cemetery	gravplass	sadness	0.766
destitute	nødlidende	sadness	0.766
torture	tortur	sadness	0.766
abortion	abort	sadness	0.766
diseased	død	sadness	0.766
condolence	kondolanse	sadness	0.766
fatality	dødsulykke	sadness	0.766
dismemberment	lemlesting	sadness	0.766
doomed	dømt	sadness	0.766
fearful	engstelig	sadness	0.766
slayer	slakter	sadness	0.766
painfully	smertefullt	sadness	0.758
moribund	døende	sadness	0.758
disaster	katastrofe	sadness	0.758
depress	trykke	sadness	0.755
condemnation	fordømmelse	sadness	0.754
desperation	desperasjon	sadness	0.750
hemorrhage	blødning	sadness	0.750
unhappy	ulykkelig	sadness	0.750
pandemic	pandemi	sadness	0.750
corpse	lik	sadness	0.750
depressive	depressiv	sadness	0.750
deplorable	beklagelig	sadness	0.750
defeated	nedkjempet	sadness	0.750
doomsday	dommedag	sadness	0.750
cry	gråte	sadness	0.750
victimized	utsatt	sadness	0.750
obliteration	utslettelse	sadness	0.750
damnation	fortapelse	sadness	0.750
guilt	skyld	sadness	0.750
sickening	kvalm	sadness	0.750
terrorist	terrorist	sadness	0.750
sorrowful	sorgfull	sadness	0.750
incest	incest	sadness	0.750
painful	smertefull	sadness	0.750
abduction	bortføring	sadness	0.750
regretful	angrende	sadness	0.750
unfairness	urettferdighet	sadness	0.745
molestation	overgrep	sadness	0.744
exile	eksil	sadness	0.742
abysmal	abysmal	sadness	0.742
hellish	jævli	sadness	0.738
exterminate	utrydde	sadness	0.736
earthquake	jordskjelv	sadness	0.734
betrayal	forræderi	sadness	0.734
orphan	foreldreløs	sadness	0.734
slaughter	slakte	sadness	0.734
disgraced	vanæret	sadness	0.734
battered	ramponert	sadness	0.734
assassin	snikmorder	sadness	0.734
horrid	vemmelig	sadness	0.734
miserably	stort	sadness	0.734
lonesome	ensom	sadness	0.734
morgue	likhus	sadness	0.734
disastrous	katastrofal	sadness	0.734
warfare	krigføring	sadness	0.734
destroying	ødelegge	sadness	0.734
homeless	hjemløs	sadness	0.734
listless	giddeløs	sadness	0.729
unfortunately	dessverre	sadness	0.727
grave	grav	sadness	0.727
emptiness	tomhet	sadness	0.727
alienated	fremmedgjort	sadness	0.727
fraught	nervøs	sadness	0.722
emaciated	avmagret	sadness	0.719
malicious	skadelig	sadness	0.719
atrophy	atrofi	sadness	0.719
cripple	krøpling	sadness	0.719
ashamed	skamfull	sadness	0.719
leprosy	spedalskhet	sadness	0.719
violently	voldelig	sadness	0.719
disheartening	nedslående	sadness	0.719
cried	gråt	sadness	0.719
woe	ve	sadness	0.719
horror	skrekk	sadness	0.719
heartless	hjerteløs	sadness	0.719
forsaken	forlatt	sadness	0.719
paralysis	lammelse	sadness	0.719
missing	savnet	sadness	0.719
danger	fare	sadness	0.719
pain	smerte	sadness	0.719
demise	død	sadness	0.717
disgruntled	misfornøyd	sadness	0.712
rejected	avvist	sadness	0.712
sickly	sykelig	sadness	0.712
violence	vold	sadness	0.712
torn	revet	sadness	0.710
calamity	ulykke	sadness	0.709
grim	uhyggelig	sadness	0.708
grievous	alvorlig	sadness	0.704
disfigured	vansiret	sadness	0.703
punishing	straffe	sadness	0.703
extinct	utryddet	sadness	0.703
meltdown	nedsmelting	sadness	0.703
oppressor	undertrykker	sadness	0.703
deformed	deformert	sadness	0.703
slaughterhouse	slakteri	sadness	0.703
humiliate	ydmyke	sadness	0.703
inhuman	umenneskelig	sadness	0.703
decomposition	nedbrytning	sadness	0.703
suffocating	kvelende	sadness	0.703
hearse	likvogn	sadness	0.703
incurable	uhelbredelig	sadness	0.703
buried	begravet	sadness	0.703
paralyzed	lammet	sadness	0.703
carcinoma	karsinom	sadness	0.703
deformity	misdannelse	sadness	0.703
crushed	knust	sadness	0.703
isolate	isolere	sadness	0.703
tearful	tårevått	sadness	0.703
abandon	forlate	sadness	0.703
obit	obit	sadness	0.703
strangle	kvele	sadness	0.703
victim	offer	sadness	0.703
isolation	isolasjon	sadness	0.703
lifesucks	livet suger	sadness	0.700
hell	helvete	sadness	0.700
ruinous	ødeleggende	sadness	0.698
widow	enke	sadness	0.697
banish	forvise	sadness	0.697
accursed	forbannet	sadness	0.697
ruined	ruinert	sadness	0.697
vanished	forsvant	sadness	0.695
displaced	fortrenges	sadness	0.691
poverty	fattigdom	sadness	0.690
hospice	hospice	sadness	0.688
insanity	galskap	sadness	0.688
depraved	fordervet	sadness	0.688
shooting	skyting	sadness	0.688
stab	stikke	sadness	0.688
pathetic	patetisk	sadness	0.688
foreveralone	foreveralone	sadness	0.688
dementia	demens	sadness	0.688
travesty	parodi	sadness	0.688
nohope	NO TRANSLATION	sadness	0.688
infidelity	utroskap	sadness	0.688
epidemic	epidemi	sadness	0.688
teary	tårevåte	sadness	0.688
widower	enkemann	sadness	0.688
terminal	terminal	sadness	0.688
neglected	forsømt	sadness	0.688
illness	sykdom	sadness	0.688
regretting	angre	sadness	0.688
imprisoned	fengslet	sadness	0.688
hurtful	sårende	sadness	0.688
banished	forvist	sadness	0.688
hurt	skade	sadness	0.688
deserted	forlatt	sadness	0.688
hopeless	håpløs	sadness	0.688
sob	NO TRANSLATION	sadness	0.688
loss	tap	sadness	0.688
dismissal	avskjedigelse	sadness	0.686
alienation	fremmedgjøring	sadness	0.685
hardship	motgang	sadness	0.685
choke	kvele	sadness	0.682
kidnap	kidnappe	sadness	0.682
bleeding	blør	sadness	0.673
obituary	nekrolog	sadness	0.672
missingyou	NO TRANSLATION	sadness	0.672
disabled	funksjonshemmet	sadness	0.672
outcast	utstøtt	sadness	0.672
poison	gift	sadness	0.672
abortive	mislykket	sadness	0.672
gory	blodig	sadness	0.672
disparage	nedvurdere	sadness	0.672
wail	jamre	sadness	0.672
malevolent	ondskapsfull	sadness	0.672
imprisonment	fengsling	sadness	0.672
wretch	stakkar	sadness	0.672
feelingdown	NO TRANSLATION	sadness	0.672
wretched	elendig	sadness	0.672
belittle	bagatelliserer	sadness	0.672
punished	straffet	sadness	0.672
deprivation	deprivasjon	sadness	0.672
evil	ond	sadness	0.672
coffin	kiste	sadness	0.672
woefully	sørgelig	sadness	0.672
decomposed	dekomponeres	sadness	0.672
frightful	skrekkelig	sadness	0.672
despairing	fortvilet	sadness	0.672
barren	ufruktbar	sadness	0.670
poisoned	forgiftet	sadness	0.667
executioner	bøddel	sadness	0.667
disease	sykdom	sadness	0.665
oppress	undertrykke	sadness	0.664
disembodied	disembodied	sadness	0.660
tear	rive	sadness	0.656
shitty	shitty	sadness	0.656
lamenting	jamret	sadness	0.656
ruin	ruin	sadness	0.656
weep	gråte	sadness	0.656
lonely	ensom	sadness	0.656
jail	fengsel	sadness	0.656
steal	stjele	sadness	0.656
mangle	mangle	sadness	0.656
hate	hat	sadness	0.656
ailing	skrantende	sadness	0.656
dreary	kjedelig	sadness	0.656
bleak	bleik	sadness	0.656
polio	polio	sadness	0.656
blighted	blighted	sadness	0.656
casket	skrin	sadness	0.656
demonic	demoniske	sadness	0.656
peril	Peril	sadness	0.656
carcass	skrott	sadness	0.653
beating	slår	sadness	0.652
regretted	angret	sadness	0.652
cowardice	feighet	sadness	0.652
disability	uførhet	sadness	0.648
affliction	lidelse	sadness	0.645
poisonous	giftig	sadness	0.641
emergency	nødsituasjon	sadness	0.641
perilous	farefull	sadness	0.641
awful	fryktelig	sadness	0.641
terribly	fryktelig	sadness	0.641
scourge	svøpe	sadness	0.641
sinful	syndig	sadness	0.641
stricken	slått	sadness	0.641
hatred	hat	sadness	0.641
powerless	maktesløs	sadness	0.641
termination	avslutning	sadness	0.641
exorcism	eksorsisme	sadness	0.641
woeful	sørgelig	sadness	0.641
drown	drukne	sadness	0.641
inequality	ulikhet	sadness	0.641
infertility	infertilitet	sadness	0.641
incarceration	fengsling	sadness	0.641
failing	sviktende	sadness	0.641
worry	bekymre	sadness	0.641
shroud	liksvøpet	sadness	0.641
psychosis	psykose	sadness	0.638
demolish	rive	sadness	0.636
lament	beklage	sadness	0.636
disappointed	skuffet	sadness	0.636
dismay	forferdelse	sadness	0.636
burdensome	tyngende	sadness	0.634
shattered	knust	sadness	0.630
mausoleum	mausoleum	sadness	0.630
gloom	tungsinn	sadness	0.625
regret	angre	sadness	0.625
cursed	forbannet	sadness	0.625
impotence	maktesløshet	sadness	0.625
terminate	terminere	sadness	0.625
oppressive	undertrykkende	sadness	0.625
insurmountable	uoverstigelig	sadness	0.625
abuse	misbruke	sadness	0.625
forlorn	laus	sadness	0.625
tyrant	tyrann	sadness	0.625
disappointing	skuff	sadness	0.625
wound	sår	sadness	0.625
demolished	revet ned	sadness	0.625
palsy	parese	sadness	0.625
schizophrenia	schizofreni	sadness	0.625
undesired	uønsket	sadness	0.625
hurting	sårer	sadness	0.625
lost	tapt	sadness	0.625
duress	tvang	sadness	0.625
bitterly	bittert	sadness	0.625
dishonor	vanære	sadness	0.625
posthumous	posthum	sadness	0.625
wrecked	ødelagt	sadness	0.625
deteriorate	forringes	sadness	0.625
divorce	skilsmisse	sadness	0.623
soulless	sjelløse	sadness	0.623
melancholy	melankoli	sadness	0.621
cremation	kremasjon	sadness	0.621
