word	Somali-so	emotion	emotion-intensity-score
holiday	fasax	joy	0.712
intimate	sokeeye	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	xiiraan	joy	0.706
rave	rave	joy	0.706
proud	kibir	joy	0.704
truelove	jacayl run	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	cajiib ah	joy	0.703
goodnews	War wanaagsan	joy	0.703
optimism	rajada	joy	0.703
satisfying	ku qanacsan yihiin	joy	0.703
gooood	goood	joy	0.703
sweetest	ugu macaan	joy	0.703
cherish	qadarin	joy	0.703
goodlife	nolol wanaagsan	joy	0.703
beautification	qurxinta	joy	0.703
appreciates	waan ku mahadsanahay	joy	0.703
winning	guuleysta	joy	0.703
cuddled	jilicsan	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	madadaalo	joy	0.700
excite	xiiso leh	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	dhalashada	joy	0.691
metime	Muuqaalka	joy	0.688
favorite	jecel	joy	0.688
honored	sharaf leh	joy	0.688
content	content	joy	0.688
godsend	ilaahyo	joy	0.688
entertaining	madadaalo	joy	0.688
angelic	malaa'ig	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	adayga	joy	0.688
exquisite	aad u fiican	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	qaali ah	joy	0.682
majestic	haybad	joy	0.682
appreciated	qadarin	joy	0.682
luscious	kalsooni	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	la dhoola tiray	joy	0.682
bestfriends	saaxiibo fiican	joy	0.682
exaltation	xifdinta	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	dhalaalaya	joy	0.682
tranquility	xasilooni	joy	0.679
marry	guursato	joy	0.676
embrace	isku duub	joy	0.676
positively	si wanaagsan	joy	0.676
dearest	qaali	joy	0.672
relaxation	nasasho	joy	0.672
accomplished	dhammeystiray	joy	0.672
hug	hug	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	baday	joy	0.672
grin	gariir	joy	0.672
enliven	dardargelinta	joy	0.672
contentment	ku qanacsan	joy	0.672
hilarious	qosol badan	joy	0.672
giggles	gigasho	joy	0.672
bountiful	sharaf badan	joy	0.667
victor	guul	joy	0.667
adore	adore	joy	0.667
boisterous	qallafsan	joy	0.667
fulfilled	dhammaystiray	joy	0.667
fulfill	dhammaystir	joy	0.664
cuddles	jilicsan	joy	0.662
prosperous	barwaaqo	joy	0.660
romanticism	jacaylka	joy	0.656
humor	heeso	joy	0.656
glow	dhalaalaya	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	wacan	joy	0.656
appreciation	qadarin	joy	0.656
encouraged	lagu dhiirigeliyay	joy	0.656
satisfy	ku qancaan	joy	0.656
serenity	Xoriyad	joy	0.656
captivate	qadarin	joy	0.656
besties	sheyga	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	qanacsanaanta	joy	0.652
treasure	khasnadda	joy	0.652
engaged	ku hawlan	joy	0.652
praises	ammaanay	joy	0.652
abundance	faro badan	joy	0.652
fortunes	nasiib wanaag	joy	0.652
relaxing	nasashada	joy	0.652
praised	ammaanay	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	dhammeystirid	joy	0.647
affection	jacaylka	joy	0.647
relieved	niyad jabay	joy	0.647
carnival	carnival	joy	0.643
divine	rabbaani	joy	0.641
saintly	saintly	joy	0.641
harmoniously	isku dhafan	joy	0.641
achieve	gaari	joy	0.641
thanksgiving	mahadsanid	joy	0.641
jackpot	jackpot	joy	0.641
priceless	qiimo la'aan	joy	0.641
sensuality	dareenka	joy	0.641
champion	horyaal	joy	0.641
wedding	arooska	joy	0.641
uplifting	xajinta	joy	0.641
climax	duufaan	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	nabad	joy	0.636
twinkle	lakin	joy	0.636
reverie	wareer	joy	0.636
exalt	sare u qaad	joy	0.636
winner	ku guuleystey	joy	0.636
felicity	farxad	joy	0.636
cuddle	guntiga	joy	0.636
comforting	raaxaysi	joy	0.636
honeymoon	malab	joy	0.636
xoxo	xoxo	joy	0.634
amusing	xiiso leh	joy	0.625
reward	abaalmarin	joy	0.625
fondness	jeclaan	joy	0.625
hearts	qalbiga	joy	0.625
brighter	iftiin	joy	0.625
sweet	macaan	joy	0.625
stargazing	Xakameyn	joy	0.625
festival	Dabaaldag	joy	0.625
snuggling	qabashada	joy	0.625
generosity	deeqsinimo	joy	0.625
gorgeous	qurux badan	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	jinsi	joy	0.622
parade	madadaalo	joy	0.621
applause	sacab	joy	0.621
genial	geedka	joy	0.621
beauty	qurux	joy	0.621
kind	nooca	joy	0.621
newlife	nolol cusub	joy	0.618
aspiring	dardargelinta	joy	0.618
fulfilling	dhammeystiray	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	fiican	joy	0.613
kiss	dhunkasho	joy	0.610
winnings	guuleysiga	joy	0.609
praiseworthy	amaan	joy	0.609
rainbows	qorraxda	joy	0.609
generous	deeqsi ah	joy	0.609
enlightenment	madadaalo	joy	0.609
playful	ciyaara	joy	0.609
christmas	christmas	joy	0.609
super	super	joy	0.609
elegance	xarrago	joy	0.609
rekindle	dib u noqo	joy	0.609
awards	abaalmarino	joy	0.609
adorable	adorable	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	madax-bannaani	joy	0.607
successful	guulaystay	joy	0.606
onelove	onelove	joy	0.606
kindness	roonaan	joy	0.606
freely	si xor ah	joy	0.606
surprises	cajiib ah	joy	0.606
inspired	waxyoonay	joy	0.606
hilarity	hilarity	joy	0.606
wonder	yaaba	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	madadaalo	joy	0.603
whimsical	dabiici ah	joy	0.603
passion	dabacsanaan	joy	0.603
beautify	qurxiyo	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	qorrax dhaca	joy	0.600
godisgood	godisgood	joy	0.597
whoo	xagaa	joy	0.594
angel	malaa'ig	joy	0.594
thankgod	mahad Ilaah	joy	0.594
accomplishment	guuleysiga	joy	0.594
flirt	flirt	joy	0.594
goodmusic	wanaag	joy	0.594
snuggled	la daboolay	joy	0.594
revere	dib uga noqo	joy	0.594
inspire	dhiiri galin	joy	0.594
fanfare	fanaaniin	joy	0.594
peacefully	si nabad ah	joy	0.594
jesus	Ciise	joy	0.594
goodies	wanaag	joy	0.594
heroic	geesinimo	joy	0.591
fortune	hanti	joy	0.591
friendship	saaxiibtinimo	joy	0.591
singing	heeso	joy	0.591
exalted	la sarraysiiyey	joy	0.591
summer	xagaaga	joy	0.591
highest	ugu sareeya	joy	0.591
overflowing	buuxiyey	joy	0.588
contented	ku qancay	joy	0.588
woot	woot	joy	0.588
rollicking	riixid	joy	0.588
hope	rajo	joy	0.586
accolade	abaalmarin	joy	0.586
cozy	raaxo	joy	0.583
delicious	delicious	joy	0.579
friendly	saaxiibtinimo	joy	0.578
sensuous	xasaasi ah	joy	0.578
darling	jacayl	joy	0.578
picturesque	sawir	joy	0.578
raving	ruxaya	joy	0.578
praise	ammaan	joy	0.578
everlasting	weligiisba	joy	0.578
ambition	hami	joy	0.578
thelife	nolosha	joy	0.578
sparkle	jilicsan	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	Gabar nasiib badan	joy	0.576
flattering	foorarinta	joy	0.576
sensual	dareen ah	joy	0.576
heroism	geesinimada	joy	0.576
succeeding	guuleysiga	joy	0.576
grace	nimco	joy	0.576
peace	nabadda	joy	0.576
livelife	noolelife	joy	0.574
special	gaar ah	joy	0.574
tantalizing	tantalising	joy	0.572
pumped	bamgareyn	joy	0.567
worthwhile	qiimo leh	joy	0.562
revels	revels	joy	0.562
prevail	ku guuleysta	joy	0.562
liking	jecel	joy	0.562
sunny	qorraxda	joy	0.562
relax	nasasho	joy	0.562
surprise	yaabay	joy	0.562
hugs	hugsasho	joy	0.562
admirable	farxad leh	joy	0.562
hero	hero	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	cajiib	joy	0.562
sweets	macmacaanka	joy	0.562
prosper	barwaaqooba	joy	0.562
superstar	superstar	joy	0.562
favorable	wanaagsan	joy	0.561
bless	barakee	joy	0.561
tenderness	raaxo	joy	0.561
freedom	xorriyadda	joy	0.561
masterpiece	sawirqaade	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	riyooyin	joy	0.559
hopeful	rajo	joy	0.559
home	guriga	joy	0.559
cruising	socodka	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	daacadnimo	joy	0.553
closeness	dhowaansho	joy	0.552
eagerness	xiiso leh	joy	0.552
comfy	jilicsan	joy	0.551
sunshine	qorraxda	joy	0.551
confidence	kalsooni	joy	0.547
mistletoe	sharoobada	joy	0.547
elite	suuban	joy	0.547
celestial	celestial	joy	0.547
heart	wadnaha	joy	0.547
completion	dhammeystiraan	joy	0.547
good	wanaagsan	joy	0.547
daughter	gabadh	joy	0.547
gifts	hadiyado	joy	0.547
astonishment	yaab	joy	0.547
bonus	gunno	joy	0.547
goodmorning	subax wanaagsan	joy	0.547
lifted	kor u qaaday	joy	0.547
zeal	qiiro	joy	0.547
illuminate	iftiin	joy	0.547
gift	hadiyad	joy	0.547
vacation	fasax	joy	0.547
charmed	soo jiidasho leh	joy	0.546
recreation	madadaalo	joy	0.545
encouragement	dhiirigelin	joy	0.545
gush	gush	joy	0.545
sublime	sublime	joy	0.545
dance	qoob ka ciyaarka	joy	0.545
god	ilaah	joy	0.545
free	bilaash	joy	0.544
freshstart	freshstart	joy	0.544
savior	badbaadiye	joy	0.543
sanctuary	meel quduus ah	joy	0.541
grandchildren	carruurta ay dhaleen	joy	0.540
wellness	caafimaadka	joy	0.537
revel	revel	joy	0.534
inspirational	dhiirigelinta	joy	0.531
savor	dhadhan	joy	0.531
matrimony	xaaska	joy	0.531
money	lacag	joy	0.531
rainbow	xashiish	joy	0.531
confident	kalsooni	joy	0.531
bridal	aroos	joy	0.531
music	muusikada	joy	0.531
fab	fab	joy	0.531
serene	hoog	joy	0.531
alive	nool	joy	0.531
holiness	quduusnaan	joy	0.531
vitality	xoogsaarid	joy	0.531
liberation	xoraynta	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	sariirta	joy	0.531
soar	kor	joy	0.531
firstborn	curadka koowaad	joy	0.531
elegant	qarsoodi ah	joy	0.530
mastery	baqdin	joy	0.530
illumination	iftiin	joy	0.530
welcomed	soo dhoweeyeen	joy	0.530
warmth	diirimaad	joy	0.530
blossom	ubax	joy	0.530
glimmer	dhalaalaya	joy	0.530
faithful	aamin ah	joy	0.529
treat	daawee	joy	0.529
snuggles	qashinka	joy	0.522
laurels	xafladaha	joy	0.521
commendable	la ammaano	joy	0.519
powerful	xoog leh	joy	0.516
silly	nacas	joy	0.516
zest	xaas	joy	0.516
presents	hadiyado	joy	0.516
succeed	guuleysta	joy	0.516
jingle	jingle	joy	0.516
remarkable	cajiib ah	joy	0.516
greeted	salaamay	joy	0.516
brotherly	walaal ahaan	joy	0.516
pride	kibir	joy	0.516
strengthening	Xoojinta	joy	0.516
aspire	dareen	joy	0.516
abundant	badan	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	xariif ah	joy	0.516
almighty	Ilaaha Qaadirka ah	joy	0.516
fancy	qurux badan	joy	0.516
zen	zen	joy	0.515
coronation	dharbaaxo	joy	0.515
kudos	kudos	joy	0.515
vivid	muuqata	joy	0.515
leisure	riwaayado	joy	0.515
complete	dhammeystiray	joy	0.515
cutie	cutie	joy	0.515
newme	cusub	joy	0.515
familytime	waqtiga qoyska	joy	0.515
animated	animated	joy	0.515
spirit	ruux	joy	0.515
thanking	mahadsanid	joy	0.515
kid	caruur	joy	0.515
shining	dhalaalaya	joy	0.515
payday	mushaharka	joy	0.515
princely	amiir	joy	0.515
reunited	dib u midoobeen	joy	0.515
therapeutic	daaweyn	joy	0.515
comfort	raaxo	joy	0.515
godly	Ilaahow	joy	0.514
marriage	guurka	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	xiriirka	joy	0.514
spouse	xaaska	joy	0.507
intimately	ugu dhow	joy	0.507
accomplish	dhammaystir	joy	0.500
excel	sare	joy	0.500
inviting	soo dhaweynta	joy	0.500
meritorious	uqaabilsan	joy	0.500
diamond	dheeman	joy	0.500
nature	dabeecadda	joy	0.500
dignity	sharaf	joy	0.500
family	qoyska	joy	0.500
soulful	niyadjab	joy	0.500
charitable	sadaqo	joy	0.500
encourage	dhiirigeli	joy	0.500
friends	saaxiibo	joy	0.500
satisfied	ku qanacsan yihiin	joy	0.500
welcoming	soo dhoweyn	joy	0.500
healthy	caafimaad leh	joy	0.500
surreal	dhab ah	joy	0.500
refreshed	cusbooneysiiyay	joy	0.500
beach	xeebta	joy	0.500
motherhood	hooyada	joy	0.500
respect	ixtiraam	joy	0.500
gem	maraakiibta	joy	0.500
erotic	erotic	joy	0.500
visionary	aragti	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	guulaystay	joy	0.500
christ	Masiixi	joy	0.500
memorable	xusuusi	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	ilmaha	joy	0.500
purr	purr	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	sax	joy	0.500
bloom	Bloom	joy	0.500
carefree	daryeel la'aan	joy	0.500
aura	aura	joy	0.493
health	caafimaadka	joy	0.493
liberty	xorriyadda	joy	0.486
approved	ansixiyay	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	oasis	joy	0.486
rapture	rayrayn	joy	0.485
engaging	ka qaybqaadashada	joy	0.485
crowning	taajirnimo	joy	0.485
aspiration	rabitaan	joy	0.485
prestige	sharaf	joy	0.485
crescendo	Crescendo	joy	0.485
gentle	neceb	joy	0.485
liberate	xor u ah	joy	0.485
betrothed	xannibay	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	abaalmarin	joy	0.485
privileged	mudnaanta	joy	0.485
loyal	daacad	joy	0.485
inseparable	aan kala sooc lahayn	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	dayuurad	joy	0.484
trophy	koob	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	nasiib	joy	0.484
creativity	hal-abuurka	joy	0.484
destiny	kadiba	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	transcendence	joy	0.484
bouquet	bouquet	joy	0.484
chocolate	shukulaatada	joy	0.484
aloha	aloha	joy	0.484
yummy	hurdo	joy	0.484
dream	riyo	joy	0.484
desire	rabitaan	joy	0.484
boyfriend	saaxiibka	joy	0.480
commemoration	xusuusin	joy	0.479
intelligence	sirdoon	joy	0.477
readiness	diyaar	joy	0.473
friend	saaxiib	joy	0.471
enthusiast	dhiirigeliya	joy	0.471
bride	aroos	joy	0.471
lush	luuq	joy	0.470
calming	xasilinta	joy	0.470
inheritance	dhaxalka	joy	0.470
kiddo	kiddo	joy	0.470
massage	duugista	joy	0.470
tickle	isku day	joy	0.470
adventure	xiiso	joy	0.470
nostalgia	nostalgia	joy	0.470
soothe	yareeyo	joy	0.470
goals	yoolalka	joy	0.469
luster	baaqul	joy	0.469
giving	bixinta	joy	0.469
princess	princess	joy	0.469
heartily	qalbi jilicsan	joy	0.469
benevolence	dhiiranaan	joy	0.469
nurture	kobcinta	joy	0.469
bridegroom	aroosadda	joy	0.469
eternal	weligeed ah	joy	0.469
pray	tukadaan	joy	0.469
getaway	ka tag	joy	0.469
humanitarian	bani'aadanimo	joy	0.469
bonding	isku xidhka	joy	0.469
rest	nasasho	joy	0.469
amicable	la aqbali karo	joy	0.469
purring	xayawaanka	joy	0.469
pretty	qurux badan	joy	0.469
child	ilmo	joy	0.466
salutary	salutary	joy	0.465
invite	casuumi	joy	0.457
reminiscing	xusuusin	joy	0.456
beam	beam	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	tropical	joy	0.455
aesthetics	esteemka	joy	0.455
friday	jilbaha	joy	0.455
elevation	sare u qaadidda	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	xaflad	joy	0.455
mindfulness	dareenka	joy	0.455
hee	hee	joy	0.455
kindred	xigeen	joy	0.455
scholarship	deeq waxbarasho	joy	0.455
befriend	saaxiibtinimo	joy	0.455
commemorate	xusuuso	joy	0.453
allure	oo dhan	joy	0.453
faith	iimaanka	joy	0.453
forgiveness	cafis	joy	0.453
scenery	Muuqaalka	joy	0.453
vindication	been-abuurka	joy	0.453
waterfall	biyaha	joy	0.453
birth	dhalashada	joy	0.453
noworries	hadda	joy	0.453
approve	aqbalaan	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	safar	joy	0.447
meditation	fikirka	joy	0.446
relaxed	raaxeysato	joy	0.442
tranquil	nabadgelyo	joy	0.441
weekend	dhammaadka usbuuca	joy	0.441
present	iminka	joy	0.441
tender	hindise	joy	0.441
nostalgic	nostalgic	joy	0.439
prayer	Salaadda	joy	0.439
sharing	wadaagista	joy	0.439
esteem	kalsooni	joy	0.439
lyrical	lyrical	joy	0.439
righteousness	xaqnimada	joy	0.439
share	wadaag	joy	0.438
husband	nink	joy	0.438
life	nolosha	joy	0.438
sonnet	sonnet	joy	0.438
relief	gargaarid	joy	0.438
unbeaten	aan laga badin	joy	0.438
newday	cusub	joy	0.438
meditate	ka fikir	joy	0.438
mighty	xoog leh	joy	0.438
eager	xiiso leh	joy	0.438
strength	xoog	joy	0.438
warm	diiran	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	saaxiib	joy	0.427
oneness	midnimada	joy	0.426
unsurpassed	aan la daboolin	joy	0.424
ejaculation	xayawaan	joy	0.424
unconstrained	aanad lahayn	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	bilad	joy	0.424
amen	amen	joy	0.424
candlelight	shamac	joy	0.424
reverence	qadarin	joy	0.424
healthful	caafimaad leh	joy	0.424
carols	carol	joy	0.424
sledding	xakamaynta	joy	0.422
wealth	hanti	joy	0.422
graduation	qalinjebinta	joy	0.422
frisky	qallajin	joy	0.422
energy	tamarta	joy	0.422
calmness	daganaansho	joy	0.422
beginnings	bilowga	joy	0.422
safe	badbaado	joy	0.422
musical	muusik	joy	0.422
symphony	sumcad	joy	0.422
lml	Lml	joy	0.422
glitter	glitter	joy	0.422
ease	fududayn	joy	0.422
helpful	waxtar leh	joy	0.422
soundness	midab	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	ballanqaad	joy	0.415
reunite	isku keen	joy	0.414
salvation	badbaadada	joy	0.412
mother	hooyo	joy	0.412
poems	gabayo	joy	0.412
inauguration	caleemo saarka	joy	0.409
immaculate	niyad jab	joy	0.409
lighten	iftiin	joy	0.409
aromatherapy	aromaterapy	joy	0.409
travel	safarka	joy	0.409
lavender	lavender	joy	0.409
purify	nadiifin	joy	0.409
clown	dhoobo	joy	0.409
star	xiddig	joy	0.406
cash	lacag caddaan ah	joy	0.406
heal	bogsii	joy	0.406
completing	dhammeystirid	joy	0.406
companion	saaxiibka	joy	0.406
live	nool	joy	0.406
flowers	ubaxyo	joy	0.406
wishing	doonaya	joy	0.406
charity	Sadaqo	joy	0.406
opportune	fursada	joy	0.406
income	dakhliga	joy	0.403
soul	nafta	joy	0.401
munchies	munchies	joy	0.400
indescribable	lama caddeyn karo	joy	0.397
progress	horumarka	joy	0.397
emancipation	xoriyad	joy	0.397
christian	christian	joy	0.397
hammock	hammock	joy	0.394
together	wada jir	joy	0.394
equality	sinnaanta	joy	0.394
fullness	buuxda	joy	0.394
picnic	farshaxanka	joy	0.394
calm	degan	joy	0.394
childhood	carruurnimada	joy	0.394
rhythmical	rhythmical	joy	0.394
movies	filimaan	joy	0.393
zealous	qiiro leh	joy	0.393
littlethings	wax yar	joy	0.391
humanity	aadanimada	joy	0.391
starry	starry	joy	0.391
playground	goobta ciyaarta	joy	0.391
adventures	Adventures	joy	0.391
meaningful	macno leh	joy	0.391
choir	heesaha	joy	0.391
affluence	raaxo	joy	0.391
warms	kuleylka	joy	0.391
goofy	goofy	joy	0.391
auspicious	auspicious	joy	0.391
gesture	dhaqdhaqaaqa	joy	0.387
vow	nidar ah	joy	0.382
shopping	dukaamaysiga	joy	0.382
witty	witty	joy	0.382
communion	wadaagid	joy	0.379
vibes	vibes	joy	0.379
worship	cibaadada	joy	0.379
jump	bood	joy	0.379
reverend	qadarin	joy	0.377
advance	hormarin	joy	0.375
beaches	xeebaha	joy	0.375
youth	dhalinyarada	joy	0.375
spirits	jinniyo	joy	0.375
simplicity	fududayn	joy	0.375
full	buuxa	joy	0.375
rising	kor u kaca	joy	0.375
hymn	gabay	joy	0.375
unique	mid gaar ah	joy	0.375
redeemed	la furay	joy	0.375
scenic	muuqaal ah	joy	0.375
mirth	farxad	joy	0.375
courtship	wadahadal	joy	0.375
experience	khibrad	joy	0.375
reunion	dib u midoobid	joy	0.375
sonorous	sonorous	joy	0.375
unforgettable	oo aan la ilaawi karin	joy	0.375
baptismal	baabtiis	joy	0.368
alliance	isbahaysi	joy	0.368
grant	deeqda	joy	0.366
conciliation	heshiisiin	joy	0.364
moonlight	dayaxa	joy	0.364
sanctification	daahirinta	joy	0.364
improves	hagaajineysaa	joy	0.364
improve	wanaajin	joy	0.364
pure	saafi ah	joy	0.364
authentic	dhab ah	joy	0.364
kitten	kitten	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	raspberries	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	daacadnimo	joy	0.359
feeling	dareen	joy	0.359
devotional	diin ahaan	joy	0.359
proficiency	aqoonta	joy	0.359
tinsel	tinsel	joy	0.359
revival	soo kabashada	joy	0.359
sanctify	quduusso	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	madax bannaan	joy	0.359
cocoa	kookaha	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	Dolphin	joy	0.348
choral	caro	joy	0.348
deliverance	badbaadinta	joy	0.348
romp	romp	joy	0.348
roaring	oohinta	joy	0.348
melody	heesaha	joy	0.348
favor	raalli ahaanshaha	joy	0.348
unification	mideynta	joy	0.348
exceed	ka badan	joy	0.348
purpose	ujeedo	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	gawaarida	joy	0.344
voluptuous	dardar leh	joy	0.344
fruits	miraha	joy	0.344
thx	Mahadsanidiin	joy	0.344
newstart	cusub	joy	0.344
manicure	manicure	joy	0.344
date	taariikhda	joy	0.344
kiddos	kiddos	joy	0.344
roadtrip	wadooyinka	joy	0.344
cookies	cookies	joy	0.344
hedonism	hedonism	joy	0.344
humble	hoosaysiiya	joy	0.344
electric	koronto	joy	0.344
pledge	ballanqaad	joy	0.344
celebrity	caanka	joy	0.342
rhythm	rhythm	joy	0.338
bridesmaid	naas-nuujin	joy	0.338
snowday	barafka	joy	0.333
young	dhalinyaro	joy	0.333
coffee	qaxwaha	joy	0.333
edification	diyaarinta	joy	0.333
obliging	waajib ah	joy	0.333
renovation	dayactir	joy	0.333
familiarity	aqoonta	joy	0.333
garden	beerta	joy	0.333
spa	isboorti	joy	0.333
dawn	waaba	joy	0.333
connoisseur	xiriiriye	joy	0.333
partner	lammaane	joy	0.333
gazing	daawashada	joy	0.333
foodie	cuntada	joy	0.331
synchronize	Isku duwo	joy	0.329
tribulation	dhib	joy	0.328
healing	bogsashada	joy	0.328
saint	saint	joy	0.328
chirping	qulqulaya	joy	0.328
hobby	hiwaayad	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	carol	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	Sabuurrada	joy	0.328
pedicure	pedicure	joy	0.328
amnesty	cafis	joy	0.328
respite	nasasho	joy	0.324
mellow	mellow	joy	0.318
lazyday	NO TRANSLATION	joy	0.318
recreational	madadaalo	joy	0.318
restorative	dib u soo celin	joy	0.318
cousins	ilma adeer	joy	0.318
classics	casharrada	joy	0.318
reconciliation	dib u heshiisiin	joy	0.316
dove	qoorta	joy	0.312
living	nool	joy	0.312
presto	presto	joy	0.312
crafts	farshaxan	joy	0.312
recovery	soo kabashada	joy	0.312
woods	qoryaha	joy	0.312
sunset	qorrax dhaca	joy	0.312
fitness	jirdhis	joy	0.312
playhouse	aqalka ciyaaraha	joy	0.312
superman	superman	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	xigmad	joy	0.312
deal	heshiis	joy	0.312
simplify	fududee	joy	0.312
lord	Sayid	joy	0.312
sterling	nadiifin	joy	0.312
progression	horumarka	joy	0.312
relight	kalsooni	joy	0.312
pony	midabtakoor	joy	0.312
infant	ilmaha	joy	0.309
improvement	wanaajin	joy	0.309
absolution	xayiraadda	joy	0.306
gently	si tartiib ah	joy	0.303
established	la aasaasay	joy	0.303
honest	daacad ah	joy	0.303
decorating	qurxinta	joy	0.303
endless	aan dhammaad lahayn	joy	0.303
banquet	diyaafad	joy	0.303
providing	bixinta	joy	0.300
mine	anigaa iska leh	joy	0.297
fraternal	walaalo	joy	0.297
notable	la xusi karo	joy	0.297
feat	feat	joy	0.297
harvest	goosashada	joy	0.297
quaint	quaint	joy	0.297
softly	jilicsan	joy	0.297
spiritual	ruuxa	joy	0.297
morals	anshax	joy	0.297
lounging	lounging	joy	0.297
light	iftiin	joy	0.297
breeze	canbaar	joy	0.297
strolling	istiraatiijiga	joy	0.297
spending	kharashka	joy	0.297
meditating	fikirka	joy	0.297
joker	joker	joy	0.297
yearning	dareen	joy	0.297
growth	koritaanka	joy	0.297
fervor	fervor	joy	0.295
quotes	xigashada	joy	0.294
volunteer	tabaruce	joy	0.294
psalms	Sabuurrada	joy	0.288
hippie	Hippie	joy	0.288
gain	helitaanka	joy	0.288
taoism	taoism	joy	0.288
