word	Welsh-cy	emotion	emotion-intensity-score
honeymoon	mis mêl	joy	0.636
xoxo	xoxo	joy	0.634
amusing	yn ddrwg	joy	0.625
reward	Gwobr	joy	0.625
fondness	hoffdeb	joy	0.625
hearts	calonnau	joy	0.625
brighter	yn fwy disglair	joy	0.625
sweet	melys	joy	0.625
stargazing	stargazing	joy	0.625
festival	gŵyl	joy	0.625
snuggling	snuggling	joy	0.625
generosity	haelioni	joy	0.625
gorgeous	prydferth	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	rhyw	joy	0.622
parade	gorymdaith	joy	0.621
applause	cymeradwyaeth	joy	0.621
genial	genial	joy	0.621
beauty	harddwch	joy	0.621
kind	caredig	joy	0.621
newlife	Bywyd newydd	joy	0.618
aspiring	dymunol	joy	0.618
fulfilling	yn cyflawni	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	rhyfeddol	joy	0.613
kiss	cusan	joy	0.610
winnings	gwobrau	joy	0.609
praiseworthy	yn ganmoladwy	joy	0.609
rainbows	blychau	joy	0.609
generous	hael	joy	0.609
enlightenment	goleuadau	joy	0.609
playful	playful	joy	0.609
christmas	Nadolig	joy	0.609
super	super	joy	0.609
elegance	ceinder	joy	0.609
rekindle	rekindle	joy	0.609
awards	gwobrau	joy	0.609
adorable	adorable	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	annibyniaeth	joy	0.607
successful	llwyddiannus	joy	0.606
onelove	un cariad	joy	0.606
kindness	caredigrwydd	joy	0.606
freely	yn rhydd	joy	0.606
surprises	annisgwyl	joy	0.606
inspired	ysbrydoliaeth	joy	0.606
hilarity	hilarity	joy	0.606
wonder	rhyfeddod	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	adloniant	joy	0.603
whimsical	cymhleth	joy	0.603
passion	angerdd	joy	0.603
beautify	harddwch	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	haul	joy	0.600
godisgood	godisgood	joy	0.597
whoo	whoo	joy	0.594
angel	angel	joy	0.594
thankgod	Diolch i Dduw	joy	0.594
accomplishment	cyflawniad	joy	0.594
flirt	flirt	joy	0.594
goodmusic	dawnsio da	joy	0.594
snuggled	wedi ei fagu	joy	0.594
revere	disgres	joy	0.594
inspire	ysbrydoli	joy	0.594
fanfare	fanfare	joy	0.594
peacefully	yn heddychlon	joy	0.594
jesus	jesus	joy	0.594
goodies	dawns	joy	0.594
heroic	arwrol	joy	0.591
fortune	ffortiwn	joy	0.591
friendship	cyfeillgarwch	joy	0.591
singing	canu	joy	0.591
exalted	uchelgeisiol	joy	0.591
summer	haf	joy	0.591
highest	uchaf	joy	0.591
overflowing	gorlifo	joy	0.588
contented	yn fodlon	joy	0.588
woot	woot	joy	0.588
rollicking	rholio	joy	0.588
hope	gobaith	joy	0.586
accolade	gweddill	joy	0.586
cozy	clyd	joy	0.583
delicious	blasus	joy	0.579
friendly	cyfeillgar	joy	0.578
sensuous	synhwyrol	joy	0.578
darling	darling	joy	0.578
picturesque	darluniadol	joy	0.578
raving	raving	joy	0.578
praise	canmoliaeth	joy	0.578
everlasting	bythol	joy	0.578
ambition	uchelgais	joy	0.578
thelife	y bywyd	joy	0.578
sparkle	sgleinio	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	luckygirl	joy	0.576
flattering	yn ysgafnach	joy	0.576
sensual	synhwyrol	joy	0.576
heroism	arwriaeth	joy	0.576
succeeding	yn llwyddo	joy	0.576
grace	gras	joy	0.576
peace	heddwch	joy	0.576
livelife	byw bywyd	joy	0.574
special	arbennig	joy	0.574
tantalizing	rhyfeddol	joy	0.572
pumped	pwmpio	joy	0.567
worthwhile	gwerth chweil	joy	0.562
revels	revels	joy	0.562
prevail	yn bodoli	joy	0.562
liking	hoffi	joy	0.562
sunny	Heulog	joy	0.562
relax	ymlacio	joy	0.562
surprise	syndod	joy	0.562
hugs	hugs	joy	0.562
admirable	yn ddymunol	joy	0.562
hero	arwr	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	doniol	joy	0.562
sweets	melysion	joy	0.562
prosper	ffyniannus	joy	0.562
superstar	superstar	joy	0.562
favorable	ffafriol	joy	0.561
bless	bendithiwch	joy	0.561
tenderness	tynerwch	joy	0.561
freedom	rhyddid	joy	0.561
masterpiece	campwaith	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	breuddwydion	joy	0.559
hopeful	gobeithiol	joy	0.559
home	cartref	joy	0.559
cruising	mordeithio	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	ffyddlondeb	joy	0.553
closeness	agosrwydd	joy	0.552
eagerness	awyddusrwydd	joy	0.552
comfy	cyffyrddus	joy	0.551
sunshine	haul	joy	0.551
confidence	hyder	joy	0.547
mistletoe	mistletoe	joy	0.547
elite	elitaidd	joy	0.547
celestial	celestial	joy	0.547
heart	calon	joy	0.547
completion	cwblhau	joy	0.547
good	da	joy	0.547
daughter	merch	joy	0.547
gifts	rhoddion	joy	0.547
astonishment	syfrdanol	joy	0.547
bonus	bonws	joy	0.547
goodmorning	bore da	joy	0.547
lifted	codi	joy	0.547
zeal	zeal	joy	0.547
illuminate	goleuo	joy	0.547
gift	rhodd	joy	0.547
vacation	gwyliau	joy	0.547
charmed	carlam	joy	0.546
recreation	hamdden	joy	0.545
encouragement	anogaeth	joy	0.545
gush	gush	joy	0.545
sublime	sublime	joy	0.545
dance	dawnsio	joy	0.545
god	Duw	joy	0.545
free	am ddim	joy	0.544
freshstart	Dechrau Newydd	joy	0.544
savior	gwaredwr	joy	0.543
sanctuary	cysegr	joy	0.541
grandchildren	wyrion	joy	0.540
wellness	lles	joy	0.537
revel	revel	joy	0.534
inspirational	ysbrydoledig	joy	0.531
savor	blasus	joy	0.531
matrimony	marwolaeth	joy	0.531
money	arian	joy	0.531
rainbow	enfys	joy	0.531
confident	hyderus	joy	0.531
bridal	briodas	joy	0.531
music	cerddoriaeth	joy	0.531
fab	fab	joy	0.531
serene	seren	joy	0.531
alive	yn fyw	joy	0.531
holiness	sancteiddrwydd	joy	0.531
vitality	bywiogrwydd	joy	0.531
liberation	rhyddhad	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	lliniaru	joy	0.531
soar	clwydo	joy	0.531
firstborn	cyntaf-anedig	joy	0.531
elegant	cain	joy	0.530
mastery	meistroli	joy	0.530
illumination	goleuo	joy	0.530
welcomed	croeso	joy	0.530
warmth	cynhesrwydd	joy	0.530
blossom	blodeuo	joy	0.530
glimmer	cipolwg	joy	0.530
faithful	ffyddlon	joy	0.529
treat	trin	joy	0.529
snuggles	snuggles	joy	0.522
laurels	laurels	joy	0.521
commendable	yn ganmoladwy	joy	0.519
powerful	pwerus	joy	0.516
silly	gwirion	joy	0.516
zest	zest	joy	0.516
presents	anrhegion	joy	0.516
succeed	llwyddo	joy	0.516
jingle	jingle	joy	0.516
remarkable	yn rhyfeddol	joy	0.516
greeted	cyfarch	joy	0.516
brotherly	brawdol	joy	0.516
pride	balchder	joy	0.516
strengthening	cryfhau	joy	0.516
aspire	aspire	joy	0.516
abundant	yn helaeth	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	disglair	joy	0.516
almighty	hollalluog	joy	0.516
fancy	ffansi	joy	0.516
zen	zen	joy	0.515
coronation	coroni	joy	0.515
kudos	kudos	joy	0.515
vivid	bywiog	joy	0.515
leisure	hamdden	joy	0.515
complete	cwblhau	joy	0.515
cutie	Cutie	joy	0.515
newme	newme	joy	0.515
familytime	amser teuluol	joy	0.515
animated	animeiddiedig	joy	0.515
spirit	ysbryd	joy	0.515
thanking	diolch	joy	0.515
kid	plentyn	joy	0.515
shining	yn disgleirio	joy	0.515
payday	diwrnod cyflog	joy	0.515
princely	tywysog	joy	0.515
reunited	adunwyd	joy	0.515
therapeutic	therapiwtig	joy	0.515
comfort	cysur	joy	0.515
godly	Duw	joy	0.514
marriage	priodas	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	perthynas	joy	0.514
spouse	priod	joy	0.507
intimately	yn ddidwyll	joy	0.507
accomplish	cyflawni	joy	0.500
excel	rhagori	joy	0.500
inviting	gwahodd	joy	0.500
meritorious	meritorious	joy	0.500
diamond	diemwnt	joy	0.500
nature	natur	joy	0.500
dignity	urddas	joy	0.500
family	teulu	joy	0.500
soulful	enaid	joy	0.500
charitable	elusennol	joy	0.500
encourage	annog	joy	0.500
friends	ffrindiau	joy	0.500
satisfied	yn fodlon	joy	0.500
welcoming	croesawgar	joy	0.500
healthy	iach	joy	0.500
surreal	syrreal	joy	0.500
refreshed	wedi'i hadnewyddu	joy	0.500
beach	traeth	joy	0.500
motherhood	mamolaeth	joy	0.500
respect	parch	joy	0.500
gem	gem	joy	0.500
erotic	erotig	joy	0.500
visionary	gweledigaethol	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	cyflawnwyd	joy	0.500
christ	Crist	joy	0.500
memorable	cofiadwy	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	babi	joy	0.500
purr	purr	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	wirionedd	joy	0.500
bloom	blodeuo	joy	0.500
carefree	yn ddigalon	joy	0.500
aura	aura	joy	0.493
health	iechyd	joy	0.493
liberty	rhyddid	joy	0.486
approved	wedi'i gymeradwyo	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	oasis	joy	0.486
rapture	rhyfedd	joy	0.485
engaging	ymgysylltu	joy	0.485
crowning	coroni	joy	0.485
aspiration	dyhead	joy	0.485
prestige	bri	joy	0.485
crescendo	crescendo	joy	0.485
gentle	ysgafn	joy	0.485
liberate	rhyddhau	joy	0.485
betrothed	betrothed	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	haelioni	joy	0.485
privileged	breintiedig	joy	0.485
loyal	yn ffyddlon	joy	0.485
inseparable	yn amhosibl	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	heyday	joy	0.484
trophy	tlws	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	lwc	joy	0.484
creativity	creadigrwydd	joy	0.484
destiny	dinistrio	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	trosgynnol	joy	0.484
bouquet	bwced	joy	0.484
chocolate	siocled	joy	0.484
aloha	aloha	joy	0.484
yummy	blasus	joy	0.484
dream	breuddwydio	joy	0.484
desire	dymuniad	joy	0.484
boyfriend	cariad	joy	0.480
commemoration	coffa	joy	0.479
intelligence	gwybodaeth	joy	0.477
readiness	parodrwydd	joy	0.473
friend	ffrind	joy	0.471
enthusiast	brwdfrydig	joy	0.471
bride	briodferch	joy	0.471
lush	lush	joy	0.470
calming	tawelu	joy	0.470
inheritance	etifeddiaeth	joy	0.470
kiddo	kiddo	joy	0.470
massage	tylino	joy	0.470
tickle	ticiwch	joy	0.470
adventure	antur	joy	0.470
nostalgia	hwyl	joy	0.470
soothe	sownd	joy	0.470
goals	nodau	joy	0.469
luster	lwcus	joy	0.469
giving	rhoi	joy	0.469
princess	tywysoges	joy	0.469
heartily	yn galonogol	joy	0.469
benevolence	boddhad	joy	0.469
nurture	meithrin	joy	0.469
bridegroom	priodfab	joy	0.469
eternal	tragwyddol	joy	0.469
pray	gweddïwch	joy	0.469
getaway	caffi	joy	0.469
humanitarian	dyngarol	joy	0.469
bonding	bondio	joy	0.469
rest	gorffwys	joy	0.469
amicable	yn gyfeillgar	joy	0.469
purring	pylu	joy	0.469
pretty	bert	joy	0.469
child	plentyn	joy	0.466
salutary	ewinedd	joy	0.465
invite	gwahoddwch	joy	0.457
reminiscing	yn atgoffa	joy	0.456
beam	beam	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	trofannol	joy	0.455
aesthetics	estheteg	joy	0.455
friday	dydd Gwener	joy	0.455
elevation	drychiad	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	seremoni	joy	0.455
mindfulness	meddylfryd	joy	0.455
hee	hee	joy	0.455
kindred	garedig	joy	0.455
scholarship	ysgoloriaeth	joy	0.455
befriend	cyfaill	joy	0.455
commemorate	coffáu	joy	0.453
allure	allure	joy	0.453
faith	ffydd	joy	0.453
forgiveness	maddeuant	joy	0.453
scenery	golygfeydd	joy	0.453
vindication	pleidleisio	joy	0.453
waterfall	Rhaeadr	joy	0.453
birth	geni	joy	0.453
noworries	noworries	joy	0.453
approve	cymeradwyo	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	daith	joy	0.447
meditation	myfyrdod	joy	0.446
relaxed	ymlacio	joy	0.442
tranquil	yn dawel	joy	0.441
weekend	penwythnos	joy	0.441
present	presennol	joy	0.441
tender	tendr	joy	0.441
nostalgic	fwynus	joy	0.439
prayer	gweddi	joy	0.439
sharing	rhannu	joy	0.439
esteem	barch	joy	0.439
lyrical	chwedlonol	joy	0.439
righteousness	cyfiawnder	joy	0.439
share	rhannu	joy	0.438
husband	gŵr	joy	0.438
life	bywyd	joy	0.438
sonnet	sonnet	joy	0.438
relief	rhyddhad	joy	0.438
unbeaten	heb ei drin	joy	0.438
newday	newday	joy	0.438
meditate	meddyliwch	joy	0.438
mighty	cryf	joy	0.438
eager	yn awyddus	joy	0.438
strength	cryfder	joy	0.438
warm	cynnes	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	ffrind	joy	0.427
oneness	undeb	joy	0.426
unsurpassed	heb ei osgoi	joy	0.424
ejaculation	ejaculation	joy	0.424
unconstrained	heb ei gyfyngu	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	medal	joy	0.424
amen	amwynder	joy	0.424
candlelight	golau cannwyll	joy	0.424
reverence	parch	joy	0.424
healthful	yn iach	joy	0.424
carols	carolau	joy	0.424
sledding	sledding	joy	0.422
wealth	cyfoeth	joy	0.422
graduation	graddio	joy	0.422
frisky	yn ysgafn	joy	0.422
energy	egni	joy	0.422
calmness	tawelwch	joy	0.422
beginnings	dechreuadau	joy	0.422
safe	yn ddiogel	joy	0.422
musical	cerddorol	joy	0.422
symphony	symffoni	joy	0.422
lml	lml	joy	0.422
glitter	glitter	joy	0.422
ease	rhwyddineb	joy	0.422
helpful	yn ddefnyddiol	joy	0.422
soundness	cadernid	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	addewid	joy	0.415
reunite	ailgyfuno	joy	0.414
salvation	iachawdwriaeth	joy	0.412
mother	mam	joy	0.412
poems	cerddi	joy	0.412
inauguration	agoriad	joy	0.409
immaculate	yn ddi-dor	joy	0.409
lighten	goleuo	joy	0.409
aromatherapy	aromatherapi	joy	0.409
travel	teithio	joy	0.409
lavender	lafant	joy	0.409
purify	puro	joy	0.409
clown	clown	joy	0.409
star	seren	joy	0.406
cash	arian parod	joy	0.406
heal	heal	joy	0.406
completing	cwblhau	joy	0.406
companion	cydymaith	joy	0.406
live	byw	joy	0.406
flowers	blodau	joy	0.406
wishing	yn dymuno	joy	0.406
charity	elusen	joy	0.406
opportune	cyfleus	joy	0.406
income	incwm	joy	0.403
soul	enaid	joy	0.401
munchies	munchies	joy	0.400
indescribable	yn ddi-nod	joy	0.397
progress	cynnydd	joy	0.397
emancipation	emancipation	joy	0.397
christian	Cristnogol	joy	0.397
hammock	hamog	joy	0.394
together	gyda'i gilydd	joy	0.394
equality	Cydraddoldeb	joy	0.394
fullness	llawniaeth	joy	0.394
picnic	picnic	joy	0.394
calm	tawelwch	joy	0.394
childhood	plentyndod	joy	0.394
rhythmical	rhythmig	joy	0.394
movies	ffilmiau	joy	0.393
zealous	gwenwynig	joy	0.393
littlethings	pethau bach	joy	0.391
humanity	dynoliaeth	joy	0.391
starry	serennog	joy	0.391
playground	maes chwarae	joy	0.391
adventures	anturiaethau	joy	0.391
meaningful	yn ystyrlon	joy	0.391
choir	côr	joy	0.391
affluence	gefnogaeth	joy	0.391
warms	gwres	joy	0.391
goofy	goofy	joy	0.391
auspicious	yn addawol	joy	0.391
gesture	ystum	joy	0.387
vow	vow	joy	0.382
shopping	siopa	joy	0.382
witty	yn rhyfedd	joy	0.382
communion	cymundeb	joy	0.379
vibes	lliwiau	joy	0.379
worship	addoli	joy	0.379
jump	neidio	joy	0.379
reverend	brenin	joy	0.377
advance	ymlaen llaw	joy	0.375
beaches	traethau	joy	0.375
youth	ieuenctid	joy	0.375
spirits	ysbrydion	joy	0.375
simplicity	symlrwydd	joy	0.375
full	llawn	joy	0.375
rising	yn codi	joy	0.375
hymn	emyn	joy	0.375
unique	unigryw	joy	0.375
redeemed	wedi'i ailddechrau	joy	0.375
scenic	golygfaol	joy	0.375
mirth	mirth	joy	0.375
courtship	llysiogaeth	joy	0.375
experience	profiad	joy	0.375
reunion	aduniad	joy	0.375
sonorous	yn swnllyd	joy	0.375
unforgettable	bythgofiadwy	joy	0.375
baptismal	bedydd	joy	0.368
alliance	cynghrair	joy	0.368
grant	grant	joy	0.366
conciliation	cymodi	joy	0.364
moonlight	golau lleuad	joy	0.364
sanctification	sancteiddiad	joy	0.364
improves	yn gwella	joy	0.364
improve	gwella	joy	0.364
pure	pur	joy	0.364
authentic	dilys	joy	0.364
kitten	kitten	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	mafon	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	ffyddlondeb	joy	0.359
feeling	teimlo	joy	0.359
devotional	devotiynol	joy	0.359
proficiency	hyfedredd	joy	0.359
tinsel	tinsel	joy	0.359
revival	adfywiad	joy	0.359
sanctify	sancteiddiwch	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	annibynnol	joy	0.359
cocoa	coco	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	dolffiniaid	joy	0.348
choral	corawl	joy	0.348
deliverance	rhyddhad	joy	0.348
romp	rhaff	joy	0.348
roaring	yn rhuthro	joy	0.348
melody	alaw	joy	0.348
favor	o blaid	joy	0.348
unification	uniad	joy	0.348
exceed	rhagori	joy	0.348
purpose	pwrpas	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	Dim gwaith	joy	0.344
voluptuous	voluptuous	joy	0.344
fruits	ffrwythau	joy	0.344
thx	Diolch	joy	0.344
newstart	newstart	joy	0.344
manicure	dwylo	joy	0.344
date	dyddiad	joy	0.344
kiddos	kiddos	joy	0.344
roadtrip	Taith Ffordd	joy	0.344
cookies	cwcis	joy	0.344
hedonism	hedoniaeth	joy	0.344
humble	humble	joy	0.344
electric	trydan	joy	0.344
pledge	addewid	joy	0.344
celebrity	enwog	joy	0.342
rhythm	rhythm	joy	0.338
bridesmaid	briodferch	joy	0.338
snowday	dydd yr eira	joy	0.333
young	ifanc	joy	0.333
coffee	coffi	joy	0.333
edification	edification	joy	0.333
obliging	rhwymedigaeth	joy	0.333
renovation	adnewyddu	joy	0.333
familiarity	yn gyfarwydd	joy	0.333
garden	gardd	joy	0.333
spa	sba	joy	0.333
dawn	dawn	joy	0.333
connoisseur	connoisseur	joy	0.333
partner	partner	joy	0.333
gazing	gwylio	joy	0.333
foodie	bwyd	joy	0.331
synchronize	cydamseru	joy	0.329
tribulation	tribulation	joy	0.328
healing	iacháu	joy	0.328
saint	sant	joy	0.328
chirping	chirping	joy	0.328
hobby	hobi	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	carol	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	salm	joy	0.328
pedicure	pedicure	joy	0.328
amnesty	amnest	joy	0.328
respite	seibiant	joy	0.324
mellow	braidd	joy	0.318
lazyday	NO TRANSLATION	joy	0.318
recreational	hamdden	joy	0.318
restorative	adferol	joy	0.318
cousins	cefndrydau	joy	0.318
classics	clasuron	joy	0.318
reconciliation	cysoni	joy	0.316
dove	colomen	joy	0.312
living	byw	joy	0.312
presto	brwd	joy	0.312
crafts	crefftau	joy	0.312
recovery	adferiad	joy	0.312
woods	coedwigoedd	joy	0.312
sunset	machlud	joy	0.312
fitness	ffitrwydd	joy	0.312
playhouse	ty bach	joy	0.312
superman	superman	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	doethineb	joy	0.312
deal	delio	joy	0.312
simplify	symleiddio	joy	0.312
lord	Arglwydd	joy	0.312
sterling	sterling	joy	0.312
progression	dilyniant	joy	0.312
relight	ailleoli	joy	0.312
pony	merlod	joy	0.312
infant	babanod	joy	0.309
improvement	gwelliant	joy	0.309
absolution	rhyddhad	joy	0.306
gently	yn ysgafn	joy	0.303
established	sefydlwyd	joy	0.303
honest	yn onest	joy	0.303
decorating	addurno	joy	0.303
endless	di-ben	joy	0.303
banquet	gwledd	joy	0.303
providing	yn darparu	joy	0.300
mine	pwll	joy	0.297
fraternal	brawdol	joy	0.297
notable	nodedig	joy	0.297
feat	gamp	joy	0.297
harvest	cynhaeaf	joy	0.297
quaint	chwaethus	joy	0.297
softly	yn feddal	joy	0.297
spiritual	ysbrydol	joy	0.297
morals	moesau	joy	0.297
lounging	lolfa	joy	0.297
light	golau	joy	0.297
breeze	awel	joy	0.297
strolling	cerdded	joy	0.297
spending	gwario	joy	0.297
meditating	meditating	joy	0.297
joker	jôc	joy	0.297
yearning	yn awyddus	joy	0.297
growth	twf	joy	0.297
fervor	fervor	joy	0.295
quotes	dyfynbrisiau	joy	0.294
volunteer	gwirfoddolwr	joy	0.294
psalms	salmau	joy	0.288
hippie	hippie	joy	0.288
gain	ennill	joy	0.288
taoism	taoism	joy	0.288
midwife	bydwraig	joy	0.288
resources	adnoddau	joy	0.288
create	creu	joy	0.288
receiving	yn derbyn	joy	0.287
ocean	cefnfor	joy	0.286
snowfall	eira	joy	0.286
lsd	lsd	joy	0.286
hiking	heicio	joy	0.283
chill	chill	joy	0.281
truce	toriad	joy	0.281
infinity	anfeidredd	joy	0.281
toast	tost	joy	0.281
destination	cyrchfan	joy	0.281
buddhist	bwdydd	joy	0.281
rested	gorffwys	joy	0.281
candid	candid	joy	0.281
evergreen	bytholwyrdd	joy	0.281
unwind	gwaelod	joy	0.281
buzzing	diddorol	joy	0.281
venerable	annwyliadwy	joy	0.279
balance	cydbwysedd	joy	0.275
retirement	ymddeoliad	joy	0.275
compensate	diolchwch	joy	0.273
swim	nofio	joy	0.273
drinks	diodydd	joy	0.273
devout	beiddgar	joy	0.273
buddha	buddha	joy	0.273
rapt	rapt	joy	0.273
fireplace	lle tân	joy	0.273
snowing	yn eira	joy	0.271
sublimation	sublimation	joy	0.270
fruity	ffrwythlondeb	joy	0.268
humility	iselder	joy	0.266
paragon	paragon	joy	0.266
ministry	gweinidogaeth	joy	0.266
sunday	dydd Sul	joy	0.266
salute	salwch	joy	0.266
fortitude	fortitude	joy	0.266
whim	whim	joy	0.266
sun	haul	joy	0.266
sketching	braslunio	joy	0.266
waves	tonnau	joy	0.266
buddhism	buddhiaeth	joy	0.266
cathedral	gadeirlan	joy	0.266
yoga	yoga	joy	0.266
artwork	gwaith celf	joy	0.265
practiced	ymarfer	joy	0.264
clean	glân	joy	0.260
found	canfod	joy	0.258
fitting	ffitio	joy	0.258
immerse	ymledu	joy	0.258
running	yn rhedeg	joy	0.258
clarity	eglurder	joy	0.258
food	bwyd	joy	0.258
exercise	ymarfer corff	joy	0.258
autumn	hydref	joy	0.254
ardent	ardderchog	joy	0.250
fit	ffit	joy	0.250
mountain	mynydd	joy	0.250
expedient	yn hwylus	joy	0.250
diary	Dyddiadur	joy	0.250
candles	canhwyllau	joy	0.250
outdoors	yn yr awyr agored	joy	0.250
chilled	oer	joy	0.250
clap	clapio	joy	0.250
contagious	yn heintus	joy	0.250
chirp	chirp	joy	0.250
morning	bore	joy	0.250
visitor	ymwelydd	joy	0.250
hardy	caled	joy	0.250
countryside	cefn gwlad	joy	0.250
undying	yn rhyfedd	joy	0.250
football	pêl-droed	joy	0.250
advocacy	eiriolaeth	joy	0.250
demonstrative	arddangosiol	joy	0.250
cradle	crud	joy	0.247
trance	trance	joy	0.246
breakfast	brecwast	joy	0.242
grow	tyfu	joy	0.242
pay	talu	joy	0.242
preservative	cadwraethol	joy	0.242
intense	dwys	joy	0.242
supremacy	goruchafiaeth	joy	0.242
church	eglwys	joy	0.242
procession	gorymdaith	joy	0.242
consecration	cysegru	joy	0.235
lifetime	bywyd	joy	0.234
nursery	meithrinfa	joy	0.234
humbled	yn flinedig	joy	0.234
vote	pleidleisio	joy	0.234
incense	arogl	joy	0.234
lyre	lyre	joy	0.234
candle	cannwyll	joy	0.234
snowy	eira	joy	0.234
doll	doll	joy	0.234
skiing	sgïo	joy	0.234
ordination	ordeinio	joy	0.234
art	celf	joy	0.234
salary	cyflog	joy	0.234
pastry	crwst	joy	0.229
firefly	gwyliau tân	joy	0.227
chilling	oeri	joy	0.227
remedy	atebion	joy	0.227
rescue	achub	joy	0.225
camping	gwersylla	joy	0.221
perspective	safbwynt	joy	0.221
orchard	berllan	joy	0.221
orchestra	cerddorfa	joy	0.221
possess	meddu	joy	0.219
castle	castell	joy	0.219
lamb	cig oen	joy	0.219
gardens	gerddi	joy	0.219
breezy	yn ddŵr	joy	0.219
mucis	NO TRANSLATION	joy	0.212
bouttime	bouttime	joy	0.212
brisk	yn gyflym	joy	0.212
countrymusic	NO TRANSLATION	joy	0.212
repay	ad-dalu	joy	0.212
ribbon	rhuban	joy	0.212
pho	pho	joy	0.212
reggae	reggae	joy	0.212
raindrops	rhaeadrau	joy	0.212
listneing	NO TRANSLATION	joy	0.212
teach	dysgu	joy	0.212
nap	nap	joy	0.206
stillness	parhad	joy	0.203
chant	sant	joy	0.203
hire	llogi	joy	0.203
vernal	gwenwyn	joy	0.203
cove	cudd	joy	0.203
uncontrollable	heb ei reoli	joy	0.203
legalized	wedi'i gyfreithloni	joy	0.203
unexpected	annisgwyl	joy	0.203
lights	goleuadau	joy	0.203
save	arbed	joy	0.200
atone	atone	joy	0.197
trees	coed	joy	0.197
pastor	pastor	joy	0.197
symmetry	cymesuredd	joy	0.197
oneday	NO TRANSLATION	joy	0.197
scripture	ysgrythur	joy	0.196
mountains	mynyddoedd	joy	0.194
pathway	llwybr	joy	0.188
walking	cerdded	joy	0.188
craziness	craziness	joy	0.188
soppy	soppy	joy	0.188
tea	te	joy	0.188
quiet	tawel	joy	0.188
forefathers	cyn-dadau	joy	0.188
liquor	hylif	joy	0.188
custom	arfer	joy	0.188
whiteness	gwyn	joy	0.188
sympathetic	cydymdeimladol	joy	0.188
patient	claf	joy	0.186
dollhouse	dollhouse	joy	0.182
bath	bath	joy	0.182
score	sgôr	joy	0.182
movingon	symud ymlaen	joy	0.182
supporter	cefnogwr	joy	0.180
accompaniment	cyfeiliant	joy	0.179
pursuit	mynd ar drywydd	joy	0.176
