word	Javanese-jw	emotion	emotion-intensity-score
independent	independen	joy	0.359
cocoa	coklat	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	dolphin	joy	0.348
choral	choral	joy	0.348
deliverance	pambebasan	joy	0.348
romp	romp	joy	0.348
roaring	roaring	joy	0.348
melody	melodi	joy	0.348
favor	sih	joy	0.348
unification	penyatuan	joy	0.348
exceed	ngluwihi	joy	0.348
purpose	waé	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	saiki	joy	0.344
voluptuous	voluptuous	joy	0.344
fruits	woh-wohan	joy	0.344
thx	thx	joy	0.344
newstart	newstart	joy	0.344
manicure	manikur	joy	0.344
date	tanggal	joy	0.344
kiddos	kiddos	joy	0.344
roadtrip	roadtrip	joy	0.344
cookies	cookie	joy	0.344
hedonism	hedonisme	joy	0.344
humble	sedherhana	joy	0.344
electric	listrik	joy	0.344
pledge	sumpah	joy	0.344
celebrity	selebritis	joy	0.342
rhythm	irama	joy	0.338
bridesmaid	pengiring pengantin	joy	0.338
snowday	salju	joy	0.333
young	enom	joy	0.333
coffee	warung	joy	0.333
edification	edifikasi	joy	0.333
obliging	ngawasi	joy	0.333
renovation	mbenake	joy	0.333
familiarity	mirip	joy	0.333
garden	kebon	joy	0.333
spa	spa	joy	0.333
dawn	esuk	joy	0.333
connoisseur	pancake	joy	0.333
partner	partner	joy	0.333
gazing	gazing	joy	0.333
foodie	panganan	joy	0.331
synchronize	nyinkronake	joy	0.329
tribulation	Kasangsaran	joy	0.328
healing	marasake awakmu	joy	0.328
saint	saint	joy	0.328
chirping	chirping	joy	0.328
hobby	hobi	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	carol	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	psalm	joy	0.328
pedicure	pedicure	joy	0.328
amnesty	amnesty	joy	0.328
respite	tangguh	joy	0.324
mellow	mellow	joy	0.318
lazyday	NO TRANSLATION	joy	0.318
recreational	rekreasi	joy	0.318
restorative	restoratif	joy	0.318
cousins	sepupu	joy	0.318
classics	klasik	joy	0.318
reconciliation	rekonsiliasi	joy	0.316
dove	douk	joy	0.312
living	urip	joy	0.312
presto	presto	joy	0.312
crafts	Kerajinan	joy	0.312
recovery	pemulihan	joy	0.312
woods	alas	joy	0.312
sunset	srengenge	joy	0.312
fitness	fitness	joy	0.312
playhouse	playhouse	joy	0.312
superman	superman	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	kawicaksanan	joy	0.312
deal	menehi hasil	joy	0.312
simplify	nyederakake	joy	0.312
lord	Gusti	joy	0.312
sterling	sterling	joy	0.312
progression	kemajuan	joy	0.312
relight	relight	joy	0.312
pony	pony	joy	0.312
infant	bayi	joy	0.309
improvement	perbaikan	joy	0.309
absolution	absolution	joy	0.306
gently	alon-alon	joy	0.303
established	diadegaké	joy	0.303
honest	jujur	joy	0.303
decorating	dekorasi	joy	0.303
endless	endless	joy	0.303
banquet	pesta	joy	0.303
providing	nyediakake	joy	0.300
mine	mine	joy	0.297
fraternal	prawan	joy	0.297
notable	kacathet	joy	0.297
feat	feat	joy	0.297
harvest	panen	joy	0.297
quaint	aneh	joy	0.297
softly	lirih	joy	0.297
spiritual	rohani	joy	0.297
morals	moral	joy	0.297
lounging	lounging	joy	0.297
light	cahya	joy	0.297
breeze	angin	joy	0.297
strolling	strolling	joy	0.297
spending	mbuwang	joy	0.297
meditating	meditating	joy	0.297
joker	joker	joy	0.297
yearning	ngguyu	joy	0.297
growth	wutah	joy	0.297
fervor	semangat	joy	0.295
quotes	kuotasi	joy	0.294
volunteer	volunteer	joy	0.294
psalms	psalms	joy	0.288
hippie	hippie	joy	0.288
gain	gain	joy	0.288
taoism	wongism	joy	0.288
midwife	bidan	joy	0.288
resources	sumber daya	joy	0.288
create	nggawe	joy	0.288
receiving	nampa	joy	0.287
ocean	segara	joy	0.286
snowfall	salju	joy	0.286
lsd	lsd	joy	0.286
hiking	hiking	joy	0.283
chill	hawa dingin	joy	0.281
truce	gencatan senjata	joy	0.281
infinity	Tanpa wates	joy	0.281
toast	roti panggang	joy	0.281
destination	panggonan	joy	0.281
buddhist	buddhist	joy	0.281
rested	ngaso	joy	0.281
candid	jujur	joy	0.281
evergreen	Evergreen	joy	0.281
unwind	ngendhok	joy	0.281
buzzing	buzzing	joy	0.281
venerable	sing dikarepake	joy	0.279
balance	keseimbangan	joy	0.275
retirement	pensiun	joy	0.275
compensate	ngisi	joy	0.273
swim	nglangi	joy	0.273
drinks	ngombe	joy	0.273
devout	taqwa	joy	0.273
buddha	buddha	joy	0.273
rapt	rapt	joy	0.273
fireplace	geni	joy	0.273
snowing	udan salju	joy	0.271
sublimation	sublimasi	joy	0.270
fruity	fruity	joy	0.268
humility	sedhela	joy	0.266
paragon	paragon	joy	0.266
ministry	pelayanan	joy	0.266
sunday	sunday	joy	0.266
salute	ngormati	joy	0.266
fortitude	santosa	joy	0.266
whim	kepiye?	joy	0.266
sun	srengenge	joy	0.266
sketching	sketching	joy	0.266
waves	ombak	joy	0.266
buddhism	buddhism	joy	0.266
cathedral	katedral	joy	0.266
yoga	yoga	joy	0.266
artwork	karya seni	joy	0.265
practiced	praktik	joy	0.264
clean	resik	joy	0.260
found	ketemu	joy	0.258
fitting	fitting	joy	0.258
immerse	nyemangati	joy	0.258
running	mlaku	joy	0.258
clarity	kajelasan	joy	0.258
food	panganan	joy	0.258
exercise	olahraga	joy	0.258
autumn	musim gugur	joy	0.254
ardent	ardent	joy	0.250
fit	pas	joy	0.250
mountain	gunung	joy	0.250
expedient	kapentingan	joy	0.250
diary	diary	joy	0.250
candles	lilin	joy	0.250
outdoors	njobo	joy	0.250
chilled	chilled	joy	0.250
clap	clap	joy	0.250
contagious	contagious	joy	0.250
chirp	chirp	joy	0.250
morning	enjing	joy	0.250
visitor	Pengunjung	joy	0.250
hardy	hardy	joy	0.250
countryside	desa	joy	0.250
undying	undying	joy	0.250
football	bal-balan	joy	0.250
advocacy	advokasi	joy	0.250
demonstrative	demonstrative	joy	0.250
cradle	cradle	joy	0.247
trance	trance	joy	0.246
breakfast	sarapan	joy	0.242
grow	tuwuh	joy	0.242
pay	mbayar	joy	0.242
preservative	pengawet	joy	0.242
intense	kuat	joy	0.242
supremacy	supremacy	joy	0.242
church	gereja	joy	0.242
procession	prosesi	joy	0.242
consecration	consecration	joy	0.235
lifetime	sakumur urip	joy	0.234
nursery	nursery	joy	0.234
humbled	humbled	joy	0.234
vote	pilihane	joy	0.234
incense	dupa	joy	0.234
lyre	lyre	joy	0.234
candle	lilin	joy	0.234
snowy	salju	joy	0.234
doll	boneka	joy	0.234
skiing	ski	joy	0.234
ordination	pentahbisan	joy	0.234
art	seni	joy	0.234
salary	gaji	joy	0.234
pastry	pastry	joy	0.229
firefly	peteng	joy	0.227
chilling	nyenengake	joy	0.227
remedy	obat	joy	0.227
rescue	nulung	joy	0.225
camping	camping	joy	0.221
perspective	perspektif	joy	0.221
orchard	kebun	joy	0.221
orchestra	orkestra	joy	0.221
possess	nduweni	joy	0.219
castle	kastil	joy	0.219
lamb	Lamb	joy	0.219
gardens	kebon	joy	0.219
breezy	breezy	joy	0.219
mucis	NO TRANSLATION	joy	0.212
bouttime	bouttime	joy	0.212
brisk	luwih cepet	joy	0.212
countrymusic	NO TRANSLATION	joy	0.212
repay	mbaleni	joy	0.212
ribbon	pita	joy	0.212
pho	pho	joy	0.212
reggae	reggae	joy	0.212
raindrops	raindrops	joy	0.212
listneing	NO TRANSLATION	joy	0.212
teach	ngajar	joy	0.212
nap	turu	joy	0.206
stillness	keslametan	joy	0.203
chant	sambat	joy	0.203
hire	nyewa	joy	0.203
vernal	vernal	joy	0.203
cove	cove	joy	0.203
uncontrollable	ora bisa dikontrol	joy	0.203
legalized	dileksanakake	joy	0.203
unexpected	sing ora dikarepke	joy	0.203
lights	lampu	joy	0.203
save	simpen	joy	0.200
atone	atone	joy	0.197
trees	wit	joy	0.197
pastor	pastor	joy	0.197
symmetry	simetri	joy	0.197
oneday	NO TRANSLATION	joy	0.197
scripture	tulisan	joy	0.196
mountains	gunung	joy	0.194
pathway	pathway	joy	0.188
walking	lumampah	joy	0.188
craziness	craziness	joy	0.188
soppy	soppy	joy	0.188
tea	teh	joy	0.188
quiet	sepi	joy	0.188
forefathers	leluhur	joy	0.188
liquor	omben-omben	joy	0.188
custom	adat	joy	0.188
whiteness	putih	joy	0.188
sympathetic	simpatik	joy	0.188
patient	sabar	joy	0.186
dollhouse	dollhouse	joy	0.182
bath	bathi	joy	0.182
score	skor	joy	0.182
movingon	movingon	joy	0.182
supporter	suporter	joy	0.180
accompaniment	accompaniment	joy	0.179
pursuit	nguber	joy	0.176
outburst	njeblug	joy	0.176
frosty	mbesuk	joy	0.174
workout	latihan	joy	0.172
closure	penutupan	joy	0.172
luncheon	luncheon	joy	0.172
service	layanan	joy	0.172
wintery	wintery	joy	0.172
wages	upah	joy	0.169
civilized	civilized	joy	0.169
fain	NO TRANSLATION	joy	0.167
december	Desember	joy	0.167
acrobat	acrobat	joy	0.162
glide	nyepetake	joy	0.162
finally	pungkasanipun	joy	0.157
reproductive	reproduksi	joy	0.156
elf	elf	joy	0.156
organization	organisasi	joy	0.156
stroll	stroll	joy	0.156
peppermint	peppermint	joy	0.156
break	break	joy	0.156
chai	chai	joy	0.156
obtainable	bisa ditemokake	joy	0.156
bathtub	bathtub	joy	0.156
advent	kedadeyan	joy	0.152
scifi	scifi	joy	0.152
balm	balm	joy	0.152
measured	diukur	joy	0.152
spaniel	spaniel	joy	0.145
tan	tan	joy	0.141
ditty	ditty	joy	0.141
bubble	gelembung	joy	0.141
simple	prasaja	joy	0.141
oils	lenga	joy	0.141
beer	bir	joy	0.141
green	ijo	joy	0.137
buss	buss	joy	0.136
books	buku	joy	0.136
makingdisciples	NO TRANSLATION	joy	0.136
chow	chow	joy	0.135
pitter	pitter	joy	0.134
flows	mili	joy	0.130
silence	bisu	joy	0.127
roadster	roadster	joy	0.125
solitude	kesepian	joy	0.125
bookstore	toko buku	joy	0.125
wine	anggur	joy	0.125
circumstances	kahanan	joy	0.125
japan	japan	joy	0.121
soak	rendhem	joy	0.121
wilderness	gurun	joy	0.121
priesthood	priesthood	joy	0.121
critical	kritis	joy	0.116
neutral	netral	joy	0.114
untie	ngguyu	joy	0.109
hunting	mburu	joy	0.109
opera	opera	joy	0.109
weight	bobot	joy	0.109
white	putih	joy	0.109
sand	pasir	joy	0.109
wind	angin	joy	0.109
labor	pegaweyan	joy	0.106
classical	klasik	joy	0.106
affliction	kasangsaran	joy	0.103
lake	lake	joy	0.103
organ	organ	joy	0.094
dwelling	omah	joy	0.094
tree	wit	joy	0.090
pond	blumbang	joy	0.089
marrow	sumsum	joy	0.078
latte	latte	joy	0.078
sipping	sipping	joy	0.076
benign	entheng	joy	0.074
majority	mayoritas	joy	0.073
leaf	godhong	joy	0.065
troubles	masalah	joy	0.062
basketball	basket	joy	0.062
explosions	explosions	joy	0.061
cream	krim	joy	0.061
shepherd	bocah angon	joy	0.058
tuesday	wingi	joy	0.047
turbulence	gangguan	joy	0.045
calf	pedhet	joy	0.040
hardship	kasangsaran	joy	0.031
sixty	sewidak	joy	0.016
unhappiness	unhappiness	joy	0.016
heartbreaking	heartbreaking	sadness	0.969
mourning	nangis	sadness	0.969
tragic	tragis	sadness	0.961
holocaust	nandur	sadness	0.953
suicidal	suicidal	sadness	0.941
misery	kasangsaran	sadness	0.938
massacre	pembantaian	sadness	0.931
euthanasia	euthanasia	sadness	0.927
depression	depresi	sadness	0.925
bereavement	bereavement	sadness	0.922
grieving	grieving	sadness	0.922
fatal	fatal	sadness	0.922
bereaved	ngalah	sadness	0.920
devastation	devastasi	sadness	0.917
death	mati	sadness	0.915
devastated	rusak	sadness	0.912
suicide	suicide	sadness	0.912
catastrophe	musibah	sadness	0.911
horrifying	horrifying	sadness	0.907
tragedy	tragedi	sadness	0.906
depressing	depressing	sadness	0.906
died	seda	sadness	0.906
anguish	sengsara	sadness	0.902
agony	sangsara	sadness	0.900
deadly	mateni	sadness	0.898
weeping	nangis	sadness	0.896
stillbirth	mati urip	sadness	0.891
deceased	almarhum	sadness	0.891
murderer	tukang mateni	sadness	0.877
devastating	nyerang	sadness	0.875
rape	rudo pekso	sadness	0.875
cancer	kanker	sadness	0.875
dying	mati	sadness	0.875
sadness	nelangsa	sadness	0.864
morbidity	morbidity	sadness	0.864
crucifixion	penyaliban	sadness	0.859
grief	sungkowo	sadness	0.859
depressed	nandhang sungkowo	sadness	0.859
traumatic	traumatik	sadness	0.859
atrocity	atrocity	sadness	0.859
execution	eksekusi	sadness	0.859
abandonment	abandonment	sadness	0.859
perish	sirna	sadness	0.859
cadaver	cadaver	sadness	0.853
treachery	pengkhianat	sadness	0.848
betrayed	betrayed	sadness	0.848
sad	sedih	sadness	0.844
destroyed	sirna	sadness	0.844
miserable	dakkirim	sadness	0.844
persecution	buron	sadness	0.844
funeral	pemakaman	sadness	0.844
slaughtering	nyembelih	sadness	0.844
horrific	horrific	sadness	0.844
homicide	pembunuhan	sadness	0.844
hopelessness	kepenak	sadness	0.844
grieve	grieve	sadness	0.844
sorrow	nelongso	sadness	0.844
suffering	gerah	sadness	0.844
murderous	murderous	sadness	0.844
unhappiness	unhappiness	sadness	0.839
crippled	lumpuh	sadness	0.836
bloodshed	nyebabake getih	sadness	0.836
pained	pained	sadness	0.833
manslaughter	manslaughter	sadness	0.833
carnage	nyerang	sadness	0.833
unbearable	ora kuwatir	sadness	0.830
stillborn	mati	sadness	0.830
slavery	perbudakan	sadness	0.828
torment	nyiksa	sadness	0.828
sickness	penyakit	sadness	0.828
enslaved	dianiaya	sadness	0.828
casualty	korban	sadness	0.828
morbid	morbid	sadness	0.828
murder	mateni	sadness	0.828
mourn	nangis	sadness	0.828
helplessness	helplessness	sadness	0.828
annihilation	annihilation	sadness	0.828
abandoned	ditinggal	sadness	0.828
horrors	horrors	sadness	0.828
mutilation	mutilasi	sadness	0.828
annihilated	annihilated	sadness	0.828
miscarriage	keguguran	sadness	0.824
starvation	keluwen	sadness	0.819
killing	nyababaken	sadness	0.812
failure	kegagalan	sadness	0.812
famine	keluwen	sadness	0.812
distraught	distraught	sadness	0.812
childloss	NO TRANSLATION	sadness	0.812
burial	burial	sadness	0.812
disgrace	disgrace	sadness	0.812
cruelty	kekejeman	sadness	0.812
despair	mutung	sadness	0.812
saddens	sedhih	sadness	0.812
oppression	oppression	sadness	0.812
sadly	sedhih	sadness	0.812
mournful	sedhih banget	sadness	0.812
terrorism	terorisme	sadness	0.812
heartache	ati	sadness	0.812
bloody	getih	sadness	0.806
perishing	perishing	sadness	0.804
inhumanity	inhumanity	sadness	0.804
malignancy	malignancy	sadness	0.803
mortification	nyenyet	sadness	0.802
sarcoma	sarcoma	sadness	0.797
lifeless	ora ana urip	sadness	0.797
perished	mati	sadness	0.797
dreadful	dreadful	sadness	0.797
devastate	devastate	sadness	0.797
dreadfully	dreadfully	sadness	0.797
gallows	sandhangan	sadness	0.797
lethal	nyebabake	sadness	0.797
desolation	desolation	sadness	0.797
kill	mateni	sadness	0.797
slave	wong lanang	sadness	0.797
mortuary	mortuary	sadness	0.797
assassination	pembunuhan	sadness	0.797
leukemia	leukemia	sadness	0.797
brokenheart	NO TRANSLATION	sadness	0.792
banishment	banishment	sadness	0.790
afflict	nandhang kasusahan	sadness	0.789
disheartened	kurang ajar	sadness	0.788
bury	ngubur	sadness	0.781
crying	nangis	sadness	0.781
tumour	tumor	sadness	0.781
heartbreak	heartbreak	sadness	0.781
desecration	desecration	sadness	0.781
demoralized	demoralized	sadness	0.781
terrorize	terorisme	sadness	0.781
die	NO TRANSLATION	sadness	0.773
lynch	lynch	sadness	0.773
sufferer	sufferer	sadness	0.770
loneliness	kasepen	sadness	0.766
cemetery	kuburan	sadness	0.766
destitute	mlarat	sadness	0.766
torture	nyiksa	sadness	0.766
abortion	aborsi	sadness	0.766
diseased	diseased	sadness	0.766
condolence	condolence	sadness	0.766
fatality	fatality	sadness	0.766
dismemberment	dismemberment	sadness	0.766
doomed	ditolak	sadness	0.766
fearful	wedi	sadness	0.766
slayer	slayer	sadness	0.766
painfully	painfully	sadness	0.758
moribund	moribund	sadness	0.758
disaster	bilai	sadness	0.758
depress	depress	sadness	0.755
condemnation	paukuman	sadness	0.754
desperation	kepengine	sadness	0.750
hemorrhage	pendarahan	sadness	0.750
unhappy	ora nyenengake	sadness	0.750
pandemic	pandemi	sadness	0.750
corpse	mayit	sadness	0.750
depressive	depresi	sadness	0.750
deplorable	deplorable	sadness	0.750
defeated	dikalahake	sadness	0.750
doomsday	kiamat	sadness	0.750
cry	nangis	sadness	0.750
victimized	korban	sadness	0.750
obliteration	pamungkas	sadness	0.750
damnation	damnation	sadness	0.750
guilt	kasalahan	sadness	0.750
sickening	sickening	sadness	0.750
terrorist	teroris	sadness	0.750
sorrowful	sedhih	sadness	0.750
incest	incest	sadness	0.750
painful	nyenyet	sadness	0.750
abduction	penculikan	sadness	0.750
regretful	regretful	sadness	0.750
unfairness	ora adil	sadness	0.745
molestation	molestation	sadness	0.744
exile	pengasingan	sadness	0.742
abysmal	abysmal	sadness	0.742
hellish	hellish	sadness	0.738
exterminate	mbesmi	sadness	0.736
earthquake	lindhu	sadness	0.734
betrayal	betrayal	sadness	0.734
orphan	yatim piatu	sadness	0.734
slaughter	nyembeleh	sadness	0.734
disgraced	ngremehake	sadness	0.734
battered	battered	sadness	0.734
assassin	assassin	sadness	0.734
horrid	horrid	sadness	0.734
miserably	miserably	sadness	0.734
lonesome	lonesome	sadness	0.734
morgue	morgue	sadness	0.734
disastrous	kacilakan	sadness	0.734
warfare	perang	sadness	0.734
destroying	ngancurake	sadness	0.734
homeless	ora duwe omah	sadness	0.734
listless	ngilangi	sadness	0.729
unfortunately	sayangé	sadness	0.727
grave	kuburan	sadness	0.727
emptiness	kekosongan	sadness	0.727
alienated	alienated	sadness	0.727
fraught	fraught	sadness	0.722
emaciated	emaciated	sadness	0.719
malicious	angkoro	sadness	0.719
atrophy	atrophy	sadness	0.719
cripple	cripple	sadness	0.719
ashamed	mamang	sadness	0.719
leprosy	lepra	sadness	0.719
violently	kasar	sadness	0.719
disheartening	disheartening	sadness	0.719
cried	nangis	sadness	0.719
woe	woe	sadness	0.719
horror	horor	sadness	0.719
heartless	seneng banget	sadness	0.719
forsaken	ditinggal	sadness	0.719
paralysis	paralysis	sadness	0.719
missing	ilang	sadness	0.719
danger	bebaya	sadness	0.719
pain	pain	sadness	0.719
demise	demise	sadness	0.717
disgruntled	disgruntled	sadness	0.712
rejected	ditolak	sadness	0.712
sickly	sakit	sadness	0.712
violence	kekerasan	sadness	0.712
torn	siram	sadness	0.710
calamity	calamity	sadness	0.709
grim	surem	sadness	0.708
grievous	grievous	sadness	0.704
disfigured	disfigured	sadness	0.703
punishing	punishing	sadness	0.703
extinct	punah	sadness	0.703
meltdown	meltdown	sadness	0.703
oppressor	oppressor	sadness	0.703
deformed	cacat	sadness	0.703
slaughterhouse	nyembelih	sadness	0.703
humiliate	ngina	sadness	0.703
inhuman	kejem	sadness	0.703
decomposition	dekomposisi	sadness	0.703
suffocating	suffocating	sadness	0.703
hearse	hearse	sadness	0.703
incurable	incurable	sadness	0.703
buried	kekubur, kependhem	sadness	0.703
paralyzed	lumpuh	sadness	0.703
carcinoma	karsinoma	sadness	0.703
deformity	cacat	sadness	0.703
crushed	ulig	sadness	0.703
isolate	ngisolasi	sadness	0.703
tearful	tearful	sadness	0.703
abandon	nglirwaaken	sadness	0.703
obit	obit	sadness	0.703
strangle	nyuwek	sadness	0.703
victim	korban	sadness	0.703
isolation	isolasi	sadness	0.703
lifesucks	lifesucks	sadness	0.700
hell	neraka	sadness	0.700
ruinous	ruinous	sadness	0.698
widow	randha	sadness	0.697
banish	ngilangi	sadness	0.697
accursed	kacilakan	sadness	0.697
ruined	rusak	sadness	0.697
vanished	sirna	sadness	0.695
displaced	terlantar	sadness	0.691
poverty	mlarat	sadness	0.690
hospice	hospice	sadness	0.688
insanity	nggegirisi	sadness	0.688
depraved	depraved	sadness	0.688
shooting	shooting	sadness	0.688
stab	stab	sadness	0.688
pathetic	nyenengake	sadness	0.688
foreveralone	kanggo sawetara	sadness	0.688
dementia	dementia	sadness	0.688
travesty	travesty	sadness	0.688
nohope	NO TRANSLATION	sadness	0.688
infidelity	infidelity	sadness	0.688
epidemic	epidemi	sadness	0.688
teary	teary	sadness	0.688
widower	dandanane	sadness	0.688
terminal	terminal	sadness	0.688
neglected	diabaikan	sadness	0.688
illness	penyakit	sadness	0.688
regretting	regretting	sadness	0.688
imprisoned	ditahan	sadness	0.688
hurtful	hurtful	sadness	0.688
banished	dibuwang	sadness	0.688
hurt	gerah	sadness	0.688
deserted	ninggalake	sadness	0.688
hopeless	ora ana harapan	sadness	0.688
sob	NO TRANSLATION	sadness	0.688
loss	mundhut	sadness	0.688
dismissal	pemecahan	sadness	0.686
alienation	alienation	sadness	0.685
hardship	kasangsaran	sadness	0.685
choke	keselak	sadness	0.682
kidnap	kidnap	sadness	0.682
bleeding	pendarahan	sadness	0.673
obituary	obituary	sadness	0.672
missingyou	NO TRANSLATION	sadness	0.672
disabled	dipatèni	sadness	0.672
outcast	metu	sadness	0.672
poison	racun	sadness	0.672
abortive	abortive	sadness	0.672
gory	gory	sadness	0.672
disparage	disparage	sadness	0.672
wail	nangis	sadness	0.672
malevolent	malevolent	sadness	0.672
imprisonment	penjara	sadness	0.672
wretch	wretch	sadness	0.672
feelingdown	NO TRANSLATION	sadness	0.672
wretched	wretched	sadness	0.672
belittle	belittle	sadness	0.672
punished	dihukum	sadness	0.672
deprivation	nyuda	sadness	0.672
evil	jahat	sadness	0.672
coffin	peti mati	sadness	0.672
woefully	woefully	sadness	0.672
decomposed	decomposed	sadness	0.672
frightful	medeni	sadness	0.672
despairing	nuwun	sadness	0.672
barren	barren	sadness	0.670
poisoned	diracun	sadness	0.667
executioner	eksekusi	sadness	0.667
disease	penyakit	sadness	0.665
oppress	nindakake oppress	sadness	0.664
disembodied	disembodied	sadness	0.660
tear	luh	sadness	0.656
shitty	shitty	sadness	0.656
lamenting	lamenting	sadness	0.656
ruin	ngrusak	sadness	0.656
weep	nangis	sadness	0.656
lonely	sepi	sadness	0.656
jail	jail	sadness	0.656
steal	nyolong	sadness	0.656
mangle	mangle	sadness	0.656
hate	sengit	sadness	0.656
ailing	ailing	sadness	0.656
dreary	dreary	sadness	0.656
bleak	surem	sadness	0.656
polio	polio	sadness	0.656
blighted	blighted	sadness	0.656
casket	peti mati	sadness	0.656
demonic	demonic	sadness	0.656
peril	peril	sadness	0.656
carcass	carcass	sadness	0.653
beating	ngalahake	sadness	0.652
regretted	regretted	sadness	0.652
cowardice	kekuwatan	sadness	0.652
disability	cacat	sadness	0.648
affliction	kasangsaran	sadness	0.645
poisonous	beracun	sadness	0.641
emergency	darurat	sadness	0.641
perilous	perilous	sadness	0.641
awful	awake dhewe	sadness	0.641
terribly	banget	sadness	0.641
scourge	cidra	sadness	0.641
sinful	dosa	sadness	0.641
stricken	stricken	sadness	0.641
hatred	gething	sadness	0.641
powerless	tanpa daya	sadness	0.641
termination	nggon mandeg	sadness	0.641
exorcism	exorcism	sadness	0.641
woeful	woeful	sadness	0.641
drown	drown	sadness	0.641
inequality	ketimpangan	sadness	0.641
infertility	infertilitas	sadness	0.641
incarceration	dipenjara	sadness	0.641
failing	gagal	sadness	0.641
worry	sumelang	sadness	0.641
shroud	shroud	sadness	0.641
psychosis	psikosis	sadness	0.638
demolish	ngrusak	sadness	0.636
lament	sambat	sadness	0.636
disappointed	kuciwa	sadness	0.636
dismay	dismay	sadness	0.636
