word	Serbian-sr	emotion	emotion-intensity-score
confident	самоуверен	fear	0.094
counsellor	саветник	fear	0.094
helmet	Кацига	fear	0.094
case	случај	fear	0.094
locate	лоцирати	fear	0.094
northeast	североисток	fear	0.088
compassion	саосећање	fear	0.078
nurture	неговати	fear	0.078
graduation	дипломи	fear	0.078
graded	оцијењен	fear	0.075
mum	мама	fear	0.070
infant	дете	fear	0.067
civilians	цивили	fear	0.062
soulmate	соулмате	fear	0.062
civilian	цивилни	fear	0.062
cloudiness	облачност	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	парада	fear	0.062
cash	готовина	fear	0.062
journey	путовање	fear	0.062
guidelines	Смернице	fear	0.062
youth	млади	fear	0.062
opera	опера	fear	0.057
synonymous	синоним	fear	0.056
praying	молити	fear	0.047
honest	поштен	fear	0.047
intelligence	интелигенција	fear	0.038
romance	романса	fear	0.031
lines	линије	fear	0.031
volunteer	волонтер	fear	0.031
obey	поштовати	fear	0.016
happiest	најсрећнији	joy	0.986
happiness	срећа	joy	0.984
bliss	блаженство	joy	0.971
celebrating	славити	joy	0.970
jubilant	Јубилант	joy	0.969
ecstatic	ецстатиц	joy	0.954
elation	елатион	joy	0.944
bestdayever	најбољи дан икада	joy	0.938
beaming	сјајно	joy	0.938
loveee	ловеее	joy	0.932
celebration	прослава	joy	0.929
awesomeness	авесоменесс	joy	0.926
joy	радост	joy	0.924
happily	срећно	joy	0.922
excitement	узбуђење	joy	0.922
euphoria	еуфорија	joy	0.922
fabulous	сјајно	joy	0.922
joyous	весело	joy	0.922
exuberance	екуберанце	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	ловее	joy	0.920
gratitude	захвалност	joy	0.914
spectacular	спектакуларно	joy	0.912
merriment	весеље	joy	0.912
happydance	срећа	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	пресретан	joy	0.909
triumphant	тријумфалан	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	екстази	joy	0.906
cheerful	весело	joy	0.906
cheer	навијати	joy	0.897
elated	еластичан	joy	0.894
lovethis	ловетхис	joy	0.891
laugh	смех	joy	0.891
jolly	весело	joy	0.891
pleasures	задовољства	joy	0.891
excitation	узбуђење	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	одушевљен	joy	0.891
exhilaration	екхиларатион	joy	0.891
marvelously	чудесно	joy	0.881
loving	љубави	joy	0.879
joyful	радостан	joy	0.879
outstanding	изванредан	joy	0.879
blissful	блажен	joy	0.879
pleasurable	пријатан	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	ентузијастичан	joy	0.875
lovinglife	љубави Живот	joy	0.875
glee	раздраганост	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	тако срећан	joy	0.868
woohoo	воохоо	joy	0.864
laughing	смејати се	joy	0.864
superb	диван	joy	0.864
wonderful	предивна	joy	0.863
brilliant	брилијантно	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	навијача	joy	0.859
hooray	хоораи	joy	0.859
glory	слава	joy	0.859
celebrated	прослављен	joy	0.859
loved	вољен	joy	0.859
magnificent	величанствено	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	халелуја	joy	0.859
exciting	узбудљиво	joy	0.853
heavenly	небеско	joy	0.853
thrilled	узбуђени	joy	0.851
mademyday	мадемидаи	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	славити	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	благослов	joy	0.844
wonderfully	прекрасно	joy	0.844
sweetness	сладакост	joy	0.833
marvellous	дивно	joy	0.833
festive	свечано	joy	0.833
blessed	благословен	joy	0.833
paradise	рај	joy	0.833
celebrations	прославе	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	насмејан	joy	0.828
enchanting	очаравајуће	joy	0.828
love	љубав	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	доме слатки доме	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	смех	joy	0.824
marvelous	дивно	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	славље	joy	0.818
sensational	сензационално	joy	0.818
delightful	дивно	joy	0.818
happyheart	хаппихеарт	joy	0.818
rejoicing	радујем се	joy	0.818
joys	радости	joy	0.818
goodness	доброта	joy	0.818
excited	узбуђени	joy	0.818
excellence	изврсност	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	јовиал	joy	0.814
glorious	славно	joy	0.812
lovemaking	љубав	joy	0.812
rejoice	радујте се	joy	0.812
victorious	победио	joy	0.812
excellent	Одлично	joy	0.812
bonanza	бонанза	joy	0.812
smiley	Смајли	joy	0.812
enjoy	уживати	joy	0.812
splendid	сјајно	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	добра времена	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	Срећан дан	joy	0.809
myfavorite	моје омиљено	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	задовољство	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	весеље	joy	0.803
giggle	гиггле	joy	0.802
yesss	иессс	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	успех	joy	0.797
happier	срећније	joy	0.797
dancing	плес	joy	0.797
lovinlife	ловинлифе	joy	0.797
magnificence	величанственост	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	захвални	joy	0.789
splendor	сјај	joy	0.788
amuse	забавите се	joy	0.788
fun	забавно	joy	0.788
happy	срећан	joy	0.788
enchanted	очаран	joy	0.781
glorify	славити	joy	0.781
glad	драго ми је	joy	0.781
beautiful	Лепа	joy	0.781
solucky	те среће	joy	0.781
giggling	гигглинг	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	сјајно	joy	0.781
heavens	небеса	joy	0.779
perfection	савршенство	joy	0.779
christmassy	цхристмасси	joy	0.779
romance	романса	joy	0.779
thrilling	узбудљиво	joy	0.776
miraculous	чудесан	joy	0.773
fiesta	фиеста	joy	0.773
entertain	забавити	joy	0.773
congrats	цонгратс	joy	0.773
cheers	Живели	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	позитивност	joy	0.773
lovable	љубазно	joy	0.773
cheered	поздравио	joy	0.773
funday	забаван дан	joy	0.772
enjoying	уживајући	joy	0.771
cuddling	цуддлинг	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	забавно	joy	0.766
lifeisgood	живот је добар	joy	0.766
thebest	Најбољи	joy	0.766
sosweet	баш слатко	joy	0.766
smiles	осмех	joy	0.766
delight	Сласт	joy	0.765
orgasm	оргазам	joy	0.765
party	журка	joy	0.765
positive	позитивно	joy	0.761
cheerfulness	весело	joy	0.758
miracles	чуда	joy	0.758
sweetheart	Душица	joy	0.758
enlighten	просветљују	joy	0.758
christmastime	Божични празници	joy	0.757
giddy	гризли	joy	0.757
romantic	романтичан	joy	0.750
gratify	задовољи	joy	0.750
friendliness	пријатељство	joy	0.750
laughs	смеје се	joy	0.750
greatness	величанственост	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	пријатан	joy	0.750
blessings	благослови	joy	0.750
smile	осмех	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	фролиц	joy	0.748
jubilee	јубилеј	joy	0.742
enthusiasm	ентузијазам	joy	0.742
triumph	тријумф	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	магичан	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	чудо	joy	0.742
rewarding	награђивање	joy	0.742
feelgood	осећати се добро	joy	0.736
prosperity	просперитет	joy	0.735
luxurious	луксузан	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	живахно	joy	0.734
goodday	Добар дан	joy	0.734
passionate	страствено	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	очаравајући	joy	0.734
victory	победа	joy	0.734
admiration	дивљење	joy	0.734
tgif	тгиф	joy	0.734
glorification	глорификација	joy	0.733
sing	певати	joy	0.729
glowing	сјајан	joy	0.729
breathtaking	одузима дах	joy	0.728
fulfillment	испуњење	joy	0.728
yessss	иесссс	joy	0.728
cheery	весело	joy	0.727
thankful	захвалан	joy	0.727
hurrah	хура	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	санта	joy	0.727
award	награда	joy	0.727
atpeace	у миру	joy	0.727
win	победити	joy	0.727
merry	весело	joy	0.727
pleased	задовољан	joy	0.725
radiance	сјај	joy	0.725
inspiration	инспирација	joy	0.725
uplift	подизање	joy	0.723
optimistic	оптимистичан	joy	0.723
heaven	рај	joy	0.721
lucky	Срећно	joy	0.721
thrill	узбуђење	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	празници	joy	0.721
harmony	хармонија	joy	0.719
brighten	освежите	joy	0.719
lover	љубавник	joy	0.719
heartfelt	срце	joy	0.719
utopian	утопијски	joy	0.719
xmas	кмас	joy	0.719
lovely	дивно	joy	0.719
amusement	забава	joy	0.719
congratulatory	честитам	joy	0.719
praising	хвалити	joy	0.719
thriving	просперитет	joy	0.719
perfect	савршен	joy	0.719
magic	магија	joy	0.712
luckiest	најсретнији	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	луксуз	joy	0.712
bestfeeling	бестфеелинг	joy	0.712
treasures	благо	joy	0.712
achievement	достигнуће	joy	0.712
yay	То, бре	joy	0.712
holiday	одмор	joy	0.712
intimate	интимни	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	смешно	joy	0.706
rave	раве	joy	0.706
proud	поносан	joy	0.704
truelove	права љубав	joy	0.703
fuckyeah	фуцкиеах	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	Невероватно	joy	0.703
goodnews	добре вести	joy	0.703
optimism	оптимизам	joy	0.703
satisfying	задовољавајуће	joy	0.703
gooood	гоооод	joy	0.703
sweetest	најслађе	joy	0.703
cherish	неговати	joy	0.703
goodlife	Добар живот	joy	0.703
beautification	беаутифицатион	joy	0.703
appreciates	цени	joy	0.703
winning	Побеђивати	joy	0.703
cuddled	збуњен	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	забављали	joy	0.700
excite	узбуђује	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	рођендан	joy	0.691
metime	метиме	joy	0.688
favorite	омиљени	joy	0.688
honored	почаствован	joy	0.688
content	садржај	joy	0.688
godsend	Годсенд	joy	0.688
entertaining	забавно	joy	0.688
angelic	ангелски	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	обожавање	joy	0.688
exquisite	изврсна	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	драгоцен	joy	0.682
majestic	Величанствено	joy	0.682
appreciated	цењен	joy	0.682
luscious	сјајан	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	насмешио се	joy	0.682
bestfriends	најбољи пријатељ	joy	0.682
exaltation	екалтација	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	светли	joy	0.682
tranquility	спокојство	joy	0.679
marry	оженити се	joy	0.676
embrace	загрли	joy	0.676
positively	позитивно	joy	0.676
dearest	најдражи	joy	0.672
relaxation	релаксација	joy	0.672
accomplished	остварено	joy	0.672
hug	загрли	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	бдаи	joy	0.672
grin	грин	joy	0.672
enliven	енливен	joy	0.672
contentment	задовољство	joy	0.672
hilarious	хилариоус	joy	0.672
giggles	гигглес	joy	0.672
bountiful	богатство	joy	0.667
victor	победник	joy	0.667
adore	обожавам	joy	0.667
boisterous	бујни	joy	0.667
fulfilled	испуњено	joy	0.667
fulfill	испунити	joy	0.664
cuddles	цуддлес	joy	0.662
prosperous	просперитетно	joy	0.660
romanticism	романтицизам	joy	0.656
humor	хумор	joy	0.656
glow	сјај	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	пријатно	joy	0.656
appreciation	апресијација	joy	0.656
encouraged	подстакнути	joy	0.656
satisfy	задовољити	joy	0.656
serenity	спокојство	joy	0.656
captivate	ухватити	joy	0.656
besties	бестиес	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	задовољство	joy	0.652
treasure	благо	joy	0.652
engaged	ангажована	joy	0.652
praises	хвали	joy	0.652
abundance	заступљеност	joy	0.652
fortunes	среће	joy	0.652
relaxing	опуштајуће	joy	0.652
praised	хваљен	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	комплемент	joy	0.647
affection	наклоност	joy	0.647
relieved	олакшано	joy	0.647
