word	Tajik-tg	emotion	emotion-intensity-score
humorous	хандовар	joy	0.562
sweets	ширинӣ	joy	0.562
prosper	шукргузорӣ кунед	joy	0.562
superstar	супермаркет	joy	0.562
favorable	мусоид	joy	0.561
bless	муборак	joy	0.561
tenderness	ширин	joy	0.561
freedom	озод	joy	0.561
masterpiece	шоҳкор	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	хобҳо	joy	0.559
hopeful	умедворам	joy	0.559
home	хона	joy	0.559
cruising	сайр	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	содиқона	joy	0.553
closeness	ба наздикӣ	joy	0.552
eagerness	ҳавасманд	joy	0.552
comfy	ройгон	joy	0.551
sunshine	офтоб	joy	0.551
confidence	боварӣ	joy	0.547
mistletoe	хатсайр	joy	0.547
elite	элита	joy	0.547
celestial	Селестри	joy	0.547
heart	дил	joy	0.547
completion	анҷом ёфт	joy	0.547
good	хуб	joy	0.547
daughter	духтар	joy	0.547
gifts	тӯҳфаҳо	joy	0.547
astonishment	тааҷҷубовар	joy	0.547
bonus	бонус	joy	0.547
goodmorning	субҳ ба хайр	joy	0.547
lifted	баланд шуд	joy	0.547
zeal	зиқӣ	joy	0.547
illuminate	равшанӣ	joy	0.547
gift	тӯҳфа	joy	0.547
vacation	истироҳат	joy	0.547
charmed	Шефта	joy	0.546
recreation	истироҳат	joy	0.545
encouragement	рӯҳбаландӣ	joy	0.545
gush	гуш	joy	0.545
sublime	софдилона	joy	0.545
dance	рақс	joy	0.545
god	god	joy	0.545
free	озод	joy	0.544
freshstart	тарроҳӣ	joy	0.544
savior	наҷотдиҳанда	joy	0.543
sanctuary	муқаддас	joy	0.541
grandchildren	наберагон	joy	0.540
wellness	некӯаҳволӣ	joy	0.537
revel	Рел	joy	0.534
inspirational	илҳомбахш	joy	0.531
savor	ширин	joy	0.531
matrimony	мебинад	joy	0.531
money	пул	joy	0.531
rainbow	рангубор	joy	0.531
confident	боварӣ	joy	0.531
bridal	бригада	joy	0.531
music	мусиқӣ	joy	0.531
fab	ш	joy	0.531
serene	ором	joy	0.531
alive	зинда аст	joy	0.531
holiness	муқаддас	joy	0.531
vitality	ҳаёт	joy	0.531
liberation	озод шудан	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	ором	joy	0.531
soar	ба боло	joy	0.531
firstborn	нахустзода	joy	0.531
elegant	зебо	joy	0.530
mastery	қудрат	joy	0.530
illumination	равшанӣ	joy	0.530
welcomed	хуш омадед	joy	0.530
warmth	гарм	joy	0.530
blossom	гулӯла	joy	0.530
glimmer	glimmer	joy	0.530
faithful	содиқона	joy	0.529
treat	муносибат кунед	joy	0.529
snuggles	садақа кардан	joy	0.522
laurels	дандонҳо	joy	0.521
commendable	таъриф	joy	0.519
powerful	қавӣ	joy	0.516
silly	сустӣ	joy	0.516
zest	зест	joy	0.516
presents	пешниҳодҳо	joy	0.516
succeed	муваффақият	joy	0.516
jingle	jingle	joy	0.516
remarkable	назаррас	joy	0.516
greeted	Салом	joy	0.516
brotherly	бародарон	joy	0.516
pride	ифтихор	joy	0.516
strengthening	мустаҳкам кардан	joy	0.516
aspire	орзу дорам	joy	0.516
abundant	фаровон аст	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	зебо	joy	0.516
almighty	Қудратов	joy	0.516
fancy	зебо	joy	0.516
zen	зен	joy	0.515
coronation	корношоям	joy	0.515
kudos	данд	joy	0.515
vivid	зебо	joy	0.515
leisure	истироҳат	joy	0.515
complete	пурра	joy	0.515
cutie	бурд	joy	0.515
newme	newme	joy	0.515
familytime	оиладор	joy	0.515
animated	аниматсия	joy	0.515
spirit	рӯҳ	joy	0.515
thanking	ташаккур	joy	0.515
kid	кӯдакон	joy	0.515
shining	шиша	joy	0.515
payday	пардохт	joy	0.515
princely	пинҳон	joy	0.515
reunited	ҷашн гирифта мешавад	joy	0.515
therapeutic	терапевтикӣ	joy	0.515
comfort	тасаллӣ	joy	0.515
godly	худотарсона	joy	0.514
marriage	издивоҷ	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	муносибат	joy	0.514
spouse	ҳамсар	joy	0.507
intimately	ба наздикӣ	joy	0.507
accomplish	анҷом диҳед	joy	0.500
excel	excel	joy	0.500
inviting	даъват кардан	joy	0.500
meritorious	сазовор аст	joy	0.500
diamond	алмаз	joy	0.500
nature	табиат	joy	0.500
dignity	шаъну шараф	joy	0.500
family	оила	joy	0.500
soulful	ҷонбахш	joy	0.500
charitable	хайрия	joy	0.500
encourage	ҳавасманд	joy	0.500
friends	дӯстон	joy	0.500
satisfied	қаноатмандӣ	joy	0.500
welcoming	хушбахтона	joy	0.500
healthy	солим	joy	0.500
surreal	Суррос	joy	0.500
refreshed	тарроҳӣ	joy	0.500
beach	пляж	joy	0.500
motherhood	модарон	joy	0.500
respect	эҳтиром	joy	0.500
gem	ги	joy	0.500
erotic	erotic	joy	0.500
visionary	рӯъё	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	ба даст оварданд	joy	0.500
christ	Кристиан	joy	0.500
memorable	хотира	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	кӯдак	joy	0.500
purr	данд	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	дақиқ	joy	0.500
bloom	мешукуфанд	joy	0.500
carefree	нигоҳубин мекунанд	joy	0.500
aura	aura	joy	0.493
health	саломатӣ	joy	0.493
liberty	озодӣ	joy	0.486
approved	тасдиқ шудааст	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	оина	joy	0.486
rapture	rapture	joy	0.485
engaging	ҷалб кардан	joy	0.485
crowning	тоҷи	joy	0.485
aspiration	aspiration	joy	0.485
prestige	фахрӣ	joy	0.485
crescendo	crescendo	joy	0.485
gentle	бодиққат	joy	0.485
liberate	озод шавед	joy	0.485
betrothed	баръакс	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	фахр кардан	joy	0.485
privileged	имтиёзҳо	joy	0.485
loyal	содиқона	joy	0.485
inseparable	ҷудошуда	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	гандум	joy	0.484
trophy	медали	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	Шукурҷон Зуҳуров	joy	0.484
creativity	эҷодӣ	joy	0.484
destiny	Дунёи иқтисод	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	узвият	joy	0.484
bouquet	гулгашт	joy	0.484
chocolate	шоколад	joy	0.484
aloha	Алоха	joy	0.484
yummy	ламс	joy	0.484
dream	хоб	joy	0.484
desire	хоҳиш	joy	0.484
boyfriend	мардикор	joy	0.480
commemoration	ёддошт	joy	0.479
intelligence	хабардор	joy	0.477
readiness	омодагӣ	joy	0.473
friend	дўстон	joy	0.471
enthusiast	ҳавасманд	joy	0.471
bride	арӯс	joy	0.471
lush	лаб	joy	0.470
calming	оромиш	joy	0.470
inheritance	мерос	joy	0.470
kiddo	кӯдакона	joy	0.470
massage	маслиҳат	joy	0.470
tickle	тигл	joy	0.470
adventure	макон	joy	0.470
nostalgia	nostalgia	joy	0.470
soothe	ором гиред	joy	0.470
goals	Мақсадҳо	joy	0.469
luster	латофат	joy	0.469
giving	додан	joy	0.469
princess	princess	joy	0.469
heartily	дилсӯзона	joy	0.469
benevolence	манфӣ	joy	0.469
nurture	парвариш	joy	0.469
bridegroom	домод	joy	0.469
eternal	абадан	joy	0.469
pray	дуо кунед	joy	0.469
getaway	гурехтан	joy	0.469
humanitarian	гуманитарӣ	joy	0.469
bonding	вироиш	joy	0.469
rest	истироҳат	joy	0.469
amicable	мусбат	joy	0.469
purring	пӯст	joy	0.469
pretty	зебо	joy	0.469
child	кӯдак	joy	0.466
salutary	Салом	joy	0.465
invite	даъват кунед	joy	0.457
reminiscing	reminiscing	joy	0.456
beam	пӯст	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	тропикӣ	joy	0.455
aesthetics	эстетика	joy	0.455
friday	Ҷумъабой Толибов	joy	0.455
elevation	баландӣ	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	маросим	joy	0.455
mindfulness	ҳушдор додан	joy	0.455
hee	шифо ёфт	joy	0.455
kindred	оилавӣ	joy	0.455
scholarship	стипендия	joy	0.455
befriend	дӯстӣ	joy	0.455
commemorate	ёд кунед	joy	0.453
allure	ҳама	joy	0.453
faith	имон	joy	0.453
forgiveness	бахшоиш	joy	0.453
scenery	офтобӣ	joy	0.453
vindication	амволи ғайриманқул	joy	0.453
waterfall	шамол	joy	0.453
birth	таваллуд	joy	0.453
noworries	бе нигаронӣ	joy	0.453
approve	тасдиқ кунед	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	сафар	joy	0.447
meditation	мулоҳиза	joy	0.446
relaxed	осон аст	joy	0.442
tranquil	ором	joy	0.441
weekend	истироҳат	joy	0.441
present	ҳозир	joy	0.441
tender	тендер	joy	0.441
nostalgic	nostalgic	joy	0.439
prayer	дуо кардан	joy	0.439
sharing	мубодила	joy	0.439
esteem	эҳтиром	joy	0.439
lyrical	лирикӣ	joy	0.439
righteousness	адолат	joy	0.439
share	мубодила	joy	0.438
husband	шавҳар	joy	0.438
life	ҳаёт	joy	0.438
sonnet	sonnet	joy	0.438
relief	ройгон	joy	0.438
unbeaten	бесадо	joy	0.438
newday	наврӯз	joy	0.438
meditate	мулоҳиза кунед	joy	0.438
mighty	қавӣ	joy	0.438
eager	хурсандӣ	joy	0.438
strength	қувват	joy	0.438
warm	гарм	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	дӯсти ман	joy	0.427
oneness	ягонагӣ	joy	0.426
unsurpassed	бесабаб нест	joy	0.424
ejaculation	ejaculation	joy	0.424
unconstrained	ғайриқонунӣ	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	медал	joy	0.424
amen	амин	joy	0.424
candlelight	шамъ	joy	0.424
reverence	эҳтиром	joy	0.424
healthful	саломатӣ	joy	0.424
carols	каролаҳо	joy	0.424
sledding	пӯшида	joy	0.422
wealth	сарват	joy	0.422
graduation	хатмкунӣ	joy	0.422
frisky	frice	joy	0.422
energy	энергия	joy	0.422
calmness	оромӣ	joy	0.422
beginnings	оғоз меёбад	joy	0.422
safe	бехатар	joy	0.422
musical	мусиқӣ	joy	0.422
symphony	симфония	joy	0.422
lml	lml	joy	0.422
glitter	glitter	joy	0.422
ease	осон аст	joy	0.422
helpful	муфид аст	joy	0.422
soundness	солим	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	ваъда медиҳад	joy	0.415
reunite	якҷоя	joy	0.414
salvation	наҷот	joy	0.412
mother	модар	joy	0.412
poems	шеърҳо	joy	0.412
inauguration	ифтихор	joy	0.409
immaculate	оромиш	joy	0.409
lighten	нур	joy	0.409
aromatherapy	ароматика	joy	0.409
travel	сафар	joy	0.409
lavender	лаблабу	joy	0.409
purify	тоза кунед	joy	0.409
clown	қоғаз	joy	0.409
star	ситора	joy	0.406
cash	пули нақд	joy	0.406
heal	шифо мебахшад	joy	0.406
completing	тамом	joy	0.406
companion	шарики	joy	0.406
live	зиндагӣ мекунанд	joy	0.406
flowers	гул	joy	0.406
wishing	хоҳиш мекунам	joy	0.406
charity	хайрия	joy	0.406
opportune	имконият	joy	0.406
income	даромад	joy	0.403
soul	soul	joy	0.401
munchies	Мушкилот	joy	0.400
indescribable	номаълум	joy	0.397
progress	пешрафт	joy	0.397
emancipation	озод шудан	joy	0.397
christian	христиан	joy	0.397
hammock	хама	joy	0.394
together	якҷоя	joy	0.394
equality	баробарӣ	joy	0.394
fullness	пуррагӣ	joy	0.394
picnic	picnic	joy	0.394
calm	ором	joy	0.394
childhood	кӯдакӣ	joy	0.394
rhythmical	rhythmical	joy	0.394
movies	филмҳо	joy	0.393
zealous	боғайратона	joy	0.393
littlethings	чизҳои майда чуйда	joy	0.391
humanity	инсоният	joy	0.391
starry	starry	joy	0.391
playground	майдонча	joy	0.391
adventures	ҳикояҳо	joy	0.391
meaningful	муфид	joy	0.391
choir	choir	joy	0.391
affluence	фаровонӣ	joy	0.391
warms	гарм	joy	0.391
goofy	Гулрухсор Рофиева	joy	0.391
auspicious	хавотир	joy	0.391
gesture	ишора	joy	0.387
vow	аҳамият диҳед	joy	0.382
shopping	харид	joy	0.382
witty	зебо	joy	0.382
communion	саломатӣ	joy	0.379
vibes	vibes	joy	0.379
worship	ибодат кунед	joy	0.379
jump	сақф	joy	0.379
reverend	Рӯҳонӣ	joy	0.377
advance	пешрафт	joy	0.375
beaches	пляжҳо	joy	0.375
youth	ҷавонон	joy	0.375
spirits	рӯҳҳо	joy	0.375
simplicity	оддӣ	joy	0.375
full	пурра	joy	0.375
rising	бархезад	joy	0.375
hymn	гимн	joy	0.375
unique	беназир	joy	0.375
redeemed	ройгон	joy	0.375
scenic	манъ аст	joy	0.375
mirth	гандум	joy	0.375
courtship	мулоқот мекунанд	joy	0.375
experience	таҷриба	joy	0.375
reunion	бозгашт	joy	0.375
sonorous	Сомона	joy	0.375
unforgettable	фаромӯшнашаванда	joy	0.375
baptismal	таъмид	joy	0.368
alliance	иттифоқ	joy	0.368
grant	грант	joy	0.366
conciliation	созишнома	joy	0.364
moonlight	моҳир	joy	0.364
sanctification	ҷудоӣ	joy	0.364
improves	беҳтар аст	joy	0.364
improve	беҳтар аст	joy	0.364
pure	пок	joy	0.364
authentic	аслӣ	joy	0.364
kitten	кӯҳ	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	моторӣ	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	сустӣ	joy	0.359
feeling	ҳиссиёт	joy	0.359
devotional	содиқона	joy	0.359
proficiency	ихтисос	joy	0.359
tinsel	Тинел	joy	0.359
revival	эҳё	joy	0.359
sanctify	муқаддас	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	мустақилият	joy	0.359
cocoa	косо	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	дффин	joy	0.348
choral	фахрӣ	joy	0.348
deliverance	озод кардан	joy	0.348
romp	romp	joy	0.348
roaring	хандидан	joy	0.348
melody	оҳанг	joy	0.348
favor	лутфан	joy	0.348
unification	муттаҳидшавӣ	joy	0.348
exceed	аз ҳад зиёд	joy	0.348
purpose	мақсад	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	шореҳ	joy	0.344
voluptuous	возеҳ аст	joy	0.344
fruits	меваҳо	joy	0.344
thx	THX	joy	0.344
newstart	нависед	joy	0.344
manicure	маникӣ	joy	0.344
date	санаи	joy	0.344
kiddos	Кидо	joy	0.344
roadtrip	роҳи мошингард	joy	0.344
cookies	кукиҳо	joy	0.344
hedonism	сарпарастӣ	joy	0.344
humble	фурӯтан	joy	0.344
electric	электр	joy	0.344
pledge	гарав	joy	0.344
celebrity	маъруф	joy	0.342
rhythm	ритми	joy	0.338
bridesmaid	bridesmaid	joy	0.338
snowday	барф	joy	0.333
young	ҷавонон	joy	0.333
coffee	қаҳва	joy	0.333
edification	таъмир	joy	0.333
obliging	ӯҳдадоранд	joy	0.333
renovation	навсозӣ	joy	0.333
familiarity	шинос шудан	joy	0.333
garden	боғ	joy	0.333
spa	spa	joy	0.333
dawn	субҳ	joy	0.333
connoisseur	шарик	joy	0.333
partner	шарик	joy	0.333
gazing	хандидед	joy	0.333
foodie	бамазахӯрак	joy	0.331
synchronize	ҳамоҳангсозӣ кунед	joy	0.329
tribulation	андӯҳ	joy	0.328
healing	шифо ёфт	joy	0.328
saint	муқаддас	joy	0.328
chirping	гулӯла	joy	0.328
hobby	хобби	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	карол	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	Забур	joy	0.328
pedicure	пиёдагард	joy	0.328
amnesty	авф	joy	0.328
respite	respite	joy	0.324
mellow	мӯй	joy	0.318
lazyday	NO TRANSLATION	joy	0.318
recreational	истироҳат	joy	0.318
restorative	барқарорсозӣ	joy	0.318
cousins	Котикҳо	joy	0.318
classics	классикӣ	joy	0.318
reconciliation	созишнома	joy	0.316
dove	кабӯтар	joy	0.312
living	зиндагӣ	joy	0.312
presto	presto	joy	0.312
crafts	ҳунармандон	joy	0.312
recovery	барқароркунӣ	joy	0.312
woods	ҳезумҳо	joy	0.312
sunset	офтоб	joy	0.312
fitness	фитнес	joy	0.312
playhouse	синфхона	joy	0.312
superman	супермен	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	хирад	joy	0.312
deal	шартнома	joy	0.312
simplify	соддатар	joy	0.312
lord	Худованд	joy	0.312
sterling	пиёдагард	joy	0.312
progression	пешрафт	joy	0.312
relight	Равшан	joy	0.312
pony	pony	joy	0.312
infant	кӯдак	joy	0.309
improvement	беҳтаршавӣ	joy	0.309
absolution	Сатторӣ	joy	0.306
gently	бодиққат	joy	0.303
established	таъсис дода шудааст	joy	0.303
honest	ростқавл	joy	0.303
decorating	ороишӣ	joy	0.303
endless	беохир	joy	0.303
banquet	боғ	joy	0.303
providing	таъмин намояд	joy	0.300
mine	ман	joy	0.297
fraternal	хешовандӣ	joy	0.297
notable	назаррас	joy	0.297
feat	фит	joy	0.297
harvest	ҷамъоварӣ	joy	0.297
quaint	шифо	joy	0.297
softly	осон аст	joy	0.297
spiritual	рӯҳонӣ	joy	0.297
morals	ахлоқӣ	joy	0.297
lounging	lounging	joy	0.297
light	нур	joy	0.297
breeze	бод	joy	0.297
strolling	тарроҳӣ	joy	0.297
spending	хароҷот	joy	0.297
meditating	мулоҳиза кардан	joy	0.297
joker	joker	joy	0.297
yearning	хандид	joy	0.297
growth	афзоиш	joy	0.297
fervor	фуҷур	joy	0.295
quotes	нохунак	joy	0.294
volunteer	ихтиёрӣ	joy	0.294
psalms	матнҳо	joy	0.288
hippie	hippie	joy	0.288
gain	афзоиш	joy	0.288
taoism	данд	joy	0.288
midwife	ummulin	joy	0.288
resources	захираҳо	joy	0.288
create	эҷод кунед	joy	0.288
receiving	қабул	joy	0.287
ocean	ocean	joy	0.286
snowfall	боришот	joy	0.286
lsd	lsd	joy	0.286
hiking	сафар	joy	0.283
chill	хунук	joy	0.281
truce	баста мешавад	joy	0.281
infinity	беохир	joy	0.281
toast	тост	joy	0.281
destination	макон	joy	0.281
buddhist	бухор	joy	0.281
rested	истироҳат мекунанд	joy	0.281
candid	саъй	joy	0.281
evergreen	якранг аст	joy	0.281
unwind	истироҳат	joy	0.281
buzzing	интегратсия	joy	0.281
