word	Malagasy-mg	emotion	emotion-intensity-score
less	Kely kokoa	fear	0.167
coy	mody saro-kenatra	fear	0.162
iris	Iris	fear	0.160
audition	audition	fear	0.156
sly	fetsy	fear	0.156
legalized	ara-dalàna	fear	0.156
intimately	akaiky	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	Countdown	fear	0.156
hearing	nandre	fear	0.156
bases	bases	fear	0.156
medication	fanafody	fear	0.156
ceasefire	fampitsaharana ady	fear	0.156
retirement	fisotroan-dronono	fear	0.156
courageous	be herim-po	fear	0.154
overthinker	overthinker	fear	0.153
backtrack	backtrack	fear	0.151
dawned	niposaka ny	fear	0.150
censor	sivana	fear	0.149
bailiff	bailiff	fear	0.147
syllabus	fandaharam-pianarana	fear	0.147
gent	gent	fear	0.141
caricature	sariitatra	fear	0.141
rationality	rationality '	fear	0.141
cove	Cove	fear	0.141
newcomer	vao tonga	fear	0.141
eventuality	ny iafaran'izy roa tonta	fear	0.141
imagination	mamoron	fear	0.141
validity	mampanankery	fear	0.141
waiting	miandry	fear	0.141
delay	fahatarana	fear	0.141
shy	saro-kenatra	fear	0.140
alreadyyyyy	alreadyyyyy	fear	0.140
symptom	famantarana	fear	0.133
excite	manaitaitra	fear	0.132
raccoon	raccoon	fear	0.127
prevent	misakana	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	mpanao hatsikana	fear	0.125
ahhh	ahhh	fear	0.125
hawk	hitsikitsika	fear	0.125
campaigning	fampielezan-kevitra	fear	0.125
soready	soready	fear	0.125
tryout	Andramo	fear	0.125
marry	hanambady	fear	0.125
sprite	sprite	fear	0.125
swim	milomano	fear	0.125
gameday	gameday	fear	0.125
sag	SAG	fear	0.123
pharmacy	levitra	fear	0.123
policeman	polisy	fear	0.121
lace	dantelina	fear	0.111
dreamt	nanonofy	fear	0.111
holiness	fahamasinana	fear	0.109
pray	Mivavaha	fear	0.109
weight	lanja	fear	0.109
incase	raha toa ka	fear	0.109
knot	fatotra	fear	0.109
confidence	fahatokiana	fear	0.109
notoriety	laza	fear	0.109
homework	enti-mody	fear	0.109
destination	toerana halehany	fear	0.109
bigday	bigday	fear	0.109
slender	manifinify	fear	0.100
undecided	tapa-kevitra	fear	0.098
sympathetic	mangoraka	fear	0.097
god	andriamanitra	fear	0.094
grades	naoty	fear	0.094
loyal	tsy mivadika	fear	0.094
poise	poise	fear	0.094
treat	hitondra	fear	0.094
confident	antoka	fear	0.094
counsellor	mpanolo-tsaina	fear	0.094
helmet	fiarovan-doha	fear	0.094
case	tranga	fear	0.094
locate	toerana	fear	0.094
northeast	avaratratsinanan'i	fear	0.088
compassion	fangoraham-po	fear	0.078
nurture	mikolokolo	fear	0.078
graduation	diplaoma	fear	0.078
graded	graded	fear	0.075
mum	Neny	fear	0.070
infant	zaza	fear	0.067
civilians	olon-tsotra	fear	0.062
soulmate	soulmate	fear	0.062
civilian	sivily	fear	0.062
cloudiness	cloudiness	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	matso	fear	0.062
cash	vola	fear	0.062
journey	dia	fear	0.062
guidelines	torolalana	fear	0.062
youth	tanora	fear	0.062
opera	opéra	fear	0.057
synonymous	mitovy dika	fear	0.056
praying	mivavaka	fear	0.047
honest	marina	fear	0.047
intelligence	fahiratan-tsaina	fear	0.038
romance	olon-tiany	fear	0.031
lines	tsipika	fear	0.031
volunteer	mpilatsaka an-tsitrapo	fear	0.031
obey	mankatò	fear	0.016
happiest	sambatra	joy	0.986
happiness	fahasambarana	joy	0.984
bliss	fahasambarana	joy	0.971
celebrating	mankalaza	joy	0.970
jubilant	mitondra hafaliana andrandrain'ny	joy	0.969
ecstatic	faly	joy	0.954
elation	hafaliana	joy	0.944
bestdayever	bestdayever	joy	0.938
beaming	Feno ny taratry	joy	0.938
loveee	loveee	joy	0.932
celebration	fankalazana	joy	0.929
awesomeness	mahatalanjona	joy	0.926
joy	fifaliana	joy	0.924
happily	Soa ihany	joy	0.922
excitement	fientanentanana	joy	0.922
euphoria	hafaliana	joy	0.922
fabulous	mahafinaritra	joy	0.922
joyous	mahafaly	joy	0.922
exuberance	exuberance	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	lovee	joy	0.920
gratitude	fankasitrahana	joy	0.914
spectacular	mahatalanjona	joy	0.912
merriment	merriment	joy	0.912
happydance	happydance	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	faly be	joy	0.909
triumphant	mpandresy	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	safononoky ny fahafinaretana	joy	0.906
cheerful	falifaly	joy	0.906
cheer	fifaliana	joy	0.897
elated	faly	joy	0.894
lovethis	lovethis	joy	0.891
laugh	laugh	joy	0.891
jolly	jolly	joy	0.891
pleasures	fahafinaretana	joy	0.891
excitation	excitation	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	Finaritra	joy	0.891
exhilaration	exhilaration	joy	0.891
marvelously	mahagaga	joy	0.881
loving	fitiavana	joy	0.879
joyful	faly	joy	0.879
outstanding	miavaka	joy	0.879
blissful	blissful	joy	0.879
pleasurable	mahafinaritra	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	mafana fo	joy	0.875
lovinglife	lovinglife	joy	0.875
glee	Hifaly	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	faly be	joy	0.868
woohoo	woohoo	joy	0.864
laughing	mihomehy	joy	0.864
superb	mahafinaritra	joy	0.864
wonderful	mahafinaritra	joy	0.863
brilliant	mamirapiratra	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	tehaka	joy	0.859
hooray	hooray	joy	0.859
glory	voninahitra	joy	0.859
celebrated	malaza	joy	0.859
loved	tia	joy	0.859
magnificent	mahatalanjona	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	Haleloia	joy	0.859
exciting	mampientam-po	joy	0.853
heavenly	any an-danitra	joy	0.853
thrilled	faly be	joy	0.851
mademyday	mademyday	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	mankalaza	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	fitahiana	joy	0.844
wonderfully	mahatalanjona	joy	0.844
sweetness	mamy	joy	0.833
marvellous	mahatalanjona	joy	0.833
festive	fety	joy	0.833
blessed	sambatra	joy	0.833
paradise	paradisa	joy	0.833
celebrations	fankalazana	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	mitsiky	joy	0.828
enchanting	hilaza izao	joy	0.828
love	fitiavana	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	trano mahamamy ny mody	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	fihomehezana	joy	0.824
marvelous	mahatalanjona	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	fankalazana	joy	0.818
sensational	mampitolagaga	joy	0.818
delightful	mahafinaritra	joy	0.818
happyheart	happyheart	joy	0.818
rejoicing	fifaliana	joy	0.818
joys	fifaliana	joy	0.818
goodness	hatsaran-toetra	joy	0.818
excited	faly	joy	0.818
excellence	fahatsarany	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	jovial	joy	0.814
glorious	be voninahitra	joy	0.812
lovemaking	lovemaking	joy	0.812
rejoice	hifaly	joy	0.812
victorious	mpandresy	joy	0.812
excellent	tsara	joy	0.812
bonanza	bonanza	joy	0.812
smiley	Smiley	joy	0.812
enjoy	mankafy	joy	0.812
splendid	kanto	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	fotoana tsara	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	andro mahafinaritra	joy	0.809
myfavorite	ny tiako indrindra	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	fahafinaretana	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	fifaliana	joy	0.803
giggle	mitsikanikany	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	fahombiazana	joy	0.797
happier	sambatra kokoa	joy	0.797
dancing	dihy	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	fahamboniany	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	mankasitraka	joy	0.789
splendor	famirapiratana	joy	0.788
amuse	voly	joy	0.788
fun	fahafinaretana	joy	0.788
happy	sambatra	joy	0.788
enchanted	enchanted	joy	0.781
glorify	voninahitra	joy	0.781
glad	faly	joy	0.781
beautiful	tsara tarehy	joy	0.781
solucky	solucky	joy	0.781
giggling	giggling	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	mamirapiratra	joy	0.781
heavens	lanitra	joy	0.779
perfection	tonga lafatra	joy	0.779
christmassy	christmassy	joy	0.779
romance	olon-tiany	joy	0.779
thrilling	mampientam-po	joy	0.776
miraculous	mahagaga	joy	0.773
fiesta	fiesta	joy	0.773
entertain	voly	joy	0.773
congrats	Arahabaina	joy	0.773
cheers	mahafaly	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	positivity	joy	0.773
lovable	mahatehotia	joy	0.773
cheered	nitehaka	joy	0.773
funday	funday	joy	0.772
enjoying	nankafy	joy	0.771
cuddling	cuddling	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	miharihary amin'izany	joy	0.766
lifeisgood	tsara ny fiainana	joy	0.766
thebest	ny tsara indrindra	joy	0.766
sosweet	mahafatifaty ery	joy	0.766
smiles	tsiky	joy	0.766
delight	sitrany	joy	0.765
orgasm	levitra	joy	0.765
party	fety	joy	0.765
positive	tsara	joy	0.761
cheerfulness	-kafaliana	joy	0.758
miracles	fahagagana	joy	0.758
sweetheart	malalany	joy	0.758
enlighten	hanazava	joy	0.758
christmastime	Krismasy	joy	0.757
giddy	giddy	joy	0.757
romantic	tantaram-pitiavana	joy	0.750
gratify	mpahita fitia	joy	0.750
friendliness	sariaka	joy	0.750
laughs	mihomehy	joy	0.750
greatness	lehibe	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	hanaovana ny sitrapony	joy	0.750
blessings	fitahiana	joy	0.750
smile	tsiky	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	mbetika	joy	0.748
jubilee	jobily	joy	0.742
enthusiasm	hafanam-po	joy	0.742
triumph	fandresena	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	mahagaga	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	fahagagana	joy	0.742
rewarding	mahafa-po	joy	0.742
feelgood	feelgood	joy	0.736
prosperity	fanambinana	joy	0.735
luxurious	tarehy	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	vivacious	joy	0.734
goodday	andro tsara	joy	0.734
passionate	liana	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	enchant	joy	0.734
victory	fandresena	joy	0.734
admiration	fahatalanjonana sy fifaliana	joy	0.734
tgif	tgif	joy	0.734
glorification	boninahitra	joy	0.733
sing	mihira	joy	0.729
glowing	mamirapiratra	joy	0.729
breathtaking	mahatalanjona	joy	0.728
fulfillment	tanteraka	joy	0.728
yessss	yessss	joy	0.728
cheery	falifaly	joy	0.727
thankful	feno fisaorana	joy	0.727
hurrah	kopakopan-tànana	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	Santa	joy	0.727
award	mari-pankasitrahana	joy	0.727
atpeace	atpeace	joy	0.727
win	Win	joy	0.727
merry	ravoravo	joy	0.727
pleased	faly	joy	0.725
radiance	famirapiratany	joy	0.725
inspiration	aingam-panahy	joy	0.725
uplift	mankahery	joy	0.723
optimistic	fanantenana	joy	0.723
heaven	an-danitra	joy	0.721
lucky	tsara vintana	joy	0.721
thrill	mampangitakitaka	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	fety	joy	0.721
harmony	mifanaraka	joy	0.719
brighten	miramirana	joy	0.719
lover	tia	joy	0.719
heartfelt	avy amin'ny fo	joy	0.719
utopian	mitsingevana	joy	0.719
xmas	Xmas	joy	0.719
lovely	lovely	joy	0.719
amusement	voly	joy	0.719
congratulatory	fiarahabana	joy	0.719
praising	midera	joy	0.719
thriving	mandroso	joy	0.719
perfect	tonga lafatra	joy	0.719
magic	majika	joy	0.712
luckiest	luckiest	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	lafo vidy	joy	0.712
bestfeeling	bestfeeling	joy	0.712
treasures	harena	joy	0.712
achievement	zava-bitany	joy	0.712
yay	yay	joy	0.712
holiday	fialan-tsasatra	joy	0.712
intimate	akaiky	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	nihomehy	joy	0.706
rave	fiderana faran'izay tsara	joy	0.706
proud	mirehareha	joy	0.704
truelove	tena fitiavana	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	Mahagaga	joy	0.703
goodnews	vaovao tsara	joy	0.703
optimism	fanantenana	joy	0.703
satisfying	mahafa-po	joy	0.703
gooood	gooood	joy	0.703
sweetest	mamy indrindra	joy	0.703
cherish	hankamamy	joy	0.703
goodlife	goodlife	joy	0.703
beautification	beautification	joy	0.703
appreciates	mankasitraka	joy	0.703
winning	mandresy	joy	0.703
cuddled	cuddled	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	nampiantrano	joy	0.700
excite	manaitaitra	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	fitsingerenan'ny andro nahaterahana	joy	0.691
metime	metime	joy	0.688
favorite	toerana tena	joy	0.688
honored	voninahitra	joy	0.688
content	afa-po	joy	0.688
godsend	godsend	joy	0.688
entertaining	voly	joy	0.688
angelic	anjely	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	fitsaohana	joy	0.688
exquisite	lafatra	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	sarobidy	joy	0.682
majestic	malaza	joy	0.682
appreciated	nankasitraka	joy	0.682
luscious	luscious	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	Nitsiky	joy	0.682
bestfriends	mpinamana be	joy	0.682
exaltation	fisandratana	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	brightens	joy	0.682
tranquility	filaminana	joy	0.679
marry	hanambady	joy	0.676
embrace	manaiky	joy	0.676
positively	tsara	joy	0.676
dearest	malalako	joy	0.672
relaxation	fialam-boly	joy	0.672
accomplished	tanteraka	joy	0.672
hug	mamihina	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	tsiky	joy	0.672
enliven	hiaina ao	joy	0.672
contentment	afa-po	joy	0.672
hilarious	mahatsikaiky	joy	0.672
giggles	giggles	joy	0.672
bountiful	'i Soafeno	joy	0.667
victor	Victor	joy	0.667
adore	mankafy	joy	0.667
boisterous	sahiran-tsaina	joy	0.667
fulfilled	tanteraka	joy	0.667
fulfill	hanatanteraka	joy	0.664
cuddles	cuddles	joy	0.662
prosperous	nanan-karena	joy	0.660
romanticism	romanticism	joy	0.656
humor	hatsikana	joy	0.656
glow	tarafin'ny hazavana	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	mahafinaritra	joy	0.656
appreciation	fankasitrahana	joy	0.656
encouraged	Mampahery	joy	0.656
satisfy	fahafaham-po	joy	0.656
serenity	fahatoniana	joy	0.656
captivate	hambabo	joy	0.656
besties	besties	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	fahafaham-po	joy	0.652
treasure	harena	joy	0.652
engaged	mpifamofo	joy	0.652
praises	fiderana	joy	0.652
abundance	be dia be	joy	0.652
fortunes	harena	joy	0.652
relaxing	miala voly	joy	0.652
praised	nidera	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	famenon'ny	joy	0.647
affection	fitiavana	joy	0.647
relieved	maivamaivana	joy	0.647
carnival	Fetibe	joy	0.643
divine	avy amin'Andriamanitra	joy	0.641
saintly	saintly	joy	0.641
harmoniously	mirindra	joy	0.641
achieve	hanatrarana	joy	0.641
thanksgiving	fisaorana	joy	0.641
jackpot	jackpot	joy	0.641
priceless	voavidim-bola	joy	0.641
sensuality	hafalian'ny nofo	joy	0.641
champion	tompon-daka	joy	0.641
wedding	fampakaram-bady	joy	0.641
uplifting	mankahery	joy	0.641
climax	fara tampony	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	am-pilaminana	joy	0.636
twinkle	namiratra	joy	0.636
reverie	reverie	joy	0.636
exalt	hanandra-	joy	0.636
winner	mpandresy	joy	0.636
felicity	ny fahasambarana	joy	0.636
cuddle	hamihina	joy	0.636
comforting	mampahery	joy	0.636
honeymoon	volan-tantely	joy	0.636
xoxo	xoxo	joy	0.634
amusing	nampihomehy	joy	0.625
reward	valisoa	joy	0.625
fondness	tia	joy	0.625
hearts	fo	joy	0.625
brighter	mamirapiratra	joy	0.625
sweet	mamy	joy	0.625
stargazing	raha hijery kintana	joy	0.625
festival	festival	joy	0.625
snuggling	snuggling	joy	0.625
generosity	fahalalahan-tanana	joy	0.625
gorgeous	tsara tarehy	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	firaisana ara-nofo	joy	0.622
parade	matso	joy	0.621
applause	tehaka	joy	0.621
genial	Genial	joy	0.621
beauty	hatsaran-tarehy	joy	0.621
kind	tsara fanahy	joy	0.621
newlife	fiainam-baovao	joy	0.618
aspiring	naniry	joy	0.618
fulfilling	fanatanterahana	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	tsara	joy	0.613
kiss	oroka	joy	0.610
winnings	winnings	joy	0.609
praiseworthy	mendri-piderana	joy	0.609
rainbows	havana teny	joy	0.609
generous	malala-tanana	joy	0.609
enlightenment	fahazavana ara-panahy	joy	0.609
playful	mifaly	joy	0.609
christmas	Noely	joy	0.609
super	Super	joy	0.609
elegance	haja	joy	0.609
rekindle	mamelona indray	joy	0.609
awards	mari-pankasitrahana	joy	0.609
adorable	mahatehotia	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	fahaleovan-tena	joy	0.607
successful	mahomby	joy	0.606
onelove	One love	joy	0.606
kindness	hatsaram-panahy	joy	0.606
freely	malalaka	joy	0.606
surprises	tsy ampoizina	joy	0.606
inspired	ara-tsindrimandry	joy	0.606
hilarity	hilarity	joy	0.606
wonder	manontany tena	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	fialam-boly	joy	0.603
whimsical	hafakely	joy	0.603
passion	passion	joy	0.603
beautify	hahatsara tarehy	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	Fiposahan'ny masoandro	joy	0.600
godisgood	tsara Andriamanitra	joy	0.597
whoo	whoo	joy	0.594
angel	anjely	joy	0.594
thankgod	Misaotra AN'ANDRIAMANITRA	joy	0.594
accomplishment	zava-bita	joy	0.594
flirt	manadaladala	joy	0.594
goodmusic	goodmusic	joy	0.594
snuggled	snuggled	joy	0.594
revere	Revere	joy	0.594
inspire	aingam-panahy	joy	0.594
fanfare	fanfare	joy	0.594
peacefully	am-pilaminana	joy	0.594
jesus	Jesosy	joy	0.594
goodies	goodies	joy	0.594
heroic	feno herim-po	joy	0.591
fortune	harena	joy	0.591
friendship	fisakaizana	joy	0.591
singing	fihirana	joy	0.591
exalted	ambony	joy	0.591
summer	fahavaratra	joy	0.591
highest	ambony indrindra	joy	0.591
overflowing	tondraka	joy	0.588
contented	afa-po	joy	0.588
woot	woot	joy	0.588
rollicking	rollicking	joy	0.588
hope	manantena	joy	0.586
accolade	accolade	joy	0.586
cozy	Cozy	joy	0.583
delicious	matsiro	joy	0.579
friendly	friendly	joy	0.578
sensuous	manaitaitra filana	joy	0.578
darling	hany malalako	joy	0.578
picturesque	tsara tarehy	joy	0.578
raving	raving	joy	0.578
praise	fiderana	joy	0.578
everlasting	mandrakizay	joy	0.578
ambition	faniriana	joy	0.578
thelife	ny fiainana	joy	0.578
sparkle	Sparkle	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	tovovavy manam-bitana	joy	0.576
flattering	mandrobo	joy	0.576
sensual	nofo	joy	0.576
heroism	herimpon'izy	joy	0.576
succeeding	mahomby	joy	0.576
grace	fahasoavana	joy	0.576
peace	fandriampahalemana	joy	0.576
livelife	miaina fiainana	joy	0.574
special	manokana	joy	0.574
tantalizing	tantalizing	joy	0.572
pumped	pumped	joy	0.567
worthwhile	mahasoa	joy	0.562
revels	revels	joy	0.562
prevail	Mandresy	joy	0.562
liking	eritreritsika	joy	0.562
sunny	talaky masoandro	joy	0.562
relax	Mitonia	joy	0.562
surprise	tsy nampoizina	joy	0.562
hugs	fifamihinana	joy	0.562
admirable	mendri-piderana	joy	0.562
hero	mahery fo	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	mampihomehy	joy	0.562
sweets	zava-mamy	joy	0.562
prosper	hiroborobo	joy	0.562
superstar	superstar	joy	0.562
favorable	tsara	joy	0.561
bless	hitahy	joy	0.561
tenderness	fitiavana	joy	0.561
freedom	fahafahana	joy	0.561
masterpiece	sanganasa	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	nofy	joy	0.559
hopeful	be fanantenana	joy	0.559
home	an-trano	joy	0.559
cruising	cruising	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	mahatoky	joy	0.553
closeness	akaiky	joy	0.552
eagerness	zotom-po	joy	0.552
comfy	comfy	joy	0.551
sunshine	masoandro	joy	0.551
confidence	fahatokiana	joy	0.547
mistletoe	mistletoe	joy	0.547
elite	sangany	joy	0.547
celestial	selestialy	joy	0.547
heart	am-po	joy	0.547
completion	vita	joy	0.547
good	tsara	joy	0.547
daughter	vavy	joy	0.547
gifts	fanomezam-pahasoavana	joy	0.547
astonishment	talanjona	joy	0.547
bonus	tombony	joy	0.547
goodmorning	salama	joy	0.547
lifted	asandratra	joy	0.547
zeal	zotom-po	joy	0.547
illuminate	manazava	joy	0.547
gift	fanomezana	joy	0.547
vacation	fialan-tsasatra	joy	0.547
charmed	Voangoly	joy	0.546
recreation	fialam-boly	joy	0.545
encouragement	fampaherezana	joy	0.545
gush	nijininika	joy	0.545
sublime	ambony dia ambony	joy	0.545
dance	dihy	joy	0.545
god	andriamanitra	joy	0.545
free	maimaim-poana	joy	0.544
freshstart	freshstart	joy	0.544
savior	mpamonjy	joy	0.543
sanctuary	fitoerana masina	joy	0.541
grandchildren	zafikeliny	joy	0.540
wellness	Wellness	joy	0.537
revel	revel	joy	0.534
inspirational	panahy	joy	0.531
savor	ankasitrahana	joy	0.531
matrimony	fanambadiana	joy	0.531
money	vola	joy	0.531
rainbow	avana	joy	0.531
confident	antoka	joy	0.531
bridal	mpanotrona ny mpanambady	joy	0.531
music	mozika	joy	0.531
fab	fab	joy	0.531
serene	tony	joy	0.531
alive	velona	joy	0.531
holiness	fahamasinana	joy	0.531
vitality	heriny	joy	0.531
liberation	fanafahana	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	mampitony	joy	0.531
soar	Manidina	joy	0.531
firstborn	lahimatoa	joy	0.531
elegant	kanto	joy	0.530
mastery	fehezina	joy	0.530
illumination	hazavana	joy	0.530
welcomed	nandray	joy	0.530
warmth	hafanana	joy	0.530
blossom	mamony	joy	0.530
glimmer	tsirim	joy	0.530
faithful	mahatoky	joy	0.529
treat	hitondra	joy	0.529
snuggles	snuggles	joy	0.522
laurels	Ravintsara	joy	0.521
commendable	-piderana	joy	0.519
powerful	mahery	joy	0.516
