word	Sundanese-su	emotion	emotion-intensity-score
christian	urang Kristen	joy	0.397
hammock	ayunan	joy	0.394
together	bareng	joy	0.394
equality	sasaruaan hak	joy	0.394
fullness	fullness	joy	0.394
picnic	piknik	joy	0.394
calm	tenang	joy	0.394
childhood	budak leutik	joy	0.394
rhythmical	rhythmical	joy	0.394
movies	pilem	joy	0.393
zealous	zealous	joy	0.393
littlethings	hal-hal alit	joy	0.391
humanity	umat manusa	joy	0.391
starry	starry	joy	0.391
playground	tempat kaulinan	joy	0.391
adventures	adventures	joy	0.391
meaningful	boga arti	joy	0.391
choir	rampak sekar	joy	0.391
affluence	kamakmuran	joy	0.391
warms	warms	joy	0.391
goofy	goofy	joy	0.391
auspicious	auspicious	joy	0.391
gesture	sikep	joy	0.387
vow	sumpah	joy	0.382
shopping	balanja	joy	0.382
witty	witty	joy	0.382
communion	komuni	joy	0.379
vibes	vibes	joy	0.379
worship	netepan	joy	0.379
jump	ngaluncat	joy	0.379
reverend	reverend	joy	0.377
advance	ngamajukeun	joy	0.375
beaches	pantai	joy	0.375
youth	budak ngora	joy	0.375
spirits	roh	joy	0.375
simplicity	kesederhanaan	joy	0.375
full	pinuh	joy	0.375
rising	rising	joy	0.375
hymn	tembang pamujaan	joy	0.375
unique	unik	joy	0.375
redeemed	ditebus	joy	0.375
scenic	endah	joy	0.375
mirth	mirth	joy	0.375
courtship	pacaran	joy	0.375
experience	pangalaman	joy	0.375
reunion	reuni	joy	0.375
sonorous	sonorous	joy	0.375
unforgettable	henteu kapohoan	joy	0.375
baptismal	baptismal	joy	0.368
alliance	ngongkowan	joy	0.368
grant	ngabulkeun	joy	0.366
conciliation	conciliation	joy	0.364
moonlight	moonlight	joy	0.364
sanctification	sanctification	joy	0.364
improves	ngaronjatkeun	joy	0.364
improve	ngaronjatkeun	joy	0.364
pure	murni	joy	0.364
authentic	asli	joy	0.364
kitten	emeng	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	raspberries	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	kasatiaan	joy	0.359
feeling	rarasaan	joy	0.359
devotional	devotional	joy	0.359
proficiency	kamahéran	joy	0.359
tinsel	tinsel	joy	0.359
revival	revival	joy	0.359
sanctify	sanctify	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	merdika	joy	0.359
cocoa	coklat	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	lauk lumba-lumba	joy	0.348
choral	choral	joy	0.348
deliverance	deliverance	joy	0.348
romp	romp	joy	0.348
roaring	roaring	joy	0.348
melody	melodi	joy	0.348
favor	migawe kahadean	joy	0.348
unification	bebeungkeutan	joy	0.348
exceed	ngaleuwihan	joy	0.348
purpose	maksud	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	nowork	joy	0.344
voluptuous	voluptuous	joy	0.344
fruits	bungbuahan	joy	0.344
thx	thx	joy	0.344
newstart	newstart	joy	0.344
manicure	manicure	joy	0.344
date	kaping	joy	0.344
kiddos	kiddos	joy	0.344
roadtrip	roadtrip	joy	0.344
cookies	cookies	joy	0.344
hedonism	hedonism	joy	0.344
humble	sederhana	joy	0.344
electric	listrik	joy	0.344
pledge	jangji	joy	0.344
celebrity	selebritis	joy	0.342
rhythm	wirahma	joy	0.338
bridesmaid	pangiring panganten	joy	0.338
snowday	snowday	joy	0.333
young	ngora	joy	0.333
coffee	kopi	joy	0.333
edification	edification	joy	0.333
obliging	obliging	joy	0.333
renovation	ngaropea	joy	0.333
familiarity	familiarity	joy	0.333
garden	kebon	joy	0.333
spa	spa	joy	0.333
dawn	pajar	joy	0.333
connoisseur	connoisseur	joy	0.333
partner	batur sapagawean	joy	0.333
gazing	gazing	joy	0.333
foodie	jelema kabeukina kana kadaharan	joy	0.331
synchronize	nyingkronkeun	joy	0.329
tribulation	tribulation	joy	0.328
healing	nyageurkeun	joy	0.328
saint	urang suci	joy	0.328
chirping	kicauan	joy	0.328
hobby	kasenengan	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	Carol	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	Jabur	joy	0.328
pedicure	pedicure	joy	0.328
amnesty	pangampuran hukuman tina kapala nagara	joy	0.328
respite	respite	joy	0.324
mellow	mellow	joy	0.318
lazyday	NO TRANSLATION	joy	0.318
recreational	rekreasi	joy	0.318
restorative	réstoratif	joy	0.318
cousins	cousins	joy	0.318
classics	klasik	joy	0.318
reconciliation	rekonsiliasi	joy	0.316
dove	japati	joy	0.312
living	hirup	joy	0.312
presto	presto	joy	0.312
crafts	karajinan	joy	0.312
recovery	kacageureun	joy	0.312
woods	leuweung	joy	0.312
sunset	lingsir	joy	0.312
fitness	kasehatan	joy	0.312
playhouse	playhouse	joy	0.312
superman	kupling	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	kawijaksanaan	joy	0.312
deal	perjangjian	joy	0.312
simplify	ngajadikeun leuwih sederhana	joy	0.312
lord	raja	joy	0.312
sterling	sterling	joy	0.312
progression	progression	joy	0.312
relight	relight	joy	0.312
pony	kuda poni	joy	0.312
infant	orok	joy	0.309
improvement	kamajuan	joy	0.309
absolution	absolution	joy	0.306
gently	jeung ati-ati	joy	0.303
established	ngadegkeun	joy	0.303
honest	jujur	joy	0.303
decorating	decorating	joy	0.303
endless	euweuh beakna	joy	0.303
banquet	banquet	joy	0.303
providing	nyadiakeun	joy	0.300
mine	milik urang	joy	0.297
fraternal	fraternal	joy	0.297
notable	kasohor	joy	0.297
feat	prestasi	joy	0.297
harvest	panen	joy	0.297
quaint	quaint	joy	0.297
softly	lalaunan	joy	0.297
spiritual	rohani	joy	0.297
morals	moral	joy	0.297
lounging	lounging	joy	0.297
light	cahaya	joy	0.297
breeze	angin ngahiliwir	joy	0.297
strolling	strolling	joy	0.297
spending	belanja	joy	0.297
meditating	niis	joy	0.297
joker	joker	joy	0.297
yearning	yearning	joy	0.297
growth	tumuwuhna	joy	0.297
fervor	fervor	joy	0.295
quotes	tanda petik	joy	0.294
volunteer	jelema nu ngagawe jeung sukarela	joy	0.294
psalms	psalms	joy	0.288
hippie	hippie	joy	0.288
gain	meunang	joy	0.288
taoism	Taoisme	joy	0.288
midwife	bidan	joy	0.288
resources	sumberdaya	joy	0.288
create	nyiptakeun	joy	0.288
receiving	narima	joy	0.287
ocean	sagara	joy	0.286
snowfall	snowfall	joy	0.286
lsd	lsd	joy	0.286
hiking	hiking	joy	0.283
chill	chill	joy	0.281
truce	eureun perang saheulaanan	joy	0.281
infinity	jumlahna henteu aya artina	joy	0.281
toast	roti panggang	joy	0.281
destination	tujuan	joy	0.281
buddhist	pangagem Budha	joy	0.281
rested	rested	joy	0.281
candid	jujur	joy	0.281
evergreen	evergreen	joy	0.281
unwind	unwind	joy	0.281
buzzing	buzzing	joy	0.281
venerable	venerable	joy	0.279
balance	kasaimbangan	joy	0.275
retirement	mangsa pangsiun	joy	0.275
compensate	marurugi	joy	0.273
swim	ngojay	joy	0.273
drinks	inuman	joy	0.273
devout	taat	joy	0.273
buddha	Buddha	joy	0.273
rapt	rapt	joy	0.273
fireplace	hawu	joy	0.273
snowing	snowing	joy	0.271
sublimation	sublimation	joy	0.270
fruity	Fruity	joy	0.268
humility	humility	joy	0.266
paragon	paragon	joy	0.266
ministry	kementerian	joy	0.266
sunday	Minggu	joy	0.266
salute	ajenan	joy	0.266
fortitude	fortitude	joy	0.266
whim	whim	joy	0.266
sun	panonpoe	joy	0.266
sketching	sketching	joy	0.266
waves	gelombang	joy	0.266
buddhism	agama Budha	joy	0.266
cathedral	gereja gede	joy	0.266
yoga	yoga	joy	0.266
artwork	karya seni	joy	0.265
practiced	latihan	joy	0.264
clean	beresih	joy	0.260
found	kapanggih	joy	0.258
fitting	piting	joy	0.258
immerse	neuleumkeun	joy	0.258
running	jalan	joy	0.258
clarity	kaherangan	joy	0.258
food	kadaharan	joy	0.258
exercise	latihan	joy	0.258
autumn	gugur	joy	0.254
ardent	ardent	joy	0.250
fit	ngepas	joy	0.250
mountain	gunung	joy	0.250
expedient	expedient	joy	0.250
diary	buku catetan tiap poe	joy	0.250
candles	lilin	joy	0.250
outdoors	di tempat kabuka	joy	0.250
chilled	chilled	joy	0.250
clap	keprok	joy	0.250
contagious	tepa	joy	0.250
chirp	chirp	joy	0.250
morning	isuk	joy	0.250
visitor	nu nganjang	joy	0.250
hardy	Hardy	joy	0.250
countryside	padesaan	joy	0.250
undying	undying	joy	0.250
football	maén bal	joy	0.250
advocacy	advokasi	joy	0.250
demonstrative	demonstrative	joy	0.250
cradle	ayunan	joy	0.247
trance	trance	joy	0.246
breakfast	sasarap	joy	0.242
grow	tumuwuh	joy	0.242
pay	mayar	joy	0.242
preservative	bahan keur ngawetkeun kadaharan	joy	0.242
intense	hebat	joy	0.242
supremacy	kaunggulan	joy	0.242
church	gereja	joy	0.242
procession	prosesi	joy	0.242
consecration	consecration	joy	0.235
lifetime	saumur hirup	joy	0.234
nursery	pabinihan	joy	0.234
humbled	humbled	joy	0.234
vote	sora	joy	0.234
incense	dupa	joy	0.234
lyre	lyre	joy	0.234
candle	lilin	joy	0.234
snowy	sireum	joy	0.234
doll	boneka	joy	0.234
skiing	ameng ski	joy	0.234
ordination	ordinasi	joy	0.234
art	seni	joy	0.234
salary	bayaran	joy	0.234
pastry	kueh garing	joy	0.229
firefly	Barina	joy	0.227
chilling	chilling	joy	0.227
remedy	ubar	joy	0.227
rescue	nyalametkeun	joy	0.225
camping	kémping	joy	0.221
perspective	perspektip	joy	0.221
orchard	dusun	joy	0.221
orchestra	orkestra	joy	0.221
possess	ngabogaan	joy	0.219
castle	karaton	joy	0.219
lamb	domba	joy	0.219
gardens	Kebon	joy	0.219
breezy	breezy	joy	0.219
mucis	NO TRANSLATION	joy	0.212
bouttime	bouttime	joy	0.212
brisk	brisk	joy	0.212
countrymusic	NO TRANSLATION	joy	0.212
repay	mayar malik deui	joy	0.212
ribbon	pita	joy	0.212
pho	pho	joy	0.212
reggae	reggae	joy	0.212
raindrops	raindrops	joy	0.212
listneing	NO TRANSLATION	joy	0.212
teach	ngawulang	joy	0.212
nap	sare waktu beurang	joy	0.206
stillness	stillness	joy	0.203
chant	chant	joy	0.203
hire	nyewa	joy	0.203
vernal	vernal	joy	0.203
cove	Bucht	joy	0.203
uncontrollable	teu bisa kakadalian	joy	0.203
legalized	legalized	joy	0.203
unexpected	teu kaduga	joy	0.203
lights	lampu	joy	0.203
save	nyalametkeun	joy	0.200
atone	atone	joy	0.197
trees	tangkal	joy	0.197
pastor	pastor	joy	0.197
symmetry	simétri	joy	0.197
oneday	NO TRANSLATION	joy	0.197
scripture	Injil	joy	0.196
mountains	gunung	joy	0.194
pathway	jalur	joy	0.188
walking	leumpang	joy	0.188
craziness	craziness	joy	0.188
soppy	soppy	joy	0.188
tea	téh	joy	0.188
quiet	tentrem	joy	0.188
forefathers	forefathers	joy	0.188
liquor	inuman nu ngandung alkohol	joy	0.188
custom	adat	joy	0.188
whiteness	whiteness	joy	0.188
sympathetic	karunya	joy	0.188
patient	sabar	joy	0.186
dollhouse	dollhouse	joy	0.182
bath	mandi	joy	0.182
score	Asup	joy	0.182
movingon	movingon	joy	0.182
supporter	supporter	joy	0.180
accompaniment	iringan	joy	0.179
pursuit	hal ngungudag	joy	0.176
outburst	outburst	joy	0.176
frosty	tiris pisan	joy	0.174
workout	latihan	joy	0.172
closure	panutupan	joy	0.172
luncheon	luncheon	joy	0.172
service	palayanan	joy	0.172
wintery	wintery	joy	0.172
wages	gajih	joy	0.169
civilized	ngartos tata titi	joy	0.169
fain	NO TRANSLATION	joy	0.167
december	Desember	joy	0.167
acrobat	tukang akrobat	joy	0.162
glide	glide	joy	0.162
finally	tungtungna	joy	0.157
reproductive	réproduktif	joy	0.156
elf	elf	joy	0.156
organization	organisasi	joy	0.156
stroll	stroll	joy	0.156
peppermint	pepermin	joy	0.156
break	peunggas	joy	0.156
chai	chai	joy	0.156
obtainable	bisa diteangan	joy	0.156
bathtub	bak mandi	joy	0.156
advent	Advent	joy	0.152
scifi	scifi	joy	0.152
balm	balm	joy	0.152
measured	diukur	joy	0.152
spaniel	spaniel	joy	0.145
tan	warna coklat	joy	0.141
ditty	ditty	joy	0.141
bubble	nu melendung	joy	0.141
simple	sederhana	joy	0.141
oils	minyak	joy	0.141
beer	bir	joy	0.141
green	hejo	joy	0.137
buss	buss	joy	0.136
books	buku	joy	0.136
makingdisciples	NO TRANSLATION	joy	0.136
chow	Chow	joy	0.135
pitter	pitter	joy	0.134
flows	ngalir	joy	0.130
silence	tiiseun	joy	0.127
roadster	roadster	joy	0.125
solitude	katiisan	joy	0.125
bookstore	toko buku	joy	0.125
wine	inuman anggur	joy	0.125
circumstances	kaayaan	joy	0.125
japan	Jepang	joy	0.121
soak	ngeueuman	joy	0.121
wilderness	leuweung	joy	0.121
priesthood	priesthood	joy	0.121
critical	genting	joy	0.116
neutral	netral	joy	0.114
untie	ngarumbaykeun	joy	0.109
hunting	moro	joy	0.109
opera	opera	joy	0.109
weight	beurat	joy	0.109
white	bodas	joy	0.109
sand	keusik	joy	0.109
wind	angin	joy	0.109
labor	buruh	joy	0.106
classical	klasik	joy	0.106
affliction	kasangsaraan	joy	0.103
lake	dano	joy	0.103
organ	organ	joy	0.094
dwelling	dwelling	joy	0.094
tree	tangkal	joy	0.090
pond	balong	joy	0.089
marrow	sungsum	joy	0.078
latte	latté	joy	0.078
sipping	sipping	joy	0.076
benign	benign	joy	0.074
majority	rereana	joy	0.073
leaf	daun	joy	0.065
troubles	troubles	joy	0.062
basketball	baskét	joy	0.062
explosions	ngabeledugna	joy	0.061
cream	krim	joy	0.061
shepherd	tukang ngangon	joy	0.058
tuesday	Salasa	joy	0.047
turbulence	kaayaan nu teu tenang	joy	0.045
calf	pedet	joy	0.040
hardship	kanyeri	joy	0.031
sixty	genep puluh	joy	0.016
unhappiness	unhappiness	joy	0.016
heartbreaking	heartbreaking	sadness	0.969
mourning	kaayaan milu sedih	sadness	0.969
tragic	pinalangsaeun teuing	sadness	0.961
holocaust	Holocaust	sadness	0.953
suicidal	suicidal	sadness	0.941
misery	kasangsaraan	sadness	0.938
massacre	mateni kalawan kejem	sadness	0.931
euthanasia	euthanasia	sadness	0.927
depression	rarasaan kateken	sadness	0.925
bereavement	bereavement	sadness	0.922
grieving	grieving	sadness	0.922
fatal	nasibna geus teu bisa dirobah	sadness	0.922
bereaved	bereaved	sadness	0.920
devastation	devastation	sadness	0.917
death	tilar dunya	sadness	0.915
devastated	devastated	sadness	0.912
suicide	maehan maneh	sadness	0.912
catastrophe	bencana	sadness	0.911
horrifying	horrifying	sadness	0.907
tragedy	kajadian nu pinalangsaeun teuing	sadness	0.906
depressing	neken	sadness	0.906
died	maot	sadness	0.906
anguish	anguish	sadness	0.902
agony	kanyeri nu nyosok jero	sadness	0.900
deadly	ampuh	sadness	0.898
weeping	weeping	sadness	0.896
stillbirth	stillbirth	sadness	0.891
deceased	jenatna	sadness	0.891
murderer	murderer	sadness	0.877
devastating	dahsyat	sadness	0.875
rape	maksa mirusa	sadness	0.875
cancer	kangker	sadness	0.875
dying	dying	sadness	0.875
sadness	kanalangsaan	sadness	0.864
morbidity	morbidity	sadness	0.864
crucifixion	Crucifixion	sadness	0.859
grief	kanalangsaan	sadness	0.859
depressed	depresi	sadness	0.859
traumatic	traumatis	sadness	0.859
atrocity	atrocity	sadness	0.859
execution	eksekusi	sadness	0.859
abandonment	abandonment	sadness	0.859
perish	binasa	sadness	0.859
cadaver	cadaver	sadness	0.853
treachery	treachery	sadness	0.848
betrayed	betrayed	sadness	0.848
sad	nelangsa	sadness	0.844
destroyed	ancur	sadness	0.844
miserable	henteu resep	sadness	0.844
persecution	milaraan	sadness	0.844
funeral	ngubur	sadness	0.844
slaughtering	slaughtering	sadness	0.844
horrific	horrific	sadness	0.844
homicide	rajapati	sadness	0.844
hopelessness	hopelessness	sadness	0.844
grieve	ngungun	sadness	0.844
sorrow	kanalangsaan	sadness	0.844
suffering	nalangsara	sadness	0.844
murderous	murderous	sadness	0.844
unhappiness	unhappiness	sadness	0.839
crippled	kamer	sadness	0.836
bloodshed	banjir getih	sadness	0.836
pained	pained	sadness	0.833
manslaughter	rajapati	sadness	0.833
carnage	raja pati gegedean	sadness	0.833
unbearable	teu kaampeuh	sadness	0.830
stillborn	stillborn	sadness	0.830
slavery	perbudakan	sadness	0.828
torment	milaraan	sadness	0.828
sickness	panyakit	sadness	0.828
enslaved	enslaved	sadness	0.828
casualty	korban	sadness	0.828
morbid	gending	sadness	0.828
murder	rajapati	sadness	0.828
mourn	milu sedih	sadness	0.828
helplessness	helplessness	sadness	0.828
annihilation	cara ngaremukan	sadness	0.828
abandoned	ditinggalkeun	sadness	0.828
horrors	horrors	sadness	0.828
mutilation	mutilation	sadness	0.828
annihilated	annihilated	sadness	0.828
miscarriage	kaluron	sadness	0.824
starvation	paeh kalaparan	sadness	0.819
killing	pembunuhan	sadness	0.812
failure	kagagalan	sadness	0.812
famine	kalaparan	sadness	0.812
distraught	distraught	sadness	0.812
childloss	NO TRANSLATION	sadness	0.812
burial	ngubur	sadness	0.812
disgrace	aeb	sadness	0.812
cruelty	cruelty	sadness	0.812
despair	putus harepan	sadness	0.812
saddens	saddens	sadness	0.812
oppression	tekenan	sadness	0.812
sadly	sedih	sadness	0.812
mournful	mournful	sadness	0.812
terrorism	terorisme	sadness	0.812
heartache	heartache	sadness	0.812
bloody	getihan	sadness	0.806
perishing	perishing	sadness	0.804
inhumanity	inhumanity	sadness	0.804
malignancy	malignancy	sadness	0.803
mortification	mortification	sadness	0.802
sarcoma	sarcoma	sadness	0.797
lifeless	teu nyawaan	sadness	0.797
perished	perished	sadness	0.797
dreadful	dreadful	sadness	0.797
devastate	ngahancurkeun	sadness	0.797
dreadfully	dreadfully	sadness	0.797
gallows	gallows	sadness	0.797
lethal	ampuh	sadness	0.797
desolation	desolation	sadness	0.797
kill	maehan	sadness	0.797
slave	budak	sadness	0.797
mortuary	kamar mayit	sadness	0.797
assassination	rajapati	sadness	0.797
leukemia	leukemia	sadness	0.797
brokenheart	NO TRANSLATION	sadness	0.792
banishment	banishment	sadness	0.790
afflict	sangsara	sadness	0.789
disheartened	disheartened	sadness	0.788
bury	ngubur	sadness	0.781
crying	nangis	sadness	0.781
tumour	tumor	sadness	0.781
heartbreak	patah hati	sadness	0.781
desecration	desecration	sadness	0.781
demoralized	demoralized	sadness	0.781
terrorize	ngancam	sadness	0.781
die	NO TRANSLATION	sadness	0.773
lynch	Lynch	sadness	0.773
sufferer	sufferer	sadness	0.770
loneliness	katiisan	sadness	0.766
cemetery	kuburan	sadness	0.766
destitute	malarat	sadness	0.766
torture	milaraan	sadness	0.766
abortion	kaluron	sadness	0.766
diseased	diseased	sadness	0.766
condolence	Duka	sadness	0.766
fatality	fatality	sadness	0.766
dismemberment	dismemberment	sadness	0.766
doomed	doomed	sadness	0.766
fearful	fearful	sadness	0.766
slayer	sina	sadness	0.766
painfully	painfully	sadness	0.758
moribund	moribund	sadness	0.758
disaster	bencana	sadness	0.758
depress	depress	sadness	0.755
condemnation	hukuman	sadness	0.754
desperation	desperation	sadness	0.750
hemorrhage	hemorrhage	sadness	0.750
unhappy	teu bagja	sadness	0.750
pandemic	pandemic	sadness	0.750
corpse	mayit	sadness	0.750
depressive	depressive	sadness	0.750
deplorable	deplorable	sadness	0.750
defeated	dielehkeun	sadness	0.750
doomsday	kiamat	sadness	0.750
cry	ceurik	sadness	0.750
victimized	victimized	sadness	0.750
obliteration	obliteration	sadness	0.750
damnation	damnation	sadness	0.750
guilt	kasalahan	sadness	0.750
sickening	sickening	sadness	0.750
terrorist	teroris	sadness	0.750
sorrowful	sorrowful	sadness	0.750
incest	sapatemon jeung dulur sorangan	sadness	0.750
painful	nganyenyerikeun	sadness	0.750
abduction	penculikan	sadness	0.750
regretful	regretful	sadness	0.750
unfairness	unfairness	sadness	0.745
molestation	molestation	sadness	0.744
exile	tempat keur ngasingkeun	sadness	0.742
abysmal	abysmal	sadness	0.742
hellish	hellish	sadness	0.738
exterminate	ngabasmi	sadness	0.736
earthquake	lindu	sadness	0.734
betrayal	panghianatan	sadness	0.734
orphan	pahatu lalis	sadness	0.734
slaughter	meuncit	sadness	0.734
disgraced	disgraced	sadness	0.734
battered	butut	sadness	0.734
assassin	jelema nu maehan	sadness	0.734
horrid	horrid	sadness	0.734
miserably	miserably	sadness	0.734
lonesome	sorangan waé	sadness	0.734
morgue	morgue	sadness	0.734
disastrous	anu mawa musibah	sadness	0.734
warfare	perang	sadness	0.734
destroying	ngaruksak	sadness	0.734
homeless	andar-andar	sadness	0.734
listless	listless	sadness	0.729
unfortunately	lebar	sadness	0.727
grave	kuburan	sadness	0.727
emptiness	emptiness	sadness	0.727
alienated	tebih	sadness	0.727
fraught	fraught	sadness	0.722
emaciated	emaciated	sadness	0.719
malicious	jahat	sadness	0.719
atrophy	atrophy	sadness	0.719
cripple	jelema nu pinceg	sadness	0.719
ashamed	isin	sadness	0.719
leprosy	kusta	sadness	0.719
violently	rongkah	sadness	0.719
disheartening	disheartening	sadness	0.719
cried	ngajerit	sadness	0.719
woe	woe	sadness	0.719
horror	kaayaan sieun	sadness	0.719
heartless	heartless	sadness	0.719
forsaken	forsaken	sadness	0.719
paralysis	kalumpuhan	sadness	0.719
missing	leungit	sadness	0.719
danger	Bahaya	sadness	0.719
pain	nyeri	sadness	0.719
demise	demise	sadness	0.717
disgruntled	disgruntled	sadness	0.712
rejected	ditampik	sadness	0.712
sickly	sakitan	sadness	0.712
violence	dipaksaan	sadness	0.712
torn	torn	sadness	0.710
calamity	calamity	sadness	0.709
grim	surem	sadness	0.708
grievous	grievous	sadness	0.704
disfigured	disfigured	sadness	0.703
punishing	punishing	sadness	0.703
extinct	lastari	sadness	0.703
meltdown	meltdown	sadness	0.703
oppressor	oppressor	sadness	0.703
deformed	cacad	sadness	0.703
slaughterhouse	slaughterhouse	sadness	0.703
humiliate	ngahina	sadness	0.703
inhuman	kejam	sadness	0.703
decomposition	dékomposisi	sadness	0.703
suffocating	suffocating	sadness	0.703
hearse	hearse	sadness	0.703
incurable	teu bisa jadi cageur	sadness	0.703
buried	dikubur	sadness	0.703
paralyzed	lumpuh	sadness	0.703
carcinoma	carcinoma	sadness	0.703
deformity	deformity	sadness	0.703
crushed	ditumbuk	sadness	0.703
isolate	ngasingkeun	sadness	0.703
tearful	tearful	sadness	0.703
abandon	ninggalkeun	sadness	0.703
obit	obit	sadness	0.703
strangle	nyekek	sadness	0.703
victim	korban	sadness	0.703
isolation	pamencilan	sadness	0.703
lifesucks	lifesucks	sadness	0.700
hell	naraka	sadness	0.700
ruinous	ruinous	sadness	0.698
widow	randa	sadness	0.697
banish	miceun	sadness	0.697
accursed	accursed	sadness	0.697
ruined	ruined	sadness	0.697
vanished	wibawa	sadness	0.695
displaced	lunta	sadness	0.691
poverty	kasangsaraan	sadness	0.690
hospice	hospice	sadness	0.688
insanity	panyakit burung	sadness	0.688
depraved	depraved	sadness	0.688
shooting	shooting	sadness	0.688
stab	nubles	sadness	0.688
pathetic	pathetic	sadness	0.688
foreveralone	salamina nyalira	sadness	0.688
dementia	pikun	sadness	0.688
travesty	travesty	sadness	0.688
nohope	NO TRANSLATION	sadness	0.688
infidelity	henteu satia	sadness	0.688
epidemic	pagebug	sadness	0.688
teary	teary	sadness	0.688
widower	duda	sadness	0.688
terminal	Terminal	sadness	0.688
neglected	neglected	sadness	0.688
illness	gering	sadness	0.688
regretting	regretting	sadness	0.688
imprisoned	dipenjara	sadness	0.688
hurtful	nyeri pisan	sadness	0.688
banished	banished	sadness	0.688
